doc_id,parte,capit,sent_num
746,2,6,0
747,2,6,1
748,2,6,2
749,2,6,3
750,2,6,4
751,2,6,5
752,2,6,6
753,2,6,7
754,2,6,8
755,2,6,9
756,2,6,10
757,2,6,11
758,2,6,12
759,2,6,13
760,2,6,14
761,2,6,15
762,2,6,16
763,2,6,17
764,2,6,18
765,2,6,19
766,2,6,20
767,2,6,21
768,2,6,22
769,2,6,23
770,2,6,24
771,2,6,25
772,2,6,26
773,2,6,27
774,2,6,28
775,2,6,29
776,2,6,30
777,2,6,31
778,2,6,32
779,2,6,33
780,2,6,34
781,2,6,35
782,2,6,36
783,2,6,37
784,2,6,38
785,2,6,39
786,2,6,40
787,2,6,41
788,2,6,42
789,2,6,43
790,2,6,44
791,2,6,45
792,2,6,46
793,2,6,47
794,2,6,48
795,2,6,49
796,2,6,50
797,2,6,51
798,2,6,52
799,2,6,53
800,2,6,54
801,2,6,55
802,2,6,56
803,2,6,57
804,2,6,58
805,2,6,59
806,2,6,60
807,2,6,61
808,2,6,62
809,2,6,63
810,2,6,64
811,2,6,65
812,2,6,66
813,2,6,67
814,2,6,68
815,2,6,69
816,2,6,70
817,2,6,71
818,2,6,72
819,2,6,73
820,2,6,74
821,2,6,75
822,2,6,76
823,2,6,77
824,2,6,78
825,2,6,79
826,2,6,80
827,2,7,0
828,2,7,1
829,2,7,2
830,2,7,3
831,2,7,4
832,2,7,5
833,2,7,6
834,2,7,7
835,2,7,8
836,2,7,9
837,2,7,10
838,2,7,11
839,2,7,12
840,2,7,13
841,2,7,14
842,2,7,15
843,2,7,16
844,2,7,17
845,2,7,18
846,2,7,19
847,2,7,20
848,2,7,21
849,2,7,22
850,2,7,23
851,2,7,24
852,2,7,25
853,2,7,26
854,2,7,27
855,2,7,28
856,2,7,29
857,2,7,30
858,2,7,31
859,2,7,32
860,2,7,33
861,2,7,34
862,2,7,35
863,2,7,36
864,2,7,37
865,2,7,38
866,2,7,39
867,2,7,40
868,2,7,41
869,2,7,42
870,2,7,43
871,2,7,44
872,2,7,45
873,2,7,46
874,2,7,47
875,2,7,48
876,2,7,49
877,2,7,50
878,2,7,51
879,2,7,52
880,2,7,53
881,2,7,54
882,2,7,55
883,2,7,56
884,2,7,57
885,2,7,58
886,2,7,59
887,2,7,60
888,2,7,61
889,2,7,62
890,2,7,63
891,2,7,64
892,2,7,65
893,2,7,66
894,2,7,67
895,2,7,68
896,2,7,69
897,2,7,70
898,2,7,71
899,2,7,72
900,2,7,73
901,2,8,0
902,2,8,1
903,2,8,2
904,2,8,3
905,2,8,4
906,2,8,5
907,2,8,6
908,2,8,7
909,2,8,8
910,2,8,9
911,2,8,10
912,2,8,11
913,2,8,12
914,2,8,13
915,2,8,14
916,2,8,15
917,2,8,16
918,2,8,17
919,2,8,18
920,2,8,19
921,2,8,20
922,2,8,21
923,2,8,22
924,2,8,23
925,2,8,24
926,2,8,25
927,2,8,26
928,2,8,27
929,2,8,28
930,2,8,29
931,2,8,30
932,2,8,31
933,2,8,32
934,2,8,33
935,2,8,34
936,2,8,35
937,2,8,36
938,2,8,37
939,2,8,38
940,2,8,39
941,2,8,40
942,2,8,41
943,2,8,42
944,2,8,43
945,2,8,44
946,2,8,45
947,2,8,46
948,2,8,47
949,2,8,48
950,2,8,49
951,2,8,50
952,2,8,51
953,2,8,52
954,2,8,53
955,2,8,54
956,2,8,55
957,2,9,0
958,2,9,1
959,2,9,2
960,2,9,3
961,2,9,4
962,2,9,5
963,2,9,6
964,2,9,7
965,2,9,8
966,2,9,9
967,2,9,10
968,2,9,11
969,2,9,12
970,2,9,13
971,2,9,14
972,2,9,15
973,2,9,16
974,2,9,17
975,2,9,18
976,2,9,19
977,2,9,20
978,2,9,21
979,2,9,22
980,2,9,23
981,2,9,24
982,2,9,25
983,2,9,26
984,2,9,27
985,2,9,28
986,2,9,29
987,2,9,30
988,2,9,31
989,2,9,32
990,2,9,33
991,2,9,34
992,2,9,35
993,2,9,36
994,2,9,37
995,2,9,38
996,2,9,39
997,2,9,40
998,2,9,41
999,2,9,42
1000,2,9,43
1001,2,9,44
1002,2,9,45
1003,2,9,46
1004,2,9,47
1005,2,9,48
1006,2,9,49
1007,2,9,50
1008,2,9,51
1009,2,9,52
1010,2,9,53
1011,2,9,54
1012,2,9,55
1013,2,9,56
1014,2,9,57
1015,2,9,58
1016,2,9,59
1017,2,9,60
1018,2,9,61
1019,2,9,62
1020,2,9,63
1021,2,9,64
1022,2,9,65
1023,2,9,66
1024,2,9,67
1025,2,9,68
1026,2,9,69
1027,2,9,70
1028,2,9,71
1029,2,9,72
1030,2,9,73
1031,2,9,74
1032,2,9,75
1033,2,9,76
1034,2,9,77
1035,2,9,78
1036,2,9,79
1037,2,9,80
1038,2,9,81
1039,2,9,82
1040,2,9,83
1041,2,9,84
1042,2,9,85
1043,2,9,86
1044,2,9,87
1045,2,9,88
1046,2,9,89
1047,2,9,90
1048,2,9,91
1049,2,9,92
1050,2,9,93
1051,2,9,94
1052,2,9,95
1053,2,9,96
1054,2,9,97
1055,2,9,98
1056,2,9,99
1057,2,9,100
1058,2,9,101
1059,2,10,0
1060,2,10,1
1061,2,10,2
1062,2,10,3
1063,2,10,4
1064,2,10,5
1065,2,10,6
1066,2,10,7
1067,2,10,8
1068,2,10,9
1069,2,10,10
1070,2,10,11
1071,2,10,12
1072,2,10,13
1073,2,10,14
1074,2,10,15
1075,2,10,16
1076,2,10,17
1077,2,10,18
1078,2,10,19
1079,2,10,20
1080,2,10,21
1081,2,10,22
1082,2,10,23
1083,2,10,24
1084,2,10,25
1085,2,10,26
1086,2,10,27
1087,2,10,28
1088,2,10,29
1089,2,10,30
1090,2,10,31
1091,2,10,32
