doc_id,doc_str
56,"Así les fue dicho a los venados , los pájaros , leones , tigres y serpientes ."
57,"— Decid , pues , nuestros nombres , alabadnos a nosotros , vuestra madre , vuestro padre ."
58,"¡ Invocad , pues , a Huracán , Chipi-Caculhá , Kaxa-Caculhá , el Corazón del Cielo , el Corazón de la Tierra , el Creador , el Formador , los Progenitores ; hablad , invocadnos , adoradnos ! , les dijeron ."
59,"Pero no se pudo conseguir que hablaran como los hombres ; sólo chillaban , cacareaban y graznaban ; no se manifestó la forma de su lenguaje , y cada uno gritaba de manera diferente ."
60,"Cuando el Creador y el Formador vieron que no era posible que hablaran , se dijeron entre sí : — No ha sido posible que ellos digan nuestro nombre , el nosotros , sus creadores y formadores ."
61,"Esto no está bien , dijeron entre sí los Progenitores ."
62,Entonces se les dijo : — Seréis cambiados porque no se ha conseguido que habléis .
63,"Hemos cambiado de parecer : vuestro alimento , vuestra postura , vuestra habitación y vuestros nidos los tendréis , serán los barrancos y los bosques , porque no se ha podido lograr que nos adoréis ni nos invoquéis ."
64,"Todavía hay quienes nos adoren , haremos otros ( seres ) que sean obedientes ."
65,"Vosotros , aceptad vuestro destino : vuestras carnes serán trituradas ."
66,Así será .
67,Esta será vuestra suerte .
68,Así dijeron cuando hicieron saber su voluntad a los animales pequeños y grandes que hay sobre la faz de la tierra .
69,"Luego quisieron probar suerte nuevamente , quisieron hacer otra tentativa y quisieron probar de nuevo a que los adoraran ."
70,"Pero no pudieron entender su lenguaje entre ellos mismos , nada pudieron conseguir y nada pudieron hacer ."
71,Por está razón fueron inmoladas sus carnes y fueron condenados a ser comidos y matados los animales que existen sobre la faz de la tierra .
72,"Así , pues , hubo que hacer una nueva tentativa de crear y formar al hombre por el Creador , el Formador y los Progenitores ."
73,"— ¡ A probar otra vez ! Ya se acercan el amanecer y la aurora : ¡ hagamos al que nos sustentará y alimentará ! ¿ Cómo haremos para ser invocados , para ser recordados sobre la tierra ?"
74,"Ya hemos probado con nuestras primeras obras , nuestras primeras criaturas ; pero no se pudo lograr que fuésemos alabados y venerados por ellos ."
75,"Provemos ahora a hacer unos seres obedientes , respetuosos , que nos sustenten y alimenten ."
76,Así dijeron .
77,Entonces fue la creación y la formación .
78,"De tierra , de lodo hicieron la carne ( del hombre ) ."
79,"Pero vieron que no estaba bien , porque se deshacía , estaba blando , no tenía movimiento , no tenía fuerza , se caía , estaba aguado , no movía la cabeza , la cara se le iba para un lado , tenía velada la vista , no podía ver hacia atrás ."
80,"Al principio hablaba , pero no tenía entendimiento ."
81,Rápidamente se humedeció dentro del agua y no se pudo sostener .
82,Y dijeron el Creador y el Formador .
83,Bien se ve que no puede andar ni multiplicarse .
84,"Que se haga una consulta acerca de esto , dijeron ."
85,Entonces desbarataron y deshicieron su obra y su creación .
86,"Y en seguida dijeron : — ¿ Cómo haremos para perfeccionar , para que salgan bien nuestros adoradores , nuestros invocadores ?"
87,"Así dijeron cuando de nuevo consultaron entre sí : — Digámosles a Ixpiyacoc , Ixmucané , Hunahpú-Vuch , Hunahpú-Utiú : ¡ Probad suerte otra vez ! ¡ Probad a hacer la creación !"
88,Así dijeron entre sí el Creador y el Formador cuando hablaron a Ixpiyacoc e Ixmucané .
89,"En seguida les hablaron a aquellos adivinos , la abuela del día , la abuela del alba ,   que así eran llamados por el Creador y el Fundador , y cuyos nombres eran Ixpiyacoc e Ixmucané ."
90,"Y dijeron Huracán , Tepeu y Gucumatz cuando le hablaron al agorero , al formador , que son los adivinos : — Hay que reunirse y encontrar los medios para que el hombre que formemos , el hombre que vamos a crear nos sostenga y alimente , nos invoque y se acuerde de nosotros ."
91,"— Entrad , pues , en consulta , abuela , abuelo , nuestra abuela , nuestro abuelo , Ixpiyacoc , Ixmucané , haced que aclare , que amanezca , que seamos invocados , que seamos adorados , que seamos recordados por el hombre creado , por el hombre formado , por el hombre mortal , haced que así se haga ."
92,"— Dad a conocer vuestra naturaleza , Hunahpú-Vuch , Hunahpú-Utiú , dos veces madre , dos veces padre , Nim-Ac , Nimá Tziís , el Señor de la esmeralda , el joyero , el escultor , el tallador , el Señor de los hermosos platos , el Señor de la verde jicara , el maestro de la resina , el maestro Toltecat , la abuela del sol , la abuela del alba , que así seréis llamados por nuestras obras y nuestras criaturas ."
93,— Echad la suerte con vuestros granos de maíz y de tzité .
94,Hágase así y se sabrá y resultará si labraremos o tallaremos su boca y sus ojos en madera .
95,Así les fue dicho a los adivinos .
96,"A continuación vino la adivinación , la echada de la suerte con el maíz y el tzité ."
97,"—¡Suerte ! ¡ Criatura ! , les dijeron entonces una vieja y un viejo ."
98,"Y este viejo era el de las suertes del tzité , el llamado Ixpiyacoc ."
99,"Y la vieja era la adivina , la formadora que se llamaba Chiracán Ixmucané ."
100,"Y comenzando la adivinación , dijeron así — ¡ Juntaos , acoplaos ! ¡ Hablad , que os oigamos , decid , declarad si conviene que se junten la madera y que sea labrada por el Creador y el Formador ; y si éste ( el hombre de madera ) es el que nos ha de sustentar y alimentar cuando aclare , cuando amanezca !"
101,"Tú , maíz , tú , tzité ; tú , suerte ; tú , criatura : ¡ uníos , ayuntaos ! , les dijeron al maíz , al tzité , a la suerte , a la criatura ."
102,"¡ Ven a sacrificar aquí , Corazón del Cielo ; no castigues a Tepeu y Gucumatz !"
103,Entonces hablaron y dijeron la verdad : — Buenos saldrán vuestros muñecos hechos de madera ; hablarán y conversarán sobre la faz de la tierra .
104,"— ¡ Así sea ! , contestaron , cuando hablaron ."
105,Y al instante fueron hechos los muñecos labrados en madera .
106,"Se parecían al hombre , hablaban como el hombre y poblaron la superficie de la tierra ."
107,"Existieron y se multiplicaron ; tuvieron hijas , tuvieron hijos , los muñecos de palo ; pero no tenían alma ni entendimiento no se acordaban de su Creador , de su Formador ; caminaban sin rumbo y andaban a gatas ."
108,Ya no se acordaban del Corazón del Cielo y por eso cayeron en desgracia .
109,"Fue solamente un ensayo , un intento de hacer hombres ."
110,"Hablaban al principio pero su cara estaba enjuta ; sus pies y sus manos no tenían consistencia ; tenían sangre , ni sustancia , ni humedad ni gordura ; sus mejillas estaban secas , secos sus pies y sus manos , y amarillas sus carnes ."
111,"Por esta razón ya no pensaban en el Creador ni en el Formador , en los que les daban el ser y cuidaban de ellos ."
112,Estos fueron los primeros hombres que en gran número existieron sobre la faz de la tierra .
113,"En seguida fueron aniquilados , destruidos y deshechos los muñecos de palo y recibieron la muerte ."
114,"Una inundación fue producida por el Corazón del Cielo ; un gran diluvio se formó , que cayó sobre las cabezas de los muñecos de palo ."
115,"De tzité se hizo la carne del hombre , pero cuando la mujer fue honrada por el Creador y el Formador , se hizo de espadaña la carne de la mujer ."
116,Estos materiales quisieron el Creador y el Formador que entraran en su composición .
117,"Pero no pensaban , no hablaban con su Creador y su Formador , que los habían hecho , que los habían creado ."
118,"Y por esta razón fueron muertos , fueron anegados ."
119,Una resina abundante vino del cielo .
120,El llamado Xecotcovach llegó y les vació los ojos ;
121,Camalotz vino a cortarles la cabeza ; y vino Cotzbalam y les devoró las carnes .
122,"El Tucumbalam llegó también y les quebró y magulló los huesos y los nervios , les molió y desmoronó los huesos ."
123,"Y esto fue para castigarlos porque no habían pensado en su madre , ni en su padre , el Corazón del Cielo , llamado Huracán ."
124,"Y por este motivo se oscureció la faz de la tierra y comenzó una lluvia negra , una lluvia de día , una lluvia de noche ."
125,"Llegaron entonces los animales pequeños , los animales grandes , y los palos y las piedras les golpearon las caras ."
126,"Y se pusieron todos a hablar ; sus tinajas , sus comales , sus platos , sus ollas , sus perros , sus piedras de moler , todos se levantaron y les golpearon las caras ."
127,"Mucho mal nos hacíais ; nos comíais , y nosotros ahora os morderemos , les dijeron sus perros y sus aves de corral ."
128,"Y las piedras de moler : — Eramos atormentados por vosotros ; cada día , cada día , de noche , al amanecer , todo el tiempo hacían holi , holi , hiqui , huqui nuestras caras , a cauda de vosotros .  "
129,Este era el tributo que os pagábamos .
130,Pero ahora que habéis dejado de ser hombres probaréis nuestras fuerzas .
131,"Moleremos y reduciremos a polvo vuestras carnes , les dijeron sus piedras de moler ."
132,Y he aquí que sus perros hablaron y les dijeron : — ¿ Por qué no nos dabais nuestra comida ?
133,Apenas estábamos mirando y ya nos arrojabais de vuestro lado y nos echabais fuera .
134,Siempre teníais listo un palo para pegamos mientras comíais .
135,Así era como nos tratabais .
136,Nosotros no podíamos hablar .
137,"Quizás no os diéramos muerte ahora ; pero ¿ por qué no reflexionabais , por qué no pensabais en vosotros mismos ?"
138,"Ahora nosotros os destruiremos , ahora probaréis vosotros los dientes que hay en nuestra boca : os devoraremos , dijeron los perros y luego les destrozaron las caras ."
139,"Y a su vez sus comales , sus ollas les hablaron así ."
140,— Dolor y sufrimiento nos causabais .
141,"Nuestra boca y nuestras caras estaban tiznadas , siempre estábamos puestos sobre el fuego y nos quemabais como si no sintiéramos dolor ."
142,"Ahora probaréis vosotros , os que maremos , dijeron sus ollas y todos les destrozaron las caras ."
143,"Las piedras del hogar , que estaban amontonadas , se arrojaron directamente desde el fuego contra sus cabezas causándoles dolor ."
144,Desesperados corrían de un lado para otro ; querían subirse sobre las casas y las casas se caían y los arrojaban al suelo ; querían subirse sobre los árboles y los árboles los lanzaban a lo lejos ; querían entrar en las cavernas y las cavernas se cerraban ante ellos .
145,"Así fue la ruina de los hombres que habían sido creados y formados , de los hombres hechos para ser destruidos y aniquilados : a todos les fueron destrozadas las bocas y las caras ."
146,"Dicen que la descendencia de aquéllos son los monos que existen ahora en los bosques ; éstos son la muestra de aquéllos , porque sólo de palo fue hecha su carne por el Creador y el Formador ."
147,"por esta razón el mono se parece al hombre , es la muestra de una generación de hombres creados , de hombres formados que eran solamente muñecos y hechos solamente de madera ."
148,Había entonces muy poca claridad sobre la faz de la tierra .
149,"Aún no había sol sin embargo , un ser orgulloso de sí mismo que se llamaba Vucub-Caquix ."
150,"Existían ya el cielo y la tierra , pero estaba cubierta la faz del sol y de la luna ."
151,"Y decía ( Vucub-Caquix ): — Verdaderamente , son una muestra clara de aquellos hombres que se ahogaron y su naturaleza es como la de seres sobre naturales ."
152,— Yo seré grande ahora sobre todos los seres creados y formados .
153,"Yo soy el sol , soy la claridad , la luna , exclamó ."
154,Grande es mi esplendor .
155,Por mí caminarán y vencerán los hombres .
156,"Porque de plata son mis ojos , resplandecientes como piedras preciosas , como esmeraldas ; mis dientes brillan como piedras finas , semejantes a la faz del cielo ."
157,"Mi nariz brilla de lejos como la luna , mi trono es de plata y la faz de la tierra se ilumina cuando salgo frente a mi trono ."
158,"Así , pues , yo soy el sol , yo soy la luna , para el linaje humano ."
159,Así será porque mí vista alcanza muy lejos .
160,De esta manera hablaba Vucub-Caquix .
161,"Pero en realidad , Vucub-Caquix no era el sol ; solamente se vanagloriaba de sus plumas y riquezas ."
162,Pero su vista alcanzaba solamente el horizonte y no se extendía sobre todo el mundo .
163,"Aún no se le veía la cara al sol , ni a la luna , ni a las estrellas , y aún no había amanecido ."
164,Por esta razón Vucub-Caquix se envanecía como si él fuera el sol y la luna porque aún no se había manifestado ni se ostentaba la claridad del sol y de la luna .
165,Su única ambición era engrandecerse y dominar .
166,Y fue entonces cuando ocurrió el diluvio a causa de los muñecos de palo .
167,"Ahora contaremos cómo murió Vucub-Caquix y fue vencido , y cómo fue hecho el hombre por el Creador y Formador ."
168,"Este es el principio de la derrota y de la ruina de la gloria de Vucub-Caquix por los dos muchachos , el primero de los cuales se llamaba Hunahpú y el segundo Ixbalanqué ."
169,Estos eran dioses verdaderamente .
170,"Como veían el mal que hacía el soberbio , y que quería hacerlo en presencia del Corazón del Cielo , se dijeron los muchachos : — No está bien que esto sea así cuando el hombre no vive todavía aquí sobre la tierra ."
171,"Así , pues , probaremos a tirarle con la cerbatana cuando esté comiendo ; le tiraremos y le causaremos una enfermedad , y entonces se acabarán sus riquezas sus piedras verdes , sus metales preciosos , sus esmeraldas , sus alhajas de que se enorgullece ."
172,"Y así lo harán todos los hombres , porque no deben envanecerse por el poder ni la riqueza ."
173,"— Así será , dijeron los muchachos , echándose cada uno su cerbatana al hombro ."
174,"Ahora bien , este Vucub-Caquix tenía dos hijos : el primero se llamaba Zipacná , el segundo era Cabracán ; y la madre de los dos se llamaba Chimalmat , la mujer de Vucub-Caquix ."
175,"Zipacná jugaba a la pelota con los grandes montes : el Chigag , Hunahpú , Pecul , Yaxcanul , Macamob y Huliznab ."
176,Estos son los nombres de los montes que existían cuando amaneció y que fueron creados en una sola noche por Zipacná .
177,Cabracán movía los montes y por él temblaban las montañas grandes y pequeñas .
178,De esta manera proclamaban su orgullo los hijos de Vucub-Caquix .
179,"— ¡ Oíd ! ¡ Yo soy el que hizo el sol ! , decía Vucub-Caquix ."
180,"— ¡ Yo soy el que hizo la tierra ! , decía Zipacná ."
181,"— ¡ Yo soy el que sacudo el cielo y conmuevo toda la tierra ! , decía Cabracán ."
182,Así era como los hijos de Vucub- Caquix le disputaban a su padre la grandeza .
183,Y esto les parecía muy mal a los muchachos .
184,"Aún no había sido creada nuestra primera madre , ni nuestro primer padre ."
185,"Por tanto , fue resuelta su muerte ( de Vucub-Caquix y de sus hijos ) y su destrucción , por los dos jóvenes ."
186,"Contaremos ahora el tiro de cerbatana que dispararon los dos muchachos contra Vucub- Caquix , y la destrucción de cada uno de los que se habían ensoberbecido ."
187,"Vucub-Caquix tenía un gran árbol de nance , cuya fruta era la comida de Vucub-Caquix ."
188,Este venía cada día junto al nance y se subía a la cima del árbol .
189,Hunahpú e Ixbalanqué habían visto.que ésa era su comida .
190,"Y habiéndose puesto en acecho de Vucub-Caquix al pie del árbol , escondidos entre las hojas , llegó Vucub-Caquix directamente a su comida de nances ."
191,"En este momento fue herido por un tiro de cerbatana de Hun-Hunahpú , que le dio precisamente en la quijada , y dando gritos se vino derecho a tierra desde lo alto del árbol ."
192,"Hun- Hunahpú corrió apresuradamente para apoderarse de él , pero Vucub-Caquix le arrancó el brazo a Hun-Hunahpú y tirando de él lo dobló desde la punta hasta el hombro ."
193,Así le arrancó ( el brazo ) Vucub-Caquix a Hun-Hunahpú .
194,Ciertamente hicieron bien los muchachos no dejándose vencer primero por Vucub-Caquix .
195,"Llevando el brazo de Hun-Hunahpú se fue Vucub-Caquix para su casa , donde llegó sosteniéndose la quijada ."
196,— ¿ Qué os ha sucedido Señor ? — dijo Chimalmat la mujer de Vucub-Caquix .
197,"— ¿ Qué ha de ser , sino aquellos dos demonios que me tiraron con cerbatana y me desquiciaron la quijada ?"
198,A causa de ello se me menean los dientes y me duelen mucho .
199,Pero yo he traído ( su brazo ) para ponerlo sobre el fuego .
200,"Allí que se quede colgado y suspendido sobre el fuego , porque de seguro vendrán a buscarlo esos demonios ."
201,Así habló Vucub-Caquix mientras colgaba el brazo de Hun-Hunahpú .
202,"Habiendo meditado Hun-Hunahpú e lxbalanqué , se fueron a hablar con un viejo que tenía los cabellos completamente blancos y con una vieja , de verdad muy vieja y humilde ambos doblados ya como gentes muy ancianas ."
203,Llamábase el viejo Zaqui-Nim-Ac y la vieja Zaqui-Nimá-Tziís .
204,Los muchachos les dijeron a la vieja y al viejo : — Acompañadnos para ir a traer nuestro brazo a casa de Vucub-Caquix .
205,Nosotros iremos detrás .
206,"“ Estos que nos acompañan son nuestros nietos ; su madre y su padre ya son muertos ; por esta razón ellos van a todas partes tras de nosotros , a donde nos dan limosna , pues lo único que nosotros sabemos hacer es sacar el gusano de las muelas ."
207,” Así les diréis .
208,"De esta manera Vucub-Caquix nos verá como a muchachos y nosotros también estaremos allí para aconsejaros , dijeron los dos jóvenes ."
209,— Está bien — contestaron los viejos .
210,A continuación se pusieron en camino para el lugar donde se encontraba Vucub-Caquix recostado en su trono .
211,"Caminaban la vieja y el viejo seguidos de los dos muchachos , que iban jugando tras ellos ."
212,"Así llegaron al pie de la casa del Señor , quien estaba gritando a causa de las muelas ."
213,Al ver Vucub-Caquix al viejo y a la vieja y a los que los acompañaban les preguntó el Señor : — ¿ De dónde venís abuelos ?
214,"— Andamos buscando de qué alimentarnos , respetable Señor , contestaron aquéllos ."
215,— ¿ Y cuál es vuestra comida ?
216,¿ No son vuestros hijos éstos que os acompañan ?
217,"— ¡ Oh , no , Señor ! Son nuestros nietos ; pero les tenernos lástima y lo que a nosotros nos dan lo compartimos con ellos , Señor , contestaron la vieja y el viejo ."
218,Mientras tanto se moría el Señor del dolor de muelas y sólo con gran dificultad podía hablar .
219,— Yo os ruego encarecidamente que tengáis lástima de mí .
220,¿ Qué podéis hacer ?
221,¿ Qué es lo que sabéis curar ?
222,", les preguntó el Señor ."
223,"Y los viejos contestaron : — ¡ Oh , Señor , nosotros sólo sacamos el gusano de las muelas , curamos los ojos y ponemos los huesos en su lugar ."
224,— Está muy bien .
225,"Curadme los dientes , que verdaderamente me hacen sufrir día y noche , y a causa de ellos y de mis ojos no tengo sosiego y no puedo dormir ."
226,"Todo esto se debe a que dos demonios me tiraron un bodocazo , y por eso no puedo comer ."
227,"Así , pues , tened piedad de mí , apretadme los dientes con vuestras manos ."
228,"— Muy bien , Señor ."
229,Un gusano es el que os hace sufrir .
230,Bastará con sacar esos dientes y poneros otros en su lugar .
231,"— No está bien que me saquéis los dientes , porque sólo así soy Señor y todo mi ornamento son mis dientes y mis ojos ."
232,"— Nosotros os pondremos otros en su lugar , hechos de hueso molido ."
233,Pero el hueso molido no eran más que granos de maíz blanco .
234,"— Está bien , sacadlos , venid a socorredme , replicó ."
235,"Sacáronle entonces los dientes a Vucub-Caquix ; y en su lugar le pusieron solamente granos de maíz blanco , y estos granos de maíz le brillaban en la boca ."
236,Al instante decayeron sus facciones y ya no parecía Señor .
237,Luego acabaron de sacarle los dientes que le brillaban en la boca como perlas .
238,Y por último le curaron los ojos a Vucub-Caquix reventándole las niñas de los ojos y acabaron de quitarle todas sus riquezas .
239,Pero nada sentía ya .
240,Sólo se quedó mirando mientras por consejo de Hunahpú e Ixbalanqué acababan de despojarlo de las cosas de que se enorgullecía .
241,Así murió Vucub-Caquix .
242,Luego recuperó su brazo Hunahpú .
243,"Y murió también Chimalmat , la mujer de Vucub-Caquix ."
244,Así se perdieron las riquezas de Vucub-Caquix .
245,El médico se apoderó de todas las esmeraldas y piedras preciosas que habían sido su orgullo aquí en la tierra .
246,La vieja y el viejo que estas cosas hicieron eran seres maravillosos .
247,Y habiendo recuperado el brazo volvieron a ponerlo en su lugar y quedó bien otra vez .
248,"Solamente para lograr la muerte de Vucub-Caquix quisieron obrar de esta manera , porque les pareció mal que se enorgulleciera ."
249,"Y en seguida se marcharon los dos muchachos habiendo ejecutado así la orden , del Corazón del Cielo ."
250,"He aquí ahora los hechos de Zipacná , el primer hijo de Vucub-Caquix ."
251,— Yo soy el creador de las montañas decía Zipacná .
252,Este Zipacná se estaba bañando a la orilla de un río cuando pasaron cuatrocientos muchachos que llevaban arrastrando un árbol para sostén de su casa .
253,Los cuatrocientos caminaban después de haber cortado un gran árbol para viga madre de su casa .
254,"Llegó entonces Zipacná y dirigiéndose hacia donde estaban los cuatrocientos muchachos les dijo : — ¿ Qué estáis haciendo , muchachos ?"
255,"— Sólo es este palo , respondieron , que no lo podemos levantar y llevar en hombros ."
256,— Yo lo llevaré .
257,¿ A dónde ha de ir ?
258,¿ Para que lo queréis ? —
259,Para viga madre de nuestra casa .
260,"— Está bien , contestó , y levantándolo se lo echó al hombro y lo llevó hacia la entrada de la casa de los cuatrocientos muchachos ."
261,"— Ahora quédate con nosotros , muchacho , le dijeron ."
262,¿ Tienes madre o padre ?
263,— No tengo-contestó .
264,— Entonces te ocuparemos mañana para preparar otro palo para sostén de nuestra casa .
265,— Bueno-contestó .
266,Los cuatrocientos muchachos conferenciaron en seguida y dijeron : ¿ Cómo haremos con este muchacho para matarlo ?
267,Porque no está bien lo que ha hecho levantando él sólo el palo .
268,Hagamos un gran hoyo y echémoslo para hacerlo caer en él .
269,"“ Baja a sacar y traer tierra del hoyo ” , le diremos , y cuando se haya agachado para bajar a la excavación le dejaremos caer el palo grande y allí en el hoyo morirá ."
270,Así dijeron los cuatrocientos muchachos y luego abrieron un gran hoyo muy profundo .
271,En seguida llamaron a Zipacná .
272,— Nosotros te queremos bien .
273,"Anda , ven a cavar la tierra porque nosotros ya no alcanzamos , le dijeron ."
274,"— Está bien , contestó ."
275,En seguida bajó al hoyo .
276,Y llamándolo mientras estaba cavando la tierra le dijeron — ¿ Has bajado ya muy hondo ?
277,"— Sí , contestó , mientras comenzaba a abrir el hoyo , pero el hoyo que estaba haciendo era para librarse del peligro ."
278,"El sabía que lo querían matar ; por eso , al abrir el hoyo , hizo , hacia un lado , una segunda excavación para librarse ."
279,"— ¿ Hasta dónde vas ? , gritaron hacia abajo los cuatrocientos muchachos ."
280,— Todavía estoy cavando ; yo os llamaré allí arriba cuando esté terminada la excavación dijo Zipacná desde el fondo del hoyo .
281,Pero no estaba cavando su sepultura sino que estaba abriendo otro hoyo para salvarse .
282,Por último los llamó Zipacná ; pero cuando los llamó ya se había puesto en salvo dentro del hoyo .
283,Venid a sacar y llevaros la tierra que he arrancado y está en el asiento del hoyo porque en verdad lo he ahondado mucho .
284,¿ No oís mi llamada ?
285,"Y sin embargo , vuestros gritos , vuestras palabras , se repiten como un eco una y dos veces , y así oigo bien dónde estáis ."
286,"Esto decía Zipacná desde el hoyo donde estaba escondido , gritando desde el fondo ."
