doc_id,doc_str
75,"TA xe'uchax chi k'ut ri kiej, Tz'ikin Rumal Tz'aqol, B'itol, Alom, K'ajolom, “Kixch'awoq!"
76,Kixsik'inoq!
77,"Mixyonolikinik, Mixsik'inik."
78,"Kixch'awajetaj Chi jujunal, Chi ju taq ch'ob'il, Chi ju taq molajil,” Xe'uchaxik ri kiej, Tz'ikin, Koj, B'alam, Kumatz, “Chib'ij na k'ut ri qa b'i'."
79,"Kojiq'ijarisaj, Oj i chuch, Oj i qajaw."
80,"Kixcha' wa' na k'ut: ‘Juraqan, Ch'i'pi Kaqulja, Raxa Kaqulja, U K'u'x Kaj, U K'u'x Ulew, Tz'aqol, B'itol, Alom, K'ajolom.’ Kixch'awoq!"
81,Kojisik'ij!
82,Kojiq'ijila'!” xe'uchaxik.
83,"Ma k'u xutzinik, Xech'awik keje' ta ri' winaq."
84,"Xa kewech'elajik, Xa kek'aralajik, Xa kewojonik."
85,Mawi xwachinik u wach ki ch'ab'al.
86,"Ri Tz'aqol, B'itol: “Mawi mi xutzinik Mi xech'awik,” Xecha' chik chi kib'il kib': “Mawi mi xutzin U b'ixik qa b'i' rumal."
87,"Oj Kaj Tz'aq, Oj pu Kaj B'it, Mawi utz,” xcha' chik chi kib'il kib', Ri Alom, K'ajolom."
88,"Xe'uchax k'ut: “Xa kixjalatajik Rumal mawi mi xutzinik, Mawi mi xixch'awik."
89,Mi k'u xqajal qa tzij.
90,"Iwecha', I k'uxun, I warab'al, I yakalib'al."
91,"Xiwech wi Mi xe'uxik Siwan, K'eche'laj."
92,"Rumal mawi xutzin qa q'ijiloxik, Mawi ix sik'iy qe."
93,"K'a k'o, K'o wi lo, Q'ijilonel, Nimanel chiqab'an chik, Xa chik'am i patan."
94,Xa i tio'jil chikach'ik.
95,Ta chuxoq.
96,"Are' k'ut chipatanij,” Xe'uchaxik."
97,"Ta xepixab'axik, Ch'uti chikop, Nima chikop k'o chuwach ulew."
98,"Ta xraj k'u kitij chik ki q'ij, Xraj kitijitob'ej chik, Xraj pu kinuk' chik q'ijilab'al."
99,"Xma xkita wi ki ch'ab'al chi kib'il kib', Xma xnawachir wi k'ut, Xma xb'anataj wi puch."
100,"Keje' k'ut xech'akataj wi ki tio'jil, Xkipatanij, Xeti'ik, Xekamisaxik, Ri chikop k'o waral Chuwach ulew."
101,"KEJE' k'ut u tijtob'exik chik winaq tz'aq, Winaq b'it, Kumal Tz'aqol, B'itol, Alom, K'ajolom."
102,“Xa qa tija' chik.
103,"Mi xyopij Rawaxik, U saqirik."
104,"Qa b'ana' tzuqul qe, Q'o'l qe."
105,"Jupacha ta kojsik'ixoq, Ta kojna'b'ax puch chuwach ulew?"
106,"Mi xqatijo chirech ri nab'e qa tz'aq, Qa b'it."
107,"Mawi mi xutzinik qa q'ijiloxik, Qa q'ala'ixik puch kumal."
108,"Keje' k'ut qa tija' wi U b'anik Aj nim, Aj xob', Tzuqul, Q'o'l,” xecha'."
109,"Ta u tz'aqik k'ut, U b'anik puch."
110,"Ulew, Xoq'o'l U tio'jil xkib'ano."
111,Ma k'u utz xkilo.
112,"Xa chiyojomanik, Xa tzub'ulik, Xa neb'elik, Xa lub'anik, Xa wulanik, Xa pu chi'umarik."
113,Mawi chi k'olol u jolom.
114,"Xa jun b'enaq wi u wach, Xa k'u'l u wach, Mawi chimuqun chirij."
115,"Chich'aw nab'ek, Maja b'i u na'oj."
116,Xa ju suk' chi'umar pa ja'.
117,Mawi ko.
118,"Xecha' chi k'u ri Aj Tz'aq, Aj B'it: “Qa wachlab'eq, Ta chuxoq xa lab'e."
119,"Mawi chib'inik, Ma pu chipoq'otajik."
120,Ta chuxoq.
121,"Xa u na'oj chi ri',” xecha'."
122,"Ta xkiyoj k'ut, Xkiyoq' chik Ri ki tz'aq, Ki b'it."
123,Xecha' chi k'ut: “Jupacha qi chiqab'ano.
124,"Chutzin ta wi, Chinawachir ta wi, Q'ijiloy qech, Sik'iy qech?” xecha'."
125,"Ta xkina'ojij chik: “Xa qab'ij chike Xpiyakok, Xmuqane, Junajpu Wuch', Junajpu Utiw: ‘Kitija' chik u q'ijixik, U b'itaxik,’” Xe'ucha'n ki kib', Aj Tz'aq, Aj B'it."
126,"Ta xkib'ij k'ut chire Xpiyakok, Xmuqane."
127,"K'ate k'ut u b'ixik ri' chikech, Ri e nik'wachinel: “Rati't Q'ij, Rati't Saq,” Ke'uchaxik kumal ri Tz'aqol, B'itol."
128,"Are' ki b'i' ri Xpiyakok, Xmuqane."
129,"XECHA' k'u Ri Juraqan, Ruk' Tepew, Q'ukumatz."
130,"Ta xkib'ij chirech Aj Q'ij, Aj B'it, e nik'wachinel: “Xa k'ulu', Xa pu churiqo, Che ta chik Chiqawinaq b'itoj, Chiqawinaq tz'aqoj, Ta chik, Tzuqul, Q'o'l."
131,"Kojsik'ix taj, Kojna'b'ax taj puch."
132,"Katoq' ta k'ut Pa tzij, I'yom, Mamom, Qati't, Qa mam, Xpiyakok, Xmuqane."
133,"Cha' taj, Ta chawaxoq."
134,"Ta saqiroq, Qa sik'ixik, Qa toq'exik, Qa na'b'axik Rumal winaq tz'aq, Winaq b'it, Winaq poy, Winaq anom."
135,Chata!
136,Chuxoq!
137,"Chik'utun i b'i': Junajpu Wuch', Junajpu Utiw, Kamul Alom, Kamul K'ajolom, Nim Aq, Nima Sis, Aj K'uwal, Aj Yamanik, Aj Ch'ut, Aj Tz'alam, Aj Raxa Laq, Aj Raxa Sel, Aj Q'ol, Aj Toltecat, Rati't Q'ij, Rati't Saq."
138,"Kixuchaxik rumal qa tz'aq, Qa b'it."
139,"Chimala' chi ixim, Chi tz'ite, Xa chib'anatajik, Xa pu chel apanoq, Chiq'ajaj, Chiqak'otaj puch U chi', U wach che',” Xe'uchaxik, E Aj Q'ij."
140,"K'ate puch u qajik, U q'ijilo'xik, Ri xmalik chi ixim, Chi tz'ite, Q'ij, B'it."
141,"Xecha' k'u ri Jun Ati't, Jun Mama' chikech."
142,"Are' ri mama', Are' aj tz'ite, Xpiyakok u b'i'."
143,"Are' k'u ri ati't, Aj Q'ij, Aj B'it chi raqan, Xmuqane u b'i'."
144,"Xecha' k'ut, Ta xkitikib'a' q'ij: “Xa chuk'ulu, Xa pu churiqo."
145,Chab'ij!
146,Kata qa xikin.
147,"Kach'awik, Katzijon taj."
148,"Xa chuk'ulu ri che' chajawaxik, Chik'otox puch Kumal Aj Tz'aq, Aj B'it."
149,"We are' tzuqul, Q'o'l, Ta chawaxoq, Ta saqiroq."
150,"At ixim, At tz'ite, At q'ij, At b'it."
151,"Katchokonik, Kattaqentaj,” Xcha' chire ixim, Tz'ite, Q'ij, B'it."
152,"“Katk'ix la uloq, At u K'u'x Kaj."
153,"Mak'ajisaj u chi', U wach Tepew, Q'ukumatz,” Xecha'."
154,Ta xkib'ij k'ut u suk'ulikil: “Utz are' chuxik ri i poy Ajam che'.
155,"Chich'awik, Chitzijon b'a la' chuwach ulew."
156,"Ta chuxoq,” xecha' k'ut."
157,Ta xkib'ij.
158,"Ju suk' xb'anik poy, Ajam che'."
159,"Xe winaq wachinik, Xe winaq tzijonik puch."
160,Are' winaqil U wach ulew.
161,"Xe'uxik, Xepoq'ik, Xeme'alanik, Xek'ajolanik."
162,"Ri poy, Ajam che'."
163,"Ma k'u ja b'i ki k'u'x, Ma pu ja b'i ki na'oj."
164,"Mawi na'tal Kaj Tz'aq, Kaj B'it."
165,"Xaloq' xeb'inik, Xechakanik."
166,Mawi xkina'taj chik ri u K'u'x Kaj.
167,Keje' k'ut xepaj chi wi.
168,"Xa u tijtob'exik, Xa pu u wab'ab'exik chi winaq."
169,"Kech'aw nab'ek, Xa chaqi'j ki wach."
170,"Ma na sonol kaqan, Ki q'ab'."
171,"Maja b'i ki kik'el, Ki komajil."
172,"Maja b'i ki tiqowal, Ki kab'chiyal."
173,"Chaqi'j q'o'tz, K'oj ki wach."
174,"Kapichipoj kaqan, Ki q'ab'."
175,"Kayeyoj ki tio'jil, Keje' k'ut mawi xena'w chi wi Chuwach Tz'aqol, B'itol, Alay kech, K'u'xlay kech."
176,"E nab'e tzatz chi winaq, Xe'uxik waral chuwach ulew."
177,"K'ATE k'ut ki k'isik chik, Ki ma'ixik, Ki k'utuxik puch, Xekamisax chik, Poy, Ajam che'."
178,Ta xna'ojix ki b'utik rumal u K'u'x Kaj.
179,"Nima b'utik xb'anik, xpe pa ki wi', Ri e poy, E ajam che'."
180,"Tz'ite u tio'jil ri achij Ta xajaxik Rumal Tz'aqol, B'itol."
181,"Ixoq, Sib'aq k'ut U tio'jil Ixoq, Xraj okik rumal Tz'aqol, B'itol."
182,"Mawi xena'wik, Ma pu xech'awik Chuwach Kaj Tz'aq, Kaj B'it, B'anol ke, Winaqirisay kech."
183,"Keje' k'ut ki kamisaxik, Xeb'utik."
184,Xpe nima q'ol Chila' chi kaj.
185,Xe[pe] K'otk'o[l] Wach u b'i' Xk'otin uloq u b'aq' ki wach.
186,"Xepe Kama Lotz, Xqupin ula ki jolom."
187,"Xpe Kotz' B'alam, Xti'ow ki tio'jil."
188,"Xpe Tukum B'alam, Xtukuwik."
189,"Xkich'o'wik ki b'aqil, Kib'och'il."
190,"Xq'ajixik, Xmuchu'lixik Ki b'aqil."
191,"K'ajisab'al ki wach, Rumal mawi ki na'wik chuwach ki chuch, Chuwach puch ki qajaw, Ri u K'u'x Kaj, Juraqan u b'i'."
192,Kumal xq'equ'marik u wach ulew.
193,"Xtikarik q'eqal jab', Q'ijil jab', Aq'ab'al jab'."
194,"Xok ula ch'uti chikop, Nima chikop."
195,"Xq'ut ki wach rumal che', Ab'aj."
196,"Xch'awik ronojel ki ke'b'al, Ki xot, Ki laq, Ki b'o'j, Ki tz'i', Ki ka', Jaruj pa la', Ronojel xq'utu ki wach."
197,“K'ax xib'an chiqe.
198,"Xojiti'o, Ix chi k'ut, Xkixqati' chik,” Xcha' ri ki tz'i', Kak' chikech."
199,"Are' k'u ri ka': “Xojk'ok'onik iwumal, Ju ta q'ij, Ju ta q'ij, Xq'eq, Saqirik, Amaq'el, Joli!"
200,Joli!
201,Juki!
202,Juki!
203,Qa wach Iwumal.
204,Are' ta nab'e qa patan chiwach Ix ta na winaq.
205,Wakamik k'ut xchitij Qa chuq'ab'.
206,"Xchiqake'j, Xchiqajok' puch i tio'jil,” Xcha' ri ki ka' chike."
207,Are' k'u ri ki tz'i' xcha' chik ta xch'awik: “Naqi pa rumal mawi chiya' qa wa?
208,"Xa kojmuqunik, Xa pu kojikuxij uloq, Kojitzaq pu uloq."
209,"Yakal ub'i, Qa che'el iwumal Ta kixwa'ik."
210,Xere kojiwucha'j wi.
211,"Mawi kojch'awik, Ma ta k'u mi xojk'amik chiwe."
212,Jupacha mawi mi xixna'wik?
213,Xixna'w ta k'ut.
214,Chiwij ta k'ut xojsach wi.
215,Wakamik k'ut xchitij Qa b'aq K'o pa qa chi'.
216,"Xkixqati'o,” Xecha' ri tz'i' chike."
217,Ta xq'ut ki wach.
218,"Are' chi k'u ri ki xot, Ki b'o'j, xch'aw chik chike: “K'ax wa' Xib'an chiqe."
219,"Xaq qa chi', Xaq qa wach."
220,Amaq'el oj tzaqal chuwi' q'aq'.
221,Kojik'ato.
222,"Mawi k'ax xqana'o, xchitij k'ut."
223,"Xkixqaporoj,” xcha' ri ki b'o'j."
224,"Ronojel, Xq'utu ki wach."
225,"Are' ri ab'aj, Ri ki xk'ub', Chitaninik, Chipe pa q'aq', Taqal chi ki jolom, K'ax xb'an chike."
226,"Anilab'ik, Kemalmalijab' chik."
227,"Keraj aq'anik chuwi' ja, Xa chiwulij ja, ketzaq uloq."
228,"Keraj aq'an chuwi' che', Kech'akix uloq ruma che'."
229,"Keraj ok pa jul, Xa chiyuch jul chikiwach."
230,"Keje' k'ut u kayojik winaq tz'aq, Winaq b'it."
231,"E tzixel, E tzalatzoxel chi winaq."
232,"Xma'ixik, Xq'utuxik Ki chi', Ki wach konojel."
233,"Xcha' k'ut are' retal, Ri k'oy K'o pa k'eche'laj wakamik, Are' xk'oje' wi retal."
234,"Rumal xa che' Ki tio'jil xkojik Rumal Aj Tz'aq, Aj B'it."
235,"Are' k'u ri k'oy, Keje' ri' winaq chiwachinik."
236,"Retal ju le' winaq tz'aq, Winaq b'it."
237,"Xa poy, Xa pu ajam che'."
238,"Maja b'i q'ij, Jun k'ut kunimarisaj rib', Wuqub' Kaqix u b'i'."
239,"K'o nab'e kaj, Ulew, Xa kamoymot u wach q'ij, Ik'."
240,"Kacha' k'u ri', Xa wi xere u saq etal winaq ri xb'utik."
241,Keje' ri' nawal winaq U k'oje'ik.
242,"“In nim, Kik'oje' chik chuwi' Winaq tz'aq, Winaq b'it."
243,"In u q'ij, In pu u saq, In nay pu rik'il."
244,Ta chuxoq.
245,Nim nu saqil.
246,"In b'inib'al, In pu chakab'al rumal winaq, Rumal puwaq."
247,"U b'aq' nu wach xa katiltotik Chi yamanik raxa k'uwal, Nay pu we', Rax kawakoj chi ab'aj, Keje' ri' u wa kaj."
248,"Are' k'u ri nu tza'm, Saq julujuj chi naj, Keje' ri ik'."
249,Puwaq k'ut nu q'alib'al.
250,K'a saq pak'e u wach ulew Ta kinel uloq Chuwach nu q'alib'al.
251,"Keje' k'ut in q'ij wi, In pu ik', Rumal saqil al, Saqil k'ajol."
252,Ta chuxoq.
253,"Rumal chi naj Kopon wi nu wach,” cha' ri Wuqub' Kaqix."
254,"Ma k'u qitzij are' ta q'ij ri Wuqub' Kaqix, Xere kunimarisaj rib', Ri u xik', U puwaq."
255,Xere k'ut tokol wi u wach ri chiku'b'e wi.
256,"Ma na ronojel ta u xe' kaj kopon wi u wach Maja' k'ut qi kiloq u wach q'ij, Ik', Ch'umil, Maja'oq kasaqiroq."
257,"Keje' k'ut kuq'ob'isaj wi rib' Ri Wuqub' Kaqix Chi q'ijil, Chi ik'il."
258,"Xa maja' chik'utunoq, Chiq'alajob'oq U saqil q'ij, Ik', Xa xurayij nimal, Ik'owen."
259,Are ta xb'anik b'utik Kumal poy ajam che'.
260,"Keje' k'ut xchiqab'ij chik ta xkamik Wuqub' Kaqix, Ta xch'akatajik, Ta xb'anatajik winaq Rumal Aj Tz'aq, Aj B'it."
261,"WA'E u xe' U ch'akatajik, U yiqoxik chi puch u q'ij Wuqub' Kaqix Kumal e kaib' k'ajolab', Junajpu u b'i' jun, Xb'alanke u b'i' u kab'."
262,Xa wi e k'ab'awil.
263,"Rumal itzel xkilo, Ri nimarisay rib'."
264,Xraj u b'an Chuwach u K'u'x Kaj.
265,Xcha' k'u ri k'ajolab': “Mawi utz ta chuxoq.
266,Mawi chik'ase' winaq Waral Chuwach ulew.
267,Keje' k'ut chiqatij wub'axik.
268,Chuwi' recha' chiqawub'aj wi.
269,Chiri' chiqakoj wi u yab'.
270,"Ta k'isoq u q'inomal, U xit, U puwaq, U k'uwal, U yamanik, Ri kuk'ak'ab'ej."
271,Keje' k'ut chub'ano.
272,"Ronojel winaq mawi Are' chiwinaqir wi Q'aq'al ri', Xa puwaq."
273,"Ta chuxoq,” Xecha' ri k'ajolab'."
274,Jujun chi wub' Kitelen ki kab' ichal.
275,"Are' k'u ri Wuqub' Kaqix, E kaib' u k'ajol."
276,Are' nab'e al ri Sipakna.
277,U kab' al chi k'ut ri Kab'raqan.
278,"Chimalmat k'ut u b'i' ki chuch, Rixoqil ri Wuqub' Kaqix."
279,"Are' k'u ri Sipakna, Are' chirecha'j Ri nima'q juyub'-- Ri Chi' Q'aq', Junajpu, Pekulya', Xkanul, Makamob', Julisnab', Chuchaxik u b'i' juyub' Xk'olik ta chisaqirik."
280,Xa jun aq'ab' chiwinaqirik Rumal ri Sipakna.
281,"Rumal chineb'owik, Ch'uti juyub', Nima juyub' rumal."
282,Xa wi keje' nimarisab'al kib' Xkib'ano u k'ajol Wuqub' Kaqix.
283,"“In wa', In q'ij!” Xcha' Wuqub' Kaqix."
284,"“In wa', In b'anol ulew!” Xcha' ri Sipakna."
285,"“In chi k'ut, Kiyojow kaj, Chinwulij ronojel ulew,” Xcha' ri Kab'raqan."
286,"Xa wi u k'ajol Wuqub' Kaqix, Xa wi chiri' xkik'am wi ki nimal chirij ki qajaw."
287,"Are' k'ut itzel xkil wi k'ajolab', Maja' chib'antajoq Qa nab'e chuch, Qa nab'e qajaw."
288,"Keje' k'ut xno'jix wi ki kamik, Ki sachik kumal k'ajolab'."
289,WA'E k'ute u wub'axik Wuqub' Kaqix kumal kaib' k'ajolab'.
290,"Xchiqab'ij ki ch'akatajik chi ki jujunal, Ri nimarisay rib'."
291,"Are' ri Wuqub' Kaqix, Jun nima che' ri tapa'l, Are' k'u recha' Ri Wuqub' Kaqix."
292,Are' chulo Ri u wach tapa'l.
293,Chaq'an chuwi' che' ju ta q'ij.
294,"Xiloma k'ut recha'b'al Kumal ri Junajpu, Xb'alanke."
295,Kik'ak'alen chi k'ut Chuxe' che' ri Wuqub' Kaqix.
296,E matzamoj ulo ri kaib' k'ajolab' Pa xaq che'.
297,"Ta xopon k'ut Wuqub' Kaqix, Tak'al Chuwi' recha', Ri tapa'l."
298,"K'ate k'ut ta xub'axik kumal, Ri Junajpu, taqal u b'aq' wub' Chu kakate'."
299,Churaquj u chi'.
300,Ta xpe chuwi' che' Taqal chuwach ulew.
301,"Chimalmat k'ut ri Junajpu anim xb'ek, Qitzij wi xb'e u chapa'."
302,K'ate k'ut ta xqupix ula U q'ab' ri Junajpu rumal ri Wuqub' Kaqix.
303,"Ju suk' xtzaq uloq, Xmejo uloq tza'm u teleb'."
304,Ta xutzoqopij chi k'ut Junajpu Ri Wuqub' Kaqix.
305,Xa wi utz xkib'ano.
306,Ma nab'e ki ch'akatajik taj rumal Wuqub' Kaqix Uk'a'am chi k'ut u q'ab' ri Junajpu Rumal ri Wuqub' Kaqix.
307,"Ta xb'e chi rochoch, “Naqi pa mi xk'amow chila'?” Xcha' k'u ri Chimalmat, Rixoqil Wuqub' Kaqix."
308,"“Naqi pa ri'?” “Ri e kaib' k'axtok' mi xikiwub'aj, Mi xsilib'ataj nu kakate' rumal."
309,"Xa kachuywaj e we', Kaq'oxow chik."
310,Mi nab'e mi xnuk'am uloq.
311,"Chuwi' q'aq' k'ut Chixeke wi, Chitzayab'a' Chuwi' q'aq' Ta kul ki k'ama chik."
312,"Qitzij chi e k'axtok',” xcha' ri Wuqub' Kaqix, Ta xuxekeb'a' u q'ab' ri Junajpu."
313,"Kina'ojinik chik, Ri Ju Junajpu, Xb'alanke."
314,Ta xkib'ij k'ut chirech Jun Mama'.
315,Qitzij saq chik Rismal wi' chi Mama'.
316,"Jun k'u Ati't, Qitzij kemel ati't chik."
317,"Xa keluq'uq'ila' chik, Chi ri'jitaq winaq."
318,Saqi Nim Aq u b'i' mama'.
319,Saqi Nima Sis k'ut u b'i' ati't.
320,"Xecha' k'u Ri k'ajolab' chike, Ri ati't, Mama': “Kixqachb'ilaj taj."
321,Chib'e ta k'ama qa q'ab' ruk' Wuqub' Kaqix.
322,Xa kojtere Chiwij.
323,‘Q'i' ri qa mam Ri qachb'ilan.
324,"Kaminaq ki chuch, Ki qajaw."
325,"Keje' k'ut ketere, Kotila' wi chiqij."
326,"Ta la' keqasipaj wi, Keje' k'u ri oj ak'alab' Chirilo ri Wuqub' Kaqix."
327,"Xa wi oj kojya'wik i na'oj,” Xecha' ri e kaib' k'ajolab'."
328,"“Utz b'a la',” xecha' k'ut."
329,K'ate k'ut ta xeb'ek.
330,Tza'mal ku'bi' ri Wuqub' Kaqix Chuwach u q'alib'al.
331,"Ta xe'ik'owik ri ati't, Mama'."
332,Ke'etz'eyaj k'u Ri e kaib' k'ajolab' chikij.
333,Ta xe'ik'ow Chuxe' rochoch Ajaw.
334,Kuraquj k'u u chi' Ri Wuqub' Kaqix rumal re'.
335,"Ta xril k'ut Wuqub' Kaqix ri mama', Ati't kachb'ilan kib'."
336,“Apa kixpe wi qa mam?” Xcha' k'u ri ajaw.
337,“Naqi pa i tzuqub'al?
338,Ma iwalk'wal ri iwachb'ilan?” “Maja b'i lal ajaw.
