doc_id,token_num,token_str,term_str
0,0,Este,este
0,1,es,es
0,2,el,el
0,3,principio,principio
0,4,de,de
0,5,las,las
0,6,antiguas,antiguas
0,7,historias,historias
0,8,de,de
0,9,este,este
0,10,lugar,lugar
0,11,llamado,llamado
0,12,Quiché,quich
1,0,Aquí,aqu
1,1,escribiremos,escribiremos
1,2,y,y
1,3,comenzaremos,comenzaremos
1,4,las,las
1,5,antiguas,antiguas
1,6,historias,historias
1,8,el,el
1,9,principio,principio
1,10,y,y
1,11,el,el
1,12,origen,origen
1,13,de,de
1,14,todo,todo
1,15,lo,lo
1,16,que,que
1,17,se,se
1,18,hizo,hizo
1,19,en,en
1,20,la,la
1,21,ciudad,ciudad
1,22,de,de
1,23,Quiché,quich
1,25,por,por
1,26,las,las
1,27,tribus,tribus
1,28,de,de
1,29,la,la
1,30,nación,nacin
1,31,quiché,quich
2,0,Y,y
2,1,aquí,aqu
2,2,traeremos,traeremos
2,3,la,la
2,4,manifestación,manifestacin
2,6,la,la
2,7,publicación,publicacin
2,8,y,y
2,9,la,la
2,10,narración,narracin
2,11,de,de
2,12,lo,lo
2,13,que,que
2,14,estaba,estaba
2,15,oculto,oculto
2,17,la,la
2,18,revelación,revelacin
2,19,por,por
2,20,Tzacol,tzacol
2,22,Bitol,bitol
2,24,Alom,alom
2,26,Qaholom,qaholom
2,28,que,que
2,29,se,se
2,30,llaman,llaman
2,31,Hunahpú-Vuch,hunahpvuch
2,33,Hunahpú-Utiú,hunahputi
2,35,Zaqui-Nimá-Tziís,zaquinimtzis
2,37,Tepeu,tepeu
2,39,Gucumatz,gucumatz
2,41,u,u
2,42,Qux,qux
2,43,Cho,cho
2,45,u,u
2,46,Qux,qux
2,47,Palo,palo
2,49,Ah,ah
2,50,Raxá,rax
2,51,Lac,lac
2,53,Ah,ah
2,54,Raxá,rax
2,55,Tzel,tzel
2,57,así,as
2,58,llamados,llamados
3,0,Y,y
3,2,al,al
3,3,mismo,mismo
3,4,tiempo,tiempo
3,6,la,la
3,7,declaración,declaracin
3,9,la,la
3,10,narración,narracin
3,11,conjuntas,conjuntas
3,12,de,de
3,13,la,la
3,14,Abuela,abuela
3,15,y,y
3,16,el,el
3,17,Abuelo,abuelo
3,18,cuyos,cuyos
3,19,nombres,nombres
3,20,son,son
3,21,Ixpiyacoc,ixpiyacoc
3,22,e,e
3,23,Ixmucané,ixmucan
3,25,amparadores,amparadores
3,26,y,y
3,27,protectores,protectores
3,29,dos,dos
3,30,veces,veces
3,31,abuela,abuela
3,33,dos,dos
3,34,veces,veces
3,35,abuelo,abuelo
3,37,así,as
3,38,llamados,llamados
3,39,en,en
3,40,las,las
3,41,historias,historias
3,42,quichés,quichs
3,44,cuando,cuando
3,45,contaban,contaban
3,46,todo,todo
3,47,lo,lo
3,48,que,que
3,49,hicieron,hicieron
3,50,en,en
3,51,el,el
3,52,principio,principio
3,53,de,de
3,54,la,la
3,55,vida,vida
3,57,el,el
3,58,principio,principio
3,59,de,de
3,60,la,la
3,61,historia,historia
4,0,Esto,esto
4,1,lo,lo
4,2,escribiremos,escribiremos
4,3,ya,ya
4,4,dentro,dentro
4,5,de,de
4,6,la,la
4,7,ley,ley
4,8,de,de
4,9,Dios,dios
4,10,en,en
4,11,el,el
4,12,Cristianismo,cristianismo
4,14,lo,lo
4,15,sacaremos,sacaremos
4,16,a,a
4,17,luz,luz
4,18,porque,porque
4,19,ya,ya
4,20,no,no
4,21,se,se
4,22,ve,ve
4,23,el,el
4,24,Popol,popol
4,25,Vuh,vuh
4,26,así,as
4,27,llamado,llamado
4,29,donde,donde
4,30,se,se
4,31,veía,vea
4,32,claramente,claramente
4,33,la,la
4,34,venida,venida
4,35,del,del
4,36,otro,otro
4,37,lado,lado
4,38,del,del
4,39,mar,mar
4,41,la,la
4,42,narración,narracin
4,43,de,de
4,44,nuestra,nuestra
4,45,oscuridad,oscuridad
4,47,y,y
4,48,se,se
4,49,veía,vea
4,50,claramente,claramente
4,51,la,la
4,52,vida,vida
5,0,Existia,existia
5,1,el,el
5,2,libro,libro
5,3,original,original
5,5,escrito,escrito
5,6,antiguamente,antiguamente
5,7,pero,pero
5,8,su,su
5,9,vista,vista
5,10,está,est
5,11,oculta,oculta
5,12,al,al
5,13,investigador,investigador
5,14,y,y
5,15,al,al
5,16,pensa-,pensa
5,17,dor,dor
6,0,Grande,grande
6,1,era,era
6,2,la,la
6,3,descripción,descripcin
6,4,y,y
6,5,el,el
6,6,relato,relato
6,7,de,de
6,8,cómo,cmo
6,9,se,se
6,10,acabó,acab
6,11,de,de
6,12,formar,formar
6,13,todo,todo
6,14,el,el
6,15,cielo,cielo
6,16,y,y
6,17,la,la
6,18,tierra,tierra
6,20,como,como
6,21,fue,fue
6,22,formado,formado
6,23,y,y
6,24,repartido,repartido
6,25,en,en
6,26,cuatro,cuatro
6,27,partes,partes
6,29,cómo,cmo
6,30,fue,fue
6,31,señalado,sealado
6,32,y,y
6,33,el,el
6,34,cielo,cielo
6,35,fue,fue
6,36,medido,medido
6,37,y,y
6,38,se,se
6,39,trajo,trajo
6,40,la,la
6,41,cuerda,cuerda
6,42,de,de
6,43,medir,medir
