doc_id,token_num,token_str,term_str
0,0,Waral,waral
0,1,xchiqatz'ib'aj,xchiqatz'ib'aj
0,2,"wi,",wi
0,3,xchiqatikib'a',xchiqatikib'a'
0,4,wi,wi
0,5,ojer,ojer
0,6,tzij,tzij
0,7,"utikarib'al,",utikarib'al
0,8,uxe'nab'al,uxe'nab'al
0,9,puch,puch
0,10,ronojel,ronojel
0,11,xb'an,xb'an
0,12,pa,pa
0,13,tinamit,tinamit
0,14,K'iche',k'iche'
0,15,ramaq',ramaq'
0,16,K'iche',k'iche'
0,17,winaq.,winaq
1,0,Are,are
1,1,k'ut,k'ut
1,2,xchiqak'am,xchiqak'am
1,3,wi:,wi
1,4,"uk'utunisaxik,",uk'utunisaxik
1,5,"uq'alajob'isaxik,",uq'alajob'isaxik
1,6,utzijoxik,utzijoxik
1,7,puch,puch
1,8,"ewaxib'al,",ewaxib'al
1,9,saqirib'al,saqirib'al
1,10,rumal,rumal
1,11,"Tz'aqol,",tz'aqol
1,12,"B'itol,",b'itol
1,13,"Alom,",alom
1,14,K'ajolom,k'ajolom
1,15,kib'i'.,kib'i'
2,0,Junajpu,junajpu
2,1,"Wuch',",wuch'
2,2,Junajpu,junajpu
2,3,"Utiw,",utiw
2,4,Saqinim,saqinim
2,5,Aq,aq
2,6,Sis,sis
2,7,"Tepew,",tepew
2,8,"Q'ukumatz,",q'ukumatz
2,9,Uk'ux,uk'ux
2,10,"Cho,",cho
2,11,Uk'ux,uk'ux
2,12,"Palo,",palo
2,13,Ajraxa,ajraxa
2,14,"Laq,",laq
2,15,Ajraxa,ajraxa
2,16,Tzel.,tzel
3,0,"Chucha'xik,",chucha'xik
3,1,"rachb'ixik,",rachb'ixik
3,2,rachtzijoxik,rachtzijoxik
3,3,ri,ri
3,4,"Iyom,",iyom
3,5,"Mamom,",mamom
3,6,"Xpiyakok,",xpiyakok
3,7,"Xmukane,",xmukane
3,8,ub'i'.,ub'i'
4,0,"Matzanel,",matzanel
4,1,"Chuqenel,",chuqenel
4,2,Kamul,kamul
4,3,"Iyom,",iyom
4,4,Kamul,kamul
4,5,Mamom.,mamom
5,0,Chucha'xik,chucha'xik
5,1,pa,pa
5,2,K'iche',k'iche'
5,3,tzij.,tzij
6,0,Ta,ta
6,1,xkitzijoj,xkitzijoj
6,2,ronojel,ronojel
6,3,ruk',ruk'
6,4,xkib'an,xkib'an
6,5,chik,chik
6,6,chi,chi
6,7,saqil,saqil
6,8,"k'olem,",k'olem
6,9,saqil,saqil
6,10,tzij.,tzij
7,0,Wa'e,wa'e
7,1,xchiqatz'ib'aj,xchiqatz'ib'aj
7,2,chi,chi
7,3,upam,upam
7,4,chik,chik
7,5,uch'ab'al,uch'ab'al
7,6,"Dios,",dios
7,7,pa,pa
7,8,christianoil,christianoil
7,9,chik.,chik
8,0,xchiqelesaj,xchiqelesaj
8,1,rumal,rumal
8,2,maja,maja
8,3,b'i,b'i
8,4,chik,chik
8,5,ilb'al,ilb'al
8,6,re,re
8,7,Popo,popo
8,8,"Wuj,",wuj
8,9,ilb'al,ilb'al
8,10,saq,saq
8,11,petenaq,petenaq
8,12,ch'aqa,ch'aqa
8,13,palo,palo
8,14,utzijoxik,utzijoxik
8,15,"qamujib'al,",qamujib'al
8,16,ilb'al,ilb'al
8,17,saq,saq
8,18,k'aslem';,k'aslem'
8,19,chucha'xik.,chucha'xik
9,0,K'o,k'o
9,1,nab'e,nab'e
9,2,"wujil,",wujil
9,3,ojer,ojer
9,4,tzib'am,tzib'am
9,5,"puch,",puch
9,6,xa,xa
9,7,ewal,ewal
9,8,uwach,uwach
9,9,ilol,ilol
9,10,"re,",re
9,11,b'isol,b'isol
9,12,re.,re
10,0,Nim,nim
10,1,"upe'oxik,",upe'oxik
10,2,utzijoxik,utzijoxik
10,3,"puch,",puch
10,4,ta,ta
10,5,chi,chi
10,6,k'is,k'is
10,7,tz'uq,tz'uq
10,8,ronojel,ronojel
10,9,"kaj,",kaj
10,10,ulew:,ulew
10,11,ukaj,ukaj
10,12,"tz'uquxik,",tz'uquxik
10,13,ukaj,ukaj
10,14,"xukutaxik,",xukutaxik
10,15,retaxik;,retaxik
10,16,ukaj,ukaj
10,17,"che'xik,",che'xik
10,18,umej,umej
10,19,"k'a'maxik,",k'a'maxik
10,20,uyuq,uyuq
10,21,k'a'maxik,k'a'maxik
10,22,upa,upa
