doc_id,parte,capit,sent_num
134,NAB'E,"K'ATE K'UT UB'IXIK RI' CHI KECH RI E NIK'WACHINEL,",25
135,NAB'E,"K'ATE K'UT UB'IXIK RI' CHI KECH RI E NIK'WACHINEL,",26
136,NAB'E,"K'ATE K'UT UB'IXIK RI' CHI KECH RI E NIK'WACHINEL,",27
137,NAB'E,"K'ATE K'UT UB'IXIK RI' CHI KECH RI E NIK'WACHINEL,",28
138,NAB'E,"K'ATE K'UT UB'IXIK RI' CHI KECH RI E NIK'WACHINEL,",29
139,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",0
140,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",1
141,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",2
142,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",3
143,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",4
144,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",5
145,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",6
146,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",7
147,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",8
148,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",9
149,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",10
150,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",11
151,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",12
152,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",13
153,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",14
154,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",15
155,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",16
156,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",17
157,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",18
158,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",19
159,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",20
160,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",21
161,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",22
162,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",23
163,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",24
164,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",25
165,NAB'E,"K'ATE K'UT KIK'ISIK CHIK,",26
