doc_id,doc_str
91,"Ta utz'aqik k'ut, ub'anik puch ulew, xoq'o'l utyo'jil xkib'ano."
92,"Ma ku utz xkilo: xa chi yojomanik, xa tzub'ulik, xa neb'elik, xa lub'anik, xa wulanik, xa pu chi'umarik."
93,"Mawi chi k'olol ujolom, xa jun b'enaq wi uwach, xa ku'l uwach; mawi chi mukun chi rij."
94,Chi ch'aw nab'e maja b'i una'oj.
95,xa jusuk' chi'umar pa ja'.
96,"-Mawi k'o-; xecha' chi k'u ri Ajtz'aq, Ajb'it."
97,Qaw achlab'eq!
98,Ta chuxoq!
99,"Xa lab'e mawi chib'inik, ma pu chipoq'otajik."
100,Ta chuxoq!
101,Xa una'oj chiri'!
102,Xecha'.
103,"Ta xkiyoj k'ut, xkiyoq' chik ri kitz'aq, kib'it."
104,Xecha' chi k'ut: -Jupa cha ki chiqab'ano?
105,"Chutzin ta wi, chinawachir ta wi q'ijiloy qech, siq'iy qech?"
106,"Xecha' ta xkina'ojij chik: -Xa qab'ij chi ke Xpiyakok, Xmukane; Junajpu Wuch', Junajpu Utiw; kitija chik uq'ijixik, ub'itaxik-."
107,"Xe'uchan ki kib' Ajtz'aq, Ajb'it."
108,"Ta xkib'ij k'ut chi re Xpiyakok, Xmukane."
109,"Rati't Q'ij, Rati't Saq, ke'ucha'xik kumal ri Tz'aqol, B'itol."
110,"Are kib'i' ri Xpiyakok, Xmukane."
111,"Xecha' k'u ri Juraqan ruk' Tepew, Q'ukumatz; ta xkib'ij chi rech ajq'ij, ajb'it, e nik'wachinel: -Xa k'ulu xa pu churiqo che ta chik chiqawinaq-b'itoj, chiqawinaq-tz'aqoj ta chik tzuqul, k'ool, kojsik'ix taj, kojnab'ax taj puch."
112,"Katok ta k'ut pa tzij Iyom, Mamom; qati't qamam; Xpiyakok, Xmukane: cha taj ta chawaxoq, ta saqiroq: qasik'ixik, qatoq'exik, qanab'axik rumal winaq tz'aq, winaq b'it, winaq poy, winaq anom; cha ta chuxoq!"
113,"Chik'utun ib'i' Junajpu Wuch', Junajpu Utiw; Kamul Alom, Kamul K'ajolom; Nim Aq, Nima Sis, Ajk'uwal, Ajyamanik, Ajch'ut, Ajtz'alam, Ajraxa laq, Ajraxa tzel, Ajq'ol, Ajtoltekat, Rati't Q'ij, Rati't Saq; kixucha'xik rumal qatz'aq, qab'it!"
114,"Chimala chi ixim, chi tz'ite': xa chib'anatajik, xa pu chel apanoq, chiq'ajaj, chik'ak'otaj puch uchi', uwach che'-."
115,Xe'ucha'xik e ajq'ij.
116,"K'ate puch uqajik, uq'ijiloxik ri xmalik chi ixim, chi tz'ite': -Q'ij, b'it!"
117,"Xecha' k'u ri jun ati't, jun mama' chi kech."
118,"Are ri mama' are ajtz'ite', Xpiyakok ub'i'; are k'u ri ati't ajq'ij, ajb'it chi raqan, Xmukane ub'i'."
119,"Xecha' k'ut ta xkitikib'a' q'ij: -Xa chuk'ulu, xa pu churiqo; chab'ij, kuta qaxikin; kach'awik, katzijon taj."
120,"Xa chuk'ulu ri che' chajawaxik, chik'otox puch kumal Ajtz'aq, Ajb'it."
121,"We are tzuqul, k'ool; ta chawaxoq, ta saqiroq!"
122,"at ixim, at tz'ite'; at q'ij, at b'it katchokonik, kattaqen taj-."
123,"Xcha' chi re ixim, tz'ite', q'ij, b'it."
124,"-Katk'ix la uloq at Uk'ux Kaj, ma qajisaj uchi', uwach Tepew, Q'ukumatz-."
125,"Xecha' ta xkib'ij k'ut usuk'ulikil Utz are chuxik ri ipoy, ajam che' chich'awik, chitzijon b'a la chuwach ulew."
126,Ta chuxoq!
127,Xecha' k'ut.
128,"Ta xkib'ij jusuk' xb'anik poy, ajam che'."
129,"Xewinaq-wachinik, xewinaq-tzijonik puch; are' winaqil uwach ulew xe'uxik, xepoq'ik, xeme'alanik, xek'ajolanik ri poy, ajam che'."
130,"Ma k'u ja b'i kik'ux, ma pu ja b'i kina'oj; mawi na'tal kajtz'aq, kajb'it."
131,"Xa loq' xeb'inik, xechakanik."
132,Mawi xkina'taj chik ri Uk'ux Kaj.
133,"K'eje k'ut xepaj chiri': xa utijtob'exik, xa pu uwab'ab'exik chi winaq."
134,"Kechaw nab'e; xa chaqi'j kiwach, mana sonol kaqan, kiq'ab'; maja b'i kikik'el, kikomajil, maja b'i kitiqowal, kikab'chijal."
135,"Chaqi'j kotz, k'oj kiwach."
136,"Kapichipoj kaqan, kiq'ab'; Kayeyoj kityo'jil."
137,"K'eje k'ut mawi xena'w chi ri' chuwach Tz'aqol, B'itol, Alay Qech, K'uxla'y Qech."
138,E nab'e tzatz chi winaq xe'uxik waral chuwach ulew.
139,"kima'ixik, kik'utuxik puch; xekamisax chik poy, ajam che'."
140,"Ta xna'ojix kib'utik rumal Uk'ux Kaj; nima b'utik xb'anik: xpe pa kiwi ri e poy, e ajam che'."
141,"Tz'ite' utyo'jil ri achij ta xajaxik rumal Tz'aqol, B'itol; ixoq, sib'ak k'ut utyo'jil ixoq xraj okik rumal Tz'aqol, B'itol."
142,"Mawi xena'wik, ma pu xech'awik chuwach kajtz'aq, kajb'it; b'anol ke, winaqirisay kech."
143,"K'eje k'ut kikamisaxik, xeb'utik: xpe nima q'ol chila' chi kaj, xpe k'otk'owach ub'i' xk'otin uloq ub'aq' kiwach; xepe kamalotz' xqupin ula kijolom."
144,xpe kotzb'alam xti'o kityo'jil.
145,"xpe tukumb'alam xtukuwik, xkichowik kib'aqil, kib'ochil."
146,"Xqajixik, xmuchulixik kib'aqil; k'ajisab'al kiwach rumal mawi kinawik chuwach kichuch, chuwach puch kikajaw; Ri Uk'ux Kaj, Juraqan ub'i'."
147,"Kumal xq'equ'marik uwach ulew: xtikarik q'eqal jab', q'ijil jab', aqab'al jab' xok ula' ch'uti chikop, nima chikop."
148,"xkut kiwach rumal che', ab'aj."
149,"Xch'awik ronojel kiq'eb'al, kixot, kilaq, kib'o'j, kitz'i', kika'; jaruj pa' la ronojel xkutu kiwach."
150,"-k'ax xib'an chi qe: xojitiyo, ix chi k'ut xkixqati' chik!"
151,Xcha' ri kitz'i' kak' chi kech.
152,"Are k'u ri ka': - xojk'ok'onik iwumal juta q'ij, juta q'ij; xq'ek, saqirik; amaq'el joli, joli; juk'i, juk'i qawach iwumal."
153,"Are ta nab'e qapatan chi wach ix ta na winaq wakamik k'ut xchitij qachuqab': xchiqake'j, xchiqajok' puch ityo'jil!"
154,Xcha' ri kika' chi ke.
155,Are k'u ri kitz'i' xcha' chik ta xch'awik: -Naki pa rumal mawi chiya' qawa?
156,"xa kojmukunik, xa pu kojikuxij uloq, kojitzaq pu uloq; yakal ub'i qache'el iwumal ta kixwa'ik."
157,"Xere kojiwucha'aj wi, mawi kojch'awik."
158,Mata k'u mixojkamik iwumal!
159,-Jupa cha mawi mixixnawik xixnaw ta k'ut; chi wij ta k'ut xojsach wi.
160,Wakamik k'ut xchitij qab'aq k'o pa qachi': xkixqati'o!
161,Xecha' ri tz'i' chi ke ta xkut kiwach.
162,"Are chi k'u ri kixot, kib'o'j xch'aw chik chi ke: - K'ax wa xib'an chi qe: xaq qachi', xaq qawach; amaq'el ojtzaqal chuwi q'aq' kojik'ato."
163,Mawi k'ax xqana'o?
164,xchitij k'ut: xkixqaporoj!
165,Xcha' ri kib'o'j.
166,Ronojel xkutu kiwach.
167,"Are ri ab'aj, ri kixk'ub' chitaninik chipe pa q'aq', taqal chi kijolom."
168,K'ax xb'an chi ke.
169,"Anilab'ik kemalmalijab' chik; keraj aq'anik chuwi ja, xa chi wulij ja ketzaq uloq; keraj aq'an chuwi che', kech'akix uloq rumal che'."
170,"Keraj ok pa jul, xa chiyuch jul chi kiwach."
171,"K'eje k'ut ukayojik winaq tz'aq, winaq b'it, e tzixel, e tzalatzoxel chi winaq."
172,"Xma'ixik, xk'utuxik kichi', kiwach konojel."
173,Xcha' k'ut are retal ri k'oy k'o pa k'echelaj wakamik.
174,"Are xk'oje wi retal rumal xa che' kityo'jil xkojik rumal Ajtz'aq, Ajb'it."
175,"Are k'u ri k'oy keje ri winaq chiwachinik, retal ju le' winaq tz'aq, winaq b'it; xa poy, xa pu ajam che'."
176,"MAJA B'I Q'IJ Jun k'ut kunimarisaj rib' Wuqub' Kaq'ix, ub'i'."
177,"K'o nab'e kaj, ulew, xa kamoymot uwach q'ij, ik'."
178,"Kacha' k'u ri': Xawi xere usaqetal winaq ri xb'utik, keje ri nawal winaq uk'oje'ik; -In nim kik'oje chik chuwi winaq tzaq, winaq b'it: in qu'ij, in pu usaq, in nay pu rik'il; ta chuxoq!"
179,"Nim nusaqil, in b'inib'al, in pu chakab'al rumal winaq!"
180,"Rumal puwaq ub'aq nuwach xa katiltotik chi yamanik, raxa k'uwal; nay pu we rax kawakoj chi ab'aj keje ri uwa kaj."
181,Are k'u ri nutza'm saq julujuj chi naj k'eje ri ik'.
182,Puwaq k'ut nuq'alib'al: k'a saq pak'e uwach ulew ta kinel uloq chuwach nuq'alib'al.
183,"K'eje k'ut in q'ij wi, in pu ik' rumal saqil al, saqil k'ajol."
184,Ta chuxoq!
185,Rumal chi naj kopon wi nuwach!
186,Cha' ri Wuqub' Kak'ix.
187,Ma k'u qitzij are ta q'ij ri Wuqub' Kak'ix.
188,"Xere kunimarisaj rib', ri uxik', upuwaq."
189,Xere k'ut tokol wi uwach ri chi kub'e wi; mana ronojel ta uxe' kaj kopon wi uwach.
190,"Maja k'ut k'i kiloq uwach q'ij, ik', ch'umil, maja'oq kasaqiroq."
191,"K'eje k'ut kukob'isaj wi rib' ri Wuqub' Kak'ix chi q'ijil, chi ik'il."
192,"Xa maja chi k'utunoq, chi q'alajob'oq usaqil q'ij, ik'."
193,"Xa xurayij nimal, ik'owen."
194,Are ta xb'anik b'utik kumal poy ajam che'.
195,"ta xchakatajik, ta xb'anatajik winaq rumal Ajtz'aq, Ajb'it."
196,"Wa'e uxe' uch'akatajik, uyiqoxik chi puch uq'ij Wuqub' Kak'ix kumal ka'ib' k'ajolab', Junajpu ub'i' jun, Xb'alanke ub'i' ukab'."
197,Xawi e kab'awil.
198,Rumal itzel xkilo ri nimarisay rib' xraj ub'an chuwach Uk'ux Kaj.
199,Xcha' ku ri k'ajolab': - Mawi utz ta chuxoq.
200,Mawi chik'ase winaq waral chuwach ulew.
201,"K'eje k'ut chiqatij uwub'axik chuwi recha'; chiqawub'aj wi chiri', chiqakoj wi uyab'!"
202,"Tak'isoq uq'inomal, uxit, upuwaq, uk'uwal, uyamanik ri kuk'akab'ej."
203,"K'eje k'ut chub'ano ronojel winaq, mawi are chiwinaqir wi q'aq'al ri xa puwaq."
204,Ta chuxoq-.
205,Xecha' ri k'ajolab' jujun chi ub' kitelen kikab'ichal.
206,"Are k'u ri Wuqub' Kak'ix e ka'ib' uk'ajol: are nab'e al ri Sipakna, ukab' al chi k'ut ri Kab'raqan; Chimalmat k'ut ub'i' kichuch, rixoqil ri Wuqub' Kak'ix."
207,"Are k'u ri Sipakna are chi re chaaj ri nimaq juyub': ri Chi q'aq', Junajpu, Pek ul ya', Xkanul, Makamob', Julisnab'."
208,Chucha'xik ub'i' juyub' xk'olik ta chisaqirik.
209,Xa jun aq'ab' chiwinaqirik rumal Sipakna.
210,"Are ri chi k'u ri Kab'raqan chisilab' juyub' rumal, chineb'owik ch'uti juyub', nima juyub' rumal."
211,Xawi keje nimarisab'al kib' xkib'ano uk'ajol Wuqub' Kak'ix.
212,"- In wa', in q'ij!"
213,Xcha' Wuqub' Kak'ix.
214,"- In wa', in b'anol ulew!"
215,Xcha' ri Sipakna.
216,"- In chi k'ut chinkiyow kaj, chinwulij ronojel ulew!"
217,Xcha' ri Kab'raqan.
218,"Xawi uk'ajol Wuqub' Kak'ix, xawi chi ri' xkik'am wi kinimal, chi rij kikajaw."
219,Are k'ut itzel xkil ri k'ajolab'.
220,"Maja chib'antajoq qa nab'e chuch, qa nab'e qajaw."
221,"K'eje k'ut xna'ojix wi kikamik, kisachik kumal k'ajolab'."
222,Wa'e k'ute uwub'axik Wuqub' Kak'ix kumal ka'ib' k'ajolab': xchiqab'ij kich'akatajik chi kijujunal ri nimarisaj rib'.
223,"Are ri Wuqub' Kak'ix jun nima che' ri tapa'l, are k'u recha' ri Wuqub' Kak'ix."
224,"Are chu lo ri uwach tapa'l, chaqan chuwi che' juta q'ij."
225,"Xiloma k'ut rechab'al kumal ri Junajpu, Xb'alanke."
226,"Kik'ak'alen chi k'ut chuxe' che' ri Wuqub' Kak'ix, e matzamoj ulo ri ka'ib' k'ajolab' pa xaq che' ta xopon k'ut Wuqub' Kak'ix taqal chuwi recha' ri tapa'l."
227,"K'ate k'ut ta xub'axik kumal ri Junajpu: taqal ub'aq' wub' chu kakate', churaquj uchi' ta xpe chuwi che' taqal chuwach ulew."
228,"Chimalmat k'ut ri Junajpu, anim xb'ek qitzij wi xb'e uchapa'; k'ate k'ut ta xqupix ula uq'ab' ri Junajpu rumal ri Wuqub' Kak'ix."
229,Jusuk' xtzaq uloq xmejo u1oq tzam uteleb'; ta xutzoqopij chi k'ut Junajpu ri Wuqub' Kak'ix.
230,"Xawi utz xkib'ano, ma nab'e kich'akatajik taj rumal Wuqub' Kak'ix."
231,Uk'a'am chi k'ut uq'ab' ri Junajpu rumal ri Wuqub' Kak'ix ta xb'e chi rochoch.
232,Xa chi k'u ulotem ukakate' xoponik.
233,-Naki pa mixk'amow chi la?
234,"Xcha' k'u ri Chimalmat, rixoqil Wuqub' Kak'ix."
235,-Naki pa ri'?
236,Ri e ka'ib' k'axtok' mixikiwub'aj!
237,"Mixsilib'ataj nukakate' rumal xa kachuywaj e we, kaq'oxow chik!"
238,"Mi nab'e mixnuk'am uloq: Chuwi q'aq' k'ut chixeke wi, chitzayab' a chuwi q'aq', ta kulkik'ama' chik qitzij chi e k'axtok'- Xcha' ri Wuqub' Kak'ix."
239,Ta xuxekeba' uq'ab' ri Junajpu.
240,"Kina'ojinik chik ri Junajpu, Xb'alanke."
241,"Ta xkib'ij k'ut chi rech jun mama', qitzij saq chik rismal wi chi mama'; jun k'u ati't, qitzij kernel ati't chik; xa keluq'ukila chik chi rijitaq winaq: Saqi Nim Aq ub'i', mama' Saqi Nima Tziz k'ut ub'i', ati't."
242,"Xecha' k'u ri k'ajolab'· chi ke ri ati't, mama': Kixqachb'ilaj taj, chib'etak'ama' qaq'ab' ruk' Wuqub' Kak'ix."
243,"Xa kojtere chi wij: k'i ri qamam ri qachb'ilan, kaminaq kichuch, kikajaw."
244,"K'eje k'ut ketere, kekotila wi chi qij; ta la keqasipaj wi."
245,Rumal xa elesan uchicopil eyaj kaqab'ano; kixcha'.
246,K'eje k'u ri oj ak'alab' chirilo ri Wuqub' Kak'ix.
247,Xawi oj kojyawik ina'oj-.
248,Xecha' ri e ka'ib' k'ajolab'.
249,-Utz b'a la!
250,Xecha' k'ut.
251,"K'ate k'ut ta xeb'ek, tzamal k'u b'i ri Wuqub' Kak'ix, chuwach uq'alib'al."
252,"Ta xe'ik'owik ri ati't, mama', ke'etzeyaj k'u ri e ka'ib' k'ajolab' chi kij; ta xe'ik'ow chuxe' rochoch ajaw, kuraquj k'u uchi' ri Wuqub' Kak'ix rumal we."
253,"Ta xril k'ut Wuqub' Kak'ix ri mama', ati't kachb'ilan kib': -Apa kixpe wi, qamam?"
254,Xcha' k'u ri ajaw.
255,"-Xa oj tzuqub'ey qib', lal ajaw.- Xecha' k'ut."
256,-Naki pa itzuqub'al?
257,"ma iwalk'wal, ri iwachb'ilan?"
258,"-Maja b'i, lal ajaw, e qamam ri, xere na re kaqatoq'ob'aj kiwach ri ya'axel ju pir, ch'aqap kaqaya' chi kech, lal ajaw.- Xecha' k'ut ri ati't, mama'."
259,"Kutzin k'u ri ajaw rumal uq'oxom we, xa kunimaq wachij chik kach'awik: -In ta b'a kanaj chi wech, chitoq'ob'aj ta nuwach!"
260,Naki pa ki chib'ano?
261,Naki on ki chikunaj?
262,Xcha' k'ut ajaw.
263,"-Xa uchikopil eyaj chiqelesaj, xa k'u ub'aq uwach chiqakunaj, xa b'aq chiqawiqo, lal ajaw.- Xecha' k'ut."
264,-Utz b'a la!
265,"Chikunaj ta b'a we, qitzij kaq'oxowik juta q'ij, mawi choq'itajik, maja b'i nuwaram rumal ruk' ub'aq nuwach."
266,Xa xinki'ub'aj e ka'ib' k'axtok'.
267,Ta xtikarik mawi kinechajik rumal.
268,K'eje ta k'ut chitoq'ob'aj wi nuwach!
269,Xa kachuyub' we je chik ri we.
270,"-Utz b'a la, lal ajaw: chikop b'a kaq'uxuwik."
271,Xa chok ik'exel chel ri e la!
272,"- Ma b'a utz lo chel ri we, rumal xere in ajaw wi: nukawub'al ri we, ruk' ub'aq nuwach."
273,"Xchikakoj chik na k'ut uk'exel, jok'om b'aq xchok chik!"
274,Are k'ut jok'om b'aq xri xa saqi ixim.
275,"- Utz b'a la chiwelesaj, chito' uloq - ."
276,Xcha' k'ut.
277,"Ta xel k'u ri re Wuqub' Kak'ix, xa saqi ixim uk'exel re xokik."
278,Xa chi k'u saq julujuj chi ula ixim pu chi'.
279,"Jusu k'u xqaj uwach, mawi ajaw chik xwachinik."
280,Xk'is elik ri re k'uwal rax kawakoj pu chi'.
281,"Ta xkunax chi k'ut ub'aq uwach Wuqub' Kak'ix, ta xcholik ub'aq uwach, xk'is elik ri puwaq, mana k'ax taj xuna'o, xawi xere kamukunik."
282,"Ta xk'is k'u elik ri unimarisab'al rib', xawi kina'oj ri Junajpu, Xb'alanke."
283,Ta xkam k'ut ri Wuqub' Kak'ix.
284,ta xuk'am k'ut uq'ab' ri Junajpu.
285,"Xkam nay puch Chimalmat, rixoqil Wuqub' Kak'ix."
286,"K'eje k'ut usachik uq'inomal Wuqub' Kak'ix ri', xa ajkun xk'amowik ri k'uwal, yamanik, xupunab'ej waral chuwach ulew."
287,"Nawal ati't, nawal mama' xb'anowik."
288,"Ta xkik'am k'ut kiq'ab', xtikitax ukoq."
289,Utz chik xuxik.
290,"Xa rumal ukamik Wuqub' Kak'ix xkaj, keje xkib'ano; itzel xkilo nimarisab'al ib' ."
