chunk,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1,1.0,0.232824609531414,0.2462310139542991,0.12831465253145447,0.08301292213524324,0.047731737472098454,0.04927425047776321,0.09492340088916802,0.11110863016751081,0.1231517511582338,0.04839319988644194,0.0673101548016404,0.09411731980447027,0.06035296794408814,0.042309179930918275,0.05396154997311469,0.07212559906880905,0.05591569447452928,0.04375780085712418,0.01810643201848521,0.0401941223817349,0.02441199947990374,0.025816054538022798,0.1025399149376374,0.06139404406858256,0.037587322311406886,0.02076655244158669,0.1977676010486541,0.22576498500255038,0.20301511017440857,0.1779793236039565,0.037707785648475385,0.06264875561701112,0.07777600898048051,0.054653836597038805,0.07479983111772551,0.032569300329798254,0.0556053163265583,0.022181069698652977,0.03795886835227218,0.037380881822689636,0.13487515106859466,0.06507462478907901,0.09710054582523697,0.09110495597282416,0.07571675248795695,0.07911402763173705,0.18856813581368667,0.06823488873616318,0.03200454961959813
2,0.232824609531414,1.0000000000000004,0.20801403691570342,0.10291315082993778,0.053125564988053306,0.04250689066374462,0.045898208432370385,0.07813021440107945,0.1983384638585814,0.0621386440692463,0.06622842537371106,0.04786960056156221,0.05274047056215814,0.05087661408029351,0.04909353864080694,0.1345380347681953,0.08482695917278749,0.10435025297418206,0.04623035674121377,0.04767478921168897,0.03613840857512976,0.040504241830522356,0.05756284464242738,0.07229228626128698,0.06597663165345712,0.036011169550815306,0.036058355117901196,0.10124915723672415,0.24137461847420494,0.14888900668963853,0.12200086804897695,0.05986437042286105,0.05762666567584559,0.09179429010900242,0.11335134714461297,0.06716168194975831,0.09342086372451024,0.06243672126554468,0.044624242151644636,0.052152424439615444,0.06052612992566704,0.04536922786843607,0.04628328221383379,0.04347224410855801,0.03310509210289212,0.07490061020805543,0.046390909847365054,0.08694345707325553,0.029582668646139905,0.06551013916343715
3,0.2462310139542991,0.20801403691570342,1.0000000000000004,0.16682718049652934,0.1184164911321502,0.08809302361171775,0.03195365421771809,0.04157980894016506,0.07511205377645466,0.0860377356636961,0.05697494058569124,0.048333069945414475,0.06395258826819498,0.08990826045061043,0.05127292198188992,0.09142502407072935,0.08860915288376953,0.07592949377977344,0.04023993453797023,0.01929428267292687,0.03021352843510923,0.022076230884577205,0.027756553583913542,0.06037729783017935,0.0353926815912149,0.026174143072974693,0.020184693718827543,0.10051520643905522,0.2628140375331954,0.15945067705283006,0.1078147456600989,0.034202416992112766,0.04042153197918749,0.01860424733019808,0.022487659030852203,0.04319616462125144,0.034882076887691786,0.03745054677694544,0.012596311476107291,0.06156572893394239,0.03617418705547049,0.03061752855787827,0.004965362394537556,0.022925199228877716,0.01988234606043067,0.042383663415347,0.05454976243836264,0.09405815378954836,0.010085815967171143,0.0
4,0.12831465253145447,0.10291315082993778,0.16682718049652934,1.0000000000000007,0.23666963687258802,0.20313352678193658,0.10235399504115081,0.08371728764791508,0.06499504810880437,0.07837769360318894,0.07745270166445335,0.07126670662288795,0.12289209757263618,0.08514627773284232,0.03601344755680361,0.1038088582203856,0.07856447832891675,0.07258111156822138,0.05663462596626775,0.06536005461449552,0.0352159275459405,0.04383897009174917,0.04924788575287682,0.09804373552650397,0.07392674938431384,0.07823219064921143,0.07546280706159719,0.1378789567354132,0.12933578056052827,0.08766055283181183,0.09635271152239978,0.10619137444524036,0.09870778044418374,0.0732569142431845,0.09210316399559668,0.04733381368292424,0.05044806313457109,0.057917670929904186,0.04562014139266445,0.09710847082126045,0.05477935659629345,0.06560074423774534,0.031183698358286004,0.035275507555350936,0.035828217433002345,0.06005691511430972,0.05557555588376989,0.0815850239754935,0.04344704452925337,0.0
5,0.08301292213524324,0.053125564988053306,0.1184164911321502,0.23666963687258802,1.0,0.48245317707980895,0.1514964906188683,0.30161131594758583,0.2299406283441914,0.1891315281382505,0.16964455293577033,0.14023200791196083,0.10199876824981075,0.13096040081319132,0.07282264533460027,0.12825799815970837,0.08644211609204973,0.12091477024914292,0.0915575096887264,0.08437095288809919,0.04812213797357933,0.1626541370229417,0.08479816092578063,0.12361043963650699,0.11233089621441789,0.06167898014473719,0.10402734538937994,0.12627210545949297,0.0697975172802109,0.06882736019069151,0.08655724141507677,0.06109838254015814,0.05503571404931246,0.0617410647234191,0.0425824300622548,0.031042910119841127,0.03571833565953093,0.05840697060881509,0.02785614039513099,0.06999524240932443,0.07545794238356458,0.0724423231923465,0.036450196064397096,0.03737374714807436,0.03593342914863546,0.0585775659320589,0.03912990955652858,0.05695367992774125,0.03354821336257912,0.0
6,0.047731737472098454,0.04250689066374462,0.08809302361171775,0.20313352678193658,0.48245317707980895,1.0000000000000002,0.24025910225180638,0.2633789865618225,0.14486435079817161,0.12911111506199166,0.12535524109979818,0.10350885555570917,0.15519072499984968,0.13643176949872127,0.08492413319163788,0.11174314230513142,0.0707331154132964,0.10763067048798969,0.09508239868996858,0.0979850306535404,0.07729426277678025,0.15916720268801757,0.09726399717703785,0.09036323539518341,0.09452985645174015,0.09030944509401924,0.10749424773700042,0.09519114103211898,0.04469278579190052,0.07768416540658216,0.0583329116105276,0.03451650440501658,0.030745654006403646,0.05097434135797636,0.02704899796503675,0.02537292704137369,0.038283237407124415,0.07684526044798126,0.05251523386263156,0.05929444288725099,0.06228463511383418,0.07068620939092826,0.06663315502894737,0.08016948867184448,0.12373642700103163,0.07727567650849763,0.06848311047996566,0.06188879256958416,0.12169181046827467,0.0
7,0.04927425047776321,0.045898208432370385,0.03195365421771809,0.10235399504115081,0.1514964906188683,0.24025910225180638,0.9999999999999996,0.24852021995468243,0.09839679438595308,0.03371611777391178,0.016197154755608564,0.03486459942542874,0.041468697043461615,0.08250661495455143,0.03299493747173982,0.048875722861032575,0.03358786207968684,0.06250316580703741,0.03870926728275411,0.0478082986920207,0.017431698081841175,0.13037372416387163,0.09960476167344688,0.03568485614083149,0.05876579419532983,0.026621161761616854,0.026104583225109036,0.06562307129893855,0.020653472748220818,0.025717584293789543,0.02009875018021842,0.018732395617188417,0.03414086031919662,0.012744477892873324,0.02768590830635655,0.022916434701880237,0.02719326370964683,0.045784696310863064,0.02889313546572118,0.0230900817466735,0.037628198113785885,0.018953362841607674,0.01586570621563546,0.025499823855068698,0.0211355733169908,0.028224039430656878,0.011235322708771468,0.017437405726298615,0.0039475891728369275,0.013115509108094009
8,0.09492340088916802,0.07813021440107945,0.04157980894016506,0.08371728764791508,0.30161131594758583,0.2633789865618225,0.24852021995468243,0.9999999999999994,0.2791494959941745,0.10085814235823344,0.08886592663227952,0.0827502426779658,0.10974104342293954,0.09433045407319322,0.07208516228931143,0.11738318951549025,0.09710635678555514,0.12079915666792868,0.08466964870436161,0.09781961467747372,0.037144727228775536,0.18891930880160496,0.09486945800000561,0.10550696366069758,0.14149950526474575,0.08366559999360072,0.10182652352034491,0.10264671154600075,0.040940597273995884,0.06072302382628245,0.0647509759307735,0.023357791395124842,0.07051449097284747,0.07242790492488073,0.058779500411391385,0.04303849735138991,0.05222245884022384,0.08584774010289499,0.051923922927636604,0.04971122835040998,0.06343064035494714,0.06326591939227703,0.056726959311358315,0.05445206237689168,0.0495812403546654,0.07711917525941307,0.040940706404164945,0.06267666988333652,0.029441563744509246,0.0
9,0.11110863016751081,0.1983384638585814,0.07511205377645466,0.06499504810880437,0.2299406283441914,0.14486435079817161,0.09839679438595308,0.2791494959941745,0.9999999999999998,0.11083883774623669,0.08278210366119221,0.05860248243880639,0.10226082143835788,0.09445320770938812,0.08160383619116551,0.19319731506293644,0.08518090567688597,0.1130831565458698,0.061971999911169924,0.07481351166363613,0.06817941562677425,0.13838795356731856,0.05903624787273861,0.10814521347996293,0.13036109138846722,0.07237717318824884,0.08362939193006001,0.10411971874087778,0.06872383055704834,0.09082676106566222,0.07172809679933173,0.04279590346257531,0.06920785764510562,0.05344073964216926,0.08275833607969706,0.057909424544439196,0.09058938969779638,0.07307407624795695,0.04012648443510208,0.07663484394187482,0.07821608340024751,0.09444357894673956,0.0715807590162735,0.019682387332585226,0.02356007449858821,0.08674848259613782,0.05995436516106162,0.06626561738163379,0.02148941560658173,0.016409152647822098
10,0.1231517511582338,0.0621386440692463,0.0860377356636961,0.07837769360318894,0.1891315281382505,0.12911111506199166,0.03371611777391178,0.10085814235823344,0.11083883774623669,0.9999999999999997,0.40653483473916086,0.2576946239751667,0.18335482693977828,0.19483957061264714,0.1634053935684726,0.1675222631667493,0.1021196815059174,0.09564636309067212,0.13000449782851878,0.06523807915998325,0.22779642357883217,0.1684317210486906,0.10694051898605343,0.12975784971527105,0.2291724225786284,0.11315683265466363,0.21279047579304136,0.1442957691755404,0.06318732825760162,0.08152293299125796,0.06888440520679129,0.028171091696737566,0.033978768089683864,0.030020827930103206,0.019136901838594678,0.03913762004261547,0.048906892677373116,0.04446806160503148,0.04731552923095953,0.050109904388429743,0.05094563543994411,0.08655205390243939,0.07261789621222844,0.06727092839358496,0.10802376922431464,0.08806896995309736,0.0715614404909167,0.10126216178125766,0.08787676202916543,0.0
