doc_id,para_num,line_id
567,22,57
568,22,58
569,22,59
570,23,1
571,23,2
572,23,3
573,23,4
574,23,5
575,23,6
576,23,7
577,23,8
578,23,9
579,23,10
580,23,11
581,23,12
582,23,13
583,23,14
584,23,15
585,23,16
586,23,17
587,23,18
588,23,19
589,23,20
590,23,21
591,23,22
592,23,23
593,23,24
594,23,25
595,23,26
596,23,27
597,23,28
598,23,29
599,23,30
600,23,31
601,23,32
602,23,33
603,23,34
604,23,35
605,23,36
606,23,37
607,23,38
608,23,39
609,23,40
610,23,41
611,23,42
612,23,43
613,23,44
614,23,45
615,23,46
616,23,47
617,23,48
618,23,49
619,23,50
620,23,51
621,23,52
622,23,53
623,23,54
624,23,55
625,23,56
626,23,57
627,23,58
628,23,59
629,23,60
630,23,61
631,23,62
632,23,63
633,23,64
634,23,65
635,23,66
636,23,67
637,23,68
638,24,1
639,24,2
640,24,3
641,24,4
642,24,5
643,24,6
644,24,7
645,24,8
646,24,9
647,24,10
648,24,11
649,24,12
650,25,1
651,25,2
652,25,3
653,25,4
654,25,5
655,25,6
656,25,7
657,25,8
658,25,9
659,25,10
660,25,11
661,25,12
662,25,13
663,25,14
664,25,15
665,25,16
666,25,17
667,25,18
668,25,19
669,25,20
670,25,21
671,25,22
672,25,23
673,25,24
674,25,25
675,25,26
676,25,27
677,25,28
678,25,29
679,25,30
680,25,31
681,25,32
682,25,33
683,25,34
684,25,35
685,25,36
686,25,37
687,25,38
688,25,39
689,25,40
690,25,41
691,25,42
692,25,43
693,25,44
694,25,45
695,25,46
696,25,47
697,26,1
698,26,2
699,26,3
700,26,4
701,26,5
702,26,6
703,26,7
704,26,8
705,26,9
706,26,10
707,26,11
708,26,12
709,26,13
710,26,14
711,26,15
712,26,16
713,26,17
714,26,18
715,26,19
716,26,20
717,26,21
718,26,22
719,26,23
720,26,24
721,26,25
722,26,26
723,26,27
724,26,28
725,26,29
726,26,30
727,26,31
728,26,32
729,27,1
730,27,2
731,27,3
732,27,4
733,27,5
734,27,6
735,27,7
736,27,8
737,27,9
738,27,10
739,27,11
740,27,12
741,27,13
742,27,14
743,27,15
744,27,16
745,27,17
746,27,18
747,27,19
748,27,20
749,27,21
750,27,22
751,27,23
752,27,24
753,27,25
754,27,26
755,27,27
756,27,28
757,27,29
758,27,30
759,27,31
760,27,32
761,27,33
762,27,34
763,27,35
764,27,36
765,27,37
766,27,38
767,27,39
768,27,40
769,27,41
770,27,42
771,27,43
772,27,44
773,27,45
774,27,46
775,27,47
776,27,48
777,27,49
778,27,50
779,27,51
780,27,52
781,27,53
782,27,54
783,27,55
784,27,56
785,27,57
786,27,58
787,27,59
788,27,60
789,27,61
790,27,62
791,27,63
792,27,64
793,27,65
794,27,66
795,27,67
796,27,68
797,28,1
798,28,2
799,28,3
800,28,4
801,28,5
802,28,6
803,28,7
804,28,8
805,28,9
806,28,10
807,28,11
808,28,12
809,28,13
810,28,14
811,28,15
812,28,16
813,28,17
814,28,18
815,28,19
816,28,20
817,28,21
818,28,22
819,28,23
820,28,24
821,28,25
822,28,26
823,28,27
824,28,28
825,28,29
826,28,30
827,28,31
828,28,32
829,28,33
830,28,34
831,28,35
832,28,36
833,28,37
834,28,38
835,28,39
836,28,40
837,28,41
838,28,42
839,28,43
840,28,44
841,28,45
842,28,46
843,28,47
844,28,48
845,28,49
846,28,50
847,28,51
848,28,52
849,28,53
850,28,54
851,28,55
852,28,56
853,28,57
854,28,58
855,28,59
856,28,60
857,28,61
858,28,62
859,28,63
860,28,64
861,28,65
862,28,66
863,28,67
864,28,68
865,28,69
866,28,70
867,28,71
868,28,72
869,28,73
870,28,74
871,28,75
872,28,76
873,28,77
874,28,78
875,28,79
876,28,80
877,28,81
878,28,82
879,28,83
880,28,84
881,28,85
882,28,86
883,28,87
884,28,88
885,28,89
886,28,90
887,28,91
888,28,92
889,28,93
890,28,94
891,28,95
892,28,96
893,28,97
894,28,98
895,28,99
896,29,1
897,29,2
898,29,3
899,29,4
900,29,5
901,29,6
902,29,7
903,29,8
904,29,9
905,29,10
906,29,11
907,29,12
908,29,13
909,29,14
910,29,15
911,29,16
912,29,17
913,29,18
914,29,19
915,29,20
916,29,21
917,29,22
918,29,23
919,29,24
920,29,25
921,29,26
922,29,27
923,29,28
924,29,29
925,29,30
926,29,31
927,29,32
928,29,33
929,29,34
930,29,35
931,29,36
932,29,37
933,29,38
934,29,39
935,29,40
936,29,41
937,29,42
938,29,43
939,29,44
940,29,45
941,29,46
942,29,47
943,29,48
944,29,49
945,29,50
946,29,51
947,29,52
948,29,53
949,29,54
950,29,55
951,29,56
952,29,57
953,29,58
954,29,59
955,29,60
956,29,61
957,29,62
958,29,63
959,29,64
960,29,65
961,29,66
962,29,67
963,29,68
964,29,69
965,29,70
966,29,71
967,29,72
968,29,73
969,29,74
970,29,75
971,29,76
972,29,77
973,29,78
974,29,79
975,29,80
976,29,81
977,29,82
978,29,83
979,29,84
980,29,85
981,29,86
982,29,87
983,29,88
984,29,89
985,29,90
986,29,91
987,29,92
988,29,93
989,29,94
990,29,95
991,29,96
992,29,97
993,29,98
994,29,99
995,29,100
996,29,101
997,29,102
998,29,103
999,29,104
1000,29,105
1001,29,106
1002,29,107
1003,29,108
1004,29,109
1005,29,110
1006,29,111
1007,29,112
1008,29,113
1009,30,1
1010,30,2
1011,30,3
1012,30,4
1013,30,5
1014,30,6
1015,30,7
1016,30,8
1017,30,9
1018,30,10
1019,30,11
1020,30,12
1021,30,13
1022,30,14
1023,30,15
1024,30,16
1025,30,17
1026,30,18
1027,30,19
1028,30,20
1029,30,21
1030,30,22
1031,30,23
1032,30,24
1033,30,25
1034,30,26
1035,30,27
1036,30,28
1037,30,29
1038,30,30
1039,30,31
1040,30,32
1041,30,33
1042,30,34
1043,30,35
1044,30,36
1045,30,37
1046,30,38
1047,30,39
1048,30,40
1049,30,41
1050,30,42
1051,30,43
1052,30,44
1053,30,45
1054,30,46
1055,30,47
1056,30,48
1057,30,49
1058,30,50
1059,30,51
1060,30,52
1061,30,53
1062,30,54
1063,30,55
1064,30,56
1065,30,57
1066,30,58
1067,30,59
1068,30,60
1069,30,61
1070,30,62
1071,30,63
1072,30,64
1073,30,65
1074,30,66
1075,30,67
1076,30,68
1077,30,69
1078,30,70
1079,30,71
1080,30,72
1081,30,73
1082,30,74
1083,30,75
1084,30,76
1085,30,77
1086,30,78
1087,30,79
1088,30,80
1089,30,81
1090,30,82
1091,30,83
1092,30,84
1093,30,85
1094,30,86
1095,30,87
1096,30,88
1097,31,1
1098,31,2
1099,31,3
1100,31,4
1101,31,5
1102,31,6
1103,31,7
1104,31,8
1105,31,9
1106,31,10
1107,31,11
1108,31,12
1109,31,13
1110,31,14
1111,31,15
1112,31,16
1113,31,17
1114,31,18
1115,31,19
1116,31,20
1117,31,21
1118,31,22
1119,31,23
1120,31,24
1121,31,25
1122,31,26
1123,31,27
1124,31,28
1125,31,29
1126,31,30
1127,31,31
1128,31,32
1129,31,33
1130,31,34
1131,31,35
1132,31,36
1133,31,37
1134,31,38
1135,31,39
1136,31,40
1137,31,41
1138,31,42
1139,31,43
1140,31,44
1141,31,45
1142,31,46
1143,31,47
1144,31,48
1145,31,49
1146,31,50
1147,31,51
1148,31,52
1149,31,53
1150,31,54
1151,31,55
1152,31,56
1153,31,57
1154,31,58
1155,31,59
1156,31,60
1157,31,61
1158,31,62
1159,31,63
1160,31,64
1161,31,65
1162,31,66
1163,31,67
1164,31,68
1165,31,69
1166,31,70
1167,31,71
1168,32,1
1169,32,2
1170,32,3
1171,32,4
1172,32,5
1173,32,6
1174,32,7
1175,33,1
1176,33,2
1177,33,3
1178,33,4
1179,33,5
1180,33,6
1181,33,7
1182,33,8
1183,33,9
1184,33,10
1185,33,11
1186,33,12
1187,33,13
1188,33,14
1189,33,15
1190,33,16
1191,33,17
1192,33,18
1193,33,19
1194,33,20
1195,33,21
1196,33,22
1197,33,23
1198,33,24
1199,33,25
1200,33,26
1201,33,27
1202,33,28
1203,33,29
1204,34,1
1205,34,2
1206,34,3
1207,34,4
1208,34,5
1209,34,6
1210,34,7
1211,34,8
1212,34,9
1213,34,10
1214,34,11
1215,34,12
1216,34,13
1217,34,14
1218,34,15
1219,34,16
1220,34,17
1221,34,18
1222,34,19
1223,34,20
1224,34,21
1225,34,22
1226,34,23
1227,34,24
1228,34,25
1229,34,26
1230,34,27
1231,35,1
1232,35,2
1233,35,3
1234,35,4
1235,35,5
1236,35,6
1237,35,7
1238,35,8
1239,35,9
1240,35,10
1241,35,11
1242,35,12
1243,35,13
1244,35,14
1245,35,15
1246,35,16
1247,35,17
1248,35,18
1249,35,19
1250,35,20
1251,35,21
1252,35,22
1253,35,23
1254,35,24
1255,35,25
1256,36,1
1257,36,2
1258,36,3
1259,36,4
1260,36,5
1261,36,6
1262,36,7
1263,36,8
1264,36,9
1265,37,1
1266,37,2
1267,37,3
1268,37,4
1269,37,5
1270,37,6
1271,37,7
1272,37,8
1273,37,9
1274,37,10
1275,37,11
1276,37,12
1277,37,13
1278,37,14
1279,37,15
1280,37,16
1281,37,17
1282,37,18
1283,37,19
1284,37,20
1285,37,21
1286,38,1
1287,38,2
1288,38,3
1289,38,4
1290,38,5
1291,38,6
1292,38,7
1293,39,1
1294,39,2
1295,39,3
1296,39,4
1297,39,5
1298,39,6
1299,39,7
1300,39,8
1301,39,9
1302,39,10
1303,39,11
1304,39,12
1305,39,13
1306,39,14
1307,39,15
1308,39,16
1309,39,17
1310,39,18
1311,39,19
1312,39,20
1313,39,21
1314,39,22
1315,39,23
1316,39,24
1317,39,25
1318,39,26
1319,39,27
1320,39,28
1321,39,29
1322,39,30
1323,39,31
1324,39,32
1325,39,33
1326,39,34
1327,39,35
1328,39,36
1329,39,37
1330,39,38
1331,39,39
1332,39,40
1333,39,41
1334,39,42
1335,39,43
1336,39,44
1337,39,45
1338,39,46
1339,39,47
1340,39,48
1341,39,49
1342,39,50
1343,39,51
1344,39,52
1345,39,53
1346,39,54
1347,39,55
1348,40,1
1349,40,2
1350,40,3
1351,40,4
1352,40,5
1353,40,6
1354,40,7
1355,40,8
1356,40,9
1357,40,10
1358,40,11
1359,40,12
1360,40,13
1361,40,14
1362,40,15
1363,40,16
1364,40,17
1365,40,18
1366,40,19
1367,40,20
1368,40,21
1369,40,22
1370,40,23
1371,40,24
1372,40,25
1373,40,26
1374,40,27
1375,40,28
1376,40,29
1377,40,30
1378,40,31
1379,40,32
1380,41,1
1381,41,2
1382,41,3
1383,41,4
1384,41,5
1385,41,6
1386,41,7
1387,41,8
1388,42,1
1389,42,2
1390,42,3
1391,42,4
1392,42,5
1393,42,6
1394,42,7
1395,42,8
1396,42,9
1397,42,10
1398,42,11
1399,42,12
1400,42,13
1401,42,14
1402,42,15
1403,42,16
1404,42,17
1405,42,18
1406,42,19
1407,42,20
1408,42,21
1409,42,22
1410,42,23
1411,42,24
1412,42,25
1413,42,26
1414,42,27
1415,42,28
1416,42,29
1417,42,30
1418,42,31
1419,42,32
1420,42,33
1421,42,34
1422,43,1
1423,43,2
1424,43,3
1425,43,4
1426,43,5
1427,43,6
1428,43,7
1429,43,8
1430,43,9
1431,43,10
1432,43,11
1433,43,12
1434,43,13
1435,43,14
1436,43,15
1437,43,16
1438,43,17
1439,43,18
1440,43,19
1441,43,20
1442,43,21
1443,43,22
1444,43,23
1445,43,24
1446,43,25
1447,43,26
1448,43,27
1449,43,28
1450,43,29
1451,43,30
1452,43,31
1453,43,32
1454,44,1
1455,44,2
1456,44,3
1457,44,4
1458,44,5
1459,44,6
1460,44,7
1461,44,8
1462,44,9
1463,45,1
1464,45,2
1465,45,3
1466,45,4
1467,45,5
1468,45,6
1469,45,7
1470,46,1
1471,46,2
1472,46,3
1473,46,4
1474,46,5
1475,46,6
1476,46,7
1477,46,8
1478,46,9
1479,46,10
1480,46,11
1481,46,12
1482,46,13
1483,46,14
1484,46,15
1485,46,16
1486,46,17
1487,46,18
1488,46,19
1489,46,20
1490,46,21
1491,46,22
1492,46,23
1493,46,24
1494,46,25
1495,46,26
1496,46,27
1497,46,28
1498,46,29
1499,46,30
1500,46,31
1501,46,32
1502,46,33
1503,46,34
1504,46,35
1505,46,36
1506,46,37
1507,46,38
1508,46,39
1509,46,40
1510,46,41
1511,46,42
1512,46,43
1513,46,44
1514,46,45
1515,46,46
1516,46,47
1517,46,48
1518,46,49
1519,46,50
1520,46,51
1521,46,52
1522,47,1
1523,47,2
1524,47,3
1525,47,4
1526,47,5
1527,47,6
1528,47,7
1529,47,8
1530,47,9
1531,47,10
1532,47,11
1533,47,12
1534,47,13
1535,48,1
1536,48,2
1537,48,3
1538,48,4
1539,48,5
1540,48,6
1541,48,7
1542,48,8
1543,48,9
1544,48,10
1545,48,11
1546,48,12
1547,48,13
1548,48,14
1549,48,15
1550,48,16
1551,49,1
1552,49,2
1553,49,3
1554,49,4
1555,49,5
1556,49,6
1557,49,7
1558,49,8
1559,49,9
1560,49,10
1561,49,11
1562,49,12
1563,49,13
1564,49,14
1565,49,15
1566,49,16
1567,49,17
1568,49,18
1569,49,19
1570,49,20
1571,49,21
1572,49,22
1573,49,23
1574,49,24
1575,49,25
1576,49,26
1577,49,27
1578,49,28
1579,49,29
1580,50,1
1581,50,2
1582,51,1
1583,51,2
1584,51,3
1585,51,4
1586,51,5
1587,51,6
1588,51,7
1589,51,8
1590,51,9
1591,51,10
1592,51,11
1593,51,12
1594,51,13
1595,51,14
1596,51,15
1597,51,16
1598,51,17
1599,51,18
1600,51,19
1601,51,20
1602,51,21
1603,51,22
1604,51,23
1605,51,24
1606,51,25
1607,51,26
1608,51,27
1609,51,28
1610,51,29
1611,51,30
1612,51,31
1613,51,32
1614,51,33
1615,51,34
1616,51,35
1617,51,36
1618,51,37
1619,51,38
1620,51,39
1621,51,40
1622,51,41
1623,51,42
1624,51,43
1625,51,44
1626,51,45
1627,52,1
1628,52,2
1629,52,3
1630,52,4
1631,52,5
1632,52,6
1633,52,7
1634,52,8
1635,52,9
1636,52,10
1637,52,11
1638,53,1
1639,53,2
1640,53,3
1641,53,4
1642,53,5
1643,53,6
1644,53,7
1645,53,8
1646,53,9
1647,53,10
1648,53,11
1649,53,12
1650,53,13
1651,53,14
1652,53,15
1653,53,16
1654,53,17
1655,53,18
1656,53,19
1657,53,20
1658,53,21
1659,53,22
1660,53,23
1661,53,24
1662,54,1
1663,54,2
1664,54,3
1665,54,4
1666,54,5
1667,55,1
1668,55,2
1669,55,3
1670,55,4
1671,55,5
1672,55,6
1673,55,7
1674,55,8
1675,55,9
1676,55,10
1677,55,11
1678,55,12
1679,55,13
1680,55,14
1681,55,15
1682,55,16
1683,55,17
1684,55,18
1685,55,19
1686,55,20
1687,55,21
1688,55,22
1689,55,23
1690,55,24
1691,55,25
1692,55,26
1693,55,27
1694,55,28
1695,55,29
1696,55,30
1697,55,31
1698,55,32
1699,55,33
1700,56,1
1701,56,2
1702,56,3
1703,56,4
1704,56,5
1705,56,6
1706,56,7
1707,56,8
1708,56,9
1709,56,10
1710,56,11
1711,56,12
1712,56,13
1713,56,14
1714,56,15
1715,56,16
1716,56,17
1717,56,18
1718,56,19
1719,56,20
1720,56,21
1721,56,22
1722,56,23
1723,56,24
1724,56,25
1725,56,26
1726,56,27
1727,56,28
1728,56,29
1729,56,30
1730,56,31
1731,56,32
1732,56,33
1733,56,34
1734,56,35
1735,56,36
1736,56,37
1737,56,38
1738,56,39
1739,56,40
1740,56,41
1741,56,42
1742,56,43
1743,56,44
1744,56,45
1745,56,46
1746,56,47
1747,56,48
1748,56,49
1749,56,50
1750,56,51
1751,56,52
1752,56,53
1753,56,54
1754,57,1
1755,57,2
1756,57,3
1757,57,4
1758,57,5
1759,57,6
1760,57,7
1761,57,8
1762,57,9
1763,57,10
1764,57,11
1765,57,12
1766,57,13
1767,57,14
1768,57,15
1769,57,16
1770,57,17
1771,57,18
1772,57,19
1773,57,20
1774,57,21
1775,57,22
1776,57,23
1777,57,24
1778,57,25
1779,57,26
1780,57,27
1781,57,28
1782,57,29
1783,57,30
1784,57,31
1785,57,32
1786,57,33
1787,57,34
1788,57,35
1789,57,36
1790,57,37
1791,57,38
1792,57,39
1793,57,40
1794,57,41
1795,57,42
1796,57,43
1797,57,44
1798,57,45
1799,57,46
1800,57,47
1801,57,48
1802,58,1
1803,58,2
1804,58,3
1805,58,4
1806,58,5
1807,58,6
1808,58,7
1809,58,8
1810,58,9
1811,58,10
1812,58,11
1813,58,12
1814,58,13
1815,58,14
1816,58,15
1817,58,16
1818,58,17
1819,58,18
1820,58,19
1821,58,20
1822,58,21
1823,58,22
1824,58,23
1825,58,24
1826,58,25
1827,58,26
1828,58,27
1829,58,28
1830,58,29
1831,58,30
1832,58,31
1833,58,32
1834,58,33
1835,58,34
1836,58,35
1837,58,36
1838,58,37
1839,58,38
1840,58,39
1841,58,40
1842,58,41
1843,58,42
1844,58,43
1845,58,44
1846,58,45
1847,58,46
1848,58,47
1849,58,48
1850,58,49
1851,58,50
1852,58,51
1853,58,52
1854,58,53
1855,58,54
1856,58,55
1857,58,56
1858,59,1
1859,59,2
1860,59,3
1861,59,4
1862,59,5
1863,59,6
1864,59,7
1865,59,8
1866,59,9
1867,59,10
1868,59,11
1869,59,12
1870,59,13
1871,59,14
1872,59,15
1873,59,16
1874,59,17
1875,59,18
1876,59,19
1877,59,20
1878,59,21
1879,59,22
1880,60,1
1881,60,2
1882,60,3
1883,60,4
1884,60,5
1885,60,6
1886,60,7
1887,60,8
1888,60,9
1889,60,10
1890,60,11
1891,60,12
1892,60,13
1893,60,14
1894,60,15
1895,60,16
1896,60,17
1897,60,18
1898,60,19
1899,60,20
1900,60,21
1901,60,22
1902,60,23
1903,60,24
1904,60,25
1905,60,26
1906,60,27
1907,60,28
1908,60,29
1909,60,30
1910,60,31
1911,61,1
1912,61,2
1913,61,3
1914,61,4
1915,61,5
1916,61,6
1917,61,7
1918,61,8
1919,61,9
1920,61,10
1921,61,11
1922,61,12
1923,61,13
1924,61,14
1925,61,15
1926,61,16
1927,61,17
1928,61,18
1929,61,19
1930,61,20
1931,61,21
1932,61,22
1933,61,23
1934,61,24
1935,61,25
1936,61,26
1937,61,27
1938,61,28
1939,61,29
1940,61,30
1941,61,31
1942,61,32
1943,61,33
1944,61,34
1945,62,1
1946,62,2
1947,62,3
1948,62,4
1949,62,5
1950,62,6
1951,62,7
1952,62,8
1953,62,9
1954,62,10
1955,62,11
1956,62,12
1957,62,13
1958,62,14
1959,62,15
1960,62,16
1961,62,17
1962,62,18
1963,62,19
1964,62,20
1965,62,21
1966,62,22
1967,62,23
1968,62,24
1969,62,25
1970,62,26
1971,62,27
1972,62,28
1973,62,29
1974,62,30
1975,62,31
1976,62,32
1977,62,33
1978,62,34
1979,62,35
1980,62,36
1981,62,37
1982,62,38
1983,62,39
1984,62,40
1985,62,41
1986,62,42
1987,62,43
1988,62,44
1989,62,45
1990,62,46
1991,62,47
1992,62,48
1993,62,49
1994,62,50
1995,62,51
1996,62,52
1997,62,53
1998,62,54
1999,62,55
2000,62,56
2001,62,57
2002,62,58
2003,62,59
2004,62,60
2005,62,61
2006,62,62
2007,62,63
2008,62,64
2009,62,65
2010,62,66
2011,62,67
2012,62,68
2013,62,69
2014,62,70
2015,62,71
2016,62,72
2017,62,73
2018,62,74
2019,62,75
2020,62,76
2021,62,77
2022,62,78
2023,62,79
2024,62,80
2025,62,81
2026,63,1
2027,63,2
2028,63,3
2029,63,4
2030,63,5
2031,63,6
2032,63,7
2033,63,8
2034,63,9
2035,63,10
2036,63,11
2037,63,12
2038,63,13
2039,63,14
2040,63,15
2041,63,16
2042,63,17
2043,63,18
2044,63,19
2045,63,20
2046,63,21
2047,63,22
2048,63,23
2049,63,24
2050,63,25
2051,63,26
2052,63,27
2053,63,28
2054,63,29
2055,63,30
2056,63,31
2057,63,32
2058,63,33
2059,63,34
2060,63,35
2061,63,36
2062,63,37
2063,63,38
2064,63,39
2065,63,40
2066,63,41
2067,63,42
2068,63,43
2069,63,44
2070,63,45
2071,63,46
2072,63,47
2073,63,48
2074,63,49
2075,63,50
2076,63,51
2077,63,52
2078,63,53
2079,63,54
2080,63,55
2081,63,56
2082,63,57
2083,63,58
2084,63,59
2085,64,1
2086,64,2
2087,64,3
2088,64,4
2089,64,5
2090,64,6
2091,64,7
2092,64,8
2093,64,9
2094,64,10
2095,64,11
2096,64,12
2097,64,13
2098,64,14
2099,64,15
2100,64,16
2101,64,17
2102,64,18
2103,64,19
2104,64,20
2105,64,21
2106,64,22
2107,64,23
2108,64,24
2109,64,25
2110,64,26
2111,64,27
2112,64,28
2113,64,29
2114,64,30
2115,64,31
2116,64,32
2117,64,33
2118,64,34
2119,64,35
2120,64,36
2121,64,37
2122,64,38
2123,64,39
2124,64,40
2125,64,41
2126,64,42
2127,64,43
2128,65,1
2129,65,2
2130,65,3
2131,65,4
2132,65,5
2133,65,6
2134,65,7
2135,65,8
2136,65,9
