term_str,n,p,i,h,dh
ajtzik',11,0.000418824246116357,11.221367415935683,0.0046997807483739155,2.1867043459100244
ajuchan,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,0.0
ajxit,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ajxob',2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,1.0
ajyamanik,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ak'alab',1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ak'u'x,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,1.0
ak'wil,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
akam,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
akul,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
al,14,0.0005330490405117271,10.873444112515376,0.005796078951234209,3.039148671903071
ala,3,0.00011422479439537009,13.095836533851825,0.0014958692355146008,1.5849625007211559
alachinaq,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
alal,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
alanel,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
alaq,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
alay,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,1.0
alib',2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,0.0
alk'wa'l,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,1.0
alom,17,0.0006472738349070972,10.59333619332264,0.0068567893423120965,2.41896119556797
ama,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
amaq',101,0.0038455680779774597,8.022587551821186,0.030851406592062893,4.211583450260401
amaq'el,4,0.00015229972586049346,12.680799034572981,0.001931282216657475,1.5
amaq'il,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
anam,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
anilab'ik,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
anim,5,0.0001903746573256168,12.358870939685618,0.0023528158200741734,2.321928094887362
anom,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
apa,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
apachinaq,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
apanoq,15,0.0005711239719768504,10.773908438964462,0.006153237381376291,3.589898095464288
apetik,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
aponoq,6,0.00022844958879074018,12.095836533851825,0.0027632888822384616,2.584962500721156
aq,6,0.00022844958879074018,12.095836533851825,0.0027632888822384616,2.584962500721156
aq'ab',69,0.002627170271093512,8.572274577794811,0.022520824926433217,4.38758143671724
aq'ab'a,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
aq'ab'al,7,0.00026652452025586353,11.873444112515376,0.003164563995872968,2.521640636343318
aq'ab'il,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
aq'anoq,11,0.000418824246116357,11.221367415935683,0.0046997807483739155,2.8453509366224363
aq'aq',1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
aqaj,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,0.0
aqajaw,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,1.0
aqan,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
aqanoq,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
aqaroq,8,0.0003045994517209869,11.680799034572981,0.0035579649815939635,3.0
aqawitz,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
aqi,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
are,366,0.01393542491623515,6.1650991962889385,0.08591327695102617,5.684798827655854
are',6,0.00022844958879074018,12.095836533851825,0.0027632888822384616,2.584962500721156
astapulul,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
at,54,0.0020560462991166617,8.925911532409511,0.018352087372453307,4.066766844828811
ata,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
atala,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
atan,4,0.00015229972586049346,12.680799034572981,0.001931282216657475,2.0
ataqikil,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ati't,35,0.0013326226012793177,9.551516017628014,0.012728566121572513,2.7784065901594257
ato'b',1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
atz'iyaq,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,1.0
atz'yaq,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
atzij,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
awal,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
awe,5,0.0001903746573256168,12.358870939685618,0.0023528158200741734,0.7219280948873623
awech,3,0.00011422479439537009,13.095836533851825,0.0014958692355146008,0.9182958340544893
awecha',2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,1.0
aweta'm,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
awib',1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
awikiq'ab',1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
awila,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
awilix,12,0.00045689917758148037,11.095836533851825,0.005069678586895443,3.084962500721156
awlix,22,0.000837648492232714,10.221367415935683,0.008561913004515117,2.3564924137968246
awumal,3,0.00011422479439537009,13.095836533851825,0.0014958692355146008,1.5849625007211559
b'a,90,0.0034267438318611025,8.188945938243306,0.028061419983319277,4.693119299365257
b'a',9,0.0003426743831861103,11.51087403313067,0.003944481659236066,3.169925001442312
b'alam,153,0.0058254645141638745,7.423411191880329,0.04324481847234581,4.335814168246618
b'alamija,3,0.00011422479439537009,13.095836533851825,0.0014958692355146008,0.9182958340544893
b'alamil,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
b'alax,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
b'am,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
b'anataj,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
b'anoj,5,0.0001903746573256168,12.358870939685618,0.0023528158200741734,1.9219280948873623
b'anol,5,0.0001903746573256168,12.358870939685618,0.0023528158200741734,2.321928094887362
b'aq,18,0.0006853487663722206,10.51087403313067,0.007203614552099911,2.4806821149663847
b'ate,3,0.00011422479439537009,13.095836533851825,0.0014958692355146008,1.5849625007211559
b'atenaja,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
b'atz',27,0.0010280231495583309,9.925911532409511,0.010204066835784984,2.6280015034515953
b'atz'a,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
b'e,25,0.0009518732866280841,10.036942844798256,0.009553897773376348,3.783465189601647
b'elej,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,0.0
b'elejeb',18,0.0006853487663722206,10.51087403313067,0.007203614552099911,2.288019280279689
b'eletaq,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
b'enam,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
b'enaq,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
b'i,99,0.0037694182150472128,8.051442414493371,0.030349253694595024,5.067967454572894
b'i',2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,0.0
b'i'oq,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
b'ij,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
b'ik,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
b'inib'al,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
b'iq',1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
b'is,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
b'isol,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
b'it,13,0.0004949741090466037,10.980359316431889,0.005434993569662448,2.7773627950641693
b'itol,20,0.0007614986293024672,10.358870939685618,0.00788826602169176,2.970950594454669
b'ix,4,0.00015229972586049346,12.680799034572981,0.001931282216657475,1.5
b'olaj,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
b'olol,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
b'oqotajinaq,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
b'us,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'a,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'a'oj,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'ab',5,0.0001903746573256168,12.358870939685618,0.0023528158200741734,1.3709505944546687
ch'ab'al,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'ab'iq'aq',1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'ab'itukur,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,0.0
ch'ajkar,4,0.00015229972586049346,12.680799034572981,0.001931282216657475,1.5
ch'ajom,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'ajonik,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'akatajik,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'akatajinaq,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'akb'al,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,1.0
ch'akik,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'akimal,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'akix,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'aktik,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'amiya,4,0.00015229972586049346,12.680799034572981,0.001931282216657475,0.0
ch'amiyab'aq,4,0.00015229972586049346,12.680799034572981,0.001931282216657475,1.5
ch'amiyajolom,4,0.00015229972586049346,12.680799034572981,0.001931282216657475,1.5
ch'aq'ajoq,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'aqa,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'aqa',3,0.00011422479439537009,13.095836533851825,0.0014958692355146008,0.0
ch'aqa'b',1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'aqalik,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'ata,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'atam,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,0.0
ch'awik,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'ek,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,1.0
ch'eken,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'ikarinaq,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'ikich'oj,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'ipakaqulja,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,1.0
ch'ipi,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'ipikaqul,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'ipikaqulja,3,0.00011422479439537009,13.095836533851825,0.0014958692355146008,0.9182958340544893
ch'ipikaqulja',1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'ipinanawak,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'o,15,0.0005711239719768504,10.773908438964462,0.006153237381376291,0.7219280948873623
ch'ob',3,0.00011422479439537009,13.095836533851825,0.0014958692355146008,1.5849625007211559
ch'ob'ichal,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'ob'il,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'ob'ol,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'okochoj,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'okoj,11,0.000418824246116357,11.221367415935683,0.0046997807483739155,1.2406705316766884
ch'okojib',3,0.00011422479439537009,13.095836533851825,0.0014958692355146008,0.0
ch'u'j,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,1.0
ch'umil,7,0.00026652452025586353,11.873444112515376,0.003164563995872968,2.2359263506290326
ch'umilaja,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'umilal,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'uqunel,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'ut,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'uti'amaq',7,0.00026652452025586353,11.873444112515376,0.003164563995872968,2.8073549220576037
ch'uti'echa',1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'uti'n,4,0.00015229972586049346,12.680799034572981,0.001931282216657475,1.5
ch'uti'qoq,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'utichikop,6,0.00022844958879074018,12.095836533851825,0.0027632888822384616,2.584962500721156
ch'utijuyub',5,0.0001903746573256168,12.358870939685618,0.0023528158200741734,2.321928094887362
ch'utinij,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'utinoq,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'utitiko'n,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
ch'utitz'ikin,3,0.00011422479439537009,13.095836533851825,0.0014958692355146008,1.5849625007211559
cha,14,0.0005330490405117271,10.873444112515376,0.005796078951234209,2.556656707462823
cha',15,0.0005711239719768504,10.773908438964462,0.006153237381376291,3.323231428797621
cha'j,5,0.0001903746573256168,12.358870939685618,0.0023528158200741734,1.9219280948873623
cha'jel,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
cha'jik,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,0.0
cha'om,3,0.00011422479439537009,13.095836533851825,0.0014958692355146008,1.5849625007211559
chab'ij,4,0.00015229972586049346,12.680799034572981,0.001931282216657475,1.5
chach,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chachi',2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,0.0
chaj,12,0.00045689917758148037,11.095836533851825,0.005069678586895443,2.4591479170272446
chajal,17,0.0006472738349070972,10.59333619332264,0.0068567893423120965,2.3071885761626687
chajawaxik,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chak,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chak'aqa',1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chak'oto,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chak'uxu',1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chakab'al,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chakachaxinaq,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chakachoj,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chakal,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chalaxik,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chalaxoq,4,0.00015229972586049346,12.680799034572981,0.001931282216657475,1.5
chalik'ib'a',1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chamalkan,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chamcham,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chamox,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chanik,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chanim,4,0.00015229972586049346,12.680799034572981,0.001931282216657475,1.5
chapam,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,1.0
chapom,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chaponik,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chaq'ab',5,0.0001903746573256168,12.358870939685618,0.0023528158200741734,2.321928094887362
chaq'an,3,0.00011422479439537009,13.095836533851825,0.0014958692355146008,1.5849625007211559
chaqi'j,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,1.0
chaqij,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,0.0
chati',1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chatin,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chatz'aqonisaj,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chatz'ub'aj,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chatziloj,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chawach,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,0.0
chawaj,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,0.0
chawaxoq,8,0.0003045994517209869,11.680799034572981,0.0035579649815939635,2.5
chawe,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,1.0
chawecha'j,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chawil,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chawila,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chay,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chaya',3,0.00011422479439537009,13.095836533851825,0.0014958692355146008,0.9182958340544893
chayekuj,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chayim,3,0.00011422479439537009,13.095836533851825,0.0014958692355146008,1.5849625007211559
che,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
che',83,0.003160219311605239,8.305759603226056,0.02624802189566565,4.066570416171707
che'el,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
che'nel,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
che'xik,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chel,8,0.0003045994517209869,11.680799034572981,0.0035579649815939635,2.75
chela'ula,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,0.0
chi,1175,0.04473804447151995,4.482353993120618,0.20053175228132528,5.831000007315375
chi',2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,1.0
chi'nel,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chi'ominik,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chi'umar,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chi'umarik,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chib'an,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,1.0
chib'ana',2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,1.0
chib'anan,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chib'anatajik,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chib'anik,2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,0.0
chib'ano,3,0.00011422479439537009,13.095836533851825,0.0014958692355146008,1.5849625007211559
chib'antajoq,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chib'aqir,1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chib'e,8,0.0003045994517209869,11.680799034572981,0.0035579649815939635,2.5
chib'e'ik'ama',1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chib'e'iwila',2,7.614986293024673e-05,13.680799034572981,0.0010417909712589844,1.0
chib'e'ub'ana',1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chib'ek,6,0.00022844958879074018,12.095836533851825,0.0027632888822384616,2.2516291673878226
chib'ekik'ulu',1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chib'ekipusu',1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
chib'ekiya',1,3.8074931465123364e-05,14.680799034572981,0.0005589704170946155,0.0
