doc_id,0,1,2,3,4,5
0,2.0043333878674056e-17,8.277795088392315e-23,7.0551576503364865e-06,0.40340556308311754,6.180988624639418e-23,2.036934869579374e-14
1,5.940714529427573e-07,1.0572767330932701e-18,8.06756042333557e-27,0.41474035779369195,4.179283595266791e-17,1.566293778795535e-18
2,1.7035593636066884e-17,2.159350221643074e-25,1.394221089639281e-28,0.38767330136956996,1.5809747880815936e-13,1.6476345576122271e-13
3,2.7212272519191983e-05,3.92437136078087e-15,3.271065930682e-25,0.4080103929580565,1.6566973958327657e-09,4.223520105910622e-09
4,2.831814181339185e-14,1.3260657435986521e-09,0.002029682149138244,0.11622026807579194,0.3172176008545215,1.4989084448539031e-18
5,6.659886113408246e-14,1.7074412704773265e-26,1.0782265220922766e-20,9.394686668987009e-20,0.39921470277668436,1.0206221751193487e-10
6,2.976009166425555e-14,3.4512479911401345e-30,5.425963737455651e-23,5.278265509632098e-23,0.45917833854831475,6.8473847375936265e-18
7,1.381782893880038e-11,6.245846578105364e-35,9.506956474723478e-33,4.460786364966803e-22,0.3843926612141706,1.800529488664652e-20
8,5.918632663861131e-13,8.238865791107506e-20,8.395063447575255e-35,1.7419838449342516e-27,0.4179602668421046,3.2042465920031582e-18
9,2.0733071561717453e-16,9.550891460540785e-21,3.5510525530848415e-22,9.202946991547658e-10,0.4775162902860576,5.565323810461586e-18
10,1.2711470824023446e-12,3.3525142221192876e-12,1.7684868248508382e-16,0.09892364322434986,0.14550130559026614,0.17689385343983283
11,0.13948379757014906,5.676362827194738e-25,4.0554167280942807e-08,2.1433112495992376e-06,2.2759877615112676e-10,0.2589851922334808
12,0.389525063190912,5.40146271595389e-25,1.2028107908660432e-23,4.1771822625562944e-14,1.299539732742055e-06,0.01907461517088903
13,0.3186781436842101,2.8586775458800434e-20,2.143522566273387e-17,8.198109503508138e-19,3.560611792635051e-16,5.119278702866229e-12
14,2.037664091506017e-06,6.229545451962029e-21,6.949222873677495e-17,9.279169541294296e-19,5.258667313482825e-07,0.37058041260879077
15,1.029840158913497e-11,5.930611075576429e-23,0.00068378489315977,5.905809410472013e-17,3.8546355425167107e-13,0.4175661641861238
16,4.431912922329035e-10,1.5150974287864296e-32,7.107377131635134e-25,7.058633501232008e-27,2.741593183235266e-09,0.42472263247998965
17,5.330536025693781e-13,2.661561787671174e-25,1.8040959536445513e-23,1.1980520780989779e-29,2.3523832166988072e-14,0.39043078450009017
18,1.7733920020482256e-11,2.0238740352914882e-21,7.686293070231107e-33,1.3191255166481199e-25,1.2121081028806096e-15,0.4365096328744168
19,6.633665648058956e-09,6.574022217538221e-28,6.972226333855185e-28,3.710826565843968e-24,3.951442687855511e-22,0.3721212509589336
20,0.2411051413711437,1.302794358584622e-13,1.0352355745412007e-17,9.659620194324555e-09,2.316329794176011e-13,0.13551918147354752
21,0.4072486137568138,0.000762402871444624,1.0419403554341757e-18,7.521737613088841e-07,0.011524928825466327,1.6733616727803991e-10
22,0.25949172714954327,1.1978791237140259e-23,1.4725671983826117e-22,3.947817261789726e-15,0.029054994474320788,0.1239612889321165
23,0.003750691836223166,1.538119693893588e-31,1.2034806129250367e-32,9.375628589225362e-34,0.3639368548442547,1.827399485159103e-11
24,0.2879507495834602,7.582697699527479e-16,4.284246222247068e-09,8.188294795609463e-07,0.00011295401198032052,0.1664408141285371
25,0.2805122286126816,2.1905333632609464e-29,7.823844924723969e-28,6.819137485565163e-27,6.374835499793892e-08,2.9639724014231762e-09
26,0.36651033281314505,2.7634789442792037e-17,2.797567732070829e-28,6.797547910902073e-23,0.0031162738694481052,3.3760387912215296e-08
27,0.37284802899982056,1.6537495657771112e-19,1.656160826113487e-19,1.5009576398112354e-11,1.1344361938658503e-12,3.5473025125669203e-09
28,0.43121879116253364,3.85001436116155e-09,7.642615492670005e-31,4.472327975427845e-15,3.544523620783363e-13,4.822831621966288e-11
29,0.2612448997363465,8.023143753017106e-21,5.989936535205526e-12,0.00017992099379859366,0.05241738429555298,0.0765883989659147
30,0.43951836246839915,4.519148245658965e-20,1.9716594243829844e-15,6.878331107823426e-15,5.5544445885657455e-08,2.8074536400567536e-09
31,0.4047443682843249,2.3634948763901765e-18,1.5621568206338635e-15,1.0995211624300825e-17,6.877153122489012e-13,1.342155162620892e-13
32,0.35206788073275475,1.6822008042184563e-17,0.023010823345820223,1.18514423037034e-15,0.0008975263191054343,1.19236759646966e-10
33,1.1834243546934657e-07,1.950726516609791e-15,0.09890507983585373,0.1312752076427183,1.2972260548656277e-12,0.18728878449843797
34,1.0658078678071939e-13,2.4090067470535905e-12,5.347072603686267e-11,0.46814868085123174,1.123623611310859e-09,8.136313451903511e-27
35,1.1369214957736036e-13,1.2284594104817844e-06,1.0265650336880757e-22,0.45485737369755364,1.776363340645899e-19,4.074777684898137e-23
36,1.0565179448902694e-23,0.14449419299023458,0.11082144257098027,0.18277816197555485,5.207236857563453e-10,2.929871113795605e-13
37,0.011287194718670316,0.3476811989617298,7.853855693099554e-06,0.0990679371635424,1.7339384560872768e-07,4.310906411068963e-09
38,0.11309807230593824,0.20901430802856358,2.383961467645869e-23,0.0526090273807585,7.5161289782423e-08,3.89808920369519e-13
39,0.05746230364484068,0.3281277089461866,7.216782030349218e-14,1.9693602090767867e-11,0.014656760155113467,9.25565344954227e-14
40,5.823696576308462e-16,0.41790919611072425,1.7613593643535955e-11,4.264862523498972e-15,0.009488217843397265,1.1023877001053799e-06
41,3.2838629433544085e-20,0.3711245409314345,1.0251574336106476e-08,9.134168862719182e-17,8.560105570585628e-18,1.5720873623459447e-23
42,1.665466020238957e-10,0.391334057296548,1.4230468557370473e-18,0.005245443371247649,1.478752148720435e-10,9.887197945102543e-20
43,4.257770845779089e-18,0.3723885760192627,1.7313575495223177e-20,4.0493229320465664e-11,4.549091000275392e-25,7.381797968160826e-05
44,4.379069671073422e-06,0.34691708857775744,8.1490895140711745e-22,2.1004924253047818e-13,4.304237136398223e-08,2.5994455368737577e-12
45,0.006846720762697038,0.3501427293459589,1.8031710081305933e-10,1.6461220962228533e-08,2.1620374536993634e-07,9.554400097464557e-11
46,0.22557475073457844,0.13270433587469177,5.200359057905231e-16,3.856494311478022e-17,7.3547530153268e-13,0.005436673719534931
47,0.16080531135115336,0.17698561484443986,1.1691875022108686e-06,3.430000476409389e-15,0.032779107177012635,2.1786752901129602e-07
48,0.022694320987842537,0.366947322517633,4.445213747295461e-14,3.67381434269024e-12,3.053012108940243e-14,2.0114497387735914e-14
49,0.13562810419835686,0.2590356346119553,5.697261964763728e-06,5.617391816988019e-09,0.0037421580512099636,6.345444775888825e-13
50,0.00013286822506854175,0.2541675517855506,0.11881247707783886,0.044541726146018805,0.0016475909905427188,1.3704961462395938e-07
51,2.202234473411263e-08,0.3413620449653481,0.09040084106482815,1.3901998422889077e-27,1.3839316283407728e-26,3.2313381813953618e-09
