doc_id,cluster_label,cluster_letter
0,4,A
1,4,A
2,4,A
3,2,B
4,2,B
5,2,B
6,2,B
7,2,B
8,1,C
9,1,C
10,2,B
11,2,B
12,2,B
13,2,B
14,2,B
15,2,B
16,2,B
17,1,C
18,1,C
19,1,C
20,1,C
21,1,C
22,4,A
23,4,A
24,3,D
25,3,D
26,3,D
27,3,D
28,3,D
29,3,D
30,3,D
31,3,D
32,3,D
33,3,D
34,5,E
35,5,E
36,5,E
37,5,E
38,5,E
39,5,E
