doc_id,cluster_label,cluster_letter
0,5,A
1,5,A
2,5,A
3,5,A
4,1,B
5,1,B
6,1,B
7,1,B
8,1,B
9,1,B
10,2,C
11,3,D
12,3,D
13,3,D
14,2,C
15,2,C
16,2,C
17,2,C
18,2,C
19,3,D
20,3,D
21,3,D
22,3,D
23,3,D
24,3,D
25,3,D
26,3,D
27,3,D
28,3,D
29,3,D
30,3,D
31,3,D
32,3,D
33,3,D
34,5,A
35,5,A
36,4,E
37,4,E
38,4,E
39,4,E
40,4,E
41,4,E
42,4,E
43,4,E
44,4,E
45,4,E
46,4,E
47,4,E
48,4,E
49,4,E
50,4,E
51,4,E
52,6,F
53,6,F
54,6,F
55,6,F
56,6,F
57,6,F
58,6,F
59,6,F
