term_str,df,dp,dh,sig
0,3,0.027522935779816515,0.14265748139603038,True
1,1,0.009174311926605505,0.06209343417226538,False
2,1,0.009174311926605505,0.06209343417226538,False
3,1,0.009174311926605505,0.06209343417226538,False
4,1,0.009174311926605505,0.06209343417226538,False
5,1,0.009174311926605505,0.06209343417226538,False
6,1,0.009174311926605505,0.06209343417226538,False
7,1,0.009174311926605505,0.06209343417226538,False
8,1,0.009174311926605505,0.06209343417226538,False
9,1,0.009174311926605505,0.06209343417226538,False
a,30,0.27522935779816515,0.5122826777527728,True
abah,17,0.1559633027522936,0.4180941763298347,True
abanel,1,0.009174311926605505,0.06209343417226538,False
abanoh,1,0.009174311926605505,0.06209343417226538,False
abi,1,0.009174311926605505,0.06209343417226538,False
abix,2,0.01834862385321101,0.10583824449131975,True
abixic,1,0.009174311926605505,0.06209343417226538,False
abixom,1,0.009174311926605505,0.06209343417226538,False
ac,1,0.009174311926605505,0.06209343417226538,False
aca,1,0.009174311926605505,0.06209343417226538,False
acaab,1,0.009174311926605505,0.06209343417226538,False
acab,24,0.22018348623853212,0.4807093924526466,True
acaba,1,0.009174311926605505,0.06209343417226538,False
acabal,2,0.01834862385321101,0.10583824449131975,True
acah,1,0.009174311926605505,0.06209343417226538,False
acahau,2,0.01834862385321101,0.10583824449131975,True
acalab,1,0.009174311926605505,0.06209343417226538,False
acam,2,0.01834862385321101,0.10583824449131975,True
acan,4,0.03669724770642202,0.17497924127621747,True
acanic,1,0.009174311926605505,0.06209343417226538,False
acanoc,9,0.08256880733944955,0.2971039808257938,True
acaroc,5,0.045871559633027525,0.2039567077930993,True
acarroc,1,0.009174311926605505,0.06209343417226538,False
acavitz,1,0.009174311926605505,0.06209343417226538,False
ach,1,0.009174311926605505,0.06209343417226538,False
achac,1,0.009174311926605505,0.06209343417226538,False
achbilai,2,0.01834862385321101,0.10583824449131975,True
achbilan,1,0.009174311926605505,0.06209343417226538,False
achih,6,0.05504587155963303,0.23026909123242773,True
achihab,2,0.01834862385321101,0.10583824449131975,True
achihal,1,0.009174311926605505,0.06209343417226538,False
achihil,1,0.009174311926605505,0.06209343417226538,False
achihilal,1,0.009174311926605505,0.06209343417226538,False
achinac,1,0.009174311926605505,0.06209343417226538,False
achuch,1,0.009174311926605505,0.06209343417226538,False
acuil,1,0.009174311926605505,0.06209343417226538,False
acul,1,0.009174311926605505,0.06209343417226538,False
ah,25,0.22935779816513763,0.4872312236243582,True
aha,5,0.045871559633027525,0.2039567077930993,True
ahache,2,0.01834862385321101,0.10583824449131975,True
ahal,3,0.027522935779816515,0.14265748139603038,True
ahalcana,1,0.009174311926605505,0.06209343417226538,False
ahalmez,2,0.01834862385321101,0.10583824449131975,True
ahalpuh,1,0.009174311926605505,0.06209343417226538,False
ahaltocob,1,0.009174311926605505,0.06209343417226538,False
aham,4,0.03669724770642202,0.17497924127621747,True
ahamche,3,0.027522935779816515,0.14265748139603038,True
ahau,40,0.3669724770642202,0.5307362311521335,True
ahauab,32,0.29357798165137616,0.5190999852556114,True
ahaual,1,0.009174311926605505,0.06209343417226538,False
ahauar,1,0.009174311926605505,0.06209343417226538,False
ahauarem,11,0.10091743119266056,0.33391082355537544,True
ahavab,4,0.03669724770642202,0.17497924127621747,True
ahavah,1,0.009174311926605505,0.06209343417226538,False
ahbatena,1,0.009174311926605505,0.06209343417226538,False
ahbit,5,0.045871559633027525,0.2039567077930993,True
ahbix,3,0.027522935779816515,0.14265748139603038,True
ahbiz,1,0.009174311926605505,0.06209343417226538,False
ahcab,1,0.009174311926605505,0.06209343417226538,False
ahcah,1,0.009174311926605505,0.06209343417226538,False
ahcahb,7,0.06422018348623854,0.25436519100032345,True
ahcahb:,1,0.009174311926605505,0.06209343417226538,False
ahchoc,1,0.009174311926605505,0.06209343417226538,False
ahchoce,1,0.009174311926605505,0.06209343417226538,False
ahcot,3,0.027522935779816515,0.14265748139603038,True
ahe,1,0.009174311926605505,0.06209343417226538,False
ahi,1,0.009174311926605505,0.06209343417226538,False
ahilam,1,0.009174311926605505,0.06209343417226538,False
ahilan,11,0.10091743119266056,0.33391082355537544,True
ahilatal,1,0.009174311926605505,0.06209343417226538,False
ahlabal,4,0.03669724770642202,0.17497924127621747,True
ahloε,1,0.009174311926605505,0.06209343417226538,False
ahmac,1,0.009174311926605505,0.06209343417226538,False
ahnaoh,4,0.03669724770642202,0.17497924127621747,True
ahnim,1,0.009174311926605505,0.06209343417226538,False
ahoxbal,1,0.009174311926605505,0.06209343417226538,False
ahpatan,1,0.009174311926605505,0.06209343417226538,False
ahpop,9,0.08256880733944955,0.2971039808257938,True
ahpopcam,1,0.009174311926605505,0.06209343417226538,False
ahpopcamha,3,0.027522935779816515,0.14265748139603038,True
ahpopol,1,0.009174311926605505,0.06209343417226538,False
ahpu,27,0.24770642201834864,0.49870655239048955,True
ahqiquina,1,0.009174311926605505,0.06209343417226538,False
ahqiquinaha,2,0.01834862385321101,0.10583824449131975,True
ahquibaha,1,0.009174311926605505,0.06209343417226538,False
ahquih,1,0.009174311926605505,0.06209343417226538,False
ahquix,1,0.009174311926605505,0.06209343417226538,False
ahquixb,8,0.07339449541284404,0.27656398713959096,True
ahqun,1,0.009174311926605505,0.06209343417226538,False
ahrelebal,1,0.009174311926605505,0.06209343417226538,False
ahtinamit,1,0.009174311926605505,0.06209343417226538,False
ahtzac,4,0.03669724770642202,0.17497924127621747,True
ahtzibenai,1,0.009174311926605505,0.06209343417226538,False
ahtzic,4,0.03669724770642202,0.17497924127621747,True
ahuchan,1,0.009174311926605505,0.06209343417226538,False
ahvqhan,1,0.009174311926605505,0.06209343417226538,False
ahxayabah,1,0.009174311926605505,0.06209343417226538,False
ahxob,1,0.009174311926605505,0.06209343417226538,False
ahzib,1,0.009174311926605505,0.06209343417226538,False
ahzibab,1,0.009174311926605505,0.06209343417226538,False
ahzic,1,0.009174311926605505,0.06209343417226538,False
ahzivan,1,0.009174311926605505,0.06209343417226538,False
ahzu,2,0.01834862385321101,0.10583824449131975,True
al,13,0.11926605504587157,0.36587779712170504,True
ala,2,0.01834862385321101,0.10583824449131975,True
alaba,1,0.009174311926605505,0.06209343417226538,False
alabilaxic,1,0.009174311926605505,0.06209343417226538,False
alac,1,0.009174311926605505,0.06209343417226538,False
alachinac,1,0.009174311926605505,0.06209343417226538,False
alai,1,0.009174311926605505,0.06209343417226538,False
alal,1,0.009174311926605505,0.06209343417226538,False
alanel,1,0.009174311926605505,0.06209343417226538,False
alay,1,0.009174311926605505,0.06209343417226538,False
alcual,2,0.01834862385321101,0.10583824449131975,True
alib,1,0.009174311926605505,0.06209343417226538,False
alibla,1,0.009174311926605505,0.06209343417226538,False
alom,10,0.09174311926605505,0.3161702963201435,True
alubic,1,0.009174311926605505,0.06209343417226538,False
ama,1,0.009174311926605505,0.06209343417226538,False
amac,24,0.22018348623853212,0.4807093924526466,True
amactan,1,0.009174311926605505,0.06209343417226538,False
amaquel,2,0.01834862385321101,0.10583824449131975,True
amaquelab,1,0.009174311926605505,0.06209343417226538,False
amaquil,1,0.009174311926605505,0.06209343417226538,False
anam,1,0.009174311926605505,0.06209343417226538,False
anavi,1,0.009174311926605505,0.06209343417226538,False
anilabic,1,0.009174311926605505,0.06209343417226538,False
anim,6,0.05504587155963303,0.23026909123242773,True
anom,1,0.009174311926605505,0.06209343417226538,False
aon,3,0.027522935779816515,0.14265748139603038,True
apa,18,0.1651376146788991,0.42907034697268853,True
apachina,1,0.009174311926605505,0.06209343417226538,False
apachinac,1,0.009174311926605505,0.06209343417226538,False
apan,1,0.009174311926605505,0.06209343417226538,False
apanoc,9,0.08256880733944955,0.2971039808257938,True
apetic,1,0.009174311926605505,0.06209343417226538,False
apon,2,0.01834862385321101,0.10583824449131975,True
aponoc,5,0.045871559633027525,0.2039567077930993,True
aqui,1,0.009174311926605505,0.06209343417226538,False
aqux,1,0.009174311926605505,0.06209343417226538,False
araroc,1,0.009174311926605505,0.06209343417226538,False
araxal,1,0.009174311926605505,0.06209343417226538,False
are,78,0.7155963302752294,0.3454771033150907,True
areba,1,0.009174311926605505,0.06209343417226538,False
arecut,4,0.03669724770642202,0.17497924127621747,True
arepu,1,0.009174311926605505,0.06209343417226538,False
arepuch,1,0.009174311926605505,0.06209343417226538,False
areri,3,0.027522935779816515,0.14265748139603038,True
areta,5,0.045871559633027525,0.2039567077930993,True
at,21,0.1926605504587156,0.45773582515560995,True
ata,1,0.009174311926605505,0.06209343417226538,False
ataca,2,0.01834862385321101,0.10583824449131975,True
atala,1,0.009174311926605505,0.06209343417226538,False
atalabe,2,0.01834862385321101,0.10583824449131975,True
atan,3,0.027522935779816515,0.14265748139603038,True
ate,1,0.009174311926605505,0.06209343417226538,False
atin,1,0.009174311926605505,0.06209343417226538,False
atit,8,0.07339449541284404,0.27656398713959096,True
ato,1,0.009174311926605505,0.06209343417226538,False
atoob,1,0.009174311926605505,0.06209343417226538,False
atzaca,1,0.009174311926605505,0.06209343417226538,False
atziac,1,0.009174311926605505,0.06209343417226538,False
atzih,1,0.009174311926605505,0.06209343417226538,False
atziiac,2,0.01834862385321101,0.10583824449131975,True
atziyac,1,0.009174311926605505,0.06209343417226538,False
au,1,0.009174311926605505,0.06209343417226538,False
auazinic,1,0.009174311926605505,0.06209343417226538,False
aue,1,0.009174311926605505,0.06209343417226538,False
auech,1,0.009174311926605505,0.06209343417226538,False
auetaam,1,0.009174311926605505,0.06209343417226538,False
auib,1,0.009174311926605505,0.06209343417226538,False
auilix,3,0.027522935779816515,0.14265748139603038,True
auiquicab,1,0.009174311926605505,0.06209343417226538,False
aulix,9,0.08256880733944955,0.2971039808257938,True
auvmal,1,0.009174311926605505,0.06209343417226538,False
aval,1,0.009174311926605505,0.06209343417226538,False
ave,1,0.009174311926605505,0.06209343417226538,False
ave;,1,0.009174311926605505,0.06209343417226538,False
avech,1,0.009174311926605505,0.06209343417226538,False
avecha,1,0.009174311926605505,0.06209343417226538,False
avi,1,0.009174311926605505,0.06209343417226538,False
avila,1,0.009174311926605505,0.06209343417226538,False
