para_id,C,E,F,A,B,D
0,0.41699660692279644,0.6483794275943882,1.7015167334816141,1.1428123547847966,0.40356448732969535,0.39290764438660974
1,0.45707032831732297,0.9694044244096786,1.9626370491123022,1.423644036179404,0.2974222451464209,0.33585008147320927
2,0.9810480295568664,0.5581156172744153,0.9873916788673979,1.5942508516397331,0.5559136336049685,0.5678967022129446
3,0.5252839949243376,0.5960316873650174,0.6497462559979893,1.3900520091922968,0.4683730423562243,0.46516258389736387
4,1.0280793230963627,0.9462746423238991,0.8882125780799965,1.7549368186933634,0.871366133627758,0.8179315278311553
5,0.38939629102047885,0.6201836748478647,0.7576657394671462,1.515523013821996,0.5000429359394188,0.3717549780428489
6,0.435471863654821,0.5822949958940185,0.6207902871418061,2.1825098466478186,0.5158313982483883,0.4451664358964837
7,0.3319565668907547,0.5612826053430974,0.5738679531558097,0.8626699805389192,0.4463468779451206,0.41053685232849474
8,0.4942768812615552,0.6685773430403653,0.8272926487229395,1.7338272869536018,0.6380482453809322,0.47033778905021384
9,0.757884590233059,1.1378415876288555,0.7329887335679917,1.3734206538249387,0.7784192446403245,0.9041157562844186
10,0.6638092015828185,0.8122018042332205,0.3773454900653422,1.6111045826034358,0.673557392116603,0.7320976883223164
11,0.512864588166515,0.49698471944348166,0.3143790297044927,1.027410632209599,0.6180125899122578,0.5297321814493658
12,0.4763341119512663,0.6994677994915797,0.783448489920064,1.513843738420226,0.4089407195725387,0.40468529124418123
13,0.6768579108733609,0.716262825381448,0.5657260444426913,1.3000837190466026,0.7525116305329651,0.6580305216656219
14,0.7402116592289065,0.7540984310334672,0.717235666802971,1.55874076296053,0.7102132217440866,0.5663192154425074
15,0.527439281172469,0.8860909269129223,0.541771222392385,1.1234785934213753,0.5194395135710154,0.5287681580012641
16,0.5312840676446389,0.49311752590353036,0.3737656739172342,0.8573118421635946,0.5655542412268832,0.5806902681573327
17,0.7662364851951697,0.7012523078745106,0.4181150344246692,0.8767512421163906,0.9291752100853754,0.8598387901331004
18,0.34073977863082255,0.3951779270392998,0.276415839640305,0.7527384717922748,0.2816227106096963,0.5987036271241892
19,0.9541375165459945,0.9542662465061889,0.9075443429075822,1.319749848131725,0.9118554864927649,0.7513686036921756
20,0.8467500908591394,0.9123735977810304,0.8936600514105334,1.5125696367723136,1.309861890050846,0.6529115688233912
21,0.4395066537041262,0.584634996405273,0.3945262074364688,0.7962524573060332,1.2093844100151776,0.343011426764486
22,1.038078728078075,0.8726455486869583,0.7840483351489009,1.169077166580845,2.3328719680233165,0.882973614051347
23,1.9650830083206103,0.7991678345721304,0.6904103707530932,0.9322336815201504,2.544896543401253,1.3593038306185323
24,1.176760607080279,0.7154172585944565,1.3622250230698225,0.5616500739294013,2.8386850794407525,1.207064958381483
25,0.9955921552518018,0.7116554101318602,1.0855801821585427,0.5922240229995593,1.939675956025911,1.1490575335044526
26,1.135711217761339,0.5454634690349929,0.7058881377216122,0.7464729227206439,2.051749013159849,0.9497942393547515
27,1.1271653279864795,0.6428649532802236,0.4098638156609621,0.6962632775392138,2.3474533676081473,1.0580659367719514
28,0.9931468253901877,0.8520853845836598,0.6452192433560717,0.7059340909346615,2.0997411243628137,0.9912661477514212
29,1.2044098643693621,0.7149179147810129,0.45379708262998564,0.6664941353478533,2.216777593910837,1.1012346366313048
30,1.527614907648958,0.9411192756077326,0.8330369941585984,1.1112383407131703,2.228255341387969,1.1807830241689994
31,1.1342372315724594,0.6903859755313008,0.5648176963973451,1.2433072166579047,1.382450898924566,0.9172437358740813
32,2.7576468604680024,0.845775603591545,1.056300061003665,1.3184158791016363,1.4635220339620152,1.4221674298095406
33,3.624355381133453,1.2988725081215222,1.5340203207922702,1.86169532970996,2.0508224023027473,1.7984361302454157
34,2.1862283926434576,0.8705326923425515,1.0397255464511894,1.1890480921614583,1.2782665865327378,1.698719395713822
35,1.5748785512682486,0.7132412429889183,1.4721162001535,0.6679649692653008,0.8073234980361136,1.4146153738616056
36,1.0331170254705517,0.30625530469907364,1.1618840264570327,0.40814805335094206,0.27787361785346315,0.6282835197269638
37,2.9802674030491194,0.7923095761286304,1.1317210094835999,0.9936545499811189,1.6116413022369698,1.718682887894872
38,5.1378327497998555,0.9361603329452236,1.1396675213687466,1.2839339569098447,2.0495174927551094,2.5283241056241597
39,2.0482842120565405,0.6870795445663282,0.8883762984079763,0.6996911623117484,1.1626694515139429,1.4565477612926487
