para_num,term_str,n
12,vzachic,1
12,vεab,3
12,xa,16
12,xabac,1
12,xac,1
12,xachoc,1
12,xacu,1
12,xaui,2
12,xavi,2
12,xbalan,1
12,xbalanque,1
12,xbalanq~,1
12,xbanouic,1
12,xbe,2
12,xbec,1
12,xcabano,1
12,xcah,2
12,xcahapanoc,1
12,xcam,2
12,xcamic,1
12,xcamou,1
12,xcamouic,1
12,xchicabÿh,1
12,xchicacoh,1
12,xchoc,1
12,xcholic,1
12,xcunax,1
12,xcupix,1
12,xe,1
12,xebec,1
12,xeicou,1
12,xeicouic,1
12,xel,1
12,xeqha,6
12,xeqhacut,1
12,xequeba,1
12,xere,3
12,xilo,1
12,xiquivbah,1
12,xmeho,1
12,xnucam,1
12,xopon,1
12,xoponic,1
12,xoquic,1
12,xoquil,2
12,xpe,1
12,xqha,5
12,xquibano,3
12,xquibih,1
12,xquicam,1
12,xquilo,1
12,xquiz,3
12,xril,1
12,xticaric,1
12,xtiquitax,1
12,xtzac,1
12,xu,2
12,xubaxic,1
12,xucam,1
12,xucoh,1
12,xunao,1
12,xutzinic,1
12,xutzocopih,1
12,xuxic,1
12,xvachinic,1
12,xzilibatah,1
12,xziquinic,1
12,yaaxel,1
12,yamanic,1
12,yavic,1
12,zac,2
12,zaqui,4
12,εab,2
12,εaε,2
12,εaεate,2
13,a,1
13,acahau,1
13,acanoc,2
13,achuch,1
13,ahpu,1
13,ala,1
13,apa,1
13,apanoc,1
13,are,9
13,areri,1
13,at,1
13,atalabe,1
13,avmal,1
13,bala,2
13,banol,1
13,bih,1
13,ca,7
13,cabal,6
13,cabarinac,1
13,cacabal,1
13,cacachaquimah,1
13,cacaxico,1
13,cacayaco,1
13,cache,1
13,cacoto,1
13,cah,1
13,caha,1
13,cahanican,1
13,cahoc,5
13,cahurux,1
13,caib,3
13,caien,1
13,camizaxic,1
13,camoc,1
13,canih,1
13,canutao,1
13,caqha,1
13,caquina,1
13,caquix,1
13,catarih,1
13,cate,7
13,catecut,1
13,catinic,1
13,catqohe,1
13,caxohanic,1
13,cayeloon,2
13,caziquiiah,1
13,caziquin,1
13,cha,2
13,chavech,1
13,chayatahic,1
13,che,10
13,chi,9
13,chibeta,1
13,chic,9
13,chica,1
13,chicaban,1
13,chicabÿh,1
13,chicacamizah,1
13,chicahic,1
13,chicam,1
13,chicata,1
13,chicatzac,1
13,chicaxol,1
13,chichumilal,1
13,chicucah,1
13,chicut,3
13,chihul,1
13,chila,2
13,chimatzalah,1
13,chipe,1
13,chiquech,2
13,chiquibil,1
13,chiquilo,2
13,chire,4
13,chiri,6
13,chiroxih,1
13,chita,1
13,chiteleba,1
13,chivi,1
13,chivila,1
13,chu,1
13,chubano,1
13,chubinic,1
13,chuca,1
13,chucabih,1
13,chuchacuh,1
13,chuchi,2
13,chuinoc,1
13,chul,1
13,churacuh,1
13,chutzinoc,1
13,chuuec,1
13,chuvabaxic,1
13,chuvec,1
13,chuxoc,1
13,cohqhata,1
13,colbal,1
13,colon,1
13,conohel,3
13,copon,1
13,coto,1
13,cototahic,1
13,cototahoc,1
13,couic,1
13,cu,6
13,cub,1
13,cubano,1
13,cucah,1
13,cucot,1
13,cucoto,1
13,cul,1
13,cumal,2
13,cuq,3
13,cuqux,1
13,curi,5
13,cut,25
13,cuta,1
13,cute,1
13,cuya,1
13,e,4
13,elebal,2
13,ha,1
13,hacama,1
13,hazlahic,1
13,he,1
13,huhunal,1
13,hul,13
13,humah,2
13,hun,8
13,hupacha,1
13,hupah,1
13,hurui,1
13,huyub,1
13,icama,1
13,icouic,1
13,in,1
13,iqux,1
13,ix,1
13,ixqovi,1
13,iz,2
13,iziquibal,1
13,la,2
13,lacabebal]2,1
13,laoh,1
13,lo,2
13,ma,2
13,macu,1
13,mahabi,3
13,mal,2
13,mapa,2
13,matzal,1
13,maui,3
13,mi,9
13,mixetubuquih,1
13,motz,1
13,na,5
13,nabe,1
13,nah,1
13,naht,1
13,nahta,1
13,nima,5
13,nu,1
13,oc,1
13,oca,1
13,oh,2
13,omuch,13
13,oxih,2
13,pa,14
13,pachal,1
13,pahul,2
13,pala,1
13,pu,3
13,puch,8
13,qahol,2
13,qaholab,17
13,qaholab?,1
13,qaxtoq,1
13,qazlic,1
13,qha,1
13,qhauic,1
13,qo,4
13,que,4
13,quebinouic,1
13,quebuchuvic,1
13,quehe,1
13,queheri,1
13,quen,1
13,queyoc,1
13,qui,18
13,quib,2
13,quibano,1
13,quibil,1
13,quicamic,1
13,quicot,1
13,quinanucoto,1
13,quinaoh,1
13,quivi,1
13,quixpetoc,1
13,qux,1
13,racan,2
13,rachac,1
13,ri,32
13,rib,3
13,rixcac,3
13,rizmal,1
13,ru,2
13,rumal,3
13,ta,30
13,tah,1
13,tahic,1
13,tana,1
13,tzalanem,1
13,tzih,2
13,v,8
13,vach,1
13,vae,1
13,vapalil,2
13,vbanic,1
13,vbanoh,1
13,vbi,2
13,vca,1
13,vchac,1
13,vchacatahic,1
13,vchi,1
13,vcolbal,1
13,vcotic,1
13,ve,3
13,vhul,3
13,vi,7
13,vla,4
13,vleu,4
13,vleuh,1
13,vloc,11
13,vmal,1
13,vmoquiquil,1
13,vnabe,1
13,vqahol,1
13,vtuquel,1
13,vtz,4
13,vtzbala,1
13,vv,1
13,vvcubcaquix,1
13,vxehul,1
13,xa,10
13,xacu,1
13,xata,1
13,xaui,1
13,xbalanque,1
13,xbe,1
13,xcabano,2
13,xcah,3
13,xcahic,1
13,xcam,1
13,xcamic,2
13,xcha,1
13,xchinteleh,1
13,xcolotah,2
13,xcoto,1
13,xe,4
13,xecabar,1
13,xecamizaxic,1
13,xeculun,2
13,xeoc,1
13,xeqha,4
13,xequiz,1
13,xic,1
13,xopon,1
13,xqha,6
13,xqhacut,1
13,xquibih,1
13,xquicat,1
13,xquicot,1
13,xquil,1
13,xquinao,1
13,xquitac,1
13,xquitarih,2
13,xquixnuziquih,1
13,xretamah,1
13,xticar,1
13,xtubuquih,1
13,xucat,1
13,xucha,1
13,xucoh,1
13,xucot,1
13,xucoto,2
13,xuhuruh,1
13,xulix,1
13,xuqhax,1
13,xuqhaxic,1
13,xuracuh,1
13,xuteleba,1
13,xutiquiba,1
13,xutzin,1
13,xutzinic,1
13,xuyac,1
13,xziquin,2
13,xziquinic,1
13,zacbal,1
13,zanic,4
13,zipacna,14
13,ziquibal,1
14,a,1
14,abah,1
14,achbilan,1
14,ahpu,6
14,apa,1
14,apanoc,1
14,apon,1
14,are,4
14,at,3
14,au,1
14,avvmal,1
14,ba,1
14,bala,2
14,banol,1
14,be,2
14,biquitahic;,1
14,cabihir,1
14,cacanic,1
14,cacaxibih,1
14,cachapa,1
14,cachapo,1
14,cacvacavoh,1
14,cahoc,1
14,caholab,1
14,caib,1
14,camic,1
14,canic,1
14,canu,1
14,canuchihchic,1
14,canutzucuh,1
14,caquihtala,1
14,caquix,1
14,car,2
14,carahtah,1
14,catbe,1
14,catbec,2
14,cate,8
14,catel,1
14,catoc,1
14,chacab,1
14,chavechaah,1
14,chi,8
14,chibetah,1
14,chic,9
14,chicah,1
14,chicarico,1
14,chicut,3
14,chincanah,1
14,chiquech,1
14,chiquivach,1
14,chirecah,1
14,chirechaah,1
14,chitionic,1
14,chivacatic,1
14,chivaih,1
14,chivi,1
14,chiya,1
14,chu,1
14,chutzucuh,2
14,chuxe,5
14,coc,1
14,coh,1
14,cohoc,1
14,cohvtio,1
14,cu,7
14,cula,1
14,cumal,3
14,cumatzih,1
14,curi,6
14,cut,12
14,cute,1
14,cutih,1
14,cutzin,1
14,cuxibih,1
14,e,1
14,ec,2
14,echa?,1
14,ha,1
14,hac,1
14,houol,1
14,hu,1
14,huiub,1
14,hun,8
14,huna,1
14,hupulic,1
14,hupunic,1
14,huyub,5
14,huyub;,1
14,huzuc,1
14,iv,1
14,ivaba,1
14,ix,1
14,ixqaholab,2
14,lama,1
14,laquiba,1
14,lo,2
14,ma,3
14,maba,1
14,mac,1
14,machibeon,1
14,mahabi,2
14,maui,6
14,meauan,2
14,mi,2
14,na,3
14,nabe,2
14,naquipa,1
14,nima,5
14,nimarizai,1
14,nu,2
14,nuvach,1
14,oc,3
14,oh,2
14,oher,1
14,omuch,1
14,oquic,1
14,pa,2
14,pacal,2
14,pacalic,3
14,paqueic,1
14,patac,1
14,pec,1
14,pu,1
14,qahol,2
14,qaholab,6
14,qha,2
14,qhari,1
14,qiquin,1
14,qo,5
14,quechelah,1
14,quehe,2
14,qui,6
14,quib,1
14,quibe,1
14,quicot,1
14,quih,2
14,quin,1
14,quinoc,1
14,quitzih,2
14,quix,1
14,qux,1
14,rachac,1
14,recha,1
14,rechaxic,1
14,rela,1
14,ri,15
14,rib,2
14,rico,1
14,rih,1
14,rihouohic,1
14,rumal,3
14,ta,10
14,tac,1
14,tah,1
14,tap,9
14,taεal,1
14,tocaba,1
14,tocob,1
14,tzihoxic,1
14,ual,1
14,v,9
14,va,1
14,vaba,1
14,vach,2
14,vaih,1
14,vbah,1
14,vbi,2
14,vbic,6
14,vbixic,1
14,vcab,1
14,vchacatahic,2
14,vchec,1
14,vcoc,1
14,vecha,1
14,vetaam,1
14,vhalvachixic,1
14,vi,7
14,vla,3
14,vloc,2
14,vqux,1
14,vtz,4
14,vvcub,1
14,xa,16
14,xarecan,1
14,xarico,1
14,xata,1
14,xaxrah,1
14,xbalanque,6
14,xbec,1
14,xbecut,1
14,xcatiho,1
14,xchac,1
14,xchacatah,2
14,xchacatahvi,1
14,xchachaplo,1
14,xchax,1
14,xchicabÿh,1
14,xcoc,1
14,xcohtzalih,1
14,xcutun,1
14,xe,5
14,xecamic,1
14,xel,1
14,xelahic,1
14,xeopon,1
14,xeperi,1
14,xere,1
14,xlilob,1
14,xma,1
14,xnurico,1
14,xo,1
14,xoc,2
14,xqha,6
14,xquicoh,2
14,xquicoho,1
14,xquicu,1
14,xquiz,2
14,xrah,3
14,xuchaxcut,1
14,xuculu,1
14,xul,1
14,xuqhax,1
14,xuxic,2
14,xzolcopih,1
14,yoε,1
14,zachibal,1
14,zalam,1
14,zcaquin,2
14,zelabah,1
14,zipacna,12
14,zipacna?,1
14,zivan,4
14,εab,1
15,a,1
15,ahau,1
15,ahilan,1
15,ahpu,8
15,alal,1
15,apa,2
15,are,9
15,at,5
15,ba,1
15,bala,1
15,banoh,2
15,be,2
15,bec,1
15,bit,1
15,bulih,1
15,ca,2
15,cab,4
15,cabe,1
15,cabi,1
15,cabiquilahic,1
15,cabracan,7
15,cabrracan,7
15,cac,2
15,cacanic,1
15,cachape,1
15,caculha,2
15,cacupupic,1
15,cacurulah,1
15,cah,1
15,cahoc,2
15,caib,3
15,calaxic,1
15,cama,1
15,canunao,1
15,caquicouizah,1
15,caquilo,1
15,caquix,3
15,caquÿc,1
15,cat,1
15,catahin,1
15,cate,2
15,catqohe,1
15,cauahin,1
15,cauulih,1
15,chacahoc,1
15,chacatahic,1
15,chamox,1
15,chauax,1
15,chaviquicab,1
15,chi,9
15,chibe,2
15,chibochÿh,1
15,chic,7
15,chicatzac,1
15,chicavvbah,1
15,chicaxol,1
15,chicaya,1
15,chichacatahic,1
15,chichacuxic,1
15,chicoinic,1
15,chicouin,1
15,chicut,3
15,chicuxlabih,1
15,chila,3
15,chimuc,1
15,chipi,1
15,chique,3
15,chiquech,1
15,chiquibil,1
15,chiquitihtobela,1
15,chiquivvbah,1
15,chirain,1
15,chire,4
15,chirech,1
15,chirih,4
15,chitÿc,1
15,chiya,1
15,chiyanic,1
15,chiyipouic,1
15,chu,1
15,chumaihah,1
15,chuti,2
15,chutinih,1
15,chutzica,1
15,chuvach,5
15,chuvi,1
15,chuxic,1
15,coh,1
15,coquil,1
15,cu,4
15,cumal,4
15,curi,8
15,curraih,1
15,cut,21
15,cuz,1
15,e,2
15,etamanel,1
15,habi,1
15,hiconoc,1
15,holab,1
15,huiub,4
15,hun,18
15,hupacha,1
15,huracan,2
15,hurracan,1
15,huyub,10
15,huzu,1
15,ibi,1
15,in,3
15,iohol,1
15,iuecha,1
15,lal,4
15,lebal,1
15,ma,1
15,mabi,1
15,macu,2
15,macuhabi,1
15,mahabi,4
15,mana,1
15,mapa,1
15,maui,4
15,mavi,1
15,meba,1
15,mi,2
15,na,1
15,nabe,1
15,naht,1
15,naquila,2
15,naquipa,2
15,nicah,1
15,nima,5
15,nimal,1
15,nimarizai,1
15,nu,1
15,oc,1
15,oh,3
15,pa,1
15,patac,1
15,pu,2
15,puch,4
15,puleu,3
15,qa,1
15,qahol,7
15,qaholab,7
15,qiquin,13
15,qo,3
15,qolic,1
15,qovi,2
15,que,1
15,quech,1
15,quehe,4
15,quequicot,1
15,quevi,1
15,quevvbanic,1
15,qui,7
15,quib,1
15,quibÿh,1
15,quicouic,1
15,quih,6
15,quin,1
15,quitzih,4
15,racan,3
15,raxa,1
15,re,2
15,rech,1
15,rechaxic,1
15,relebal,2
15,ri,25
15,rib,1
15,ronohel,2
15,rox,1
15,ruc,1
15,rumal,6
15,ruq,1
15,ruxlab,3
15,ta,18
15,tah,1
15,tubul,1
15,tzac,1
15,tzarabom,1
15,tzih,1
15,v,6
15,vaal,1
15,vach,1
15,varal,2
15,vbac,1
15,vbi,1
15,vbic,1
15,vbolic,1
15,vbom,1
15,vcab,2
15,vcabichal,1
15,vcaxah,1
15,vchacatahic,2
15,vchub,1
15,vcul,1
15,ve,3
15,vech,1
15,vetaam,1
15,vi,10
15,vleu,2
15,vleuh,6
15,vlÿ,1
15,vqhax,1
15,vqux,2
15,vquxlal,1
15,vtz,4
15,vtzih,1
15,vvach,1
15,vvb,2
15,vvbanic,1
15,vvcub,3
15,vzimzohil,1
15,xa,13
15,xapu,1
15,xaui,1
15,xavi,2
15,xax,1
15,xbalan,1
15,xbalanque,7
15,xbe,1
15,xcabih,1
15,xcacam,1
15,xcha,1
15,xchacah,1
15,xchacou,1
15,xchicabÿh,1
15,xchinvvlih,1
15,xchivilna,1
15,xchoc,1
15,xchuraih,1
15,xcul,1
15,xculutah,1
15,xe,1
15,xeopon,1
15,xeqha,7
15,xere,2
15,xim,3
15,xivil,1
15,xivilo,1
15,xpetic,1
15,xqha,6
15,xqhauic,2
15,xquibac,1
15,xquibol,2
15,xquicoho,1
15,xquicul,1
15,xquiculuba,1
15,xquilo,1
15,xquimucu,1
15,xquitarih,1
15,xrilih,1
15,xubbanchic,1
15,xuquiz,1
15,xutio,1
15,xutzinic,1
15,xutzonoh,1
15,xuvlihtah,1
15,xya,1
15,yacalic,1
15,yohol,2
15,zac,1
15,zahcab,1
15,zaqui,1
15,zaquiroc,1
15,zcaquin,2
15,zimizoh,1
15,zipacna,1
15,εan,1
16,ahpu,2
16,are,1
16,bi,1
16,bixic,1
16,cahau,1
16,chacab,1
16,chic,1
16,chicut,1
16,chuvi,1
16,hun,2
16,nicah,1
16,pu,1
16,puch,1
16,qaholaxic,1
16,que,1
16,qui,2
16,quicahau,1
16,ri,2
16,v,2
16,vbixic,1
16,vtzihoxic,1
16,xa,3
16,xbalan,1
16,xbalanq’,1
16,xcacamuh,2
16,xchicabÿh,2
17,ah,4
17,ahal,4
17,ahalmez,2
17,ahaltocob,2
17,ahau,4
17,ahauab,3
17,ahbix,1
17,ahcot,1
17,ahnaoh,1
17,ahpu,5
17,ahtzibenai,1
17,al,2
17,aponoc,1
17,are,25
17,bac,5
17,bate,1
17,batz,6
17,be,1
17,bi,4
17,bÿc,1
17,ca,1
17,cab,1
17,caban,1
17,cacab,1
17,cachui,1
17,caculha,2
17,cahau,1
17,cahauarem,4
17,cahchamÿal,1
17,cahib,1
17,caib,2
17,came,6
17,camic,1
17,canimaxic,1
17,canoc,1
17,cate,1
17,catol,1
17,chaah,1
17,chacatahic,1
17,chamia,2
17,chamÿ,1
17,chamÿa,1
17,chamÿaholom,1
17,chi,10
17,chiacabal,1
17,chibaquir,1
17,chibe,1
17,chibinic,1
17,chic,6
17,chicah,1
17,chicam,2
17,chicamic,3
17,chicamouic,1
17,chicul,1
17,chiculvachih,1
17,chiculvachix,1
17,chicuri,3
17,chicut,2
17,chipe,3
17,chipi,1
17,chiquecumal,1
17,chiquibano,1
17,chiquicozih,1
17,chiquiculelaah,1
17,chiquiculmah,1
17,chiquitocota,1
17,chiquivach,1
17,chire,1
17,chirih,3
17,chizipohic,1
17,chopon,1
17,chouen,4
17,choven,2
17,chuch,3
17,chul,1
17,chuqhaxic,3
17,chuva,1
17,chuvach,5
17,chuxauah,1
17,chuyabih,1
17,chuεanel,1
17,conoh,1
17,conohel,2
17,cu,2
17,cuchumaquic,1
17,culel,1
17,cumal,3
17,curi,7
17,cut,14
17,cute,1
17,cuxic,1
17,e,10
17,enic,1
17,enimac,1
17,ha,2
17,holom,2
17,hom,1
17,hu,1
17,huhun,1
17,huhunchi,1
17,hun,23
17,hunahpu,7
17,hunhunahpu,5
17,hupuloc,1
17,huracan,2
17,iachvach,1
17,ilol,1
17,libah,1
17,mahabi,3
17,mapuhabi,1
17,maui,2
17,nabe,1
17,nac,1
17,nah,2
17,naoh,2
17,naquipa,1
17,nauiquil,1
17,nim,1
17,nimac,1
17,nohel,1
17,oc,1
17,pa,2
17,pabe,1
17,paca,1
17,pach,1
17,pan,1
17,patan,5
17,pe,1
17,pu,6
17,puch,5
17,puh,3
17,puvac,1
17,qahol,3
17,qha,1
17,qoheic,1
17,que,3
17,quebe,1
17,quecachac,1
17,quecuchmaihic,1
17,quehiquic,1
17,quehuminic,1
17,quenicnotic,1
17,quetamabal,1
17,quetzabal,1
17,queul,1
17,qui,25
17,quib,1
17,quibi,1
17,quic,3
17,quicauubal,1
17,quih,1
17,quinim,1
17,racan,1
17,rahaual,1
17,rahauarem,2
17,rahchami,1
17,rax,1
17,raxa,1
17,ri,19
17,rixoquil,2
17,ro,1
17,rumal,1
17,ruq,1
17,ta,12
17,tacoc,1
17,tah,1
17,telelaon,1
17,tzamez,1
17,tzih,2
17,tzuum,1
17,v,5
17,va,1
17,vach,2
17,vachinel,1
17,vae,1
17,varal,4
17,vbeel,1
17,vbi,4
17,vcab,2
17,vcub,1
17,ve,3
17,vi,7
17,vinac,5
17,vlaquel,1
17,vleuh,5
17,vloc,1
17,voc,2
17,vpatan,2
17,vqahol,1
17,vqhaxic,2
17,vqoheic,1
17,vqux,1
17,vtz,1
17,vtzihoxic,1
17,vucub,1
17,vvcub,6
17,vvcubhun,1
17,vzamahel,1
17,xa,14
17,xachaah,1
17,xapu,1
17,xax,1
17,xazac,1
17,xbalanque,1
17,xbaquiyalo,1
17,xcaminac,2
17,xchicabÿh,1
17,xe,1
17,xealaxic,1
17,xecanah,1
17,xechaah,1
17,xecotobax,1
17,xeralcualah,1
17,xetzaixic,1
17,xevxic,1
17,xeyaluh,1
17,xibalba,7
17,xic,2
17,xiquiripat,1
17,xit,1
17,xmucane,2
17,xob,1
17,xpiyacoc,2
17,xquicam,1
17,xquicuc,1
17,xquicutu,1
17,xquiraih,1
17,xquita,1
17,xu,1
17,yaol,1
17,yaquieic,1
17,zot,1
17,zu,1
17,zÿah,1
17,εana,3
18,achbilai,1
18,achihab,1
18,ahal,3
18,ahalmez,1
18,ahau,2
18,ahauab,5
18,ahpu,3
18,are,5
18,bac,1
18,bala,2
18,bate,1
18,batz,1
18,bec,1
18,ca,2
18,cacamaihah,1
18,cahau,1
18,cahib,1
18,came,5
18,came?,1
18,camol,1
18,cana,2
18,canna,1
18,canoc,1
18,capixabah,1
18,caqha,2
18,caquix,2
18,carchah,1
18,cate,3
18,cavach,1
18,chaaha,1
18,chabi,1
18,chamia,2
18,chi,5
18,chic,1
18,chica,1
18,chicacaztah,1
18,chicam,1
18,chicochoch,1
18,chila,1
18,chimecoh,1
18,chipe,1
18,chiquicam,1
18,chire,1
18,chivech,1
18,choc,1
18,choconizah,1
18,choconizan,1
18,choven,1
18,chuch,4
18,chuqhaxic,1
18,chuvi,2
18,cochoch,1
18,cohcamic,1
18,cohiuoiobeh,1
18,conohel,1
18,copquic,1
18,cu,5
18,cuchumaquic,1
18,culic,1
18,cumal,1
18,cuq,3
18,curi,2
18,cut,13
18,e,3
18,et,1
18,ha,1
18,he,1
18,holom,3
18,hom,2
18,hona,2
18,hun,12
18,hunahpu,3
18,huracan,2
18,i,1
18,ivatit,1
18,ive,1
18,ixca,1
18,ixrah,1
18,libah,1
18,mahabi,2
18,mal,1
18,maquitzih,1
18,mecoh,1
18,mi,1
18,mixbizonic,1
18,na,2
18,naipuch,2
18,nim,1
18,oc,5
18,ohna,2
18,pachcab,1
18,pahom,1
18,patan,1
18,petic,1
18,popachih,1
18,pu,1
18,puch,1
18,puh,1
18,puvi,1
18,qha,1
18,qhab,1
18,qhabi,1
18,qo,2
18,qohul,1
18,qolic,1
18,que,3
18,quecalem,1
18,quechaah,1
18,quehe,1
18,queheri,1
18,quepe,2
18,quepetoc,1
18,queqha,5
18,quetzabal,1
18,queul,1
18,quevqhaxic,1
18,qui,11
18,quibi,1
18,quic,1
18,quiq,1
18,quitzih,4
18,quix,2
18,quixbixan,1
18,quixcoton,1
18,quixopon,1
18,quixoponoc,1
18,quixqha,2
18,quixtzuan,1
18,quzquz,1
18,racan,2
18,rahpop,1
18,ri,12
18,rih,1
18,ronohel,1
18,ru,1
18,siban,1
18,ta,8
18,taca,1
18,tacal,1
18,tacatoh,1
18,tacol,1
18,tah,1
18,toc,1
18,tocob,1
18,tucur,11
18,v,5
18,va,1
18,varal,1
18,vcholic,1
18,vholom,1
18,vi,2
18,vloc,2
18,vqux,1
18,vtuquel,1
18,vtz,1
18,vtzih,1
18,vvcub,6
18,xa,7
18,xavi,1
18,xbe,1
18,xcaminac,1
18,xchicanah,1
18,xebe,1
18,xebec,1
18,xepe,1
18,xepixabaxic,1
18,xeqha,4
18,xere,1
18,xevlic,1
18,xevqhax,1
18,xevqhaxic,1
18,xibalba,2
18,xic,4
18,xima,1
18,xiquiripat,1
18,xmucane,1
18,xob,1
18,xquizac,1
18,xtzac,1
18,xul,1
18,zamahel,6
18,εaε,1
19,a,3
19,abah,1
19,aham,2
19,ahau,2
19,ahauab,3
19,ahilan,1
19,ahpu,6
19,aon,1
19,apa,1
19,apanoc,2
19,aponoc,3
19,are,7
19,at,1
19,ba,1
19,bac,1
19,bala,2
19,balam,2
19,balami,1
19,be,11
19,beal,1
19,ca,1
19,cachiri,1
19,cah,1
19,cahib,1
19,cahulhut,1
19,caiih,1
19,cala,2
19,calah,2
19,came,14
19,camic,3
19,capoh,1
19,caracoh,1
19,carilo,1
19,catanalah,1
19,cate,5
19,catem,1
19,cautalic,1
19,cha,2
19,chaah,1
19,chac,1
19,chah,7
19,chahibal,1
19,chaim,1
19,che,8
19,chi,16
19,chibe,1
19,chic,10
19,chicaza,1
19,chicha,1
19,chicou,1
19,chicu,1
19,chicut,5
19,chiha,2
19,chihata,1
19,chique,1
19,chiqui,2
19,chiquibaquib,1
19,chiquibil,2
19,chiquiqui,1
19,chiquiquia,1
19,chiquiqux,1
19,chiquizic,1
19,chire,3
19,chiri,4
19,chiricut,1
19,chitze,3
19,chitzininic,1
19,chive,1
19,chivech,1
19,chivi,1
19,chiya,1
19,chiyohohic,1
19,chiyohyox,1
19,chizaquiric,1
19,choc,1
19,choco,1
19,chuchihal,1
19,chuec,1
19,chui,1
19,chul,2
19,chulquimoloba,1
19,chupam,3
19,chupan,3
19,chuqhaxic,1
19,chuvach,1
19,chuvec,1
19,chuvi,1
19,chuxe,1
19,chuxol,2
19,cohcha,1
19,colocac,1
19,coloquic,1
19,conohel,3
19,cu,7
19,cubulel,1
19,cul,1
19,culibal,1
19,cumal,2
19,cumuc,1
19,cuq,2
19,curi,6
19,cut,25
19,cute,1
19,cuyaoc,1
19,e,2
19,echocochoh,1
19,ha,12
19,halhal,1
19,he,1
19,hix,1
19,holom,2
19,hucul,1
19,huhun,2
19,humah,1
19,hun,26
19,hunahpu,8
19,hunam,1
19,hunamatal,1
19,hunhunahpu,4
19,huzu,3
19,i,1
19,ibate,1
19,ichah,1
19,in,2
19,ipachcab,1
19,ivach,1
19,ixulic,1
19,izic,1
19,labe,1
19,ma,1
19,machupuvic,1
19,maco,2
19,macu,3
19,maha,1
19,mahabi,2
19,maoc,1
19,matat,1
19,maui,6
19,mi,1
19,molah,1
19,na,1
19,nabe,3
19,nabec,1
19,naipu,1
19,naoh,1
19,nim,2
19,nu,2
19,nuzivan,1
19,pa,7
19,pacahib,2
19,popobal,1
19,poy,2
19,pu,1
19,pucbal,1
19,puch,3
19,qha,2
19,qo,4
19,qovi,1
19,que,1
19,quebuchuuic,1
19,queca,2
19,quecamic,1
19,quecapuzu,1
19,quechiquitit,1
19,quecuma,1
19,queel,1
19,queetzapim,1
19,quehumin,1
19,queqha,1
19,quequichouic,1
19,queropop,1
19,quetzabal,1
19,quetzitilahic,1
19,quetzitzotic,1
19,queεum,3
19,queεuma,1
19,queεumaha,1
19,qui,10
19,quia,1
19,quib,5
19,quibe,1
19,quichaah,1
19,quichah,4
19,quih,1
19,quinicamo,1
19,quitziha,1
19,quitzihvi,2
19,quix,1
19,quixcu,1
19,quixpuzic,1
19,quiya,1
19,qux,2
19,rahaual,3
19,re,1
19,ri,34
19,riche,2
19,ronohel,1
19,roo,1
19,roponic,1
19,rox,1
19,ruc,1
19,rumal,3
19,ruq,5
19,ta,16
19,tem,3
19,teu,2
19,tihobal,3
19,tiquil,1
19,tzapin,1
19,tzatz,2
19,tze,2
19,tzihon,1
19,tzotz,2
19,tzotzi,1
19,ub,1
19,v,12
19,va,3
19,vach,5
19,varabal,1
19,varal,1
19,vbe,1
19,vbi,9
19,vbixic,1
19,vcab,1
19,vchi,1
19,vcumatz,1
19,ve,1
19,vholom,6
19,vi,7
19,vloc,3
19,vnimal,1
19,vpam,4
19,vqoheic,1
19,vtihobal,2
19,vtuquel,7
19,vtz,1
19,vtzbala,1
19,vtzihoxic,1
19,vvach,4
19,vvcub,12
19,vvcubhun,1
19,x,1
19,xa,13
19,xahuzuc,1
19,xalcat,2
19,xaui,3
19,xbe,4
19,xbeyaoc,1
19,xcam,1
19,xcaquizo,1
19,xcat,2
19,xchicabÿh,1
19,xchivevah,1
19,xcucah,1
19,xe,1
19,xebec,1
19,xecah,1
19,xecahcut,1
19,xecat,1
19,xechacatah,3
19,xechacatahic,1
19,xechacomahic,1
19,xeeco,1
19,xeecovi,1
19,xeel,1
19,xehumuhub,1
19,xeicou,2
19,xeicovi,1
19,xel,2
19,xemuc,2
19,xeoc,3
19,xeopon,4
19,xeoponic,1
19,xepichicharic,1
19,xepizcalih,1
19,xepuz,1
19,xeqha,3
19,xeqhacatah,1
19,xeqhacovic,1
19,xeqhau,1
19,xere,1
19,xetocotahic,1
19,xetzeen,2
19,xevalehic,1
19,xevqhax,2
19,xevqhaxic,2
19,xeyacamaric,1
19,xibal,1
19,xibalba,15
19,xmuquic,1
19,xoc,2
19,xol,2
19,xopon,1
19,xqha,2
19,xqhau,2
19,xquec,1
19,xquicacup,1
19,xquicam,1
19,xquicatah,1
19,xquichac,1
19,xquiquihila,1
19,xquiquil,1
19,xquiquiz,2
19,xquitaqueh,1
19,xquiz,1
19,xquizachic,1
19,xubanic,1
19,xuluxuh,1
19,xumaihah,1
19,xurulah,1
19,xuruxuh,1
19,xuta,1
19,xux,1
19,xuxic,1
19,xuxulim,1
19,xvachin,1
19,xvinaquiriheic,1
19,xvqhax,1
19,xyaic,1
19,yao,1
19,yaoc,3
19,yaol,1
19,zac,2
19,zacleloh,1
19,zamahel,1
19,zaqui,1
19,zaquitoc,1
19,zic,5
19,zihom,1
19,zima,3
19,zimah,2
19,ziuan,1
19,zivan,1
19,εana,1
19,εaεa,1
20,ahau,1
20,capoh,1
20,chi,1
20,cuchumaquic,1
20,cute,1
20,hun,2
