para_id,H,G,I,A,B,C,D,E,F
136,5.1681052754670675e-17,3.502081594140026e-26,0.018867253755660826,2.5664362308942974e-39,5.567317398284134e-30,4.192754489251907e-22,1.9812378535135446e-20,2.2882971107808083e-40,1.2262756684353809e-23
137,8.286053086286043e-17,5.609505083020228e-26,0.02018109417448225,4.114782056144569e-39,8.926112192290265e-30,6.722267528222066e-22,3.176530112244856e-20,3.6688267684384986e-40,1.9660948733592058e-23
138,5.41325103440008e-16,9.837564909364339e-27,0.017015782989540193,5.116958335313205e-10,4.4874480646636944e-13,1.178905147140961e-22,5.570782839443637e-21,9.024487308369614e-35,5.142020554726142e-12
139,0.00014717006776344673,3.6643337785134214e-40,0.019375874732174638,3.634484467663936e-08,4.378314266323974e-32,1.4855878031258968e-28,4.456114134990838e-33,6.176577473191128e-33,3.652285716218249e-10
140,0.0004361585643516875,7.640570296802917e-50,0.019271489774314903,8.103017622004024e-42,3.833031200461655e-39,2.463146394702863e-62,3.8466507961504613e-47,1.4629090760310018e-37,1.7183938763311726e-60
141,0.0004361585643516875,7.640570296802917e-50,0.019271489774314903,8.103017622004024e-42,3.833031200461655e-39,2.463146394702863e-62,3.8466507961504613e-47,1.4629090760310018e-37,1.7183938763311726e-60
142,0.0004361585643516875,7.640570296802917e-50,0.019271489774314903,8.103017622004024e-42,3.833031200461655e-39,2.463146394702863e-62,3.8466507961504613e-47,1.4629090760310018e-37,1.7183938763311726e-60
143,0.00043615856435168753,7.640570296802917e-50,0.019271489774314903,8.103017622004024e-42,3.833031200461655e-39,2.463146394702863e-62,3.846650796150462e-47,1.4629090760310018e-37,1.7183938763311726e-60
144,0.00014829391188136463,2.5977949598242048e-50,0.014356811511462115,1.2363342306056468e-35,1.3032306109803167e-39,8.374697741989733e-63,2.833982085550861e-47,4.974360379510189e-38,2.106564905751271e-52
145,2.7134716522935413e-15,1.6044109288415306e-56,0.011825007557871284,1.873233265307648e-35,4.2778092390509246e-48,4.31081392383386e-84,2.312304264938946e-47,7.113954617917976e-42,3.1917649998617144e-52
146,2.7134716522935413e-15,1.6044109288415306e-56,0.011825007557871284,1.873233265307648e-35,4.2778092390509246e-48,4.31081392383386e-84,2.312304264938946e-47,7.113954617917976e-42,3.1917649998617148e-52
147,2.7134716522935413e-15,1.6044109288415306e-56,0.011825007557871284,1.873233265307648e-35,4.2778092390509246e-48,4.31081392383386e-84,2.312304264938946e-47,7.113954617917976e-42,3.1917649998617148e-52
148,2.7134716522935413e-15,1.6044109288415306e-56,0.011825007557871284,1.8732332653076479e-35,4.2778092390509246e-48,4.31081392383386e-84,2.312304264938946e-47,7.113954617917976e-42,3.1917649998617148e-52
149,2.7134716522935417e-15,1.6044109288415308e-56,0.011825007557871282,1.873233265307648e-35,4.2778092390509246e-48,4.31081392383386e-84,2.312304264938946e-47,7.113954617917976e-42,3.1917649998617148e-52
150,2.7134716522935413e-15,1.6044109288415306e-56,0.011825007557871284,1.873233265307648e-35,4.2778092390509246e-48,4.31081392383386e-84,2.312304264938946e-47,7.113954617917976e-42,3.1917649998617148e-52
151,2.7134716522935413e-15,1.6044109288415306e-56,0.011825007557871284,1.873233265307648e-35,4.2778092390509246e-48,4.31081392383386e-84,2.312304264938946e-47,7.113954617917976e-42,3.1917649998617148e-52
152,2.7134716522935413e-15,1.6044109288415306e-56,0.011825007557871284,1.873233265307648e-35,4.2778092390509246e-48,4.31081392383386e-84,2.312304264938946e-47,7.113954617917977e-42,3.1917649998617148e-52
