term_str,df,dp,dh,sig
a,14,0.16091954022988506,0.4241177015296062,True
a',7,0.08045977011494253,0.2925186208797456,True
a'on,2,0.022988505747126436,0.12512513783560295,True
ab'aj,19,0.21839080459770116,0.47937130650227255,True
ab'ajil,1,0.011494252873563218,0.07405682179136469,True
ab'anel,1,0.011494252873563218,0.07405682179136469,True
ab'ix,2,0.022988505747126436,0.12512513783560295,True
ab'ixik,1,0.011494252873563218,0.07405682179136469,True
ab'ixom,1,0.011494252873563218,0.07405682179136469,True
achaq,1,0.011494252873563218,0.07405682179136469,True
achb'ilan,1,0.011494252873563218,0.07405682179136469,True
achb'ilay,2,0.022988505747126436,0.12512513783560295,True
achij,9,0.10344827586206896,0.33858812011100853,True
achijab',3,0.034482758620689655,0.16751658603888178,True
achijil,1,0.011494252873563218,0.07405682179136469,True
achijilal,1,0.011494252873563218,0.07405682179136469,True
achinaq,1,0.011494252873563218,0.07405682179136469,True
ah,4,0.04597701149425287,0.20427326417695302,True
aj,46,0.5287356321839081,0.4861097796599875,True
ajache',2,0.022988505747126436,0.12512513783560295,True
ajal,3,0.034482758620689655,0.16751658603888178,True
ajam,6,0.06896551724137931,0.2660676548363843,True
ajaw,34,0.39080459770114945,0.5297280719120141,True
ajawab',34,0.39080459770114945,0.5297280719120141,True
ajawal,1,0.011494252873563218,0.07405682179136469,True
ajawarem,12,0.13793103448275862,0.39420427519000995,True
aji,1,0.011494252873563218,0.07405682179136469,True
ajilam,1,0.011494252873563218,0.07405682179136469,True
ajilan,11,0.12643678160919541,0.37722563964742234,True
ajilatal,1,0.011494252873563218,0.07405682179136469,True
ak'alab',1,0.011494252873563218,0.07405682179136469,True
ak'u'wil,1,0.011494252873563218,0.07405682179136469,True
akab',2,0.022988505747126436,0.12512513783560295,True
akarok,8,0.09195402298850575,0.3165925053654003,True
aki,1,0.011494252873563218,0.07405682179136469,True
akul,3,0.034482758620689655,0.16751658603888178,True
akutek,4,0.04597701149425287,0.20427326417695302,True
al,10,0.11494252873563218,0.35873740240935237,True
ala,2,0.022988505747126436,0.12512513783560295,True
ala',1,0.011494252873563218,0.07405682179136469,True
alachinaq,1,0.011494252873563218,0.07405682179136469,True
alal,1,0.011494252873563218,0.07405682179136469,True
alanel,1,0.011494252873563218,0.07405682179136469,True
alaq,1,0.011494252873563218,0.07405682179136469,True
alay,2,0.022988505747126436,0.12512513783560295,True
alib',1,0.011494252873563218,0.07405682179136469,True
alk'u'al,2,0.022988505747126436,0.12512513783560295,True
alom,11,0.12643678160919541,0.37722563964742234,True
alub'ik,1,0.011494252873563218,0.07405682179136469,True
ama',1,0.011494252873563218,0.07405682179136469,True
amaq',24,0.27586206896551724,0.5125464814145027,True
amaq'el,2,0.022988505747126436,0.12512513783560295,True
amaq'il,1,0.011494252873563218,0.07405682179136469,True
ana,2,0.022988505747126436,0.12512513783560295,True
anab',1,0.011494252873563218,0.07405682179136469,True
anilab'ik,1,0.011494252873563218,0.07405682179136469,True
anim,5,0.05747126436781609,0.23683996557249232,True
anom,1,0.011494252873563218,0.07405682179136469,True
apa,19,0.21839080459770116,0.47937130650227255,True
apachina,2,0.022988505747126436,0.12512513783560295,True
apachinaq,2,0.022988505747126436,0.12512513783560295,True
apanoq,13,0.14942528735632185,0.40979941505976175,True
aponoq,5,0.05747126436781609,0.23683996557249232,True
aq,5,0.05747126436781609,0.23683996557249232,True
aq'ab',27,0.3103448275862069,0.523879446316115,True
aq'ab'a',1,0.011494252873563218,0.07405682179136469,True
aq'ab'al,6,0.06896551724137931,0.2660676548363843,True
aq'ab'il,1,0.011494252873563218,0.07405682179136469,True
aq'am,1,0.011494252873563218,0.07405682179136469,True
aq'an,1,0.011494252873563218,0.07405682179136469,True
aq'anik,1,0.011494252873563218,0.07405682179136469,True
aq'anoq,9,0.10344827586206896,0.33858812011100853,True
aqaj,1,0.011494252873563218,0.07405682179136469,True
aqan,1,0.011494252873563218,0.07405682179136469,True
are,19,0.21839080459770116,0.47937130650227255,True
are',77,0.8850574712643678,0.15590902927407677,True
astapulul,1,0.011494252873563218,0.07405682179136469,True
at,21,0.2413793103448276,0.49497870729275084,True
ata,2,0.022988505747126436,0.12512513783560295,True
