para_id,H,G,I,A,B,C,D,E,F
0,0.797857641274844,0.2763723458836694,2.6517560276520578,1.5802696427947722,0.4098219355486065,0.2796296736635446,0.2231842584582412,0.4583761429169122,0.3999580414514252
1,1.1735964002553008,0.2421160439110643,2.162376259940114,1.6227876346582166,0.6018982213378068,0.28528578993164616,0.769654245398253,0.6997575407574471,0.20791306723679512
2,0.548775800132303,0.48842137898865773,1.1976426645797178,2.2697888954287486,0.5638191197082268,0.6168438925348366,0.7687065872146471,0.580749693431987,0.15817610174857807
3,0.7140517118424279,0.752806176911065,0.9449892561206503,2.1499658600148424,0.9057658535099467,0.6416471073602555,0.6693577556952242,0.9611773537615758,0.5694956185960308
4,1.0197972486282012,0.7971107795914792,1.0275167050790792,2.363010941774033,1.0378042519638273,0.9876016546083133,0.9440319149696513,0.7948341397103037,0.8367219335432512
5,0.7366693886295123,0.5923906232063455,0.9828560728290162,2.192396980309868,0.7520810455866935,0.5176884648598458,0.4645985155206673,0.5716121801715183,0.5635873760793079
6,0.6699019362200834,0.669959119428368,0.8317205788357412,3.0668025351477115,1.173172946344552,0.5902512097776871,0.6046802424081489,0.554069963764107,0.6012771447896622
7,0.9031372944103717,0.6779383757481359,0.872765886299483,1.3571744855706467,0.8524919287749156,0.3146189745978247,0.4743123824680642,0.3021933542602615,0.5254682553438214
8,0.8522454784069651,0.8160078711414962,1.179015885079146,2.7021658279380265,1.1812963501352072,0.7107755245287976,0.680379256659962,0.7396897875708415,0.5889587408965148
9,1.1810656312800656,1.0838432475544932,0.867746652673875,1.7068145149875675,0.9341813616759691,1.456147968070614,0.5436243793196517,0.8160825409874983,1.1930432095314258
10,0.7016020357946088,0.6647851885180478,0.39526530860661485,2.313814871558849,0.6201761420001858,1.0394352090800767,0.4704580239710336,0.7668145664016011,0.9075816336930246
11,0.6597227389393089,1.0025517194952296,0.4410887251618712,1.632600017656084,0.9544804841401598,0.8704038078859607,0.6982693629078812,0.5291488000184839,0.663298348221708
12,0.8805200253023897,0.5842621049786854,1.078391911467262,2.352570528387558,0.7636015440811307,0.622827092447443,0.6538140910139604,0.6465414522993177,0.598593373981256
13,0.8687674792922394,1.024287142202001,0.7314980573887535,1.8957398624309658,0.9634079950869616,0.9149798199528425,0.6373115434510614,0.7504256837650211,0.7490085338046893
14,1.0274225395023748,0.796383038162768,0.9843303191096722,2.301146352703249,1.1578828283861484,1.1437620018510029,0.8586848441926721,0.7282644148851367,0.6218498567810754
15,1.322513256230897,1.0859277333488957,0.8463448465841779,1.8097456961256313,0.9658192338037696,0.8533423906876348,0.6829610324212176,0.9112691850460848,0.8621155658686098
16,0.7896028849738362,1.1319247800196022,0.6915620484818831,1.4142153395252972,1.1166696449060636,1.272227714583646,0.9723756759048948,0.880277810298288,0.7856086208195342
17,0.8518595427802562,1.3887897399994293,0.5743652555273868,1.1076515392034492,1.0895208871045137,1.252335544383368,0.7313165641959077,0.7256095645745863,1.0401542196561433
18,0.5889099852202448,0.917957815262431,0.4278156046736842,1.05451074329138,0.5033465671904859,0.6289028538685126,0.35613889997218473,0.5978347507360796,0.7206137438763925
19,1.2685094018385263,0.9967160450422132,1.32500485072624,1.6168597084802259,1.579087899109483,1.46564003481022,1.1943047688612116,0.763550508525194,0.9468920774916889
20,1.1825222384034018,0.9086138285486263,1.138323969181391,1.5453330653857529,2.9928772344193706,0.8452174747099577,1.0693211642202316,0.9184741635653865,0.5001204434633594
21,1.2564953595222919,0.6932578362778394,0.6612550331930354,0.5607099480963618,3.7596322722373676,0.35683133555194113,1.2338915746650136,0.7464064814775948,0.11911501550898115
22,0.9748553547682929,1.189343660528542,0.8943061909140626,1.0762910282118787,3.974059191661931,0.852202931872558,1.1967045159844285,0.9749981777128769,0.6800193422357604
23,0.8224897790312604,1.6358257102952007,0.6402585855866192,0.7939413726455145,3.707637213714219,1.7030548923434108,1.7402880041323243,1.1383327151136207,0.8527979665113555
24,0.6801803385581136,1.5994739374600864,1.6306945972701439,0.5741918801009694,3.835367749688124,1.501020572619705,1.6154509097322802,0.9191799966283054,0.9987168862388511
25,0.9152127757374984,1.777112010590503,1.428795672556654,0.6867687558285546,2.620120428498381,1.2966502307273502,1.4596379339718115,0.8800418377713651,1.0095627846842463
26,0.5712066438376164,1.2510140437211141,0.8102299828803261,0.7559343198964561,3.1723621570030107,1.0085921823174748,1.3186730400607365,0.9461728457225507,0.6098187848111281
