chunk_80_id,term_str,n
1,abah,1
1,abanel,1
1,ah,2
1,ahbiz,1
1,ahnaoh,2
1,ahpu,2
1,al,1
1,alay,1
1,alom,2
1,amaquil,1
1,are,4
1,arecut,1
1,ato,1
1,aεab,1
1,bitol,3
1,bizol,1
1,ca,1
1,cabantah,2
1,cabauil,1
1,caca,2
1,cacatzinin,1
1,cacazilanic,1
1,cachamanic,1
1,cacotzobic,1
1,cah,10
1,calah,1
1,camal,1
1,camaxic,1
1,camolobic,1
1,camuhibal,1
1,camul,2
1,car,1
1,catolona,1
1,catzininic,1
1,catzinonic,1
1,cazilobic,1
1,chaca,1
1,chamam,1
1,che,1
1,cheexic,1
1,chi,2
1,chic,4
1,chicop,1
1,chiqui,1
1,chiquiz,1
1,chirech,1
1,chizaquil,1
1,cho,2
1,christianoil,1
1,chu,1
1,chupan,1
1,chuqhaxic,3
1,chuquenel,1
1,cotz,1
1,cuc,1
1,cut,2
1,cute,1
1,dios,1
1,e,6
1,etamanel,1
1,euaxibal,1
1,eval,1
1,ha,2
1,hul,1
1,hun,5
1,ilbal,3
1,ilol,1
1,iyom,1
1,lianic,1
1,lolinic,1
1,mahabi,3
1,mamom,2
1,matzanel,1
1,maui,1
1,mucutal,1
1,na,2
1,nabe,3
1,nim,1
1,nimac,2
1,oc,2
1,oher,3
1,oε,1
1,pa,8
1,palo,5
1,petenac,1
1,popo,1
1,puch,5
1,qahol,1
1,qaholom,2
1,qazlem,1
1,qhaxic,1
1,qo,5
1,qoheic;,1
1,qol,1
1,qolem,1
1,qolic,2
1,qolic;,1
1,qonaipuch,1
1,qovi,1
1,qucumatz,3
1,quehe,1
1,quel,1
1,queεum,1
1,quibi,1
1,quiche,4
1,quichelah;,1
1,quila,1
1,quilalo,1
1,quim,1
1,quxlaay,1
1,quxlanel,1
1,rachbixic,1
1,rachtzihoxic,1
1,ramac,1
1,raxalaε,1
1,raxatzel,1
1,raxon,1
1,re,3
1,rech,2
1,remanic,3
1,retaxic,1
1,ri,4
1,ronohel,5
1,rumal,3
1,ruq,1
1,rÿ,1
1,ta,3
1,tap,1
1,tepeu,2
1,tinamit,1
1,tu,1
1,tzacol,3
1,tzibam,1
1,tzih,5
1,tzihoxic,1
1,tziquin,1
1,tzuc,1
1,tzucuxic,1
1,tzuk,1
1,tzÿz,1
1,v,5
1,vach,1
1,vae,3
1,varal,2
1,vbi,3
1,vbinaam,1
1,vcah,3
1,vcahau,1
1,vcalahobizaxic,1
1,vchan,1
1,vchuch,1
1,vcutunizaxic,1
1,vi,6
1,vinac,1
1,vinac;,1
1,vinaquila,1
1,vinaquirem,1
1,viri,1
1,vleu,3
1,vleu;,1
1,vmeh,1
1,vpa,2
1,vpacah,1
1,vpeoxic,1
1,vqhabal,1
1,vqux,3
1,vticaribal,1
1,vtiu,1
