doc_id,cluster_label,cluster_letter
0,2,A
1,2,A
2,2,A
3,2,A
4,2,A
5,3,B
6,3,B
7,3,B
8,3,B
9,3,B
10,3,B
11,1,C
12,1,C
13,1,C
14,1,C
15,1,C
16,1,C
17,1,C
18,1,C
19,1,C
20,1,C
21,1,C
22,1,C
23,1,C
24,1,C
25,1,C
26,1,C
27,1,C
28,1,C
29,1,C
30,1,C
31,1,C
32,1,C
33,1,C
34,2,A
35,2,A
36,5,D
37,5,D
38,5,D
39,5,D
40,5,D
41,5,D
42,5,D
43,5,D
44,5,D
45,5,D
46,5,D
47,5,D
48,5,D
49,5,D
50,5,D
51,5,D
52,4,E
53,4,E
54,4,E
55,4,E
56,4,E
57,4,E
58,4,E
59,4,E
