chunk_80_id,0,1,2,3,4,5
43,5.821430418178419e-22,0.02333087453029066,7.820527449036483e-10,4.792039417645756e-19,1.6867787163411022e-20,2.0705270687988495e-19
44,0.0024618038763310193,0.017015474663277085,0.0033981921992382222,0.00693785044808298,5.95592692412708e-07,7.005030513809598e-05
45,0.000289901894772883,0.004237320122339478,0.002472935867018161,0.012421391822960235,7.354218595807775e-10,0.005978564881450891
46,2.2042033496049003e-23,5.259071846222357e-11,2.603662004514561e-23,0.024986101077086268,0.0009773041803472664,1.3821118812165115e-21
47,0.002649095361351847,1.2767255838347463e-25,6.0247790210865e-26,0.024399885780122192,2.2090264821910764e-28,6.470839217249886e-20
48,0.012756359692812596,1.3667976601804487e-32,0.0004765304303390761,0.017215295631756795,1.212535527086177e-23,4.46989918748231e-38
49,0.010962858371654196,1.2207792880092555e-23,0.008293616826587833,0.01009668925674291,3.257003421247298e-30,6.219601841718215e-25
50,0.021671300415419745,1.302855965843235e-16,4.239874358932494e-07,0.006021309517855477,2.309751235722798e-22,1.5479122811499174e-22
51,0.02503497157873534,1.3670068995730658e-14,3.3250987019598463e-28,3.81598681309203e-15,2.0804616964977992e-07,3.2368984628664606e-18
52,0.01838743463271676,0.004794049150109705,8.039616570360643e-32,0.0018275046739058302,7.946473517694268e-17,2.218605433581288e-14
53,0.029089410307279934,9.127175410432772e-16,1.7825169593076847e-27,4.1921626514750185e-20,1.483803728738838e-16,1.1605500629115244e-20
54,0.02892009988845882,4.5408615661799176e-21,6.877872580597298e-21,7.283649444208754e-17,1.1918350293333257e-20,9.448801472004687e-19
55,0.025165870808465496,5.685093397887143e-29,2.5848062497928117e-22,1.961969167004704e-21,0.00029742848776139846,6.828209811367334e-21
56,0.028836802586921367,7.727086514011817e-29,5.888804745341713e-23,2.0203077531353594e-22,1.2399962571366502e-27,1.1755727725032529e-29
57,0.02947732558661843,2.2102858528901143e-25,5.155076142779708e-19,1.436334032313705e-07,4.049324190211365e-12,2.5498178925452165e-07
58,0.026683124945074604,4.64231332445989e-37,3.812654152203009e-12,7.496508056820347e-18,9.319585860160602e-40,3.531949349459492e-21
59,0.008354486464269416,1.4186637759346714e-26,1.3533920409890631e-05,5.088480088936895e-16,2.608382230161983e-26,0.017710024692277778
60,0.018817780521951485,5.908080400678912e-28,1.689814351520155e-24,1.259918369190686e-28,2.5739978148783477e-33,0.009895715466487412
61,0.022479951124366928,8.900747415372565e-11,1.2094458599445473e-13,1.798758004629438e-15,3.745944433869422e-12,0.0041899553553874916
62,0.0026523612141920606,8.210754682315726e-18,2.84749594398985e-14,6.81401877055173e-31,3.394735973335055e-23,0.024805330342058757
63,0.00714996068202274,9.180717215663295e-22,9.686140523187861e-30,1.9828484890957974e-30,1.549941525378279e-33,0.016771848812759553
64,0.017823777612159752,8.26790677429033e-16,0.0015015071775211467,3.643323794330218e-15,3.009385420681616e-13,0.00951242195089833
65,0.02708358571207162,1.3255161110438585e-07,2.0693772808800063e-11,7.76454116052481e-18,2.64536280647647e-13,2.1128305629035024e-09
66,0.024602280342198357,1.0734493277279372e-11,5.024356115150667e-05,2.869586699575057e-19,0.0007103731712353268,0.0018867742255185992
67,0.02493918510421378,5.330739453537314e-19,0.0018155257641897047,3.733936169783695e-18,0.0015728460359043489,4.477959048841995e-15
68,0.030222274143652462,2.078960049516652e-20,7.0755696366075344e-15,3.765536758164575e-06,1.3476423253307915e-22,6.312141226877633e-17
69,0.02001605413826683,4.6787460253889966e-21,0.009881298870029968,3.265231072562301e-28,2.298021110811877e-31,0.00042225639043239066
70,1.3775291338698292e-12,1.1236978227358387e-31,0.02416669928590766,2.374868982299745e-32,9.797872207627632e-28,7.204591206053331e-28
71,2.879009210427698e-15,3.061001957342668e-35,0.026201965020523525,1.873130760245037e-29,7.983706105131481e-26,2.2374556714330964e-24
72,2.2340065417965823e-21,1.9299969705872642e-29,0.02642033999690798,4.9833836544171136e-33,3.5037167135581068e-37,9.536177926258406e-20
73,2.1664902948703448e-16,6.09455799873034e-12,0.023162728438880138,8.293253648109251e-32,7.277364625447291e-31,2.479469105251967e-21
74,4.96482074746869e-11,4.668656433512477e-26,0.02674301830038821,1.883382939208808e-11,9.491563231886587e-20,2.811467428835354e-18
75,2.46372301000783e-19,7.843263172528447e-09,0.02431683677763897,1.9591690807660775e-18,0.0005821574625803975,5.64145847294412e-12
76,8.952980905592787e-12,7.750030728790779e-39,0.02139125491239838,3.2016984383746428e-24,2.7082947635304676e-26,1.34599960931543e-34
77,7.838112063057733e-14,6.986179875538387e-22,0.02859176075076825,4.214665003551231e-11,5.2647345433378845e-17,4.821258974689854e-19
78,0.001998630996475213,2.1999893412455663e-36,0.027446287101615455,7.213189684758526e-12,5.797111495994928e-18,1.590210873415822e-40
79,0.00013207574567873152,1.715828246599223e-40,0.018983274621078967,1.8132826968156828e-18,9.240768263391242e-48,1.5805573132632043e-55
80,1.6587587836099404e-12,7.068981114623421e-28,0.017715274910480472,1.3372635018730266e-24,3.2944797152301644e-18,2.482447791834936e-38
