para_id,C,E,F,A,B,D
91,0.005305105549263389,2.050525365613935e-14,3.1910137418985754e-09,1.539635460887828e-13,9.743120708015974e-18,0.01340939340449334
92,0.009379982869528396,6.430662360670882e-14,5.638224736348794e-09,0.009338642072019043,5.922287652272627e-18,2.3610943222543682e-14
93,6.846812967556373e-17,5.335269278796586e-14,5.008062119972172e-17,0.01776173099920473,1.1263021465342557e-17,6.9452690537672616e-15
94,3.0735228097446004e-17,1.547147134230585e-08,2.1176979914094235e-17,0.019069717134081385,4.762736650045371e-18,3.0869241207772403e-15
95,3.0893398124884603e-18,2.680696571093324e-08,5.461571370088106e-23,0.02002804360913953,1.517358672356126e-22,2.600179322498983e-16
96,9.862636903350456e-18,0.0003783700316598252,0.0008083820699031464,0.01801084007185404,2.8349789107596886e-23,4.75722031607539e-17
97,1.1379356804064951e-17,0.00046309106050237216,0.0009894001407710288,0.017559134985283976,7.2039124457496515e-25,2.116021280512535e-26
98,3.4342987452577244e-12,0.0034675128023921357,0.0008245001583564704,0.014632613040098082,4.030544941141933e-11,5.317165663584808e-13
99,3.67531169198782e-08,0.018189606453547603,2.013345660681307e-10,2.70930162022579e-09,1.9769607022776208e-10,6.0700346800267284e-09
100,2.0128415659957066e-07,0.01684578900494198,1.8277228996767065e-26,1.5315435776383721e-15,7.651910681304489e-16,3.324444180159223e-08
101,1.999685738814689e-07,0.016859069682321443,1.2071830155202457e-24,1.5215338048675386e-15,3.628422427212163e-14,3.302715811215174e-08
102,7.300059108106141e-16,0.018877732643999556,1.81920862567089e-22,4.8343700881607657e-20,5.435177271278781e-12,3.731719778562209e-14
103,2.4577417791126325e-15,0.018914424266160388,3.042845041087042e-17,2.884646353064516e-16,3.262064043522958e-10,2.0681821231392963e-14
104,4.605737723488114e-15,0.018960040877495477,6.825818961466397e-17,6.470362410863495e-16,7.250030650476142e-10,1.7315405377820833e-21
105,1.7957107277282045e-15,0.01802814737987085,2.0285741159595892e-16,2.4830821394405097e-16,2.7817863407102704e-10,7.11273757798731e-22
106,4.627757861697689e-17,0.017447980221816612,2.866545925959869e-16,7.286630682231752e-20,1.5933510228733732e-26,7.608821384022366e-23
107,5.2649232802427e-17,0.0182727404120129,6.28089188133461e-17,4.514731950741364e-15,6.034708285779207e-19,6.086637066200458e-23
108,7.145024530347508e-18,0.018766844779248962,4.797693308563634e-22,4.3989354771891126e-16,5.879981014550457e-20,4.3062311680843846e-24
109,3.250394294091798e-18,0.018788478635990147,2.4767054406869128e-22,1.9102926331690437e-21,6.198969506325037e-25,5.659847536678959e-29
110,7.183923139417556e-19,0.01777331365370511,1.9758403460844842e-23,3.749881326004274e-21,1.3075252710900478e-14,1.2122792312747097e-18
111,6.153624224337514e-13,0.017122828978225934,2.51659675254892e-17,1.0596917554350311e-20,2.7310259242897575e-11,1.3933511882336665e-14
112,7.420435742941999e-13,0.010952133760278088,3.035915335960554e-17,1.0641574877514131e-20,0.005368735279466401,2.548054070339306e-14
113,1.0332076288075146e-15,2.1264343190491903e-07,7.850360273523614e-20,2.6074152107053214e-26,0.015693226105321402,2.53937287754876e-14
114,1.0332076288075146e-15,2.1264343190491903e-07,7.850360273523614e-20,2.6074152107053214e-26,0.015693226105321402,2.53937287754876e-14
115,1.0332076288075146e-15,2.1264343190491903e-07,7.850360273523614e-20,2.6074152107053214e-26,0.015693226105321402,2.5393728775487602e-14
116,2.8748200233678086e-16,0.0013696730452260478,1.3452582937382454e-15,3.6707046642086e-23,0.014719718372479762,6.393333142631619e-15
117,3.66470188875341e-17,0.0018303097258295323,1.797727859511099e-15,4.9045191934169825e-23,0.014392265771433028,2.290975216425161e-18
118,1.0328695729694188e-15,0.007064391128965083,1.2376780647108967e-15,4.385062063015792e-23,0.009908521434948123,1.6225290870308382e-18
119,8.302843361305028e-14,0.018390625997453145,1.1613144566394447e-16,3.592919891892216e-21,1.2650885537381369e-13,3.012703335351854e-19
120,3.852271200621515e-13,0.01748002780127662,5.558076758990598e-16,1.707755088320947e-20,6.056222922814045e-13,8.91793545214091e-19
121,3.852271200621515e-13,0.01748002780127662,5.558076758990598e-16,1.707755088320947e-20,6.056222922814045e-13,8.91793545214091e-19
122,1.1952645103654654e-13,0.019146691405647082,1.2311282131312601e-13,1.5274628261610277e-13,1.8612036544392712e-13,2.941737050548646e-19
123,2.0850605699842874e-15,0.019737782203942573,8.145679903927885e-05,1.9593863744767347e-13,2.9441872697777488e-18,2.5829183691981317e-20
124,5.592309750908747e-15,0.01855503581136037,0.0007309096548292432,2.0145962234495075e-24,4.935396232137446e-22,2.8916265430323723e-22
125,5.592309750908747e-15,0.01855503581136037,0.0007309096548292432,2.0145962234495075e-24,4.935396232137446e-22,2.8916265430323723e-22
126,5.592309750908747e-15,0.01855503581136037,0.0007309096548292432,2.0145962234495075e-24,4.935396232137446e-22,2.8916265430323723e-22
127,3.514539019435297e-15,0.011661069936784388,0.0073658718105014155,1.2845088731361178e-24,4.110500021368637e-22,1.817272635407364e-22
128,1.193109190829013e-20,1.6113345494565958e-15,0.01858883971211711,4.957388696772457e-26,2.7151968563448004e-22,1.442995655195133e-27
129,2.3920902109223893e-19,3.447632838187844e-16,0.018078870817566765,1.8837454840290367e-24,1.9841515771924345e-21,6.519332254198294e-22
130,1.879106404583357e-13,3.393200448087189e-14,0.017324809316634743,5.663979511050914e-25,2.219279784260765e-18,1.3321396105339237e-21
131,4.831979545839375e-13,8.72536902747244e-14,0.019823019548915508,1.4560630659678518e-24,5.706710128851585e-18,1.918558993161476e-22
132,4.831979545839375e-13,8.72536902747244e-14,0.019823019548915508,1.4560630659678517e-24,5.706710128851585e-18,1.918558993161476e-22
133,4.831979545839375e-13,8.72536902747244e-14,0.019823019548915508,1.4560630659678518e-24,5.7067101288515846e-18,1.9185589931614759e-22
134,4.831979545839375e-13,8.72536902747244e-14,0.019823019548915508,1.4560630659678518e-24,5.706710128851585e-18,1.918558993161476e-22
135,4.831979545839375e-13,8.72536902747244e-14,0.019823019548915508,1.4560630659678518e-24,5.706710128851585e-18,1.9185589931614759e-22
136,1.8257971480138668e-13,3.2832600824178614e-14,0.01774831941216867,6.803501579760427e-24,8.344247035499068e-17,7.36621848590658e-23
137,1.2149916267898952e-15,4.2725915448470035e-20,0.016496640817271816,1.0029642170726196e-23,1.3034090421042996e-16,2.3552331618181022e-24
138,2.1528698337032018e-16,3.878645236249034e-11,0.01888119079499669,3.585501069164187e-13,2.2869120814515615e-17,2.303426868896354e-23
139,7.712124214490055e-21,1.4021260731996978e-09,0.01650281419468111,1.0838325857998451e-20,6.19529742893122e-27,5.68738723616365e-29
140,2.2855881671841147e-20,5.054162939339847e-14,0.011113445810500496,3.211581343343053e-20,1.7839150878489043e-26,5.670792799135875e-30
141,2.2855881671841147e-20,5.054162939339847e-14,0.011113445810500496,3.211581343343053e-20,1.7839150878489043e-26,5.670792799135875e-30
142,2.2855881671841147e-20,5.054162939339847e-14,0.011113445810500496,3.211581343343053e-20,1.7839150878489043e-26,5.670792799135875e-30
143,2.2855881671841147e-20,5.054162939339847e-14,0.011113445810500496,3.211581343343053e-20,1.7839150878489043e-26,5.670792799135875e-30
144,2.2855881671841147e-20,5.054162939339847e-14,0.011113445810500496,3.211581343343053e-20,1.7839150878489043e-26,5.670792799135875e-30
145,,,,,,
146,,,,,,
147,,,,,,
148,,,,,,
149,,,,,,
150,,,,,,
151,,,,,,
152,,,,,,
