chap_num,0,1,2,3,4
1,0.3036674618371663,0.05962883737883095,-0.1906022053444541,-0.15922578772970755,0.2257188138883039
2,-0.3595640690653715,0.12176795538691597,0.03443567686819975,0.012434441904617835,-0.02862946337125586
3,-0.3454003846165483,0.21709632428470024,0.02843211274525157,0.013131380016564349,-0.03575837577490334
4,-0.3297899814261398,0.2730722287089793,-0.044671179736144165,0.013127781275405677,-0.05922753962126503
5,-0.33871219773130173,0.1971239241004057,-0.004880914227823361,-0.01854712201260368,-0.07553387658681002
6,-0.3122987417667098,-0.025086241098925197,0.061277105704396775,-0.036828760869981256,0.06968393355060819
7,-0.33828653582703805,-0.15716515440249992,-0.029427854568532065,-0.13319642750686136,0.01134947096197279
8,-0.283590091632624,0.3043486108166233,-0.0570542766114943,0.03591999145059158,-0.02381371484690754
9,-0.32775335199784567,0.31152653557683996,-0.1180921724097494,0.0629395703701158,-0.005242359389052523
10,-0.31191070925278275,0.020120554526432646,-0.008003889342438644,-0.02624789911981165,0.042137470541961305
11,-0.24758967582422997,-0.1462056053961049,0.10049683249895498,-0.13389256430532562,-0.09755099626290827
12,-0.18653807323435853,-0.19689407976620033,0.1778835871482418,-0.20542223230586776,-0.15478936888859482
13,-0.20992877291337922,0.1386593226700162,0.1196814394235377,0.05166855949056951,0.14793077374713098
14,-0.22402588941840199,0.02961689971554814,0.06242435560367514,-0.05878926669766692,-0.06695808748895418
15,-0.18918201533044607,-0.282466218222467,-0.08335430799965378,-0.1821961680964048,0.05725007205266617
16,-0.30763349303515874,0.11334213933153148,-0.00941264449057334,0.06582247051802209,0.040248987240612696
17,-0.2069979976858922,-0.22273501869548343,0.05126144268624097,-0.08850302319121676,0.0034579840353078034
18,-0.24855668075000376,-0.23097666507170675,0.06410630200666564,-0.06229398871033529,-0.03328103225172955
19,-0.12063215138536709,-0.262012547727592,0.1266438749310372,-0.16700261705294372,-0.09606137786162161
20,-0.1542187621244689,-0.27742444148494894,0.1908181417769441,-0.20678746435124926,-0.08482232871268508
21,-0.26079025030414243,-0.30737664332451065,-0.08229435021810239,-0.08640253446073153,0.016704716707287084
22,-0.24173653189646152,0.23006259248606428,0.08434814673977739,0.09600774288627242,0.01706775674618964
23,-0.28785301841846256,-0.183545347426795,-0.1090224426734153,-0.03705459300056714,0.08369638391109206
24,-0.235557396893862,0.3233578879457455,-0.0032832613847094344,0.06944994791732546,-0.023767069062974915
25,-0.2257652543577135,-0.16523591468729792,0.021122959937860855,0.0738204557058459,0.11628320223832064
26,-0.2024283433183923,-0.2454694533871105,-0.02028954480293374,-0.20011146993379775,-0.09377371025660787
27,-0.2447143770341757,-0.10169047796050859,0.061128454117897864,-0.08508185536970155,-0.06814841768227371
28,-0.23197096672712741,-0.1759652615124688,0.18749412008493369,-0.1396624310224396,-0.040357992818248666
29,-0.3147339630671272,0.045658670629046195,0.032682015761426875,-0.04117352196271098,0.04407355970729742
30,-0.16226722281919334,0.0273712322399462,0.06914075323310212,0.12505505901942202,0.09840518269911969
31,-0.13353981819682734,0.19240204822600807,0.11878135302298092,-0.02112280513754015,-0.17045955065297227
32,-0.16155235834086662,-0.21708726475043771,-0.13743825987582495,0.023467076038143152,0.1310625685547067
33,-0.2174909584606239,0.35507242522781324,-0.03890913024914442,-0.03106616876687237,-0.13368227781290398
34,-0.23046534610540836,-0.18984983342787654,0.011792871401804529,-0.005735430475864345,0.10030509989550394
35,-0.23723091692307605,0.11647788812150811,0.07956402504753626,0.07479691006452391,0.03870837071980838
36,-0.2511129583311222,-0.2663534389156952,-0.14579869120951516,0.012751597933613468,0.007004229743220124
37,-0.2272499740912717,-0.28659870050898667,-0.03523699385119957,-0.025638300586280867,0.00820235785895019
38,-0.1594052480956896,-0.2634986410479718,0.04993723874401365,-0.13985566600265037,-0.030471905739083604
39,-0.24351532808663903,0.10488502052930672,0.10888879804101345,0.0965538382994973,0.03386147918086058
40,-0.27225019312571674,0.052031468537869247,0.06713908834736221,-0.014920454838657725,0.005476180473121682
41,-0.23100420706770133,-0.11874511044105765,-0.033798011467141856,0.006699799353142649,0.15383576546436523
42,-0.1678521438179245,0.11527502629606601,0.23232803085041492,0.06332988289045366,0.13324688913603064
43,-0.26728135734034775,-0.2463032136515882,-0.08267313639044735,-0.05697390005699839,0.07063397910440208
44,-0.13280557162519044,-0.24981374999961115,-0.11793649653714774,-0.0762900488976854,-0.06808714844262104
45,-0.19893017200654936,0.017472311550023947,0.01512813590834377,0.09654946830129099,0.05552458713355785
46,-0.27643536464751073,-0.08800261584404456,-0.07104477550019413,0.022730386172392595,-0.0033263970189458445
47,-0.1747363681590573,0.257781962432876,-0.050783773530203274,0.03780082366738176,0.18529078827681625
48,-0.15384154824966256,0.3448471735447871,0.08687968541697078,0.07188167253204944,-0.027311491538972867
49,-0.11334830938726123,0.37351134532767843,-0.06690748974048333,-0.07306602758830981,-0.11688077528754122
50,-0.09424291277157865,-0.2944581909646065,-0.09691282549067845,0.0479226375281081,-0.04510763198929782
51,-0.16325258680538574,-0.1689039527891256,-0.09038880895947227,-0.061001827180138975,0.01499622797040927
52,-0.15317604903727466,-0.14087884254473163,-0.29590692563643045,0.1170767681136528,-0.01902810629919876
53,0.10262611316043048,0.06438226630808375,0.334117534416488,0.021099835263243657,0.16339348550450775
54,-0.012408251590342687,-0.25598717183672687,-0.19641104823052632,-0.14162695104940046,0.06830212958737777
55,0.3477150388495715,-0.056079408767186,-0.12026181874527798,-0.009081548088666772,-0.0561243339712619
56,0.015054313083731946,-0.2324801492096497,-0.1406326224413595,0.1949688716479216,0.12083534955184742
57,-0.13688938556055866,0.2381339815338918,0.15865744260653034,0.12767284062717027,0.04360125750065878
58,-0.23205139875823244,0.3373204182784145,-0.12701365511003104,0.090135412520718,-0.0561926093283581
59,-0.23593903639127417,0.27551885982775054,-0.08517637124713931,0.05124506594859117,0.06197483826305754
60,-0.14562982272323988,0.29144843605291004,-0.16578960160140485,-0.15359402515607468,-0.11197645184550957
61,-0.011356743300358898,0.27667630460937276,0.05106717026400794,-0.07720247005200126,-0.13602474670646808
62,0.026489331552032553,0.2959576741586165,-0.011593925820164361,0.03398979084016337,-0.026961163777185625
63,-0.16318393013826504,0.18086600701907274,-0.25227398890204494,-0.00042587184297522454,-0.1222263571289747
64,-0.06061366325967434,0.3422866034207596,0.15587307900322467,0.053541083481972424,-0.10151653091952098
65,-0.09058313312101467,0.2778600219147726,0.01822327504927826,0.02601456732644176,-0.05596497890137232
66,-0.021887651767045782,0.20943330666161677,0.03903555778823467,-0.10189825504244744,-0.08536207341856465
67,-0.07031003086147845,-0.082431655080235,0.09639705151568136,0.08208618536503784,0.18835059704760443
68,-0.142089257396254,-0.2298869637470805,-0.1984189594226186,0.03761803094643877,-0.0038597194058348216
69,0.07165488402717302,-0.20615959049729843,0.1492138157786667,0.15473617995920522,-0.09080102397969075
70,0.012861563455633164,-0.06742652860218326,-0.16051273417913528,0.23963373137504,0.1837566623643427
71,-0.02582544800953961,-0.039934033414139654,0.04041366722067552,-0.23458208570269004,-0.2581866433061518
72,-0.12684740360805352,-0.08648364571872824,0.010456920368790071,-0.03735127007898884,-0.018526088321796436
73,0.09304849502348621,-0.025767450649340332,0.051495862827382985,0.08697309224056288,-0.09441996154789685
74,0.037993059278205676,-0.09579881371993287,0.20958364624191483,0.0685411678036114,0.07531381597730755
75,0.29866442202876653,-0.15820135748531347,0.24456160274101532,0.2302070130360718,-0.013310028356759786
76,0.012859599229262221,-0.11841716781552869,-0.09302297927486004,0.009202001352607831,-0.04546794369893265
77,0.20477908232793907,-0.21679847358621215,-0.22468234720397634,0.26752492495514896,-0.07140469761553903
78,0.05901107611888676,-0.24311807076451553,-0.15697186634463903,0.14658500936572647,-0.19486379902308332
79,0.09136679647653295,-0.14989804924131583,0.16276386757242528,0.2089849473759578,0.10870253637043492
80,0.24240710105585006,-0.11903908603907148,0.37240658207223826,0.10744055282015731,-0.05778563538687461
81,0.3207629281491296,-0.03910763599894455,-0.060599674740488,0.16539420759947507,-0.15367594062220769
82,0.2953007806733959,-0.0914309224741355,-0.051822368405052624,0.35726766857295056,-0.18897526898749245
83,0.019801924847172477,-0.1260644544675746,-0.29017616725056083,0.2833781938502871,0.03749258707525385
84,0.11505562243102364,-0.045684231903698226,0.15626572198394334,0.1415546489236589,0.07400180397229673
85,0.06593327907995729,0.18892516493910352,-0.10907361521409586,0.04022432904982177,0.10242500215983211
86,0.3718880188445342,-0.06435303428997374,0.08413635478090276,0.1310393322901731,-0.11725572024269418
87,0.3535346300520339,0.015742601263223077,0.2321493673383324,-0.02356526074266934,0.12765471074726734
88,0.16047139116682188,-0.08362744137286157,-0.18573870454275102,0.24865463126794674,-0.10554376112009577
89,0.2535958935983869,-0.10668753227213458,0.21705086548585692,-0.09341664143142003,-0.06409074121816044
90,0.25907628363607327,-0.10777926065674293,0.1465334466170511,-0.030395822096068194,0.051556281574805574
91,0.2912671636447275,0.03588388536345738,0.143672181527272,0.16270674032773205,0.19351597182949593
