chap_num,term_str,n
70,k'am,2
70,k'ate,1
70,k'oloje',1
70,k'ut,1
70,k'ute,1
70,kaweq,1
70,kaweqib',2
70,kej,1
70,ki,1
70,lolmet,1
70,nab'e,1
70,nay,1
70,nim,2
70,pa,1
70,pop,2
70,popol,2
70,q'ukumatz,1
70,ri',1
70,t'uy,1
70,tojil,1
70,tzalatz',1
70,u,3
70,wa',1
70,wa'e,1
70,wach,1
70,winaq,2
71,aj,1
71,ajaw,3
71,ajawab',2
71,are',2
71,awilix,1
71,b'elejeb',1
71,ch'okoj,1
71,chi,2
71,chuch,1
71,chuwach,2
71,ja,3
71,k'am,3
71,k'u,1
71,k'ut,1
71,lolmet,1
71,nab'e,1
71,nijaib'ab',3
71,nim,1
71,nima,2
71,pop,1
71,q'alel,2
71,saklatol,1
71,t'ux,1
71,tza'm,1
71,tzik',1
71,u,2
71,wa',2
71,winaq,1
71,yakolatam,1
71,ye'ol,1
72,aj,1
72,ajaw,6
72,ajawab',2
72,are',1
72,b'i',1
72,ch'okoj,1
72,chi,1
72,chuwach,1
72,ja,1
72,jaq'awitz,1
72,k'iche',2
72,k'iche'eb',1
72,k'oleje',1
72,k'ut,1
72,kajib',1
72,ki,1
72,lolmet,1
72,nim,2
72,tzik',1
72,u,1
72,wa',1
72,wa'e,1
72,winaq,1
73,ajawab',2
73,chi,3
73,chinamit,1
73,e,1
73,ja,2
73,jun,1
73,kaib',2
73,nay,1
73,nim,1
73,puch,1
73,q'alel,1
73,saqik,1
73,saqikib',1
73,tz'utuju,1
73,xa,1
74,aj,4
74,ajaw,11
74,ajawab',10
74,ajawarem,1
74,amaq',6
74,are',2
74,ata,1
74,b'alam,1
74,b'alamil,1
74,b'ana,1
74,b'i,1
74,b'i',2
74,b'ochi',1
74,ch'uti,1
74,chaq',1
74,chaq'an,1
74,chi,22
74,chib'e,1
74,chik,3
74,chik'oje',1
74,chikijujunal,1
74,chireme'ik,1
74,chu,1
74,chub'ano,1
74,chuwach,1
74,chuxik,3
74,e,1
74,ib',1
74,istayul,1
74,ja,2
74,jolom,1
74,ju,7
74,jun,2
74,jutaq,1
74,juwinaq,2
74,k'a,3
74,k'ab'awil,2
74,k'ajol,4
74,k'am,1
74,k'i,1
74,k'iche',4
74,k'isik,1
74,k'o,2
74,k'oje'ik,4
74,k'u'x,1
74,k'ut,9
74,k'utb'al,1
74,kaj,1
74,kajib',2
74,kal,1
74,katz,1
74,kech,1
74,keje',2
74,keleq',1
74,ketal,1
74,ki,9
74,kib',1
74,kik',1
74,kik'el,1
74,kiya',1
74,kochoch,2
74,kot,1
74,kotal,1
74,kumatz,1
74,kumatzil,1
74,la,1
74,lab'al,1
74,le',3
74,loq',1
74,ma,5
74,maja,1
74,mam,1
74,mawi,1
74,na,2
74,nawal,6
74,nay,8
74,nim,2
74,nima,1
74,nimal,2
74,nimarik,1
74,nimatalik,1
74,pa,1
74,pop,2
74,pu,5
74,puch,11
74,q'aq'al,2
74,q'ij,1
74,q'ukumatz,4
74,q'upun,1
74,qajoq,1
74,qale'm,1
74,qi,1
74,qitzij,7
74,ral,1
74,ralal,1
74,ralaxik,1
74,rech,1
74,remanik,1
74,retal,1
74,ri,5
74,rib',2
74,ro,1
74,rochoch,2
74,ronojel,4
74,ruk',1
74,rumal,5
74,sachel,1
74,siwan,3
74,ta,18
74,ta'ik,1
74,tab'al,1
74,taj,1
74,tepepul,1
74,tepewal,2
74,tikarik,1
74,tinamit,3
74,tuja,1
74,tukel,1
74,tzatz,2
74,tzij,1
74,tzijel,1
74,u,23
74,ukaj,1
74,wach,1
74,wachib'al,1
74,wi,6
74,wuq',6
74,xa,8
74,xawi,2
74,xb'an,1
74,xchunaxik,1
74,xeb'anowik,1
74,xechakun,1
74,xek'ajolan,1
74,xek'ajolanik,1
74,xek'irik,1
74,xeq'aq'arik,2
74,xere,2
74,xetepewar,1
74,xib'alb'a,1
74,xib'ix,1
74,xk'ajolax,1
74,xk'iarik,1
74,xk'oje',1
74,xkanaj,1
74,xkib'an,2
74,xma,1
74,xmolomox,1
74,xmolomoxik,1
74,xnimarik,1
74,xnimarisan,1
74,xowatal,1
74,xpaxin,1
74,xq'aq'arik,1
74,xqaj,1
74,xsajkab'ix,1
74,xtepewarik,1
74,xtz'akat,1
74,xub'an,1
74,xub'ano,3
74,xul,2
74,xuta,1
74,xuxik,5
74,xwinaqirik,2
74,yoq'b'al,1
75,ab'aj,2
75,achij,1
75,ajaw,2
75,ajawab',2
75,amaq',6
75,are',6
75,b'i,4
75,b'i',4
75,ch'ob',2
75,ch'uti,1
75,cha',1
75,che',3
75,chelaj,1
75,chi,10
75,chi',1
75,chijixitajik,1
75,chik,5
75,chila',1
75,chinamit,1
75,chiq'osin,1
75,chirech,1
75,chixib'inik,1
75,chupaxij,1
75,chuwa,1
75,chuwach,2
75,chuwi',2
75,e,2
75,ikaj,1
75,ja,2
75,ju,2
75,jun,3
75,juyub',2
75,juyub'al,2
75,k'a,1
75,k'iche',1
75,k'iq'ab',6
75,k'o,2
75,k'oje'ik,1
75,k'u,1
75,k'ut,4
75,k'ute,1
75,ka,1
75,ka'okeb',1
75,kaib',1
75,kalaxik,1
75,kamisay,1
75,kaqchekeleb',2
75,kaqulja,1
75,karil,1
75,kawisimaj,3
75,ke'ik'ow,1
75,keje',2
75,ki,2
75,konojel,1
75,kuk'an,1
75,la,1
75,lab'al,1
75,laju,1
75,le',1
75,lib'aj,1
75,ma,1
75,maja,3
75,mak'a',1
75,mawi,2
75,mi,1
75,miq'ina',1
75,najt,1
75,naqaj,1
75,nawal,1
75,nay,1
75,nima,1
75,nima'q,1
75,ojer,1
75,oq,1
75,pa,2
75,patan,3
75,paxib'al,1
75,petatayub',1
75,pu,2
75,puch,1
75,q'ajowik,1
75,q'alaj,1
75,q'aq',1
75,q'atey,1
75,q'ij,1
75,q'ol,1
75,qitzij,3
75,rab'inaleb',2
75,rachijilal,1
75,retal,2
75,ri,4
75,ri',2
75,rij,2
75,ronojel,5
75,ruk',1
75,rumal,3
75,saq,1
75,saqkab'a,1
75,saqulewab',1
75,siwan,3
75,suk',1
75,ta,3
75,taq,1
75,taq'aj,1
75,tinamit,9
75,tz'aq,1
75,tz'oloj,1
75,tzatz,1
75,u,20
75,ulew,1
75,ulewab',1
75,uwaq,1
75,wa',1
75,wakamik,3
75,wi,7
75,winaq,1
75,xa,1
75,xb'ek,1
75,xch'akataj,1
75,xchoy,1
75,xe',1
75,xe'ok,1
75,xek'aqik,1
75,xelotz'ik,1
75,xena'ojin,1
75,xk'oje',1
75,xkam,1
75,xnimarisan,1
75,xo'l,1
75,xpaq'a'ik,1
75,xpaxik,1
75,xpaxinik,1
75,xq'ajik,1
75,xq'atatajik,1
75,xqaj,1
75,xqajinaq,1
75,xrixowaj,1
75,xsqaqi'n,1
75,xtok'e,1
75,xub'an,2
75,xuk'a'am,1
75,xuk'am,1
75,xule'ik,1
75,xuxik,1
76,ab'aj,1
76,achaq,1
76,achij,1
76,aj,24
76,ajaw,6
76,ajawab',6
76,al,1
76,amaq',2
76,anim,1
76,are',2
76,at,1
76,awe,1
76,b'alax,1
76,b'i',6
76,ch'a,3
76,ch'ab'i,1
76,ch'ob',1
76,chajal,4
76,chapa,1
76,chaponik,1
76,chi,13
76,chi',4
76,chib'e,1
76,chib'ek,1
76,chik,9
76,chinamit,4
76,chipe,1
76,chire,1
76,chiri',2
76,chok,2
76,chuchaxik,1
76,chul,4
76,chulimal,2
76,chuwach,4
76,chuxik,1
76,chuxoq,1
76,e,4
76,ib'ij,1
76,ib'oy,1
76,ilokab',1
76,ilol,1
76,in,2
76,iwe,1
76,iwib',1
76,iwuk',1
76,ja,5
76,jujun,4
76,jun,3
76,junajpu,1
76,junam,1
76,juyub,1
76,juyub',8
76,juyub'al,2
76,k'a'am,3
76,k'a'amaq',1
76,k'ab'awil,1
76,k'ajol,3
76,k'am,3
76,k'amik,1
76,k'ate,2
76,k'ejoj,1
76,k'i,1
76,k'iche',4
76,k'iq'ab',4
76,k'o,4
76,k'oje',1
76,k'oxtun,1
76,k'u,5
76,k'u'xlal,1
76,k'ulelay,1
76,k'ut,12
76,ka,1
76,kab'raqan,1
76,kaib',1
76,kajib',1
76,kal,2
76,kamisaj,1
76,kamisay,1
76,kanab',2
76,kaweqib',1
76,kawisamaj,2
76,kawisimaj,1
76,kech,1
76,keje',5
76,kema,1
76,keqalem,1
76,ki,11
76,konojel,3
76,kumal,2
76,la,1
76,lab'al,7
76,laq'ab'ej,1
76,laq'ab'ey,2
76,ma,3
76,mak'a',1
76,mam,1
76,miq'ina',1
76,mixib'ij,1
76,na,5
76,na'oj,5
76,nab'e,4
76,nay,2
76,nijaib',1
76,ox,1
76,pa,4
76,pop,7
76,pu,4
76,puch,5
76,q'alej,1
76,q'alel,6
76,q'alem,2
76,q'aq',1
76,q'atey,1
76,qa,7
76,qachijilal,1
76,qajaw,1
76,qi,1
76,qoyowal,1
76,rech,1
76,relik,1
76,ri,4
76,ri',4
76,rib',1
76,rij,1
76,ronojel,5
76,ruk',3
76,rumal,2
76,saqi,1
76,saqir,1
76,saqkab'a,1
76,siya,1
76,ta,27
76,tamub',1
76,taq'ajal,1
76,teleche',2
76,temaj,1
76,tinamit,2
76,tz'alam,1
76,tzik',4
76,u,20
76,ulew,1
76,wab'an,4
76,wach,2
76,wachinel,2
76,wajxalajuj,1
76,waranel,1
76,waray,1
76,we,3
76,wi,8
76,wi',1
76,winaq,5
76,xa,5
76,xajb'akiej,1
76,xawi,1
76,xay,1
76,xb'an,2
76,xb'e,1
76,xb'e'ije'ik,1
76,xb'ek,2
76,xcha',1
76,xchap,2
76,xchuxik,1
76,xe',2
76,xe'elik,1
76,xe'ux,1
76,xeb'e,1
76,xeb'ek,1
76,xecha',3
76,xechap,1
76,xek'iyar,1
76,xekanab',1
76,xekuch,1
76,xel,2
76,xelajuj,1
76,xelik,2
76,xepixab'ax,1
76,xepixab'axik,1
76,xesamajelan,1
76,xetakowik,1
76,xetaq,1
76,xetaqonik,1
76,xeteleche'n,1
76,xewaran,1
76,xeya'ik,1
76,xk'am,1
76,xkib'an,2
76,xkikob'isaj,1
76,xkikuch,1
76,xkuch,1
76,xok,1
76,xpaxin,1
76,xub'ano,1
76,xul,2
76,ya',2
77,achij,4
77,achijab',1
77,aj,9
77,ajaw,1
77,are',1
77,b'i',1
77,ch'a,1
77,ch'akat,1
77,ch'okoj,1
77,chapik,1
77,chi,2
77,chi',2
77,chirij,3
77,chuwi',2
77,e,1
77,ilokab',1
77,ilol,1
77,ja,2
77,jujun,2
77,julajuj,1
77,juwinaq,2
77,juyub',2
77,k'a'am,1
77,k'ajol,2
77,k'am,2
77,k'ejoj,1
77,k'iche',2
77,k'o,1
77,k'oxtum,1
77,k'u,1
77,k'ut,1
77,k'ute,1
77,keje',2
77,keqalem,1
77,ketaxik,1
77,ki,5
77,kob'ik,1
77,nab'e,2
77,nim,1
77,pa,2
77,pop,8
77,puch,5
77,q'alel,8
77,raj,2
77,ral,2
77,rech,2
77,relik,1
77,reqalem,1
77,ri',1
77,ronojel,1
77,rumal,2
77,saqik,1
77,ta,2
77,ta'ol,1
77,tamub',1
77,tem,1
77,tz'alam,2
77,tz'apib',1
77,tza'm,1
77,tzik',2
77,u,9
77,wa',1
77,wakamik,1
77,wi,1
77,winaq,3
77,xawi,1
77,xchapik,1
77,xe'elik,1
77,xe'najik,1
77,xeb'i'naj,1
77,xekob'ik,1
77,xel,1
77,xok,1
77,xokik,1
77,xub'ano,1
77,xuchapo,1
77,xukob'isaj,1
78,ab'aj,1
78,aj,4
78,ajache',1
78,ajaw,5
78,ajawab',4
78,ajawarem,1
78,amaq',2
78,are',7
78,awasinik,1
78,awilix,2
78,b'elej,2
78,b'i,2
78,b'i',7
78,ch'a'oj,1
78,chi,5
78,chib'anik,2
78,chik,6
78,chikib'ano,2
78,chikichajij,1
78,chikilo,1
78,chikilo'o,1
78,chikipakab'a',1
78,chikiwach,1
78,chikiwej,1
78,chire,1
78,chirech,1
78,chiri',1
78,chiwar,1
78,chok,1
78,choq',2
78,chul,1
78,chuq'ijila,1
78,chuwach,6
78,e,5
78,ilb'al,1
78,ixoq,1
78,ja,4
78,jaq'awitz,1
78,ju,2
78,k'ab'awil,7
78,k'ajb'a,1
78,k'ajb'ik,1
78,k'ajol,1
78,k'am,2
78,k'aslem,1
78,k'ate,2
78,k'atoj,1
78,k'atonik,1
78,k'iche',2
78,k'iq'ab',1
78,k'o,4
78,k'oje'ik,2
78,k'u,1
78,k'u'x,2
78,k'ut,12
78,k'ute,2
78,kaj,1
78,kajawarem,1
78,kal,1
78,kamik,1
78,kaweqib',1
78,kawisimaj,1
78,keje',1
78,kek'ajb'ik,3
78,kek'atonik,2
78,kek'oje',1
78,kemewajik,3
78,keta'm,1
78,ketz'ononik,2
78,kewa'ik,1
78,ki,21
78,kib',1
78,kil,1
78,kumal,2
78,lab'al,1
78,loq'b'al,2
78,ma,1
78,maja,2
78,mawi,1
78,mewajib'al,2
78,mewajik,1
78,na,3
78,nab'e,1
78,najtik,1
78,nawal,3
78,nay,2
78,nijaib'ab',1
78,nim,2
78,nima,2
78,nima'q,2
78,oxlaju,2
78,pa,1
78,pam,1
78,patan,1
78,pop,4
78,popol,1
78,pu,4
78,puch,4
78,q'alaj,1
78,q'ij,1
78,q'ijilo'x,1
78,q'ijilonik,1
78,q'inom,1
78,q'o'n,1
78,q'ukumatz,1
78,q'uq',1
78,qitzij,1
78,rachoch,1
78,re,1
78,rech,2
78,retal,1
78,ri,3
78,ri',1
78,rochoch,5
78,ronojel,2
78,roq'ej,1
78,ruk',1
78,rumal,2
78,saq,1
78,saqirik,1
78,ta,4
78,taq,1
78,tinamit,1
78,tojil,4
78,tuja,1
78,tukel,1
78,tulul,1
78,tz'aq,6
78,tz'onob'al,1
78,tz'utu,1
78,tzuqun,1
78,u,11
78,wa,1
78,wa',3
78,wach,1
78,waij,1
78,we,6
78,wi,5
78,winaq,4
78,wuj,2
78,wuqlajuj,2
78,xa,11
78,xawi,2
78,xchiqab'ij,1
78,xek'ajb'ik,1
78,xemewajik,1
78,xere,1
78,xk'oje',1
78,xketa'm,1
78,xq'eq,1
78,xq'ijilo'xik,1
78,xqasan,1
78,xub'i'naj,1
78,ya',1
79,a,2
79,aj,7
79,ajawab',5
79,ajawarem,2
79,ak'u'wil,1
79,akarok,1
79,alk'u'al,1
79,amaq',6
79,are',3
79,at,9
79,atan,1
79,atob',1
79,awe,5
79,awilix,1
79,awitzmal,1
79,b'e,5
79,b'elej,1
79,b'i,2
79,b'i',2
79,ch'ab'a,1
79,ch'aktik,1
79,ch'ob',1
79,ch'uti',1
79,ch'uti'n,1
79,chachi',2
79,chamaq'ij,1
79,chatziloj,1
79,chawach,2
79,chaya',1
79,chaya'taj,1
79,che',1
79,chel,1
79,chi,7
79,chik,1
79,chikij,2
79,chikiwach,3
79,chipoq'taj,1
79,chiri',1
79,chiwinaqirtaj,1
79,chok,1
79,choq',1
79,chub'an,1
79,chupan,1
79,chuwach,1
79,chuwi',2
79,e,1
79,il,1
79,ilokab',1
79,ixoq,1
79,ja,8
79,jaq'awitz,1
79,jok,2
79,jujun,1
79,jun,2
79,juraqan,1
79,k'a,1
79,k'a'am,1
79,k'ab'awil,1
79,k'ajol,4
79,k'am,2
79,k'ase'ik,1
79,k'aslem,1
79,k'axk'ol,1
79,k'axtok'onel,1
79,k'exo,1
79,k'i,1
79,k'ia,1
79,k'iche',4
79,k'iq'ab',1
79,k'o,1
79,k'oje'ik,1
79,k'u'x,4
79,k'ub'ul,1
79,k'ut,4
79,k'uwal,1
79,kaj,5
79,kajawarem,1
79,kajq'ab',1
79,kakab',1
79,kal,1
79,kaqchekeleb',1
79,kawisimaj,1
79,ke,2
79,ke'aya',1
79,ke'okik,1
79,kejalow,1
79,keje',5
79,kemewajik,1
79,ki,12
79,kib',1
79,kil,1
79,konojel,1
79,kub'ano,1
79,kumal,1
79,le'el,1
79,loq'b'al,2
79,ma,8
79,mawi,2
79,mejoxowik,1
79,mepajik,1
79,meq'atowik,1
79,meqajik,1
79,mesokotajik,1
79,mewaij,1
79,mi'al,2
79,na,2
79,nawal,1
79,nay,1
79,nim,1
79,nima,1
79,nimal,1
79,nimarik,2
79,nu,1
79,oxlaju,1
79,pa,6
79,pak',1
79,pam,3
79,patan,3
79,pisom,1
79,pop,4
79,pu,3
79,puch,9
79,puwaq,1
79,q'alel,2
79,q'anal,2
79,q'aq'al,3
79,q'ij,2
79,q'o'j,1
79,q'o'l,3
79,q'ukumatz,2
79,rab'inaleb',1
79,rajawarem,1
79,rajil,1
79,rajsik,1
79,raqan,2
79,raxa,2
79,raxal,2
79,raxon,1
79,rech,2
79,rekem,1
79,reqalixik,1
79,ri,4
79,ronojel,4
79,ruk',3
79,saq,2
79,sik'iy,1
79,siwan,2
79,ta,13
79,taj,3
79,tamub',1
79,tepewal,1
79,tikarik,1
79,tinamit,1
79,tojil,1
79,toxk'om,1
79,tuja,1
79,tujala,1
79,tuwik,1
79,tz'ap,2
79,tz'ikina,1
79,tzij,2
79,tzik',2
79,tzuk,1
79,tzuquj,1
79,tzuqul,3
79,u,20
79,uk'aja,1
79,ulew,3
79,uloq,1
79,utz,1
79,wain,1
79,wal,1
79,wi,4
79,winaq,6
79,winaqirik,1
79,wuqlaju,1
79,xa,8
79,xaloq',1
79,xaqi,1
79,xawi,2
79,xchiqab'ij,1
79,xchiqacholo,1
79,xe',6
79,xe'ajawarik,1
79,xel,1
79,xiqan,1
79,xit,1
79,xk'aj,1
79,xk'am,1
79,xkeleq'aj,1
79,xkib'an,1
79,xkib'ano,2
79,xkikaqkochij,1
79,xkitz'ub'u,1
79,xkiya'o,1
79,xukut,1
79,xul,6
79,xwinaqirik,1
79,xyake'x,1
79,ya',1
79,ya'ol,2
79,yamanik,1
79,yan,1
80,ajawab',5
80,ajawarem,2
80,aq'ab',1
80,b'alam,3
80,ch'umil,1
80,chi,6
80,chikamije'ik,1
80,chokik,1
80,chujujunal,2
80,chuxe',1
80,ik',1
80,ik'i,1
80,ju,1
80,jujun,2
80,k'iche',1
80,k'uluk'uj,1
80,k'ute,4
80,ki,1
80,kitze,1
80,le',1
80,le'el,2
80,majukutaj,1
80,mam,1
80,mama',1
80,nab'e,2
80,q'ij,1
80,qa,2
80,qajaw,1
80,qi,1
80,rajawal,1
80,ri,1
80,rokik,1
80,ronojel,2
80,ruk',1
80,saqirib'em,1
80,ta,3
80,taq,1
80,tasel,2
80,tinamit,1
80,u,6
80,uloq,1
80,wa'e,4
80,wach,2
80,xchiqatikib'a',1
80,xchiwachin,2
80,xwachin,2
81,aj,1
81,ajaw,1
81,ajawab',4
81,ajawarem,1
81,are',1
81,b'alam,3
81,b'elej,1
81,b'elejeb',1
81,castillan,2
81,chik,3
81,chiwi',1
81,chuwach,1
81,cortes,1
81,de,1
81,don,2
81,e,1
81,istayub',2
81,istayul,1
81,jal,1
81,juan,2
81,julajuj,1
81,k'a'am,1
81,k'ajolaxel,1
81,k'iq'ab',2
81,k'o,3
81,k'okaib',1
81,k'u,1
81,k'ut,2
81,ka,1
81,kab'lajuj,1
81,kaj,1
81,kajlaju,1
81,kawatepech,1
81,kaweqib',1
81,kawisimaj,1
81,ke'ajawarik,1
81,kiej,1
81,kitze,2
81,lajuj,1
81,le',9
81,nache,1
81,nawal,2
81,no'j,1
81,oxib',1
81,popol,1
81,q'ukumatz,1
81,ri',1
81,ro',1
81,rojas,1
81,rox,1
81,rumal,2
81,ta,1
81,tas,2
81,tekum,3
81,tepepul,5
81,tonatiu,1
81,tuja,2
81,tz'i',1
81,u,11
81,wajxaq,1
81,wajxaqi,1
81,waq,1
81,wi,1
81,winaq,2
81,wuq,1
81,wuqub',1
81,xe',1
81,xe'nab'al,1
81,xejitz'axik,1
81,xepatanijik,1
81,xk'oje',1
81,xtikib'an,1
81,xul,1
82,aj,8
82,ajaw,5
82,ajawab',1
82,ajawarem,1
82,ajilatal,1
82,are',4
82,b'elejeb',4
82,b'i',3
82,b'i'nam,1
82,ch'okoj,1
82,chi,8
82,chik,1
82,chinamit,3
82,chirij,2
82,chuwach,1
82,e,1
82,ja,19
82,jom,1
82,jujun,2
82,jun,8
82,k'ajol,1
82,k'am,3
82,k'iche',1
82,k'u,2
82,k'ut,1
82,k'ute,1
82,kaweq,1
82,kaweqib',3
82,kej,1
82,le'el,1
82,lolmet,1
82,nay,1
82,nim,15
82,pa,1
82,pop,6
82,popol,2
82,q'ukumatz,1
82,rajawal,1
82,ral,1
82,re,1
82,rech,1
82,ri,2
82,t'uy,1
82,taq,1
82,tasel,1
82,tepew,1
82,tojil,1
82,tz'alatz',1
82,tz'ikina,1
82,tzatz,1
82,u,17
82,wa',2
82,wi,1
82,winaq,2
82,xchiqab'ij,1
82,xkuxeb'a',1
82,yaki,1
83,ajaw,4
83,ajawarem,2
83,akul,1
83,akutek,1
83,aq'ab',1
83,are',1
83,b'alam,1
83,b'atz'a,1
83,b'elej,1
83,b'elejeb',3
83,caxtilan,1
83,chajuj,1
83,chi,4
83,chik,3
83,chiwi',2
83,christowal,1
83,chuchax,1
83,chuchaxik,1
83,chuwach,2
83,de,1
83,don,2
83,istayul,1
83,ja,2
83,julaju,1
83,jun,1
83,k'o,7
83,k'ut,2
83,k'ute,1
83,ka,1
83,kaj,1
83,kej,2
83,kema,1
83,lajuj,1
83,le',8
83,le'ab'al,1
83,mamaxel,1
83,nab'e,2
83,nijaib'ab',1
83,nim,1
83,pedro,1
83,q'alel,1
83,q'ij,1
83,qajawixel,1
83,rech,1
83,rib',1
83,ro',1
83,robles,1
83,rox,1
83,saq,1
83,tas,2
83,tuja,3
83,tz'ib'a,1
83,u,12
83,wa',1
83,wajxaq,1
83,wakamik,1
83,waq,1
83,winaq,2
83,wuq,1
83,xa,1
83,xajawarik,1
83,xchiqab'ij,1
83,xchtikar,1
83,xe',3
84,aj,1
84,ajaw,6
84,ajawab',2
84,are',5
84,awilix,1
84,b'elejeb',1
84,b'i',1
84,b'i'nam,1
84,ch'okoj,1
84,chi,3
84,chik,1
84,chike,1
84,chinamit,1
84,chinamital,1
84,chirij,1
84,chuch,1
84,chuchaxik,1
84,chuwach,2
84,elenaq,1
84,ja,15
84,jujun,2
84,jun,9
84,k'am,4
84,k'iya,1
84,k'u,1
84,k'ut,2
84,ki,1
84,mi,1
84,nab'e,2
84,nijaib'ab',4
84,nim,12
84,nima,2
84,q'alel,3
84,rajawal,1
84,ri,1
84,ri',3
84,ronojel,1
84,taq,1
84,tzik',1
84,u,14
84,wi,1
84,winaq,1
84,xchiqab'ij,1
84,xqab'ij,1
84,yakolatam,1
85,aj,1
85,ajaw,3
85,are',1
85,b'am,1
85,b'i',1
85,chi,1
85,k'iche',1
85,k'o,5
85,k'ut,1
85,ka,1
85,kame'l,1
85,koj,1
85,kosom,1
85,lakan,1
85,le',1
85,majkun,1
85,majukutaj,1
85,mam,1
85,nab'e,1
85,q'aq',1
85,qajaw,1
85,rech,1
85,u,4
85,wa',1
85,winaq,2
85,wuqub',1
85,yab'a,1
86,aj,1
86,ajaw,9
86,ajawab',1
86,are',2
86,b'i',1
86,ch'okoj,1
86,chi,1
86,chuwach,2
86,ja,6
86,jaq'awitz,1
86,jun,4
86,k'iche',2
86,k'ut,3
86,kab',1
86,kaj,1
86,kajib',2
86,le'el,1
86,lolmet,1
86,nab'e,1
86,nim,7
86,puch,1
86,ri',1
86,rox,1
86,tasel,1
86,tzik',1
86,u,10
86,winaq,1
86,xa,1
87,ajaw,2
87,ajawab',2
87,alanel,1
87,are',1
87,b'i,1
87,b'i',1
87,ch'okoj,4
87,ch'okojib',3
87,chi,5
87,chik,2
87,chikikuch,1
87,chinamit,1
87,chuch,1
87,chuwach,4
87,cruz,1
87,e,7
87,ilb'al,1
87,jujun,1
87,jun,1
87,k'iche',4
87,k'o,1
87,k'oje'ik,2
87,k'u,3
87,k'ut,3
87,kab',1
87,kaweqib',1
87,keje',1
87,kib',1
87,konojel,1
87,kumal,1
87,maja,1
87,mi,1
87,nab'e,1
87,nijayib',1
87,nim,5
87,ojer,1
87,oxib',4
87,qajaw,1
87,qajawixel,1
87,re,1
87,ri,1
87,ri',5
87,ronojel,1
87,rox,1
87,rumal,2
87,sachinaq,1
87,sqaqi'n,1
87,sta,1
87,tzij,2
87,u,6
87,wi,1
87,xa,1
87,xere,2
87,xutzinik,1
