chap_num,term_str,n
1,ab'anel,1
1,aj,4
1,al,1
1,alay,1
1,alom,1
1,amaq'il,1
1,aq,1
1,are',2
1,atok'ol,1
1,awaxib'al,1
1,b'i,1
1,b'i',3
1,b'i'xik,1
1,b'is,1
1,b'isol,1
1,b'itol,2
1,ch'ab'al,1
1,ch'aqa,1
1,che'xik,1
1,chi,1
1,chik,4
1,chik'is,1
1,chirech,1
1,cho,2
1,christianoil,1
1,chuch,1
1,chuchaxik,4
1,chupan,1
1,chuqenel,1
1,dios,1
1,ewal,1
1,i'yom,2
1,ilb'al,3
1,ilol,1
1,junajpu,2
1,k'a'amaxik,2
1,k'ajol,1
1,k'ajolom,1
1,k'aslem,2
1,k'iche',4
1,k'o,1
1,k'olem,1
1,k'u'x,2
1,k'u'xlanel,1
1,k'u'xlay,1
1,k'ut,1
1,k'utunisaxik,1
1,kaj,8
1,kamul,2
1,ki,1
1,laq,1
1,maja,1
1,mamom,2
1,matzanel,1
1,mej,1
1,mujib'al,1
1,na'oj,1
1,nab'e,1
1,nim,2
1,ojer,3
1,pa,5
1,palo,3
1,pe'oxik,1
1,petenaq,1
1,popo,1
1,puch,4
1,q'alajob'isaxik,1
1,q'ukumatz,1
1,qa,1
1,qajaw,1
1,rach,2
1,ramaq',1
1,raxa,2
1,re,3
1,rech,2
1,retaxik,1
1,ri,1
1,ri',1
1,ronojel,4
1,ruk',1
1,rumal,3
1,saq,2
1,saqi,1
1,saqil,5
1,saqirib'al,1
1,sel,1
1,sis,1
1,ta,2
1,tepew,1
1,tikarib'al,1
1,tinamit,1
1,tz'aqol,2
1,tz'ib'am,1
1,tz'uk,2
1,tz'ukuxik,1
1,tzij,4
1,tzijoxik,4
1,u,24
1,ulew,3
1,utiw,1
1,wa'e,1
1,wach,1
1,waral,2
1,wi,4
1,winaq,1
1,winaqirem,1
1,wuch',1
1,wuj,1
1,wujil,1
1,xa,1
1,xb'an,1
1,xchiqak'am,1
1,xchiqatikib'a',1
1,xchiqatz'ib'aj,2
1,xchiqelesaj,1
1,xe',1
1,xe'nab'al,1
1,xkib'an,1
1,xkitzijoj,1
1,xmuqane,1
1,xpiyakok,1
1,xukut,1
1,xukutaxik,1
1,yuq,1
2,ab'aj,1
2,aj,1
2,alom,1
2,aq'ab',1
2,are',3
2,b'i,1
2,b'i',1
2,b'i'nam,1
2,b'i'oq,1
2,b'itol,1
2,che',1
2,chi,3
2,chikop,1
2,chuchaxik,1
2,e,7
2,eta'manel,1
2,ja',2
2,jul,1
2,jun,3
2,k'a,4
2,k'ab'awil,1
2,k'ajolom,1
2,k'eche'laj,1
2,k'im,1
2,k'o,6
2,k'oje'ik,1
2,k'olik,3
2,k'u'x,1
2,k'ut,2
2,kab'antaj,2
2,kachamamoq,1
2,kachamanik,1
2,kaj,6
2,kakotz',1
2,kakotz'ob'ik,1
2,kalolinik,1
2,kamal,1
2,kamolob'ik,1
2,kar,1
2,kasilanik,1
2,kasilob'ik,1
2,katolona',1
2,katz'ininik,1
2,katz'ininoq,1
2,katz'inonik,1
2,keje',1
2,ki,1
2,la',3
2,li'anik,1
2,lo,1
2,maja,2
2,mawi,1
2,muqutal,1
2,na'oj,1
2,nab'e,2
2,naqi,3
2,nay,1
2,nima'q,2
2,pa,6
2,palo,2
2,puch,2
2,q'alaj,1
2,q'equ'm,1
2,q'ukumatz,2
2,q'uq',1
2,raxon,1
2,remanik,3
2,ri,4
2,ronojel,1
2,saqtetoj,1
2,siwan,1
2,ta,1
2,tap,1
2,tepew,1
2,tukel,4
2,tz'aqol,1
2,tz'ikin,1
2,tzij,1
2,tzijoxik,1
2,u,11
2,ucha'n,1
2,ulew,1
2,wa'e,2
2,wach,1
2,wi,5
2,winaq,1
2,xa,7
2,xax,1
2,xma,2
2,yakalik,1
3,apachinaq,1
3,aq'ab'al,2
3,are',1
3,at,3
3,b'anatajik,1
3,b'e,1
3,b'i',1
3,b'it,3
3,ch'ata,1
3,ch'i'pi,2
3,ch'ob'ol,1
3,chawaxoq,2
3,che',1
3,cheltaj,1
3,chi,6
3,chijamataj,1
3,chik,3
3,chiwinaqir,2
3,chupan,1
3,chuxoq,1
3,e,2
3,ja',5
3,ju,2
3,jupacha,1
3,juraqan,3
3,juyub',6
3,k'a'am,1
3,k'aslem,2
3,k'isisil,1
3,k'oleje',1
3,k'u,2
3,k'u',1
3,k'u'x,5
3,k'ut,12
3,kab',1
3,kaj,6
3,kaqulja,5
3,ke'uchaxik,1
3,keje',4
3,ki,5
3,kib',2
3,kixno'jintaj,1
3,kuk',2
3,kumal,3
3,laqel,1
3,lib'aj,1
3,ma,1
3,may,1
3,mi,1
3,na'oj,1
3,na'ojixik,1
3,nab'e,3
3,nawal,1
3,nay,1
3,nima'q,2
3,no'jixik,1
3,oxib',1
3,pa,1
3,pachajil,1
3,pe,1
3,pu,1
3,puch,4
3,pupuje'ik,1
3,pus,1
3,q'ala'ib'al,1
3,q'equ'mal,2
3,q'ijilab'al,1
3,q'o'l,1
3,q'ukumatz,4
3,qa,4
3,rach,1
3,raqan,1
3,raxa,2
3,ri,10
3,ri',6
3,rib',1
3,rox,1
3,ruk',1
3,rumal,1
3,rutzinik,1
3,saq,2
3,saqiro,1
3,saqiroq,1
3,suk',2
3,sutz',1
3,ta,23
3,taq,1
3,taq'aj,2
3,tepew,3
3,tz'aq,3
3,tz'ukik,1
3,tz'ukuxik,1
3,tzij,3
3,tzuqul,1
3,u,25
3,uleuj,1
3,ulew,8
3,utz,1
3,wa',1
3,wach,1
3,waral,2
3,wi,7
3,winaq,3
3,winaqirem,1
3,winaqirik,5
3,winaqiroq,1
3,xa,6
3,xatulik,1
3,xb'antaj,1
3,xb'inije'ik,1
3,xch'aw,1
3,xch'ob'och'ox,1
3,xchutzinik,1
3,xe',1
3,xe'ul,1
3,xeb'isonik,1
3,xecha',4
3,xek'oje',1
3,xena'ojinik,1
3,xeriqo,1
3,xk'oje',1
3,xk'olo,2
3,xk'utunije'ik,1
3,xkalaj,2
3,xki'kot,1
3,xkib'isoj,1
3,xkik'u'xlaj,1
3,xkikuch,1
3,xkina'ojij,1
3,xkino'jij,2
3,xna'ojixik,1
3,xo'l,1
3,xpe,1
3,xta',1
3,xul,1
3,xuxik,1
3,xwinaqir,2
3,xwinaqirik,2
4,alom,2
4,at,1
4,b'alam,1
4,b'anoj,1
4,b'e,1
4,b'inib'al,1
4,ch'uti,1
4,chajal,3
4,chakab'al,1
4,che',3
4,chik,2
4,chik'oje',1
4,chikop,1
4,chikopil,1
4,chilolinik,1
4,chiri',1
4,chitz'ininik,1
4,chuq'ab',2
4,chuwi',2
4,chuxik,1
4,i,2
4,iwib',1
4,ix,2
4,ju,1
4,juyub',2
4,k'a'am,4
4,k'ajolom,2
4,k'an,1
4,k'ate,1
4,k'eche'laj,2
4,k'im,1
4,k'ut,4
4,kacha',1
4,kajkaj,1
4,katk'oje',1
4,katwar,1
4,keje',1
4,ki,1
4,kiej,6
4,kipoq'o',1
4,kixjain,1
4,kixk'iritaj,1
4,kixochochin,1
4,kixpoq',1
4,kochoch,2
4,koj,1
4,kumatz,1
4,ma,1
4,nima,1
4,pa,6
4,puch,1
4,re,2
4,ri,4
4,rochoch,1
4,ronojel,3
4,saq'ul,1
4,siwan,1
4,sochoj,1
4,suk'u,1
4,ta,5
4,ti',1
4,tz'ikin,8
4,u,5
4,ulew,1
4,utz,1
4,warab'al,1
4,waral,1
4,wi,8
4,winaqil,1
4,xa,1
4,xa'on,1
4,xe',1
4,xe'uchaxik,2
4,xecha',1
4,xkib'ano,1
4,xkich'ik,1
4,xkino'jij,2
4,xkisipaj,1
4,xkitzijoj,1
4,xuk'amo,1
4,xutzininaqa,1
4,xuya'o,1
4,xwinaqir,1
4,ya',1
4,yakalib'al,1
5,alom,3
5,are',1
5,b'alam,1
5,b'i',2
5,b'it,1
5,b'itol,3
5,b'ixik,1
5,ch'ab'al,2
5,ch'i'pi,1
5,ch'ob'il,1
5,ch'uti,1
5,chi,7
5,chib'ij,1
5,chik,6
5,chik'am,1
5,chikach'ik,1
5,chikop,3
5,chipatanij,1
5,chiqab'an,1
5,chuch,1
5,chuwach,2
5,chuxoq,1
5,i,7
5,iwecha',1
5,ix,1
5,ju,2
5,jujunal,1
5,juraqan,1
5,k'a,1
5,k'ajolom,3
5,k'eche'laj,1
5,k'o,4
5,k'u,3
5,k'u'x,2
5,k'ut,7
5,k'uxun,1
5,kaj,3
5,kaqulja,2
5,keje',2
5,kek'aralajik,1
5,kewech'elajik,1
5,kewojonik,1
5,ki,4
5,kib',3
5,kib'il,3
5,kiej,2
5,kinuk',1
5,kitij,1
5,kitijitob'ej,1
5,kixch'awajetaj,1
5,kixch'awoq,2
5,kixcha',1
5,kixjalatajik,1
5,kixsik'inoq,1
5,koj,1
5,kojiq'ijarisaj,1
5,kojiq'ijila',1
5,kojisik'ij,1
5,kumatz,1
5,lo,1
5,ma,1
5,mawi,8
5,mi,7
5,mixsik'inik,1
5,mixyonolikinik,1
5,molajil,1
5,na,2
5,nima,1
5,nimanel,1
5,oj,4
5,patan,1
5,pu,2
5,puch,1
5,q'ij,1
5,q'ijilab'al,1
5,q'ijilonel,1
5,q'ijiloxik,1
5,qa,4
5,qajaw,1
5,qe,1
5,raxa,1
5,ri,6
5,ri',1
5,rumal,4
5,sik'iy,1
5,siwan,1
5,ta,5
5,taq,2
5,tio'jil,2
5,tz'aq,1
5,tz'aqol,3
5,tz'ikin,2
5,tzij,1
5,u,4
5,ulew,3
5,utz,1
5,wa',1
5,wach,1
5,warab'al,1
5,waral,1
5,wi,6
5,winaq,1
5,xa,6
5,xb'anataj,1
5,xcha',1
5,xe'uchax,2
5,xe'uchaxik,3
5,xe'uxik,1
5,xech'akataj,1
5,xech'awik,2
5,xecha',1
5,xekamisaxik,1
5,xepixab'axik,1
5,xeti'ik,1
5,xiwech,1
5,xixch'awik,1
5,xkipatanij,1
5,xkita,1
5,xma,3
5,xnawachir,1
5,xqajal,1
5,xraj,3
5,xutzin,2
5,xutzinik,3
5,xwachinik,1
5,yakalib'al,1
6,aj,6
6,alom,1
6,are',1
6,b'ana',1
6,b'anik,2
6,b'enaq,1
6,b'i,1
6,b'i',1
6,b'it,5
6,b'itaxik,1
6,b'itol,2
6,b'ixik,1
6,chi,4
6,chi'umar,1
6,chi'umarik,1
6,chib'inik,1
6,chich'aw,1
6,chik,5
6,chike,1
6,chikech,1
6,chimuqun,1
6,chinawachir,1
6,chipoq'otajik,1
6,chiqab'ano,1
6,chire,1
6,chirech,1
6,chirij,1
6,chiyojomanik,1
6,chutzin,1
6,chuwach,1
6,chuxoq,2
6,e,1
6,ja',1
6,jolom,1
6,ju,1
6,jun,1
6,junajpu,2
6,jupacha,2
6,k'ajolom,1
6,k'ate,1
6,k'olol,1
6,k'u,2
6,k'u'l,1
6,k'ut,7
6,ke'uchaxik,1
6,keje',2
6,ki,4
6,kib',1
6,kitija',1
6,ko,1
6,kojna'b'ax,1
6,kojsik'ixoq,1
6,kumal,3
6,lab'e,1
6,lub'anik,1
6,ma,2
6,maja,1
6,mawi,5
6,mi,3
6,na'oj,2
6,nab'e,1
6,nab'ek,1
6,neb'elik,1
6,nik'wachinel,1
6,nim,1
6,pa,1
6,pu,2
6,puch,3
6,q'ala'ixik,1
6,q'ij,1
6,q'ijiloxik,1
6,q'ijiloy,1
6,q'ijixik,1
6,q'o'l,2
6,qa,8
6,qab'ij,1
6,qe,2
6,qech,2
6,qi,1
6,rati't,2
6,rawaxik,1
6,ri,6
6,ri',2
6,saq,1
6,saqirik,1
6,sik'iy,1
6,suk',1
6,ta,10
6,tija',2
6,tijtob'exik,1
6,tio'jil,1
6,tz'aq,5
6,tz'aqik,1
6,tz'aqol,2
6,tzub'ulik,1
6,tzuqul,2
6,u,14
6,ulew,2
6,utiw,1
6,utz,1
6,wach,2
6,wachlab'eq,1
6,wi,4
6,winaq,2
6,wuch',1
6,wulanik,1
6,xa,13
6,xe'ucha'n,1
6,xecha',5
6,xkib'ano,1
6,xkib'ij,1
6,xkilo,1
6,xkina'ojij,1
6,xkiyoj,1
6,xkiyoq',1
6,xmuqane,3
6,xob',1
6,xoq'o'l,1
6,xpiyakok,3
6,xqatijo,1
6,xutzinik,1
6,xyopij,1
7,aj,16
7,ajam,3
7,alay,1
7,alom,1
7,anom,1
7,apanoq,1
7,aq,1
7,are',6
7,at,5
7,ati't,2
7,b'a,1
7,b'i,4
7,b'i',3
7,b'it,9
7,b'itoj,1
7,b'itol,1
7,ch'ut,1
7,cha',1
7,chab'ij,1
7,chajawaxik,1
7,chaqi'j,2
7,chata,1
7,chawaxoq,2
7,che,1
7,che',5
7,chel,1
7,chi,9
7,chi',2
7,chib'anatajik,1
7,chich'awik,1
7,chik,3
7,chik'otox,1
7,chik'utun,1
7,chikech,1
7,chimala',1
7,chiq'ajaj,1
7,chiqak'otaj,1
7,chiqawinaq,2
7,chire,1
7,chirech,1
7,chitzijon,1
7,chuk'ulu,2
7,churiqo,2
7,chuwach,3
7,chuxik,1
7,chuxoq,2
7,e,3
7,i,2
7,i'yom,1
7,ixim,4
7,ja,2
7,ju,1
7,jun,2
7,junajpu,2
7,juraqan,1
7,k'ajolom,1
7,k'ate,1
7,k'oj,1
7,k'u,4
7,k'u'x,3
7,k'u'xlay,1
7,k'ulu',1
7,k'ut,6
7,k'uwal,1
7,kab'chiyal,1
7,kach'awik,1
7,kaj,4
7,kamul,2
7,kapichipoj,1
7,kaqan,2
7,kata,1
7,katchokonik,1
7,katk'ix,1
7,katoq',1
7,kattaqentaj,1
7,katzijon,1
7,kayeyoj,1
7,kech,2
7,kech'aw,1
7,keje',2
7,ki,11
7,kik'el,1
7,kixuchaxik,1
7,kojna'b'ax,1
7,kojsik'ix,1
7,komajil,1
7,kumal,1
7,la,1
7,la',1
7,laq,1
7,ma,3
7,maja,2
7,mak'ajisaj,1
7,mam,1
7,mama',2
7,mamom,1
7,mawi,3
7,na,1
7,na'b'axik,1
7,na'oj,1
7,na'tal,1
7,nab'e,1
7,nab'ek,1
7,nik'wachinel,1
7,nim,1
7,nima,1
7,pa,1
7,poy,4
7,pu,5
7,puch,5
7,q'ab',2
7,q'ij,8
7,q'ijilo'xik,1
7,q'o'l,2
7,q'o'tz,1
7,q'ol,1
7,q'ukumatz,2
7,qa,7
7,qajik,1
7,qati't,1
7,raqan,1
7,rati't,2
7,raxa,2
7,ri,9
7,ruk',1
7,rumal,2
7,saq,1
7,saqiroq,2
7,sel,1
7,sik'ixik,1
7,sis,1
7,sonol,1
7,suk',1
7,suk'ulikil,1
7,ta,12
7,taj,4
7,tepew,2
7,tijtob'exik,1
7,tio'jil,1
7,tiqowal,1
7,toltecat,1
7,toq'exik,1
7,tz'alam,1
7,tz'aq,4
7,tz'aqoj,1
7,tz'aqol,1
7,tz'ite,5
7,tzatz,1
7,tzij,1
7,tzijonik,1
7,tzuqul,2
7,u,14
7,ulew,3
7,uloq,1
7,utiw,1
7,utz,1
7,wab'ab'exik,1
7,wach,5
7,wachinik,1
7,waral,1
7,we,1
7,wi,2
7,winaq,8
7,winaqil,1
7,wuch',1
7,xa,10
7,xaloq',1
7,xb'anik,1
7,xcha',1
7,xe,2
7,xe'uchaxik,1
7,xe'uxik,2
7,xeb'inik,1
7,xecha',5
7,xechakanik,1
7,xek'ajolanik,1
7,xeme'alanik,1
7,xena'w,1
7,xepaj,1
7,xepoq'ik,1
7,xikin,1
7,xkib'ij,3
7,xkina'taj,1
7,xkitikib'a',1
7,xmalik,1
7,xmuqane,2
7,xpiyakok,2
7,yamanik,1
8,ab'aj,2
8,achij,1
8,aj,2
8,ajam,3
8,amaq'el,2
8,anilab'ik,1
8,aq'ab'al,1
8,aq'an,1
8,aq'anik,1
8,are',8
8,b'alam,2
8,b'anol,1
8,b'aq,1
8,b'aq',1
8,b'aqil,2
8,b'i',2
8,b'it,4
8,b'itol,2
8,b'o'j,3
8,b'utik,2
8,ch'uti,1
8,che',7
8,che'el,1
8,chi,5
8,chi',3
8,chik,6
8,chike,4
8,chikech,1
8,chikiwach,1
8,chikop,2
8,chila',1
8,chipe,1
8,chiqe,2
8,chitaninik,1
8,chiwach,1
8,chiwachinik,1
8,chiwe,1
8,chiwij,1
8,chiwulij,1
8,chiya',1
8,chiyuch,1
8,chuch,1
8,chuq'ab',1
8,chuwach,3
8,chuwi',3
8,e,4
8,i,1
8,iwumal,3
8,ix,2
8,ixoq,2
8,ja,2
8,jab',3
8,jaruj,1
8,joli,2
8,jolom,2
8,ju,3
8,juki,2
8,jul,2
8,jupacha,1
8,juraqan,1
8,k'ajisab'al,1
8,k'ate,1
8,k'ax,4
8,k'eche'laj,1
8,k'isik,1
8,k'o,2
8,k'otk'ol,1
8,k'oy,2
8,k'u,5
8,k'u'x,2
8,k'ut,11
8,k'utuxik,1
8,ka',3
8,kaj,5
8,kak',1
8,kama,1
8,kamisaxik,1
8,kayojik,1
8,ke,1
8,ke'b'al,1
8,kech,1
8,kech'akix,1
8,keje',3
8,kemalmalijab',1
8,keraj,3
8,ketzaq,1
8,ki,36
8,kib'och'il,1
8,kixwa'ik,1
8,kojch'awik,1
8,kojik'ato,1
8,kojikuxij,1
8,kojitzaq,1
8,kojiwucha'j,1
8,kojmuqunik,1
8,konojel,1
8,kotz',1
8,kumal,1
8,la',1
8,laq,1
8,le',1
8,lotz,1
8,ma,2
8,ma'ixik,1
8,mawi,6
8,mi,2
8,na,1
8,na'wik,1
8,nab'e,1
8,naqi,1
8,nima,3
8,oj,1
8,ok,1
8,okik,1
8,pa,7
8,patan,1
8,poy,3
8,pu,4
8,puch,3
8,q'aq',2
8,q'eqal,1
8,q'ij,2
8,q'ijil,1
8,q'ol,1
8,qa,9
8,qajaw,1
8,retal,3
8,ri,14
8,ri',1
8,ronojel,3
8,ruma,1
8,rumal,8
8,saqirik,1
8,sib'aq,1
8,ta,12
8,taqal,1
8,tio'jil,5
8,tukum,1
8,tz'aq,4
8,tz'aqol,2
8,tz'i',4
8,tz'ite,1
8,tzalatzoxel,1
8,tzaqal,1
8,tzixel,1
8,u,9
8,ub'i,1
8,ula,2
8,ulew,1
8,uloq,5
8,wa,1
8,wa',1
8,wach,11
8,wakamik,3
8,wi,3
8,wi',1
8,winaq,7
8,winaqirisay,1
8,xa,7
8,xajaxik,1
8,xaq,2
8,xb'an,1
8,xb'anik,1
8,xch'aw,1
8,xch'awik,2
8,xcha',5
8,xchiqajok',1
8,xchiqake'j,1
8,xchitij,3
8,xeb'utik,1
8,xech'awik,1
8,xecha',1
8,xekamisax,1
8,xena'wik,1
8,xepe,2
8,xere,1
8,xib'an,2
8,xixna'w,1
8,xixna'wik,1
8,xk'oje',1
8,xk'otin,1
8,xk'ub',1
8,xkich'o'wik,1
8,xkixqaporoj,1
8,xkixqati',1
8,xkixqati'o,1
8,xkojik,1
8,xma'ixik,1
8,xmuchu'lixik,1
8,xna'ojix,1
8,xojiti'o,1
8,xojk'amik,1
8,xojk'ok'onik,1
8,xojsach,1
8,xok,1
8,xot,2
8,xpe,4
8,xq'ajixik,1
8,xq'eq,1
8,xq'equ'marik,1
8,xq'ut,2
8,xq'utu,2
8,xq'utuxik,1
8,xqana'o,1
8,xqupin,1
8,xraj,1
8,xti'ow,1
8,xtikarik,1
8,xtukuwik,1
8,yakal,1
9,ab'aj,1
9,aj,2
9,ajam,1
9,al,1
9,are,1
9,are',2
9,b'aq',1
9,b'i,1
9,b'i',1
9,b'inib'al,1
9,b'it,2
9,b'utik,1
9,ch'umil,1
9,cha',1
9,chakab'al,1
9,che',1
9,chi,6
9,chik,2
9,chik'utunoq,1
9,chiku'b'e,1
9,chiq'alajob'oq,1
9,chuwach,1
9,chuwi',1
9,chuxoq,2
9,etal,1
9,ik',5
9,ik'il,1
9,ik'owen,1
9,in,8
9,julujuj,1
9,jun,1
9,k'a,1
9,k'ajol,1
9,k'o,1
9,k'oje'ik,1
9,k'u,3
9,k'ut,7
9,k'uwal,1
9,kacha',1
9,kaj,3
9,kamoymot,1
9,kaqix,5
9,kasaqiroq,1
9,katiltotik,1
9,kawakoj,1
9,keje',6
9,kik'oje',1
9,kiloq,1
9,kinel,1
9,kopon,2
9,kumal,1
9,kunimarisaj,2
9,kuq'ob'isaj,1
9,ma,2
9,maja,1
9,maja',2
9,maja'oq,1
9,na,1
9,nab'e,1
9,naj,2
9,nawal,1
9,nay,2
9,nim,2
9,nimal,1
9,nu,6
9,pak'e,1
9,poy,1
9,pu,5
9,puwaq,3
9,q'alib'al,2
9,q'ij,7
9,q'ijil,1
9,qi,1
9,qitzij,1
9,rax,1
9,raxa,1
9,ri,8
9,ri',3
9,rib',3
9,rik'il,1
9,ronojel,1
9,rumal,5
9,saq,4
9,saqil,4
9,ta,9
9,tokol,1
9,tz'aq,2
9,tza'm,1
9,u,16
9,ulew,2
9,uloq,1
9,wa,1
9,wach,7
9,we',1
9,wi,7
9,winaq,6
9,wuqub',5
9,xa,5
9,xb'anatajik,1
9,xb'anik,1
9,xb'utik,1
9,xch'akatajik,1
9,xchiqab'ij,1
9,xe',1
9,xere,3
9,xik',1
9,xkamik,1
9,xurayij,1
9,yamanik,1
10,al,2
10,aq'ab',1
10,are',6
10,b'an,1
10,b'anol,1
10,b'i',4
10,ch'akatajik,1
10,ch'uti,1
10,chi,4
10,chi',1
10,chib'antajoq,1
10,chik'ase',1
10,chimalmat,1
10,chineb'owik,1
10,chinwulij,1
10,chiqakoj,1
10,chiqatij,1
10,chiqawub'aj,1
10,chirecha'j,1
10,chiri',2
10,chirij,1
10,chisaqirik,1
10,chiwinaqir,1
10,chiwinaqirik,1
10,chub'ano,1
10,chuch,2
10,chuchaxik,1
10,chuwach,2
10,chuwi',1
10,chuxoq,2
10,e,3
10,ichal,1
10,in,5
10,itzel,2
10,jujun,1
10,julisnab',1
10,jun,2
10,junajpu,2
10,juyub',4
10,k'ab'awil,1
10,k'ajol,3
10,k'ajolab',5
10,k'isoq,1
10,k'u,3
10,k'u'x,1
10,k'ut,7
10,k'uwal,1
10,kab',3
10,kab'raqan,2
10,kaib',2
10,kaj,2
10,kamik,1
10,kaqix,6
10,keje',4
10,ki,6
10,kib',1
10,kitelen,1
10,kiyojow,1
10,kuk'ak'ab'ej,1
10,kumal,2
10,maja',1
10,makamob',1
10,mawi,3
10,nab'e,3
10,nima,1
10,nima'q,1
10,nimal,1
10,nimarisab'al,1
10,nimarisay,1
10,pekulya',1
10,puch,1
10,puwaq,2
10,q'aq',1
10,q'aq'al,1
10,q'ij,2
10,q'inomal,1
10,qa,2
10,qajaw,2
10,recha',1
10,ri,14
10,ri',1
10,rib',1
10,rixoqil,1
10,ronojel,2
10,rumal,4
10,sachik,1
10,sipakna,4
10,ta,4
10,u,21
10,ulew,3
10,utz,1
10,wa',2
10,wa'e,1
10,waral,1
10,wi,10
10,winaq,2
10,wub',1
10,wub'axik,1
10,wuqub',6
10,xa,6
10,xb'alanke,1
10,xcha',4
10,xe',1
10,xecha',1
10,xit,1
10,xk'olik,1
10,xkanul,1
10,xkib'ano,1
10,xkik'am,1
10,xkil,1
10,xkilo,1
10,xno'jix,1
10,xraj,1
10,yab',1
10,yamanik,1
10,yiqoxik,1
11,aj,1
11,ajaw,10
11,ak'alab',1
11,anim,1
11,apa,1
11,aq,1
11,are',4
11,ati't,8
11,b'a,8
11,b'aq,3
11,b'aq',6
11,b'i,2
11,b'i',2
11,ch'akatajik,2
11,ch'aqa'p,1
11,ch'ij,1
11,chapa',1
11,chaq'an,1
11,che',5
11,chel,2
11,chi,11
11,chi',4
11,chib'ano,1
11,chib'e,1
11,chik,13
11,chike,1
11,chikech,1
11,chikij,1
11,chikop,1
11,chikopil,1
11,chikunaj,2
11,chila',1
11,chimalmat,3
11,chiqakunaj,1
11,chiqawiqo,1
11,chiqelesaj,1
11,chiqij,1
11,chirech,1
11,chirilo,1
11,chito'o',1
11,chitoq'ob'aj,2
11,chitzayab'a',1
11,chiwech,1
11,chiwelesaj,1
11,chiwij,1
11,chixeke,1
11,chok,1
11,choq'itajik,1
11,chu,1
11,chuch,1
11,chulo,1
11,churaquj,1
11,chuwach,3
11,chuwi',5
11,chuxe',2
11,e,9
11,e',1
11,e'yaj,1
11,elik,3
11,i,2
11,ib',1
11,in,2
11,itzel,1
11,iwachb'ilan,1
11,iwalk'wal,1
11,ixim,3
11,je,1
11,jok'om,2
11,ju,6
11,jujunal,1
11,julujuj,1
11,jun,3
11,junajpu,10
11,k'ajolab',6
11,k'ama,2
11,k'ate,4
11,k'ax,1
11,k'axtok',3
11,k'exel,3
11,k'u,15
11,k'u'x,1
11,k'ut,28
11,k'ute,1
11,k'uwal,2
11,kach'awik,1
11,kachb'ilan,1
11,kachuyub',1
11,kachuywaj,1
11,kaib',7
11,kaj,1
11,kakate',2
11,kamik,1
11,kaminaq,1
11,kamuqunik,1
11,kanij,1
11,kaq'axuwik,1
11,kaq'oxow,1
11,kaq'oxowik,1
11,kaqatoq'ob'aj,1
11,kaqaya',1
11,kaqix,22
11,kawakoj,1
11,kawub'al,1
11,ke'etz'eyaj,1
11,keje',5
11,keluq'uq'ila',1
11,kemel,1
11,keqasipaj,1
11,ketere,1
11,ki,9
11,ki',2
11,kib',1
11,kik'ak'alen,1
11,kina'ojinik,1
11,kinecha'jik,1
11,kixpe,1
11,kixqachb'ilaj,1
11,kojtere,1
11,kojya'wik,1
11,kok,1
11,kotila',1
11,ku'bi',1
11,kul,1
11,kumal,3
11,kun,1
11,kuraquj,1
11,kutzin,1
11,la,1
11,la',5
11,lal,4
11,lo,1
11,ma,4
11,maja,2
11,mam,3
11,mama',8
11,matzamoj,1
11,mawi,3
11,mi,5
11,na,3
11,na'oj,2
11,nab'e,2
11,naqi,5
11,nawal,2
11,nay,1
11,nim,1
11,nima,2
11,nima'q,1
11,nimarisab'al,2
11,nimarisay,1
11,nu,7
11,oj,2
11,on,1
11,pa,5
11,pir,1
11,pu,2
11,puch,1
11,puwaq,1
11,q'ab',6
11,q'alib'al,1
11,q'aq',2
11,q'i',1
11,q'ij,2
11,q'inomal,1
11,q'oxom,1
11,qa,4
11,qachb'ilan,1
11,qajaw,1
11,qitzij,5
11,rax,1
11,re,1
11,re',5
11,recha',2
11,recha'b'al,1
11,ri,53
11,ri',2
11,ri'jitaq,1
11,rib',2
11,rismal,1
11,rixoqil,2
11,rochoch,2
11,ruk',3
11,rumal,10
11,sachik,1
11,saq,2
11,saqi,4
11,sis,1
11,su,1
11,suk',1
11,ta,30
11,taj,3
11,tak'al,1
11,tapa'l,3
11,taqal,2
11,teleb',1
11,tza'm,1
11,tza'mal,1
11,tzij,1
11,tzuqub'al,1
11,u,35
11,uk'a'am,1
11,ula,2
11,ulew,2
11,ulo,1
11,uloq,4
11,utz,7
11,wa',1
11,wa'e,1
11,wach,10
11,waral,1
11,waram,1
11,we,1
11,we',5
11,wi,11
11,wi',1
11,winaq,1
11,wub',1
11,wub'axik,1
11,wuqub',22
11,xa,20
11,xaq,1
11,xb'alanke,3
11,xb'anowik,1
11,xb'e,2
11,xb'ek,1
11,xch'olik,1
11,xcha',5
11,xchiqab'ij,1
11,xchiqakoj,1
11,xchok,1
11,xe'ik'ow,1
11,xe'ik'owik,1
11,xeb'e,1
11,xeb'ek,1
11,xecha',5
11,xel,1
11,xere,3
11,xiki'ub'aj,1
11,xikiwub'aj,1
11,xiloma,1
11,xk'amow,1
11,xk'amowik,1
11,xk'is,3
11,xkaj,1
11,xkam,2
11,xkib'ano,3
11,xkib'ij,1
11,xkik'am,1
11,xkilo,1
11,xkunax,1
11,xmejo,1
11,xnuk'am,1
11,xokik,1
11,xopon,1
11,xpe,1
11,xqaj,1
11,xqupix,1
11,xril,1
11,xsilib'ataj,1
11,xtikarik,1
