chunk_60_id,cluster_label,cluster_letter
1,14,A
2,14,A
3,14,A
4,14,A
5,14,A
6,2,B
7,2,B
8,1,C
9,1,C
10,2,B
11,2,B
12,5,D
13,5,D
14,6,E
15,6,E
16,7,F
17,7,F
18,7,F
19,3,G
20,3,G
21,3,G
22,9,H
23,9,H
24,9,H
25,8,I
26,8,I
27,4,J
28,4,J
29,6,E
30,6,E
31,4,J
32,4,J
33,4,J
34,14,A
35,14,A
36,14,A
37,14,A
38,10,K
39,10,K
40,10,K
41,10,K
42,10,K
43,10,K
44,10,K
45,13,L
46,13,L
47,11,M
48,11,M
49,13,L
50,13,L
51,12,N
52,12,N
53,15,O
54,15,O
55,15,O
56,16,P
57,16,P
58,16,P
59,15,O
60,15,O
