term_str,0,1,2,3,4
a,-0.048699327565105706,-0.02830064540832305,0.005358818551269498,0.013996763797972198,-0.01663430292146586
aad,-0.0011928905071931285,-0.0032020480621497973,0.0020669089560280385,-0.0004071734726958225,-0.00026774523594953466
aaron,-0.0017350226579767574,-0.002405288393939747,0.0007152877513265228,-0.0016144575790911749,-0.00039854465349869084
abandon,0.0025147608007033725,-0.000695006725785554,0.0017009916349857524,-0.002247333392351749,-0.0012359038066430887
abandoned,-0.0007856482109664181,-0.0003473048652863647,-4.399298056076741e-05,8.820647172697712e-05,0.0002239223039896065
abide,-0.0009048338769232313,0.0035935053501208684,-0.0030539095587469845,0.00014528384652353458,0.001272512627543695
abiding,-0.0013534838579320279,0.0005000023461273061,-7.453086658415259e-05,-1.2523216510173182e-05,0.000450627434220457
ability,-0.0005201081742654465,-0.0003929195575231311,0.00033494113046615985,-0.00028567142140988635,-6.660677773475468e-05
able,-0.0004418357147832232,-0.0008756036872493376,0.00217068985385465,0.003247543204643461,-0.0003597720521255778
abode,-0.001015643982581008,0.00043677767737293667,0.0003832649581460898,-0.0005319174488848587,-0.0003396787759974636
about,-0.006832103245224272,-0.0009834038913634254,0.001279706044975054,0.002819091591400161,-0.0022918329600749503
above,-0.0024564134494181864,-0.0005617527254031086,-0.0005109848349656853,0.0006157680666382994,-0.0011595043313256232
abraham,-0.0032944703147985968,0.000404033165475688,0.002336706143703149,-0.001982715315021096,0.00039337176509523315
absolute,0.004544550409593197,0.004978235411461918,0.009249261335428888,-0.005099596806560349,-0.0020234907008109797
abundance,0.0048546955754533855,-0.0007557042306629696,-0.0005876292383250859,0.004598944614603876,-0.0037758691483850216
abundant,-0.0010697796777291212,-0.00023591187535407538,-0.0001337419815116645,0.0004618619827749641,0.0004149959587028517
accept,-0.00205737505400901,0.0015027052489316214,-0.0005897737064807115,-0.0005711522129890171,-0.0007013414876381948
acceptance,0.0010882767933398743,0.00045409978454256136,0.002015878738351904,0.0009842839498145932,0.0013090037324971738
accepted,-0.0003497634671176792,0.001300751959326803,0.0022338370878438154,-0.0001403425511178858,1.784348892695392e-05
accepts,-0.0005025278437000125,0.000378675714564711,0.0003180761990960721,0.00011126271420214237,0.0002571865882151094
according,-0.002780903000099818,0.0023200413637589736,0.0011202349664248528,0.00013967439867846972,8.41113621539249e-05
account,-0.002554402664700313,-0.001900967794639955,0.0007895959385674711,-0.0003799475034346809,-0.00024025619397467353
accountable,-0.0005004756301401315,0.000323885017682354,0.0007721692796481086,0.0006852207946940544,-0.0006696010459094991
accuse,-0.0006073550267990165,0.0006341843364036207,3.0397873598251295e-05,0.000121836808327895,-4.3205010077020844e-07
acquired,0.00470991993336546,-0.0005036301428546122,0.005280545132863456,-0.00022210122354362905,-0.004726680019769135
across,-0.000700592203225259,0.0008059313956056772,0.00017830516906331868,-3.213725681618042e-05,-3.0223339604428792e-05
