chap_num,E,C,F,A,B,D
1,0.8591982180833114,0.772178713531628,1.2612279199994696,2.225745240017783,0.6893178886789234,0.5889041472193406
2,1.056057939378077,1.0740136364916155,1.1137505642957772,2.076387687359775,1.079796614238118,0.9108390767034894
3,0.8736199462498817,0.7910223915476523,0.8917101967032602,2.1959665168039852,1.0224362656864532,0.777499744775753
4,0.9596380645611075,0.8495024328188491,0.6738068360343682,1.5596312579314247,1.1735805065252432,1.2890753608819905
5,1.0456766054428595,0.9795539266720428,0.7390297105436078,2.064801550211711,1.075080559996004,0.9906418586959528
6,0.9762314190667916,0.9744371876430853,1.0060271424193161,2.4594666745512894,0.9515025443197342,0.9837338258357586
7,1.12495512507271,0.8896294389314894,1.2727587196523535,2.6015589547109785,0.990677163404447,0.9855981778318983
8,1.075162678333612,1.069627954128392,0.8819351233711056,1.9514098689977706,1.0532451495292605,1.0253707123771403
9,1.166956021333014,1.0611552339703096,1.171341574008755,2.228475851711458,1.9372730023535543,0.8499223977853343
10,1.1498439137322827,1.2214863963025175,1.018252215257915,1.3009962779577247,3.235248703795951,0.8774734229982134
11,0.7414312887880116,1.4603211029013303,0.8096266872649437,0.9390478979375564,2.8212123079553977,1.1483805888266179
12,0.872808722002593,1.2673435636307635,0.5762547592098809,0.9236816324999036,2.8902128202428874,1.1536980584514573
13,0.8065654035182767,1.22082569740519,0.6212326329488894,0.7578391234156254,2.6715731187508327,1.1036268352579495
14,1.0315609849244833,1.2671875542062971,0.8759637090063164,1.188800746957595,2.6296764204544694,1.1947050083255208
15,0.7212684907136045,1.7415244290957272,0.7201005299065825,1.1740418370017993,1.7816637695003943,1.2300943953049635
16,0.8810329063709226,1.9145306171620453,1.3350415296450218,1.3166586681476709,1.209305934087582,1.130937020953678
17,0.7108675450498528,2.016797203152951,0.9272515248584157,0.7601412103131356,1.0935352963271698,1.0896939836290513
18,0.9074789809658653,2.0596119371815305,1.0154979841210086,0.9232172031674424,1.0926844656829506,1.0470638136707466
19,0.797696137213154,1.7457455959010477,1.1159624293847108,1.1087435100924694,1.3767882032438505,1.1228974978739423
20,0.8753105213768057,1.9821816615747667,0.8934024344160572,0.9062747861370901,1.2984705703316368,1.3028483699218507
21,0.7685941533124726,1.2972820168990205,0.6442970541902447,0.8153759374373859,1.290852696262793,1.6863492198528063
22,0.9955402527815338,1.4101403690662522,0.8220554443083737,1.1455828823706562,1.4149860819693076,2.0442425279558245
23,0.8631069675110924,1.2008956319430133,0.8571865720718436,1.2884000667053075,1.049947252261171,2.0356492867261466
24,0.9350014339954881,1.2480918528089704,0.7464406022439353,0.930406935426655,1.2453828520590309,1.8165607294865307
25,0.8181034143662907,1.2667638708531808,0.7230637338392663,0.9452824375585065,1.0057094503656299,1.9381761443954513
26,0.7590970459999572,1.7935255773608425,0.6357358490636978,0.7081566719548371,1.2453085679074956,1.275932347246608
27,0.7281625531045416,1.6434988335165266,0.5684601588455435,0.7470999278334708,1.3354488049759439,1.2092524568531071
28,0.8954352285261696,2.207740724402689,0.7219719790759949,0.8936045130311554,1.521640952241263,1.290107219469019
29,0.9002912992008008,2.0405561144192212,0.8565487515909781,0.8149111638919091,1.5985414981399797,1.2235516662333066
30,2.072668675271586,2.0008240022244306,1.1293560733756893,1.321074819698449,1.249048061802682,1.704518523702462
31,1.264592780573526,1.7843744879115473,1.0573762979786654,1.162532514428716,1.1481260912806823,1.119221220778977
32,0.9007154528207902,1.637808198027591,0.8001528762401766,0.9467733500867478,1.22100847151639,1.117547598274854
33,0.6952433142441476,2.223574626864268,0.5371424975218574,0.7480058944775321,1.1619763811434585,1.2880635052827065
34,0.8700457198535095,1.744469970252297,0.7194444463452592,0.9240715838538683,1.284557556839118,1.2226982324206699
35,0.7438800545487426,1.5378208518093055,0.8740947946645707,0.8649834217598352,0.6657769596081468,0.8777396788057181
36,0.7132886124607336,1.7582578018097188,1.106086090870754,0.7933099142636061,1.038112764233114,1.1913866699735893
37,0.8276723133688624,1.8294431060783127,1.251648226020404,0.9727758996399114,1.0789659305562822,1.1112265722303158
38,1.0046368443447256,2.1719542396870413,1.234802119170199,0.9451376802469601,1.2498429854125186,1.262818123717248
39,1.1945003195332307,1.4337294824770954,1.481714527518233,1.8821142118828695,1.0371194776705948,1.2004417047103793
40,1.0744207953813818,1.1725528351760741,0.9640458599169237,1.7888934376533319,1.306856002671252,0.8718932474728107
41,0.941198550342251,0.852987960830441,0.7619987810299812,2.3202869394558894,0.8044719816419441,0.7387274937519983
42,0.773912634823312,0.6674397007266315,0.8498026321716918,1.933681042181754,0.6060558664638985,0.6626344375992829
43,4.32996657657701,0.9385926707528142,1.786074364994851,2.893157368593988,0.8665041826737507,1.1324222635103243
44,1.501691745493595,0.8814469456177113,1.2028925195236746,2.3296239893870823,0.8646816419205945,0.9796459779121344
45,1.039373386324892,1.0688165687222677,1.1261479025735377,2.654934850041057,1.115391752565232,1.140725162960542
46,0.7561974774317268,0.8286016154930224,0.7093404643155365,2.1957231732133575,0.8087616548658203,0.6528545936135012
47,2.0717212486831516,0.8218546524085891,1.7479388180132778,2.179474685023246,0.8034924851209557,0.9170471323574778
48,4.231468208903682,0.8976765216355804,1.6398681305313105,1.2647834730778664,1.2111544254238689,1.0113039687851468
49,3.6908846986100423,0.7316065795344598,1.5922811178250176,1.3205960759208646,0.5939840583582859,0.9681794747246096
50,2.53615157609248,0.9713956053726228,1.5512116560718174,1.3184984432049993,1.023518567117177,1.0428150116058879
51,3.1125066487001107,1.0631147216514,0.9905726935711424,1.1463967854722799,0.8247673356248111,1.2263375643265655
52,2.6583847436987553,0.9304572872963885,0.9355145551837843,1.1414750281446462,0.8836878748141798,1.14092290605244
53,2.2486024179498005,1.1724553369274322,2.1547275514933655,1.393545874002952,1.2787756667420176,1.078794290095933
54,2.283837780419261,1.018290659148088,1.5510343660991566,1.3309331226103986,1.1094974577811743,1.1006663077727838
55,2.9818693273062906,0.9174328329424117,1.4196469798531879,1.344915246891353,0.9266285610933099,1.1832109682144116
56,2.5747357406982325,0.8023883906621225,1.3768103203136812,1.4673780196724857,0.8249491995630754,0.979716243890147
57,2.091445663334525,0.8012223531377354,1.3384274772493991,1.1196242720882899,0.7471217807757728,1.3614514285774522
58,2.9921586529858453,0.8010519564882712,1.4057124550139433,1.099509675735583,0.7484202270233107,1.2214455985543553
59,1.6212796339439477,1.1103547589423577,1.1994074014242593,1.036649393549874,1.0268022507988341,1.5092160760938047
60,1.9939976757562583,0.9517346513878338,1.0726473522916362,0.8288095411234704,0.7991100188256763,1.7581220258693981
61,2.0041010314523016,0.9710473986881583,1.2799852463923629,0.9185539430990847,0.8334240638692775,1.6706889779984633
62,2.5407093421872355,0.937428988403741,1.3782760980084203,1.221980670920334,0.7848651658868432,1.2030935297123577
63,2.443413220557357,0.7935782388519235,1.4463622203836504,1.1644563211337708,0.8061747148735948,1.0854144102263943
64,2.194717390405781,0.9016022219828893,1.4089934478662134,1.3615664761912658,0.960464518543921,0.9225795789664659
65,2.225234925433253,0.9900469527224632,2.2013731623709516,1.422937517960459,0.9277208383217365,1.0143390063711808
66,1.112245393357075,0.7108583833591027,2.3322809175337826,0.9728745995773833,0.5031640373555876,0.8391813550834414
67,1.9282111284870633,0.7744017702484366,2.3839869826497475,0.9751244515064365,0.7951557088133415,0.9348048533014788
68,1.2602838853845635,0.861853776110973,2.907674789460705,0.9977770225095416,0.742877095545929,0.7883152534238576
69,1.0915734578584573,0.9719908766318571,2.8480199178402428,0.8141262070169687,0.5870175251486305,0.8367484148324137
70,1.459238128313644,1.2389267681059586,4.4881611213291634,1.9097625883865996,0.624345422939877,1.1199612727324026
71,0.8812806789168177,0.9957870385296431,4.979293792876336,1.0512453213097224,0.6734405861121424,0.7723119710623019
72,1.2573536521153792,1.546594059801126,6.744394112800508,1.4340929988163797,0.8999653270447381,0.7715119492908363
73,0.6628818054981641,1.3329571790219779,4.969038052486071,0.7286919130247161,0.6688832834199661,1.030688378765969
74,1.2047346849735996,0.9760013372579054,2.913373971282709,1.0337456412064896,0.708031113948526,0.8199342708570782
75,1.38174870661543,0.8166175103080929,2.335724510931105,1.049712421574157,0.8210651013659693,0.8383809898568974
76,1.359139067770353,0.9913906354313821,2.941539730802034,1.5535677766880083,0.9141719095302767,0.9760343065827344
77,1.2027478944150143,0.7307162856968258,3.5079952826632326,1.4978053200552157,0.681292472264633,0.7066599901280889
78,1.5266387380678226,0.8877515134163586,2.6725249988548163,1.326644914993422,0.7130603428244369,0.8606031864832024
79,1.1969026133228584,0.7950798109049457,2.2506831972014583,1.3930830820384705,0.6660221899611459,0.7466940169492449
80,1.8845190144786186,0.9365187527640404,2.3180104101188332,1.0626431293987124,0.6087277417352466,0.9118671969946928
81,1.0800580280781182,0.5198392052261477,2.5134158813767766,0.8647789981054396,0.3833228820071758,0.4948731532123696
82,1.4231906353300698,1.1759361463388756,5.984869131507313,1.8791766759752186,0.4801417393353813,0.8762573076719957
83,1.0242895067058484,0.59154016250746,3.1472017929205083,0.9684320516636322,0.5720294001192067,0.49789713336141084
84,1.2391036756472327,1.4036991128852399,5.9423943327125315,1.4843703123748304,0.7262856416845838,0.9817944987278666
85,1.8446158771035135,1.2236747692760437,3.872506511554269,1.790850830886698,1.286682675457087,0.7674347883327001
86,1.3175759607096538,1.6198838600653758,7.1717746714899375,1.829076300576589,0.9777143739238776,0.8633667810784325
87,1.257939186369366,1.089124792469035,3.1381943427839603,1.2254929034042803,0.9333315307186542,0.9314899289251505
