chunk_60_id,cluster_label,cluster_letter
1,6,A
2,1,B
3,10,C
4,2,D
5,4,E
6,1,B
7,4,E
8,2,D
9,3,F
10,1,B
11,1,B
12,1,B
13,9,G
14,10,C
15,10,C
16,7,H
17,6,A
18,4,E
19,3,F
20,3,F
21,9,G
22,9,G
23,7,H
24,5,I
25,5,I
26,9,G
27,9,G
28,10,C
29,10,C
30,10,C
31,7,H
32,6,A
33,7,H
34,4,E
35,2,D
36,4,E
37,7,H
38,7,H
39,6,A
40,9,G
41,9,G
42,2,D
43,2,D
44,9,G
45,7,H
46,9,G
47,9,G
48,9,G
49,9,G
50,9,G
51,4,E
52,4,E
53,8,J
54,8,J
55,3,F
56,3,F
57,8,J
58,8,J
59,8,J
60,8,J
