term_str,n,gloss
xixna'w,1,
xixna'wik,1,
xixpe,1,
xixtz'aqik,1,
xixul,1,
xixulik,1,
xiya',1,
xiya'o,1,
xjachatzox,1,
xjalk'atij,2,
xjaq,1,
xjeraxik,1,
xjix,1,
xjok',1,
xjunajpu,6,
xk'ab'awilax,1,
xk'aj,3,
xk'ajolax,1,
xk'am,9,
xk'aminaq,1,
xk'amon,1,
xk'amow,1,
xk'amowik,2,
xk'aqataj,1,
xk'astaj,7,
xk'at,1,
xk'aton,1,
xk'iarik,1,
xk'is,17,
xk'isk'ut,1,
xk'isyakataj,1,
xk'ixb',1,
xk'iyarik,1,
xk'o,3,
xk'oje',18,
xk'oji'k,1,
xk'ol,1,
xk'ole',1,
xk'olik,1,
xk'olo,3,
xk'oqon,1,
xk'otin,1,
xk'otix,2,
xk'ototajik,1,
xk'otox,1,
xk'u,1,
xk'u'l,1,
xk'ub',1,
xk'ulun,1,
xk'ulutaj,2,
xk'ut,2,
xk'utun,2,
xk'utunije'ik,1,
xk'utux,1,
xka'oj,1,
xkach'oj,1,
xkaj,10,
xkajnaj,1,
xkakaw,1,
xkalaj,2,
xkam,7,
xkamik,4,
xkaminaq,1,
xkaminaqoq,2,
xkanaj,11,
xkanajik,1,
xkanul,1,
xke'ulik,1,
xkeb'e,1,
xkejek,1,
xkelej,2,
xkeleq'aj,2,
xkelesaj,1,
xkeqapixab'aj,1,
xkeqasik'ij,1,
xketa'm,3,
xketa'maj,1,
xketaq,1,
xki'kot,4,
xki'kotik,1,
xkib'alij,1,
xkib'an,22,
xkib'ano,29,
xkib'aq,1,
xkib'i'j,4,
xkib'i'natisaj,1,
xkib'ij,13,
xkib'isoj,1,
xkib'ixaj,2,
xkib'ol,2,
xkich'ak,3,
xkich'ako,1,
xkich'ik,1,
xkich'ikib'a',1,
xkich'o'wik,1,
xkichap,3,
xkichapala',1,
xkichapo,2,
xkichaqij,1,
xkicho'y,1,
xkichokob'ej,1,
xkichol,1,
xkiji'aj,1,
xkijik',1,
xkijurub'a',1,
xkijut,1,
xkik',4,
xkik'am,16,
xkik'amixtaj,2,
xkik'amowaj,2,
xkik'astaj,1,
xkik'at,1,
xkik'atej,1,
xkik'ato,2,
xkik'is,1,
xkik'iyalaj,1,
xkik'olob'a',1,
xkik'ot,1,
xkik'u,1,
xkik'u'l,1,
xkik'u'xlaj,2,
xkik'ulawachij,1,
xkik'ulub'a',3,
xkik'ulwachij,1,
xkik'ut,1,
xkik'utu,1,
xkikamisaj,2,
xkikana'isaj,1,
xkikanaj,2,
xkikaqkochij,1,
xkikemelaj,1,
xkikir,1,
xkikiroq,1,
xkikob'isaj,4,
xkikoj,6,
xkikojo,4,
xkikowisaj,1,
xkiku'b'a',1,
xkikuch,7,
xkil,12,
xkilo,7,
xkimajix,1,
xkimayijaj,4,
xkimes,1,
xkimuqu,1,
xkimuquj,1,
xkina',5,
xkina'o,2,
xkina'ojij,3,
xkina'taj,2,
xkinimaj,1,
xkinimarisaj,1,
xkino'jij,4,
xkinopon,1,
xkipatanij,1,
xkipax,1,
xkipaxij,1,
xkipixab',1,
xkipixab'aj,8,
xkipoq'oj,1,
xkiporoj,3,
xkipuk'ij,1,
xkipuk'uj,1,
xkipus,2,
xkipusu,2,
xkiq'aq'b'ej,1,
xkiq'at,1,
xkiq'ataj,1,
xkiq'ijila,1,
xkiq'il,1,
xkiqaq'up,1,
xkir,1,
xkirayij,2,
xkirech',1,
xkirip,2,
xkiriq,3,
xkiriqo,2,
xkiritaj,1,
xkisach,3,
xkisachik,1,
xkisacho,1,
xkise,1,
xkisep,1,
xkisi'j,1,
xkisik'ij,1,
xkisipaj,1,
xkisis,1,
xkisu'aj,1,
xkisuk'ub'a',1,
xkit'uyub'a',1,
xkita,3,
xkita'o,7,
xkitaq,9,
xkitaqej,1,
xkitarij,3,
xkitelej,1,
xkitij,2,
xkitik,4,
xkitikib'a',10,
xkitikilib'ej,2,
xkitinamit,1,
xkitolob'a',1,
xkitu'nik,1,
xkitz'apij,2,
xkitz'aq,1,
xkitz'ib'aj,1,
xkitz'onob'ej,1,
xkitz'onoj,6,
xkitz'ub'u,1,
xkitzajisaj,1,
xkitzayij,1,
xkitzij,2,
xkitzijoj,3,
xkitzolb'ej,1,
xkitzonob'a',1,
xkitzukuj,4,
xkiwachib'ej,1,
xkiwachij,2,
xkiwakuj,1,
xkiwiq,1,
xkiwub'aj,1,
xkixaj,4,
xkixajo,2,
xkixe,1,
xkixnusik'ij,1,
xkixqaporoj,1,
xkixqati',1,
xkixqati'o,1,
xkixul,1,
xkiya',7,
xkiya'o,3,
xkiyajob'ej,1,
xkiyikow,1,
xkiyoj,1,
xkiyoq',2,
xkiyotej,1,
xkob',1,
xkoj,2,
xkojb'e,1,
xkojik,1,
xkojilowik,1,
xkojkam,1,
xkojopon,1,
xkojow,1,
xkojtzalij,1,
xkok,1,
xkokib'ej,2,
xkolo,1,
xkolotaj,3,
xkoq'ej,1,
xkoq'otaj,1,
xkoqotaj,2,
xkos,2,
xkotkomij,1,
xkoyob'ej,2,
xku'b'ax,1,
xku'b'e,1,
xku'b'e',1,
xkuch,1,
xkuk'a'j,1,
xkuk'aj,1,
xkunax,1,
xkutzinisaj,1,
xkuxeb'a',1,
xkuyu,1,
xkuyutaj,1,
xlilob',1,
xma,19,
xma'inik,1,
xma'ixik,1,
xmaixik,1,
xmalik,1,
xmawi,1,
xmejo,1,
xmolomanik,1,
xmolomox,1,
xmolomoxik,1,
xmoyik,1,
xmoyomob'ik,1,
xmuchu'lixik,1,
xmukur,3,
xmuqane,14,
xmuqik,1,
xmuqun,1,
xna'ojin,1,
xna'ojix,3,
xna'ojixik,1,
xnam,2,
xnaqajoq,1,
xnawachil,1,
xnawachir,1,
xnik'ox,1,
xnik'wachixik,1,
xnim,1,
xnimar,3,
xnimarik,1,
xnimarisan,2,
xno'jix,1,
xnub'an,1,
xnub'isoj,1,
xnuk'am,1,
xnuk'mayijinaq,1,
xnupixab'aj,1,
xnuriqo,1,
xnuya',1,
xo,1,
xo'l,7,
xob',4,
xojb'e,1,
xojch'akatajik,1,
xojchi'nik,1,
xojeroq,3,
xojik'am,1,
xojiti'o,1,
xojk'amik,1,
xojk'amowik,1,
xojk'axtok'ax,1,
xojk'ok'onik,1,
xojkam,1,
xojkamik,1,
xojkosik,1,
xojmakunik,1,
xojmich'owik,1,
xojojuchaxik,1,
xojopon,1,
xojpaxin,2,
xojpe,6,
xojpetik,3,
xojsach,2,
xojsachik,2,
xojuchax,1,
xojuxik,1,
xojwachinik,1,
xojwinaqirik,2,
xok,24,
xokem,1,
xokik,4,
xol,1,
xolob'achan,1,
xopon,13,
xoponik,6,
xoq',7,
xoq'o'l,1,
xoq'ol,1,
xot,3,
xowatal,1,
xpakatajik,1,
xpaq'a'ik,1,
xpaxik,1,
xpaxin,2,
xpaxinik,1,
xpe,31,
xpeq,16,
xperepoxik,1,
xpetik,5,
xpisik,1,
xpixab'axik,1,
xpiyakok,10,
xpoq'olij,1,
xpoq'otaj,1,
xpoq'otajik,2,
xpuch',7,
xpurpuweq,2,
xpus,3,
xpusik,1,
xq'ajik,1,
xq'ajixik,1,
xq'ale',1,
xq'ale'ik,1,
xq'anil,1,
xq'aq'ar,1,
xq'aq'arik,1,
xq'at,1,
xq'atatajik,1,
xq'axinik,1,
xq'eq,3,
xq'equ'marik,1,
xq'ijilo'xik,1,
xq'upuq'ub',1,
xq'ut,3,
xq'utu,2,
xq'utuxik,1,
xqab'ano,5,
xqab'e,1,
xqab'ij,3,
xqach'ako,1,
xqacholo,1,
xqaj,17,
xqajach,1,
xqajal,1,
xqajik,2,
xqajinaq,1,
xqak'am,1,
xqak'iso,1,
xqakamuluj,2,
xqakuyu,1,
xqana'o,2,
xqariqo,2,
xqasach,1,
xqasan,1,
xqatij,1,
xqatijo,3,
xqatz'ib'aj,1,
xqaya',1,
xqeta'maj,3,
xqil,1,
xqilo,3,
xqok'otaj,1,
xqop,1,
xqupin,1,
xqupix,2,
xraj,21,
xrech',1,
xreleq'aj,1,
xrelesaj,1,
xreta'maj,1,
xretal,1,
xril,7,
xrilij,1,
xriq'taxik,1,
xrixowaj,1,
xro,2,
xrok'o'ib'ej,1,
xsach,1,
xsajkab'ix,1,
xsaqir,3,
xsaqirik,12,
xsik'in,2,
xsik'inik,1,
xsilib'ataj,1,
xsipoj,1,
xskataq,1,
xsolkopij,1,
xsqaqi'n,3,
xta',1,
xtaj,7,
xtak'atob',1,
xtane',1,
xtepewarik,1,
xti',8,
xti'ik,3,
xti'ow,1,
xti'owik,1,
xtikar,4,
xtikarik,4,
xtiker,1,
xtikib'an,1,
xtikib'ax,1,
xtikitax,1,
xtikixtaj,1,
xtikow,1,
xtoj,1,
xtok'e,1,
xtole',1,
xtub'ukij,1,
xtukuwik,1,
xtz'akat,1,
xtz'aq,2,
xtz'aqat,2,
xtz'ib'an,2,
xtz'onox,4,
xtz'ul,1,
xtzalij,1,
xtzaq,2,
xtze'n,1,
xtze'nik,1,
xtzukux,1,
xu,1,
xub'ak,1,
xub'an,8,
xub'anik,1,
xub'ano,5,
xub'axik,1,
xub'i'naj,8,
xub'i'natisaj,1,
xub'ij,5,
xub'iq'o,1,
xub'oq,1,
xuchap,2,
xuchapo,1,
xuchax,21,
xuchaxik,8,
xuchuyej,1,
xujach,1,
xujach',1,
xujuruj,1,
xuk'a,1,
xuk'a'am,1,
xuk'ajolaj,3,
xuk'am,9,
xuk'amo,4,
xuk'aqat,1,
xuk'is,1,
xuk'ixb'ij,1,
xuk'olela',1,
xuk'olo,1,
xuk'ot,1,
xuk'oto,1,
xuk'ul,2,
xuk'ulu,3,
xuk'ut,3,
xukamib'ej,1,
xukanaj,1,
xukanajib'ej,1,
xukawub'ej,1,
xukiya',1,
xukob'isaj,1,
xukoj,2,
xukut,4,
xukutaxik,1,
xukuxuxinaq,1,
xukuy,1,
xul,29,
xule'ik,1,
xulik,1,
xulik'ib'a',1,
xulix,1,
xulk'o,1,
xulq'ab',2,
xulu,4,
xuluxuj,1,
xumayijaj,1,
xumich',1,
xuna',3,
xuna'o,1,
xunik'oj,1,
xupan,1,
xupixab'aj,1,
xupunab'ej,1,
xuq'at,1,
xuraquj,2,
xurayij,1,
xuriq,2,
xuriqo,2,
xuruxuj,1,
xuta,4,
xutaq,1,
xutaqej,1,
xuteleb'a',1,
xuti',3,
xuti'o,2,
xutij,3,
xutik,2,
xutikib'a',3,
xutz'ib'aj,3,
xutz'onoj,4,
xutzin,4,
xutzinik,9,
xutzininaqa,1,
xutzirisaxik,1,
xutzoqopij,2,
xuwachelam,1,
xuwachij,1,
xuwiq,1,
xuwon,1,
xux,3,
xuxawaj,3,
xuxekeb'a',1,
xuxib'ij,1,
xuxik,49,
xuxlab'ix,1,
xuxulim,1,
xuya',4,
xuya'o,3,
xuyak,1,
xwab'ax,1,
xwachin,5,
xwachinik,3,
xwinaqir,10,
xwinaqirije'ik,1,
xwinaqirik,6,
xworo,1,
xwulijtaj,1,
xya',7,
xya'ik,1,
xya'w,1,
xyake'x,1,
xyik',1,
xyopij,3,
xyopijik,1,
xyoq'otaj,1,
ya',27,
ya'axel,1,
ya'ik,1,
ya'ix,1,
ya'ol,5,
ya'on,1,
ya'oq,8,
yab',2,
yab'a,1,
yach,1,
yachwach,4,
yajik,1,
yak,5,
yakal,3,
yakalem,2,
yakalib'al,2,
yakalik,3,
yakamarinaq,1,
yakataj,1,
yakatajinaq,1,
yakatik,1,
yake'ik,1,
yaki,7,
yaklin,2,
yakolatam,2,
yamanik,5,
yan,3,
ye'ol,1,
yiqoxik,1,
yitz',1,
yitz'il,1,
yojol,3,
yolkwat,1,
yoq',1,
yoq'b'al,1,
yoq'otaj,1,
yoq'otajinaq,1,
yujuj,2,
yuq,1,
yuyub',2,
zuywa,1,
