chunk_60_id,cluster_label,cluster_letter
1,7,A
2,7,A
3,7,A
4,7,A
5,1,B
6,1,B
7,1,B
8,1,B
9,1,B
10,1,B
11,2,C
12,3,D
13,3,D
14,3,D
15,2,C
16,2,C
17,2,C
18,2,C
19,2,C
20,4,E
21,4,E
22,4,E
23,4,E
24,4,E
25,4,E
26,4,E
27,3,D
28,3,D
29,3,D
30,3,D
31,3,D
32,3,D
33,3,D
34,4,E
35,7,A
36,7,A
37,5,F
38,5,F
39,6,G
40,6,G
41,5,F
42,5,F
43,5,F
44,5,F
45,6,G
46,6,G
47,6,G
48,6,G
49,6,G
50,6,G
51,5,F
52,5,F
53,8,H
54,8,H
55,8,H
56,8,H
57,8,H
58,8,H
59,8,H
60,8,H
