term_str,0,1,2,3,4
!,-0.002834771342889209,-0.00048533228359635917,-0.00018044342857278506,0.002510337215771684,0.0016213987744653298
',0.0020848277662357697,0.0008320567194767136,-0.000755309843148927,0.000230250644160751,0.0004777273321757976
'ek,-0.0005737201768634016,-0.00033265237091462737,-2.9421664444596503e-05,-0.001115967833994242,-0.0006123832744507931
'ri,0.0005527171091202357,0.0018309658259835476,-0.00019842122355808684,0.0006680119265153677,-0.0002098967859886035
'ut,-0.0008419899913786762,2.709749363605874e-05,-0.000814549933453696,-0.0012855912930140052,0.001607637160839231
(ch'uti),-0.0009061213354253417,-0.00034241873863769407,-0.0005756892342878032,-0.0008281745171518059,-0.0002597130447370959
(xik')?,-0.0004981972840092219,-0.00014499782196952668,-0.00037739982801211937,-2.448054492275781e-06,0.0002674367815302944
-,-0.011626177199365362,-0.0042292847677603135,0.012656071009182104,0.01825676671556101,0.009494287261941722
-a,-0.0018968426876382046,-0.001277102863630997,-1.947024137969e-05,0.002656156026871341,5.3722706558227e-05
-aji!,-0.004981972840092222,-0.0014499782196952657,-0.0037739982801211626,-2.4480544922713885e-05,0.002674367815302907
-aki!,-0.0004981972840092219,-0.00014499782196952682,-0.0003773998280121163,-2.4480544922706025e-06,0.0002674367815302869
-amaq',0.0012425198005433995,-0.0004368657256757535,-5.910015085233788e-05,-0.00021285279563566548,0.0006657359876676566
-apa,-0.00549426129667196,-0.002219097104000752,-0.0038605870002108725,0.0037979040813267435,-0.002924659190251053
-apachina,-0.0005629389976959403,-0.000712126857864547,-0.0019281887916670318,0.0009062605264784726,-0.0029445443665742617
-apachinaq,-0.0005737201768634061,-0.0003326523709146209,-2.9421664444587463e-05,-0.001115967833994147,-0.0006123832744508434
-aq'aroq,0.0010858958674704535,0.0005161861825482708,0.00124953868005201,-0.0009718889740372268,0.0007513884095540037
-aq'aroq!,0.002421977548623467,4.280480615392468e-05,0.0007916894161830957,-0.0005079024789440306,0.0012444612278313695
-aqaroq!,0.0025688032665652965,-0.0025582814521314494,-0.0016620213303153656,-0.0008702563369027026,0.0016327502310225048
-are,0.0008223782613436193,-0.004251197036576418,-0.0024773024806056146,0.002166987554354796,-0.0014128146147894761
-at,2.4874628254213575e-05,-0.0018487287399316752,0.0004402324661854548,-0.0007784016546353111,-0.003755145113548566
-b'alam,0.0016106772988806184,-0.0008994871222384532,-0.0007207610460949494,0.0004514743615795927,-0.0007298618691356125
-chab'ij,-0.0005860142568421314,-0.0003361463570197846,-0.0003026125229851828,0.0002039704285656748,-0.001269574688224446
-chak'aqa,-0.0009061213354253418,-0.00034241873863769326,-0.0005756892342878052,-0.0008281745171518224,-0.00025971304473706357
-chay,-0.000727989997406704,-0.0002515414633472331,-0.0007516915073629527,2.1057380144868056e-05,-8.328055918543674e-05
-chi,-0.0008419899913786763,2.7097493636058646e-05,-0.0008145499334536888,-0.0012855912930140238,0.001607637160839293
-chib'ana',-0.0008981614413374208,0.00039126804567394223,-0.0014000675598362725,-0.0007267766520331504,0.0003319861871445959
-chib'ek,0.0005527171091202357,0.0018309658259835476,-0.00019842122355807272,0.0006680119265153042,-0.0002098967859886479
-chib'ij,-7.605275769005098e-05,-0.00025727701543339565,0.0020225170669651675,-0.0008717516706245142,-0.0018729372788863039
-chichakonisaj,0.0016106772988806184,-0.0008994871222384532,-0.0007207610460949494,0.0004514743615795927,-0.0007298618691356125
-chikamisaj,-0.0008981614413374208,0.00039126804567394223,-0.0014000675598362725,-0.0007267766520331504,0.0003319861871445959
-chikira',-0.000950597883791978,-0.0005606357875837582,-0.0003805088663047035,-0.0007661773089833635,-0.00034775479388018834
-chila',-0.00044826898445944727,-0.0009865330019684102,0.0005161577512156691,-0.00021505029766156138,0.0013171153279236875
-chiporoj,-0.0007240123149066249,0.0003400142421500694,-0.001360732646539729,0.0002018261088703333,-0.0014298106910640537
-chipusu',-0.001473288389504304,0.0006641641809049059,-0.0025074101181445365,-0.00047676985115113887,-0.000997064641880772
-chiq'ijila',-0.0004981972840092219,-0.0001449978219695269,-0.00037739982801211574,-2.4480544922714626e-06,0.0002674367815302903
-chiri',-0.00032770304799598034,0.00034774057372243347,0.00023502344691906312,-0.0007596135173272127,-0.0002518383088525928
-chita',-0.0008981614413374208,0.00039126804567394223,-0.0014000675598362725,-0.0007267766520331504,0.0003319861871445959
-chiteleb'a'!,-0.0007604701824849965,-0.0004968282652758253,0.0009094874097463932,0.0018383552243657385,3.807420547274772e-05
-chitik'oj,-0.0005737201768634061,-0.0003326523709146209,-2.9421664444587338e-05,-0.0011159678339941474,-0.000612383274450842
-chiwila',-0.000875650104796301,-0.00032875476885071227,-0.000938311634848798,-0.0007009422109639568,-0.0010832523427515676
-chopon,-0.0009061213354253418,-0.00034241873863769326,-0.0005756892342878052,-0.0008281745171518224,-0.00025971304473706357
-chultakib'ana',-0.0007240123149066249,0.0003400142421500694,-0.001360732646539729,0.0002018261088703333,-0.0014298106910640537
-chuweq,-0.0007770480186041965,-0.0006981597682301562,0.0008332567645445343,0.002406488745447076,0.0001602487328820582
-ilokab',0.001238052891464506,-0.0005693355936899349,0.0002475012014349078,-0.0003309056874915099,0.0013517318408883788
-in,-0.0008128840812829859,-0.002150772753486206,0.0012957672716970875,0.00249613605870731,0.0027074047322801762
-ix,0.0003230094574564958,-0.0010837797590355438,0.0012041184278170569,-0.0012650734164026073,-0.0016146249480491238
-je,-0.003327502888715429,-0.0015901762265992686,-0.003059207434790607,-0.0007933369798338279,-0.0003789271132898161
-je'atzaqa,-0.0008628657435336889,-0.0002039797879147886,7.829354960931553e-05,-0.0001756623483613709,0.0007302599461072057
-jiya'!,-0.0008419899913786763,2.7097493636058646e-05,-0.0008145499334536888,-0.0012855912930140238,0.001607637160839293
-jo',-0.001575218887696633,-0.00047573001205472647,-0.0012669903577218432,-0.0014867462595311296,-0.0006652826166396033
-ju,-0.0010518457937664036,-0.0006850937863794242,-0.0010350890376346722,0.0005625018654629969,-0.0005257058940349994
-jucha,0.0009644577355469928,-0.0005867718386809327,0.004179873634265024,-0.002261980624465352,-0.0021160362304655698
-jucha'lik?,-0.0005217513217788401,-0.0007499017787307414,-0.000987394539980694,-0.0009787501014494936,0.0008941180806309257
-jujunal,-0.0007974641182457257,-0.000350302657504837,-0.00041236692804452936,-0.0003991848007803279,-0.0015941928338904844
-jun,-0.0007770480186041965,-0.0006981597682301562,0.0008332567645445343,0.002406488745447076,0.0001602487328820582
-junajpu:,-0.0005217513217788401,-0.0007499017787307414,-0.000987394539980694,-0.0009787501014494936,0.0008941180806309257
-junal,-0.0008981614413374208,0.00039126804567394223,-0.0014000675598362725,-0.0007267766520331504,0.0003319861871445959
-jupa,-0.001991533998137046,-0.0010431892860390693,0.0029636293251518583,-0.00338350968632841,-0.002101040002728826
-jusuk',-0.000727989997406704,-0.0002515414633472331,-0.0007516915073629527,2.1057380144868056e-05,-8.328055918543674e-05
-k'a,-0.0005217513217788401,-0.0007499017787307414,-0.000987394539980694,-0.0009787501014494936,0.0008941180806309257
-k'ate,-0.0007881559456716615,-0.0006850363047361903,-0.00022042798858714084,-0.0001362648278483233,-0.0011240927666020465
-k'ax,-0.00030215332496840195,-0.0002270778925334236,0.001897074859462689,-0.0006920662440759568,-0.0006617128925189243
