chunk_80_id,term_str,n
1,a,1
1,ab'aj,1
1,ab'anel,1
1,ajb'is,1
1,ajna'oj,2
1,ajraxa,2
1,al,1
1,alay,1
1,alom,2
1,amaqil;,1
1,aq,1
1,aq'ab',1
1,are,3
1,are',1
1,b'i,3
1,b'isol,1
1,b'itol,2
1,b'itol;,1
1,ch'aqa,1
1,che',1
1,che'xik,1
1,chi,7
1,chik,4
1,chikop,1
1,cho,1
1,cho-palo,1
1,christianoil,1
1,chucha'xik,4
1,chuqenel,1
1,dios,1
1,e,6
1,etamanel,1
1,ewal,1
1,ewaxib'al,1
1,ilb'al,3
1,ilol,1
1,iyom,2
1,ja',2
1,jul,1
1,jun,3
1,junajpu,2
1,k'a'maxik,2
1,k'ajol;,1
1,k'ajolom,2
1,k'akachamamoq,1
1,k'akalolinik,1
1,k'akasilanik,1
1,k'akatz'ininoq,1
1,k'akotz,1
1,k'akotzob'ik,1
1,k'aslem,1
1,k'aslem';,1
1,k'eje,1
1,k'iche',4
1,k'ichelaj,1
1,k'im,1
1,k'is,1
1,k'o,7
1,k'ol,1
1,k'olem,1
1,k'olik,2
1,k'olik;,1
1,k'ut,2
1,k'ute,1
1,k'uxlanel;,1
1,k'uxlay,1
1,kab'an,2
1,kachamanik,1
1,kaj,8
1,kaj-ulew,1
1,kaj:,1
1,kamolob'ik,1
1,kamul,2
1,kar,1
1,kasilob'ik,1
1,katolona,1
1,katz'ininik,1
1,katz'inonik,1
1,kib'i',1
1,kik'oje'ik,1
1,kumal,1
1,la',3
1,laq,1
1,li'anik,1
1,lo,1
1,ma,2
1,maja,1
1,maja',2
1,mamom,2
1,matzanel,1
1,mawi,1
1,muqutal,1
1,nab'e,3
1,naki,3
1,nay,1
1,nim,1
1,nimaq,2
1,ojer,3
1,oq,1
1,pa,7
1,palo,4
1,petenaq,1
1,popo,1
1,puch,6
1,q'alaj,1
1,q'equ'm,1
1,q'ukumatz,3
1,q'uq',1
1,qamujib'al,1
1,rachb'ixik,1
1,rachtzijoxik,1
1,ramaq',1
1,raxon;,1
1,re,3
1,rech,3
1,remanik,3
1,retaxik;,1
1,ri,5
1,ronojel,5
1,ruk',1
1,rumal,3
1,saq,2
1,saqil,5
1,saqinim,1
1,saqirib'al,1
1,saqtetoj,1
1,sis,1
1,siwan,1
1,ta,4
1,taj,2
1,tap,1
1,tepew,2
1,tinamit,1
1,tz'aqol,3
1,tz'ikin,1
1,tz'uq,2
1,tz'uquxik,1
1,tzel,1
1,tzib'am,1
1,tzij,5
1,ub'i',2
1,ub'inam,1
1,uch'ab'al,1
1,uchan:,1
1,uchuch,1
1,uk'utunisaxik,1
1,uk'ux,2
1,ukaj,3
1,ulew,1
1,ulew:,1
1,ulew;,1
1,umej,1
1,upa,4
1,upam,1
1,upe'oxik,1
1,uq'alajob'isaxik,1
1,uqajaw,1
1,utikarib'al,1
1,utiw,1
1,utukel,4
1,utzijoxik,4
1,uwach,2
1,uxe',1
1,uxe'nab'al,1
1,uyuq,1
1,wa'e,3
1,waral,2
1,wi,9
1,wi:,1
1,winaq,2
1,winaqirem:,1
1,wuch',1
1,wuj,1
1,wujil,1
1,xa,10
1,xax,1
1,xb'an,1
1,xchiqak'am,1
1,xchiqatikib'a',1
1,xchiqatz'ib'aj,2
1,xchiqelesaj,1
1,xkib'an,1
1,xkitzijoj,1
1,xmukane,1
1,xpiyakok,1
1,xukut,1
1,xukutaxik,1
1,yakalik,1
2,-jupa,1
2,-ulew!,1
2,-utz,1
2,-xa,1
2,alom,1
2,apachinaq,1
2,aq'ab'al;,2
2,are,1
2,are',1
2,at,3
2,b'alam,1
2,b'it!,1
2,ch'ata,1
2,ch'ipi,2
2,ch'ob'ol,1
2,cha,1
2,chajal,3
2,chawaxoq,2
2,che',2
2,chel,1
2,chi,11
2,chi',1
2,chik,3
2,chiwinaqir,2
2,chuchaxik,1
2,chuxoq!,1
2,e,2
2,ja,1
