term_str,df,dp,dh,sig
a,26,0.16993464052287582,0.4345140603813108,True
a',6,0.0392156862745098,0.18323236635182333,True
a'on,1,0.006535947712418301,0.04743390746857943,True
ab'aj,20,0.13071895424836602,0.3837202284712797,True
ab'ajil,1,0.006535947712418301,0.04743390746857943,True
ab'anel,1,0.006535947712418301,0.04743390746857943,True
ab'anoj,1,0.006535947712418301,0.04743390746857943,True
ab'i',1,0.006535947712418301,0.04743390746857943,True
ab'ix,3,0.0196078431372549,0.11122402631316657,True
ab'ixik,4,0.026143790849673203,0.1374480481749713,True
ab'ixom,1,0.006535947712418301,0.04743390746857943,True
abix,1,0.006535947712418301,0.04743390746857943,True
achaq,1,0.006535947712418301,0.04743390746857943,True
achb'ilan,1,0.006535947712418301,0.04743390746857943,True
achb'ilay,2,0.013071895424836602,0.08179591951232225,True
achij,8,0.05228758169934641,0.2226085146505962,True
achijab',3,0.0196078431372549,0.11122402631316657,True
achijil,1,0.006535947712418301,0.04743390746857943,True
achijilal,1,0.006535947712418301,0.04743390746857943,True
achinaq,1,0.006535947712418301,0.04743390746857943,True
achuch,1,0.006535947712418301,0.04743390746857943,True
actualizada,1,0.006535947712418301,0.04743390746857943,True
aj,16,0.10457516339869281,0.3406418659024995,True
ajache',2,0.013071895424836602,0.08179591951232225,True
ajal,4,0.026143790849673203,0.1374480481749713,True
ajam,5,0.032679738562091505,0.16128953424200293,True
ajaw,41,0.2679738562091503,0.5091063356931849,True
ajawab',42,0.27450980392156865,0.51198011527048,True
ajawal,1,0.006535947712418301,0.04743390746857943,True
ajawarem,8,0.05228758169934641,0.2226085146505962,True
ajb'atena,1,0.006535947712418301,0.04743390746857943,True
ajb'is,2,0.013071895424836602,0.08179591951232225,True
ajb'it,5,0.032679738562091505,0.16128953424200293,True
ajb'ix,4,0.026143790849673203,0.1374480481749713,True
ajch'ut,1,0.006535947712418301,0.04743390746857943,True
ajchoq',1,0.006535947712418301,0.04743390746857943,True
ajchoq'e,1,0.006535947712418301,0.04743390746857943,True
aji,1,0.006535947712418301,0.04743390746857943,True
ajilam,2,0.013071895424836602,0.08179591951232225,True
ajilan,11,0.0718954248366013,0.27305567623927385,True
ajilatal,1,0.006535947712418301,0.04743390746857943,True
ajk'ix,1,0.006535947712418301,0.04743390746857943,True
ajk'ixb',14,0.0915032679738562,0.3156892868554945,True
ajk'ot,3,0.0196078431372549,0.11122402631316657,True
ajk'uwa'l,1,0.006535947712418301,0.04743390746857943,True
ajkab',1,0.006535947712418301,0.04743390746857943,True
ajkaj,1,0.006535947712418301,0.04743390746857943,True
ajkajb',12,0.0784313725490196,0.2880333601546271,True
ajkun,1,0.006535947712418301,0.04743390746857943,True
ajlab'al,7,0.0457516339869281,0.20359627741467537,True
ajlatz'ab',1,0.006535947712418301,0.04743390746857943,True
ajloq',1,0.006535947712418301,0.04743390746857943,True
ajmak,1,0.006535947712418301,0.04743390746857943,True
ajmewa,1,0.006535947712418301,0.04743390746857943,True
ajmoken,1,0.006535947712418301,0.04743390746857943,True
ajmoxwach,1,0.006535947712418301,0.04743390746857943,True
ajmuqulik,1,0.006535947712418301,0.04743390746857943,True
ajna'oj,3,0.0196078431372549,0.11122402631316657,True
ajnim,2,0.013071895424836602,0.08179591951232225,True
ajoxb'al,1,0.006535947712418301,0.04743390746857943,True
ajpatan,1,0.006535947712418301,0.04743390746857943,True
ajpop,8,0.05228758169934641,0.2226085146505962,True
ajpopol,2,0.013071895424836602,0.08179591951232225,True
ajposotz'il,1,0.006535947712418301,0.04743390746857943,True
ajpoxa,1,0.006535947712418301,0.04743390746857943,True
ajpu,53,0.3464052287581699,0.5298155004631437,True
ajq'ij,1,0.006535947712418301,0.04743390746857943,True
