chunk_60_id,cluster_label,cluster_letter
1,1,A
2,1,A
3,1,A
4,1,A
5,2,B
6,2,B
7,2,B
8,3,C
9,3,C
10,3,C
11,3,C
12,7,D
13,7,D
14,8,E
15,8,E
16,6,F
17,6,F
18,6,F
19,4,G
20,4,G
21,4,G
22,10,H
23,10,H
24,10,H
25,9,I
26,9,I
27,5,J
28,5,J
29,8,E
30,8,E
31,5,J
32,5,J
33,5,J
34,1,A
35,1,A
36,1,A
37,1,A
38,15,K
39,15,K
40,15,K
41,15,K
42,15,K
43,15,K
44,15,K
45,15,K
46,15,K
47,13,L
48,13,L
49,14,M
50,14,M
51,14,M
52,14,M
53,11,N
54,11,N
55,11,N
56,12,O
57,12,O
58,12,O
59,11,N
60,11,N
