para_id,line_id,token_num,token_str,term_str,chunk_60_id,chunk_80_id,chunk_100_id
3,13,3,puch,puch,1,1,1
3,14,0,ta,ta,1,1,1
3,14,1,chik'istz'uk,chik'istz'uk,1,1,1
3,14,2,ronojel,ronojel,1,1,1
3,14,3,kaj,kaj,1,1,1
3,14,4,ulew,ulew,1,1,1
3,15,0,ukaj,ukaj,1,1,1
3,15,1,tz'ukuxik,tz'ukuxik,1,1,1
3,15,2,ukaj,ukaj,1,1,1
3,15,3,xukutaxik,xukutaxik,1,1,1
3,16,0,retaxik,retaxik,1,1,1
3,16,1,ukaj,ukaj,1,1,1
3,16,2,che'xik,che'xik,1,1,1
3,17,0,umej,umej,1,1,1
3,17,1,k'a'maxik,k'a'maxik,1,1,1
3,17,2,uyuq,uyuq,1,1,1
3,17,3,k'a'maxik,k'a'maxik,1,1,1
3,17,4,upa,upa,1,1,1
3,17,5,kaj,kaj,1,1,1
3,17,6,upa,upa,1,1,1
3,17,7,ulew,ulew,1,1,1
3,18,0,kajtz'uk,kajtz'uk,1,1,1
3,18,1,kajxukut,kajxukut,1,1,1
3,18,2,chucha'xik,chucha'xik,1,1,1
3,19,0,rumal,rumal,1,1,1
3,19,1,tz'aqol,tz'aqol,1,1,1
3,19,2,b'itol,b'itol,1,1,1
3,20,0,uchuch,uchuch,1,1,1
3,20,1,uqajaw,uqajaw,1,1,1
3,20,2,k'aslem,k'aslem,1,1,1
3,20,3,winaqirem,winaqirem,1,1,1
3,20,4,ab'anel,ab'anel,1,1,1
3,20,5,k'u'xlanel,k'u'xlanel,1,1,1
3,21,0,alay,alay,1,1,1
3,21,1,rech,rech,1,1,1
3,21,2,k'u'xla'y,k'u'xla'y,1,1,1
3,21,3,rech,rech,1,1,1
3,22,0,saqil,saqil,1,1,1
3,22,1,amaq'il,amaq'il,1,1,1
3,22,2,saqil,saqil,1,1,1
3,22,3,al,al,1,1,1
3,22,4,saqil,saqil,1,1,1
3,22,5,k'ajol,k'ajol,1,1,1
3,23,0,ajb'is,ajb'is,1,1,1
3,23,1,ajna'oj,ajna'oj,1,1,1
3,23,2,chi,chi,1,1,1
3,23,3,rech,rech,1,1,1
3,23,4,ronojel,ronojel,1,1,1
3,24,0,a,a,1,1,1
3,24,1,toq'ol,toq'ol,1,1,1
3,24,2,wi,wi,1,1,1
3,24,3,kaj,kaj,1,1,1
3,24,4,ulew,ulew,1,1,1
3,24,5,cho,cho,1,1,1
3,24,6,palo.,palo,1,1,1
3,25,0,Are,are,1,1,1
3,25,1,utzijoxik,utzijoxik,1,1,1
3,25,2,wa'e,wa'e,1,1,1
3,25,3,k'a,k'a,1,1,1
3,25,4,katz'ininoq,katz'ininoq,1,1,1
3,25,5,k'a,k'a,1,1,1
3,25,6,kachamamoq,kachamamoq,1,1,1
3,26,0,katz'inonik12,katz'inonik,1,1,1
3,27,0,k'a,k'a,1,1,1
3,27,1,tolona13,tolona,1,1,1
4,1,0,Wa'e,wa'e,1,1,1
4,1,1,k'ute,k'ute,1,1,1
4,1,2,nab'e,nab'e,1,1,1
4,1,3,tzij,tzij,1,1,1
4,1,4,nab'e,nab'e,1,1,1
4,1,5,uchan.14,uchan,1,1,1
4,2,0,Majab'i'oq15,majab'i'oq,1,1,1
4,3,0,jun,jun,1,1,1
4,3,1,chikop,chikop,1,1,1
4,3,2,"tz'ikin,",tz'ikin,1,1,1
4,4,0,kar,kar,1,1,1
4,4,1,"tap,",tap,1,1,1
4,5,0,che',che',1,1,1
4,5,1,"ab'aj,",ab'aj,1,1,1
4,6,0,jul,jul,1,1,1
4,6,1,"siwan,",siwan,1,1,1
4,7,0,k'im,k'im,1,1,1
4,7,1,k'iche'laj,k'iche'laj,1,1,1
4,8,0,xa,xa,1,1,1
4,8,1,utukel,utukel,1,1,1
4,8,2,kaj,kaj,1,1,1
4,8,3,k'olik.,k'olik,1,1,1
4,9,0,Ma,ma,1,1,1
4,9,1,wi,wi,1,1,1
4,9,2,q'alaj,q'alaj,1,1,1
4,9,3,uwach,uwach,1,1,1
4,9,4,ulew,ulew,1,1,1
4,10,0,xa,xa,1,1,1
4,10,1,utukel,utukel,1,1,1
4,10,2,remanik,remanik,1,1,1
4,10,3,palo,palo,1,1,1
4,10,4,upa,upa,1,1,1
4,10,5,kaj,kaj,1,1,1
4,10,6,ronojel,ronojel,1,1,1
4,11,0,maja,maja,1,1,1
4,11,1,b'i,b'i,1,1,1
4,11,2,naqi,naqi,1,1,1
4,11,3,la,la,1,1,1
4,11,4,kamolob'ik,kamolob'ik,1,1,1
4,11,5,kakotzob'ik,kakotzob'ik,1,1,1
4,12,0,jun,jun,1,1,1
4,12,1,ta,ta,1,1,1
4,12,2,kasilob'ik,kasilob'ik,1,1,1
4,13,0,kamalkab'an16,kamalkab'an,1,1,1
4,14,0,Xa,xa,1,1,1
4,14,1,ma,ma,1,1,1
4,14,2,k'o,k'o,1,1,1
4,14,3,wi,wi,1,1,2
4,15,0,naqi,naqi,1,1,2
4,15,1,la,la,1,1,2
4,15,2,k'olik,k'olik,1,1,2
4,15,3,yakalik,yakalik,1,1,2
4,16,0,xa,xa,1,1,2
4,16,1,remanik,remanik,1,1,2
4,16,2,ja',ja',1,1,2
4,16,3,xa,xa,1,1,2
4,16,4,li'anik,li'anik,1,1,2
4,16,5,palo,palo,1,1,2
4,17,0,xa,xa,1,1,2
4,17,1,utukel,utukel,1,1,2
4,17,2,remanik,remanik,1,1,2
4,18,0,xma17,xma,1,1,2
4,19,0,naqi,naqi,1,1,2
4,19,1,la,la,1,1,2
4,19,2,lo,lo,1,1,2
4,19,3,k'olik,k'olik,1,1,2
4,20,0,xa,xa,1,1,2
4,20,1,kachamanik,kachamanik,1,1,2
4,20,2,katz'ininik,katz'ininik,1,1,2
4,20,3,chi,chi,1,1,2
4,20,4,q'equ'm,q'equ'm,1,1,2
4,20,5,chi,chi,1,1,2
4,20,6,aq'ab',aq'ab',1,1,2
4,21,0,xa,xa,1,1,2
4,21,1,utukel,utukel,1,1,2
4,21,2,ri,ri,1,1,2
4,21,3,tz'aqol,tz'aqol,1,1,2
4,21,4,b'itol,b'itol,1,1,2
4,21,5,Tepew,tepew,1,1,2
4,21,6,Q'ukumatz,q'ukumatz,1,1,2
4,22,0,e,e,1,1,2
4,22,1,alom,alom,1,1,2
4,22,2,e,e,1,1,2
4,22,3,k'ajolom,k'ajolom,1,1,2
4,22,4,k'o,k'o,1,1,2
4,22,5,pa,pa,1,1,2
4,22,6,ja',ja',1,1,2
4,23,0,saqtetoj,saqtetoj,1,1,2
4,23,1,e,e,1,1,2
4,23,2,k'o,k'o,1,1,2
4,23,3,wi,wi,1,1,2
4,24,0,e,e,1,1,2
4,24,1,muqutal,muqutal,1,1,2
4,24,2,pa,pa,1,1,2
4,24,3,q'uq',q'uq',1,1,2
4,24,4,pa,pa,1,1,2
4,24,5,raxon,raxon,1,1,2
4,25,0,are,are,1,1,2
4,25,1,ub'inam,ub'inam,1,1,2
4,25,2,wi,wi,1,1,2
4,25,3,ri,ri,1,1,2
4,25,4,Q'ukumatz,q'ukumatz,1,1,2
4,26,0,e,e,1,1,2
4,26,1,nimaq18,nimaq,1,1,2
4,27,0,keje,keje,1,1,2
4,27,1,k'ut,k'ut,1,1,2
4,27,2,xax,xax,1,1,2
4,27,3,k'o,k'o,1,1,2
4,27,4,wi,wi,1,1,2
4,27,5,ri,ri,1,1,2
4,27,6,kaj,kaj,1,1,2
4,28,0,k'o,k'o,1,1,2
4,28,1,wi,wi,1,1,2
4,28,2,nay,nay,1,2,2
4,28,3,puch,puch,1,2,2
4,28,4,uk'u'x,uk'u'x,1,2,2
4,28,5,kaj,kaj,1,2,2
4,29,0,are,are,1,2,2
4,29,1,ub'i',ub'i',1,2,2
4,29,2,ri,ri,1,2,2
4,29,3,kab'awil,kab'awil,1,2,2
4,29,4,chuchaxik.,chuchaxik,1,2,2
4,30,0,Ta,ta,1,2,2
4,30,1,xpe,xpe,1,2,2
4,30,2,k'ut,k'ut,1,2,2
4,30,3,utzij,utzij,1,2,2
4,31,0,waral,waral,1,2,2
4,31,1,xul,xul,1,2,2
4,31,2,kuk',kuk',1,2,2
4,31,3,ri,ri,1,2,2
4,31,4,Tepew,tepew,1,2,2
4,31,5,Q'ukumatz,q'ukumatz,1,2,2
4,32,0,waral,waral,1,2,2
4,32,1,chi,chi,1,2,2
4,32,2,q'equ'mal,q'equ'mal,1,2,2
4,32,3,chi,chi,1,2,2
4,32,4,aq'ab'al,aq'ab'al,1,2,2
4,33,0,xch'aw,xch'aw,1,2,2
4,33,1,ruk',ruk',1,2,2
4,33,2,ri,ri,1,2,2
4,33,3,Tepew,tepew,1,2,2
4,33,4,Q'ukumatz,q'ukumatz,1,2,2
4,34,0,xecha',xecha',1,2,2
4,34,1,k'ut,k'ut,1,2,2
4,35,0,ta,ta,1,2,2
4,35,1,xena'ojinik,xena'ojinik,1,2,2
4,35,2,ta,ta,1,2,2
4,35,3,xeb'isonik,xeb'isonik,1,2,2
4,36,0,xeriqo19,xeriqo,1,2,2
4,37,0,xkikuch,xkikuch,1,2,2
4,37,1,kitzij,kitzij,1,2,2
4,37,2,kina'oj,kina'oj,1,2,2
4,38,0,ta,ta,1,2,2
4,38,1,xq'alaj20,xq'alaj,1,2,2
4,39,0,xe,xe,1,2,2
4,39,1,wi21,wi,1,2,2
4,40,0,ta,ta,1,2,2
4,40,1,xq'alaj,xq'alaj,1,2,2
4,40,2,puch,puch,1,2,2
4,40,3,winaq,winaq,1,2,2
4,41,0,ta,ta,1,2,2
4,41,1,xkina'ojij,xkina'ojij,1,2,2
4,41,2,utz'ukik,utz'ukik,1,2,2
4,41,3,uwinaqirik,uwinaqirik,1,2,2
4,41,4,che',che',1,2,2
4,41,5,k'a'm,k'a'm,1,2,2
4,42,0,utz'ukukik,utz'ukukik,1,2,2
4,42,1,puch,puch,1,2,2
4,42,2,k'aslem,k'aslem,1,2,2
4,42,3,winaqirem,winaqirem,1,2,2
4,43,0,chi,chi,1,2,2
4,43,1,q'equ'mal,q'equ'mal,1,2,2
4,43,2,chi,chi,1,2,2
4,43,3,aq'ab'al,aq'ab'al,1,2,2
4,44,0,rumal,rumal,1,2,2
4,44,1,ri,ri,1,2,2
4,44,2,uk'u'x,uk'u'x,1,2,2
4,44,3,kaj,kaj,1,2,2
4,44,4,Jun,jun,1,2,2
4,44,5,Raqan22,raqan,1,2,2
5,1,0,Kaqulja23,kaqulja,1,2,2
5,1,1,Juraqan,juraqan,1,2,2
5,1,2,nab'e,nab'e,1,2,2
5,2,0,ukab',ukab',1,2,2
5,2,1,k'ut,k'ut,1,2,2
5,2,2,Ch'ipakaqulja,ch'ipakaqulja,1,2,2
5,3,0,rox,rox,1,2,2
5,3,1,chik,chik,1,2,2
5,3,2,Raxakaqulja.,raxakaqulja,1,2,2
5,4,0,Chi,chi,1,2,2
5,4,1,e,e,1,2,2
5,4,2,k'u,k'u,1,2,2
5,4,3,oxib',oxib',1,2,2
5,4,4,ri',ri',1,2,2
5,4,5,uk'u'x,uk'u'x,1,2,2
5,4,6,kaj,kaj,1,2,2
5,5,0,ta,ta,1,2,2
5,5,1,xe'ul,xe'ul,1,2,2
5,5,2,kuk',kuk',1,2,2
5,5,3,ri,ri,1,2,2
5,5,4,Tepew,tepew,1,2,2
5,5,5,Q'ukumatz,q'ukumatz,1,2,2
5,6,0,ta,ta,1,2,2
5,6,1,xna'ojixik,xna'ojixik,1,2,2
5,6,2,saq,saq,1,2,2
5,6,3,k'aslem,k'aslem,1,2,2
5,7,0,jupacha,jupacha,1,2,2
5,7,1,ta,ta,1,2,2
5,7,2,chawaxoq,chawaxoq,1,2,2
5,7,3,ta,ta,1,2,2
5,7,4,saqiro24,saqiro,1,2,2
5,8,0,apachinaq,apachinaq,1,2,2
5,8,1,tzuqul,tzuqul,1,2,2
5,8,2,q'o'l25,q'o'l,1,2,2
5,9,0,ta,ta,1,2,2
5,9,1,chuxoq,chuxoq,1,2,2
5,10,0,kixno'jin,kixno'jin,1,2,2
5,10,1,taj.,taj,1,2,2
6,1,0,Are,are,1,2,2
6,1,1,ri,ri,1,2,2
6,1,2,ja',ja',1,2,2
6,1,3,chel,chel,1,2,2
6,1,4,taj,taj,2,2,2
6,1,5,chijamataj26,chijamataj,2,2,2
6,2,0,chiwinaqir,chiwinaqir,2,2,2
6,2,1,wa,wa,2,2,2
6,2,2,ulew,ulew,2,2,2
6,3,0,ulaq'el27,ulaq'el,2,2,2
6,4,0,ch'a,ch'a,2,2,2
6,4,1,ta,ta,2,2,2
6,4,2,k'ut,k'ut,2,2,2
6,5,0,ta,ta,2,2,2
6,5,1,chawaxoq,chawaxoq,2,2,2
6,5,2,ta,ta,2,2,2
6,5,3,saqiroq,saqiroq,2,2,2
6,5,4,kaj,kaj,2,2,2
6,5,5,ulew,ulew,2,2,2
6,6,0,ma,ma,2,2,2
6,6,1,ta,ta,2,2,2
6,6,2,k'ut,k'ut,2,2,2
6,6,3,uq'ijilab'al,uq'ijilab'al,2,2,2
6,6,4,uq'ala'ib'al,uq'ala'ib'al,2,2,2
6,6,5,ri,ri,2,2,2
6,6,6,qatz'aq,qatz'aq,2,2,2
6,6,7,qab'it,qab'it,2,2,2
6,7,0,ta,ta,2,2,2
6,7,1,winaqiroq,winaqiroq,2,2,2
6,7,2,winaq,winaq,2,2,2
6,7,3,tz'aq,tz'aq,2,2,2
6,7,4,winaq,winaq,2,2,2
6,7,5,b'it,b'it,2,2,2
6,8,0,xecha,xecha,2,2,2
6,8,1,k'ut,k'ut,2,2,2
6,9,0,ta,ta,2,2,2
6,9,1,xwinaqirik,xwinaqirik,2,2,2
6,9,2,k'u,k'u,2,2,2
6,9,3,ri,ri,2,2,2
6,9,4,ulew,ulew,2,2,2
6,9,5,kumal,kumal,2,2,2
6,10,0,xa,xa,2,2,2
6,10,1,kitzij,kitzij,2,2,2
6,10,2,xk'oje',xk'oje',2,2,2
6,10,3,wi,wi,2,2,2
6,10,4,uwinaqirik,uwinaqirik,2,2,2
6,11,0,chiwinaqir,chiwinaqir,2,2,2
6,11,1,ulew,ulew,2,2,2
6,12,0,ulew,ulew,2,2,2
6,12,1,xecha',xecha',2,2,2
7,1,0,Lib'ajchi'28,lib'ajchi',2,2,2
7,2,0,keje,keje,2,2,2
7,2,1,ri,ri,2,2,2
7,2,2,xa,xa,2,2,2
7,2,3,ta,ta,2,2,2
7,2,4,tzutz29,tzutz,2,2,2
7,3,0,xa,xa,2,2,2
7,3,1,mayuy,mayuy,2,2,2
7,3,2,uwinaqirik,uwinaqirik,2,2,2
7,3,3,chik,chik,2,2,2
7,3,4,upupuje'ik30,upupuje'ik,2,2,2
7,4,0,ta,ta,2,2,2
7,4,1,xtape31,xtape,2,2,2
7,5,0,jusuk',jusuk',2,2,2
7,5,1,nima'q,nima'q,2,2,2
7,5,2,juyub',juyub',2,2,2
7,5,3,xuxik,xuxik,2,2,2
7,6,0,xa,xa,2,2,2
7,6,1,kinawal32,kinawal,2,2,2
7,7,0,una'ojixik,una'ojixik,2,2,2
7,7,1,juyub',juyub',2,2,2
7,7,2,taq'aj,taq'aj,2,2,2
7,8,0,jusuk',jusuk',2,2,2
7,8,1,rachwinaqirik,rachwinaqirik,2,2,2
7,8,2,uk'isisil,uk'isisil,2,2,2
7,8,3,upachajil,upachajil,2,2,2
7,8,4,uwach.,uwach,2,2,2
8,1,0,Keje',keje',2,2,2
8,1,1,k'ut,k'ut,2,2,2
8,1,2,xki'kot,xki'kot,2,2,2
8,1,3,wi,wi,2,2,2
8,1,4,ri,ri,2,2,2
8,1,5,Q'ukumatz,q'ukumatz,2,2,2
8,2,0,utz,utz,2,2,2
8,2,1,mixatulik33,mixatulik,2,2,2
8,2,2,uk'u'x,uk'u'x,2,2,2
8,2,3,kaj,kaj,2,2,2
8,2,4,at,at,2,2,2
8,2,5,Juraqan,juraqan,2,2,2
8,2,6,at,at,2,2,2
8,2,7,puch,puch,2,2,2
8,2,8,Ch'ipiKaqulja,ch'ipikaqulja,2,2,2
8,2,9,RaxaKaqulja,raxakaqulja,2,2,3
8,3,0,xchutzinik,xchutzinik,2,2,3
8,3,1,qatz'aq,qatz'aq,2,2,3
8,3,2,qab'it,qab'it,2,2,3
8,4,0,xecha',xecha',2,2,3
8,4,1,k'ut.,k'ut,2,2,3
8,5,0,Nab'e,nab'e,2,2,3
8,5,1,k'ut,k'ut,2,2,3
8,5,2,xwinaqir,xwinaqir,2,2,3
8,5,3,ulew,ulew,2,2,3
8,5,4,juyub',juyub',2,2,3
8,5,5,taq'aj,taq'aj,2,2,3
8,6,0,xch'ob'och'ox,xch'ob'och'ox,2,2,3
8,6,1,ub'e,ub'e,2,2,3
8,6,2,ja',ja',2,2,3
8,7,0,xb'inije'ik,xb'inije'ik,2,2,3
8,7,1,k'oleje',k'oleje',2,2,3
8,8,0,xa,xa,2,2,3
8,8,1,ch'ob'ol,ch'ob'ol,2,2,3
8,8,2,chik,chik,2,2,3
8,9,0,xek'oje',xek'oje',2,2,3
8,9,1,wi,wi,2,2,3
8,9,2,ja',ja',2,2,3
8,10,0,ta,ta,2,2,3
8,10,1,xk'utunije'ik,xk'utunije'ik,2,2,3
8,10,2,nima'q,nima'q,2,2,3
8,10,3,juyub',juyub',2,2,3
8,11,0,keje',keje',2,2,3
8,11,1,k'ut,k'ut,2,2,3
8,11,2,uwinaqirik,uwinaqirik,2,2,3
8,11,3,ulew,ulew,2,2,3
8,11,4,ri'35,ri',2,2,3
8,12,0,ta,ta,2,2,3
8,12,1,xwinaqirik,xwinaqirik,2,2,3
8,12,2,kumal,kumal,2,2,3
8,12,3,ri,ri,2,2,3
8,12,4,uk'u'x,uk'u'x,2,2,3
8,12,5,kaj,kaj,2,2,3
8,12,6,uk'u'x,uk'u'x,2,2,3
8,12,7,ulew,ulew,2,2,3
8,13,0,ke'ucha'xik,ke'ucha'xik,2,2,3
8,14,0,ri,ri,2,2,3
8,14,1,k'ute,k'ute,2,2,3
8,14,2,nab'e,nab'e,2,2,3
8,14,3,xkino'jij,xkino'jij,2,2,3
8,14,4,xk'olo36,xk'olo,2,2,3
8,15,0,xk'olo,xk'olo,2,2,3
8,15,1,nay,nay,2,2,3
8,15,2,puch,puch,2,2,3
8,15,3,ulew,ulew,2,2,3
8,15,4,chupan,chupan,2,2,3
8,15,5,ja',ja',2,2,3
8,16,0,keje',keje',2,2,3
8,16,1,k'ut,k'ut,2,2,3
8,16,2,una'ojixik,una'ojixik,2,2,3
8,16,3,ri',ri',2,2,3
8,17,0,ta,ta,2,2,3
8,17,1,xkino'jij,xkino'jij,2,2,3
8,18,0,ta,ta,2,2,3
8,18,1,xkib'isoj,xkib'isoj,2,2,3
8,18,2,rutzinik,rutzinik,2,2,3
8,18,3,ub'ana,ub'ana,2,2,3
8,18,4,tajik,tajik,2,2,3
8,18,5,kumal.,kumal,2,2,3
9,1,0,Ta,ta,2,2,3
9,1,1,xkino'jij,xkino'jij,2,2,3
9,1,2,chik,chik,2,2,3
9,1,3,uchikopil,uchikopil,2,2,3
9,1,4,juyub',juyub',2,2,3
9,2,0,chajal,chajal,2,2,3
9,2,1,re,re,2,2,3
9,2,2,k'iche'laj,k'iche'laj,2,2,3
9,3,0,ronojel,ronojel,2,2,3
9,3,1,uwinaqil,uwinaqil,2,2,3
9,3,2,juyub',juyub',2,2,3
9,4,0,ri,ri,2,2,3
9,4,1,kyej,kyej,2,2,3
9,4,3,"tz'ikin,",tz'ikin,2,2,3
9,5,0,koj,koj,2,2,3
9,5,1,"b'alam,",b'alam,2,2,3
9,6,0,kumatz,kumatz,2,2,3
9,6,1,sochoj,sochoj,2,2,3
9,6,2,"k'anti',38",k'anti',2,2,3
9,7,0,chajal,chajal,2,2,3
9,7,1,k'a'm39,k'a'm,2,2,3
9,8,0,kacha',kacha',2,2,3
9,8,1,ri,ri,2,2,3
9,8,2,alom,alom,2,2,3
9,8,3,k'ajolom,k'ajolom,2,2,3
9,9,0,xa,xa,2,2,3
9,9,1,pa,pa,2,2,3
9,9,2,chilolinik,chilolinik,2,2,3
9,10,0,ma,ma,2,2,3
9,10,1,xa,xa,2,2,3
9,10,2,on,on,2,2,3
9,10,3,chitz'ininik,chitz'ininik,2,2,3
9,10,4,uxe',uxe',2,2,3
9,10,5,che',che',2,2,3
9,10,6,k'a'm,k'a'm,2,2,3
9,11,0,k'a,k'a,2,2,3
9,11,1,te,te,2,2,3
9,11,2,utz,utz,2,2,3
9,11,3,chik'oje',chik'oje',2,2,3
9,11,4,chajal,chajal,2,2,3
9,11,5,re,re,2,2,3
9,12,0,xecha',xecha',2,2,3
9,12,1,k'ut,k'ut,2,2,3
9,13,0,ta,ta,2,2,3
9,13,1,xkino'jij,xkino'jij,2,2,3
9,13,2,xkitzijoj,xkitzijoj,2,2,3
9,13,3,puch,puch,2,2,3
9,14,0,jusuk'u40,jusuk'u,2,2,3
9,14,1,kej,kej,2,2,3
