topic_letter,topic_id,top_terms,gloss,ord
A,3,"b'it, k'ajolom, alom, b'itol, tz'aqol, xpiyakok, chawaxoq, q'ukumatz, xmuqane, saqil",b'it,0
B,4,"sipakna, kaqix, kab'raqan, k'ajolab', jul, o', much', lal, tap, kab'al",sipakna,6
C,1,"kame, q'apoj, ajal, samajel, xpeq, cha'j, chaj, tukur, xib'alb'a, kik'",kame,15
D,5,"kati't, q'apojib', qati't, xpuch', xtaj, je', k'ul, kej, koq'ik, chowen",kati't,24
E,0,"b'alam, amaq', ik'i, tulan, tojil, kitze, xawi, majukutaj, k'ajb', jaq'awitz",b'alam,49
F,2,"q'alel, pop, ajawarem, k'iq'ab', ismachi', tuja, le', ajaw, tinamit, tzik'",q'alel,69
