chap_num,E,C,F,A,B,D
1,9.076099224550927e-22,1.0326607742858996e-26,7.435102145048799e-16,0.025248102295459172,9.441012667421509e-22,2.5022773190748527e-37
2,4.9451371574683036e-18,9.074899519578843e-27,6.533937167579074e-16,0.02540640256486891,8.296647495612841e-22,2.199593975471986e-37
3,4.07908013771757e-17,1.4900797736634072e-32,4.910809235686291e-20,0.02655407951808952,9.132427074373899e-38,5.139734351200443e-40
4,1.0338311241480927e-17,5.2033795697563425e-18,9.821619400159855e-21,0.025463782886562782,1.859390186770694e-21,1.0471331942752133e-05
5,2.7251887075572326e-18,6.504224462195424e-18,1.1609840921038016e-27,0.025191208728681098,2.3242377334633675e-21,1.3089164928440167e-05
6,7.981724248075578e-20,1.9050029805596926e-19,3.4003718246875295e-29,0.02503228978465563,6.80740032396935e-23,3.833646631760719e-07
7,3.130053117538024e-19,4.3117970670595986e-20,9.813145587460351e-33,0.02542291859997109,1.0067144444046218e-09,2.5545591239970462e-11
8,3.835781641589067e-08,8.327834225770266e-07,3.482973730819097e-14,0.02632297071465901,3.7191763951623475e-05,1.919041987737462e-05
9,7.730879409131845e-07,9.042945892797905e-30,1.6430871097620645e-11,0.006576989099399354,0.017554219512971477,2.1764286863767314e-39
10,3.607743724261859e-07,4.355651071292918e-27,7.667739845556302e-12,0.0030692615797196987,0.019048237779588355,9.498258342368028e-32
11,1.8499224844699068e-20,1.010112896156294e-15,7.711733187209858e-17,1.6521534148351906e-15,0.023481396485588123,7.427512690938805e-17
12,1.438709271548081e-26,1.4389023262319508e-20,1.5898234777461346e-31,1.8289743642684355e-15,0.02194030409663476,1.3994955918760344e-24
13,2.1088048672225993e-26,2.601925223094866e-22,1.301150879833533e-40,1.0192368897415898e-23,0.025635157922104888,2.055521506836149e-26
14,2.4652880450220276e-15,7.917112426492034e-13,1.9552747042864148e-16,0.0023484055456529794,0.023402325277127902,9.451156545787756e-08
15,1.7002472638234203e-19,3.9235516677435176e-17,8.599930584756444e-25,0.005706865863710765,0.019925224579500838,2.7177058354877285e-07
16,1.337996246243245e-19,0.01886713004122315,0.00010494293380271927,0.003061974461357012,0.003495100316362335,1.4705768523859061e-05
17,5.6113991198618065e-22,0.024485221070207758,2.3848682630213634e-11,1.7590749229557543e-17,5.6445819158267385e-08,1.522569867116066e-07
18,0.0001634984429295292,0.02368453665355415,2.389695238569807e-12,2.2273083897471385e-16,1.8089516219506083e-09,1.0944715560362098e-07
19,1.6881753163516853e-09,0.018772961071231536,0.0009580445122739442,0.0018728630953874816,0.003924628326558894,4.199208748125799e-05
20,8.475795206280958e-17,0.01955679025003508,0.0001539830561699723,0.0004841809064868057,0.005739835682074753,0.00031768630722361116
21,3.872540839427721e-23,0.008271870673023093,1.2471268248717154e-15,1.6005467934530737e-13,0.006419660692700499,0.010218423649238249
22,9.875596826261402e-20,0.00044371969968250895,2.5526266606441105e-16,3.276336191989363e-14,0.0002132661376807648,0.02575047935652988
23,5.7932270109377286e-24,7.440565041277418e-21,7.826171332584705e-30,0.0007464711371526552,3.822158307642902e-19,0.02585829959405508
24,3.5252576408591968e-06,9.983865478307044e-06,4.592477443408826e-22,5.599866830285233e-06,0.000942529445410092,0.028005698798616207
25,3.0656768879008483e-25,0.003955170709608708,4.788488431466798e-29,6.494679377854022e-29,3.943132411819792e-09,0.026831249888450554
26,3.7318569979252047e-25,0.016817123810106797,1.5254488190688986e-28,6.422041721644513e-28,0.0035546294196082007,0.0041972390903424524
27,4.0777505317709196e-24,0.014116687088557183,1.0428652757707785e-19,6.145531445534375e-16,0.005274220661099636,0.005920568209842758
28,1.4723725775930036e-17,0.022621547591028284,3.231128132950915e-20,1.9040828137707744e-16,4.527687819207545e-11,0.0018343793272106795
29,0.0018661702027336833,0.024467482216478435,1.8880314556512057e-27,5.718959578333415e-27,2.9313354460182192e-12,6.363154413444112e-14
30,0.0019128244578020248,0.024439900801038417,1.55764820830076e-28,5.819232644264942e-27,2.4186969060963637e-14,6.312441302355109e-14
31,0.001912824457802025,0.024439900801038413,1.5576482083007602e-28,5.819232644264942e-27,2.4186969060963633e-14,6.312441302355109e-14
32,0.0005614948576499082,0.026103026912536825,3.175948775633047e-20,0.0008528025145440861,0.00041762816880008585,1.8567861358127696e-14
33,1.4398924932932482e-11,0.025725655063103446,2.364145639267574e-21,3.082091718738928e-05,1.5093392650666893e-05,2.114639026384392e-12
34,2.0846442278088074e-17,0.024908731355589703,3.9238432134705887e-22,1.0694318156935921e-12,9.216181372995222e-07,0.004362027042885749
35,1.706427360544103e-17,0.026570219530172606,2.847337555309661e-08,8.650786464827424e-13,7.454971917171962e-07,0.0035284450082531493
36,4.576854725907085e-19,0.02908966413087379,6.393078661921692e-08,3.352613642576229e-17,3.3204426795050834e-19,1.4405604676296742e-11
37,1.3834203326325966e-19,0.02504595940272455,1.9763690145648375e-08,1.0182034078295521e-17,1.1393929597215956e-19,4.335667534175748e-12
