chunk_80_id,0,1,2,3,4
1,0.034408058628080655,0.11532747329555491,0.3703541752219548,-0.14685312507663054,-0.1343818529081996
2,0.04779062127953416,0.04460487791939883,0.4302391590211852,-0.15759869920834224,-0.12542895674188584
3,-0.0605499939686364,-0.07962866696630706,0.3235675373458658,-0.18924887256649323,0.08571842429628371
4,0.03018896312476442,0.05328215533762086,0.4389528452177489,-0.2771937979600331,-0.07712398348055777
5,0.010495465172169439,0.003513196887219815,0.4482196278317481,-0.21128436814108767,-0.1135565817786572
6,-0.05080206941782026,-0.05205640005595194,0.19322263919716037,-0.11524764835487038,-0.011839389028256623
7,-0.08253315332337673,0.003901360136702228,0.3317201572136323,0.2674349451129677,-0.22104654616856173
8,-0.2670400586369017,-0.08553003376756894,0.2200240683376119,0.5132251912419421,-0.12843826898590552
9,-0.25955315022574726,0.031402983236296554,0.02706740572640085,0.2860531378147938,-0.05245070830416604
10,-0.2935861521037782,-0.10086973268900189,0.2223706302642476,0.5145273577288053,-0.06087351491664454
11,-0.22737526124970936,-0.11177091086942662,0.14512403843912616,0.3372344802459833,0.10222042686782244
12,-0.23623989596049264,-0.11470109490626017,0.14417823469690086,0.4911047925087364,0.07459184555215984
13,-0.2930624335714394,-0.11251875994119169,0.16262053219376288,0.4205818907864049,0.0364107459761204
14,-0.15353065010394995,-0.07774827364584012,0.1757263316681959,0.1407060934542151,0.13424812447951084
15,-0.20203442497813168,-0.02698040438519775,0.2363143074623092,0.13146653263572805,0.07373890533136786
16,-0.17487214972670068,0.18572141163897485,-0.08870690532271817,-0.20202902284098734,-0.23906050723735098
17,-0.2818254446075137,0.0909383556430034,-0.15080488458381464,-0.08557928920419058,-0.22348710343849948
18,-0.2895073489763943,-0.011804433391520885,-0.19082436508240877,-0.1616528100631254,-0.03969562128308042
19,-0.12923082430679148,0.07558724314523789,-0.21281892707926384,-0.14938346706695238,-0.2721399250867648
20,-0.3425793131164077,0.058761122115309955,-0.15017808233081606,-0.05120182172874942,-0.24669128625895687
21,-0.2437902186293729,0.08777687102304098,-0.03379885903918411,0.04441206488698978,-0.1103561196145034
22,-0.2636129462098863,-0.022412805803383853,-0.04231970158121953,-0.004759875981502996,-0.05835150408323397
23,-0.3041433192084603,-0.00892927428245909,-0.08129476895672987,-0.02527683576761271,0.06461924211302646
24,-0.2070849839532539,-0.0192283509506234,0.050206468496175896,0.006014668922604101,0.1280775949136336
25,-0.1803083924978014,3.152152887627255e-05,0.060356597998645005,-0.18922317548707648,0.3052280338805361
26,-0.26266901054047465,-0.1331975889331839,0.05962126485683761,-0.15178301574398734,0.40769547657087296
27,-0.17959830305995983,-0.006035939354293709,0.11420859579460874,-0.26215171705295953,0.4012287858053476
28,-0.18247354787104153,-0.09499415910276013,0.06822827274753764,-0.15029616216052563,0.4050282120298554
29,-0.1796761776256099,-0.10472708513811829,-0.013580619245610786,-0.011779839298631974,0.18304066810035732
30,-0.24312082014549066,-0.060382541706759,-0.04922407580425374,-0.12045122808511251,0.2772218295146782
31,-0.32829166728834386,-0.054879351329238095,-0.19764985228376852,-0.1165296362462573,0.021707725757737627
32,-0.22144751465632503,-0.07593245900586322,0.00018413291327405747,0.07955016261808835,0.08156200368658001
