para_id,C,B,A,D
134,3.474800037867762e-24,0.006951553165483161,0.011467399578307495,4.6382382537623394e-26
135,1.3956275601308507e-38,0.010346764351860497,0.004960352515875298,1.0486247306702923e-12
136,0.0011014510100823864,0.007975004491201566,0.015527163460591097,1.4898807095916602e-21
137,0.0014997740717454498,0.010945532500347483,0.01213813560009512,1.1750048440143865e-05
138,0.0022239204402893565,0.008169885020139699,0.01842624909901455,0.00010755226937227224
139,0.0001289883636779339,0.019407103698981302,0.014276022641164135,1.2984860206849989e-18
140,5.560544910751746e-39,0.0034841826763850944,0.013836815063939058,8.758779150756656e-69
141,3.124866156401547e-61,0.0019614651858593153,0.015396388340680337,4.10674002879131e-74
142,6.915066373247887e-37,3.645712342772444e-30,0.010280535399179083,6.231623549094602e-29
143,4.057211543826683e-92,9.879747325444967e-124,0.01127560328155473,4.111229113061463e-115
144,1.1727318810003255e-75,1.991734556097185e-14,0.015656537019147758,5.664325911769937e-41
145,3.2347518251021356e-61,1.3185707515833824e-59,0.0120128757669281,1.763295668918997e-55
146,3.4175837116017947e-69,5.448486457090034e-51,0.013348566508738844,1.1265933109420815e-42
147,5.881261725283769e-62,0.00046585691161554386,0.016262988669544193,6.460241331192762e-35
148,5.229071107218251e-37,2.010955822790277e-48,0.013996149114597333,2.9270601703531613e-45
149,7.72835526000959e-86,4.1785737745206916e-30,0.014269400178835712,4.406734417201387e-58
150,9.643473345871799e-73,2.2796020736305593e-49,0.014893664825474886,3.255103741553254e-39
151,2.489116068623199e-28,9.571936889285051e-07,0.014437982460488647,1.544070370547793e-23
152,9.17641191084766e-14,6.2111593090312875e-09,0.01809038833384535,2.107844647321423e-20
