term_str,n,gloss
ketz'ab'a'l,2,
ketz'ab'al,2,
ketz'aqonik,1,
ketz'itilajik,1,
ketz'ononik,2,
ketzaq,1,
ketzelawachixik,1,
ketzitzotik,1,
kewa',3,
kewa'ik,3,
kewachelajik,1,
kewachinik,3,
kewar,1,
kewarik,1,
kewojon,1,
kewojonik,1,
kewonq'oyeje'ik,1,
kewub'anik,1,
kexajow,1,
kexajowik,4,
keyakataj,1,
keyakatik,1,
keyake'ik,1,
ki,1,
ki',1,
ki'ib'al,1,
ki'kotem,1,
kib',77,
kib'aja,2,
kib'ano,1,
kib'anoj,7,
kib'anowik,2,
kib'aqil,8,
kib'ate,3,
kib'ayatajik,1,
kib'e,6,
kib'e'ik,1,
kib'eta'iwab'a',1,
kib'i',50,
kib'i'j,1,
kib'ij,2,
kib'ik,2,
kib'il,18,
kib'ina'am,1,
kib'inib'al,1,
kib'inowik,1,
kib'is,1,
kib'it,2,
kib'itik,3,
kib'ix,6,
kib'ixik,1,
kib'o'j,3,
kib'ochi,1,
kib'ochil,1,
kib'utik,1,
kich'a'oj,2,
kich'ab',3,
kich'ab'al,6,
kich'akat,2,
kich'akatajik,12,
kich'akik,2,
kich'akon,2,
kich'ami,1,
kich'ami'y,2,
kich'elem,1,
kich'ikib'a',1,
kich'u'k,1,
kicha,2,
kicha'j,2,
kichachal,1,
kichaj,7,
kichajem,1,
kichajin,1,
kichakab'al,1,
kichakij,1,
kichakimal,1,
kichapik,1,
kichapo,1,
kichaq',8,
kichi',11,
kichinamit,1,
kichoko'nisa'n,1,
kichuch,18,
kichun,1,
kichuq'ab',1,
kij,10,
kijab',1,
kijachowik,1,
kijalwachib'al,1,
kije',2,
kijolom,2,
kijujunal,7,
kijunam,1,
kijuyub'al,3,
kik',36,
kik'ajol,18,
kik'ajolaxik,1,
kik'ak'alen,1,
kik'amowab'al,1,
kik'amowanik,1,
kik'atoj,2,
kik'atonik,1,
kik'axk'ol,1,
kik'ayewal,1,
kik'el,1,
kik'exel,1,
kik'isik,1,
kik'iya',1,
kik'jolomax,1,
kik'oje',1,
kik'oje'ik,17,
kik'olem,1,
kik'owik,1,
kik'u',1,
kik'u'n,1,
kik'u'x,54,
kik'u'xla'n,1,
kik'u'xlal,2,
kik'ulel,2,
kik'ut,2,
kik'utb'al,2,
kik'uxlan,1,
kik'u‘x,4,
kik'yal,1,
kika',2,
kika'y,1,
kika'yen,1,
kikab',14,
kikab'al,2,
kikab'awil,9,
kikab'chijal,1,
kikab'ichal,9,
kikaj,1,
kikajaw,1,
kikajichal,3,
kikam,1,
kikamik,9,
kikamisab'al,1,
kikamisaxik,2,
kikanab',1,
kikaqwachib'al,1,
kikawub'al,3,
kikayelo'n,1,
kiki,1,
kikik',3,
kikik'el,3,
kikob'ik,1,
kikob'isaj,1,
kikojom,1,
kikomajil,1,
kikotirisay,1,
kikotz'i'j,1,
kiku'lib'al,1,
kikuchb'al,1,
kikuchun,1,
kikumatzij,1,
kil,3,
kilaq,1,
kilaq'ab'en,1,
kilawachin,2,
kilitz',2,
kilon,1,
kima'ixik,1,
kimak,1,
kimakunik,1,
kimam,1,
kimayij,1,
kimayxik,2,
kime'al,2,
kimeske'l,2,
kimewajib'al,1,
kimewajik,1,
kimi'al,7,
kimich'b'al,1,
kimixkina',1,
kimolowik,1,
kimoxwachib'al,1,
kimoywachib'al,1,
kimuqub'al,2,
kimuquwach,1,
kina'ob'al,1,
kina'oj,28,
kina'ojinik,2,
kina'wik,1,
kina'wikil,1,
kinab'ab'al,1,
kinab'al,2,
kinab'e,3,
kinanik,1,
kinanuk'oto,1,
kinaq',1,
kinawal,5,
kinb'e,3,
kinechajik,1,
kinel,1,
kinik'amo,1,
kinikamisaj,1,
kinim,4,
kinimache',1,
kinimal,3,
kinitzoqopij,1,
kinkiq'aluj,1,
kinok,1,
kinuk'b'al,1,
kinwuchaj,1,
kipachq'ab',3,
kipak'e'ik,1,
kipam,3,
kipatan,4,
kipetik,3,
kipi'ch,1,
kipixab'ik,3,
kipokob',3,
kipom,3,
kipopob'al,1,
kipoq'o,1,
kipus,1,
kiq'ab',8,
kiq'aq',7,
kiq'aq'al,7,
kiq'atem,1,
kiq'atoj,1,
kiq'eb'al,1,
kiq'ij,6,
kiq'o'n,1,
kiq'ojom,1,
kiq'u',1,
kiq'upun,1,
kiq'uq',1,
kiq'utuxik,1,
kiqajaw,25,
kiqajik,1,
kiqalem,2,
kiqarilo'n,1,
kiqul,1,
kira'il,1,
kirayb'al,2,
kiril,1,
kiron,1,
kirutz,1,
kisach,1,
kisachik,5,
kisajkab',1,
kisamajel,3,
kisaqirijem,1,
kiselawachin,1,
kisik',4,
kisik'ixik,2,
kisilaj,1,
kismachi',1,
kisu',1,
kita,1,
kita',2,
kitaq'ajal,1,
kitaqik,2,
kitaqikil,1,
kiteleche',1,
kitelela'on,1,
kitelen,1,
kitem,3,
kitepewal,2,
kiti',1,
kiti'ob'al,1,
kiti'ojil,2,
kitij,1,
kitija,1,
kitijob'al,1,
kitik,1,
kitik'ela'on,1,
kitik'em,1,
kitikpan,1,
kitinamit,12,
kitio'jil,2,
kitiqowal,1,
kito'q,1,
kitojb'al,1,
kitolok',2,
kitoq'ob'a',1,
kitu'nik,1,
kitukel,3,
kitz'ap,1,
kitz'aq,2,
kitz'aqik,2,
kitz'i',3,
kitz'ib',1,
kitz'ikin,3,
kitz'onob'al,1,
kitz'onoxik,1,
kitz'u'm,1,
kitz'ukik,1,
kitza'm,2,
kitzalkwat,1,
kitzelal,1,
kitzij,16,
kitzija',1,
kitzijel,2,
kitzijoxik,1,
kitzukuxik,1,
kitzuqu'n,1,
kiwa,6,
kiwa'in,1,
kiwab'an,1,
kiwach,72,
kiwachib'al,7,
kiwaj,2,
kiwaram,2,
kiwaran,1,
kiwi',5,
kiwilo,1,
kiwinaqirik,1,
kiwub',2,
kiwub'anik,1,
kixajoj,3,
kixajowik,1,
kixb'e,1,
kixb'ek,3,
kixb'enak'unuwab'a',1,
kixb'etaqoq,1,
kixb'ixanoq,1,
kixch'a'oq,1,
kixch'ako,1,
kixch'aw,1,
kixch'awajetaj,1,
kixch'awoq,1,
kixcha',18,
kixepe,1,
kixik',2,
kixikin,2,
kixixpe,1,
kixjalatajik,1,
kixk'amowan,1,
kixk'iritaj,1,
kixk'otonoq,1,
kixk'ub',1,
kixkajb'oq,1,
kixkamik,1,
kixku'loq,2,
kixloq'ox,1,
kixmuqunana,1,
kixmuqunik,1,
kixno'jin,1,
kixnutaq,1,
kixob',1,
kixojo',1,
kixok,1,
kixokem,1,
kixopon,1,
kixoponik,3,
kixoponoq,1,
kixoqil,13,
kixoqila,1,
kixot,2,
kixpe,4,
kixpetoq,3,
kixpoq',1,
kixpusik,1,
kixpusu',1,
kixq'ijiloxik,1,
kixqachb'ilaj,1,
kixqachojij,1,
kixqakamisaj,2,
kixqasach,1,
kixsik'inoq,1,
kixsik'ix,1,
kixta'on,1,
kixta'onik,1,
kixtik'e',1,
kixtz'ib'anoq,2,
kixtz'onox,1,
kixtzu'nanoq,1,
kixucha'xik,1,
kixuchax,1,
kixuchaxik,1,
kixul,1,
kixultz'onob'exoq,1,
kixwa'ik,1,
kixxajowoq,1,
kiya,1,
kiyachwach,4,
kiyajik,1,
kiyakalem,2,
kiyake'ik,1,
kiyalub'ik,1,
kiyoq'otaj,1,
kiyow,1,
kiyujuj,1,
kiyuyub',2,
kochoch,18,
koj,11,
kojab'ixik,1,
kojata',1,
kojawab',1,
kojawila',1,
kojaya',1,
kojb'e,4,
kojb'ek,4,
kojb'isonik,1,
kojb'oqotajik,1,
kojch'akatajik,1,
kojch'awik,2,
kojcha',4,
kojcha'j,3,
kojcha'jik,1,
koje',1,
kojetz'anik,1,
kojik'ato,1,
kojikuxij,1,
kojimich',1,
kojina',1,
kojipusu,2,
kojiq'ajarisaj,1,
kojiralajob'isaj,1,
kojiti'o,1,
kojitzaq,1,
kojiwoyob'ej,1,
kojiya,1,
kojiya',1,
kojk'atoq,1,
kojk'isik,1,
kojk'ix,1,
kojk'ixb'ik,1,
kojk'oje',1,
kojka'y,1,
kojkamik,5,
kojkanab'ixik,1,
kojkich'ako,1,
kojkiq'aluj,1,
kojmich'owik,2,
kojmuqunik,1,
kojnab'ax,1,
kojnab'axtaj,1,
kojno'jinik,1,
kojok,3,
kojopon,1,
kojq'aq'anij,1,
kojsik'ixoq,1,
kojsik'ixtaj,1,
kojsilab'ik,1,
kojta'onik,1,
kojtere',1,
kojtik'e',1,
kojtzalij,1,
kojtzijon,1,
kojuchanik,1,
kojul,1,
kojulik,1,
kojuti'o,1,
kojutzin,1,
kojutzinik,1,
kojxob'ik,1,
kojya'wik,1,
kojyakatajik,1,
kok,5,
kokamel,1,
kokib'exik,1,
kokob',4,
kokosom,1,
kolb'al,1,
kolob',1,
kolon,1,
kolotajel,1,
komaj,1,
komajkun,1,
konojel,66,
kopkik,1,
kopon,4,
koq',1,
koq'ik,4,
koqotaj,1,
kot,5,
kotal,1,
kotz,2,
kotz'i'j,13,
kotz'ijal,1,
koxichal,3,
koyab'akoj,1,
koyowal,1,
kristyano'il,1,
ku'l,2,
ku'lel,13,
kub'an,1,
kub'ano,3,
kub'ij,1,
kub'ukuxinaq,1,
kub'ul,4,
kub'ulel,3,
kub'ulik,2,
kucha'xik,1,
kuchumakik',10,
kujoko,1,
kuk',24,
kuk'a'm,11,
kuk'ala'on,1,
kuk'an,1,
kuk'ot,1,
kuk'oto,1,
kuk'ux,1,
kuk'ya',2,
kukakab'ej,1,
kukob'isaj,1,
kul,2,
kulik,1,
kulkik'ama',1,
kulkitz'onoj,1,
kuma,1,
kumal,87,
kumatz,14,
kumatzil,2,
kumuk,2,
kunab'al,1,
kunimaqwachij,1,
kunimarisaj,2,
kuraquj,1,
kurayij,3,
kurilo,1,
kuta',1,
kutij,1,
kutz,1,
kutzin,3,
kux,2,
kuxib'ij,1,
kuxlab',2,
kuya',1,
kuya'o,1,
kyej,2,
la,57,
la',132,
lab'al,11,
lab'e,3,
lal,13,
lamakib',1,
laq,1,
laq'ab'ey,2,
laqi,1,
lay,1,
leman,1,
lemo,1,
lesaj,1,
li'anik,4,
lib'ajchi',20,
lo,15,
lolmet,4,
loq,2,
loq',9,
loq'b'al,4,
loq'olaj,2,
lotz,1,
lub'anik,1,
ma,383,
mab'a,1,
mach'awik,1,
mach'upuwik,1,
maj,1,
maja,81,
maja',10,
maja'oq,1,
majab'i'oq,1,
maji,1,
majukutaj,54,
mak,1,
makama',1,
makamob',1,
makol,1,
makujutaj,2,
makutax,1,
mama',13,
mamaxel,3,
mamay,1,
mamom,2,
mamon,1,
mana,27,
maq,1,
maq'a',2,
maqajisaj,1,
mata,1,
matzal,1,
matzamoj,1,
matzanel,1,
mayjab'al,2,
mayjanik,1,
mayuy,1,
mayxel,1,
me'awan,2,
meb'a',7,
mejoxowik,1,
mepajik,1,
meq'atowik,1,
meqajik,1,
mes,3,
mesokotajik,1,
mewa'ij,1,
mewajik,1,
mexiko,1,
mi,17,
mi'al,2,
mich'b'al,2,
mik'ut,1,
minab'e,1,
minare,1,
mipa,1,
mipuxq'ale'ik,1,
miq'ina',2,
miwajawaj,1,
mixab'ano,1,
mixatulik,1,
mixb'anatajik,1,
mixb'ek,1,
mixb'ison,1,
mixb'isonik,6,
mixe'alk'alab'a',1,
mixe'uxik,1,
mixeb'ek,1,
mixech'awik,1,
mixek'o,1,
mixek'ulun,1,
mixekamik,1,
mixekuchu,1,
mixeleq'an,1,
mixeqach'ako,3,
mixetanatob',1,
mixetub'ukij,1,
mixib'an,2,
mixib'ano,2,
mixib'ij,3,
mixikiwub'aj,1,
mixinulik,1,
mixiti'owik,12,
mixixch'awik,1,
mixixna'wik,1,
mixixulik,1,
mixiya',1,
mixiya'o,1,
mixk'amow,1,
mixk'is,1,
mixk'isak'am,1,
mixk'oje',1,
mixk'ototajik,1,
mixkamik,1,
mixketa'maj,1,
mixkib'an,1,
mixkib'ano,1,
mixkib'ij,1,
mixkik'ulwachij,1,
mixkil,1,
mixkina',7,
mixkos,1,
mixnub'an,1,
mixnuk'am,1,
mixnupixab'aj,1,
mixnuriqo,1,
mixnuya',1,
mixojch'akatajik,1,
mixojk'amowik,1,
mixojkamik,2,
mixojkosik,1,
mixojmich'owik,1,
mixojpe,1,
mixojsachik,1,
mixojuchax,1,
mixojuxik,1,
mixojwinaqirik,1,
mixoq'ik,1,
mixpe,2,
mixq'ale',1,
mixqab'ano,2,
mixqab'ij,2,
mixqach'ako,1,
mixqacholo,1,
mixqaj,1,
mixqak'am,1,
mixqakuyu,1,
mixqariqo,1,
mixqasach,1,
mixqatijo,1,
mixqaya',1,
mixqilo,1,
mixrajqachapo,1,
mixsaqirik,2,
mixsilib'ataj,1,
mixtam,1,
mixti'owik,1,
mixtz'aqat,1,
mixtz'aqutzinik,1,
mixtze'nik,1,
mixub'an,1,
mixul,2,
mixutij,1,
mixutikib'a',1,
mixutzin,1,
mixutzinik,5,
mixuxik,2,
mixuyak,1,
mixxkiya',1,
mixxob'ik,1,
mixyonolikinik,1,
mixyopij,2,
mixyopijik,1,
miya',2,
mojasaqo,1,
mojik'ut,1,
mojimesk'utaj,1,
mojisacho,1,
mokem,1,
molay,1,
motz,1,
moxwachinik,1,
mu'j,1,
mul,2,
munil,2,
muqul,1,
muqum,1,
muqumuxinaq,1,
muqutal,1,
musmul,1,
mutzuma'q,1,
myer,1,
myeroq,1,
na,75,
na'oj,3,
na'ol,2,
na'onel,1,
na'tab'al,1,
na'tal,2,
na'winaq,1,
nab'ab'al,1,
nab'e,74,
nab'e'oq,1,
nab'ek,6,
naj,10,
najt,11,
najtik,2,
nak'al,1,
nakxit,2,
naqaj,4,
naqi,86,
naqipa',1,
nare,1,
natab'al,1,
nawal,20,
nawalwach,1,
nawikil,1,
nay,50,
naypu,4,
neb'elik,1,
nija'ib',4,
nija'ib'ab',13,
nik'aj,7,
nik'aqaj,1,
nik'wachinel,4,
nim,77,
nima'ajaw,1,
nima'ajawab',1,
nima'amaq',7,
nima'awasinik,1,
nima'echa',1,
nima'etamab'al,1,
nima'etamanel,1,
nima'q,10,
nimab'is,1,
nimab'utik,1,
nimach'umil,3,
nimache',2,
nimachikop,7,
nimachojim,1,
nimajab',1,
nimajok,1,
nimajul,2,
nimajuyub',9,
nimak'at,1,
nimak'axk'ol,4,
nimak'echelaj,2,
nimak'im,1,
nimakaq,1,
nimaki'kotem,1,
nimakumatz,2,
nimakuta'm,1,
nimal,5,
nimalolmet,1,
nimamewajik,2,
nimamokem,1,
nimana'oj,1,
nimanel,1,
nimaq,9,
nimaq'amja,3,
nimaq'ol,1,
nimarisab'al,2,
nimarisay,3,
nimasiwan,2,
nimatalik,1,
nimatap,2,
nimatiko'n,1,
nimatz'ikin,4,
nimatzis,1,
nimaxolob'achan,1,
nimja'ib'ab',1,
no'j,1,
noj,2,
nojinaq,2,
nuchaj,1,
nuchub',1,
nujolom,1,
nujoxb'al,1,
nuk'ajol,1,
nuk'axaj,1,
nukakate',1,
nukawb'al,1,
nume'al,2,
nupam,6,
nuq'alib'al,2,
nuq'eb'al,1,
nuqajaw,1,
nusaqil,1,
nusik',1,
nusik'ib'al,1,
nusiwan,1,
nutz'i',1,
nutza'm,1,
nutzij,6,
nuwach,9,
nuwaram,1,
obispo,1,
oj,51,
ojer,15,
ojeroq,1,
ojik'ama',1,
ojkanij,1,
ojocha'joq,1,
ojqatzukuj,1,
ok,2,
oka,1,
okinaq,2,
okoq,1,
okox,1,
oliman,1,
oloman,1,
omuch',14,
on,11,
oq'ej,1,
oqotal,1,
oxb'usaj,1,
oxch'ob',3,
oxchuy,1,
oxib',22,
oxib'oq,1,
oxij,1,
oxlaju,3,
oxlajuj,2,
oxmul,2,
oyowarik,1,
pa,267,
pa',1,
pachal,1,
pachq'ab',2,
pajaq,1,
pak,1,
pak'al,2,
pak'alik,3,
pakam,3,
pakol,2,
palo,13,
pam,1,
pan,5,
patan,7,
paxib'al,1,
paxil,4,
pe,2,
pedro,1,
pek,2,
pekul,1,
peq,2,
peta,1,
petatayub',1,
petenaq,3,
petoq,2,
pich,1,
pislik,2,
pisom,5,
pix,2,
pixab',5,
pixab'ay,2,
pokob',5,
pom,7,
pop,1,
popo,1,
popol,6,
poq'ol,2,
poy,14,
pu,138,
pu'il,1,
pub'e'al,1,
puch,226,
puchi',8,
puj,7,
pujiya',1,
pujuy,2,
pujuyu',3,
puk'b'a,1,
puk'b'al,2,
pukb'al,3,
pulew,3,
pulinaq,1,
puq'ab',3,
purpuweq,1,
pus,1,
pusunik,1,
putum,2,
putziya,1,
puwaq,12,
puwi',2,
pwaq,1,
q'a',1,
q'a'l,1,
q'ab'arinaq,1,
q'ajowik,1,
q'ala,15,
q'alaj,27,
q'alal,1,
q'alel,23,
q'alib'al,1,
q'amja,21,
q'amja'il,1,
q'an,1,
q'ana,4,
q'ana',4,
q'anab'aj,1,
q'anab'e,1,
q'anajal,5,
q'anal,1,
q'anamuchit,1,
q'ante',1,
q'apoj,29,
q'apojib',19,
q'aq',21,
q'aq'achikop,1,
q'aq'aj,1,
q'aq'akumatz,1,
q'aq'al,10,
q'aq'chekeleb',8,
q'aq'chikeleb',1,
q'aq'wachinik,1,
q'aqchekeleb',1,
q'atey,2,
q'atoj,4,
q'atol,1,
q'eb'al,4,
q'eqa'il,1,
q'eqab'e,4,
q'eqal,3,
q'eqawinaq,1,
q'equ'm,5,
q'equ'maja,1,
q'equ'mal,3,
q'equmaja,3,
q'equmal,4,
q'eyoq,1,
q'ij,77,
q'ijil,3,
q'ijilab'al,1,
q'ijilonel,1,
q'ijilonik,1,
q'ijilox,1,
q'ijiloy,1,
q'inom,2,
q'o'j,1,
q'o'l,8,
q'ol,3,
q'oq',4,
q'ukumatz,23,
q'uma'r,2,
q'uma'rkaj,1,
q'upuj,2,
q'uq',1,
q'utum,3,
qa'a',1,
qab'ana',1,
qab'aq,1,
qab'e,2,
qab'eb'al,1,
qab'i',5,
qab'ij,1,
qab'it,4,
qab'ix,3,
qach'ab'al,2,
qach'aka',1,
qach'akb'al,1,
qach'akom,1,
qach'akon,2,
qach'opij,1,
qach'u'k,1,
qach-'elik,1,
qachajib'al,1,
qachapa',2,
qachaq',3,
qachb'ilan,1,
qache',1,
qache'el,1,
qachi',3,
qachijilal,1,
qachmeb'a',1,
qachoch,2,
qachuch,7,
qachuq'ab',1,
qaj,1,
qajaw,6,
qajawal,1,
qajawixel,3,
qajinaq,1,
qajoq,10,
qajujunal,1,
qajuyub'al,4,
qak'ajol,1,
qak'amowab'al,1,
qak'exwach,1,
qak'oje'ik,1,
qak'oto,1,
qak'oxtun,1,
qak'u'x,7,
qak'ulel,1,
qak'ux,2,
qaka'y,1,
qakab'al,3,
qakab'awil,1,
qakamik,4,
qakejoj,1,
qaki,2,
qakik',2,
qakotz'i'j,3,
qakowil,1,
qalaxik,1,
qamam,9,
qamaq',1,
qami'al,1,
qamujib'al,1,
qamuqu',2,
qanab'axik,1,
qanab'e,7,
qanimaxik,1,
qapakub'al,1,
qapatan,2,
qapixab',2,
qapixab'aj,1,
qapuwaq,2,
qaq'ab',1,
qaq'ala'ixik,1,
qaq'aq',1,
qaq'ij,3,
qaq'ijiloxik,2,
qaqachinamit,1,
qaqajaw,10,
qasik'ixik,1,
qasisa',1,
qataq'ajal,1,
qatem,1,
qati',2,
qati't,23,
qatija',3,
qatoq'exik,1,
qatz,6,
qatz'alam,1,
qatz'aq,4,
qatz'ikin,3,
qatz'onoj,2,
qatzij,8,
qatzolq'omij,1,
qatzukib'al,1,
qatzukuj,1,
qatzukum,1,
qatzuquj,1,
qawa,3,
qawach,15,
qawachlab'eq,1,
qawaraj,1,
qawi',2,
qawub',2,
qaxajoj,1,
qaxikin,2,
qaxo'l,2,
qaya'ixtaj,1,
qayojo',1,
qe,20,
qech,11,
qeta'm,3,
qeta'on,1,
qetala',1,
qetz'ab'al,1,
qi,52,
qib',7,
qij,1,
qila',1,
qitzij,96,
qixoqil,1,
qochoch,2,
qoyob'ej,1,
quk',5,
quk'a'j,1,
quk'ya',1,
qul,1,
qumal,1,
qupul,1,
ququs,1,
qus,14,
qutz,1,
ra'il,4,
rab'inaleb',10,
rab'ineleb',1,
rachaq,3,
rachb'ixik,1,
rachijilal,1,
rachk'eche',1,
rachoch,1,
rachtzijoxik,1,
rachwinaqirik,1,
rajal,1,
rajawal,18,
rajawarem,7,
rajch'ami,1,
rajil,6,
rajk'ixb',3,
rajkajb',3,
rajpop,3,
rajtz'alam,1,
rajtza,1,
ral,20,
ralal,1,
ralaxik,3,
ramaq',2,
ramaq'elal,1,
rapenal,1,
raq'ab'al,1,
raqan,19,
raqana',2,
rati't,7,
ratinib'al,2,
rawexik,1,
rax,4,
raxa'ik'oq'ij,1,
raxab'e,2,
raxajok,1,
raxak'uwal,1,
raxakaqul,2,
raxakaqulja,5,
raxakaqulja',1,
raxal,3,
raxanawawak,1,
raxkawakoj,2,
raxon,2,
rayil,1,
re,114,
rech,61,
recha',10,
rechaxik,2,
rekem,1,
releb'al,25,
releq'axik,1,
relik,6,
remanik,4,
remelik,1,
reqa'n,1,
reqalem,1,
reqalixik,1,
reqaxik,1,
reta'm,1,
retal,36,
retaxik,1,
rewaxik,1,
ri,1047,
ri',177,
ri'j,1,
rib',37,
richilana,1,
rij,41,
rijitaq,1,
rik'il,1,
ril,1,
rilik,1,
rilo,1,
riqalem,1,
riqaxik,1,
rismal,5,
rixk'aq,5,
rixoqil,13,
riy,1,
ro',2,
ro'le,3,
rob'ix,1,
robles,1,
rochoch,19,
rojas,1,
rojonel,1,
rokik,2,
ronojel,122,
roponik,2,
roq'ej,3,
roq'ib'al,6,
rox,12,
roxichal,1,
roxij,1,
roxlajuj,1,
roxlajule,1,
roxle,2,
roxmul,2,
roxwi',1,
royob'exik,1,
ruchaxik,1,
ruk',87,
ruk'a'm,3,
rulik,1,
ruma,1,
rumal,195,
rutzil,1,
rutzinik,1,
ruxlab',1,
sach,1,
sachb'al,1,
sachel,3,
sachib'al,1,
sachik,1,
sachinaq,2,
sajkab',1,
sak,1,
sakik,1,
sakil,1,
samajel,22,
sanayeb',1,
sanik,14,
saq,22,
saq'ul,1,
saqab'aja,1,
saqajib',1,
saqarik,2,
saqb'al,1,
saqb'och,4,
saqb'oqom,2,
saqb'u,1,
saqi'il,1,
saqi'ixim,2,
saqi'ulew,1,
saqib'e,2,
saqijal,5,
saqijuyub',1,
saqik,1,
saqik'oxol,2,
saqikas,3,
saqikib',2,
saqil,16,
saqilaj,1,
saqimuchit,1,
saqinim,3,
saqinimatzis,1,
saqir,1,
saqiram,1,
saqirib'al,2,
saqirik,4,
saqirisay,1,
saqiro,1,
saqiroq,8,
saqitok',1,
saqitoq',2,
saqiwinaq,1,
saqiya',1,
saqjulujuj,2,
saqk'uch,1,
saqkab'aja,1,
saqlatol,1,
saqleloj,1,
saqloq'oj,1,
saqnatanoj,1,
saqtetoj,1,
saqulewab',2,
saqxuruxuj,1,
sel,13,
selawachin,1,
sib',2,
sib'aq,1,
sik',6,
sik'i,1,
sik'iy,2,
silisib',1,
simaj,2,
sipakna,32,
sis,3,
sita'l,11,
siwan,24,
siyaja',1,
sochoj,4,
sonol,1,
sotz',7,
sotz'ija,1,
sotz'ilaja,1,
sotz'in,1,
sqaqi'n,20,
sqi'n,1,
sr,1,
sta,1,
stayub',1,
stayul,2,
stzaj,1,
su',5,
su'anik,1,
sub'aq,1,
sutz',1,
suwa,2,
suwa',1,
suywa,2,
suywa',2,
t'an,2,
t'ot',1,
ta,897,
ta'ol,1,
taj,57,
tajik,1,
tak'al,3,
tak'atoj,4,
tamasul,3,
tamub',18,
tap,8,
tapa'l,3,
taq,41,
taq'aj,6,
taq'ajal,1,
taqal,10,
taqatarij,1,
taqchi'nel,1,
taqchib'al,1,
taqol,4,
taqon,1,
taqonel,2,
tas,3,
taseq,1,
tatam,1,
tatil,1,
tatultak'aloq,1,
tatulwa'uloq,1,
te,174,
te',11,
tekpan,1,
tekum,3,
teleche',2,
tem,4,
temaj,1,
tepepel,1,
tepepul,5,
tepew,16,
tepewal,3,
tew,12,
ti'onel,2,
tija,1,
tijob'al,3,
tik'il,2,
tik'itoj,1,
tikal,1,
tikarinaq,2,
tikil,3,
tiko'n,3,
tinamit,35,
toj,1,
tojb'al,1,
tojil,83,
tolob',1,
tolona,1,
toq'ob',10,
toq'ob'anik,1,
toq'ol,3,
torob',1,
toxkom,1,
tu'ik,1,
tu'xik,1,
tub'ul,2,
tujal,2,
tujalaja,1,
tukoq,1,
tukuliy,1,
tukum,1,
tukur,12,
tulan,19,
tulul,2,
tum,1,
tun,1,
tuy,2,
tz'alam,3,
tz'alik,1,
tz'api'uwach,1,
tz'apib',1,
tz'apim,1,
tz'aq,17,
tz'aqol,20,
tz'i',4,
tz'ib',1,
tz'ib'am,3,
tz'ib'an,3,
tz'ib'anik,1,
tz'ikin,33,
tz'ikinaja,8,
tz'ikinal,1,
tz'ite',5,
tz'iyaq,1,
tz'olojche',1,
tz'ononik,1,
tz'onoy,1,
tz'u'm,4,
tz'ukuxik,1,
tz'ununija',2,
tz'uq,1,
tz'utuja,2,
tza'm,4,
tza'mes,1,
tzakal,1,
tzalam,1,
tzalatz,2,
tzalatzoxel,1,
tzalijem,1,
tzamal,1,
tzami'y,1,
tzaqon,1,
tzarab'om,1,
tzatz,35,
tze',5,
tze'b'al,1,
tzij,21,
tzijol,1,
tzijom,1,
tzijon,1,
tzikwil,2,
tzima,3,
tzimaj,1,
tzis,2,
tzisb'al,1,
tzixel,1,
tziyaj,1,
tzolkaqb'ej,1,
tzotz'ija,1,
tzotzija,1,
tzub'ulik,1,
tzuqub'ey,1,
tzuquj,1,
tzuqul,7,
tzutz,1,
ub',2,
ub'an,1,
ub'ana,1,
ub'anik,4,
ub'anoj,1,
ub'aq',17,
ub'aqil,2,
ub'ate,1,
ub'e,3,
ub'e'el,3,
ub'e'l,2,
ub'elej,2,
ub'elejle,1,
ub'i,4,
ub'i',153,
ub'i'na'm,1,
ub'ik,17,
ub'ina'm,6,
ub'inam,1,
ub'inib'al,1,
ub'itaxik,1,
ub'ixik,7,
ub'olik,1,
ub'om,1,
uch'a'ojil,1,
uch'ab'aja,3,
uch'ab'al,7,
uch'akatajik,7,
uch'akik,1,
uch'ek,2,
uch'u'k,1,
uch'umilal,1,
uchaj,1,
uchak,3,
uchan,1,
uchapom,1,
uchaq',1,
uchi',19,
uchikopil,3,
uchinamit,1,
uchinamital,2,
ucholik,1,
uchub',3,
uchuch,7,
ujachon,1,
ujalk'at,1,
ujalwachixik,1,
ujat,1,
uje',8,
ujolom,25,
ujoxb'al,1,
ujul,3,
ujulaj,1,
ujulaju,1,
ujulajule,1,
ujunal,1,
ujuyub',1,
ujuyub'al,2,
uk',10,
uk'a'am,1,
uk'a'm,2,
uk'aja',2,
uk'ajol,28,
uk'amik,5,
uk'ase'ik,1,
uk'aslem,1,
uk'atanal,1,
uk'atoj,1,
uk'axaj,2,
uk'exel,7,
uk'exewach,1,
uk'exwach,1,
uk'ik'el,1,
uk'isisil,1,
uk'ixik,1,
uk'oje'ik,16,
uk'olib'al,1,
uk'otik,1,
uk'ototajik,1,
uk'u'x,48,
uk'utb'al,4,
uk'utunisaxik,1,
uk'uwal,1,
uk'uxlal,1,
uk'yal,1,
uka,2,
uka'l,1,
uka'yojik,1,
ukab',17,
ukab'awil,18,
ukab'awilal,1,
ukab'ichal,1,
ukab'lajuj,1,
ukab'lajule,1,
ukaj,5,
ukajlajuj,1,
ukajle,3,
ukajul,1,
ukakate',1,
ukale,3,
ukamik,2,
ukamisa,1,
ukamisaxik,3,
ukana'ik,1,
ukanajik,1,
