para_num,C,B,D,A
0,1.4185089922634007,1.0346345049446055,1.3368478915092463,1.2548828772309784
1,1.5412467043308427,0.6111238617428674,2.6155128009378075,1.5303119009830506
2,0.5706049446075365,0.4779894283798841,0.9371875619502417,1.4880678270986163
3,0.14815616669141082,0.46973535817372014,0.8924633232220319,1.4645394740211979
4,0.7053434855200218,0.653341535180996,0.711809914226314,1.5589935992285457
5,0.5864999888099289,0.5517406798867099,0.8166578152398526,1.5345790767568301
6,0.8668499588296038,0.5337976242798358,0.6972273104510887,1.2043456135366821
7,0.7875840284045219,0.7557025092279964,0.5991687787972326,1.5861111770771978
8,0.8391357736106515,0.6405680090859168,0.8741318727685233,1.7736002384048313
9,0.8641275837829274,0.809420747779361,0.7361046225197466,1.526021146770217
10,0.8879631742752154,0.7115095479503757,0.8098954109765506,1.8211422429002488
11,0.8289204548644811,0.8909794531010242,0.7523907877709891,1.8412669507589354
12,0.5701641430987547,1.0528747358083184,0.7037689256454744,1.5234328580838987
13,0.6742803800876432,1.0020930380943514,0.4841605051204114,1.6458171734663891
14,0.7364831841823453,1.0332969931858242,0.5699590137987216,1.5382024640032679
15,0.8174326170886549,1.0389703080634725,0.6532209067668265,1.536339371765656
16,0.531004432306343,1.2188348215890186,0.48587734459324183,1.168676003052778
17,0.5914510771573303,1.298792893760957,0.8807347346705126,0.9826725857376299
18,0.5050855409790141,1.4523493177890092,0.7090052566405263,0.7192667404142401
19,0.7619956287859492,1.6257737359642803,0.7306829139278695,0.8210992339702082
20,0.8806596093458694,1.234895543130061,2.348845841824273,0.7825656182202498
21,0.5735655361507412,1.3824043131305594,0.7044030441444264,1.0050073761516762
22,0.7224955442064415,1.453563846374369,0.7107864016281639,0.8127580452313856
23,0.6194258054655777,1.3981342571074333,0.49580264757567516,0.9324055709680268
24,0.06207318183366572,2.9540866026171497,0.11167616802349661,1.3113314473664424
25,0.7497248943333598,1.3797639036430152,0.6027715154589033,0.9194414222752921
26,0.6959316235268926,1.4085199673406488,0.5294812520366737,0.8643553014738646
27,0.8798809542540262,1.2327548413931266,0.5905499011310047,0.9041767964609051
28,0.5532485668754049,1.2346988170498048,0.4142159671398836,0.6431713296910282
29,0.5554557790089606,1.4436200118177231,0.5557847195241337,0.674509824400416
30,0.5417542505287137,1.3143502519001748,0.4770557210010229,0.7667838574478837
31,0.6468519223762041,1.5729261202839835,0.5749811925609604,0.8179923559327743
32,0.6698787225481152,1.5905586477853686,0.4796640654040801,0.8521057678757417
33,1.5793352968476193,1.4918586990441418,0.7643841966996696,0.7501580910695982
34,0.873694019939332,1.3941059301581775,0.5437363434308548,0.5775060360174187
35,0.763594384284497,1.3261179563470744,0.5594684209078136,0.8998638763456183
36,0.6712549378504281,1.9063550870698924,0.5082399923658483,0.7533114891829039
37,0.744137712171136,1.347140899852525,0.6275444404710269,0.8434855313719709
38,0.8490967503114674,1.4158256911911435,0.7524245319584179,0.8353159284320053
39,0.5814852541472803,1.3513928934806434,0.9539087651810982,0.6153973268851909
40,0.7767458950364323,1.4665406035752058,1.2792962389722562,0.837080903931575
41,0.8100493811069982,1.756224224477569,1.1188865156165737,0.9413989088430039
42,0.8681845618984975,1.0893187397408541,0.9025191470596595,1.2086411236557935
43,0.8486733589063993,0.8445927165636951,0.8303725056240355,1.4498179214174416
44,0.8162063105537587,0.6698444389714688,0.7920542941757958,1.8102884870219016
45,1.4119114463699698,0.4535597070911411,1.0268417985501568,1.442536548827526
46,0.6344767041161202,0.49068648881563504,0.8090269947307723,1.2395255009216073
47,2.787875502452779,0.5489066739315854,1.161033308396161,1.264237648788943
48,0.9830538350829253,0.5194018572850913,0.8423090595199698,1.3671967037787334
49,0.6526932164859528,0.8324908003959256,0.6133378082281289,1.5605536910065905
50,0.5317572309530644,0.5051241204910243,0.562209436717626,1.4451716648961752
51,1.7643767256435567,0.5934210422278168,1.2657898119163156,1.2274159606695727
52,3.7411063522708043,0.6458093180317156,1.6222840656097708,0.9165259089908353
53,2.779882531267529,0.5445189679807102,1.2135547248678105,0.6266055771091223
54,1.8401318692119402,0.7089056392231189,1.0737380002125838,0.7994396655779926
55,2.7433386686554693,0.8831984291668293,0.8769069178285127,0.7357986169872531
56,2.4316785237242136,0.6025978985970095,0.8927004922913799,0.6835626000309514
57,1.5064140192956321,0.8286412721580795,1.664207308923733,0.8880958341931642
58,1.7359558213455022,0.7739050513614545,1.1172761030253446,0.9660202907478576
59,2.50872957964259,0.5378918541833062,1.1081679868518943,0.6882216889791672
60,1.351464090903799,0.36246184854401514,0.7347890078811766,1.017243179230474
61,2.2389283415351127,0.6006350537895577,1.1158267713920982,0.8999344733225019
62,1.836145851135805,0.6475278743823245,0.9438291282767068,0.702697953545894
63,5.054319378391203,0.33671077786088466,1.504230263936394,0.7639452635655409
64,2.3985598248263273,0.5327484869788427,1.1094114316105232,0.5214136955567146
65,1.498023237199202,0.68595273638072,0.9482120452994568,0.6699039039107498
66,2.2962414647745937,0.7338929493719338,0.9662410999559952,0.6544091842748996
67,2.0598546126988744,0.6743484311196202,1.1998213766036019,0.6509920421474581
68,2.261497677983265,0.7008750585070584,1.0906700831501277,0.7813428305488354
69,2.264677695498912,0.6089708535661937,1.2570515659635066,0.7130945343696093
70,1.8293397305700783,0.6068874408962055,0.9983955328522313,0.8002446422953715
71,1.8875958449166728,0.599238778806442,1.3736122536458237,0.789473797078527
72,1.2095877276564526,0.631980825554722,2.00872316288007,0.6176817190676067
73,1.6052128233245482,0.586107615065058,1.9792193489444148,0.7326606110809771
74,0.9949616974169616,0.6069785453030186,2.449899133540122,0.6171316994404739
75,0.9621718720862764,0.8282248026487101,2.827736658678839,0.556389548353255
76,1.0930674873615311,0.49261536357856445,2.9456830073880442,0.9817755247373522
77,0.6110931776801803,0.800018181740472,3.006303102224315,0.4588328331050555
78,0.7420758341186027,0.6559552288417247,3.1524274806825088,0.7549793187309857
79,0.9526577902082276,1.1900105519352164,5.045921898197867,0.8823061280697423
80,0.7092799452180995,0.7259405033420782,2.9802429741921297,0.6815696184735268
81,1.01773739319958,0.7345081520241487,2.507916650661408,0.6185175284926737
82,1.2698723529874796,0.6204537549959377,2.099490028936214,0.7381631151847109
83,0.9922566696942445,0.6636105616199657,2.3678788163872415,0.9616650661532139
84,1.8472640290162954,0.677293283327852,2.259730583759169,1.1635232877696526
85,0.7230762523562981,0.44132251094098346,2.587137993984862,0.7381612127848399
86,1.2809463721342318,0.6516146349358541,2.264905192013517,0.8226963442134481
87,0.9254228570353772,0.5510418765473183,1.8027009347623169,0.8367728078685263
88,1.7879415624748927,0.6628410800599753,2.330052069950639,0.5826466358568072
89,1.0120636821946036,0.4472166768573951,2.904003938243054,0.5724348785398173
90,0.7320252765884465,0.5492780344234792,2.514706069103274,0.4816909718735041
91,1.5531025514575807,0.32307397288136525,2.1396070543241503,0.7999248665714714
92,0.4196751192486205,0.5751691662869698,2.622449366584504,0.4961293711362396
93,0.47370232833039144,0.29350945706055553,2.815688962632467,0.4603130657670582
94,2.10020852473869,0.8055183158092316,3.0872937663519364,1.7589743494266827
95,0.2191983124690561,0.7496484802847099,5.7391234559727025,0.4220259702363976
96,1.590856757842658,0.3544818632080327,1.0326111200323662,0.45598729606056293
97,0.46408891263055796,0.978383964202638,3.9040727713600227,0.6271401350682516
98,0.5116355812565726,0.8216670618714417,3.4653569174993777,0.7271148651223115
99,0.8294186852321358,0.8823205814335854,2.423143713091266,0.619318978694496
100,1.5110077052740736,1.0181637137953325,3.056867628872861,1.4481700499670382
101,1.1924970420313994,1.0288373019221848,4.591709585769119,1.1340134589630835
102,0.4247954592919497,1.3352266703740523,5.959218795611259,0.7481470919264691
103,0.5501612921350317,0.8688193713232604,5.117868714312881,0.5921636899982216
104,1.2948246270663974,1.1639500539497587,3.977359057920226,0.7990131675138343
105,0.2695959466146185,0.8039070620687201,3.6506225988185412,0.4028598794046551
106,1.039767471711504,0.9792414662137605,6.739130342351459,1.2798229184644094
107,0.9232624684971608,0.500351962770613,1.6243932189183425,0.5871655235853597
108,0.9898086527144243,0.8819487130134083,2.6530625527616944,0.932410167820789
