parte,capit,term_str,n
3,8,k'ut-,2
3,8,k'ut:,1
3,8,k'utajinaq,1
3,8,kab,1
3,8,kab'an,1
3,8,kab'ano,1
3,8,kab'ix:,1
3,8,kachb'ilan,1
3,8,kajmul,3
3,8,kak'ut,1
3,8,kakaw,1
3,8,kakib'ano,1
3,8,kakitaqchi'j,1
3,8,kalab'il,1
3,8,kanajoq,1
3,8,kanoq,3
3,8,kaq,2
3,8,kaqan,1
3,8,kaqarayij,1
3,8,kaqaya',1
3,8,kaqil,2
3,8,kaqilo,1
3,8,kati't,14
3,8,kati't:,3
3,8,katopon,1
3,8,katoq'ik,1
3,8,katz,3
3,8,katzotzotik,1
3,8,kaxib'in,1
3,8,ke,3
3,8,ke'ab'ix,1
3,8,ke'oponik,1
3,8,ke'ucha'xik-,1
3,8,keb'anow,1
3,8,kech,1
3,8,kech'ititik;,1
3,8,kecha',1
3,8,kej,4
3,8,kenab'ax,1
3,8,keneb'eb'ik,1
3,8,kenumik,1
3,8,kepetik,1
3,8,keqaj,1
3,8,ketzab'al,1
3,8,kewa,1
3,8,kewa'ik,1
3,8,kewojon,1
3,8,kexajow,1
3,8,kexajowik,2
3,8,keyakatik,1
3,8,kib',5
3,8,kib'anoj,1
3,8,kib'ate,1
3,8,kib'ik,1
3,8,kib'iyo;,1
3,8,kich'ab'al,1
3,8,kich'akatajik,1
3,8,kichapo,1
3,8,kichaq',1
3,8,kichaq';,1
3,8,kichi',2
3,8,kichikuyu,1
3,8,kichuch,5
3,8,kichuch:,1
3,8,kije',2
3,8,kijoq'ik,1
3,8,kik',1
3,8,kik'exel,1
3,8,kik'utb'al,1
3,8,kik'ux,4
3,8,kika',1
3,8,kikaj,1
3,8,kikik',1
3,8,kima'ixik,1
3,8,kimich'b'al,1
3,8,kimixkina,1
3,8,kimoywachib'al,1
3,8,kina'oj,3
3,8,kinaq',1
3,8,kinawal,1
3,8,kinitzoqopij,1
3,8,kinkamik,1
3,8,kinwuchaj,1
3,8,kipachq'ab',1
3,8,kipam,1
3,8,kiq'ab',2
3,8,kiq'atoj,1
3,8,kiq'ij-,1
3,8,kiq'ojom,1
3,8,kiqajik,1
3,8,kiril,1
3,8,kisik'ixik,1
3,8,kisilaj,1
3,8,kisu',1
3,8,kiti,1
3,8,kito'k,1
3,8,kiwa,2
3,8,kiwa:,1
3,8,kiwach,11
3,8,kiwi',1
3,8,kiwub',1
3,8,kixokem;,1
3,8,kochoch,2
3,8,kochoch:,1
3,8,kochoch;,1
3,8,koj,2
3,8,kojab'ixik,1
3,8,kojmich'owik,1
3,8,kojmich'owik?,1
3,8,kojno'jinik,1
3,8,kojuchanik,1
3,8,kojutzin,1
3,8,konojel,2
3,8,kub',1
3,8,kuk',1
3,8,kuk'a'm,1
3,8,kukus,1
3,8,kumal,4
3,8,kuta'm,1
3,8,la,8
3,8,la!,2
3,8,la-,1
3,8,laki,1
3,8,laq,1
3,8,laq'i,1
3,8,lib'aj,2
3,8,lo,1
3,8,ma,9
3,8,maja,3
3,8,makama,1
3,8,mana,1
3,8,mawi,10
3,8,mes,1
3,8,mi,4
3,8,mi'er,1
3,8,mixb'ison,1
3,8,mixeb'ek,1
3,8,mixek'ob'ik,1
3,8,mixib'an,1
3,8,mixiniq'alab'a',1
3,8,mixkik'ulwachij,1
3,8,mixkina,7
3,8,mixojkosik,1
3,8,mixtze'nik,1
3,8,mixub'an,1
3,8,muqumuxinaq,1
3,8,mutzuma'q,1
3,8,na,5
3,8,na!,1
3,8,na-,1
3,8,nab'e,2
3,8,najtik,1
3,8,naki,4
3,8,nay,1
3,8,nim,2
3,8,nima,8
3,8,nupam,1
3,8,nutzij,1
3,8,o,1
3,8,oj,8
3,8,ojer,2
3,8,oxmul,1
3,8,pa,21
3,8,peq,1
3,8,petoq,1
3,8,pu,14
3,8,puch,15
3,8,puch:,1
3,8,puq'ab',1
3,8,puwi,1
3,8,q'alaj,1
3,8,q'ante',1
3,8,q'aq',1
3,8,q'atoj,3
3,8,q'eb'al,1
3,8,q'eb'al:,1
3,8,q'ebal,1
3,8,q'ij,3
3,8,q'upuj,3
3,8,q'utum,3
3,8,qab'ix,2
3,8,qachaq'-,1
3,8,qachaq'?,1
3,8,qachi',1
3,8,qachuch,1
3,8,qachuch-,1
3,8,qaj,1
3,8,qariqo-,1
3,8,qati,1
3,8,qati',1
3,8,qati't,8
3,8,qati't!,1
3,8,qati't-,3
3,8,qati't:,1
3,8,qati't?,4
3,8,qatija,2
3,8,qatz,3
3,8,qatz'ikin,1
3,8,qatz-,1
3,8,qawa,2
3,8,qawach!,1
3,8,qawaraj,1
3,8,qe-,1
3,8,qe?,1
3,8,qitzij,7
3,8,quk'ya'-,1
3,8,qul,1
3,8,ramaq'elal,1
3,8,rati't,1
3,8,rax,1
3,8,re,13
3,8,rech,1
3,8,recha',2
3,8,ri,89
3,8,ri!,1
3,8,ri',1
3,8,ri:,2
3,8,rib',4
3,8,rij,2
3,8,rismal,1
3,8,ronojel,6
3,8,roxmul,1
3,8,ruchaxik,1
3,8,ruk',8
3,8,rumal,10
3,8,ruxruj,1
3,8,sakil,1
3,8,sis,2
3,8,sqi'n,1
3,8,su',3
3,8,su'anik,1
3,8,ta,62
3,8,taq,5
3,8,tik'il,2
3,8,toqob',1
3,8,tum,3
3,8,tz'aq,1
3,8,tz'ikin,5
3,8,tzatz,1
3,8,tze',1
3,8,tze'b'al,1
3,8,tze'j,1
3,8,ub'aq,1
3,8,ub'i',1
3,8,ub'i':,1
3,8,ub'i';,1
3,8,ub'ik,2
3,8,uchapom,1
3,8,uchi',1
3,8,uje',6
3,8,uk'amik,1
3,8,uk'ux,1
3,8,ulew,4
3,8,ulo,1
3,8,uloq,10
3,8,uloq!,1
3,8,uloq;,1
3,8,umul,2
3,8,umul;,1
3,8,unab'e,1
3,8,unik'ajal,1
3,8,upam,2
3,8,uq'eb'al;,1
3,8,us-,1
3,8,utijowik,1
3,8,utiw,2
3,8,utz,3
3,8,utza'm,2
3,8,utze',3
3,8,utze'b'al,1
3,8,utzijel,1
3,8,uwa,1
3,8,uwa'l,1
3,8,uwach,4
3,8,uweb'al,1
3,8,uwi',1
3,8,uxamb'e,1
3,8,uya'ik,1
3,8,wa,3
3,8,wach,1
3,8,we,4
3,8,wecha'-,1
3,8,wi,13
3,8,wi-,2
3,8,wi;,1
3,8,wij;,1
3,8,winaq,1
3,8,wiy-,1
3,8,wub'anik,2
3,8,wuqub',1
3,8,xa,26
3,8,xak'i,1
3,8,xaloq',4
3,8,xan,2
3,8,xawi,7
3,8,xb'alanke,9
3,8,xb'alanke:,2
3,8,xb'alanke;,1
3,8,xb'ek,1
3,8,xcha',8
3,8,xchiqatijo,1
3,8,xchiqatijo-,1
3,8,xchiqawaraj,1
3,8,xchiwil,1
3,8,xe,4
3,8,xe'aq'anik,1
3,8,xe'aqan,1
3,8,xe'el,1
3,8,xe'ik'owik,1
3,8,xe'ok,3
3,8,xe'opon,4
3,8,xe'oponik,4
3,8,xe'uchax,1
3,8,xe'ul,3
3,8,xe'ulik,2
3,8,xe'uxik,2
3,8,xeb'anowik,1
3,8,xeb'atz'onik,1
3,8,xeb'e,6
3,8,xeb'ek,5
3,8,xeb'inajik,1
3,8,xeb'ixanik,1
3,8,xech'awije'ik,1
3,8,xecha',28
3,8,xechikopirik,1
3,8,xek'oje'ik,1
3,8,xek'utun,1
3,8,xekam,1
3,8,xekel,3
3,8,xekuchu,1
3,8,xematzeje,1
3,8,xemayjan,1
3,8,xepetik,3
3,8,xeq'ojomanik,1
3,8,xeraj,1
3,8,xere,3
3,8,xesachik,1
3,8,xesik'ix,2
3,8,xesu'an,2
3,8,xesu'anik,2
3,8,xesu'ax,1
3,8,xeyopijik,1
3,8,xib'alb'a,1
3,8,xib'an,1
3,8,xikin,2
3,8,xil,3
3,8,xinich'ikib'a',1
3,8,xiririk,1
3,8,xk'am,3
3,8,xk'ut,1
3,8,xkam,1
3,8,xke'ulik,1
3,8,xkeqapixab'aj,1
3,8,xkeqasik'ij,1
3,8,xkib'ano,5
3,8,xkich'ik'ib'a,1
3,8,xkichap,1
3,8,xkichapo,2
3,8,xkijurub'a,1
3,8,xkik'am,1
3,8,xkikot,1
3,8,xkil,2
3,8,xkilo,1
3,8,xkinimarisaj,1
3,8,xkipixab',1
3,8,xkipixab'aj,2
3,8,xkiporoj,1
3,8,xkiq'atej,1
3,8,xkise,1
3,8,xkisep,1
3,8,xkisu'aj,1
3,8,xkit'uyub'a,1
3,8,xkita'o,1
3,8,xkitaq,2
3,8,xkitelej,1
3,8,xkitik'ib'a,4
3,8,xkitz'onoj,1
3,8,xkitzajisaj,1
3,8,xkiwachib'ej,1
3,8,xkiya',2
3,8,xkiyoq',1
3,8,xkiyotej,1
3,8,xkub'e,1
3,8,xma,1
3,8,xmukur,3
3,8,xmuq'un,1
3,8,xnimar,1
3,8,xojopon,1
3,8,xok,2
3,8,xopon,1
3,8,xpe,1
3,8,xpetik;,1
3,8,xpoq'olij,1
3,8,xq'upukub',1
3,8,xqaj,1
3,8,xqatij,1
3,8,xqatijo,1
3,8,xraj,3
3,8,xril,2
3,8,xsipoj,1
3,8,xtikib'ax,1
3,8,xtze'n,1
3,8,xtze'nik,1
3,8,xtzq'ataq,1
3,8,xub'an,1
3,8,xub'ij,1
3,8,xub'ina'j,1
3,8,xucha'xik,1
3,8,xuchax,1
3,8,xuk'am,2
3,8,xukuy,1
3,8,xuworo,1
3,8,xuxik;,1
3,8,xuya',2
3,8,xyopij,1
3,8,ya',1
3,8,ya'ol,1
3,8,yak,2
3,8,yakal,1
3,8,yakalik,1
3,8,yaklin,1
3,9,-apachina,1
3,9,-chiwila',1
3,9,-kixcha',1
3,9,-naki,1
3,9,ajawab',3
3,9,b'ate,1
3,9,b'e,1
3,9,ch'o,1
3,9,chaajel,1
3,9,chi,7
3,9,chi',1
3,9,chik,5
3,9,chik-,1
3,9,chiri',1
3,9,chuwach,1
3,9,e,2
3,9,etz'anem,1
3,9,itaqa,1
3,9,ja,1
3,9,je,1
3,9,jom,3
3,9,jujun,2
3,9,jun,2
3,9,junajpu,2
3,9,junam,1
3,9,k'ate,4
3,9,k'eje,1
3,9,k'u,5
3,9,k'ut,10
3,9,kame,2
3,9,katajin,1
3,9,kati't,4
3,9,katz'apitajik-,1
3,9,kecha',2
3,9,kek'ixib'ik,1
3,9,kekikot,1
3,9,keniknot,1
3,9,kepetoq,1
3,9,kib',1
3,9,kichuch,1
3,9,kik',2
3,9,kinimarisaj,1
3,9,kiqajaw,1
3,9,kisamajel:,1
3,9,kitukel,1
3,9,kixcha',1
3,9,kixoponik-,1
3,9,kixoponik:,1
3,9,kojchaaj,1
3,9,kojetz'anik,1
3,9,konojel,1
3,9,kuk',1
3,9,lib'aj,1
3,9,ma,2
3,9,mawi,1
3,9,mixib'ano?,1
3,9,mixkos,1
3,9,mixutik'ib'a,1
3,9,na,1
3,9,nab'e,1
3,9,najt,1
3,9,nuq'eb'al,1
3,9,pa,6
3,9,pachq'ab',1
3,9,pu,1
3,9,q'eb'al,1
3,9,qak'ux,1
3,9,qawach?,1
3,9,qawi,1
3,9,rajawal,1
3,9,re,1
3,9,ri,7
3,9,ruk',2
3,9,samajel,1
3,9,ta,3
3,9,taj,1
3,9,tum,1
3,9,tz'api,1
3,9,tz'um,1
3,9,ub'e'l,1
3,9,ukanajik,1
3,9,ula,2
3,9,uloq,2
3,9,uloq?,1
3,9,uwach,2
3,9,waral,1
3,9,wi,1
3,9,wub',1
3,9,wuqub',2
3,9,wuqub'ix,1
3,9,xa,1
3,9,xb'ekewaj,1
3,9,xcha',1
3,9,xe'oponik,2
3,9,xe'uchax,1
3,9,xeb'e,1
3,9,xeb'ek,1
3,9,xecha',3
3,9,xechaajik,1
3,9,xekam,1
3,9,xepe,1
3,9,xetaqo,1
3,9,xib'alb'a:,1
3,9,xkimajixtaj,1
3,9,xkimes,1
3,9,xkita,1
3,9,xkitz'apij,1
3,9,xojpetik-,1
3,9,xqaj,1
3,9,xraj,1
3,9,xukaq'at,1
3,9,ya',2
3,10,-apa,2
3,10,-at,2
3,10,-chab'ij,1
3,10,-in,1
3,10,-jo',1
3,10,-jupa,1
3,10,-k'o,3
3,10,-kach'awoq!,1
3,10,-kacha',1
3,10,-katojoq-,1
3,10,-katzijonoq!,1
3,10,-ma,3
3,10,-mixul,1
3,10,-naki,3
3,10,-qitzij,1
3,10,-utz,4
3,10,-wak,1
3,10,-we!,1
3,10,-wuqub'ix,1
3,10,aj,1
3,10,ajawab',1
3,10,ajawab'-,1
3,10,apetik?,1
3,10,aq'anok,1
3,10,aqan,1
3,10,aqan;,1
3,10,are,3
3,10,at,1
3,10,ataq'a'!,1
3,10,ataqa,1
3,10,ataqikil?,1
3,10,ati't,1
3,10,ati't:,1
3,10,b'a,9
3,10,b'ate,1
3,10,b'e,1
3,10,b'i,1
3,10,b'iq',1
3,10,ch'ayik,1
3,10,chaaj,1
3,10,chanik,1
3,10,chanim,1
3,10,chanim-,2
3,10,chaqi'j,1
3,10,chawaj,2
3,10,chawila,1
3,10,chi,34
3,10,chi',3
3,10,chib'ek,1
3,10,chichaqijik,1
3,10,chichaqijik:,1
3,10,chik,4
3,10,chik'astaj,1
3,10,chikunaj,1
3,10,chimalmatib',1
3,10,chipe,2
3,10,chisetet,1
3,10,choq',1
3,10,choq'ik?,1
3,10,chu,1
3,10,chub',1
3,10,chub'aq',1
3,10,chuk'axaj,1
3,10,chuk'ayaq;,1
3,10,chunik'ajal,2
3,10,chutijo,1
3,10,chuware,1
3,10,chuwi,2
3,10,chuxawaj,1
3,10,e,2
3,10,in,1
3,10,iwati't,6
3,10,iwe,1
3,10,iwuk'-,1
3,10,ix,5
3,10,ja,2
3,10,je,1
3,10,jok,1
3,10,jom,2
3,10,jom-xuchax,1
3,10,jujun,1
3,10,jun,5
3,10,junajpu,2
3,10,jusu,1
3,10,juyub',2
3,10,k'a,1
3,10,k'ajol,1
3,10,k'ajol?,1
3,10,k'ajolab',3
3,10,k'ajolab'-,1
3,10,k'ajolab':,2
3,10,k'aslik?,1
3,10,k'ate,14
3,10,k'axtok'-,1
3,10,k'eje,5
3,10,k'o,4
3,10,k'u,22
3,10,k'ul,1
3,10,k'ut,30
3,10,k'ut-,1
3,10,k'ute,1
3,10,ka'anik,1
3,10,kacha',5
3,10,kacha-,1
3,10,kakanajik,1
3,10,kame,1
3,10,kame:,1
3,10,kanoq,4
3,10,kanub'iq'o?,1
3,10,kanutaqo,1
3,10,kape,1
3,10,kasik'inik,1
3,10,katanik,2
3,10,katb'e,2
3,10,kati't,3
3,10,kati't;,1
3,10,katoponik,1
3,10,kattzijonoq!,1
3,10,kawilo,1
3,10,kawilo;-,1
3,10,ke,2
3,10,ke'oponik,1
3,10,ke'ulik,1
3,10,keb'e,1
3,10,keb'iq'ow,1
3,10,kecha',2
3,10,kechaajik,2
3,10,kekikot,1
3,10,kepetik,1
3,10,keti'ow,1
3,10,ketz'ab'al:,1
3,10,ketz'elawachixik-,1
3,10,kib'e,1
3,10,kik',3
3,10,kik'ux,1
3,10,kinanik,1
3,10,kinb'e,1
3,10,kiq'ij,1
3,10,kiqajaw?,1
3,10,kitaqik,1
3,10,kitzij,1
3,10,kixcha',2
3,10,ko,1
3,10,ko!,2
3,10,kochoch,3
3,10,kojchaaj,1
3,10,koq'ik,1
3,10,kub'ul,1
3,10,kuk',1
3,10,kumal,4
3,10,kumal;,1
3,10,kumatz,11
3,10,kus,1
3,10,la,2
3,10,la!-,1
3,10,la'-,1
3,10,lib'aj,1
3,10,lotz,1
3,10,ma,2
3,10,maja,1
3,10,malmat,1
3,10,mana,2
3,10,mawi,4
3,10,mi,1
3,10,mixoq'ik,1
3,10,na,2
3,10,nab'e,1
3,10,naj,1
3,10,nak'al,1
3,10,nape,1
3,10,nay,1
3,10,nima,4
3,10,nupam,2
3,10,nupam-,2
3,10,nutzij,4
3,10,nuwach,1
3,10,oj,1
3,10,ojer,1
3,10,on,1
3,10,pa,12
3,10,pachq'ab',1
3,10,pe,1
3,10,pixab'ay,2
3,10,pu,5
3,10,puch,3
3,10,puq'ab',1
3,10,q'alaj,1
3,10,qachuch,1
3,10,qakamik,1
3,10,qati't,2
3,10,qatzij,1
3,10,qatzij:,1
3,10,qawub'-,1
3,10,qitzij,3
3,10,qitzij?,1
3,10,qochoch,1
3,10,rachaq,2
3,10,rax,1
3,10,re,9
3,10,rech,1
3,10,recha',3
3,10,retal,3
3,10,ri,48
3,10,ri',1
3,10,rij,1
3,10,roq'ib'al,1
3,10,ruk',4
3,10,rulik,1
3,10,rumal,6
3,10,samajel,6
3,10,samajel-,1
3,10,saqikas,3
3,10,sqaqi'n,1
3,10,ta,29
3,10,taj,2
3,10,taj;,1
3,10,tamasul,3
3,10,taq,1
3,10,taqal,1
3,10,taqol,1
3,10,taqonel,1
3,10,toqol,1
3,10,tz'ikin,1
3,10,tz'um,1
3,10,ub'aq,1
3,10,ub'aq',1
3,10,ub'aqil,1
3,10,ub'i',1
3,10,ub'i':,1
3,10,uchaq',1
3,10,uchi',3
3,10,uk',10
3,10,uk'ux,1
3,10,ulew,2
3,10,ulo,1
3,10,uloq,1
3,10,umuq'ub'al,1
3,10,upa,1
3,10,usamajel,4
3,10,utukel,1
3,10,utux,1
3,10,utz,1
3,10,utz'utz'il,1
3,10,utzij:,1
3,10,uwa,2
3,10,uwach,4
3,10,wa,2
3,10,wa'e,1
3,10,wak,12
3,10,wak:,1
3,10,wakamik,1
3,10,waral,1
3,10,waral!,1
3,10,we,2
3,10,wi,12
3,10,wi?,1
3,10,wiy,1
3,10,wiy:,1
3,10,wiy?,1
3,10,wub',1
3,10,wuqub',1
3,10,wuqub'ix,2
3,10,xa,13
3,10,xab'ik,1
3,10,xb'alanke,2
3,10,xb'ek,5
3,10,xb'ekichapa',1
3,10,xb'inik,1
3,10,xb'iq',2
3,10,xch'akataj,1
3,10,xcha,1
3,10,xcha',10
3,10,xchakachob',1
3,10,xchinb'ij-,1
3,10,xchiqakanaj,1
3,10,xchiqatik,2
3,10,xchiwuchaj,1
3,10,xchoye,1
3,10,xe'opon,1
3,10,xeb'e,1
3,10,xeb'ek,2
3,10,xeb'ekamoq,1
3,10,xecha',8
3,10,xekamik?,1
3,10,xepe,1
3,10,xepetik,1
3,10,xetzalijik,1
3,10,xib'alb'a,4
3,10,xib'alb'a:,2
3,10,xik,1
3,10,xinpetik,1
3,10,xinpetik-,1
3,10,xk'is,1
3,10,xk'ulutaj,1
3,10,xkach'oj,1
3,10,xkeb'etaqoq,1
3,10,xkelesaj,1
3,10,xkikoj,1
3,10,xkinopon,1
3,10,xkirech',1
3,10,xkita'o,1
3,10,xkitik,1
3,10,xkitz'onoj:,1
3,10,xkitzukuj,1
3,10,xkiwub'aj,1
3,10,xkiya'o;,1
3,10,xkojopon,1
3,10,xma,1
3,10,xmukane,1
3,10,xopon,4
3,10,xoq',1
3,10,xpeq,15
3,10,xpeq:,1
3,10,xpeq;,1
3,10,xqaj,3
3,10,xraj,1
3,10,xrech',1
3,10,xriq'taxik,1
3,10,xtikow,1
3,10,xu,1
3,10,xub'ij,1
3,10,xub'ina'j,1
3,10,xub'iq'o,1
3,10,xucha'xik,1
3,10,xucha'xxik,1
3,10,xuchap,1
3,10,xuchax,6
3,10,xuk'am,2
3,10,xul,3
3,10,xutij,2
3,10,xutik,2
3,10,xuxawaj,3
3,10,xuxik,2
3,10,xuya',1
3,10,xyik',1
3,10,yakal,1
3,11,(xik')?,1
3,11,-aji!,10
3,11,-aki!,1
3,11,-chiq'ijila',1
3,11,-jujunal,1
3,11,-kik',1
3,11,-kixku'uloq!,1
3,11,-mawi,2
3,11,-naki,21
3,11,-naki?,1
3,11,-q'ala,1
3,11,-ri,1
3,11,-utz,2
3,11,-xa,1
3,11,-xikiripat-,1
3,11,ab'aj,1
3,11,ajal,6
3,11,ajam,2
3,11,ajaw,1
3,11,ajaw-,1
3,11,aji!,3
3,11,apanoq,1
3,11,are,6
3,11,b'a,3
3,11,b'aq,2
3,11,b'aq?,1
3,11,b'e,5
3,11,b'e-,1
3,11,b'e;,1
3,11,b'i,2
3,11,ch'akb'al,1
3,11,ch'amya,6
3,11,chati',1
3,11,chatzakonisaj,1
3,11,chatzub'aj,1
3,11,che',1
3,11,che';,1
3,11,chi,29
3,11,chi',1
3,11,chib'in,1
3,11,chik,24
3,11,chikop,1
3,11,chila',1
3,11,chiri',1
3,11,chiwi,1
3,11,chojim,1
3,11,chuwa,1
3,11,chuwi,1
3,11,chuxo'l,1
3,11,chuxukut,1
3,11,e,2
3,11,ja',1
3,11,ja-,1
3,11,jal,1
3,11,jix,1
3,11,jolom,2
3,11,jolom?,1
3,11,joloman,1
3,11,jujun,2
3,11,jun,9
3,11,junajpu,3
3,11,junoq,1
3,11,k'a,1
3,11,k'amol,1
3,11,k'ate,2
3,11,k'eje,1
3,11,k'is,1
3,11,k'o,2
3,11,k'u,5
3,11,k'ut,13
3,11,k'ut;,1
3,11,kajib',1
3,11,kame,4
3,11,kame:,1
3,11,kame?,2
3,11,kaqa,1
3,11,kawtalik,1
3,11,ke,2
3,11,ke'ati'o,1
3,11,kech,1
3,11,kib',1
3,11,kib'e,1
3,11,kib'i',5
3,11,kib'ij,1
3,11,kib'il,1
3,11,kik',5
3,11,kik'ux,1
3,11,kita',1
3,11,konojel,4
3,11,ku'lel,5
3,11,ku'lel:,8
3,11,kub'ul,1
3,11,kub'ulel,1
3,11,kub'ulel:,1
3,11,kub'ulik!,1
3,11,kuchumakik',2
3,11,kuchumakik'?,1
3,11,kumal,2
3,11,kumuk,1
3,11,la,13
3,11,la!,2
3,11,lib'aj,1
3,11,ma,2
3,11,maja,2
3,11,mana,1
3,11,mata,1
3,11,mawi,3
3,11,mixitiyowik?,13
3,11,molay,1
3,11,na,1
3,11,nab'e,4
3,11,naki,2
3,11,oponik,1
3,11,pa,6
3,11,patan,2
3,11,patan?,1
3,11,poy,1
3,11,puch,1
3,11,puj,3
3,11,puj?,1
3,11,q'ala,11
3,11,q'ana,2
3,11,q'ana?,1
3,11,q'eqa,2
3,11,qatem,1
3,11,qiti'ik,1
3,11,qitzij,1
3,11,raxa,1
3,11,re,8
3,11,re:,1
3,11,re?,1
3,11,rech,2
3,11,ri,9
3,11,ri',1
3,11,ri'-,1
3,11,ri';,1
3,11,rij,2
3,11,rismal,1
3,11,rixk'aq-,1
3,11,rixk'aq?,1
3,11,ro',1
3,11,ronojel,2
3,11,rox,2
3,11,roxlajuj,1
3,11,rumal,2
3,11,saqi,1
3,11,siwan,1
3,11,ta,31
3,11,ta'o,1
3,11,taqal,1
3,11,taqchi'nel,1
3,11,tat,1
3,11,tem,1
3,11,tem!,1
3,11,tz'ikin,2
3,11,ub'elej,1
3,11,ub'i',5
3,11,ub'i';,1
3,11,ub'ik,1
3,11,ub'ik:,1
3,11,ub'ixik,2
3,11,uch'ek,1
3,11,ujulaj,1
3,11,ukab',1
3,11,ukab'lajuj,1
3,11,ukaj,1
3,11,ukajlajuj,1
3,11,ukik'el,1
3,11,ulajuj,1
3,11,upam,1
3,11,uwach,3
3,11,uwajxaq,1
3,11,uwaqaq,1
3,11,wech,1
3,11,wi,8
3,11,wi;,1
3,11,winaq,1
3,11,wub',2
3,11,wuq,1
3,11,wuqub',3
3,11,xa,6
3,11,xajawax,1
3,11,xalq'at,1
3,11,xan,4
3,11,xapoy,1
3,11,xb'alanke,2
3,11,xb'e,1
3,11,xch'awik,2
3,11,xcha',33
3,11,xe',1
3,11,xe'el,1
3,11,xe'ik'ow,4
3,11,xe'opon,1
3,11,xe'oponik,1
3,11,xe'ucha'xik,1
3,11,xe'uchax,1
3,11,xeb'e,1
3,11,xeb'ek,1
3,11,xech'akatajik,1
3,11,xecha',3
3,11,xeq'ala'inik:,1
3,11,xeqaj,2
3,11,xerajoq,1
3,11,xetiy,1
3,11,xetiyowik,1
3,11,xib'alb'a,2
3,11,xib'alb'a:,2
3,11,xik',1
3,11,xikiripat,2
3,11,xk'is,1
3,11,xkaj:,1
3,11,xkanaj,1
3,11,xketa'm,1
3,11,xkib'ij,3
3,11,xkik'ut,1
3,11,xkisach,2
3,11,xkitaq,2
3,11,xkitiyo,1
3,11,xkiyikow,1
3,11,xok,1
3,11,xtiy,8
3,11,xtiyik,2
3,11,xucha'xik,1
3,11,xumich',1
3,11,xutiy,2
3,11,xutiyo,1
3,11,ya',1
3,11,ya';,1
3,12,(ch'uti),1
3,12,-a,1
3,12,-apa,2
3,12,-aqaroq!,1
3,12,-are,2
3,12,-chak'aqa,1
3,12,-chay,1
3,12,-chopon,1
3,12,-je,3
3,12,-ju,1
3,12,-jucha'lik?,1
3,12,-junajpu:,1
3,12,-jupa,1
3,12,-jusuk',1
3,12,-k'a,1
3,12,-katk'oje,1
3,12,-kaxaqi,1
3,12,-kepetoq!,1
3,12,-kilitz'!,1
3,12,-kixpetoq!,1
3,12,-la,1
3,12,-ma,7
3,12,-maja,1
3,12,-mawi,1
3,12,-mi,1
3,12,-mixeqach'ako!,1
3,12,-mixqach'akoyan,1
3,12,-naki,9
3,12,-oj,1
3,12,-pujuyu!,1
3,12,-qitzij,1
3,12,-saqarik,1
3,12,-utz,13
3,12,-utz!,1
3,12,-wa'e,1
3,12,-we!,1
3,12,-xa,2
3,12,-xcha,1
3,12,-xcha',1
3,12,-xpurpuweq!,1
3,12,ab'aj,1
3,12,achinaq,1
3,12,ajaw,4
3,12,ajaw-,1
3,12,ajawab',1
3,12,ajawab'-,1
3,12,ajawab':,2
3,12,ajilan,1
3,12,ajna'oj,1
3,12,ama!,1
3,12,ana,1
3,12,apa,3
3,12,aq,1
3,12,aq'ab',5
3,12,aq'ab'-,1
3,12,aq'ab'il,1
3,12,are,25
3,12,at,1
3,12,atan,1
3,12,awib',1
3,12,awuk',1
3,12,b'a,19
3,12,b'alam,3
3,12,b'alami,2
3,12,b'anoj,1
3,12,b'aq,2
3,12,b'aqitila,1
3,12,b'ate,1
3,12,b'i,7
3,12,b'i!,1
3,12,b'ij,1
3,12,b'olol,1
3,12,ch'akatajik,1
3,12,ch'aq'ab',1
3,12,ch'eken,1
3,12,ch'uti,1
3,12,cha,8
3,12,cha',2
3,12,cha'?,1
3,12,chaaj,4
3,12,chaajik,1
3,12,chaajik:,1
3,12,chajal,6
3,12,chajalib',1
3,12,chakal,1
3,12,chanim,1
3,12,chaq'ab',2
3,12,chayim,2
3,12,che',3
3,12,chi,90
3,12,chi',4
3,12,chib'e'ik'ama'?,1
3,12,chib'ij,1
3,12,chik,20
3,12,chik'am,1
3,12,chik-,2
3,12,chik;,1
3,12,chikik'am,1
3,12,chikoj,1
3,12,chikop,8
3,12,chikop-,1
3,12,chikosos,1
3,12,chila',1
3,12,chiqach'ako?,1
3,12,chiqakoj,2
3,12,chiri',11
3,12,chisilab'ik,1
3,12,chisilob'ik,1
3,12,chitz'ininik,1
3,12,chiwaraj,1
3,12,chiwila,1
3,12,chiya',1
3,12,chiyekow,1
3,12,chopon,1
3,12,choq'ik,2
3,12,chu,1
3,12,chuchax,1
3,12,chuchi',1
3,12,chulkimolob'a,1
3,12,chulkiya',1
3,12,chupan,1
3,12,chuq'ab',1
3,12,chutza'm,1
3,12,chutzinik,1
3,12,chuwa,1
3,12,chuwach,2
3,12,chuwi,6
3,12,chuwi',2
3,12,chuxe',1
3,12,chuxik-,1
3,12,chäj,4
3,12,e,8
3,12,eleq'axik,2
3,12,eleq'axik?,1
3,12,eleq'ay,1
3,12,eray,1
3,12,ik'ama',1
3,12,in,2
3,12,isamajel?,1
3,12,iwe,1
3,12,iwech,1
3,12,iwech-,1
3,12,iwecha',1
3,12,iwecha'-,1
3,12,iwonojel,1
