parte,capit,term_str,n
3,12,ix,4
3,12,ja,16
3,12,jalajoj,1
3,12,jalan,2
3,12,jalwachib'al,1
3,12,janik',1
3,12,janik'an,1
3,12,je,1
3,12,jeb'el,1
3,12,jereb'aq,2
3,12,jolom,3
3,12,jom,5
3,12,jom:,1
3,12,ju,3
3,12,juch'il!-,1
3,12,jujun,1
3,12,jujunal?,1
3,12,jun,21
3,12,junajpu,15
3,12,junajpu:,1
3,12,junajpu?,1
3,12,junam,3
3,12,jupa,1
3,12,juraqan,1
3,12,jusu,4
3,12,jusuk',1
3,12,k'a,3
3,12,k'ajolab',19
3,12,k'ajolab'!,1
3,12,k'ajolab'-,3
3,12,k'ajolab';,1
3,12,k'amol,3
3,12,k'aslik,1
3,12,k'ate,25
3,12,k'axkol,1
3,12,k'eje,11
3,12,k'i,9
3,12,k'o,9
3,12,k'olan,1
3,12,k'oxk'otik,1
3,12,k'u,46
3,12,k'ut,64
3,12,k'ut:,1
3,12,ka,1
3,12,ka'ib',1
3,12,kab'eq'atowa,2
3,12,kab'olowik,1
3,12,kacha',4
3,12,kaj,5
3,12,kajawaxik,1
3,12,kajib',2
3,12,kajkaj,1
3,12,kajmul,1
3,12,kak'ix,1
3,12,kak'uxuxik-,1
3,12,kakaqaj,1
3,12,kakib'ano,1
3,12,kakina,1
3,12,kakina'o,1
3,12,kakirixik,1
3,12,kakitz'onoj,1
3,12,kamasotz',3
3,12,kame,9
3,12,kame:,2
3,12,kamik,1
3,12,kanajoq,1
3,12,kanoq,1
3,12,kapetik,1
3,12,kaq,1
3,12,kaq'atat,1
3,12,kaq'axow,1
3,12,kaqa,1
3,12,kaqaj,1
3,12,kaqakojo,1
3,12,kaqtarin,1
3,12,kaqux,2
3,12,karaj,2
3,12,kasach,1
3,12,kasik'ow,1
3,12,kasik'owik,1
3,12,katchaajik?,1
3,12,katelik,1
3,12,katilowik,1
3,12,katk'oje,1
3,12,katukuwik,1
3,12,kawilo?,1
3,12,kaxaqin,1
3,12,ke,9
3,12,ke'ik'ow,1
3,12,ke'ucha'xik,1
3,12,ke'uxik?,1
3,12,keb'echakala,1
3,12,keb'etzukun,1
3,12,keb'ujujik:,1
3,12,kech'aninik,1
3,12,kecha',3
3,12,kecha':,1
3,12,kechaajik,1
3,12,kejuminik,1
3,12,kekamik,1
3,12,kekikot,3
3,12,kepaq'aq'ik,1
3,12,kesilob'ik,1
3,12,ki',1
3,12,kib',6
3,12,kib':,1
3,12,kib'anoj,1
3,12,kib'aqil,1
3,12,kib'il,1
3,12,kib'ix:,1
3,12,kich'ab'ej,1
3,12,kich'akatajik,3
3,12,kich'akon,1
3,12,kich'akon:,1
3,12,kicha,2
3,12,kichaaj,1
3,12,kichaje!,1
3,12,kichajem:,1
3,12,kichajin,1
3,12,kichi',5
3,12,kichuq'ab',1
3,12,kichäj,1
3,12,kije',1
3,12,kik',9
3,12,kik'!,1
3,12,kik'oje'ik!,1
3,12,kik'olem,1
3,12,kik'ut-,1
3,12,kik'ux,8
3,12,kikab'ichal,3
3,12,kikamisab'al;,1
3,12,kikik',1
3,12,kikotz'i'j,1
3,12,kilitz'!,1
3,12,kina'oj,1
3,12,kinb'anowik-,2
3,12,kipixab'aj,1
3,12,kiraquj,2
3,12,kisik',1
3,12,kitik'ela',1
3,12,kitojb'al,1
3,12,kitza'm,1
3,12,kitzij,1
3,12,kiwach,10
3,12,kiwaj,1
3,12,kixb'ek,1
3,12,kixik',1
3,12,kixixpe,1
3,12,kixnutaq,1
3,12,kixojoq,1
3,12,kixpetoq,1
3,12,kiya',1
3,12,kiya'n,1
3,12,kojb'ek!,1
3,12,kojcha',1
3,12,kojchaaj,1
3,12,kojchaajik-,1
3,12,kojitiyo!,1
3,12,konojel,7
3,12,konojel:,1
3,12,kotz'i'j,10
3,12,kotz'i'j-,1
3,12,kotz'i'j:,1
3,12,kotz'i'j?,1
3,12,kotz'ijal?,1
3,12,kub'ulkutij,1
3,12,kuk',2
3,12,kuk'a'm,1
3,12,kumal,5
3,12,kumal?,1
3,12,kus,1
3,12,kutzinaq,1
3,12,la,8
3,12,la!,8
3,12,la'-,1
3,12,la-,1
3,12,la?,1
3,12,lab'a,1
3,12,lib'aj,2
3,12,lo,2
3,12,lo!,1
3,12,loq,3
3,12,ma,13
3,12,maja,5
3,12,mama',2
3,12,mana,1
3,12,mata,1
3,12,mawi,12
3,12,mayb'al;,1
3,12,mi,1
3,12,mi'eroq,1
3,12,mixab'ano?-,1
3,12,mixb'ek,1
3,12,mixekamik?,1
3,12,mixeqach'ako,1
3,12,mixeqach'ako-,1
3,12,mixib'ano,1
3,12,mixiya',1
3,12,mixiya'o!,1
3,12,mixkiya',1
3,12,mixqab'ano,1
3,12,mixqariqo!,1
3,12,mixqaya',1
3,12,mixqilo?,1
3,12,mixsaqirik?,1
3,12,mixutij,1
3,12,miya',1
3,12,muchij,1
3,12,muchit,2
3,12,mukum,1
3,12,na,7
3,12,na!-,1
3,12,nab',1
3,12,nab'e,3
3,12,naki,3
3,12,nay,1
3,12,nima,3
3,12,nima'q,1
3,12,nima'q-,1
3,12,ochaajoq,1
3,12,oj,1
3,12,on,2
3,12,oqotal,1
3,12,pa,25
3,12,pix,2
3,12,pix-,1
3,12,pu,4
3,12,puch,5
3,12,puch-,1
3,12,pujuyu,1
3,12,pujuyu!,1
3,12,puk'ab'in,1
3,12,purpuweq:,1
3,12,q'ana,1
3,12,q'aq',3
3,12,q'aq'a,1
3,12,q'equm,1
3,12,q'equma,1
3,12,q'equmar,1
3,12,q'oq',4
3,12,q'umar,1
3,12,qab'e,1
3,12,qach'aka,1
3,12,qach'akom,1
3,12,qach'akon,1
3,12,qach'akon-,1
3,12,qachaaj,1
3,12,qaje'-,1
3,12,qak'ux,1
3,12,qakik'-,1
3,12,qakotz'i'j,3
3,12,qakotz'i'j!,1
3,12,qawach,1
3,12,qawilo-,1
3,12,qe,2
3,12,qe-,2
3,12,qech!,1
3,12,qeta'm-,1
3,12,qib',1
3,12,qitzij,4
3,12,qupul,1
3,12,raj,1
3,12,rajawal,3
3,12,raqab'al,1
3,12,rax,1
3,12,re,10
3,12,re?,1
3,12,rech,2
3,12,ri,84
3,12,ri',2
3,12,ri':,1
3,12,rib',1
3,12,rij,1
3,12,ril,1
3,12,rochoch,2
3,12,ronojel,7
3,12,ruk',2
3,12,rumal,20
3,12,rutz,1
3,12,samajel,2
3,12,sanik,4
3,12,saqarik,1
3,12,saqb'oqom,1
3,12,saqb'u,1
3,12,saqi,2
3,12,saqiram,1
3,12,saqirik,1
3,12,sik',4
3,12,sik'in,1
3,12,sis,1
3,12,sis;,1
3,12,sotz',2
3,12,sotz';,1
3,12,sotz'i,1
3,12,sotz'in,1
3,12,sqaqi'n,1
3,12,ta,67
3,12,taj,5
3,12,taj!,1
3,12,tanenik,1
3,12,taq,3
3,12,taqal,2
3,12,taqol,1
3,12,taqonel:,1
3,12,tew,5
3,12,tijob'al,1
3,12,tik'itoj,1
3,12,tiko'n;,1
3,12,tikon,2
3,12,tiq'ab',4
3,12,toq',1
3,12,toq'ob',1
3,12,tz'alik,1
3,12,tza'm,1
3,12,tzatz,4
3,12,tzel,4
3,12,tzimaj,1
3,12,ub'aq,1
3,12,ub'ate,1
3,12,ub'i',1
3,12,uch'uq,1
3,12,uje',1
3,12,ujolom,9
3,12,uk'oje'ik,1
3,12,uk'utb'al,1
3,12,uk'ux,1
3,12,ukab',1
3,12,ukexwach,1
3,12,ula,1
3,12,ula',1
3,12,ulew,2
3,12,uloq,8
3,12,umul,4
3,12,umul:,1
3,12,unimal,1
3,12,upam,8
3,12,uq'oq',1
3,12,usamajel,1
3,12,usaqilal,1
3,12,usaqirik,2
3,12,utaqal,1
3,12,utijob'al,1
3,12,utikarik,1
3,12,utikom,1
3,12,utikon,1
3,12,utukel,2
3,12,utyojil,1
3,12,utz,7
3,12,utz!,1
3,12,utz?,1
3,12,utzij,1
3,12,utzinik,1
3,12,uwach,5
3,12,uwach;,1
3,12,uxamb'e,1
3,12,uxe',2
3,12,wa,3
3,12,wa'e,2
3,12,wakamik,2
3,12,waranel,3
3,12,wi,26
3,12,wi?,3
3,12,wila,1
3,12,winaq,1
3,12,winaqil?,1
3,12,wub',3
3,12,wuch',2
3,12,wuqub',5
3,12,xa,30
3,12,xajawax,2
3,12,xaqi,1
3,12,xaqin,1
3,12,xaqinik,1
3,12,xare,5
3,12,xawi,17
3,12,xb'alanke,11
3,12,xb'alanke:,2
3,12,xb'an,1
3,12,xb'e,3
3,12,xb'e'uk'ama',2
3,12,xb'e'uk'ama';,3
3,12,xb'ek'ola,1
3,12,xb'ek;,1
3,12,xb'ekik'ub'a',1
3,12,xb'eya'oq,2
3,12,xch'awik,1
3,12,xcha',12
3,12,xchib'ekik'ama',1
3,12,xe'alanik?,1
3,12,xe'el,1
3,12,xe'ok,7
3,12,xe'opon,1
3,12,xe'uch'axik,1
3,12,xe'ucha'xik,2
3,12,xe'uchax,3
3,12,xe'ul,1
3,12,xe'ulje,1
3,12,xe'utzinik!,1
3,12,xeb'e,3
3,12,xeb'ek,2
3,12,xech'akataj,3
3,12,xech'akatajik,1
3,12,xech'akatajik:,1
3,12,xecha',37
3,12,xek'ajolanik,1
3,12,xek'atak'ox,1
3,12,xek'atik,1
3,12,xek'isb'e,1
3,12,xek'oje,2
3,12,xekam,3
3,12,xekamik,2
3,12,xekamik!,1
3,12,xekel,1
3,12,xekoj,1
3,12,xel,2
3,12,xelik,1
3,12,xepe,2
3,12,xepixab'an,3
3,12,xere,7
3,12,xesaqk'aje,1
3,12,xesik'in,1
3,12,xesilab',1
3,12,xetaqon,1
3,12,xetiyik,1
3,12,xetzaqow,1
3,12,xetzonox,1
3,12,xewar,1
3,12,xib'alb'a,32
3,12,xib'alb'a:,2
3,12,xib'alb'a;,1
3,12,xik'ow,1
3,12,xjix,1
3,12,xk'aqataj,1
3,12,xk'is,1
3,12,xk'otox,1
3,12,xkaj,1
3,12,xkam,1
3,12,xkelej,2
3,12,xkib'an,2
3,12,xkib'ano,1
3,12,xkib'ij,1
3,12,xkichap,1
3,12,xkichoy,1
3,12,xkik'am,1
3,12,xkik'amixtaj,2
3,12,xkikojo,1
3,12,xkil,1
3,12,xkilo,1
3,12,xkimayjaj,1
3,12,xkina',1
3,12,xkipixab'aj:,1
3,12,xkipuk'ij,1
3,12,xkisik'ij,1
3,12,xkitaq,2
3,12,xkitik'ib'a,1
3,12,xkitzij,2
3,12,xkiya',2
3,12,xnoj,1
3,12,xojb'e'itaqa?,1
3,12,xojpe,1
3,12,xok,2
3,12,xokik;,1
3,12,xoponik,2
3,12,xpe,3
3,12,xpixab'axik,1
3,12,xpurpuweq!,1
3,12,xqaj,5
3,12,xqana'o,1
3,12,xqupix,1
3,12,xquyu,1
3,12,xsach,1
3,12,xsaqirik,5
3,12,xtane,1
3,12,xtikixtaj,1
3,12,xtzaj,1
3,12,xtzaq,1
3,12,xuchax,4
3,12,xuk'ix,1
3,12,xuk'ul,1
3,12,xul,1
3,12,xulk'o,1
3,12,xuluk'u,1
3,12,xupixab'aj,1
3,12,xutaq,1
3,12,xutik'ib'a,1
3,12,xutz'onoj,1
3,12,xutzinik,1
3,12,xuxic;,1
3,12,xuxik,1
3,12,xwachinik,1
3,12,xxb'alanke,1
3,12,yan,1
3,12,yekuj,1
3,12,yokowik,1
3,12,zsanik,1
3,12,zsanik:,2
3,13,-apa,1
3,13,-are,1
3,13,-chikamisaj,1
3,13,-chiporoj,1
3,13,-chipusu',2
3,13,-chultakib'ana',1
3,13,-katwalijoq!,1
3,13,-kepetoq!,1
3,13,-ma,4
3,13,-mawi,1
3,13,-mixeqachako!,1
3,13,-mixib'ij,1
3,13,-naki,1
3,13,-qach'opij,1
3,13,-utz,4
3,13,-we,1
3,13,-we!,1
3,13,-web'a,1
3,13,-xa,1
3,13,-xawi,1
3,13,-xax,1
3,13,ab'aj,2
3,13,ab'aj;,1
3,13,achb'ilay,1
3,13,ajaw,6
3,13,ajaw!,1
3,13,ajaw:,1
3,13,ajaw;,1
3,13,ajawab',12
3,13,ajawab'?,1
3,13,ajawal,1
3,13,anim,1
3,13,apanoq,1
3,13,aponoq,1
3,13,aq'anoq,1
3,13,are,13
3,13,at,2
3,13,atan,2
3,13,atz'yaq,1
3,13,atziyaq,3
3,13,b'a,12
3,13,b'enam,1
3,13,ch'akb'al,1
3,13,ch'itik,1
3,13,ch'uti,1
3,13,cha'om,1
3,13,che'?,1
3,13,chi,63
3,13,chi',5
3,13,chib'an,1
3,13,chib'ana',1
3,13,chib'anan,1
3,13,chib'e,1
3,13,chib'etakila,1
3,13,chijok,1
3,13,chik,13
3,13,chik'astaj,2
3,13,chik'atik,1
3,13,chik'utunizaj,1
3,13,chik:,1
3,13,chika'yik,1
3,13,chikam,1
3,13,chikamik!,1
3,13,chike'ik,1
3,13,chike'x,1
3,13,chike;,1
3,13,chikikamisaj,1
3,13,chikiluq',1
3,13,chikipach,1
3,13,chikipus,1
3,13,chikixulela,1
3,13,chikop,2
3,13,chimachka'ij,1
3,13,chimayo,1
3,13,china,1
3,13,chiporoj,1
3,13,chipusu',1
3,13,chiqab'ij,1
3,13,chiqaj!,1
3,13,chiqatix,2
3,13,chiqaxekeb'a,1
3,13,chiqaya',1
3,13,chiqaya'o!,1
3,13,chiqil,1
3,13,chiri',2
3,13,chitix,1
3,13,chiwaj?,1
3,13,chiwil,1
3,13,chiwila,1
3,13,chiwinaqir,1
3,13,chixaj,1
3,13,choj,2
3,13,chojib'al,1
3,13,chojim,2
3,13,chok,1
3,13,chuchi',1
3,13,chusaqb'isala',1
3,13,chutikoq,1
3,13,chuwach,2
3,13,chuwi,3
3,13,chuxe',1
3,13,cxelejeb'ex,1
3,13,e,9
3,13,eta'manel,1
3,13,etz'anem:,1
3,13,ib'oy,2
3,13,ilol,1
3,13,ina'oj,1
3,13,itzel,1
3,13,iwajil,1
3,13,iwajil!,1
3,13,iweta'm,1
3,13,iwib',1
3,13,iwib'!,2
3,13,iwumal!,1
3,13,ix,7
3,13,ixajoj!,1
3,13,ja,2
3,13,ja',3
3,13,ja'?,1
3,13,ja?,1
3,13,jal;,1
3,13,jalan,1
3,13,jeb'elik,1
3,13,jujunal,2
3,13,jun,12
3,13,junajpu,3
3,13,jupujuj,1
3,13,jusu,2
3,13,juyub',1
3,13,juyub'-,1
3,13,k'a,2
3,13,k'ajim,1
3,13,k'ajolab',3
3,13,k'ajolab'-,1
3,13,k'amol,1
3,13,k'astaj,1
3,13,k'ate,9
3,13,k'ax,1
3,13,k'axk'ol,1
3,13,k'eje,9
3,13,k'i,2
3,13,k'o,2
3,13,k'u,24
3,13,k'ut,45
3,13,k'wa',1
3,13,k'ya,2
3,13,ka'ib',4
3,13,ka'y,1
3,13,kab'an,1
3,13,kacha',1
3,13,kaj,1
3,13,kakib'ano!,1
3,13,kakik'astaj,1
3,13,kakikot,1
3,13,kakina'o,1
3,13,kakinuk',1
3,13,kamaq',1
3,13,kame,9
3,13,kame:,1
3,13,kaminaqil,1
3,13,kamisab'al,1
3,13,kan,1
3,13,kaq,1
3,13,kaqaj,2
3,13,kaqaj!,1
3,13,kaqaxib'ij,1
3,13,kar,1
3,13,kaxajowilab'ik:,1
3,13,kayel,1
3,13,ke,5
3,13,ke-,1
3,13,ke:,2
3,13,ke;,1
3,13,keb'anowik,1
3,13,kech,1
3,13,kecha,1
3,13,kecha',3
3,13,kek'utunoq,1
3,13,kekamik!,1
3,13,kekikot,2
3,13,kekikotik,2
3,13,kemochochik,1
3,13,kepetoq,1
3,13,keq'ab'ar,1
3,13,keqaka'yij,1
3,13,keqamayjaj,1
3,13,kexajowik,2
3,13,ki,1
3,13,kib',7
3,13,kib'!,1
3,13,kib':,1
3,13,kib'ano,1
3,13,kib'aqil,5
3,13,kib'i',1
3,13,kib'ix,1
3,13,kichuch,1
3,13,kij,1
3,13,kijuyub'al,1
3,13,kik'ux,1
3,13,kika'y,1
3,13,kikab'ichal,2
3,13,kikamik,3
3,13,kikot,2
3,13,kina'oj,1
3,13,kinab'al,2
3,13,kiq'ab',1
3,13,kiq'u,1
3,13,kiqajaw:,1
3,13,kisamajel,1
3,13,kitaqik,1
3,13,kitijob'al,1
3,13,kitzij,2
3,13,kitzijoxik,1
3,13,kiwach,10
3,13,kiwach!-,1
3,13,kiwach-,1
3,13,kiwachib'al,1
3,13,kixajoj,2
3,13,kixajowik,1
3,13,kixb'etaqoq,1
3,13,kixcha',4
3,13,kixpe,1
3,13,kixpusu',1
3,13,kixqachojij-,1
3,13,kixuchax,1
3,13,kixulq'ab',1
3,13,kixultz'onob'exoq,1
3,13,kixxajowoq:,1
3,13,kiyuyub',1
3,13,kojb'e,1
3,13,kojimich',1
3,13,kojk'atoq,1
3,13,kojk'ixb'ik,1
3,13,kojka'y,1
3,13,kojkamik,1
3,13,kojok,1
3,13,kojtz'onoxik,1
3,13,kojxob'ik,1
3,13,konojel,2
3,13,kuk',4
3,13,kumal,6
3,13,kumal:,1
3,13,kurayij,1
3,13,kus,1
3,13,kus?,1
3,13,kux,2
3,13,la,6
3,13,la!,2
3,13,lib'aj,5
3,13,lo,1
3,13,ma,12
3,13,mana,2
3,13,mawi,10
3,13,mayjab'al,1
3,13,meb'a,2
3,13,meb'a;,1
3,13,meb'a?,2
3,13,mixekuchu,1
3,13,mixojch'akatajik,1
3,13,mixojkamik,1
3,13,mixqab'ij,1
3,13,mixqasach,1
3,13,mixxob'ik!,1
3,13,mul,2
3,13,na,4
3,13,na!,1
3,13,nab'e,2
3,13,naj,1
3,13,naj;,1
3,13,naki,4
3,13,nay,2
3,13,nik'wachinel,1
3,13,nim,3
3,13,nima,2
3,13,nima'q,2
3,13,nutz'i'!,1
3,13,oj,2
3,13,on,1
3,13,pa,5
3,13,pakam,3
3,13,pu,5
3,13,puch,5
3,13,puch!,1
3,13,pujuy,2
3,13,pulinaq,1
3,13,pune,1
3,13,qachmeb'a?,1
3,13,qachuch,1
3,13,qaj,1
3,13,qajujunal,1
3,13,qak'ux,2
3,13,qak'ux:,1
3,13,qaka'y,2
3,13,qakamik,3
3,13,qaki,1
3,13,qapixab',1
3,13,qaqajaw,1
3,13,qawach,2
3,13,qaxajoj,1
3,13,qaxik'aj,1
3,13,qe,2
3,13,qeta'm,1
3,13,qeta'on,1
3,13,qi,1
3,13,qib'-,1
3,13,qitzij,10
3,13,quk',1
3,13,ra'il,3
3,13,rajawal,2
3,13,raqan,4
3,13,rayij,1
3,13,re,3
3,13,rech,1
3,13,retal,1
3,13,ri,35
3,13,ril,1
3,13,rob'ix,1
3,13,rochoch,2
3,13,ronojel,10
3,13,roponik,1
3,13,roxmul:,1
3,13,ruk',1
3,13,rumal,12
3,13,rutzil,1
3,13,sachik,1
3,13,samajel,3
3,13,samajel-,1
3,13,siwan?,1
3,13,ta,39
3,13,taj,4
3,13,taq,2
3,13,taqal,2
3,13,taqol,1
3,13,tiyonel,1
3,13,tz'alik,1
3,13,tz'i',2
3,13,tzatz,1
3,13,ub'aq,1
3,13,ub'ik,1
3,13,uje',1
3,13,ujolom,1
3,13,uk'ux,3
3,13,uloq,1
3,13,uma,1
3,13,uq'ab';,1
3,13,usamajel,1
3,13,utijob'al,1
3,13,utz,5
3,13,utz?,1
3,13,utzijel,1
3,13,uwach,9
3,13,uxe'najik,1
3,13,wa,2
3,13,wa',1
3,13,wa'e,2
3,13,wa:,1
3,13,we,6
3,13,we-,1
3,13,we?,1
3,13,wi,10
3,13,wi:,1
3,13,wi?,1
3,13,winaq,5
3,13,winaq!,1
3,13,wochoch,1
3,13,wochoch!,1
3,13,wuqub',4
3,13,xa,17
3,13,xajoj,2
3,13,xajol,1
3,13,xajol?,1
3,13,xaq,1
3,13,xare,1
3,13,xawi,7
3,13,xb'alanke,5
3,13,xb'an,1
3,13,xb'e,1
3,13,xb'etixoq,1
3,13,xb'ochi,1
3,13,xch'eqe,1
3,13,xcha',5
3,13,xcha'o,1
3,13,xchikuchaj,1
3,13,xchiqab'an,1
3,13,xchiqab'ij,1
3,13,xchiqab'ij:,1
3,13,xchuweqa',1
3,13,xe'il,1
3,13,xe'ilik,1
3,13,xe'opon,3
3,13,xe'oponik,2
3,13,xe'ucha'xik,4
3,13,xe'uchax,4
3,13,xe'uxik,1
3,13,xeb'e,2
3,13,xeb'ek,3
3,13,xech'akatajik,1
3,13,xech'ijik,1
3,13,xecha',11
3,13,xechax,1
3,13,xek'atik,1
3,13,xek'utun,2
3,13,xekam,1
3,13,xekamik,1
3,13,xekamik-,1
3,13,xel,1
3,13,xepixab'aj,1
3,13,xepixab'ik,1
3,13,xepulik,1
3,13,xeq'ijin,1
3,13,xeqaj,1
3,13,xerajch'ij,1
3,13,xere,5
3,13,xetzukux,1
3,13,xewachinik,1
3,13,xib'alb'a,14
3,13,xikin,1
3,13,xil,1
3,13,xjok,1
3,13,xjunajpu,1
3,13,xk'astaj,6
3,13,xk'ole,1
3,13,xk'otix,1
3,13,xkanaj,1
3,13,xketamaj,1
3,13,xkib'an,3
3,13,xkib'ano,1
3,13,xkib'ano:,1
3,13,xkib'ij,1
3,13,xkichap,1
3,13,xkik'olob'a,1
3,13,xkik'ulawachij,1
3,13,xkikemelaj,1
3,13,xkikojo,1
3,13,xkimayjaj,3
3,13,xkipoq'oj,1
3,13,xkiporoj,2
3,13,xkipus,2
3,13,xkipusu',1
3,13,xkirip,1
3,13,xkita'o,1
3,13,xkita'o:,1
3,13,xkitaq,1
3,13,xkitikib'a,1
3,13,xkixaj,4
3,13,xkixajo,2
3,13,xkiya',1
3,13,xkutzinisaj,1
3,13,xoponik,1
3,13,xperepoxik,1
3,13,xpus,1
3,13,xqaj,1
3,13,xqeta'maj,1
3,13,xtz'onox,3
3,13,xtzul,1
3,13,xuchax,1
3,13,xul,2
3,13,xulu',3
3,13,xuxik,1
3,13,ya',2
3,14,-chib'ana',1
3,14,-chiri',1
3,14,-chita',1
3,14,-junal,1
3,14,-nab'e,1
3,14,-toq'ob',1
3,14,-toqob',1
3,14,-utz,2
3,14,-xa,1
3,14,aj,10
3,14,aj;,1
3,14,ajaw,2
3,14,ajaw:,1
3,14,ajawab',3
3,14,ajb'is,1
3,14,ajilan,1
3,14,ajlab'al,1
3,14,ajlatzab',1
3,14,ajmak,1
3,14,ajmoken,1
3,14,ajmox,1
3,14,ajmuqulik,1
3,14,ajtukur,1
3,14,ajtza,1
3,14,al,2
3,14,aq'am,1
3,14,are,17
3,14,as,1
3,14,b'a,3
3,14,b'eq,1
3,14,b'i,1
3,14,b'ichoq';,2
3,14,ch'ajom,1
3,14,ch'ata,1
3,14,ch'atam,2
3,14,chaaj,2
3,14,chaaj-,1
3,14,chapom,1
3,14,chel,1
3,14,chi,44
3,14,chib'ano!,1
3,14,chik,7
3,14,chila',2
3,14,chiri',1
3,14,chisachik,1
3,14,chita',1
3,14,chitzaqo,1
3,14,chiwe!,1
3,14,chixe'on,1
3,14,choj,1
3,14,chok,1
3,14,chu,1
3,14,chub'ik,1
3,14,chuch,1
3,14,chunik'ajal,1
3,14,chuwach,2
3,14,chuwi,2
3,14,chuxik,1
3,14,chuxik!,1
3,14,chuxoq!,1
3,14,e,11
3,14,ib'i',1
3,14,ik',1
3,14,ik'ajol-,1
3,14,ikamik,1
3,14,ikochib'al,1
3,14,il,1
3,14,iq'ij,1
3,14,iqajaw,1
3,14,isachik;,1
3,14,itzel,1
3,14,iwach,1
3,14,iwal,1
3,14,iwalaxik,1
3,14,iwe,2
3,14,iwe!,1
3,14,iwech,1
3,14,iwonojel,2
3,14,ix,4
3,14,ja,2
3,14,jolomax,1
3,14,jolomax!,1
3,14,jun,11
3,14,junajpu,6
3,14,junajpu:,1
3,14,jusu,1
3,14,jusuk',1
3,14,k'ajisab'al,1
3,14,k'ajol,2
3,14,k'ajolab',1
3,14,k'asam,3
3,14,k'astaj,1
3,14,k'ate,6
3,14,k'axk'ol,2
3,14,k'eje,8
3,14,k'i,1
3,14,k'im,1
3,14,k'o,1
3,14,k'olotajel,1
3,14,k'u,14
3,14,k'ut,27
3,14,k'ute,2
3,14,k'ux,1
3,14,kab'awil,1
3,14,kachakanik,1
3,14,kachb'il,1
3,14,kaj,3
3,14,kaj:,1
3,14,kajawarem,1
3,14,kal,1
3,14,kam?,1
3,14,kame,6
3,14,kame:,1
3,14,kaminaq,1
3,14,kamul,1
3,14,kanajoq,1
3,14,kanoq,2
3,14,kaqan,1
3,14,kasik'in,1
3,14,kati't,4
3,14,kati't:,1
3,14,ke,7
3,14,ke'ucha'xik,1
3,14,kech,1
3,14,kek'ulutajik,1
3,14,kekamoq,1
3,14,kelajik,1
3,14,kelik,1
3,14,kib',4
3,14,kib'i',2
3,14,kib'i'!,1
3,14,kib'ij,1
3,14,kich'akatajik,1
3,14,kijalwachib'al,1
3,14,kik',3
3,14,kik'ajol,1
3,14,kik'axk'ol,1
3,14,kik'ux,1
3,14,kikab'ichal,1
3,14,kikotirisaj,1
3,14,kinimal,1
3,14,kipixab'ik,1
3,14,kiq'ij,1
3,14,kiqajaw,6
3,14,kira'il,1
3,14,kisachik,1
3,14,kisik'ixik,1
3,14,kitik,1
3,14,kitzij,1
3,14,kiwach,6
3,14,kixajoj,1
3,14,kixok,1
3,14,kixq'ijiloxik,1
3,14,kixqamisaj,1
3,14,kixqasach,1
3,14,kixsik'ix,1
3,14,kixta'on,1
3,14,kojipusu'!,2
3,14,kokoch,1
3,14,konojel,4
3,14,koq'ik,2
3,14,kumal,1
3,14,la,1
3,14,la!,1
3,14,la;,1
3,14,lab'al,1
3,14,loq,1
3,14,ma,3
3,14,maja,1
3,14,mak,1
3,14,mana,4
3,14,mawi,9
3,14,mayjab'al,1
3,14,mixib'an,1
3,14,mixqakuyu,1
3,14,muqul,1
3,14,na,2
3,14,na;,1
3,14,nab'e,4
3,14,natab'al,1
3,14,nay,8
3,14,nik'aj,5
3,14,nim,4
3,14,nima,2
3,14,no'j,1
3,14,nuwach!,1
3,14,oj,4
3,14,ojer,2
3,14,ojer;,1
3,14,ojpak'ol,1
3,14,okoq,1
3,14,omuch,1
3,14,pa,5
3,14,pak'ol,1
3,14,pom,1
3,14,pu,13
3,14,puch,8
3,14,pusb'a,1
3,14,pusb'al,2
3,14,puwi',1
3,14,q'aq'al,1
3,14,q'eqa,1
3,14,q'ij,1
3,14,qab'i'!,1
3,14,qab'i:,1
3,14,qaqajaw,2
3,14,qaqajaw!,1
3,14,qatzij,1
3,14,qawach,1
3,14,qe,1
3,14,qe!,1
3,14,qitzij,2
3,14,ra'il,1
3,14,rajawal,3
3,14,ral,2
3,14,rax,1
3,14,re,4
3,14,rech,2
3,14,ri,32
3,14,ri',1
3,14,rib',2
3,14,ronojel,5
3,14,ronojel;,1
3,14,ruk',1
3,14,rumal,8
3,14,sanik,1
3,14,saq,1
3,14,saqil,4
3,14,saqil;,1
3,14,sipakna,1
3,14,siwan,2
3,14,sqaqi'n,1
3,14,ta,19
3,14,taj,2
3,14,taqchinel,1
3,14,tikarinaq,1
3,14,tolob',1
3,14,tub'ul,1
3,14,tukulij,1
3,14,tza,1
3,14,ub'aq,1
3,14,ub'i,2
3,14,ub'i',5
3,14,uch'umilal,1
3,14,uchi',2
3,14,ujolom,1
3,14,ujunal,1
3,14,uk'ajol,1
3,14,uk'ux,4
3,14,ula',1
3,14,ulew,3
3,14,ulew;,1
3,14,uloq,1
3,14,umak,1
3,14,umalinik,1
3,14,umayixik,1
3,14,unatab'al,1
3,14,upa,1
3,14,upam,1
3,14,urayinik,1
3,14,usachik,1
3,14,utux,4
3,14,utza'm,1
3,14,uwach,5
3,14,uwiqik,1
3,14,wa,1
3,14,wa':,1
3,14,wa'e,1
3,14,wach,2
3,14,waral,1
