chap_num,G,E,H,A,C,F,D,B
72,0.05996366914764389,0.0685660180802428,0.31489247145912613,0.05279170959282416,0.041005366539865466,0.020735472822430004,0.0576552701280841,0.05713907932659403
73,0.06975690991860285,0.09515358142694513,0.27013562934840346,0.04779746881589526,0.06382550439527543,0.06611230131735223,0.08385423934295212,0.08900479047621028
74,0.07531757176949526,0.05992995638647698,0.16061626511876909,0.05479206082960207,0.049087088643576735,0.04729358304759037,0.05047711162896329,0.06635931741415904
75,0.0783770897326894,0.046940653181880426,0.12357871495215035,0.05226660471957396,0.05267269207986266,0.04971688714725688,0.04870184550601005,0.0665339935724448
76,0.07659785318645339,0.055395290269813345,0.15593694653807375,0.07418680839356405,0.055037752928370105,0.06275239025937263,0.04953854233622378,0.07301236863062739
77,0.07130058365839444,0.03222924063408195,0.18555836635658718,0.0731329803466033,0.03992894122271474,0.051562507705310116,0.042852671919780407,0.061410905222259136
78,0.09065263729979056,0.04806394308126437,0.14533617122989598,0.07060732412292048,0.04582446952996171,0.04801035842932694,0.047299695775573976,0.07173303523039001
79,0.07699902884231809,0.048693645196880006,0.12798679933998558,0.07558035100002741,0.046141038589480377,0.052250885451388236,0.04639706458999442,0.052872469489527577
80,0.1111911692910124,0.05120936618386998,0.11152865885529459,0.04002573700622553,0.03641058044737654,0.029421275455470366,0.03250097481651744,0.07431822633706636
81,0.08237847323001998,0.03566801374654524,0.15188352404136193,0.05410586951355008,0.029228879152283033,0.02101133982971381,0.03421458162427924,0.06824804605144558
82,0.07690718245975947,0.06334837628834313,0.2709479600441911,0.05896018385271122,0.03400468994034305,0.06651037446289286,0.06409264937865777,0.0537585180971966
83,0.06155242857468068,0.03148517458363558,0.16633887693722232,0.04594873762361353,0.036334422793730344,0.0268588413869628,0.03686951463643695,0.045208081808320325
84,0.07007775829482638,0.08614958770737254,0.26853468940006825,0.044083233963120166,0.05013851389437813,0.07437506197447251,0.07655040777631256,0.04504268087672264
85,0.10966494954679283,0.05100695085170795,0.20237183650853396,0.08307625691449559,0.07063160884211012,0.03710842814033654,0.07287973122295859,0.07172626719367405
86,0.06978332605059791,0.08547997300367262,0.31198816667141244,0.06285394491727166,0.056619656522291166,0.0596520071563321,0.07889418589257755,0.05143729293936508
87,0.07997318831448263,0.0596043069025079,0.15575066454751885,0.06827663007300122,0.05976763456907567,0.053774657004776266,0.059402146588151135,0.07852797576748821
