chap_num,D,C,E,A,B
1,0.05662433613182144,0.054895042342417606,0.08212648852144597,0.13843582559777667,0.04573575673242371
2,0.0777453308360718,0.09152164806797146,0.07512884130422232,0.12440019617194628,0.06896715643383851
3,0.05481255140539451,0.05984128095555639,0.05740674122708001,0.12962221993925388,0.05657892958934787
4,0.05977766275531706,0.07816470606579357,0.039536639103914174,0.08725700405365786,0.0630533693473582
5,0.06628816796962189,0.07675927456094929,0.04129808607854501,0.11968410876360569,0.061468565965581916
6,0.06647711177433821,0.08207762786161696,0.06380832654004634,0.14260538519563284,0.05778180257873583
7,0.0737917791110329,0.07673689443979081,0.08316515856047671,0.14740435440221145,0.060837879402702875
8,0.07408246111174663,0.0883778629458256,0.05684502743819466,0.11703890823854764,0.06364710319874349
9,0.06253404243949054,0.06861222661215134,0.06429492390203764,0.10011577275567675,0.11846328995514403
10,0.0671090616085284,0.08306452969835817,0.057739396756392655,0.070792743907034,0.16265510364329408
11,0.049212474293317744,0.1055593394830864,0.04951834756284624,0.05220067473935479,0.14837975135516868
12,0.05737583591034389,0.10468760925315349,0.03999769822932286,0.05710961425243281,0.14608112514609103
13,0.05265829674065256,0.09725702480060362,0.036963461357981724,0.04463254758698512,0.13479901322003726
14,0.06594544003835019,0.10302612141081836,0.05440062208629503,0.06691010965568334,0.13620815193776745
15,0.0521793615780735,0.12078177394558906,0.05514767758669676,0.07616589385530716,0.11860419686847026
16,0.05864102859250273,0.12992033370197534,0.08153988438487969,0.06987008135424072,0.07722194053613346
17,0.046795236877075076,0.13195820185723045,0.05508428228665311,0.04045204804332963,0.06524472178503145
18,0.05836735596936563,0.14411039755717167,0.06292498989984381,0.04870033312126182,0.07158656861848833
19,0.05139403773950652,0.1224357405458754,0.06820859617339668,0.06367573796720347,0.08526903632925045
20,0.057705295253051285,0.13433152653122982,0.05201823769787042,0.05285869538835227,0.07600961234599742
21,0.05448587119769166,0.12615036487798933,0.04897336315963471,0.05038862223364671,0.08695651568930124
22,0.06723772089854516,0.1339173988404183,0.05438581511871906,0.06500966717587348,0.08443768014474487
23,0.06186394549068004,0.12348264015375113,0.058332681668488776,0.07764219346086755,0.06623453022351777
24,0.0657344492605186,0.12045783102176146,0.04915557534444155,0.055237871274964524,0.07778895076076629
25,0.05644004469564848,0.1255125609201257,0.048740186810741847,0.052454265486799774,0.06315011688410353
26,0.047898271522163596,0.13080128522267895,0.03846660074189803,0.03990906051800272,0.07452632101818697
27,0.0497715878028456,0.11861886250847833,0.03587819354497751,0.04306375851547913,0.0778304756377194
28,0.05864092972579578,0.15002403349595184,0.045659378728055526,0.05275729964900012,0.08716072858537047
29,0.06180822328497598,0.13115841531577452,0.048774628999371204,0.05439470834527516,0.07991490174897495
30,0.11426782663725901,0.13081626992719816,0.05679276180840002,0.06267413648576466,0.0626778345841877
31,0.08155272260674148,0.1385493457760692,0.06448260959134591,0.07155150970378432,0.07766060020542516
32,0.05789666898031157,0.12025323440769409,0.04928844469962271,0.052455112605239336,0.07538273616934961
