doc_id,cluster_label,cluster_letter
0,4,A
1,10,B
2,10,B
3,10,B
4,10,B
5,10,B
6,10,B
7,5,C
8,5,C
9,5,C
10,5,C
11,7,D
12,7,D
13,7,D
14,6,E
15,6,E
16,6,E
17,6,E
18,6,E
19,7,D
20,7,D
21,7,D
22,6,E
23,6,E
24,6,E
25,10,B
26,10,B
27,10,B
28,8,F
29,8,F
30,8,F
31,8,F
32,8,F
33,8,F
34,8,F
35,8,F
36,8,F
37,9,G
38,3,H
39,3,H
40,1,I
41,9,G
42,9,G
43,9,G
44,2,J
45,3,H
46,1,I
47,2,J
48,1,I
49,1,I
50,4,A
