term_str,n,gloss
holab,1,
holi,2,
holom,17,
holomax,4,
hom,11,
hona,2,
houol,1,
hoxbal,1,
hoxol,3,
hoxouic,1,
hu,20,
hubeleh,1,
hubic,1,
hucha,1,
huchalic,1,
huchob,1,
hucul,1,
hucutah,2,
huhun,38,
huhunal,12,
huhunchi,1,
huiub,13,
hul,17,
hulacha,1,
hulahuh,1,
hule,2,
huliznab,1,
huluhuh,1,
hum,1,
humah,10,
humahtzuum,1,
humeta,1,
hun,372,
huna,1,
hunacab,2,
hunahpu,37,
hunai,1,
hunal,1,
hunam,9,
hunamatah,1,
hunamatal,1,
hunelic,1,
hunhunahpu,11,
hunoc,2,
hunta,1,
huntac,1,
hupa,1,
hupacha,9,
hupah,1,
hupir,1,
hupuhuh,1,
hupulic,1,
hupuloc,1,
hupunic,1,
huqui,2,
huracan,17,
hurracan,1,
hurui,1,
huta,6,
hutac,7,
hutaquih,1,
hutic,1,
huticab,4,
huvi,2,
huvinac,6,
huvvc,5,
huyu,1,
huyub,86,
huyub;,1,
huyubal,5,
huzu,28,
huzuc,11,
huzucu,2,
i,18,
ia,2,
iab,1,
iac,1,
iacalibal,1,
iacatahinac,1,
iach,2,
iachvach,1,
iaclin,2,
ian,1,
iaol,1,
iaqui,1,
ib,1,
ibal,1,
ibare,1,
ibate,1,
ibi,3,
ibinibal,2,
ibinic,1,
iboy,1,
ibÿh,1,
ic,17,
icabauil,1,
icabavil,1,
icah,5,
icahau,4,
icam,1,
icama,3,
icamic,1,
icamovabal,1,
ichabal,1,
ichah,1,
ichaha,1,
ichuc,1,
ichuch,1,
icochibal,1,
icolbal,1,
icoquih,4,
icou,1,
icouen,1,
icouic,2,
icut,1,
ihuiubal,1,
iitz,1,
il,2,
ilbal,4,
ilo,1,
ilocab,20,
ilol,5,
in,33,
inaoh,2,
inqueche,1,
intabacanih,1,
inva,2,
inzamahel,1,
ioh,1,
iohol,1,
ipachcab,1,
ipam,1,
ipatan,1,
ipu,1,
iqahol,1,
iqohei,1,
iqoheic,2,
iqoquih,1,
iqui,32,
iquibalam,9,
iquil,1,
iqux,2,
iralahobizah,1,
itaca,2,
itinamit,1,
itze,1,
itzel,6,
itzih,1,
itzocopih,1,
itzucubal,1,
itzucun,1,
iuecha,1,
iuiub,1,
iuumal,1,
iuvq,1,
iv,1,
ivaba,1,
ivach,5,
ivachbil,1,
ivachbilan,1,
ivahaual,1,
ivahil,1,
ival,1,
ivalaxic,1,
ivarabal,1,
ivatit,9,
ivatz,2,
ivcaam,1,
ive,12,
ivech,8,
ivecha,3,
ivetaam,1,
ivex,1,
ivib,10,
ivila,3,
ivochoch,2,
ivonohel,3,
ivq,1,
ivumal,3,
ivvcaam,1,
ivvmal,3,
ivvq,3,
ivÿ,2,
ix,21,
ixahauab,3,
ixahoh,1,
ixca,1,
ixcachac,1,
ixcamial,1,
ixcatit,16,
ixchi,1,
ixhunahpu,1,
ixim,8,
ixix,1,
ixmeba,1,
ixoc,12,
ixpevi,1,
ixqaholab,9,
ixqo,1,
ixqovi,1,
ixrah,1,
ixtah,1,
ixtana,1,
ixulic,1,
ixva,1,
ixvi,1,
ixvÿ,1,
ixzamahel,2,
iyom,2,
iz,2,
izac,1,
izachic,1,
izacho,1,
izamahel,1,
izic,1,
iziquibal,1,
iztayul,1,
juº,2,
la,18,
labal,16,
labalo,1,
labe,2,
labec,1,
lac,2,
lacabebal]2,1,
lacabei,2,
lacaben,1,
lahic,1,
lahuh,1,
laiba,1,
lal,13,
lam,1,
lama,1,
lamaquib,1,
lanque,1,
laoh,1,
laqui,1,
laquiba,1,
laquita,1,
latol,1,
latzab,1,
le,13,
lebal,1,
leh,1,
leman,1,
lemo,1,
lezah,1,
li,1,
lianic,3,
libah,19,
liblutic,1,
litah,1,
lo,9,
loc,2,
locab,1,
locbal,4,
locox,1,
lolinic,1,
lolmet,5,
loquens,1,
lotz,1,
loε,2,
loεalah,1,
lubanic,1,
luhluh,2,
ma,51,
maba,10,
mabala,1,
mabi,1,
mac,9,
maca,1,
macahizah,1,
macama,1,
macamob,1,
macaraih,1,
mach,1,
machauah,1,
machibeon,1,
machicah,1,
machicu,1,
machivi,1,
machupuvic,1,
maco,2,
macol,1,
macu,47,
macuhabi,6,
macunic,1,
macut,1,
macutax,1,
macuxecamic,1,
maha,13,
mahabi,73,
mahabioc,1,
mahaoc,1,
mahapu,1,
mahi,1,
mahu,1,
mahucatahil,1,
mahucu,1,
mahucutah,50,
mahuqutah,1,
mahutah,1,
maihabal,2,
maihan,1,
maihanic,1,
maihinac,1,
maihoc,1,
maina,1,
maivalcval,1,
maixel,1,
maixic,2,
mal,10,
malihab,1,
mam,5,
mama,13,
mamaxel,2,
mamexel,1,
mamom,3,
mana,39,
manabe,1,
manai,4,
manaipu,1,
maoc,1,
mapa,9,
mapu,13,
mapuhabi,2,
maquebin,1,
maquehela,1,
maqui,3,
maquicam,1,
maquicoh,1,
maquitzih,4,
maquizach,1,
mata,14,
matah,1,
matahabi,1,
mataoh,1,
matat,1,
matzal,1,
matzamoh,1,
matzanel,1,
maui,158,
mavbac,1,
mavi,31,
maxa,1,
maxaon,2,
maxaqui,1,
mayui,1,
mayxic,1,
maεalah,1,
me,5,
meal,1,
meal?,1,
meauan,2,
meba,6,
mecoh,1,
meuahic,3,
meuaih,1,
meva,1,
mevahibal,1,
mevahic,2,
mexico,1,
mezcutah,1,
mezquel,3,
mi,152,
mia,1,
mial,9,
mic,1,
michbal,3,
michouic,1,
micu,1,
mier,2,
minac,1,
minare,1,
mipa,1,
mipu,2,
miquic,1,
miquina,2,
mit,1,
mixbizonic,1,
mixecamic,1,
mixetubuquih,1,
mixia,1,
mixiban,1,
mixiquivubah,1,
mixitiovic,1,
mixohvinaquiric,1,
mixohvxic,1,
mixquiz,1,
mixuxic,1,
miya,1,
mizanel,1,
moh,2,
moha,1,
mohapizcalih,1,
mohi,1,
molah,1,
molahil,1,
molai,1,
moloba,1,
molomanic,1,
molotahic,1,
molouic,1,
moloxic,1,
moquem,2,
moquen,1,
motz,1,
movic,1,
moxvach,1,
moxvachibal,1,
moxvachinic,1,
moymot,1,
moyvachibal,1,
muccheex,1,
muchit,2,
mucubal,2,
mucul,1,
muculic,1,
mucum,3,
mucumuxinac,1,
mucutal,1,
muh,1,
mul,4,
munil,2,
mutzumac,1,
muzmul,1,
na,74,
naabe,1,
naba,2,
nababal,1,
nabah,1,
nabal,3,
nabaxic,1,
nabe,73,
nabec,6,
nac,3,
nacah,3,
nacal,1,
nacaya,1,
nacut,1,
nacxit,2,
nah,6,
nahpu,2,
naht,10,
nahta,1,
nahtic,2,
nai,6,
naipu,14,
naipuch,23,
nana,1,
naobal,1,
naoh,22,
naohih,1,
naohinic,2,
naol,2,
naonel,1,
naqui,17,
naquil,1,
naquila,21,
naquion,1,
naquipa,21,
naquipala,1,
naquipe,1,
naquir,1,
naquirilo,1,
naquita,1,
nare,2,
natabal,1,
natal,2,
naual,20,
nauiquil,1,
navac,1,
naval,2,
navi,1,
navila,1,
nay,1,
naypu,2,
ne,1,
nebelic,1,
ni,2,
nic,1,
nicacahtacah,1,
nicah,6,
nicahal,1,
nihaib,3,
nihaibab,13,
nim,62,
nima,74,
nimac,19,
nimahau,1,
nimahoc,1,
nimal,7,
nimanel,1,
nimarizabal,2,
nimarizai,4,
nimatalic,1,
nimha,17,
no,1,
noh,3,
nohel,4,
nohinac,2,
nu,35,
numeal,1,
nuvach,3,
nuzivan,1,
obispo,1,
oc,38,
oca,1,
ococ,1,
ocotal,1,
ocox,1,
ocu,1,
oh,42,
ohba,1,
ohbit,1,
oher,15,
ohicama,1,
ohil,1,
ohna,2,
ohnihaib,1,
oho,1,
ohpu,2,
ohtah,1,
ohtzac,1,
ohva,1,
oiouaric,1,
oliman,1,
oloman,1,
ominic,1,
omuch,16,
on,2,
opon,1,
oponic,1,
oqueh,1,
oquic,2,
oquinac,2,
oxbuzah,1,
oxchob,3,
oxchui,1,
oxib,23,
oxichal,1,
oxih,4,
oxla,1,
oxlahu,1,
oxlahuchicut,1,
oxlahuh,1,
oxlahun,1,
oxmul,2,
oε,1,
pa,149,
pabalami,2,
pabe,9,
pabeya,1,
pac,1,
paca,1,
pacaba,2,
pacahib,2,
pacal,2,
pacalic,3,
pacam,2,
pacatoh,1,
pacavi,1,
pach,1,
pachahil,1,
pachal,1,
pachcab,4,
pache,2,
pachoh,1,
pacol,2,
pacubal,1,
pah,1,
paha,5,
pahic,1,
pahoc,1,
pahom,5,
pahuiub,1,
pahul,2,
pahuyub,1,
pala,2,
palo,13,
paluna,1,
pam,9,
pamaca,1,
pan,7,
panima,1,
paque,1,
paquebal,1,
paquechelah,2,
paqueic,1,
paqueεumaha,1,
paquivi,1,
parax,1,
paraxa,2,
patac,7,
patan,11,
pateuh,1,
patinamit,1,
patohil,1,
patzih,2,
pax,1,
paxibal,1,
paxil,4,
paxin,1,
pazel,6,
pazib,2,
pazivan,3,
pe,4,
pec,4,
pedro,1,
peta,1,
petatayub,1,
petenac,2,
petic,5,
petoc,4,
pich,2,
pichipoh,1,
pina,1,
pix,2,
pixab,2,
pixabah,1,
pixabai,1,
pixaban,1,
pixabaxic,1,
pixabay,1,
pixabic,3,
pixc,1,
pixcac,1,
pizlic,2,
pizom,5,
pocob,8,
pocol,2,
pom,9,
ponoc,1,
pop,2,
popachih,1,
popo,1,
popobal,1,
popol,6,
poponvi,1,
poquic,1,
poxa,1,
poy,16,
pozotzil,1,
pu,109,
puac,1,
pucab,1,
pucbachah,1,
pucbal,5,
puch,208,
puchi,2,
pucu,1,
puh,6,
puhia,1,
puholom,1,
puhuy,2,
puhuyu,2,
puil,1,
puleu,3,
pulinac,1,
punabeh,1,
pupuheic,1,
purpuec,1,
putumha,1,
puvac,16,
puvi,2,
puz,3,
puzanaieb,1,
puzbal,1,
puzu,2,
puzunic,1,
qa,1,
qahol,46,
qaholab,76,
qaholab-ma,1,
qaholab;,1,
qaholab?,1,
qaholah,1,
qaholan,1,
qaholanic,1,
qaholaxel,2,
qaholaxic,1,
qaholom,17,
qalolab,1,
qaxtoq,8,
qaxtoqonel,1,
qaz,1,
qazbol,1,
qazeic,1,
qazlem,6,
qazlic,3,
qha,45,
qhab,1,
qhabal,7,
qhabi,1,
qhacut,2,
qhahal,3,
qhanic,1,
qhaoh,2,
qhapatan,1,
qhari,3,
qhau,1,
qhauic,3,
qhavic,2,
qhax,3,
qhaxic,1,
qhic,1,
qhu,1,
qhumil,5,
qhuqhax,1,
qhuxoc,1,
qinquina,1,
qiquin,33,
qiquina,1,
qiquinaha,2,
qite,2,
qo,119,
qoacul,1,
qoacutec,1,
qoahau,1,
qoba,3,
qocaib,1,
qocavib,1,
qochi,2,
qocut,1,
qoh,6,
qohe,3,
qoheic,19,
qoheic;,1,
qohqha,1,
qohul,1,
qol,1,
qolehe,1,
qolem,1,
qoley,1,
qolic,10,
qolic;,1,
qonabe,1,
qonaipuch,1,
qopa,1,
qovi,17,
qoy,2,
qu,6,
qucumatz,9,
que,79,
que-xeqha,2,
queatin,1,
queatio,1,
quebal,4,
quebalqui,1,
quebanou,1,
quebanovic,1,
quebe,4,
quebec,1,
quebeta,2,
quebicou,1,
quebiinvi,1,
quebinouic,1,
quebolo,1,
quebuchuuic,1,
quebuchuvic,1,
quebuhuhic,1,
queca,6,
quecabar,1,
quecacamizah,1,
quecacaric,1,
quecacayih,1,
quecachac,2,
quecah,1,
quecahbic,2,
quecai,1,
quecail,1,
quecal,1,
quecalem,1,
quecam,1,
quecamaihah,1,
quecamic,3,
quecamoc,3,
quecapuzu,1,
quecaralahic,1,
quecatonic,2,
quecatzucuh,1,
quecazipah,1,
quech,18,
quecha,7,
quechaah,1,
quechaahic,2,
quechacatahic,1,
quechahic,1,
quechahonic,2,
quechaninic,2,
quechapon,1,
queche,10,
quechelah,13,
quechi,1,
quechiquitit,1,
quechititic,1,
quecool,1,
quecoquibeh,1,
quecuchmaihic,1,
quecuma,1,
quecumal,1,
quecutunoc,1,
quecutzucuh,1,
queel,1,
queelecan,1,
queetzapim,1,
queetzeyah,1,
queh,23,
quehalou,1,
quehe,101,
queheri,36,
queheta,1,
quehevi,1,
quehexul,1,
quehilovic,1,
quehiquic,1,
quehoh,1,
quehumin,1,
quehuminic,2,
queico,1,
queicou,1,
queilic,2,
quel,3,
quelahahic,1,
quele,1,
quelec,1,
quelexlot,1,
quelic,1,
queloεoxic,1,
queluclutic,1,
quelucuquila,1,
quelulutic,1,
quema,1,
quemel,1,
quemeuahic,1,
quemevahic,2,
quemialanic,1,
quemocho,1,
quemucun,1,
quemucunic,2,
quen,2,
quenabax,1,
quenebebic,1,
quenech,1,
quenicnot,1,
quenicnotic,1,
quenumic,1,
queominic,1,
queoponic,3,
queoquic,2,
quepacaquic,1,
quepe,3,
quepetic,1,
quepetoc,3,
quepocotahic,1,
quepolou,1,
queqaholanic,1,
queqha,19,
queqhaquix,1,
queqhau,2,
queqhavic,1,
queqohe,1,
quequeta,1,
quequichouic,1,
quequicot,9,
quequicotic,6,
quequiritahic,1,
quequixbic,1,
querah,3,
queropop,1,
quetaam,8,
quetaan,1,
quetal,3,
quetala,1,
quetamabal,4,
quetamabl,1,
quetamah,2,
quetaon,1,
quetaxic,1,
quetiou,1,
quetique,1,
quetzabal,5,
quetzac,1,
quetzaconic,1,
quetzelavachixic,1,
quetzitilahic,1,
quetzitzotic,1,
quetzononic,2,
queul,2,
queva,2,
quevachelahic,1,
quevachinic,3,
quevah,1,
quevaic,3,
quevar,1,
quevaric,1,
quevchaxic,1,
quevi,1,
quevl,2,
quevlic,3,
quevohon,1,
quevohonic;,1,
quevon,1,
quevqha,1,
quevqhaxic,6,
quevtzin,1,
quevvbanic,1,
quevvlic,1,
quevxi,1,
quevxic,1,
quexahou,1,
quexahouic,3,
quexahovic,1,
quexata,1,
quexel,3,
quexo,1,
quexuxic,1,
quexvach,2,
queya,1,
queyaqueic,1,
queyoc,1,
quezeleuachin,1,
quezilaheic,1,
quezilobic,1,
quezizot,1,
queεalem,1,
queεum,4,
queεuma,1,
queεumaha,2,
queεumal,3,
qui,703,
quia,7,
quial,1,
quiamul,1,
quib,102,
quibaha,1,
quibana,1,
quibano,1,
quibanoh,2,
quibanouic,1,
quibaquil,4,
quibaya,1,
quibe,6,
quibeh,1,
quibi,33,
quibil,4,
quibinaam,1,
quibinovic,1,
quibio,1,
quibitic,2,
quibix,3,
quibixic,1,
quibochi,1,
quibochil,1,
quibutic,1,
quibÿc,1,
quibÿh,3,
quic,42,
quica,1,
quicab,11,
quicabi,1,
quicabichal,1,
quicacalen,1,
quicah,1,
quicahau,5,
quicaluh,1,
quicamic,2,
quicamizaxic,1,
quicanuc,1,
quicariloon,1,
quicatem,1,
quicatoh,1,
quicatonic,1,
quicauubal,1,
quicay,1,
quicha,3,
quichaah,2,
quichac,3,
quichaca,1,
quichacabal,1,
quichacatahic,2,
quichah,5,
quichahe,1,
quichahin,1,
quichami,1,
quichapa,1,
quichapo,1,
quichaquic,1,
quichaquimal,1,
quichaye,1,
quiche,40,
quicheeb,1,
quichelah,2,
quichelah;,1,
quichelem,1,
quichi,6,
quichibano,1,
quichicabano,1,
quichicuyu,1,
quichila,1,
quichitahin,1,
quichuch,2,
quicohom,1,
quicolem,1,
quicoon,1,
quicot,6,
quicotem,2,
quicotic,2,
quicotirizai,1,
quicouic,1,
quicu,2,
quicuba,1,
quicul,1,
quicut,2,
quicutacal,1,
quieh,3,
quih,111,
quihachouic,1,
quihe,2,
quihil,3,
quihila,2,
quihilabal,2,
quihilonic,1,
quihilox,1,
quihiloxic,2,
quihiloy,1,
quiholom,2,
quihuyubal,1,
quiia,3,
quiiahic,1,
quiibal,1,
quil,5,
quila,9,
quilah,1,
quilalo,1,
quilavachin,1,
quilitz,2,
quilna,1,
quilo,1,
quiloc,1,
quilon,1,
quim,5,
quimac,1,
quimaha,1,
quimaih,1,
quimam,1,
quimeal,1,
quimevahibal,1,
quimial,2,
quimucu,1,
quin,3,
quinabal,1,
quinac,1,
quinanic,1,
quinanucoto,1,
quinao,1,
quinaoh,10,
quinaual,1,
quinauic,1,
quinauiquil,1,
quinbe,1,
quinechahic,1,
quinel,1,
quinicamizah,1,
quinicamo,1,
quiniha,1,
quinim,1,
quinimal,2,
quinimarizah,2,
quinoc,1,
quinom,2,
quinomal,1,
quinquicaluh,1,
quinuc,1,
quinucbal,1,
quinvvchah,1,
quipa,2,
quipam,1,
quipoco,1,
quipom,1,
quipu,1,
quiq,1,
quiqahol,2,
quiqha,1,
quiqhabal,1,
quiqohe,1,
quiqoheic,2,
quiquel,5,
quiquia,1,
quiquib,1,
quiquibanouic,1,
quiquihila,1,
quiqux,3,
quir,1,
quiri,1,
quiribal:,1,
quiric,1,
quiril,1,
quirizai,1,
quirol,1,
quiron,1,
quita,2,
quitah,1,
quitelen,1,
quitic,1,
quitih,1,
quitiha,1,
quitihobal,1,
quitihoh,1,
quitihtobeh,1,
quitinamit,3,
quitiobal,1,
quitiohil,5,
quitiquem,1,
quitohbal,1,
quituquel,2,
quitzalcuat,1,
quitzam,1,
quitzaquic,2,
quitze,62,
quitzelal,1,
quitzih,90,
quitziha,1,
quitzihel,1,
quitzihoxic,1,
quitzihvi,2,
quitzonoh,1,
quitzonoxic,1,
quiva,1,
quivach,14,
quivachibal,2,
quivah,2,
quivaram,1,
quivi,2,
quivica,1,
quivilo,1,
quivinaquiric,1,
quix,23,
quixb,8,
quixbe,1,
quixbec,1,
quixbetacoc,1,
quixbixan,1,
quixcacacmizah,1,
quixcachbilahtah,1,
quixcahboc,1,
quixcamizah,1,
quixcoton,1,
quixcu,2,
quixcub,1,
quixhain,1,
quixhalatahic,1,
quixic,4,
quixla,1,
quixmucuna,1,
quixna,1,
quixnohintah,1,
quixnutac,1,
quixoc,1,
quixochochin,1,
quixoho,1,
quixopon,1,
quixoponic,2,
quixoponoc,1,
quixoquil,13,
quixoquila,1,
quixpe,4,
quixpetoc,2,
quixpoc,1,
quixpuzic,1,
quixpuzu,1,
quixqha,13,
quixqhaoc,1,
quixqhau,1,
quixqhauoc,1,
quixquihiloxic,1,
quixquiritah,1,
quixtaon,1,
quixtaonic,1,
quixtique,1,
quixtzonox,1,
quixtzuan,1,
quixul,1,
quixvaic,1,
quixvqhaxic,2,
quixxahouoc,1,
quixzibanoc,1,
quixziquinoc,1,
quixziquix,1,
quiya,10,
quiyan,1,
quiyou,1,
quiz,3,
quizic,2,
quizilah,1,
quizipah,1,
quiziquixic,1,
quizizil,1,
quizmachi,1,
quizoc,1,
quiεab,1,
qum,1,
qumal,1,
ququz,1,
qutz,1,
quum,2,
qux,73,
quxlaai,1,
quxlaan,2,
quxlaay,1,
quxlab,1,
quxlal,2,
quxlanel,1,
quz,12,
quzquz,1,
quÿ,1,
quÿa,1,
quÿzic,1,
ra,3,
rabinaleb,11,
racabal,1,
racan,17,
rach,2,
rachac,3,
rachbixic,1,
rachcahb,1,
rachihilal,1,
rachquixb,1,
rachtzihoxic,1,
racuh,1,
rah,2,
rahal,1,
rahaual,18,
rahauarem,7,
rahcahb,2,
rahchami,1,
rahil,5,
rahpop,3,
rahquixb,1,
rahzic,1,
raibal,2,
raih,1,
rail,6,
ral,20,
ralal,1,
ralaxic,3,
ramac,1,
ramaquelal,1,
ratinibal,2,
ratit,6,
ravaxic,1,
rax,3,
raxa,12,
raxal,3,
raxalac,1,
raxalaε,1,
raxatzel,1,
raxazel,1,
raxcauacoh,2,
raxon,2,
re,47,
rech,37,
recha,9,
rechabal,1,
rechaxic,2,
rela,1,
relebal,22,
relecaxic,1,
relic,6,
remanic,4,
requem,1,
reri,1,
reta,2,
retaam,1,
retal,34,
retaxic,1,
ri,928,
ria,1,
riamac,2,
rib,37,
ribalam,1,
ribanoh,1,
ric,2,
riche,2,
rico,1,
rieahquixb,1,
rih,11,
rihom,1,
rihouohic,1,
ril,2,
rilo,2,
rinima,1,
rioh,1,
ripabe,1,
riquic,1,
riquil,1,
riral,1,
rive,1,
rixcac,4,
rixoquil,11,
rizmal,5,
ro,6,
robix,1,
robles,1,
roc,1,
rochoch,19,
rojas,1,
role,2,
ronobel,1,
ronohel,123,
roo,2,
ropenal,1,
roponic,2,
roqueh,2,
roquibal,4,
roquic,2,
rox,7,
roxchi,1,
roxchic,1,
roxchicut,1,
roxchobichal,1,
roxichal,1,
roxlahu,1,
roxlahuh,1,
roxle,2,
roxmul,1,
roxtzib,1,
roxvi,1,
ru,9,
ruc,6,
rucaam,2,
rucam,1,
rulic,1,
ruma,1,
rumal,200,
rumalt,1,
runohel,1,
ruq,88,
ruqha,1,
ruqhaxic,1,
rutz,1,
rutzil,1,
rutzinic,1,
ruxlab,3,
rÿ,12,
siban,1,
sor,1,
sta,1,
ta,842,
taam,1,
tabal,1,
tac,37,
taca,1,
tacah,5,
tacahal,2,
tacal,9,
tacaloc,1,
tacatoh,3,
tacchibal,1,
tacchinel,1,
tacoc,1,
tacol,4,
tacon,1,
taconel,2,
tacu,1,
tah,42,
tahic,4,
tal,3,
tala,1,
tama,2,
tamazul,2,
tamub,16,
tan,1,
tana,3,
tanabala,1,
tanaon,1,
tanoh,1,
taol,1,
taom,1,
taon,1,
tap,10,
tapal,4,
tapuch,1,
taque,1,
taqueoc,1,
taquic,2,
taquiquil,1,
tari,1,
tarib,1,
tatam,1,
tatil,1,
taxe,1,
taxoc,1,
taz,4,
tazec,1,
taεal,2,
tcom,1,
te,2,
tecpan,1,
tecum,3,
tele,1,
teleche,2,
telecheen,1,
telelaon,1,
tem,7,
temah,1,
tenac,1,
tepepul,6,
tepeu,15,
tepeual,2,
tepeuh,1,
tepeval,3,
tere,1,
teu,13,
tevnic,1,
ti,3,
tic,1,
ticarinac,2,
ticon,6,
ticoual,1,
ticpan,1,
tiha,1,
tihobal,4,
tihouoc,1,
tihox,1,
tihtobexic,1,
tiic,1,
tila,1,
tina,1,
tinamit,41,
tiohil,3,
tionel,2,
tique,1,
tiquelaon,1,
tiquiba,1,
tiquil,5,
tiquitoh,1,
titzac,1,
tixoc,1,
to,2,
tob,1,
toc,2,
tocaba,1,
tocob,9,
tocobah,1,
tocobanic,1,
tocol,2,
toh,1,
tohbal,1,
tohil,80,
tolob,1,
toloc,1,
toltecat,1,
too,1,
toquexic,1,
torob,1,
tot,1,
toxcom,1,
tu,1,
tubul,1,
tucoc,1,
tuculÿ,1,
tucumbalam,1,
tucur,15,
tuhal,1,
tuhalaha,1,
tuhalha,1,
tuic,1,
tul,2,
tulan,16,
tulul,2,
tum,2,
tumub,1,
tun,1,
tunic,2,
tuquel,1,
tuxic,1,
tza,2,
tzac,29,
tzacal,1,
tzacat,1,
tzacoh,1,
tzacol,20,
tzalam,6,
tzalanem,1,
tzalatz,2,
tzalatzoxel,1,
tzalic,2,
tzalih,1,
tzam,7,
tzamal,1,
tzamez,1,
tzap,2,
tzapi,1,
tzapib,1,
tzapin,1,
tzaquic,3,
tzaquixtah,1,
tzarabom,1,
tzatz,35,
tze,4,
tzeebal,1,
tzi,5,
tzib,2,
tzibal,1,
tzibam,3,
tziban,3,
tzic,6,
tzicvil,1,
tzih,42,
tzihel,2,
tzihol,1,
tzihon,2,
tzihonic,1,
tzihoxic,2,
tzimah,1,
tziquin,12,
tziquinaha,1,
tzite,4,
tziya,1,
tziyac,1,
tziz,2,
tzizbal,1,
tzolcacbeh,1,
tzolohche,1,
tzonobal,1,
tzonobex,1,
tzonoh,3,
tzononic,1,
tzotz,2,
tzotzi,1,
tzotziha,1,
tzu,4,
tzubulic,1,
tzuc,3,
tzucubei,1,
tzucuh,1,
tzucul,9,
tzucun,2,
tzucuna,1,
tzucuquic,1,
tzucuxic,3,
tzuk,1,
tzununiha,2,
tzuquibal,1,
tzuquic,1,
tzutuha,2,
tzutz,1,
tzuum,1,
tzÿ,3,
tzÿz,2,
tÿc,1,
u,4,
uab,1,
uabai,1,
ual,2,
uarem,2,
uaric,1,
uax,1,
uaxoc,1,
ub,1,
ubi,1,
ucab,1,
uhe,1,
ui,6,
uil,1,
uiri,1,
uixare,1,
uloc,1,
unim,1,
upam,3,
uq,8,
uquexel,1,
utz,1,
utzbala,3,
uvach,1,
uve,1,
uvi,1,
uxe,2,
uz,1,
v,220,
va,80,
vaal,3,
vab,1,
vaba,1,
vababexic,1,
vaban,3,
vabanel,1,
vac,16,
vacamic,25,
vacaquib,1,
vach,119,
vach:,1,
vach;,3,
vache,1,
vachibal,8,
vachibeh,1,
vachih,6,
vachin,2,
vachinel,7,
vachinic,3,
vachixic,1,
vacle,1,
vacute,1,
vae,29,
vah,1,
vahxac,3,
vahxalahuh,1,
vahxaqui,1,
vaih,2,
vaim,2,
vain,1,
vainac,1,
val,4,
valib,5,
valoc,1,
vana,1,
vapalil,2,
varabal,2,
varachac,2,
varah,1,
varai,1,
varal,28,
varale,1,
varam,3,
varan,1,
varanel,4,
vare,1,
varic,1,
vavcamic,1,
vaxic,1,
vb,1,
vbac,17,
vbah,2,
vban,1,
vbana,2,
vbanic,5,
vbanoh,1,
vbaquil,1,
vbate,1,
vbaxic,2,
vbe,2,
vbeel,6,
vbeleh,3,
vbi,166,
vbic,18,
vbihuyub,1,
vbinaam,8,
vbinibal,1,
vbitaxic,1,
vbitic,1,
vbixic,6,
vbolic,1,
vbom,1,
vc,1,
vca,6,
vcaah,1,
vcaal,1,
vcaam,3,
vcab,18,
vcabauil,8,
vcabavil,8,
vcabichal,1,
vcablahu,1,
vcablahuh,1,
vcah,8,
vcaha,1,
vcahau,12,
vcahic,1,
vcahlahuh,1,
vcahle,1,
vcalahobizaxic,1,
vcalaibal,1,
vcale,3,
vcama,3,
vcamic,5,
vcamiza,1,
vcamizaxic,1,
vcanahic,1,
vcanaic,1,
vcatanal,1,
vcatat,2,
vcatbal,1,
vcatoh,1,
vcaxah,2,
vcayohic,1,
vchabaha,3,
vchac,2,
vchacatahic,7,
vchan,1,
vchapom,1,
vchaquic,1,
vchax,1,
vchec,2,
vchi,21,
vchicopil,3,
vchinamital,1,
vcholic,1,
vchub,3,
vchuch,6,
vchumilal,1,
vchuuc,1,
vclahu,1,
vclahuh,1,
vcle,1,
vcoc,7,
vcolbal,1,
vcolibal,1,
vcomahil,2,
vcotic,1,
vcoxom,1,
vcub,4,
vcul,2,
vcumatz,1,
vcut,1,
vcutbal,1,
vcutunizaxic,1,
vcuxic,1,
ve,39,
vec,2,
vech,3,
vecha,2,
vehe,1,
vena,1,
vetaam,3,
vghabal,1,
vhachon,1,
vhalvachixic,1,
vhat,1,
vhe,6,
vholo,1,
vholom,23,
vhoxbal,1,
vhul,3,
vhulah,1,
vhulahu,2,
vhunal,1,
vhuyubal,3,
vi,429,
vi-,1,
via,1,
viab,1,
vic,1,
vil,2,
vila,3,
vilana,1,
vilo,1,
vina,2,
vinac,147,
vinac;,1,
vinaquil,3,
vinaquila,1,
vinaquirem,4,
vinaquiric,7,
vinaquirizay,1,
vinaquiroc,1,
viquitalic,1,
viri,2,
virib,2,
vl,6,
vla,23,
vlacabeh,1,
vlah,1,
vlahu,1,
vlahuh,1,
vlaquel,2,
vlari,1,
vleabal,1,
vleel,5,
vlemo,1,
vleu,59,
vleu;,1,
vleuh,21,
vlev,1,
vlew,1,
vlic,1,
vlic:,1,
vlih,1,
vlix,1,
vlo,4,
vloc,110,
vlotem,1,
vlÿ,1,
vma,1,
vmac,1,
vmaixic,1,
vmal,1,
vmalinic,1,
vmam,8,
vmeal,3,
vmeh,1,
vmezquel,1,
vmial,1,
vmichic,1,
vmoquiquil,1,
vmucu,1,
vmucubal,1,
vmul,8,
vna,1,
vnabe,12,
vnaoh,3,
vnaohixic,3,
vnatabal,1,
vnatahic,1,
vnaual,1,
vnaval,1,
