ent_str_norm,n,p,i,h,df,dfidf
ALGO,1,0.00037893141341417203,11.365775635326269,0.004306849426042542,1,5.523561956057013
ALGODESEANSUSCORAZONES,1,0.00037893141341417203,11.365775635326269,0.004306849426042542,1,5.523561956057013
QUIEREN,1,0.00037893141341417203,11.365775635326269,0.004306849426042542,1,5.523561956057013
TALVEZNOESTARIAMOSVIVOSNOSOTROS,1,0.00037893141341417203,11.365775635326269,0.004306849426042542,1,5.523561956057013
LOSSIMBOLOSDECADAUNOESTABANALLA,1,0.00037893141341417203,11.365775635326269,0.004306849426042542,1,5.523561956057013
YNOERANMUCHOSLOSHOMBRES,1,0.00037893141341417203,11.365775635326269,0.004306849426042542,1,5.523561956057013
CAMACU,1,0.00037893141341417203,11.365775635326269,0.004306849426042542,1,5.523561956057013
LOLMETAHAU,1,0.00037893141341417203,11.365775635326269,0.004306849426042542,1,5.523561956057013
ALLAENTULANZUIVA,1,0.00037893141341417203,11.365775635326269,0.004306849426042542,1,5.523561956057013
TRANQUILOS,1,0.00037893141341417203,11.365775635326269,0.004306849426042542,1,5.523561956057013
ACULVINAC,1,0.00037893141341417203,11.365775635326269,0.004306849426042542,1,5.523561956057013
BALAMCOLOB,1,0.00037893141341417203,11.365775635326269,0.004306849426042542,1,5.523561956057013
MUCHASOTRASSALIERONDECADAGRUPODELPUEBLO,1,0.00037893141341417203,11.365775635326269,0.004306849426042542,1,5.523561956057013
ELLASTAMBIEN,1,0.00037893141341417203,11.365775635326269,0.004306849426042542,1,5.523561956057013
NOHABIANACIDOELSOLNILALUZ,1,0.00037893141341417203,11.365775635326269,0.004306849426042542,1,5.523561956057013
UNAMISMAERALALENGUADETODOS,1,0.00037893141341417203,11.365775635326269,0.004306849426042542,1,5.523561956057013
NOINVOCABANLAMADERANILAPIEDRA,1,0.00037893141341417203,11.365775635326269,0.004306849426042542,1,5.523561956057013
CREADORYFORMADORDELCORAZONDELCIELO,1,0.00037893141341417203,11.365775635326269,0.004306849426042542,1,5.523561956057013
ASIHABLABANYESPERABANCONINQUIETUDLALLEGADADELAAURORA,1,0.00037893141341417203,11.365775635326269,0.004306849426042542,1,5.523561956057013
YELEVABANSUSRUEGOS,1,0.00037893141341417203,11.365775635326269,0.004306849426042542,1,5.523561956057013
MIRANOS,1,0.00037893141341417203,11.365775635326269,0.004306849426042542,1,5.523561956057013
CHIPINANAUAC,1,0.00037893141341417203,11.365775635326269,0.004306849426042542,1,5.523561956057013
RAXANANAUAC,1,0.00037893141341417203,11.365775635326269,0.004306849426042542,1,5.523561956057013
