parte,capit,ent_str_norm,n
2,14,ENTONCESLAABUELAENCENDIOELFUEGOYQUEMOCOPALANTELASCANASENMEMORIADESUSNIETOS,1
2,14,ERANLOSENEMIGOSLOSBUHOS,1
2,14,ERANTAMBIENFALSOSDECORAZON,1
2,14,ESTENOMBRELESFUEDADOPOR,1
2,14,HONRARON,1
2,14,HUNAHPU,4
2,14,HUNHUNAHPU,2
2,14,INCITABAN,1
2,14,IXBALANQUE,4
2,14,IXHUNAHPU,1
2,14,IXMUCANE,1
2,14,LASCANASRETONARON,1
2,14,LOSHIJOSESCLARECIDOS,1
2,14,LOSPECADORES,1
2,14,NICAH,1
2,14,NIPUDODECIRLOSUBOCA,1
2,14,NOERAMUCHOSUPODERANTIGUAMENTE,1
2,14,NOPRONUNCIOSUNOMBREEL,1
2,14,NOSERAPARAVOSOTROS,1
2,14,OIDLA,1
2,14,OSDIREMOSTAMBIENLOSNOMBRESDENUESTROSPADRES,1
2,14,PORESONOSOTROS,1
2,14,PUCBALCHAH,1
2,14,SACRIFICADERO,2
2,14,SOLAMENTEOS,1
2,14,SOLOLESGUSTABAHACERELMALALOSHOMBRESENAQUELTIEMPO,1
2,14,SOLOLOSHIJOSDELASMALEZASYDELDESIERTO,1
2,14,TIERRAALLANADA,1
2,14,TIERRALLANA,1
2,14,VUCUBHUNAHPU,3
2,14,XIBALBA,7
2,14,YANOOSAPODERAREISREPENTINAMENTEDELOSHOMBRES,1
2,14,YELCORAZONDESUABUELA,1
2,14,YELLOSMORAN,1
2,14,YNUESTROSPADRES,1
2,14,YTAMBIENLASLLAMO,1
2,14,ZIPACNA,1
3,1,ABUNDANCIA,1
3,1,ACONTINUACIONENTRARONENPLATICASACERCADELACREACION,1
3,1,CAYALA,2
3,1,CHOCOYO,1
3,1,CREADORES,2
3,1,DEMAIZAMARILLO,1
3,1,DEPIXIL,1
3,1,ESTOSCUATROANIMALES,1
3,1,FORMADORES,2
3,1,GUCUMATZ,2
3,1,HOH,1
3,1,IXMUCANE,1
3,1,LOSANIMALESENSENARONELCAMINO,1
3,1,PAXIL,3
3,1,POCO,1
3,1,PROGENITORES,2
3,1,QUEL,1
3,1,TEPEU,2
3,1,UTIU,1
3,1,YAC,1
3,1,YDIJERONLOSPROGENITORES,1
3,2,ASIFUEDESTRUIDASUSABIDURIA,1
3,2,BALAMACAB,2
3,2,BALAMQUITZE,2
3,2,CHIPICACULHA,1
3,2,CORAZONDELCIELO,2
3,2,CREADOR,1
3,2,CREADORALFORMADORENVERDADOS,1
3,2,CREADORYELFORMADOR,2
3,2,CREADORYELFORMADORQUEPENSAISDEVUESTROESTADO,1
3,2,ENTONCESELCORAZON,1
3,2,FORMADOR,1
3,2,FUERANDOTADOSDEINTELIGENCIA,1
3,2,GUCUMATZ,2
3,2,HURACAN,1
3,2,IQUIBALAM,2
3,2,IXMUCANE,1
3,2,IXPIYACOC,1
3,2,LASCOSASOCULTAS,1
3,2,MAHUCUTAH,2
3,2,NOESTABIENLOQUEDICENNUESTRASCRIATURAS,1
3,2,NOMIRAIS,1
3,2,NONACIERONDEMUJER,1
3,2,OSDAMOSGRACIAS,1
3,2,PEROELCREADORYELFORMADOR,1
3,2,PROGENITORES,4
3,2,RAXACACULHA,1
3,2,REFRENEMOS,1
3,2,SE,1
3,2,SOLOPORUNPRODIGIO,1
3,2,TEPEU,2
3,3,ACULVINAC,1
3,3,AHAU,1
3,3,AHAUQUICHE,1
3,3,ALOM,1
3,3,ASIHABLABANYESPERABANCONINQUIETUDLALLEGADADELAAURORA,1
3,3,BALAMACAB,2
3,3,BALAMCOLOB,1
3,3,BALAMIHA,1
3,3,BALAMQUITZE,3
3,3,BATENABA,1
3,3,BITOL,1
3,3,CAHUCUTAH,1
3,3,CAQUIXAHA,1
3,3,CAVEC,1
3,3,CHIPICACULHA,1
3,3,CHIPINANAUAC,1
3,3,CHOMIHA,1
3,3,CHUMILAHA,1
3,3,COHAH,1
3,3,CORAZONDELATIERRA,2
3,3,CORAZONDELCIELO,1
3,3,CREADORYFORMADORDELCORAZONDELCIELO,1
3,3,CUMATZ,1
3,3,DIOS,3
3,3,ELLASTAMBIEN,1
3,3,GUCUMATZ,1
3,3,HEAQUILOSNOMBRESDESUSMUJERESCAHAPALUNA,1
3,3,HURACAN,1
3,3,ILOCAB,1
3,3,IQUIBALAM,2
3,3,IXMUCANE,1
3,3,IXPIYACOC,1
3,3,JUNTOS,1
3,3,LAMAQ,1
3,3,LOSCANCHAHELES,1
3,3,MAHUCUTAH,2
3,3,MIRANOS,1
3,3,MUCHASOTRASSALIERONDECADAGRUPODELPUEBLO,1
3,3,NIHAIB,1
3,3,NOHABIANACIDOELSOLNILALUZ,1
3,3,NOINVOCABANLAMADERANILAPIEDRA,1
3,3,OHDIOS,1
3,3,OLOMAN,1
3,3,ORIENTE,6
3,3,QAHOLOM,1
3,3,QUENECH,1
3,3,QUIBAHA,1
3,3,QUICHE,2
3,3,RAXACACULHA,1
3,3,RAXANANAUAC,1
3,3,SENORAS,1
3,3,TAMUB,2
3,3,TECPAN,1
3,3,TEPEU,1
3,3,TRESGRUPOSDEFAMILIAS,1
3,3,TUHALHA,1
3,3,TZACOL,1
3,3,TZUNUNIHA,1
3,3,UCHABAHA,1
3,3,UNAMISMAERALALENGUADETODOS,1
3,3,UOCAB,1
3,3,VOCHUNAHPUTEPEU,1
3,3,YELEVABANSUSRUEGOS,1
3,3,ZACAHA,1
3,4,AGUARDEMOS,1
3,4,ASIDIJERONAQUELLOSGRANDESSABIOS,1
3,4,AVILIX,2
3,4,BALAM,1
3,4,BALAMACAB,5
3,4,BALAMQUITZE,5
3,4,CAKCHIQUELES,1
3,4,DELOSILOCAB,1
3,4,ERANPOBRES,1
3,4,HACAVITZ,2
3,4,ILOCAB,1
3,4,IQUIBALAM,4
3,4,MAHUCUTAH,5
3,4,NICAHTACAH,1
3,4,NOERAPOSIBLECONTARLOSHOMBRES,1
3,4,ORIENTE,1
3,4,PUES,1
3,4,QUICHE,1
3,4,RABINAL,1
3,4,SENORES,1
3,4,SENORESDETAMUB,1
3,4,TAMUB,3
3,4,TOHIL,4
3,4,TOHILDELOSQUICHES,1
3,4,TOHILDELOSTAMUB,1
3,4,TULAN,2
3,4,TULANZUIVA,2
3,4,TZIQUINAHA,1
3,4,VUCUBPEC,1
3,4,VUCUBPSC,1
3,4,VUCUBZIVAN,2
3,4,YALLI,1
3,4,YANOPODIANENTENDERSECLARAMENTEENTRESIDESPUESDEHABERLLEGADOATULAN,1
3,4,YAQUIS,1
3,5,ALEGRARONSEALPUNTOBALAMQUITZE,1
3,5,AVILIX,1
3,5,AY,1
3,5,BALAM,2
3,5,BALAMACAB,9
3,5,BALAMQUITZE,8
3,5,BALAMQUITZEYBALAMACAB,2
3,5,BUENOQUERRAN,1
3,5,CREADOR,2
3,5,DECIDLES,1
3,5,DIOS,3
3,5,ESTEERAELDIOSDELASTRIBUS,1
3,5,ESTETENIAALAS,1
3,5,ESTOOS,1
3,5,FORMADOR,1
3,5,GRANCANTIDADDEGRANIZO,1
3,5,HACAVITZ,1
3,5,HALLABANSE,1
3,5,IQUIBALAM,6
3,5,LLENARONSE,1
3,5,MAHUCUTAH,8
3,5,NOESMENESTERQUEOSDENALGOAVOSOTROS,1
3,5,NOESTABIENLOQUEHEMOSHECHO,1
3,5,NOLESDEIS,1
3,5,NONOSCAUSAVERGUENZAVENIRANTEVOSOTROS,1
3,5,NOQUEREMOSDINERO,1
3,5,NOSESABECOMONACIO,1
3,5,PREGUNTADATOHIL,1
3,5,PUESBIENOS,1
3,5,QUIERENSUSCORAZONES,1
3,5,SACRIFICADORES,1
3,5,TOHIL,15
3,5,TULAN,1
3,5,UNASOLAERANUESTRALENGUA,1
3,5,XIBALBA,3
3,5,YANOPODIANSOPORTARELFRIONILAHELADA,1
3,5,YTOHIL,1
3,6,ALLAENTULANZUIVA,1
3,6,ATULAN,1
3,6,BALAMACAB,2
3,6,BALAMQUITZE,2
3,6,CHAMALCAN,1
3,6,DIOS,1
3,6,ELDIOSDELOSCAKCHIQUELES,1
3,6,ESTASENALDELAAURORA,1
3,6,ICOQUIH,2
3,6,IQUIBALAM,2
3,6,MAHUCUTAH,2
3,6,NOPIDIERONELFUEGOLOSCAKCHIQUELES,1
3,6,ORIENTE,3
3,6,TOHIL,4
3,6,TULAN,2
3,6,TULANZUIVA,1
3,6,TURNABANSEPARAVERLAGRANDEESTRELLA,1
3,6,ZOTZU,1
3,7,ALLA,1
3,7,ARENAS,1
3,7,ASILOHACIANTAMBIENBALAMACAB,1
3,7,ASIMISMOALOSDERABINAL,1
3,7,AVILIX,1
3,7,BALAMQUITZE,1
3,7,CAHAPALUMA,1
3,7,CAQUIXAHA,1
3,7,CHIPIXAB,2
3,7,CHOMIHA,1
3,7,GAGCHECJUELEB,1
3,7,HACAVITZ,1
3,7,ILOCAB,1
3,7,IQUIBALAM,1
3,7,LLAMANHOYDIAAESTAMONTANACHIPIXAB,1
3,7,MAHUCUTAH,1
3,7,NOESTABIENCLARO,1
3,7,PIEDRASENHILERA,1
3,7,PORESTARAZON,1
3,7,QUICHEY,1
3,7,REUNIERONSE,1
3,7,TAMUB,1
3,7,TOHIL,1
3,7,TZIQUINAHA,1
3,7,TZUNUNIHA,1
3,7,UNAYUNOCOMPLETO,1
3,7,UOCAB,1
3,7,YALOS,1
3,7,YESTOSTRES,1
3,7,YSUSCORAZONES,1
3,7,YSUSCORAZONESESTABANAFLIGIDOS,1
3,8,ACONTINUACIONCADAUNOTOMOY,1
3,8,AMACTAN,1
3,8,AMACUQUINCAT,1
3,8,AVILIX,3
3,8,BALAMACAB,4
3,8,BALAMQUITZE,5
3,8,CAKCHIQUELES,1
3,8,DELOSILOCAB,1
3,8,ELPRIMEROQUEDEJARONASIFUE,1
3,8,EUABALZIVAN,1
3,8,GRANCANTIDADDECULEBRAS,1
3,8,HACAVITZ,8
3,8,HASTAALLIHABIANLLEGADO,1
3,8,ICOQUIH,1
3,8,IQUIBALAM,3
3,8,JUNTOS,2
3,8,JUNTOSESTABANBALAMQUITZEBALAMACAB,1
3,8,MAHUCUTAH,4
3,8,MAHUCUTAHELQUIBALAM,1
3,8,NODORMIAN,1
3,8,NOESTUVOHACAVITZ,1
3,8,NOSENTIANANSIEDADENSUPECHOPORLOSDIOSES,1
3,8,NOSMARCHAREMOSIREMOSENBUSCADELOSBOSQUES,1
3,8,ORIENTE,1
3,8,PATOHIL,1
3,8,PAVILIX,1
3,8,PAVUIX,1
3,8,PONEDNOS,1
3,8,PRIMERAMENTE,1
3,8,RABINAL,1
3,8,TAMUB,2
3,8,TOHIL,4
3,8,TRANQUILOS,1
3,8,TULANZUIVA,1
3,8,TZIQUINAHA,1
3,8,ZAQUIRIBALPATOFRI,1
3,9,AHPOXA,1
3,9,AHPOZOTZIL,1
3,9,ALEGRARONSE,1
3,9,ALLA,1
3,9,AMACTAN,1
3,9,AVILIX,1
3,9,BALAMACAB,4
3,9,BALAMQUITZE,4
3,9,BATENA,1
3,9,CAHAUUPOM,1
3,9,CAMACU,1
3,9,CAVIZTANPOM,1
3,9,ELINCIENSO,1
3,9,ESTAAN,1
3,9,ESTRELLADELAMANANA,1
3,9,GRANAFLICCIONSENTIANENSUSCORAZONES,1
3,9,GRANDEMENTE,2
3,9,HACAVITZ,3
3,9,HUNTOH,1
3,9,IQUIBALAM,3
3,9,LLOCAB,1
3,9,LLORABAN,1
3,9,LOQUEMARONYENSEGUIDA,1
3,9,LOSSACERDOTESYSACRIFICADORESESTABANARRODILLADOS,1
3,9,LOSTRESTENIANSUINCIENSO,1
3,9,MAHUCUTAH,4
3,9,MEXICO,1
3,9,MIXTANPOM,1
3,9,NOERACIERTAMENTEELMISMOSOLQUENOSOTROS,1
3,9,ORIENTE,4
3,9,PORQUEENVERDAD,1
3,9,QUEKTZU,1
3,9,QUIBAHA,1
3,9,QUICHE,1
3,9,SEMEJANTEAUNHOMBRE,1
3,9,TALVEZNOESTARIAMOSVIVOSNOSOTROS,1
3,9,TAMUB,3
3,9,TEPEUOLIMAN,1
3,9,TODOS,1
3,9,TOHIL,3
3,9,TUHALHA,1
3,9,TULAN,4
3,9,TULANZUIVA,1
3,9,TZIQUINAHA,1
3,9,TZOTZIHACHIMALCAN,1
3,9,UCLIABAHA,1
3,9,YAQUITEPEU,1
3,9,YESTANDOJUNTASLESAMANECIOYLES,1
3,9,YNOERANMUCHOSLOSHOMBRES,1
3,9,YOLCUATQUITZAKUAT,1
3,9,ZUIVA,1
3,10,APARIENCIA,1
3,10,AVILIX,3
3,10,AVUIX,1
3,10,BALAMACAB,1
3,10,BALAMQUITZE,1
3,10,CUIDADDEVUESTRACIUDAD,1
3,10,DADNOS,1
3,10,ELLOSESTABANENLAESPESURA,1
3,10,HACAVITZ,2
3,10,IBAN,1
3,10,IQUIBALAM,1
3,10,LLORABAN,1
3,10,LOSSIMBOLOSDECADAUNOESTABANALLA,1
3,10,MAHUCUTAH,1
3,10,MANIFESTAREIS,1
3,10,NOH,1
3,10,NOTRAIANGRANDESPRESENTES,1
3,10,QUEDAOS,1
3,10,TAMPOCOOS,1
3,10,TOHIL,6
3,10,TOHU,1
3,10,VENID,1
3,10,VUESTRAS,1
3,10,YCUANDOLASANGRE,1
3,10,YELLOS,1
4,1,ALEGRABANSE,1
4,1,ALGO,1
4,1,ALGODESEANSUSCORAZONES,1
4,1,AVILIX,5
4,1,BALAMACAB,1
4,1,BALAMQUITZE,1
4,1,HACAVITZ,5
4,1,IQUIBALAM,1
4,1,MAHUCUTAH,1
4,1,PAZILIBUNTADADESANGRE,1
4,1,PIDAMOSLES,1
4,1,QUIEREN,1
4,1,SOLOLASANGREDELOSVENADOS,1
4,1,TOHIL,5
4,2,ALINSTANTELEPICARONLASCARNESLOSZANGANOSYLASASPAS,1
4,2,ASICOMENZOELRAPTODELAGENTECUANDOLOSBRUJOS,1
4,2,ASIDIJERONLOSSENORES,1
4,2,AVILIX,11
4,2,BALAM,1
4,2,BALAMACAB,5
4,2,BALAMACABMAHUCUTAH,1
4,2,BALAMQUITZE,7
4,2,BANODETOHIL,1
4,2,COGIAN,1
4,2,COMOELLOSTIENENASPECTODEMUCHACHOS,1
4,2,CUANDOTENGAISLAPRENDA,1
4,2,DADSELAS,1
4,2,DESNUDAOS,1
4,2,DESPUESNUESTROCORAZON,1
4,2,ELLASSE,1
4,2,ELSENOR,2
4,2,ESPERADUNPOCOYLUEGOSELADAREISALOSSENORES,1
4,2,EXTENDIERON,1
4,2,HACAVITZ,9
4,2,HEAQUILOSNOMBRESDEESTAS,1
4,2,IQUIBALAM,3
4,2,IXPUCH,7
4,2,IXTAH,7
4,2,LEVISTEISLACARA,1
4,2,LUEGOBALAMACAB,1
4,2,MAHUCUTAH,7
4,2,MARCHARONSE,1
4,2,NADA,1
4,2,NOESTABANCLARASLASPRIMERASHUELLAS,1
4,2,PINTAD,1
4,2,PRIMERO,1
4,2,REUNIERONSETODOS,1
4,2,SENOR,3
4,2,SENORES,7
4,2,SENORESENVERDAD,1
4,2,SOLOERANPISADASDEFIERAS,1
4,2,TODOSLOSPUEBLOS,1
4,2,TOHIL,21
4,2,VUCAMAG,1
4,2,YA,1
4,2,YAERANMUCHOSLOSHOMBRES,1
4,2,YCUANDOOSPREGUNTENDEDONDEVENIS,1
4,2,YDIJERONPREGUNTANDOSELOSUNOSALOSOTROSCOMOHAREMOSPARAVENCERALOSQUICHESDECAVEC,1
4,2,YLOSCAVEC,1
4,2,YSINOOSENTREGAIS,1
4,2,YSUSCORAZONES,1
4,3,BAIAMQUITZE,1
4,3,BALAMACAB,5
4,3,BALAMACABMAHUCUTAH,1
4,3,BALAMQUITZE,4
4,3,BALARNQUITZE,1
4,3,ENCERRARON,1
4,3,ENTREMOSPORLAFUERZA,1
4,3,ENVERDADGRANDE,1
4,3,ERAPEQUENALACUMBREDELMONTE,1
4,3,HACAVIIZ,1
4,3,HACAVITZ,1
4,3,HIRIERONLO,1
4,3,IQUIBALAM,3
4,3,LACIUDAD,1
4,3,LASTRIBUSERANMUYNUMEROSAS,1
4,3,MAHUCUTAH,5
4,3,NOERAPOSIBLECONTARLARIQUEZADESUSARMAS,1
4,3,NOSMATARAN,1
4,3,NOSOMOSACASONUMEROSOSQUE,1
4,3,NOTENGAISMIEDO,1
4,3,QUEDARONSE,1
4,3,TOHIL,3
4,3,TONILLO,1
4,3,YARMARONSETODOSLOSPUEBLOS,1
4,4,BALAMACAB,2
4,4,BALAMQUITZE,3
4,4,DIRECTAMENTE,1
4,4,ENTONCES,1
4,4,HACAVITZ,1
4,4,HUMILLARONSE,1
4,4,IQUIBALAM,2
4,4,LASTRIBUSNOSECOMPONIANDEDIECISEISMIL,1
4,4,MAHUCUTAH,3
4,4,POCO,1
4,4,SOLOPENSABANENLOSESFUERZOS,1
4,4,SOLOUNAPARTEREGRESOYTODASLASTRIBUSECHARONACORRERPERO,1
4,4,SUSMUJERES,1
4,4,TENED,1
4,4,YAHORACANTAREMOSLAMUERTEDEBALAMQUITZEBALAMACAB,1
4,5,ASIFUEPUESLADESAPARICIONYFINDEBALAMQUITZEBALAMACAB,1
4,5,BAIAMQUITZE,1
4,5,BALAMACAB,2
4,5,BALAMQUITZE,3
4,5,CAMUCU,1
4,5,CAVEC,2
4,5,ELLOS,1
4,5,ENVOLTORIO,1
4,5,ENVOLTORIODEGRANDEZA,1
4,5,ERAELRECUERDODESUSPADRES,1
4,5,ESTABANJUNTOSLOSCUATRO,1
4,5,ESTASPALABRAS,1
4,5,ESTESERAVUESTROPODER,1
4,5,HACAVITZ,2
4,5,IQUIBALAM,2
4,5,JAMAS,1
4,5,MAHUCUTAH,2
4,5,NIHAIB,1
4,5,NOESTABANENFERMOS,1
4,5,NUESTROSENORDELOSVENADOS,1
4,5,PENSAD,1
4,5,PIZOMGOGAL,1
4,5,QOACUL,1
4,5,QOACUTEC,1
4,5,QOAHAU,1
4,5,QOCAIB,2
4,5,QOCAVIB,2
4,5,SENORES,1
4,5,VOLVEREIS,1
4,5,YOMEDESPIDOLLENODETRISTEZA,1
4,5,YVOSOTRASTAMBIENQUEVINISTEISDENUESTRALEJANAPATRIAOHESPOSASNUESTRAS,1
4,6,AHAUQUICHE,1
4,6,AHPOP,1
4,6,ALEGRARONSELOSDERABINAL,1
4,6,ASIDECIANLOSANTIGUOSCUANDOCONTABANCOMODESPOBLARONSUPRIMERACIUDAD,1
4,6,ASIDIJERONCUANDOSEPUSIERONENCAMINOLOSTRESHIJOS,1
4,6,BALAMACAB,2
4,6,BALAMQUITZE,2
4,6,CASARON,1
4,6,CAVEC,1
4,6,CAVINAL,1
4,6,CHICHAC,1
4,6,CHIQUIX,1
4,6,CMQUIX,1
4,6,CULBD,1
4,6,DESPIDIERONSEDETODOS,1
4,6,HACAVITZ,3
4,6,HEAQUIELNOMBREDELACIUDAD,1
4,6,HERMANOSY,1
4,6,HUMETAHA,1
4,6,ILOCAB,1
4,6,INCONTABLES,1
4,6,MAHUCUTAH,2
4,6,NACXIT,1
4,6,NIHAIB,1
4,6,ORIENTE,3
4,6,PINTURASDETULAN,1
4,6,QOACUTEC,2
4,6,QOAHAU,2
4,6,QOCAIB,2
4,6,REYDELORIENTE,1
4,6,SENOR,1
4,6,SENORNACXIT,1
4,6,TAMUB,1
4,6,TATAM,1
4,6,TODOESTOTRAJERONLOSQUEVINIERONCUANDO,1
4,6,TZIQUINAHA,1
4,6,VAMOSALORIENTE,1
4,6,VINIERONSE,1
4,6,YAERANMUERTOSLOSQUEHABIANIDOALORIENTE,1
4,6,YAERANVIEJOS,1
4,6,YESTABANALLIEN,1
4,6,YEXAMINABANLOSCERROS,1
4,7,AHAUQUICHE,3
4,7,AHPOP,1
4,7,AHPOPCAMHA,1
4,7,BELEHEBQUEHELGALELAHAU,1
4,7,CASAGRANDEDELOSCAVEC,1
4,7,CASAGRANDEDELOSNIHAIB,1
4,7,CASAS,3
4,7,CAVEC,1
4,7,CIUDADDEIZMACHI,1
4,7,CONACHE,1
4,7,COTUHA,5
4,7,ENSEGUIDA,1
4,7,ILOCAB,4
4,7,IZMACHI,8
4,7,LADESTRUCCIONYLARUINADELARAZA,1
4,7,NIHAIB,2
4,7,NOHABIAENVIDIANITENIANCELOS,1
4,7,PRIMERO,1
4,7,QUICHE,2
4,7,SENORES,1
4,7,SENORIZTAYUL,1
4,7,SOLODOSTENIANCASAS,1
4,7,TAMUB,1
4,7,TRESCASAS,1
4,7,UNAMONOS,1
4,7,VEINTICUATROCASAS,1
4,8,AHAUAHTZICVINAC,1
4,8,AHAUHACAVITZ,1
4,8,AHAULOLMET,1
4,8,AHAUNIMCHOCOHAHAU,1
4,8,AHAUQUICHE,1
4,8,AHGUCUMATZ,1
4,8,AHPOP,1
4,8,AHPOPCAMHA,1
4,8,AHTOHIL,1
4,8,AHTZICVINAC,1
4,8,AVILIX,1
4,8,CASAGRANDE,1
4,8,COTUHA,1
4,8,ELPRIMERODELOSSENORES,1
4,8,ELPRIMEROERAELAHAUGALEL,1
4,8,ESTAFUEPUESLACAUSADEQUE,1
4,8,FORMARONSE,1
4,8,GALELCAMHA,1
4,8,GUCUMATZ,1
4,8,GUMARCAAH,2
4,8,HEAQUILOSSENORESDELOSDENIHAIB,1
4,8,LOLMETQUEHNAY,1
4,8,MAS,1
4,8,NIHAIB,1
4,8,NIMACAMHA,1
4,8,NIMALOLMETYCOLTUX,1
4,8,NIMCHOCOHCAVEC,1
4,8,NIMCHOCOHNIHAIBAB,1
4,8,POPOLVINACCHITUY,1
4,8,POPOLVINACPAHOMTZALATZ18,1
4,8,SENORES,7
4,8,SENORESDEAHAUQUICHE,1
4,8,SENORESDECAVEC,2
4,8,SENORESDELOSAHAUQUICHE,1
4,8,SENORESDELOSDECAVEC,1
4,8,SENORESDELOSDENIHAIB,1
4,8,SENOROBISPO,1
4,8,SUSCASAS,1
4,8,UCHUCHCAMHA,2
4,8,UTZAMPOPZACLATOL20,1
4,8,VEINTICUATROCASAS,1
4,8,VOLVIERONSE,1
4,8,YACOLATAM,1
4,8,ZAQUIC,1
4,9,AHPOP,1
4,9,COTUHA,1
4,9,ESPARCIOSE,1
4,9,GUCUMATZ,4
4,9,IZTAYUL,1
4,9,NOSEPERDIOSUIMAGEN,1
4,9,OTROSSIETEDIAS,1
4,9,QUICHE,4
4,9,SENORES,8
4,9,SENORESPRODIGIOSOS,1
4,9,SIETEDIASSUBIAALCIELO,1
4,9,TEPEPUL,1
4,9,VEINTICUATROCASAS,1
4,9,VINIERONLOS,1
4,9,XIBALBA,1
4,10,ACHACLBOY,1
4,10,AHAUGALE,1
4,10,AHPOP,3
4,10,AHPOPCAMHA,1
4,10,AHPOPELAHPOPCAMHA,1
4,10,AHPOPYELAHPOPCAMHA,1
4,10,AHPOPYOSOYELAHPOPCAMHA,1
4,10,AHTZICVINAC,5
4,10,AHTZICVINACMARCHARONSE,1
4,10,CABRACAN,1
4,10,CAOQUE,1
4,10,CASADECAVEC,1
4,10,CAVIZIMAH,3
4,10,CHABICACCHIHUNAHPU,1
4,10,CHILIMAL,1
4,10,CHITEMAH,1
4,10,CHULIMAL,1
4,10,CHUVATZAC,1
4,10,CHUVILA,1
4,10,CHUVIMIQUINAXELAHU,1
4,10,ELLESHIZOLAGUERRA,1
4,10,ESTEFUEPUESELORIGENDELOSGALELAHPOP,1
4,10,FRENTEACOLCHE,1
4,10,FUERONSE,1
4,10,GAGQUICAB,1
4,10,GALEL,7
4,10,GALELAHAU,1
4,10,GALES,1
4,10,GALESACHI,1
4,10,GALESAHPOP,1
4,10,GALEZAQUIC,1
4,10,HEAQUILADESTRUCCION,1
4,10,ILOCAB,2
4,10,LOMISMOHICIERONLOSDETAMUB,1
4,10,LOSHICIERONESCLAVOS,1
4,10,MACA,1
4,10,MIQUINA,1
4,10,NIMCHOCO,1
4,10,NOERANDEDISTINTOORIGEN,1
4,10,NOPUDIERONMATARLONIVENCERLO,1
4,10,PAMACA,1
4,10,PETATAYUB,1
4,10,PORELAHPOPYELAHPOPCAMHA,1
4,10,QUEERNA,1
4,10,QUICAB,6
4,10,QUICABYCAVIZIMAH,2
4,10,QUICHE,4
4,10,RABINAL,1
4,10,RAHPOPACHIH,1
4,10,RAHTZALAMACHIH,1
4,10,SEMEJANTEALRAYO,1
4,10,SENORDELOSAHAUQUICHE,1
4,10,SENORDELOSDENIHAIB,1
4,10,SENORES,6
4,10,TAL,1
4,10,TAMUB,1
4,10,TZOLOHCKEESTOS,1
4,10,UNAODOSTRIBUSNOTRAJERONELTRIBUTO,1
4,10,UTZAMACHIH,1
4,10,UVILA,1
4,10,VAHXALAHUH,1
4,10,XAHBAQUIEH,1
4,10,XEBALAX,1
4,10,XECAMAX,1
4,10,XELAHUH,1
4,10,XOYABAH,1
4,10,YHABIENDOCELEBRADOCONSEJOTODOSLOSSENORES,2
4,10,ZACCABAHA,2
4,10,ZACULEU,2
4,10,ZAQUIYA,1
4,10,ZIYAHA,1
4,11,ACATUGLORIA,1
4,11,AHPOP,3
4,11,AHPOPCAMHA,3
4,11,AHPOPYELAHPOPCAMHA,1
4,11,AHTZICVINAC,2
4,11,ASIPERMANECIANDELANOCHECERALAMADRUGADA,1
4,11,AVILIX,2
4,11,AVUIX,1
4,11,AYUNABAN,2
4,11,CAHBAHA,1
4,11,CAVEC,1
4,11,CAVIZIMAH,1
4,11,CONCEDELESBUENOSCAMINOS,1
4,11,CORAZONDELATIERRA,1
4,11,CORAZONDELCIELO,2
4,11,COTUHA,2
4,11,CUMPLIAN,1
4,11,DALES,1
4,11,DEDOSENDOSENTRABAN,1
4,11,DELANTEDESUDIOS,1
4,11,DIOSDELOSAHAUQUICHE,1
4,11,ELGRANEDIFICIODETOHIL,1
4,11,ENVOLTORIODELAMAJESTAD,1
4,11,ESTEERAELPRECIODELAVIDAFELIZ,1
4,11,GALEL,2
4,11,GRANDES,1
4,11,GRANDESSENORES,1
4,11,GUCUMATZ,3
4,11,HACAVITZ,2
4,11,HADAN,1
4,11,HEAQUICOMOAYUNABAN,1
4,11,HEAQUISUSPETICIONESASUDIOS,1
4,11,HURACAN,1
4,11,ILOCAB,1
4,11,LACASAERA,1
4,11,LOSPUEBLOS,1
4,11,MUCHASRAMASDELOSPUEBLOS,1
4,11,NIHAIB,1
4,11,NODERROCHABANLOSDONESDELOSQUELOSALIMENTABANYSOSTENIAN,1
4,11,NOSEANHERIDOS,1
4,11,NUEVEHOMBRESAYUNABANYOTROSNUEVEHARIANSACRIFICIOSYQUEMABANINCIENSO,1
4,11,OHDIOS,1
4,11,POPOLVUH,1
4,11,QUENO,1
4,11,QUENOCAIGAN,1
4,11,QUENOENCUENTRENDESGRACIANIINFORTUNIO,1
4,11,QUENOSECAIGANENLABAJADA,1
4,11,QUICAB,1
4,11,QUICABYCAVIZIMAH,1
4,11,QUICHE,3
4,11,SABIAN,1
4,11,SENORES,6
4,11,SENORESDELQUICHE,1
4,11,TAMUB,1
4,11,TIERRATU,1
4,11,TOHIL,3
4,11,TRECEHOMBRESMASAYUNABAN,1
4,11,TUHALAHA,1
4,11,TZIQUINAHA,1
4,11,TZUTUHA,1
4,11,UCHABAHA,1
4,11,UNSOLOFUEELORIGENDESUTRADICION,1
4,11,YAFUESENDIECISIETEHOMBRESLOSQUEHACIANELSACRIFICIO,1
4,11,YLOSREYES,1
4,12,AHAUAHGUCUMATZR,1
4,12,AHAUAHPOP,1
4,12,AHAUAHTOHIL,1
4,12,AHAUAHTZICVINAC,1
4,12,AHAUAVILIX,1
4,12,AHAUCOTUHA,1
4,12,AHAUGALEL,3
4,12,AHAUGALELCAMHA,1
4,12,AHAUQUICHE,2
4,12,AHPOP,2
4,12,AHPOPCAMHA,2
