parte,capit,ord,ent_str,ent_str_norm
2,1,80,Vucub-Hunahpú,VUCUBHUNAHPU
2,1,81,Lo que deseaban los de Xibalbá,LOQUEDESEABANLOSDEXIBALBA
2,1,82,Hun-Hunahpú,HUNHUNAHPU
2,1,83,Vucub Hunahpú,VUCUBHUNAHPU
2,1,84,Hun-Hunahpú,HUNHUNAHPU
2,1,85,Vucub-Hunahpú,VUCUBHUNAHPU
2,1,87,Xibalbá,XIBALBA
2,1,88,Hun-Hunahpú,HUNHUNAHPU
2,1,89,Hunbatz,HUNBATZ
2,1,90,Chouén,CHOUEN
2,1,91,Hunbatz,HUNBATZ
2,1,92,Hunchouén,HUNCHOUEN
2,1,93,Hunahpú,HUNAHPU
2,1,94,Ixbalanqué,IXBALANQUE
2,2,0,Hun-Camé,HUNCAME
2,2,1,Vucub-Camé,VUCUBCAME
2,2,2,Ahpop Achih,AHPOPACHIH
2,2,3,Hun-Hunahpú,HUNHUNAHPU
2,2,4,Vucub-Hunahpú,VUCUBHUNAHPU
2,2,5,Venid con nosotros,VENIDCONNOSOTROS
2,2,6,Que vengan aquí a jugar a la pelota con nosotros,QUEVENGANAQUIAJUGARALAPELOTACONNOSOTROS
2,2,8,Señores,SENORES
2,2,9,Señores,SENORES
2,2,10,Y estos mensajeros eran buhos,YESTOSMENSAJEROSERANBUHOS
2,2,11,Chabi-Tucur,CHABITUCUR
2,2,12,Hu-racán-Tucur,HURACANTUCUR
2,2,13,Caquix-Tucur,CAQUIXTUCUR
2,2,14,Holom-Tucur,HOLOMTUCUR
2,2,15,Xibalbá,XIBALBA
2,2,16,Chabi-Tucur,CHABITUCUR
2,2,17,Hura-cán-Tucur,HURACANTUCUR
2,2,18,Caquix- Tucur,CAQUIXTUCUR
2,2,19,Holom-Tucur,HOLOMTUCUR
2,2,20,Los cuatro mensajeros tenían la dignidad de Ahpop-Achih,LOSCUATROMENSAJEROSTENIANLADIGNIDADDEAHPOPACHIH
2,2,21,Xibalbá,XIBALBA
2,2,22,Hun-Hunahpú,HUNHUNAHPU
2,2,23,Vucub- Hunahpú,VUCUBHUNAHPU
2,2,24,Nim-Xob Carchah,NIMXOBCARCHAH
2,2,25,Hun-Camé,HUNCAME
2,2,26,Vucub-Camé,VUCUBCAME
2,2,27,Ahalpuh,AHALPUH
2,2,28,Ahalganá,AHALGANA
2,2,29,Chamiabac,CHAMIABAC
2,2,30,Chamiaho-lom,CHAMIAHOLOM
2,2,31,Xiquiripat,XIQUIRIPAT
2,2,32,Cuchumaquic,CUCHUMAQUIC
2,2,33,Ahalmez,AHALMEZ
2,2,34,Ahaltoco,AHALTOCO
2,2,35,Xic,XIC
2,2,36,Señores,SENORES
2,2,37,Señores Hun-Came,SENORESHUNCAME
2,2,38,Vucub-Camé ?,VUCUBCAME
2,2,39,Señores,SENORES
2,2,40,Aguardadnos,AGUARDADNOS
2,2,41,Nos vamos,NOSVAMOS
2,2,42,Los mensajeros del Señor,LOSMENSAJEROSDELSENOR
2,2,43,Hunbatz,HUNBATZ
2,2,44,Hun-chouén,HUNCHOUEN
2,2,45,Ixmu-cané,IXMUCANE
2,2,46,Hun-Hunahpú,HUNHUNAHPU
2,2,47,Vucub- Hunahpú,VUCUBHUNAHPU
2,2,48,Hun-Hunahpú,HUNHUNAHPU
2,2,49,Vucub-Hunahpú,VUCUBHUNAHPU
2,2,50,Xibalbá,XIBALBA
2,2,51,Nu zivan cul,NUZIVANCUL
2,2,52,Cuzivan,CUZIVAN
2,2,53,Los jícaros,LOSJICAROS
2,2,54,De estos cuatro caminos,DEESTOSCUATROCAMINOS
2,2,55,Y el camino negro,YELCAMINONEGRO
2,2,56,Los llevaron por el camino de Xibalbá,LOSLLEVARONPORELCAMINODEXIBALBA
2,2,57,Señores de,SENORESDE
2,2,58,Xibalbá,XIBALBA
2,2,60,Xibalbá,XIBALBA
2,2,62,Hun-Camé,HUNCAME
2,2,63,Vucub-Camé ?,VUCUBCAME
2,2,65,Señores,SENORES
2,2,66,Xibalbá,XIBALBA
2,2,67,Señores,SENORES
2,2,68,Hun-Hunahpú,HUNHUNAHPU
2,2,69,Vucub-Hunahpú,VUCUBHUNAHPU
2,2,70,Hun-Camé,HUNCAME
2,2,71,Vucub-Camé,VUCUBCAME
2,2,72,Ya vinisteis,YAVINISTEIS
2,2,73,Mañana preparad la máscara,MANANAPREPARADLAMASCARA
2,2,74,Venid,VENID
2,2,75,Los de Xibalbá,LOSDEXIBALBA
2,2,76,Señores,SENORES
2,2,77,Xibalbá,XIBALBA
2,2,78,Idos,IDOS
2,2,79,Casa Oscura,CASAOSCURA
2,2,80,No había más que tinieblas,NOHABIAMASQUETINIEBLAS
2,2,81,Señores,SENORES
2,2,82,Xibalbá,XIBALBA
2,2,83,Sacrifiquémoslos,SACRIFIQUEMOSLOS
2,2,84,Señores,SENORES
2,2,86,zaquitoc,ZAQUITOC
2,2,87,Xibalbá,XIBALBA
2,2,88,Su ocote,SUOCOTE
2,2,89,Xibalbá,XIBALBA
2,2,90,Hun-Hunahpú,HUNHUNAHPU
2,2,91,Vucub-Hunahpú,VUCUBHUNAHPU
2,2,92,Casa Oscura,CASAOSCURA
2,2,93,Hun-Camé,HUNCAME
2,2,94,Vucub-Camé,VUCUBCAME
2,2,95,Señores,SENORES
2,2,96,Hun- Hunahpú,HUNHUNAHPU
2,2,97,Vucub-Hunahpú,VUCUBHUNAHPU
2,2,98,"Al entrar , el ocote",ALENTRARELOCOTE
2,2,99,Señores,SENORES
2,2,100,Así les dijeron .,ASILESDIJERON
2,2,101,Su ocote,SUOCOTE
2,2,102,Los castigos de Xíbalbá,LOSCASTIGOSDEXIBALBA
2,2,103,El primero era la Casa Oscura,ELPRIMEROERALACASAOSCURA
2,2,104,Quequma-ha,QUEQUMAHA
2,2,105,El segundo la Casa,ELSEGUNDOLACASA
2,2,106,Xuxulim-ha,XUXULIMHA
2,2,107,Un viento frío e insoportable,UNVIENTOFRIOEINSOPORTABLE
2,2,108,El tercero era la Casa de los tigres,ELTERCEROERALACASADELOSTIGRES
2,2,109,Balami-ha,BALAMIHA
2,2,110,Los tigres,LOSTIGRES
2,2,111,Zotzí-ha,ZOTZIHA
2,2,112,Casa de los murciélagos,CASADELOSMURCIELAGOS
2,2,113,Dentro de esta casa,DENTRODEESTACASA
2,2,114,Los murciélagos estaban encerrados,LOSMURCIELAGOSESTABANENCERRADOS
2,2,115,El quinto se llamaba la,ELQUINTOSELLAMABALA
2,2,116,Casa de las Navajas,CASADELASNAVAJAS
2,2,117,Chayinha,CHAYINHA
2,2,118,Xibalbá,XIBALBA
2,2,119,Hun-Hunahpú,HUNHUNAHPU
2,2,120,Vucub- Hunahpú,VUCUBHUNAHPU
2,2,121,Hun- Hunahpú,HUNHUNAHPU
2,2,122,Vucub-Hu-nahpú,VUCUBHUNAHPU
2,2,123,Hun-Camé,HUNCAME
2,2,124,Vucub-Camé,VUCUBCAME
2,2,125,Señor,SENOR
2,2,126,Hoy será el fin de vuestros días,HOYSERAELFINDEVUESTROSDIAS
2,2,127,Ahora moriréis,AHORAMORIREIS
2,2,130,Hun-Camé,HUNCAME
2,2,131,Vucub- Camé,VUCUBCAME
2,2,132,Pucbal-Chah,PUCBALCHAH
2,2,133,Hun-Hunahpú,HUNHUNAHPU
2,2,134,Llevad la cabeza,LLEVADLACABEZA
2,2,135,Hun-Camé,HUNCAME
2,2,136,Vucub-Camé,VUCUBCAME
2,2,137,Y habiendo ido a ponerla cabeza en el árbol,YHABIENDOIDOAPONERLACABEZAENELARBOL
2,2,138,Hun-Hunahpú,HUNHUNAHPU
2,2,139,Hun-Hunahpú,HUNHUNAHPU
2,2,140,Con admiración,CONADMIRACION
2,2,141,Hun-Camé,HUNCAME
2,2,142,Vu-cub-Camé,VUCUBCAME
2,2,143,El fruto redondo estaba en todas partes,ELFRUTOREDONDOESTABAENTODASPARTES
2,2,144,Hun-Hunahpú,HUNHUNAHPU
2,2,145,Xibalbá,XIBALBA
2,2,146,A juicio de aquellos,AJUICIODEAQUELLOS
2,2,147,Hun-Hunahpú,HUNHUNAHPU
2,2,148,Y los Señores,YLOSSENORES
2,2,149,Xibalbá,XIBALBA
2,2,150,Xibalbá,XIBALBA
2,2,151,Hun-Hunahpú,HUNHUNAHPU
2,3,0,Señor,SENOR
2,3,1,Cuchumaquic,CUCHUMAQUIC
2,3,2,Llegaron,LLEGARON
2,3,3,Señor,SENOR
2,3,4,El nombre del padre,ELNOMBREDELPADRE
2,3,5,Cuchumaquic,CUCHUMAQUIC
2,3,6,Ixquic,IXQUIC
2,3,7,A continuación se puso en camino ella sola,ACONTINUACIONSEPUSOENCAMINOELLASOLA
2,3,8,Pucbal-Chah,PUCBALCHAH
2,3,9,Ah !,AH
2,3,10,Así dijo la cabeza de,ASIDIJOLACABEZADE
2,3,11,Hun-Hunahpú,HUNHUNAHPU
2,3,12,Bien,BIEN
2,3,13,Miróse,MIROSE
2,3,14,Ahora mi cabeza,AHORAMICABEZA
2,3,15,Así es la cabeza de los grandes príncipes,ASIESLACABEZADELOSGRANDESPRINCIPES
2,3,16,Y cuando mueren espántanse los hombres a causa de los huesos,YCUANDOMUERENESPANTANSELOSHOMBRESACAUSADELOSHUESOS
2,3,17,Así es también la naturaleza de los hijos,ASIESTAMBIENLANATURALEZADELOSHIJOS
2,3,18,Señor,SENOR
2,3,19,Señor,SENOR
2,3,20,Sube,SUBE
2,3,21,Confía en mi palabra,CONFIAENMIPALABRA
2,3,22,Hun- Hunahpú,HUNHUNAHPU
2,3,23,Vucub-Hunahpú,VUCUBHUNAHPU
2,3,24,Huracán,HURACAN
2,3,25,Chipi-Caculhá,CHIPICACULHA
2,3,26,Raxa- Caculhá,RAXACACULHA
2,3,27,Volvióse,VOLVIOSE
2,3,28,Hunahpú,HUNAHPU
2,3,29,Ixbalanqué,IXBALANQUE
2,3,30,Cuchumaquic,CUCHUMAQUIC
2,3,31,Al instante,ALINSTANTE
2,3,32,Reuniéronse,REUNIERONSE
2,3,33,Señores Hun-Camé,SENORESHUNCAME
2,3,34,Vucub-Camé,VUCUBCAME
2,3,35,Cuchumaquic,CUCHUMAQUIC
2,3,36,Mi hija está preñada,MIHIJAESTAPRENADA
2,3,37,Señores,SENORES
2,3,38,Cuchumaquic,CUCHUMAQUIC
2,3,39,Señores,SENORES
2,3,40,Oblígala,OBLIGALA
2,3,41,Señores,SENORES
2,3,42,Llevadla,LLEVADLA
2,3,43,Ahpop Achih,AHPOPACHIH
2,3,44,Señores,SENORES
2,3,45,Los cuatro mensajeros tomaron la jicara,LOSCUATROMENSAJEROSTOMARONLAJICARA
2,3,46,Hun-Hunahpú,HUNHUNAHPU
2,3,47,Pucbal-Chah,PUCBALCHAH
2,3,48,Traedme,TRAEDME
2,3,49,Señores,SENORES
2,3,50,Después,DESPUES
2,3,51,Hun-Camé,HUNCAME
2,3,52,Vucub-Camé,VUCUBCAME
2,3,53,Recoged el producto de este árbol,RECOGEDELPRODUCTODEESTEARBOL
2,3,54,El jugo rojo brotó del árbol,ELJUGOROJOBROTODELARBOL
2,3,55,Llamábase Árbol rojo de grana,LLAMABASEARBOLROJODEGRANA
2,3,56,Árbol de la Sangre,ARBOLDELASANGRE
2,3,57,Allá en la tierra seréis amados y tendréis lo que os,ALLAENLATIERRASEREISAMADOSYTENDREISLOQUEOS
2,3,59,Señores,SENORES
2,3,60,Señores,SENORES
2,3,61,Hun-Camé,HUNCAME
2,3,62,Señores,SENORES
2,3,63,Aquí está el corazón,AQUIESTAELCORAZON
2,3,64,Hun-Camé,HUNCAME
2,3,65,Y cogiéndolo con los dedos,YCOGIENDOLOCONLOSDEDOS
2,3,66,Atizad,ATIZAD
2,3,67,Hun-Camé,HUNCAME
2,3,68,Xibalbá,XIBALBA
2,3,69,Señores,SENORES
2,3,70,Por la doncella,PORLADONCELLA
2,4,1,Hunbatz,HUNBATZ
2,4,2,Hunchouén,HUNCHOUEN
2,4,3,Ixquic,IXQUIC
2,4,4,Ixquic,IXQUIC
2,4,5,Hunbatz,HUNBATZ
2,4,6,Hunchouén,HUNCHOUEN
2,4,7,Hunahpú,HUNAHPU
2,4,8,Ixbalanqué,IXBALANQUE
2,4,9,Al llegar la mujer ante la anciana,ALLLEGARLAMUJERANTELAANCIANA
2,4,11,Xibalbá,XIBALBA
2,4,12,Hunbatz,HUNBATZ
2,4,13,Hunchouén,HUNCHOUEN
2,4,14,Hun-Hunahpú,HUNHUNAHPU
2,4,15,Hun-Hunahpú,HUNHUNAHPU
2,4,16,Vucub-Hunahpú,VUCUBHUNAHPU
2,4,17,Hunbatz,HUNBATZ
2,4,18,Hunchouén,HUNCHOUEN
2,4,19,Luego agregó la abuela : —,LUEGOAGREGOLAABUELA
2,4,22,Hunbatz,HUNBATZ
2,4,23,Hunchouén,HUNCHOUEN
2,4,24,El camino,ELCAMINO
2,4,25,Chahal,CHAHAL
2,4,26,Ixcanil,IXCANIL
2,4,27,Ixcacau,IXCACAU
2,4,28,Chahal,CHAHAL
2,4,29,Hunbaíz,HUNBAIZ
2,4,30,Hunchouén,HUNCHOUEN
2,4,31,Volvióse,VOLVIOSE
2,4,32,Iré,IRE
2,4,33,La vieja,LAVIEJA
2,4,34,Veré,VERE
2,5,1,Hunahpú,HUNAHPU
2,5,2,Ixbalanqué,IXBALANQUE
2,5,3,Ixquic,IXQUIC
2,5,4,Hunahpú,HUNAHPU
2,5,5,Ixbalanqué,IXBALANQUE
2,5,6,Allá en el monte,ALLAENELMONTE
2,5,8,Luego los quitaron de ese lugar,LUEGOLOSQUITARONDEESELUGAR
2,5,10,Hunbatz,HUNBATZ
2,5,11,Hunchouén,HUNCHOUEN
2,5,12,Deseábanlo,DESEABANLO
2,5,13,Hunbatz,HUNBATZ
2,5,14,Hunchouén,HUNCHOUEN
2,5,15,Hunbatz,HUNBATZ
2,5,16,Hunchouén,HUNCHOUEN
2,5,17,Xibalbá,XIBALBA
2,5,18,Grandes sabios,GRANDESSABIOS
2,5,19,Hunbatz,HUNBATZ
2,5,20,Hunchouén,HUNCHOUEN
2,5,22,Hunahpú,HUNAHPU
2,5,23,Ixbalanqué,IXBALANQUE
2,5,24,Hunbatz,HUNBATZ
2,5,25,Hunchouén,HUNCHOUEN
2,5,26,No les daban de comer,NOLESDABANDECOMER
2,5,27,Hunbatz,HUNBATZ
2,5,28,Hunchouén,HUNCHOUEN
2,5,29,Traían,TRAIAN
2,5,30,Hunbatz,HUNBATZ
2,5,31,Hunchouén,HUNCHOUEN
2,5,32,Hunahpú,HUNAHPU
2,5,33,Ixbalanqué,IXBALANQUE
2,5,34,La sola ocupación de,LASOLAOCUPACIONDE
2,5,35,Hunbatz,HUNBATZ
2,5,36,Hunchouén,HUNCHOUEN
2,5,37,Hunahpú,HUNAHPU
2,5,38,Ixbalanqué,IXBALANQUE
2,5,39,Hunahpú,HUNAHPU
2,5,40,Ixbalanqué,IXBALANQUE
2,5,41,Consultaron,CONSULTARON
2,5,42,Hunbatz,HUNBATZ
2,5,43,Hunchouén,HUNCHOUEN
2,5,44,Así iban diciendo entre ellos mientras,ASIIBANDICIENDOENTREELLOSMIENTRAS
2,5,45,Canté Iban,CANTEIBAN
2,5,46,No era posible contar los pájaros,NOERAPOSIBLECONTARLOSPAJAROS
2,5,47,Nuestros pájaros,NUESTROSPAJAROS
2,5,48,Hunbatz,HUNBATZ
2,5,49,Hunchouén,HUNCHOUEN
2,5,50,Desgraciados de nosotros,DESGRACIADOSDENOSOTROS
2,5,51,Hunahpú,HUNAHPU
2,5,52,Ixbalanqué,IXBALANQUE
2,5,53,Desatad vuestros calzones,DESATADVUESTROSCALZONES
2,5,54,Así les dijeron sus hermanos menores,ASILESDIJERONSUSHERMANOSMENORES
2,5,55,Hunbatz Hunchouén,HUNBATZHUNCHOUEN
2,5,56,Hunahpú,HUNAHPU
2,5,57,Ixbalanqué,IXBALANQUE
2,5,58,Volviéronse,VOLVIERONSE
2,5,59,No hagáis semejante cosa a vuestros hermanos,NOHAGAISSEMEJANTECOSAAVUESTROSHERMANOS
2,5,60,Hunahpú,HUNAHPU
2,5,61,Ixbalanqué,IXBALANQUE
2,5,63,Volveréis,VOLVEREIS
2,5,64,Hunahpú-Qoy,HUNAHPUQOY
2,5,65,Hunaphú-Qoy,HUNAPHUQOY
2,5,66,Por fin,PORFIN
2,5,67,Hunbatz,HUNBATZ
2,5,68,Hunchouén,HUNCHOUEN
2,5,69,Hunahpú,HUNAHPU
2,5,70,Ixbalanqué,IXBALANQUE
2,5,71,Hunbatz Hunchouén,HUNBATZHUNCHOUEN
2,5,72,Hunahpú,HUNAHPU
2,5,73,Ixbalanqué,IXBALANQUE
2,5,74,La abuela contuvo la risa,LAABUELACONTUVOLARISA
2,5,75,Los muchachos,LOSMUCHACHOS
2,5,76,Pero no os aflijáis,PERONOOSAFLIJAIS
2,5,77,Hunbatz,HUNBATZ
2,5,78,Hunchouén,HUNCHOUEN
2,5,79,Hunahpú,HUNAHPU
2,5,80,Ixbalanqué,IXBALANQUE
2,5,81,Invocábanlos,INVOCABANLOS
2,5,82,De esta manera sufrieron sus corazones,DEESTAMANERASUFRIERONSUSCORAZONES
2,5,83,Hunbatz,HUNBATZ
2,5,84,Hunchouén,HUNCHOUEN
2,6,0,Lo primero que harían,LOPRIMEROQUEHARIAN
2,6,2,Hunahpú,HUNAHPU
2,6,3,Ixbalanqué,IXBALANQUE
2,6,4,Al salir de su casa,ALSALIRDESUCASA
2,6,5,"Esta bien , nietos míos",ESTABIENNIETOSMIOS
2,6,6,Y al hundir el azadón en la tierra,YALHUNDIRELAZADONENLATIERRA
2,6,7,De la misma manera clavaban el hacha en el tronco de los árboles,DELAMISMAMANERACLAVABANELHACHAENELTRONCODELOSARBOLES
2,6,8,Lo que había arrancado el azadón,LOQUEHABIAARRANCADOELAZADON
2,6,9,No se podía contar las zarzas ni las espinas,NOSEPODIACONTARLASZARZASNILASESPINAS
2,6,10,Ixmucur,IXMUCUR
2,6,11,Hunahpú,HUNAHPU
2,6,12,Ixbalanqué,IXBALANQUE
2,6,13,"Esta bien , contestó",ESTABIENCONTESTO
2,6,14,Ixmucur,IXMUCUR
2,6,15,Quién,QUIEN
2,6,16,Sin duda,SINDUDA
2,6,18,Y a continuación,YACONTINUACION
2,6,19,Nuestro,NUESTRO
2,6,20,"Así lo hallamos cuando llegamos hace un rato , abuela",ASILOHALLAMOSCUANDOLLEGAMOSHACEUNRATOABUELA
2,6,21,Reuniéronse,REUNIERONSE
2,6,22,"Levantaos árboles ! ¡ Levantaos , bejucos !",LEVANTAOSARBOLESLEVANTAOSBEJUCOS
2,6,23,Hunahpú,HUNAHPU
2,6,24,Ixbalanqué,IXBALANQUE
2,6,25,La cola del venado,LACOLADELVENADO
2,6,26,El gato de monte,ELGATODEMONTE
2,6,27,Todos los animales,TODOSLOSANIMALES
2,6,28,Hunahpú,HUNAHPU
2,6,29,Ixbalanqué,IXBALANQUE
2,6,30,Hunahpú,HUNAHPU
2,6,31,Ixbalanqué,IXBALANQUE
2,6,32,Y vuestro oficio,YVUESTROOFICIO
2,6,33,Soltadme,SOLTADME
2,6,34,Sabréis,SABREIS
2,6,35,Hun-Hunahpú,HUNHUNAHPU
2,6,36,Vucub-Hunahpú,VUCUBHUNAHPU
2,6,37,Xibalbá,XIBALBA
2,6,38,"Sin embargo , vuestra abuela",SINEMBARGOVUESTRAABUELA
2,6,39,Lo sabes con certeza ?,LOSABESCONCERTEZA
2,6,40,Y sus corazones,YSUSCORAZONES
2,6,41,chile,CHILE
2,6,42,tuyo,TUYO
2,6,43,Hunahpú,HUNAHPU
2,6,44,Ixbalanqué,IXBALANQUE
2,6,45,Magnífico,MAGNIFICO
2,6,46,Hunahpú,HUNAHPU
2,6,47,Ixbalanqué,IXBALANQUE
2,6,48,Y al punto,YALPUNTO
2,6,51,Pusiéronse,PUSIERONSE
2,6,52,chile,CHILE
2,6,53,Al ver esto en su chilmol,ALVERESTOENSUCHILMOL
2,6,54,Xan,XAN
2,6,55,Xan,XAN
2,6,56,Nos cansamos,NOSCANSAMOS
2,6,57,Mirad,MIRAD
2,6,58,Al instante lo taparon y juntos,ALINSTANTELOTAPARONYJUNTOS
2,7,0,Y oyéndolos,YOYENDOLOS
2,7,1,Señores,SENORES
2,7,2,Xibalbá,XIBALBA
2,7,3,Quiénes,QUIENES
2,7,4,Hun- Hunahpú,HUNHUNAHPU
2,7,5,Vucub-Hu-nahpú,VUCUBHUNAHPU
2,7,6,Hun-Camé,HUNCAME
2,7,7,Vucub-Camé,VUCUBCAME
2,7,8,Señores,SENORES
2,7,9,Señores,SENORES
2,7,10,Señores,SENORES
2,7,11,Y éstos vinieron entonces por el camino ancho de los muchachos,YESTOSVINIERONENTONCESPORELCAMINOANCHODELOSMUCHACHOS
2,7,12,Comiendo,COMIENDO
2,7,13,Xibalbá,XIBALBA
2,7,14,Señores,SENORES
2,7,15,Xibalbá,XIBALBA
2,7,16,Xibalbá,XIBALBA
2,7,17,Ixmucané,IXMUCANE
2,7,18,Y los mensajeros,YLOSMENSAJEROS
2,7,19,Xibalbá,XIBALBA
2,7,20,Lo cogió y,LOCOGIOY
2,7,21,Hijo,HIJO
2,7,22,Xibalbá,XIBALBA
2,7,24,Tamazul,TAMAZUL
2,7,25,Tamazul,TAMAZUL
2,7,26,Y el sapo,YELSAPO
2,7,27,Zaquicaz,ZAQUICAZ
2,7,28,Tamazul ?,TAMAZUL
2,7,29,Zaquicaz,ZAQUICAZ
2,7,30,Veo que no caminas aprisa .,VEOQUENOCAMINASAPRISA
2,7,31,No llegaré yo más pronto ?,NOLLEGAREYOMASPRONTO
2,7,32,Zaquicaz,ZAQUICAZ
2,7,33,Iba,IBA
2,7,34,Vac,VAC
2,7,35,Y al llegar el gavilán,YALLLEGARELGAVILAN
2,7,36,Hunahpú,HUNAHPU
2,7,37,Ixbalanqué,IXBALANQUE
2,7,38,"Al llegar , el gavilán",ALLLEGARELGAVILAN
2,7,39,Traigo,TRAIGO
2,7,40,Curadme,CURADME
2,7,41,Lotzquic,LOTZQUIC
2,7,42,Habla tú,HABLATU
2,7,44,Los muchachos,LOSMUCHACHOS
2,7,45,Eres un mentiroso,ERESUNMENTIROSO
2,7,46,Probó de nuevo,PROBODENUEVO
2,7,47,El piojo estaba pegado a los dientes del sapo,ELPIOJOESTABAPEGADOALOSDIENTESDELSAPO
2,7,49,Hun-Camé,HUNCAME
2,7,50,Vucub-Camé,VUCUBCAME
2,7,51,Xibalbá,XIBALBA
2,7,52,Señores,SENORES
2,7,53,Por eso he venido yo .,PORESOHEVENIDOYO
2,7,54,Porque de verdad,PORQUEDEVERDAD
2,7,55,Y yéndose al instante,YYENDOSEALINSTANTE
2,7,56,Pero ahí queda la señal,PEROAHIQUEDALASENAL
2,7,57,Muertos son !,MUERTOSSON
2,7,58,Hunahpú,HUNAHPU
2,7,59,Ixbalanqué,IXBALANQUE
2,8,0,Xibalbá,XIBALBA
2,8,1,Molay,MOLAY
2,8,2,Xibalbá,XIBALBA
2,8,3,Xibalbá,XIBALBA
2,8,4,Xan,XAN
2,8,5,Pícalos,PICALOS
2,8,6,Picó,PICO
2,8,7,Picó,PICO
2,8,8,Hun-Camé,HUNCAME
2,8,9,Hun-Camé,HUNCAME
2,8,10,Señores,SENORES
2,8,11,Vucub-Camé ?,VUCUBCAME
2,8,12,Ay ! ¡ Ay !,AYAY
2,8,13,Xiquiripat,XIQUIRIPAT
2,8,14,Vucub-Camé,VUCUBCAME
2,8,15,Cuchumaquic,CUCHUMAQUIC
2,8,16,Xiquiripat,XIQUIRIPAT
2,8,17,Ahalpuh,AHALPUH
2,8,18,Cuchumaquic,CUCHUMAQUIC
2,8,19,Ahalcaná,AHALCANA
2,8,20,Ahalpuh,AHALPUH
2,8,21,Quées,QUEES
2,8,22,Chamiabac,CHAMIABAC
2,8,23,Ahalcaná,AHALCANA
2,8,24,Chamiabac,CHAMIABAC
2,8,25,Ahalcaná,AHALCANA
2,8,26,Chamiaholom ?,CHAMIAHOLOM
2,8,27,Chamiabac,CHAMIABAC
2,8,28,Chamiaholom,CHAMIAHOLOM
2,8,29,Patán ?,PATAN
2,8,30,Quicxic ?,QUICXIC
2,8,31,Patán,PATAN
2,8,32,Quicrixcac,QUICRIXCAC
2,8,33,Todos acabaron de decir su nombre cuando los picó un pelo de la pierna de,TODOSACABARONDEDECIRSUNOMBRECUANDOLOSPICOUNPELODELAPIERNADE
2,8,34,Hunahpú,HUNAHPU
2,8,35,Hunahpú,HUNAHPU
2,8,36,Ixbalanque,IXBALANQUE
2,8,37,Xibalbá,XIBALBA
2,8,38,Saludad al Señor,SALUDADALSENOR
2,8,39,Ese no es Señor,ESENOESSENOR
2,8,40,Hun-Camé ! ¡ Salud,HUNCAMESALUD
2,8,41,Vucub-Camé ! ¡ Salud,VUCUBCAMESALUD
2,8,42,Xiquipat ! ¡ Salud,XIQUIPATSALUD
2,8,43,Cuchumaquic ! ¡ Salud,CUCHUMAQUICSALUD
2,8,44,Ahal- puh ! ¡ Salud,AHALPUHSALUD
2,8,45,Ahalcaná ! ¡ Salud,AHALCANASALUD
2,8,46,Chamiaholom ! ¡ Salud,CHAMIAHOLOMSALUD
2,8,47,Quicxic ! ¡ Salud,QUICXICSALUD
2,8,48,Patán ! ¡ Salud,PATANSALUD
2,8,49,Quiere ! ¡ Salud,QUIERESALUD
2,8,50,Quicrixcac,QUICRIXCAC
2,8,51,Y enseñando todos la cara,YENSENANDOTODOSLACARA
2,8,52,Sentaos,SENTAOS
2,8,53,Hunahpú,HUNAHPU
2,8,54,Ixbalanque,IXBALANQUE
2,8,55,Casa Oscura,CASAOSCURA
2,8,56,Y allí tampoco fueron vencidos,YALLITAMPOCOFUERONVENCIDOS
2,9,0,Xibalbá,XIBALBA
2,9,1,Xibalbá,XIBALBA
2,9,2,Casa Oscura,CASAOSCURA
2,9,3,Hun-Camé,HUNCAME
2,9,4,Señor,SENOR
2,9,5,Señor,SENOR
2,9,6,Toda la noche,TODALANOCHE
2,9,7,Perdidos,PERDIDOS
2,9,8,Pero el ocote,PEROELOCOTE
2,9,9,Señores,SENORES
2,9,11,Lueg,LUEG
2,9,12,Señores,SENORES
2,9,13,Hun-Camé,HUNCAME
2,9,14,Vucub-Camé,VUCUBCAME
2,9,15,Contadnos,CONTADNOS
2,9,16,Xibalbá,XIBALBA
2,9,17,Xibalbá,XIBALBA
2,9,19,Usaremos,USAREMOS
2,9,20,Xibalbá,XIBALBA
2,9,21,Xibalbá,XIBALBA
2,9,22,Vaya,VAYA
2,9,23,Xibalbá,XIBALBA
2,9,24,Xibalbá,XIBALBA
2,9,25,Hunahpú,HUNAHPU
2,9,26,Xibalbá,XIBALBA
2,9,27,Hunahpú,HUNAHPU
2,9,28,Xibalbá,XIBALBA
2,9,29,Hunahpú,HUNAHPU
2,9,30,Ixbalanqué,IXBALANQUE
2,9,32,Eso era precisamente lo que querían que les pasara a los muchachos,ESOERAPRECISAMENTELOQUEQUERIANQUELESPASARAALOSMUCHACHOS
2,9,33,Xibalbá,XIBALBA
2,9,34,No os marchéis,NOOSMARCHEIS
2,9,35,Xibalbá,XIBALBA
2,9,36,Y lastimados por sus derrotas,YLASTIMADOSPORSUSDERROTAS
2,9,37,Xibalbá,XIBALBA
2,9,38,Así dijeron los muchachos .,ASIDIJERONLOSMUCHACHOS
2,9,39,Xibalbá,XIBALBA
2,9,40,Un ramo de chipilín colorado,UNRAMODECHIPILINCOLORADO
2,9,41,Carinimac,CARINIMAC
2,9,42,Xibalbá,XIBALBA
2,9,43,Y sus corazones estaban tranquilos,YSUSCORAZONESESTABANTRANQUILOS
2,9,44,Los de,LOSDE
2,9,45,Xibalbá,XIBALBA
