parte,capit,ord,ent_str,ent_str_norm
3,5,68,No queremos dinero,NOQUEREMOSDINERO
3,5,69,Balam-Quitzé y Balam-Acab,BALAMQUITZEYBALAMACAB
3,5,71,Tohil,TOHIL
3,5,72,Balam- Quitzé,BALAMQUITZE
3,5,73,Balam-Acab,BALAMACAB
3,5,74,Mahucutah,MAHUCUTAH
3,5,75,Iqui-Balam,IQUIBALAM
3,5,76,Bueno ! ¿ Querrán,BUENOQUERRAN
3,5,77,Quieren sus corazones,QUIERENSUSCORAZONES
3,5,78,Tohil,TOHIL
3,5,79,Tohil,TOHIL
3,5,80,Decidles,DECIDLES
3,5,81,Esto os,ESTOOS
3,5,82,Balam-Quitzé,BALAMQUITZE
3,5,83,Balam-Acab,BALAMACAB
3,5,84,Mahucutah,MAHUCUTAH
3,5,85,Iqui-Balam,IQUIBALAM
3,5,86,Tohil,TOHIL
3,5,87,Tohil,TOHIL
3,6,0,Zotzü,ZOTZU
3,6,1,El dios de los cakchiqueles,ELDIOSDELOSCAKCHIQUELES
3,6,2,Chamalcán,CHAMALCAN
3,6,3,No pidieron el fuego los cakchiqueles,NOPIDIERONELFUEGOLOSCAKCHIQUELES
3,6,4,Tohil,TOHIL
3,6,5,Tohil,TOHIL
3,6,6,Balam-Quitzé,BALAMQUITZE
3,6,7,Balam-Acab,BALAMACAB
3,6,8,Mahucutah,MAHUCUTAH
3,6,9,Iqui-Balam,IQUIBALAM
3,6,10,Allá en Tulán-Zuiva,ALLAENTULANZUIVA
3,6,11,Turnábanse para ver la grande estrella,TURNABANSEPARAVERLAGRANDEESTRELLA
3,6,12,Icoquih,ICOQUIH
3,6,13,Icoquih,ICOQUIH
3,6,14,Oriente,ORIENTE
3,6,15,Tulán-Zuiva,TULANZUIVA
3,6,17,Tohil,TOHIL
3,6,18,A Tulán,ATULAN
3,6,19,Oriente,ORIENTE
3,6,21,Tohil,TOHIL
3,6,22,Balam-Quitzé,BALAMQUITZE
3,6,23,Balam-Acab,BALAMACAB
3,6,24,Mahucutah,MAHUCUTAH
3,6,25,Iqui-Balam,IQUIBALAM
3,6,26,Dios,DIOS
3,6,27,Tulán,TULAN
3,6,28,Tulán,TULAN
3,6,29,Esta señal de la aurora,ESTASENALDELAAURORA
3,6,30,Oriente,ORIENTE
3,7,0,Llaman hoy día a esta montaña Chi-Pixab,LLAMANHOYDIAAESTAMONTANACHIPIXAB
3,7,1,Reuniéronse,REUNIERONSE
3,7,2,QuichéY,QUICHEY
3,7,3,Ta-mub,TAMUB
3,7,4,Y a los,YALOS
3,7,5,Uocab,UOCAB
3,7,6,Ilocab,ILOCAB
3,7,7,Y estos tres,YESTOSTRES
3,7,8,Gagchecjueleb,GAGCHECJUELEB
3,7,9,Asimismo a los de Rabi-nal,ASIMISMOALOSDERABINAL
3,7,10,Tziquinahá,TZIQUINAHA
3,7,11,Allá,ALLA
3,7,12,Y sus corazones estaban afligidos,YSUSCORAZONESESTABANAFLIGIDOS
3,7,13,No está bien claro,NOESTABIENCLARO
3,7,14,Por esta razón,PORESTARAZON
3,7,15,Piedras en hilera,PIEDRASENHILERA
3,7,16,Arenas,ARENAS
3,7,17,Y sus corazones,YSUSCORAZONES
3,7,18,Chi-Pixab,CHIPIXAB
3,7,19,Tohil,TOHIL
3,7,20,Avilix,AVILIX
3,7,21,Hacavitz,HACAVITZ
3,7,22,Un ayuno completo,UNAYUNOCOMPLETO
3,7,23,Balam-Quitzé,BALAMQUITZE
3,7,24,Cahá-Paluma,CAHAPALUMA
3,7,25,Así lo hacían también Balam-Acab,ASILOHACIANTAMBIENBALAMACAB
3,7,26,Chomihá,CHOMIHA
3,7,27,Mahucutah,MAHUCUTAH
3,7,28,Tzununihá,TZUNUNIHA
3,7,29,Iqui-Balam,IQUIBALAM
3,7,30,Caquixahá,CAQUIXAHA
3,7,32,Chi-Pixab,CHIPIXAB
3,8,1,Tohil,TOHIL
3,8,2,Avilix,AVILIX
3,8,3,Hacavitz,HACAVITZ
3,8,4,Balam-Quitzé,BALAMQUITZE
3,8,5,Balam-Acab,BALAMACAB
3,8,6,Mahucutahelqui-Balam,MAHUCUTAHELQUIBALAM
3,8,8,Ponednos,PONEDNOS
3,8,9,"Nos marcharemos , iremos en busca de los bosques",NOSMARCHAREMOSIREMOSENBUSCADELOSBOSQUES
3,8,10,A continuación cada uno tomó y,ACONTINUACIONCADAUNOTOMOY
3,8,12,Avilix,AVILIX
3,8,13,Euabal-Ziván,EUABALZIVAN
3,8,14,Pavüix,PAVUIX
3,8,15,Balam-Acab,BALAMACAB
3,8,16,El primero que dejaron así fue,ELPRIMEROQUEDEJARONASIFUE
3,8,17,Hacavitz,HACAVITZ
3,8,18,Hacavitz,HACAVITZ
3,8,19,Hacavitz,HACAVITZ
3,8,20,Mahucutah,MAHUCUTAH
3,8,21,No estuvo Hacavitz,NOESTUVOHACAVITZ
3,8,22,Hacavitz,HACAVITZ
3,8,23,Balam-Quitzé,BALAMQUITZE
3,8,24,Tohil,TOHIL
3,8,25,Balam-Quitzé,BALAMQUITZE
3,8,26,Patohil .,PATOHIL
3,8,27,Tohil,TOHIL
3,8,28,Gran cantidad de culebras,GRANCANTIDADDECULEBRAS
3,8,29,"Juntos estaban Balam-Quitzé , Balam-Acab",JUNTOSESTABANBALAMQUITZEBALAMACAB
3,8,30,Mahucutah,MAHUCUTAH
3,8,31,Iqui-Balam,IQUIBALAM
3,8,32,Hacavitz,HACAVITZ
3,8,33,Tamub,TAMUB
3,8,34,de los Ilocab,DELOSILOCAB
3,8,35,Amac-Tan,AMACTAN
3,8,36,Tamub,TAMUB
3,8,37,Amac-Uquincat,AMACUQUINCAT
3,8,38,Rabinal,RABINAL
3,8,39,Cakchiqueles,CAKCHIQUELES
3,8,40,Tziquinahá,TZIQUINAHA
3,8,41,Juntos,JUNTOS
3,8,42,Icoquih,ICOQUIH
3,8,43,Juntos,JUNTOS
3,8,44,Balam-Quitzé,BALAMQUITZE
3,8,45,Balam-Acab,BALAMACAB
3,8,46,Mahucutah,MAHUCUTAH
3,8,47,Iqui-Balam,IQUIBALAM
3,8,48,No dormían,NODORMIAN
3,8,49,Hasta allí habían llegado .,HASTAALLIHABIANLLEGADO
3,8,50,Primeramente,PRIMERAMENTE
3,8,51,Tohil,TOHIL
3,8,52,Avilix,AVILIX
3,8,53,Hacavitz .,HACAVITZ
3,8,55,Tranquilos,TRANQUILOS
3,8,56,Balam-Quitzé,BALAMQUITZE
3,8,57,Balam-Acab,BALAMACAB
3,8,58,Mahucutah,MAHUCUTAH
3,8,59,Iqui-Balam,IQUIBALAM
3,8,60,No sentían ansiedad en su pecho por los dioses,NOSENTIANANSIEDADENSUPECHOPORLOSDIOSES
3,8,61,Tulán-Zuiva,TULANZUIVA
3,8,62,Oriente,ORIENTE
3,8,63,Zaquiribal Pa-Tofri,ZAQUIRIBALPATOFRI
3,8,64,P'Avilix,PAVILIX
3,8,65,Hacavitz,HACAVITZ
3,9,0,Grandemente,GRANDEMENTE
3,9,1,Balam-Quitzé,BALAMQUITZE
3,9,2,Balam-Acab,BALAMACAB
3,9,3,Mahucutah,MAHUCUTAH
3,9,4,Iqui-Balam,IQUIBALAM
3,9,5,Estrella de la mañana,ESTRELLADELAMANANA
3,9,6,Oriente,ORIENTE
3,9,7,El incienso,ELINCIENSO
3,9,8,Balam-Quitzé,BALAMQUITZE
3,9,9,Mixtán-Pom,MIXTANPOM
3,9,10,Balam-Acab,BALAMACAB
3,9,11,Cavíztán-Pom,CAVIZTANPOM
3,9,12,Mahucutah,MAHUCUTAH
3,9,13,Cahauü'Pom,CAHAUUPOM
3,9,14,Los tres tenían su incienso,LOSTRESTENIANSUINCIENSO
3,9,15,Lo quemaron y en seguida,LOQUEMARONYENSEGUIDA
3,9,16,Oriente,ORIENTE
3,9,17,Lloraban,LLORABAN
3,9,18,Alegráronse,ALEGRARONSE
3,9,19,Quektzú,QUEKTZU
3,9,21,Los sacerdotes y sacrificadores estaban arrodillados,LOSSACERDOTESYSACRIFICADORESESTABANARRODILLADOS
3,9,22,Tamub,TAMUB
3,9,23,Tziquinahá,TZIQUINAHA
3,9,24,Tuhalhá,TUHALHA
3,9,25,Ucliabahá,UCLIABAHA
3,9,26,Quibahá,QUIBAHA
3,9,27,Batená,BATENA
3,9,28,Yaqui Tepeu,YAQUITEPEU
3,9,29,Semejante a un hombre,SEMEJANTEAUNHOMBRE
3,9,31,No era ciertamente el mismo sol que nosotros,NOERACIERTAMENTEELMISMOSOLQUENOSOTROS
3,9,32,Tohil,TOHIL
3,9,33,Avilix,AVILIX
3,9,34,Hacavitz,HACAVITZ
3,9,35,Todos,TODOS
3,9,36,Tal vez no estaríamos vivos nosotros,TALVEZNOESTARIAMOSVIVOSNOSOTROS
3,9,37,Balam-Quitzé,BALAMQUITZE
3,9,38,Balam-Acab,BALAMACAB
3,9,39,Mahucutah,MAHUCUTAH
3,9,40,Iqui-Balam,IQUIBALAM
3,9,41,Grandemente,GRANDEMENTE
3,9,42,Y no eran muchos los hombres,YNOERANMUCHOSLOSHOMBRES
3,9,43,Hacavitz,HACAVITZ
3,9,44,Oriente,ORIENTE
3,9,45,Allá,ALLA
3,9,46,Balam-Quitzé,BALAMQUITZE
3,9,47,Balam-Acab,BALAMACAB
3,9,48,Mahucutah,MAHUCUTAH
3,9,49,Iqui-Balam,IQUIBALAM
3,9,50,Camacú,CAMACU
3,9,51,Tulán,TULAN
3,9,52,estaán,ESTAAN
3,9,53,Porque en verdad,PORQUEENVERDAD
3,9,54,Tohil,TOHIL
3,9,55,Yolcuat Quit-zakuat,YOLCUATQUITZAKUAT
3,9,56,Tulán,TULAN
3,9,57,Zuiva,ZUIVA
3,9,58,México,MEXICO
3,9,59,Oriente,ORIENTE
3,9,60,Tepeu Olimán,TEPEUOLIMAN
3,9,61,Gran aflicción sentían en sus corazones,GRANAFLICCIONSENTIANENSUSCORAZONES
3,9,62,Hacavitz,HACAVITZ
3,9,63,Tamub,TAMUB
3,9,64,llocab,LLOCAB
3,9,65,Amac-Tan,AMACTAN
3,9,66,Tamub,TAMUB
3,9,67,Tohil,TOHIL
3,9,68,Huntoh,HUNTOH
3,9,69,Quiché,QUICHE
3,9,71,Tulán-Zuiva,TULANZUIVA
3,9,72,Tzotzihá Chimalcán,TZOTZIHACHIMALCAN
3,9,73,Ahpozotzil,AHPOZOTZIL
3,9,74,Ahpoxá,AHPOXA
3,9,75,Tulán,TULAN
3,9,76,Tulán,TULAN
3,9,77,Y estando juntas les amaneció y les,YESTANDOJUNTASLESAMANECIOYLES
3,10,0,Balam-Quitzé,BALAMQUITZE
3,10,1,Balam-Acab,BALAMACAB
3,10,2,Mahucutah,MAHUCUTAH
3,10,3,Iqui-Balam,IQUIBALAM
3,10,4,Lloraban,LLORABAN
3,10,5,Tohil,TOHIL
3,10,6,Avilix,AVILIX
3,10,7,Hacavitz,HACAVITZ
3,10,8,Tohil,TOHIL
3,10,9,Avilix,AVILIX
3,10,10,Iban,IBAN
3,10,11,Ellos estaban en la espesura,ELLOSESTABANENLAESPESURA
3,10,12,Tohü,TOHU
3,10,13,No traían grandes presentes,NOTRAIANGRANDESPRESENTES
3,10,14,noh,NOH
3,10,15,Tohil,TOHIL
3,10,16,Y ellos,YELLOS
3,10,18,Vuestras,VUESTRAS
3,10,19,Cuidad de vuestra ciudad,CUIDADDEVUESTRACIUDAD
3,10,20,Dadnos,DADNOS
3,10,21,Venid,VENID
3,10,22,Quedaos,QUEDAOS
3,10,23,manifestaréis,MANIFESTAREIS
3,10,24,Tohil,TOHIL
3,10,25,Tampoco os,TAMPOCOOS
3,10,27,Tohil,TOHIL
3,10,28,Avüix,AVUIX
3,10,29,Hacavitz,HACAVITZ
3,10,30,Apariencia,APARIENCIA
3,10,31,Tohil,TOHIL
3,10,32,Avilix,AVILIX
3,10,33,Y cuando la sangre,YCUANDOLASANGRE
3,10,34,Los símbolos de cada uno estaban allá,LOSSIMBOLOSDECADAUNOESTABANALLA
4,1,1,Balam-Quitzé,BALAMQUITZE
4,1,2,Balam-Acab,BALAMACAB
4,1,3,Mahu-cutah,MAHUCUTAH
4,1,4,Iqui-Balam,IQUIBALAM
4,1,5,Quieren,QUIEREN
4,1,6,Algo desean sus corazones,ALGODESEANSUSCORAZONES
4,1,7,Algo,ALGO
4,1,8,Tohil,TOHIL
4,1,9,Avilix,AVILIX
4,1,10,Hacavitz,HACAVITZ
4,1,11,Tohil,TOHIL
4,1,12,Avilix,AVILIX
4,1,13,Hacavitz,HACAVITZ
4,1,14,Sólo la sangre de los venados,SOLOLASANGREDELOSVENADOS
4,1,15,Pidámosles,PIDAMOSLES
4,1,16,Tohil,TOHIL
4,1,17,Avilix,AVILIX
4,1,18,Hacavitz,HACAVITZ
4,1,19,Tohil,TOHIL
4,1,20,Avilix,AVILIX
4,1,21,Hacavitz,HACAVITZ
4,1,22,Alegrábanse,ALEGRABANSE
4,1,23,"Pazilib , untada de sangre",PAZILIBUNTADADESANGRE
4,1,24,Tohil,TOHIL
4,1,25,Avilix,AVILIX
4,1,26,Hacavitz,HACAVITZ
4,2,0,Vuc Amag,VUCAMAG
4,2,1,Balam-Quitzé,BALAMQUITZE
4,2,2,Balam-Acab,BALAMACAB
4,2,3,Mahucutah,MAHUCUTAH
4,2,4,Iqui-Balam,IQUIBALAM
4,2,5,Cogían,COGIAN
4,2,6,Tohil,TOHIL
4,2,7,Avilix,AVILIX
4,2,8,Ya eran muchos los hombres,YAERANMUCHOSLOSHOMBRES
4,2,9,Tohil,TOHIL
4,2,10,Avilix,AVILIX
4,2,12,Sólo eran pisadas defieras,SOLOERANPISADASDEFIERAS
4,2,13,No estaban claras las primeras huellas,NOESTABANCLARASLASPRIMERASHUELLAS
4,2,14,Y sus corazones,YSUSCORAZONES
4,2,15,Tohil,TOHIL
4,2,16,Avilix,AVILIX
4,2,17,Hacavitz,HACAVITZ
4,2,18,Así comenzó el rapto de la gente cuando los brujos,ASICOMENZOELRAPTODELAGENTECUANDOLOSBRUJOS
4,2,19,Tohil,TOHIL
4,2,20,Avilix,AVILIX
4,2,21,Hacavitz,HACAVITZ
4,2,22,Tohil,TOHIL
4,2,23,Avilix,AVILIX
4,2,24,Hacavitz,HACAVITZ
4,2,25,Baño de Tohil,BANODETOHIL
4,2,26,Ba-lam-Quitzé,BALAMQUITZE
4,2,27,Balam-Acab,BALAMACAB
4,2,28,Mahucutah,MAHUCUTAH
4,2,29,Iqui-Balam,IQUIBALAM
4,2,30,Tohil,TOHIL
4,2,31,Avilix,AVILIX
4,2,32,Hacavitz,HACAVITZ
4,2,33,Reuniéronse todos,REUNIERONSETODOS
4,2,34,"Y dijeron , preguntándose los unos a los otros : — ¿ Cómo haremos para vencer a los quichés de Cavec",YDIJERONPREGUNTANDOSELOSUNOSALOSOTROSCOMOHAREMOSPARAVENCERALOSQUICHESDECAVEC
4,2,35,Tohil,TOHIL
4,2,36,Avilix,AVILIX
4,2,37,Hacavitz,HACAVITZ
4,2,38,Tohil,TOHIL
4,2,39,Y los Cavec,YLOSCAVEC
4,2,40,Tohil,TOHIL
4,2,41,Avilix,AVILIX
4,2,42,Hacavitz,HACAVITZ
4,2,43,Como ellos tienen aspecto de muchachos,COMOELLOSTIENENASPECTODEMUCHACHOS
4,2,44,desnudaos,DESNUDAOS
4,2,45,Y cuando os pregunten : “ ¿ De dónde venís,YCUANDOOSPREGUNTENDEDONDEVENIS
4,2,46,Señores,SENORES
4,2,47,Y si no os entregáis,YSINOOSENTREGAIS
4,2,48,Después nuestro corazón,DESPUESNUESTROCORAZON
4,2,49,Cuando tengáis la prenda,CUANDOTENGAISLAPRENDA
4,2,51,Así dijeron los Señores,ASIDIJERONLOSSENORES
4,2,52,He aquí los nombres de éstas,HEAQUILOSNOMBRESDEESTAS
4,2,53,Ixtah,IXTAH
4,2,54,Ixpuch,IXPUCH
4,2,55,Ixtah,IXTAH
4,2,56,Ixpuch,IXPUCH
4,2,57,Tohil,TOHIL
4,2,58,Avilix,AVILIX
4,2,59,Hacavitz,HACAVITZ
4,2,60,Marcháronse,MARCHARONSE
4,2,61,Tohil,TOHIL
4,2,62,Señores,SENORES
4,2,63,Ya,YA
4,2,64,Tohil,TOHIL
4,2,65,Avilix,AVILIX
4,2,66,Hacavitz,HACAVITZ
4,2,67,Tohil,TOHIL
4,2,68,Tohil,TOHIL
4,2,69,Señores,SENORES
4,2,70,Tohil,TOHIL
4,2,71,Señores,SENORES
4,2,74,Tohil,TOHIL
4,2,75,Tohil,TOHIL
4,2,76,Avilix,AVILIX
4,2,77,Hacavitz,HACAVITZ
4,2,78,Ixtah,IXTAH
4,2,79,Ixpuch,IXPUCH
4,2,80,Esperad un poco y luego se la daréis a los Señores,ESPERADUNPOCOYLUEGOSELADAREISALOSSENORES
4,2,81,Balam-Quitzé,BALAMQUITZE
4,2,82,Balam- Acab,BALAMACAB
4,2,83,Mahucutah,MAHUCUTAH
4,2,84,Iqui-Balam,IQUIBALAM
4,2,85,Pintad,PINTAD
4,2,86,Dádselas,DADSELAS
4,2,87,Balam-Quitzé,BALAMQUITZE
4,2,88,Balam-Acab,BALAMACAB
4,2,89,Mahucutah,MAHUCUTAH
4,2,90,Primero,PRIMERO
4,2,91,Balam-Quitzé,BALAMQUITZE
4,2,92,Luego Balam-Acab,LUEGOBALAMACAB
4,2,93,Mahucutah,MAHUCUTAH
4,2,95,Ixtah,IXTAH
4,2,96,Ixpuch,IXPUCH
4,2,97,Balam- Quitzé,BALAMQUITZE
4,2,98,Balam-Acab,BALAMACAB
4,2,99,Mahucutah,MAHUCUTAH
4,2,100,Señores : “ En verdad,SENORESENVERDAD
4,2,101,Tohil,TOHIL
4,2,102,Ellas se,ELLASSE
4,2,103,Señores,SENORES
4,2,104,Le visteis la cara,LEVISTEISLACARA
4,2,105,Tohil,TOHIL
4,2,106,Ixtah,IXTAH
4,2,107,Ixpuch,IXPUCH
4,2,108,Señores,SENORES
4,2,109,Extendieron,EXTENDIERON
4,2,110,Nada,NADA
4,2,111,Señor,SENOR
4,2,112,Señor,SENOR
4,2,113,El Señor,ELSENOR
4,2,114,Señor,SENOR
4,2,115,Al instante le picaron las carnes los zánganos y las aspas,ALINSTANTELEPICARONLASCARNESLOSZANGANOSYLASASPAS
4,2,116,el Señor,ELSENOR
4,2,117,Mahucutah,MAHUCUTAH
4,2,119,Señores,SENORES
4,2,120,Ixtah,IXTAH
4,2,121,Ixpuch,IXPUCH
4,2,122,Todos los pueblos,TODOSLOSPUEBLOS
4,2,123,Tohil,TOHIL
4,2,125,Tohil,TOHIL
4,2,126,Ixtah,IXTAH
4,2,127,Ixpuch,IXPUCH
4,2,128,Balam-Quitzé,BALAMQUITZE
4,2,129,Balam-Acab Mahucutah,BALAMACABMAHUCUTAH
4,2,130,Balam,BALAM
4,3,0,En verdad grande,ENVERDADGRANDE
4,3,1,No somos acaso numerosos ? Que,NOSOMOSACASONUMEROSOSQUE
4,3,3,Y armáronse todos los pueblos,YARMARONSETODOSLOSPUEBLOS
4,3,4,Balam-Quitzé,BALAMQUITZE
4,3,5,Balam-Acab,BALAMACAB
4,3,6,Mahucutah,MAHUCUTAH
4,3,7,Iqui-Balam,IQUIBALAM
4,3,8,Hacavitz,HACAVITZ
4,3,9,Era pequeña la cumbre del monte,ERAPEQUENALACUMBREDELMONTE
4,3,10,No era posible contar la riqueza de sus armas,NOERAPOSIBLECONTARLARIQUEZADESUSARMAS
4,3,11,Tohil,TOHIL
4,3,12,Tonillo,TONILLO
4,3,13,Balam-Quitzé,BALAMQUITZE
4,3,14,Balam- Acab,BALAMACAB
4,3,15,Mahucutah,MAHUCUTAH
4,3,16,Balam-Quitzé,BALAMQUITZE
4,3,17,Balam-Acab,BALAMACAB
4,3,18,Mahucutah,MAHUCUTAH
4,3,19,Quedáronse,QUEDARONSE
4,3,20,Hiriéronlo,HIRIERONLO
4,3,21,Entremos por la fuerza,ENTREMOSPORLAFUERZA
4,3,22,Balarn-Quitzé,BALARNQUITZE
4,3,23,Balam-Acab,BALAMACAB
4,3,24,Mahucutah,MAHUCUTAH
4,3,25,Iqui-Balam,IQUIBALAM
4,3,26,Tohil,TOHIL
4,3,27,Nos matarán ?,NOSMATARAN
4,3,28,Tohil,TOHIL
4,3,29,No tengáis miedo,NOTENGAISMIEDO
4,3,30,Balam-Quitzé,BALAMQUITZE
4,3,31,Balam-Acab Mahucutah,BALAMACABMAHUCUTAH
4,3,32,Iqui-Balam,IQUIBALAM
4,3,33,Encerraron,ENCERRARON
4,3,34,La ciudad,LACIUDAD
4,3,36,Las tribus eran muy numerosas,LASTRIBUSERANMUYNUMEROSAS
4,3,37,Baíam-Quitzé,BAIAMQUITZE
4,3,38,Balam-Acab,BALAMACAB
4,3,39,Mahucutah,MAHUCUTAH
4,3,40,Hacaviíz,HACAVIIZ
4,4,0,Balam-Quitzé,BALAMQUITZE
4,4,1,Balam-Acab,BALAMACAB
4,4,2,Mahucutah,MAHUCUTAH
4,4,3,Iqui-Balam,IQUIBALAM
4,4,4,Las tribus no se componían de dieciséis mil,LASTRIBUSNOSECOMPONIANDEDIECISEISMIL
4,4,5,Sólo pensaban en los esfuerzos,SOLOPENSABANENLOSESFUERZOS
4,4,6,Poco,POCO
4,4,7,Directamente,DIRECTAMENTE
4,4,8,Balam-Quitzé,BALAMQUITZE
4,4,9,Sus mujeres,SUSMUJERES
4,4,10,Sólo una parte regresó y todas las tribus echaron a correr.-Pero,SOLOUNAPARTEREGRESOYTODASLASTRIBUSECHARONACORRERPERO
4,4,11,Entonces,ENTONCES
4,4,12,Humilláronse,HUMILLARONSE
4,4,13,Balam-Quitzé,BALAMQUITZE
4,4,14,Balam-Acab,BALAMACAB
4,4,15,Mahucutah,MAHUCUTAH
4,4,16,Tened,TENED
4,4,18,Hacavitz,HACAVITZ
4,4,19,"Y ahora cantaremos la muerte de Balam-Quitzé , Balam-Acab",YAHORACANTAREMOSLAMUERTEDEBALAMQUITZEBALAMACAB
4,4,20,Mahucutah,MAHUCUTAH
4,4,21,Iqui-Balam,IQUIBALAM
4,5,0,No estaban enfermos,NOESTABANENFERMOS
4,5,1,Baíam-Quitzé,BAIAMQUITZE
4,5,2,Qocaib,QOCAIB
4,5,3,Qocavib,QOCAVIB
4,5,4,Balam-Quitzé,BALAMQUITZE
4,5,5,Cavec,CAVEC
4,5,6,Balam-Acab,BALAMACAB
4,5,7,Qoacul,QOACUL
4,5,8,Qoacutec,QOACUTEC
4,5,9,Balam-Acab,BALAMACAB
4,5,10,Nihaib,NIHAIB
4,5,11,Mahucutah,MAHUCUTAH
4,5,12,Qoahau,QOAHAU
4,5,13,Iqui-Balam,IQUIBALAM
4,5,14,Ellos,ELLOS
4,5,16,Estaban juntos los cuatro,ESTABANJUNTOSLOSCUATRO
4,5,17,Camucú,CAMUCU
4,5,18,"Y vosotras también que vinisteis de nuestra lejana Patria , ¡ oh es posas nuestras !",YVOSOTRASTAMBIENQUEVINISTEISDENUESTRALEJANAPATRIAOHESPOSASNUESTRAS
4,5,20,Nuestro Señor de los Venados,NUESTROSENORDELOSVENADOS
4,5,21,Pensad,PENSAD
4,5,22,Volveréis,VOLVEREIS
4,5,23,Estas palabras,ESTASPALABRAS
4,5,24,Balam-Quitzé,BALAMQUITZE
4,5,25,Este será vuestro poder .,ESTESERAVUESTROPODER
4,5,26,Yo me despido lleno de tristeza,YOMEDESPIDOLLENODETRISTEZA
4,5,27,Pizom-Gogal,PIZOMGOGAL
4,5,29,Hacavitz,HACAVITZ
4,5,32,Era el recuerdo de sus padres,ERAELRECUERDODESUSPADRES
4,5,33,Señores,SENORES
4,5,34,Balam-Quitzé,BALAMQUITZE
4,5,35,Cavec,CAVEC
4,5,36,Qocaib,QOCAIB
4,5,37,Qocavib,QOCAVIB
4,5,38,Hacavitz,HACAVITZ
4,5,39,Envoltorio,ENVOLTORIO
4,5,40,Jamás,JAMAS
4,5,41,Envoltorio de Grandeza,ENVOLTORIODEGRANDEZA
4,5,42,Así fue pues la desaparición y fin de Balam-Quitzé Balam-Acab,ASIFUEPUESLADESAPARICIONYFINDEBALAMQUITZEBALAMACAB
4,5,43,Mahucutah,MAHUCUTAH
4,5,44,Iqui-Balam,IQUIBALAM
4,6,0,Oriente,ORIENTE
4,6,1,Vamos al Oriente,VAMOSALORIENTE
4,6,2,Así dijeron cuando se pusieron en camino los tres hijos,ASIDIJERONCUANDOSEPUSIERONENCAMINOLOSTRESHIJOS
4,6,3,Qocaib,QOCAIB
4,6,4,Balam-Quitzé,BALAMQUITZE
4,6,5,Cavec,CAVEC
4,6,6,Qoacutec,QOACUTEC
4,6,7,Balam-Acab,BALAMACAB
4,6,8,Nihaib,NIHAIB
4,6,9,Qoahau,QOAHAU
4,6,10,Mahucutah,MAHUCUTAH
4,6,11,Ahau-Quiché,AHAUQUICHE
4,6,12,Despidiéronse de todos,DESPIDIERONSEDETODOS
4,6,13,hermanosy,HERMANOSY
4,6,14,Oriente,ORIENTE
4,6,15,Señor,SENOR
4,6,16,Rey del Oriente,REYDELORIENTE
4,6,17,Señor Nacxit,SENORNACXIT
4,6,18,Ahpop,AHPOP
4,6,19,Nacxit,NACXIT
4,6,20,tatam,TATAM
4,6,21,Todo esto trajeron los que vinieron cuando,TODOESTOTRAJERONLOSQUEVINIERONCUANDO
4,6,22,pinturas de Tulán,PINTURASDETULAN
4,6,23,Hacavitz,HACAVITZ
4,6,24,Tamub,TAMUB
4,6,25,Ilocab,ILOCAB
4,6,26,Qocaib,QOCAIB
4,6,27,Qoacutec,QOACUTEC
4,6,28,Qoahau,QOAHAU
4,6,29,Alegráronse los de Rabinal,ALEGRARONSELOSDERABINAL
4,6,30,Tziquinahá,TZIQUINAHA
4,6,32,Y estaban allí en,YESTABANALLIEN
4,6,33,Hacavitz,HACAVITZ
4,6,34,Oriente,ORIENTE
4,6,35,Balam-Quitzé,BALAMQUITZE
4,6,36,Balam-Acab,BALAMACAB
4,6,37,Mahucutah,MAHUCUTAH
4,6,38,Viniéronse,VINIERONSE
4,6,39,Incontables,INCONTABLES
4,6,40,Así decían los antiguos cuando contaban cómo despoblaron su primera ciudad,ASIDECIANLOSANTIGUOSCUANDOCONTABANCOMODESPOBLARONSUPRIMERACIUDAD
4,6,41,Hacavitz,HACAVITZ
4,6,42,CM-Quix,CMQUIX
4,6,43,Casaron,CASARON
4,6,44,Chi-Quix,CHIQUIX
4,6,45,Chichac,CHICHAC
4,6,46,Humetahá,HUMETAHA
4,6,47,Culbd,CULBD
4,6,48,Cavinal .,CAVINAL
4,6,49,Y examinaban los cerros,YEXAMINABANLOSCERROS
4,6,50,Ya eran muertos los que habían ido al Oriente,YAERANMUERTOSLOSQUEHABIANIDOALORIENTE
4,6,51,Ya eran viejos,YAERANVIEJOS
4,6,53,He aquí el nombre de la ciudad,HEAQUIELNOMBREDELACIUDAD
4,7,0,Conaché,CONACHE
4,7,1,Beleheb-Queh el Galel-Ahau,BELEHEBQUEHELGALELAHAU
4,7,2,Enseguida,ENSEGUIDA
4,7,3,Cotuhá,COTUHA
4,7,4,Ahpop,AHPOP
4,7,5,Ahpop-Camhá,AHPOPCAMHA
4,7,6,Izmachí,IZMACHI
4,7,7,tres Casas,TRESCASAS
4,7,8,Izmachí,IZMACHI
4,7,10,veinticuatro Casas,VEINTICUATROCASAS
4,7,11,Casas,CASAS
4,7,12,Casa grande de los Cavec,CASAGRANDEDELOSCAVEC
4,7,13,Casa grande de los Nihaib,CASAGRANDEDELOSNIHAIB
4,7,14,Ahau-Quiché,AHAUQUICHE
4,7,15,Sólo dos tenían Casas,SOLODOSTENIANCASAS
4,7,16,Tamub,TAMUB
4,7,17,Izmachí,IZMACHI
