term_str,n,p,i,h,n_chars,df,dfidf,z,dp,di,dh,stop,tfidf_mean
flauta,8,0.00022353237028137137,12.127228612736653,0.0027108281567490913,6,3,11.81579836600757,0.6524615045982772,0.06521739130434782,3.9385994553358565,0.2568651818697298,False,0.004931530568319837
flautas,2,5.5883092570342844e-05,14.127228612736653,0.0007894732243279585,7,2,9.047123912114026,0.09949153607349615,0.043478260869565216,4.523561956057013,0.19667660678508753,False,0.0020236113334921773
flautistas,2,5.5883092570342844e-05,14.127228612736653,0.0007894732243279585,10,2,9.047123912114026,0.09949153607349615,0.043478260869565216,4.523561956057013,0.19667660678508753,False,0.001148399957681059
flecha,1,2.7941546285171422e-05,15.127228612736653,0.00042267815844915067,6,1,5.523561956057013,-0.6042473745073142,0.021739130434782608,5.523561956057013,0.12007743382732637,False,0.0008950327078995584
flechas,5,0.00013970773142585712,12.805300517849291,0.0017889994855750779,7,3,11.81579836600757,0.6524615045982772,0.06521739130434782,3.9385994553358565,0.2568651818697298,False,0.0062696500482848794
flecheros,3,8.382463885551427e-05,13.542266112015497,0.0011351755661249683,9,1,5.523561956057013,-0.6042473745073142,0.021739130434782608,5.523561956057013,0.12007743382732637,False,0.003055204276029303
flores,19,0.000530889379418257,10.879301099293068,0.005775705409108058,6,1,5.523561956057013,-0.6042473745073142,0.021739130434782608,5.523561956057013,0.12007743382732637,False,0.014689675167469255
fondo,11,0.00030735700913688566,11.667796994099357,0.003586179187322723,5,4,14.094247824228052,1.1075219120888318,0.08695652173913043,3.523561956057013,0.3063966918310446,False,0.008220121533877045
forma,4,0.00011176618514068569,13.127228612736653,0.0014671802635152313,5,4,14.094247824228052,1.1075219120888318,0.08695652173913043,3.523561956057013,0.3063966918310446,False,0.0032811111362152402
formacion,6,0.00016764927771102854,12.542266112015497,0.002102701854538908,9,4,14.094247824228052,1.1075219120888318,0.08695652173913043,3.523561956057013,0.3063966918310446,False,0.006122855788953275
formada,1,2.7941546285171422e-05,15.127228612736653,0.00042267815844915067,7,1,5.523561956057013,-0.6042473745073142,0.021739130434782608,5.523561956057013,0.12007743382732637,False,0.0016907823198891855
formado,5,0.00013970773142585712,12.805300517849291,0.0017889994855750779,7,5,16.008169305848252,1.4897774351107225,0.10869565217391304,3.201633861169651,0.34800368056191855,False,0.002165836217898123
formador,27,0.0007544217496996284,10.372341110573185,0.007825119729120008,8,8,20.188495648456104,2.324687773826933,0.17391304347826086,2.523561956057013,0.4388803401838283,False,0.018327005034618513
formadora,1,2.7941546285171422e-05,15.127228612736653,0.00042267815844915067,9,1,5.523561956057013,-0.6042473745073142,0.021739130434782608,5.523561956057013,0.12007743382732637,False,0.0010034188912571365
formadores,3,8.382463885551427e-05,13.542266112015497,0.0011351755661249683,10,2,9.047123912114026,0.09949153607349615,0.043478260869565216,4.523561956057013,0.19667660678508753,False,0.003592185872020042
formados,9,0.00025147391656654277,11.957303611294341,0.0030069499707074537,8,5,16.008169305848252,1.4897774351107225,0.10869565217391304,3.201633861169651,0.34800368056191855,False,
formar,2,5.5883092570342844e-05,14.127228612736653,0.0007894732243279585,6,2,9.047123912114026,0.09949153607349615,0.043478260869565216,4.523561956057013,0.19667660678508753,False,0.0028005818355934507
formaron,1,2.7941546285171422e-05,15.127228612736653,0.00042267815844915067,8,1,5.523561956057013,-0.6042473745073142,0.021739130434782608,5.523561956057013,0.12007743382732637,False,0.0016907823198891855
formaronse,1,2.7941546285171422e-05,15.127228612736653,0.00042267815844915067,10,1,5.523561956057013,-0.6042473745073142,0.021739130434782608,5.523561956057013,0.12007743382732637,False,0.0021065272579794737
formemos,1,2.7941546285171422e-05,15.127228612736653,0.00042267815844915067,8,1,5.523561956057013,-0.6042473745073142,0.021739130434782608,5.523561956057013,0.12007743382732637,False,0.0010034188912571365
formo,3,8.382463885551427e-05,13.542266112015497,0.0011351755661249683,5,2,9.047123912114026,0.09949153607349615,0.043478260869565216,4.523561956057013,0.19667660678508753,False,0.0025903637012285176
