w0,w1,w2,n
seguida,huncame,y,1
seguida,ixbalanque,le,1
seguida,la,fueron,1
seguida,la,joven,1
seguida,la,noticia,1
seguida,le,cayo,1
seguida,le,dio,1
seguida,le,pidieron,1
seguida,les,arrojaron,1
seguida,les,entraron,1
seguida,les,hablaron,1
seguida,les,repartieron,1
seguida,llamaron,a,2
seguida,llamo,,1
seguida,llegaron,a,2
seguida,llegaron,los,2
seguida,lo,amarraron,1
seguida,lo,arrojaron,1
seguida,lo,resucitaron,1
seguida,los,de,1
seguida,los,iban,2
seguida,los,sacrificaron,1
seguida,los,senores,1
seguida,otros,senores,1
seguida,para,la,1
seguida,pidieron,su,1
seguida,por,su,1
seguida,recibieron,el,1
seguida,sacaron,al,1
seguida,salieron,a,1
seguida,se,apodero,1
seguida,se,calentaron,1
seguida,se,fueron,4
seguida,se,hizo,1
seguida,se,interno,1
seguida,se,levantaron,1
seguida,se,lo,1
seguida,se,marcharon,1
seguida,se,pusieron,5
seguida,se,puso,1
seguida,se,seco,1
seguida,se,tranquilizara,1
seguida,subieron,al,1
seguida,tomaron,sus,1
seguida,veian,el,1
seguida,vomito,una,1
seguida,y,dijeron,1
seguida,y,los,1
seguida,y,trajeron,1
seguida,zaquicaz,se,1
seguida,zipacna,dejo,1
seguidos,de,los,1
seguir,las,huellas,1
segun,contaban,,1
segun,cuentan,,1
segun,dicen,en,1
segun,he,oido,1
segun,la,antigua,1
segun,la,variedad,1
segun,lo,que,1
segun,manifiestan,los,1
segun,pensaban,los,1
segun,vuestra,especie,1
segunda,excavacion,para,1
segunda,generacion,,1
segunda,generacion,de,1
segunda,pintura,con,1
segunda,vez,retonaron,1
segundo,,y,1
segundo,balamacab,,1
segundo,de,los,1
segundo,dia,,1
segundo,dios,escondido,1
segundo,era,cabracan,1
segundo,es,chipicaculha,1
segundo,hijo,de,4
segundo,hunchouen,la,1
segundo,ixbalanque,,1
segundo,la,casa,1
segundo,lugar,de,1
segundo,que,estaba,1
segundo,senor,de,1
seguramente,pasaron,sobre,1
seguridad,,dicen,1
seguridad,nos,dareis,1
seguro,,dijeron,1
seguro,vendran,a,1
seis,meses,,1
sembradas,,</s>,2
sembradas,hunahpu,e,1
sembrado,en,el,1
sembrado,en,pucbalchah,1
sembrar,la,milpa,1
sembrar,milpa,,1
sembraremos,,si,1
sembraremos,una,cana,1
sembraron,,</s>,1
sembraron,ellos,las,1
sembraron,en,la,1
sembro,una,,1
semejante,a,la,1
semejante,a,un,1
semejante,al,rayo,1
semejante,cosa,a,1
semejantes,a,la,1
semejantes,de,los,1
senal,de,la,1
senal,de,nuestra,2
senal,de,su,6
senal,de,una,1
senal,de,vuestro,1
senal,que,dejamos,1
senalaban,sus,atribuciones,1
senalaban,susfunciones,huncame,1
senalado,a,cada,1
senalado,y,el,1
senalaron,el,dia,1
senalaron,su,comida,1
sencia,detohily,de,1
senor,,,5
senor,,</s>,10
senor,,al,1
senor,,contestaron,4
senor,,de,1
senor,,del,1
senor,,el,2
senor,,no,1
senor,,nosotros,1
senor,,que,1
senor,,quien,1
senor,,rey,1
senor,,son,1
senor,,y,2
senor,ahalmez,y,1
senor,ahaltocob,,1
senor,chamiahac,y,1
senor,chamiaholom,,1
senor,de,la,3
senor,de,los,5
senor,de,una,3
senor,de,xibalba,1
senor,del,dolor,1
senor,deuna,casa,1
senor,empezo,a,1
senor,han,venido,1
senor,iztayul,,1
senor,la,segunda,1
senor,la,tercera,1
senor,les,dijo,1
senor,llamado,cuchumaquic,1
senor,nacxit,,1
senor,obispo,,1
senor,padre,,1
senor,principal,,1
senor,se,echo,1
senor,se,humillo,1
senor,se,sentia,1
senor,y,los,1
senor,y,todo,1
senora,madre,,2
senora,suegra,,1
senoras,principales,,1
senores,,,4
senores,,</s>,34
senores,,a,1
senores,,ahtzicvinac,1
senores,,aqui,1
senores,,con,1
senores,,contesto,1
senores,,cumplid,1
senores,,cuyos,1
senores,,daba,1
senores,,decidles,1
senores,,desde,1
senores,,dijeron,2
senores,,el,1
senores,,estaban,1
senores,,estos,1
senores,,formaronse,1
senores,,ha,1
senores,,les,2
senores,,mientras,1
senores,,pensando,1
senores,,se,2
senores,,y,4
senores,a,quienes,1
senores,ahpop,achih,1
senores,ahpop,y,1
senores,al,ver,1
senores,con,nuestra,1
senores,cuando,aconsejaron,1
senores,cuando,celebraron,1
senores,cuando,se,1
senores,de,ahauquiche,1
senores,de,cada,3
senores,de,cavec,2
senores,de,estos,1
senores,de,los,5
senores,de,nihaib,1
senores,de,tamub,1
senores,de,xibalba,14
senores,de,zaquic,1
senores,del,quiche,3
senores,dentro,de,1
senores,era,cargar,1
senores,era,el,1
senores,era,que,1
senores,estaban,asombrados,1
senores,huncame,y,3
senores,les,dieron,1
senores,les,senalaban,1
senores,llamados,xic,1
senores,muertos,y,1
senores,por,sus,1
senores,porque,habian,1
senores,prodigiosos,,1
senores,que,componen,1
senores,que,enviaban,1
senores,que,estaban,1
senores,que,los,1
senores,que,siguen,1
senores,que,sucedieron,1
senores,que,vengais,1
senores,que,vengamos,1
senores,reprendieron,a,1
senores,se,alegraron,1
senores,se,llenaban,1
senores,se,pusieron,1
senores,tuvo,sucesion,1
senores,y,antepasados,1
senores,y,asimismo,1
senores,y,contra,1
senores,y,existieron,1
senores,y,hombres,1
senores,y,sus,1
senorio,,</s>,2
senorio,,sino,1
senorio,del,ahpop,1
senorio,del,rey,1
senorio,por,balamquitze,1
sentado,,</s>,1
sentado,,les,1
sentado,,pero,1
sentado,cuando,lo,2
sentado,en,el,1
sentado,en,primer,1
sentados,,,3
sentados,,</s>,1
sentados,cuando,a,1
sentados,cuando,lo,2
sentados,en,las,1
sentados,en,su,1
sentados,era,huncame,1
sentados,eran,solamente,1
sentados,primero,y,1
sentadosay,,,2
sentaos,aqui,,1
sentaran,en,el,1
sentaron,junto,a,1
sentaros,en,nuestro,1
sentencia,,la,1
sentia,grandes,ganas,1
sentia,muy,bien,1
sentia,ya,,1
sentian,a,las,1
sentian,ansiedad,en,1
sentian,como,si,1
sentian,cuando,les,1
sentian,dolor,ni,1
sentian,en,sus,1
sentian,hunbatz,y,1
sentian,los,de,1
sentian,los,dientes,1
sentian,muy,dulce,1
sentian,nada,,1
sentian,que,ya,1
sentian,temor,y,1
sentido,eran,reyes,1
sentimos,nada,,1
sentimos,perfectamente,y,1
sentir,el,olor,1
sentir,en,nuestra,1
sepan,que,los,1
separada,su,cabeza,1
separadas,cuando,aparecieron,1
separado,,decian,1
separado,,en,1
separado,en,el,1
separamos,,alla,1
separamos,alla,en,1
separaron,,algunas,1
separaron,porque,era,1
septima,generacion,de,1
septima,sucesion,del,1
septimo,sentado,cuando,1
sepultaremos,,</s>,1
sepultura,sino,que,1
ser,,,1
ser,,el,1
ser,,la,1
ser,,sino,1
ser,a,sus,1
ser,aquellos,a,1
ser,aqui,vuestra,1
ser,asi,,1
ser,comidos,y,1
ser,creado,,1
ser,de,tohil,1
ser,destruidos,segun,1
ser,destruidos,y,1
ser,el,jefe,1
ser,ellos,tambien,1
ser,formado,,1
ser,hombres,probareis,1
ser,invocados,,1
ser,muy,sabios,1
ser,orgulloso,de,1
ser,para,que,1
ser,que,este,1
ser,recordados,sobre,1
ser,sabrosos,los,1
ser,vencidos,por,1
ser,vistas,y,1
ser,y,cuidaban,1
sera,,,1
sera,,</s>,1
sera,,abuela,1
sera,,dijeron,1
sera,,dijo,1
sera,bueno,arrojar,1
sera,bueno,que,2
sera,cierto,,1
sera,de,ellos,1
sera,el,fin,1
sera,el,fuego,1
sera,el,que,1
sera,la,comida,1
sera,la,dignidad,2
sera,la,prueba,1
sera,la,que,1
sera,la,sabiduria,1
sera,la,senal,1
sera,mas,tarde,1
sera,mentira,,1
sera,nuestra,ida,1
sera,nuestra,manera,1
sera,nuestro,dios,1
sera,nuestro,simbolo,1
sera,para,vosotros,1
sera,porque,mi,1
sera,rebajada,la,1
sera,su,perdicion,1
sera,tambien,,1
sera,terminada,,1
sera,tu,nombre,2
sera,una,prueba,1
sera,vuestra,condicion,1
sera,vuestra,suerte,1
sera,vuestro,agradecimiento,1
sera,vuestro,poder,1
seran,ciertamente,vuestros,1
seran,como,nuestros,1
seran,destruidos,,1
seran,en,seguida,1
seran,esos,demonios,1
seran,las,carnes,1
seran,los,barrancos,1
seran,nuestra,gloriay,1
seran,nuestras,montanas,1
seran,tambien,,1
seran,tohil,y,1
seran,trituradas,,1
sere,grande,ahora,1
sereis,amados,y,1
sereis,cambiados,porque,1
sereis,destruidos,,1
sereis,invocados,,1
sereis,llamados,por,1
sereis,los,primeros,1
sereis,sacrificados,,1
seres,,que,1
seres,creados,y,1
seres,deificados,,1
seres,maravillosos,,1
seres,obedientes,,1
seres,sobre,naturales,1
seria,bueno,que,1
seria,el,principio,1
seria,posible,enumerar,1
seria,su,ruina,1
seria,una,desgracia,1
serpiente,,siete,1
serpientes,,</s>,1
serpientes,,culebras,1
servidores,,</s>,1
servidores,de,la,1
servidumbre,,solo,1
servir,diariamente,,1
servirian,de,tentacion,1
servirte,,tu,1
sexta,generacion,,1
sexta,generacion,de,1
sexto,orden,quicab,1
sexto,que,estaba,1
si,,,3
si,,</s>,9
si,,contesto,1
si,,hablando,1
si,,hunahpu,1
si,,porque,1
si,,voy,1
si,acaso,vuelven,1
si,al,menos,1
si,aparecen,las,1
si,asi,no,1
si,asi,os,1
si,conviene,que,1
si,corto,uno,1
si,cuando,se,1
si,de,veras,1
si,desgraciadamente,hubiera,1
si,despues,de,1
si,despues,que,1
si,efectivamente,hubiera,1
si,el,creador,1
si,el,fuera,1
si,ella,la,1
si,ellos,mismos,1
si,ellos,son,1
si,encontramos,lo,1
si,eramos,de,1
si,es,tan,1
si,estan,guardados,1
si,este,,1
si,estuvieron,diciendo,1
si,habia,amanecido,1
si,habria,mortandad,1
si,habria,pleitos,1
si,hay,algo,1
si,hay,todavia,1
si,hubiere,pajaros,1
si,hunahpu,e,1
si,la,manera,1
si,labraremos,o,1
si,llegan,a,1
si,lo,hacemos,1
si,los,deseo,1
si,los,hemos,1
si,los,primeros,1
si,los,progenitores,1
si,los,senores,1
si,me,ve,1
si,mismo,que,1
si,mismos,,2
si,mismos,ante,1
si,no,hubiera,1
si,no,os,1
si,no,procrean,1
si,no,se,2
si,no,sintieramos,1
si,no,vienen,1
si,nuestros,hermanos,1
si,os,dijeren,3
si,os,vinieren,1
si,retonan,,1
si,se,acabaron,1
si,se,haria,1
si,se,la,1
si,se,niega,1
si,se,secan,1
si,seran,tohil,1
si,solo,,1
si,sus,corazones,1
si,tenia,alas,1
si,tepeu,y,1
si,viereis,a,1
si,vosotros,les,1
si,y,meditando,1
si,y,se,1
sido,abierto,por,1
sido,bebida,por,1
sido,colocados,por,1
sido,creada,nuestra,1
sido,creados,,1
sido,creados,y,3
sido,deshonrada,,1
sido,esto,,1
sido,muertos,por,1
sido,posible,que,1
sido,prevenidos,de,1
sido,su,orgullo,1
sido,tu,venida,1
siembra,,</s>,1
siempre,,dijo,1
siempre,en,su,1
siempre,enrollado,y,1
siempre,estaba,alli,1
siempre,estabamos,puestos,1
siempre,teniais,listo,1
siendo,los,primeros,1
siendo,muy,viejos,1
siento,,</s>,1
siete,dias,,1
siete,dias,caminaba,1
siete,dias,los,1
siete,dias,para,1
siete,dias,queremos,1
siete,dias,se,4
siete,dias,subia,1
siete,tribus,principales,1
sigamos,jugando,a,1
sigamos,sus,pisadas,1
sigue,la,derrota,1
sigue,por,la,1
sigue,tu,camino,1
siguen,al,ahpop,1
siguiente,,</s>,1
siguiente,,y,1
siguiente,se,presentaron,1
siguieron,adelante,,1
siguieron,tocando,y,1
silbando,,vociferando,1
silencio,,todo,1
silencio,e,inmovilidad,1
silencio,en,la,1
simbolo,que,manifestareis,1
simbolos,,,1
simbolos,,quemando,1
simbolos,de,cada,1
simples,criaturas,y,1
sin,alegria,,1
sin,animadversiones,ni,1
sin,apresurarse,,1
sin,beber,sus,1
sin,darle,nada,1
sin,duda,lo,1
sin,embargo,,15
sin,lastimarse,,1
sin,merecerla,les,1
sin,motivo,las,1
sin,poder,contener,1
sin,punta,usaron,1
sin,que,hunahpu,1
sin,que,se,1
sin,rumbo,y,1
sin,tener,primero,1
sin,traer,ninguna,1
sino,aquellos,dos,1
sino,en,tierra,1
sino,la,nuestra,2
sino,los,que,1
sino,que,alla,1
sino,que,andaban,1
sino,que,cuando,1
sino,que,en,1
sino,que,estaba,2
sino,que,estuvieron,2
sino,que,hablara,1
sino,que,la,1
sino,que,los,2
sino,que,pusieron,1
sino,que,se,6
sino,que,solo,1
sino,se,hereda,1
sintiendo,tristeza,en,1
sintieramos,dolor,,1
sintieron,hasta,,1
sintieron,los,guardianes,1
sintieron,verguenza,,1
sintio,avergonzado,ixbalanque,1
siquiera,un,asiento,1
siquiera,uno,,1
sirvan,a,nosotros,1
sitiales,,y,1
sitio,donde,pusieron,1
sitio,nuestro,senor,1
sitios,donde,se,1
sobaco,,,1
sobaco,,</s>,1
sobaco,para,que,1
sobacos,,</s>,1
soberbio,,y,1
soberbios,,</s>,1
soberbios,era,el,1
sobre,cada,uno,1
sobre,el,arbol,1
sobre,el,cerro,1
sobre,el,costado,1
sobre,el,fuego,3
sobre,el,juego,4
sobre,el,mar,2
sobre,el,monte,4
sobre,el,pecho,1
sobre,ellos,antes,1
sobre,la,arena,1
sobre,la,cabeza,1
sobre,la,casa,1
sobre,la,cocina,1
sobre,la,cornisa,1
sobre,la,entrada,1
sobre,la,faz,5
sobre,la,hierba,1
sobre,la,luna,1
sobre,la,manera,1
sobre,la,maneta,1
sobre,la,muralla,1
sobre,la,superficie,2
sobre,la,tela,1
sobre,la,tierra,6
sobre,la,vida,1
sobre,las,brasas,1
sobre,las,cabezas,2
sobre,las,casas,1
sobre,las,espinas,2
sobre,las,ramas,1
sobre,lo,que,1
sobre,los,arboles,3
sobre,los,creadores,1
sobre,los,de,1
sobre,los,dioses,1
sobre,los,huesos,1
sobre,los,ojos,1
sobre,naturales,,1
sobre,nuestras,cabezas,2
sobre,piedras,en,1
sobre,piedras,pasaron,1
sobre,su,feliz,1
sobre,sus,cabezas,1
sobre,sus,cerbatanas,1
sobre,todas,las,1
sobre,todo,el,1
sobre,todos,los,1
sobre,un,hormiguero,1
sobre,una,gran,1
sobre,zancos,,1
sobrevino,una,gran,1
socorredme,,replico,1
sois,,,1
sois,dignos,de,1
sol,,,3
sol,,</s>,12
sol,,abuela,1
sol,,al,1
sol,,contemplaban,1
sol,,cuando,3
sol,,dijeron,1
sol,,la,8
sol,,les,1
sol,,ni,1
sol,,pero,1
sol,,que,1
sol,,solamente,1
sol,,soy,1
sol,,yo,1
sol,cuando,se,1
sol,estaba,humeda,1
sol,ni,la,1
sol,que,nosotros,1
sol,se,levanto,1
sol,sin,embargo,1
sol,tronco,se,1
sol,y,al,1
sol,y,alumbre,1
sol,y,aparecieron,1
sol,y,de,2
sol,y,haya,1
sol,y,la,1
sola,casa,grande,2
sola,de,los,1
sola,era,nuestra,1
sola,familia,,1
sola,manera,habiamos,1
sola,noche,lo,1
sola,noche,por,1
sola,nuestra,patria,1
sola,ocupacion,de,1
sola,vez,cuando,1
sola,virtud,de,1
sola,y,afligida,1
sola,y,llego,1
solamente,alzaban,las,1
solamente,cambiaremos,su,1
solamente,caminamos,por,1
solamente,cuando,ya,1
solamente,cuatro,,1
solamente,de,agua,1
solamente,de,jugar,1
solamente,de,la,1
solamente,de,madera,1
solamente,de,tirar,1
solamente,el,horizonte,1
solamente,era,sangre,1
solamente,granos,de,1
solamente,habia,inmovilidad,1
solamente,habia,navajas,1
solamente,iban,a,1
solamente,las,crias,1
solamente,las,regalaban,1
solamente,las,tribus,1
solamente,lo,tenian,1
solamente,los,veian,1
solamente,mencionamos,los,1
solamente,munecos,,1
solamente,munecos,y,1
solamente,nos,sacaremos,1
solamente,olian,la,1
solamente,os,ocupareis,1
solamente,os,pedimos,1
solamente,palos,sin,1
solamente,para,lograr,1
solamente,para,que,1
solamente,pieles,de,1
solamente,por,un,1
solamente,se,las,1
solamente,se,le,1
solamente,se,les,1
solamente,se,ocupaban,1
solamente,se,vanagloriaba,1
solamente,tenia,cabeza,1
solamente,tres,casas,1
solamente,tres,eran,1
solamente,tres,ramas,1
solamente,un,ensayo,1
solamente,un,hijo,1
solamente,un,jefe,1
solamente,una,pierna,1
solamente,venimos,a,1
soldados,,</s>,1
soldados,de,quicab,1
soldados,que,iban,1
solo,,</s>,2
solo,,que,1
solo,a,las,1
solo,alcance,a,1
solo,andan,por,1
solo,ando,buscando,1
solo,ardian,las,1
solo,asi,como,1
solo,asi,soy,1
solo,buscaba,pescados,1
solo,caia,al,1
solo,chillaban,,1
solo,con,el,1
solo,con,gran,1
solo,cuando,fui,1
solo,cuando,iba,1
solo,de,esta,1
solo,de,las,1
solo,de,los,1
solo,de,palo,1
solo,diremos,la,1
solo,dos,tenian,1
solo,el,agua,1
solo,el,cielo,1
solo,el,creador,1
solo,el,dolor,1
solo,el,palo,1
solo,era,el,1
solo,era,un,1
solo,eran,pisadas,1
solo,eran,unos,1
solo,es,este,1
solo,esta,tercera,1
solo,esta,vez,1
solo,estaban,el,1
solo,esto,era,1
solo,fue,el,1
solo,fuego,habia,1
solo,fueran,hechos,1
solo,fueron,a,1
solo,golpe,del,1
solo,habia,cuatro,1
solo,habia,hecho,1
solo,habia,tinieblas,1
solo,habia,una,1
solo,hacen,esto,1
solo,hachazo,,1
solo,haya,paz,1
solo,huesos,y,1
solo,la,baba,1
solo,la,paz,1
solo,la,sangre,2
solo,les,gustaba,1
solo,les,pudieron,1
solo,llegaron,a,1
solo,lo,hare,1
solo,los,hijos,1
solo,mostraba,la,1
solo,ocote,encendido,1
solo,para,dar,1
solo,para,enganar,1
solo,pensaban,en,1
solo,pensamiento,,1
solo,por,arte,3
solo,por,causa,1
solo,por,obra,1
solo,por,un,4
solo,pudieron,ver,1
solo,que,nos,1
solo,resina,,1
solo,sacamos,el,1
solo,se,alimentaban,1
solo,se,entretenian,1
solo,se,manifesto,1
solo,se,quedo,1
solo,se,vio,1
solo,silencio,e,1
solo,tienes,que,1
solo,tronco,,1
solo,un,trago,1
solo,una,parte,1
solo,una,piedra,1
solo,uno,era,1
solo,uno,estaba,1
solo,vamos,a,1
solo,vean,un,1
solo,verlo,,1
solo,vieron,a,1
solo,y,tranquilo,1
solos,,</s>,1
solos,,ayunando,1
solos,largo,tiempo,1
soltadme,un,poco,1
soltaron,la,carcajada,1
soltero,,</s>,1
solto,la,carcajada,1
sombra,,</s>,1
sombra,su,origen,1
sometidos,y,terminada,1
sometieron,y,subyugaron,1
somos,,pues,1
somos,acaso,numerosos,1
somos,hijas,de,1
somos,ixhunahpu,e,1
somos,los,vengadores,1
somos,mas,que,2
somos,pobres,y,1
somos,respetados,por,1
somos,vuestros,,1
son,,,1
son,,chiquix,1
son,,decian,1
son,,el,1
son,,los,1
son,,pues,5
son,aquellos,que,1
son,buenos,vuestro,1
son,como,la,1
son,de,coyote,1
son,el,corazon,1
son,esos,dos,1
son,esos,que,1
son,estos,,1
son,extranas,y,1
son,hombres,ante,1
son,ixpiyacoc,e,1
son,la,muestra,1
son,las,casas,1
son,las,que,1
son,llamados,los,1
son,los,adivinos,1
son,los,monos,1
son,los,nombres,11
son,los,que,4
son,los,sitios,1
son,los,titulos,1
son,mas,que,1
son,mis,dientes,1
son,mis,ojos,1
son,muchos,,1
son,muertos,,2
son,muy,hermosos,1
son,nuestras,flores,1
son,nuestros,agradecimientos,1
son,nuestros,nietos,2
son,nuestros,nombres,1
son,numerosos,,1
son,por,su,1
son,sabios,,1
son,solamente,las,1
son,sus,rajas,1
son,tierra,nuestra,1
son,todas,las,1
son,tohil,,1
son,una,muestra,1
son,vuestros,hijos,1
sopla,sobre,la,1
soplaba,en,su,1
soplo,derribaban,a,1
soportaba,su,calor,1
soportar,el,frio,1
sorprender,al,que,1
sorprendidos,al,ver,1
sosiego,y,no,1
sosten,,esta,1
sosten,,nuestro,1
sosten,de,nuestra,1
sosten,de,su,1
sostendreis,,</s>,1
sostener,,</s>,1
sostenga,y,alimente,1
sostenia,la,pelota,1
sostenian,,sino,1
sostenian,eran,el,1
sosteniendose,la,quijada,1
soy,,</s>,1
soy,,yo,1
soy,el,ahpop,1
soy,el,ahpopcamha,1
soy,el,camino,1
soy,el,creador,1
soy,el,que,4
soy,el,sol,2
soy,enviado,por,1
soy,la,claridad,1
soy,la,luna,1
soy,senor,y,1
soy,vuestra,nuera,2
soy,vuestro,,1
soy,vuestro,dios,1
su,abuela,,9
su,abuela,hasta,1
su,abuela,que,1
su,abuela,se,1
su,abuela,y,6
su,abuelo,y,1
su,alrededor,y,1
su,aparicion,,1
su,apariencia,,1
su,apariencia,era,1
su,arca,balamquitze,1
su,aspecto,era,1
su,aurora,a,2
su,boca,,1
su,boca,y,1
su,brazo,,1
su,brazo,hunahpu,1
su,cabeza,y,1
su,calor,,1
su,camino,,2
su,campo,de,1
su,canto,,2
su,cara,estaba,1
su,carne,,1
su,carne,por,1
su,casa,,9
su,casa,al,1
su,casa,grande,1
su,casa,la,1
su,casa,las,1
su,casa,sembraron,1
su,casa,y,2
su,cerbatana,,2
su,cerbatana,al,2
su,chilmol,,1
su,cigarro,,1
su,ciudad,,4
su,ciudad,y,2
su,comida,,6
su,comida,a,1
su,comida,al,1
su,comida,de,2
su,comida,y,1
su,compania,,1
su,comportamiento,,1
su,composicion,,1
su,concha,colorada,1
su,condicion,,1
su,condicion,de,1
su,condicion,no,2
su,condicion,y,1
su,consejo,,1
su,corazon,,2
su,corazon,arrancado,1
su,corazon,cuando,1
su,corazon,se,1
su,creacion,,1
su,creacion,y,1
su,creador,,1
su,creador,y,1
su,cuerpo,,1
su,custodia,,1
su,derrota,,1
su,descendencia,,1
su,descendencia,y,1
su,despedida,,1
su,despedida,y,1
su,destruccion,,1
su,destruccion,y,1
su,dios,,11
su,dios,alla,1
su,dios,cuando,1
su,dios,se,1
su,dios,tomaron,1
su,engrandecimiento,y,1
su,entrada,hasta,1
su,envidia,no,1
su,espiga,,1
su,estado,anterior,1
su,estado,por,1
su,estancia,y,1
su,existencia,,3
su,extension,,1
su,familia,,2
su,faz,ardia,1
su,feliz,terminacion,1
su,figura,era,1
su,fin,,1
su,formador,,2
su,fuego,,2
su,fuego,a,3
su,fuego,las,1
su,fuerza,y,1
su,gente,,1
su,gloria,,2
su,gloria,y,1
su,gran,palo,1
su,grandeza,,2
su,grandeza,era,1
su,grandeza,y,2
su,graznido,,1
su,grito,,1
su,grito,el,1
su,hija,,1
su,humildad,convencio,1
su,ida,a,1
su,imagen,en,2
su,imperio,,3
su,imperio,en,1
su,incienso,,2
su,interior,,1
su,interior,nos,1
su,interior,sabian,1
su,jefe,y,1
su,lengua,a,1
su,lengua,fue,1
su,lenguaje,,1
su,lenguaje,entre,1
su,llegada,,3
su,lugar,,4
su,lugar,le,1
su,lugar,y,1
su,madre,,9
su,madre,hunbatz,1
su,madre,y,3
su,manera,de,1
su,mano,,1
su,mano,derecha,1
su,mensaje,,2
su,morada,a,1
su,muerte,,3
su,muerte,y,2
su,mujer,,4
su,mujer,cahapaluma,1
su,nacimiento,,2
su,nacimiento,y,1
su,naturaleza,,3
su,naturaleza,era,1
su,naturaleza,es,1
su,naturaleza,simples,1
su,nombre,,2
su,nombre,a,1
su,nombre,cada,1
su,nombre,cuando,1
su,nombre,el,2
su,nombre,las,1
su,nombre,que,1
su,obra,y,1
su,ocote,,1
su,ocote,era,2
su,ocote,se,1
su,ocote,y,1
su,ofrenda,cada,1
su,orgullo,aqui,1
su,orgullo,los,1
su,origen,,1
su,origen,cuando,1
su,padre,,5
su,padre,la,1
su,padre,ya,2
su,palabra,,1
su,paso,sobre,1
su,patria,y,2
su,pecado,,1
su,pecho,por,1
su,pecho,y,4
su,pensamiento,,1
su,perdicion,,1
su,perdida,y,1
su,permanencia,alla,1
su,plato,de,1
su,poder,,3
su,poder,antiguamente,1
su,poder,no,1
su,poder,sobre,1
su,poder,y,4
su,poderio,,2
su,precioso,incienso,1
su,presencia,,4
su,primera,ciudad,1
su,pueblo,,2
su,pueblo,llamado,1
su,pueblo,los,1
su,recado,por,1
su,refugio,,1
su,reino,,2
su,rincon,,1
su,ruina,,1
su,sabiduria,,3
su,sabiduria,en,1
su,sabiduria,y,1
su,salida,de,1
su,sangre,,1
su,sangre,y,3
su,savia,se,1
su,senorio,,1
su,sepultura,sino,1
su,ser,,2
su,sitio,nuestro,1
su,sobaco,,1
su,sobaco,para,1
su,sustancia,ante,1
su,tambor,,1
su,todo,su,1
su,trabajo,,1
su,tradicion,y,1
su,transformacion,pudieron,1
su,tributo,ante,1
su,tristeza,cuando,1
su,triunfo,sobre,1
su,tronco,se,1
su,trono,,1
su,unica,ambicion,1
su,unico,atavio,1
su,vez,lo,1
su,vez,sus,1
su,vez,una,1
su,vientre,,1
su,vientre,por,2
su,vista,,1
su,vista,alcanzaba,1
su,vista,esta,1
su,vista,llegaba,1
su,vista,solo,1
su,voluntad,a,1
su,zapato,,1
suavemente,,y,1
suavemente,sus,arcos,1
sube,,pues,1
subia,a,la,1
subia,al,cielo,2
subian,estas,por,1
subida,del,camino,1
subidos,,exclamaban,1
subidos,en,las,1
subiendo,,</s>,1
subiendo,sobre,los,1
subieron,al,arbol,1
subieron,en,medio,1
subieron,sobre,la,1
subieron,tambien,los,1
subio,como,un,1
subir,a,cogerlos,1
subir,a,la,1
subir,al,instante,1
subiremos,a,servirte,1
subirse,sobre,las,1
subirse,sobre,los,1
subyugaron,a,las,1
sucede,,,1
sucede,,abuela,1
sucedian,unos,a,1
sucedido,,hermanos,1
sucedido,a,la,1
sucedido,a,nuestros,1
sucedido,en,un,1
sucedido,senor,,1
sucediera,alguna,desgracia,1
sucedieron,a,balamquitze,1
sucedio,asi,,1
sucesion,,</s>,1
sucesion,,mientras,1
sucesion,del,reino,1
sucesivo,haya,quien,1
sucesores,de,sus,1
sucesores,y,descendientes,1
suegra,,</s>,1
suelo,,</s>,3
suelo,,querian,1
suelo,,y,1
suelo,al,pie,1
suelo,del,juego,1
suelo,todos,los,1
suelo,y,cayo,1
suelo,y,muertos,1
suelo,y,se,1
sueno,,llegaron,1
suerte,,,2
suerte,,</s>,1
suerte,,a,1
suerte,,cada,1
suerte,,dijeron,2
suerte,,tu,1
suerte,con,el,1
suerte,con,vuestros,1
suerte,nuevamente,,1
suerte,otra,vez,1
suertes,del,tzite,1
suficiente,de,que,1
sufrian,calladamente,,1
sufrido,,contestaron,1
sufrieron,sus,corazones,1
sufrieron,y,hasta,1
sufrimiento,nos,causabais,1
sufrimientos,,no,1
sufrimientos,de,nuestros,1
sufrimientos,que,les,1
sufrimientos,que,nos,1
sufrimos,todos,los,1
sufrir,,</s>,1
sufrir,dia,y,1
sufrir,ni,tolerar,1
sumergida,dentro,del,1
superficie,,</s>,1
superficie,de,la,11
superioridad,de,los,1
suplica,de,sus,1
suplicantes,a,presencia,1
supremo,de,todos,1
supremos,,</s>,1
surgido,disensiones,y,1
surgieron,,</s>,1
surgieron,del,agua,1
surgio,su,gloria,1
surja,la,tierra,1
sus,,propios,1
sus,adentros,,2
sus,agradecimientos,,1
sus,aguas,,1
sus,alas,el,1
sus,alhajas,de,1
sus,anchas,posaderas,1
sus,anillos,,2
sus,arcos,ni,1
sus,arcos,y,2
sus,armas,,1
sus,armas,los,1
sus,armas,todos,1
sus,atribuciones,,1
sus,autores,,1
sus,aves,de,1
sus,ayunos,,1
sus,azadas,de,1
sus,bailes,,1
sus,bailes,a,1
sus,bailes,les,1
sus,bailes,y,1
