term_str,token_str,stop,vnorm
anonas,anonas,False,0.0
palidecieron,palidecieron,False,18.79626
investigador,investigador,False,23.138817
atacaban,atacaban,False,31.189379
les,les,True,60.864136
décimo,décimo,False,22.041044
trasero,trasero,False,23.683846
establecieron,establecieron,False,26.369791
barrancos,barrancos,False,22.639471
oriente,Oriente,False,30.228266
tuvieran,tuvieran,False,28.307278
hubo,hubo,True,41.267437
sacáronle,Sacáronle,False,0.0
muchos,Muchos,True,34.65364
aurora,aurora,False,20.410282
dividido,dividido,False,26.919294
árboles,árboles,False,28.811316
temblando,temblando,False,21.64923
ponedla,ponedla,False,0.0
separadas,separadas,False,26.624737
vasallos,vasallos,False,22.373116
hambre,hambre,False,28.460052
vete,Vete,False,21.162163
consiguieron,consiguieron,False,24.800129
invocadores,invocadores,False,20.173521
diré,diré,False,25.75651
poderío,poderío,False,25.71366
haced,Haced,False,24.25742
tocando,tocando,False,28.596771
cabellos,cabellos,False,30.13803
esta,esta,True,40.67535
hachas,hachas,False,28.348747
invoquéis,invoquéis,False,0.0
curar,curar,False,35.979282
nació,nació,False,32.544926
ya,ya,True,63.187836
cangrejo,cangrejo,False,18.235886
buena,Buena,True,29.410349
ando,ando,False,40.103573
muralla,muralla,False,28.492641
perderé,perderé,False,20.977192
tenido,tenido,True,37.839684
despedazados,despedazados,False,20.374794
ponían,ponían,False,31.76611
sacríficadores,sacríficadores,False,0.0
murió,murió,False,38.04861
collar,collar,False,25.962473
encargaron,encargaron,False,28.125751
después,después,True,26.686275
enseñaban,enseñaban,False,28.041878
tranquilos,Tranquilos,False,12.4874
sigamos,sigamos,False,30.836418
deseo,deseo,False,34.77419
av,Av,False,68.58815
reunido,reunido,False,29.952185
desaparece,desaparece,False,20.052038
colocados,colocados,False,27.962555
traernos,traernos,False,22.869394
quien,Quien,True,28.739223
desierto,desierto,False,23.177027
salvación,salvación,False,27.56017
gruesas,gruesas,False,23.267916
preguntándose,preguntándose,False,17.426807
llamaré,llamaré,False,19.605564
muchachas,muchachas,False,21.583973
sacrificios,sacrificios,False,21.769093
mensajero,mensajero,False,19.791115
rey,rey,False,59.89146
dulce,dulce,False,26.615288
secos,secos,False,29.569765
seguridad,seguridad,False,31.353083
ofrenda,ofrenda,False,26.81002
cuatro,cuatro,True,29.143133
mis,mis,True,68.16773
vencidas,vencidas,False,24.83491
avispas,avispas,False,20.706102
quichés,Quichés,False,0.0
extrañas,extrañas,False,23.77049
atravesaron,atravesaron,False,24.01616
ocultas,ocultas,False,25.438885
primer,primer,True,28.354012
brilló,brilló,False,22.89793
voc,Voc,False,0.0
entendido,entendido,False,22.90468
copal,copal,False,22.37317
acerca,acerca,False,26.988804
pregunte,pregunte,False,21.268877
ocuparéis,ocuparéis,False,0.0
discurriendo,discurriendo,False,21.408047
llaman,llaman,False,26.813473
anchas,anchas,False,30.169409
soberbio,soberbio,False,15.613266
comérselos,comérselos,False,16.16177
naturales,naturales,False,30.35582
amanece,amanece,False,20.896795
decid,decid,False,28.954044
rincón,rincón,False,26.049583
ixpiyacoc,Ixpiyacoc,False,0.0
demostraban,demostraban,False,25.709785
tragó,tragó,False,23.76544
hubieran,hubieran,False,32.233337
alimente,alimente,False,28.487526
dadme,dadme,False,18.57741
apastes,apastes,False,0.0
mataremos,mataremos,False,23.729794
ornamento,ornamento,False,23.085295
hechos,hechos,False,37.241154
lanzando,lanzando,False,28.538332
mortandad,mortandad,False,20.581274
extremo,extremo,False,21.91788
bebida,bebida,False,28.034817
quinto,quinto,False,23.803598
chocoh,Chocoh,False,0.0
querido,querido,False,29.135513
hermosura,hermosura,False,18.072803
roja,roja,False,35.229904
lenguaje,lenguaje,False,28.501373
lanzó,lanzó,False,37.72853
atareadas,atareadas,False,21.242899
rebotando,rebotando,False,22.120409
triunfo,triunfo,False,27.9285
acostumbraban,acostumbraban,False,21.559061
sabrá,sabrá,False,25.20668
estando,estando,False,29.171526
pegarle,pegarle,False,26.531523
referiremos,referiremos,False,22.651628
apetitoso,apetitoso,False,15.903074
tú,Tú,True,72.50379
útil,útil,False,40.31208
aquellas,aquellas,True,28.248661
cumplirían,cumplirían,False,22.987753
debía,debía,False,41.267345
colocarla,colocarla,False,23.071144
promoción,promoción,False,27.764023
esos,esos,True,43.142056
ciudades,ciudades,False,35.16144
pintó,pintó,False,32.72159
zaquic,Zaquic,False,0.0
empuñaron,empuñaron,False,23.03304
peticiones,peticiones,False,28.46969
dificultades,dificultades,False,24.808903
untada,untada,False,25.233809
reunirse,reunirse,False,27.98427
sabía,sabía,False,32.597393
hay,hay,True,57.459984
acercaron,acercaron,False,28.34312
arreglar,arreglar,False,20.451414
espantaban,espantaban,False,25.853394
permanecía,permanecía,False,22.85661
mantener,mantener,False,31.69298
d,D,False,55.57941
soltadme,Soltadme,False,0.0
restregaban,restregaban,False,0.0
labrados,labrados,False,27.351873
ha,Ha,True,110.78545
vigor,vigor,False,39.647
madre,madre,False,32.344234
tatam,tatam,False,0.0
ese,ese,True,49.217674
capturados,capturados,False,25.027182
interrogados,interrogados,False,23.670473
tristes,tristes,False,22.731169
molieron,molieron,False,26.811132
desaparecían,desaparecían,False,21.497862
esfuerzos,esfuerzos,False,30.463436
diferente,diferente,True,24.522425
bastará,Bastará,False,21.724497
todos,Todos,True,35.78182
hacíais,hacíais,False,19.191887
baño,baño,False,40.35259
respetuosos,respetuosos,False,22.698978
hermanas,hermanas,False,25.701561
detuvo,detuvo,False,30.29694
composición,composición,False,27.359768
moviéndose,moviéndose,False,20.405376
hacha,hacha,False,25.946297
salir,salir,False,36.317074
palos,palos,False,30.074358
asombrados,asombrados,False,22.183516
brillantemente,brillantemente,False,19.161625
apareciaran,apareciaran,False,0.0
intento,intento,False,32.302834
destruida,destruida,False,25.481016
roído,roído,False,17.587364
hoyo,hoyo,False,31.892052
ruidosamente,ruidosamente,False,20.599081
matrimonio,matrimonio,False,22.298733
quemad,Quemad,False,0.0
abandonaron,abandonaron,False,25.378582
decayeron,decayeron,False,22.53231
levanta,levanta,False,22.67311
harapos,harapos,False,19.180923
gritaban,gritaban,False,31.278872
secaron,secaron,False,30.245953
ciertamente,ciertamente,False,23.09213
mochuelo,mochuelo,False,16.177538
cielo,Cielo,False,27.329597
tamaño,tamaño,False,32.11114
estirando,estirando,False,24.42468
diferencia,diferencia,False,24.095991
empuñaremos,empuñaremos,False,0.0
existencia,existencia,False,27.59645
enfurecieron,enfurecieron,False,21.053099
parece,parece,True,28.96049
boca,boca,False,39.71818
levantaron,levantaron,False,26.598026
memoria,memoria,False,25.283928
pecados,pecados,False,34.526917
llegan,llegan,False,31.865639
pláticas,pláticas,False,26.107708
salga,salga,False,29.419643
cipresales,cipresales,False,0.0
ardieran,ardieran,False,26.085867
indescriptibie,indescriptibie,False,0.0
tomando,tomando,False,30.415932
medio,medio,True,29.487242
sembrado,sembrado,False,23.154531
veremos,veremos,False,25.77826
traedme,traedme,False,0.0
desgraciados,desgraciados,False,18.625214
incienso,incienso,False,21.289457
poseían,poseían,False,25.899944
os,os,True,104.79354
s,s,False,57.88187
saliva,saliva,False,26.217121
poco,poco,True,36.719036
unir,unir,False,41.26822
busquemos,busquemos,False,23.334707
hacen,hacen,True,38.198982
escultor,escultor,False,25.949587
inquietud,inquietud,False,19.470285
partieron,partieron,False,28.925535
compartimos,compartimos,False,23.778229
chillaban,chillaban,False,24.448355
cuchumacuic,Cuchumacuic,False,0.0
am,am,False,81.44509
pueblo,pueblo,False,32.96471
aguardemos,Aguardemos,False,0.0
enemigos,enemigos,False,27.086718
soltó,soltó,False,26.19328
volveremos,volveremos,False,24.263659
pena,pena,False,44.135376
desnudaos,desnudaos,False,0.0
yaquis,yaquis,False,20.127792
zivan,zivan,False,0.0
echad,Echad,False,22.998434
faltaba,faltaba,False,24.542244
vucub,Vucub,False,0.0
acercaba,acercaba,False,23.997671
engendrados,engendrados,False,18.581858
caminos,caminos,False,33.254192
levantándolo,levantándolo,False,16.269356
repiten,repiten,False,23.708307
reposo,reposo,False,23.807814
zancos,zancos,False,20.280067
perdieran,perdieran,False,26.945587
disposiciones,disposiciones,False,31.119822
tulán,Tulán,False,0.0
faz,faz,False,39.790783
picarles,picarles,False,0.0
crías,crías,False,35.306004
encontró,encontró,False,25.53478
cocéis,cocéis,False,0.0
llamamos,llamamos,False,24.433271
jardines,jardines,False,26.487375
destrozaron,destrozaron,False,23.532131
deliberaron,deliberaron,False,22.795408
escapara,escapara,False,20.678116
chil,chil,False,0.0
fila,fila,False,36.534176
fundados,fundados,False,29.719355
pronunció,pronunció,False,23.049734
chilmol,chilmol,False,0.0
animadversiones,animadversiones,False,17.45903
raza,raza,False,44.33835
observar,observar,False,26.926207
qoacutec,Qoacutec,False,0.0
primeramente,Primeramente,False,18.397995
sacudiréis,sacudiréis,False,0.0
labraremos,labraremos,False,0.0
derribado,derribado,False,20.525785
duro,duro,False,33.72644
alcanzamos,alcanzamos,False,24.061377
sus,Sus,True,72.97134
principales,principales,False,25.577742
vuelven,vuelven,False,27.596573
dirigido,dirigido,False,26.757048
llaman,Llaman,False,21.08485
domina,domina,False,24.885508
bañando,bañando,False,25.076536
llenáronse,Llenáronse,False,0.0
entregaron,entregaron,False,28.444721
temprano,temprano,True,19.375834
hubiera,hubiera,False,31.632277
traéis,traéis,False,12.032264
asimismo,Asimismo,False,23.421349
cavizimah,Cavizimah,False,0.0
xd,xD,False,61.69691
cuando,cuando,True,30.653769
investidos,investidos,False,20.337215
go,go,False,63.326347
lengua,lengua,False,34.553337
vele,vele,False,25.09588
sigamos,Sigamos,False,23.726175
oigamos,oigamos,False,22.758678
toda,toda,True,39.387527
mantas,mantas,False,28.808674
volveréis,volveréis,False,20.844244
tierra,Tierra,False,31.398115
entregar,entregar,False,27.649048
llamadas,llamadas,False,27.417679
aflicción,aflicción,False,21.516113
animalejos,animalejos,False,17.904047
transformado,transformado,False,20.287868
sembró,sembró,False,24.96794
hombres,hombres,False,27.37226
desmontado,desmontado,False,20.788
castigues,castigues,False,17.721378
volvió,volvió,False,35.105663
cuales,cuales,True,34.072075
sanos,sanos,False,35.313957
cortés,Cortés,False,24.160572
angustia,angustia,False,20.793108
calcular,calcular,False,27.889791
excavación,excavación,False,28.482431
sabéis,sabéis,False,22.025124
llegarán,llegarán,False,29.015167
enviaban,enviaban,False,31.348328
cuantiosos,cuantiosos,False,19.132788
pasados,Pasados,False,24.87847
sacaron,sacaron,False,31.54668
entrara,entrara,False,25.414936
ai,ai,False,50.49128
gustaba,gustaba,False,30.678417
zaquitoc,zaquitoc,False,0.0
pensaban,pensaban,False,26.942724
llama,llama,False,28.881147
hacerles,hacerles,False,26.770138
mucha,mucha,True,34.86849
primogénito,primogénito,False,15.231188
nuetros,nuetros,False,19.701326
mosquito,mosquito,False,21.037182
ocupaos,ocupaos,False,0.0
manda,manda,False,26.561287
bastantes,bastantes,False,22.83422
alimentos,alimentos,False,30.83402
amparadores,amparadores,False,0.0
magia,magia,False,30.663689
abrazaremos,abrazaremos,False,0.0
protectores,protectores,False,23.966335
cuadrúpedos,cuadrúpedos,False,15.868884
masa,masa,False,41.01331
preguntáronles,preguntáronles,False,0.0
detohily,deTohily,False,0.0
francamente,francamente,False,20.400621
víboras,víboras,False,21.298836
caminaban,Caminaban,False,26.561811
tan,tan,True,55.897896
patio,patio,False,32.83184
despidieron,despidieron,False,22.125834
puñado,puñado,False,23.099157
hunbaíz,Hunbaíz,False,0.0
ve,ve,False,92.218796
supremos,supremos,False,24.725323
ver,ver,True,58.4466
mandan,mandan,False,25.76912
adorados,adorados,False,26.051025
venció,venció,False,30.73453
saludaron,saludaron,False,26.856377
señores,Señores,False,25.180918
superficie,superficie,False,24.61036
mucho,mucho,True,32.91396
alabadnos,alabadnos,False,0.0
deseaban,deseaban,False,29.915228
escúchanos,escúchanos,False,13.266478
ardiente,ardiente,False,21.323294
continuamente,continuamente,False,23.96999
savia,savia,False,25.545061
amarraron,amarraron,False,25.350061
familia,familia,False,28.098951
vemos,Vemos,False,30.261097
vosotros,Vosotros,True,21.463764
doncellas,doncellas,False,19.66119
caminar,caminar,False,28.9005
dar,dar,True,70.65469
enumerar,enumerar,False,22.674938
canción,canción,False,30.067707
adornos,adornos,False,27.145878
nazca,nazca,False,21.511341
vueltas,vueltas,False,28.214432
observaban,observaban,False,27.089077
cosa,cosa,False,39.151466
nance,nance,False,20.96676
verdadera,verdadera,True,20.130423
abandonaran,abandonaran,False,22.003452
cogiéndolo,cogiéndolo,False,16.889555
arrojaran,arrojaran,False,22.915104
majestad,majestad,False,17.565329
vuelo,vuelo,False,37.071835
tengo,tengo,True,38.64986
llamaron,llamaron,False,27.743288
eres,Eres,True,30.613907
pícalos,Pícalos,False,0.0
recibidos,recibidos,False,25.97996
pintores,pintores,False,28.590654
caldo,caldo,False,30.400377
sol,sol,False,59.612404
surgido,surgido,False,27.691404
brotó,brotó,False,23.362286
advertidos,advertidos,False,20.225754
habitaréis,habitaréis,False,0.0
cristianismo,Cristianismo,False,21.085127
lucero,lucero,False,20.396103
entretenían,entretenían,False,22.77302
dos,dos,True,54.929096
engendró,engendró,False,16.283205
bajado,bajado,False,31.91556
bocas,bocas,False,30.358557
dabais,dabais,False,0.0
pelota,pelota,False,30.395567
compareció,compareció,False,22.920797
tal,Tal,True,45.79824
traelas,traelas,False,0.0
mandato,mandato,False,29.70683
paxil,Paxil,False,10.708109
brazo,brazo,False,33.024002
abandonado,abandonado,False,21.700941
culebra,culebra,False,19.280651
celebraron,celebraron,False,29.460356
acompañados,acompañados,False,24.224617
armáronse,armáronse,False,0.0
vista,vista,False,36.12787
rodillas,rodillas,False,23.597227
gritando,gritando,False,25.920687
fuerzas,fuerzas,False,38.214718
extraña,extraña,False,21.305836
tziís,Tziís,False,0.0
ayuno,ayuno,False,30.2376
segundo,segundo,True,23.700787
advertido,advertido,False,22.482965
abierta,abierta,False,25.090103
alejarán,alejarán,False,23.990171
desde,Desde,True,38.167126
pixil,Pixil,False,0.0
alegres,alegres,False,23.190592
engendran,engendran,False,14.658469
acertadamente,acertadamente,False,19.294518
gobierno,gobierno,False,33.629784
gracias,gracias,False,26.174654
contener,contener,False,31.123821
roca,roca,False,39.055256
lic,Lic,False,27.614721
gavilán,gavilán,False,17.480549
asientos,asientos,False,28.364597
comiendo,Comiendo,False,20.167625
ahalmez,Ahalmez,False,0.0
continuación,continuación,False,23.892395
antes,Antes,True,30.722816
ejemplo,ejemplo,False,21.130302
deseos,deseos,False,32.015347
descripción,descripción,False,24.935078
sacerdotes,sacerdotes,False,22.23864
viento,viento,False,32.496716
pidieron,pidieron,False,31.431965
vomitó,vomitó,False,19.75031
botaron,botaron,False,29.360714
perdidos,Perdidos,False,22.015
o,O,True,56.306126
diéramos,diéramos,False,24.23359
tizate,tizate,False,0.0
sacrificados,sacrificados,False,22.370922
vac,Vac,False,16.798101
preguntad,Preguntad,False,18.846651
premios,premios,False,33.85976
vomitar,vomitar,False,21.82944
etc,etc,False,45.691044
vengáis,vengáis,False,19.462477
hunahpú,Hunahpú,False,14.110794
tragan,tragan,False,24.817556
eso,eso,True,45.093338
vinisteis,vinisteis,False,17.636185
prevenidos,prevenidos,False,23.196264
serán,serán,True,47.915504
consultado,consultado,False,25.482706
sucesivo,sucesivo,False,20.403334
jamás,Jamás,False,23.581017
vencieron,vencieron,False,29.349003
cocina,cocina,False,31.2373
montaña,montaña,False,24.698854
irá,irá,False,51.410183
nacieron,nacieron,False,27.87033
lleven,lleven,False,31.12598
rebajada,rebajada,False,19.624199
expresa,expresa,False,27.626303
guardado,guardado,False,22.569601
fuésemos,fuésemos,False,21.783144
tiradores,tiradores,False,23.241402
tropel,tropel,False,19.01467
conversarán,conversarán,False,20.846605
escultores,escultores,False,24.872515
obedientes,obedientes,False,22.305386
cuando,Cuando,True,35.304855
quién,quién,True,30.322374
llana,Llana,False,23.96458
detrás,detrás,True,25.49554
xd,XD,False,52.68503
ixcuxebá,Ixcuxebá,False,0.0
burlado,burlado,False,22.15814
tanto,tanto,True,25.784773
jícara,jícara,False,16.523577
caucho,caucho,False,25.44405
xiquipat,Xiquipat,False,0.0
venían,venían,False,30.151533
relación,relación,False,35.62627
sr,Sr,False,52.90684
resucitaron,resucitaron,False,20.531408
nueva,nueva,True,35.349598
podrás,podrás,False,44.617226
caer,caer,False,41.36713
mayores,mayores,False,29.684504
vosotras,vosotras,True,21.915367
levantaros,levantaros,False,18.143005
engañados,engañados,False,23.712502
vociferando,vociferando,False,17.521582
nombrado,nombrado,False,28.86592
sentencia,sentencia,False,30.938595
canchaheles,Canchaheles,False,0.0
arriba,arriba,True,23.331459
estrépito,estrépito,False,14.940849
altas,altas,False,35.785458
hendida,hendida,False,20.232248
anduvieron,anduvieron,False,23.664394
alegrógrandemente,alegrógrandemente,False,0.0
traían,Traían,False,15.038187
rápidamente,Rápidamente,False,20.072088
bailaron,bailaron,False,29.93722
socorredme,socorredme,False,0.0
llegada,llegada,False,26.835812
cuello,cuello,False,28.586914
que,que,True,48.40481
eso,Eso,True,43.52803
tronos,tronos,False,25.202188
cuidaban,cuidaban,False,28.551163
lanzaban,lanzaban,False,32.436718
dpto,dpto,False,20.993547
llevaros,llevaros,False,24.03936
núm,núm,False,27.239178
habitaciones,habitaciones,False,26.445206
li,li,False,47.88446
juan,Juan,False,45.689594
asaeteados,asaeteados,False,0.0
descubierto,descubierto,False,21.863045
arroyos,arroyos,False,26.590868
procrean,procrean,False,18.943039
pelo,pelo,False,42.928272
águila,águila,False,25.019083
edificios,edificios,False,30.35407
arrasadas,arrasadas,False,24.504763
don,don,False,51.379173
recoged,Recoged,False,17.314356
cansaban,cansaban,False,27.640299
ti,ti,True,82.83231
comales,comales,False,23.90303
lloréis,lloréis,False,20.188686
estandartes,estandartes,False,16.583147
enfermedad,enfermedad,False,25.845137
elevaban,elevaban,False,29.430906
habían,habían,True,47.982376
coyote,coyote,False,16.146015
díjole,díjole,False,14.38902
ixpiacoc,Ixpiacoc,False,0.0
devuelvan,devuelvan,False,20.130108
incitando,incitando,False,23.553434
algunos,algunos,True,30.129913
hay,Hay,True,54.1752
chahal,Chahal,False,13.018706
posaderas,posaderas,False,18.355238
parientes,parientes,False,25.442318
sacrificadnos,Sacrificadnos,False,0.0
dádselas,Dádselas,False,0.0
mar,mar,False,56.466606
resina,resina,False,27.365538
nada,nada,True,36.95707
lo,lo,True,82.618065
cotorra,cotorra,False,18.563446
nombraron,nombraron,False,28.16544
conocido,conocido,False,26.175533
esperemos,Esperemos,False,25.064196
contra,contra,True,35.37687
volvióse,Volvióse,False,0.0
hogares,hogares,False,30.504923
camacú,Camacú,False,0.0
tziquinahá,Tziquinahá,False,0.0
respondieron,respondieron,False,24.402527
conferenciaron,conferenciaron,False,0.0
ponedlo,ponedlo,False,18.537254
arrimadas,arrimadas,False,20.453014
cotzibahá,Cotzibahá,False,0.0
comunicar,comunicar,False,26.146965
verdaderos,verdaderos,False,21.817083
dijeren,dijeren,False,21.235596
matanza,matanza,False,24.863802
vengan,vengan,False,25.31539
placer,placer,False,28.368458
colgaba,colgaba,False,24.411114
pobre,pobre,False,25.699272
xoyabah,Xoyabah,False,0.0
convertido,convertido,False,26.264578
diesen,diesen,False,26.417608
encontramos,encontramos,False,24.00187
hacavitz,Hacavitz,False,0.0
tros,tros,False,37.119823
anciana,anciana,False,21.075006
musgo,musgo,False,23.92951
encontraron,encontraron,False,27.18718
responderéis,responderéis,False,0.0
desenvolverse,desenvolverse,False,21.261517
apareció,apareció,False,25.384184
veces,veces,True,37.55349
habiéndose,habiéndose,False,21.901329
nietos,nietos,False,24.727642
tallador,tallador,False,21.774885
miquiná,Miquiná,False,0.0
mofaban,mofaban,False,27.653881
nuestra,nuestra,True,31.350319
congregados,congregados,False,21.872284
yo,Yo,True,89.935455
bosques,bosques,False,30.78634
bandadas,bandadas,False,29.120708
quitaron,quitaron,False,27.945007
adoradnos,adoradnos,False,0.0
ropas,ropas,False,34.772602
viendo,viendo,False,30.633923
dibujos,dibujos,False,25.770159
comido,comido,False,28.482685
pasando,pasando,False,27.47777
tallaremos,tallaremos,False,0.0
disponed,disponed,False,21.280071
pegarles,pegarles,False,21.990805
ruego,ruego,False,26.70684
cul,cul,False,26.584177
realidad,realidad,False,28.680529
perpo,perpo,False,0.0
echándose,echándose,False,19.467981
nombrados,nombrados,False,27.432062
menos,menos,True,30.346329
humilláronse,Humilláronse,False,0.0
alumbre,alumbre,False,21.745363
semejante,Semejante,False,17.580135
pudiendo,pudiendo,False,30.859726
teníais,teníais,False,21.558403
entender,entender,False,27.482332
fuerza,fuerza,False,32.385784
caquixahá,Caquixahá,False,0.0
clavaban,clavaban,False,27.960886
recibir,recibir,False,30.332859
tiraremos,tiraremos,False,25.96896
tábanos,tábanos,False,18.861317
grandes,Grandes,True,25.667414
quiché,Quiché,False,21.526352
quédate,quédate,False,15.886312
era,Era,True,46.98363
jugaba,jugaba,False,29.596197
brazos,brazos,False,32.132053
habláis,habláis,False,17.675547
consistencia,consistencia,False,27.02314
creyeron,creyeron,False,23.891142
levantaos,Levantaos,False,15.14169
aquél,aquél,True,21.089918
esquina,esquina,False,22.477259
dolor,Dolor,False,29.32878
habría,habría,False,33.363213
faldas,faldas,False,26.698832
igualmente,igualmente,False,22.625362
fuera,fuera,True,29.556587
sembradas,sembradas,False,25.254326
contestaréis,contestaréis,False,0.0
demonio,demonio,False,23.594786
dijeron,dijeron,True,25.269434
sentimos,sentimos,False,29.19249
algo,Algo,True,29.112917
honores,honores,False,28.52968
zacahá,Zacahá,False,0.0
entraron,entraron,False,31.661158
colorada,colorada,False,22.63946
prodigiosos,prodigiosos,False,17.496582
viajes,viajes,False,34.277092
metido,metido,False,29.041502
regocijaron,regocijaron,False,19.03885
cumplían,cumplían,False,25.075483
arrodillados,arrodillados,False,19.12764
dejes,dejes,False,31.071068
llevaba,llevaba,False,27.963774
destroza,destroza,False,18.312101
parcialidad,parcialidad,False,21.862171
conocimientos,conocimientos,False,30.525316
piedras,piedras,False,28.513527
consideración,consideración,False,28.54846
expresaron,expresaron,False,27.774096
buscarla,buscarla,False,23.08886
subió,subió,False,33.576447
muchos,muchos,True,33.919266
cortado,cortado,False,27.144499
despidió,despidió,False,22.225752
multiplicarse,multiplicarse,False,22.371166
soplo,soplo,False,22.492205
desapareció,desapareció,False,19.50876
cuchillo,cuchillo,False,23.072645
criatura,Criatura,False,19.039024
reuniendo,reuniendo,False,24.070261
acá,acá,False,37.837673
desesperados,Desesperados,False,17.763075
ésos,ésos,True,17.385801
verlos,verlos,False,26.76541
pegar,pegar,False,32.994473
compañeros,compañeros,False,23.79753
trituradas,trituradas,False,25.508991
engañar,engañar,False,25.470438
uocab,Uocab,False,0.0
aguardaban,aguardaban,False,24.669487
iríamos,iríamos,False,27.548426
abrazarnos,abrazarnos,False,22.380444
pertenece,pertenece,False,21.45278
provocando,provocando,False,27.221548
nuestra,Nuestra,True,28.193272
buenos,buenos,True,31.536577
vuh,Vuh,False,40.80281
patria,patria,False,28.827206
saliera,saliera,False,25.647505
nuestras,nuestras,True,34.003506
turnábanse,Turnábanse,False,0.0
esté,esté,False,51.849712
venga,venga,False,25.859245
reflexionabais,reflexionabais,False,0.0
morirá,morirá,False,22.770985
ponen,ponen,False,39.706573
chomihá,Chomihá,False,0.0
quedará,quedará,False,29.075714
robles,Robles,False,24.827034
desaparecerán,desaparecerán,False,19.116053
ilumina,ilumina,False,25.496996
insoportable,insoportable,False,16.694818
nimá,Nimá,False,0.0
apretaron,apretaron,False,25.504473
hagamos,Hagamos,False,24.994493
buscábamos,buscábamos,False,21.702839
únicamente,únicamente,False,25.367937
odio,odio,False,37.678448
ir,ir,True,111.42054
llamana,llamana,False,0.0
compraban,compraban,False,29.986488
ahacer,ahacer,False,18.840849
ahogaron,ahogaron,False,28.17877
resplandecía,resplandecía,False,16.678743
interrogó,interrogó,False,20.525482
untado,untado,False,29.310272
adoraran,adoraran,False,23.155691
perdidos,perdidos,False,24.84405
cortó,cortó,False,30.312414
depedernal,depedernal,False,0.0
completo,completo,False,20.639046
medido,medido,False,30.583305
gentes,gentes,False,36.483433
jamás,jamás,False,28.08061
quemó,quemó,False,27.283092
calabazas,calabazas,False,19.062414
sucedían,sucedían,False,23.139668
está,está,True,54.13684
seréis,Seréis,False,20.637335
sufrieron,sufrieron,False,31.768915
moliendo,moliendo,False,26.064432
sustenten,sustenten,False,23.808119
saltando,saltando,False,25.871029
ojo,ojo,False,49.647144
huesos,huesos,False,31.568874
muriendo,muriendo,False,24.96752
plan,plan,False,48.956295
dirigían,dirigían,False,23.563087
escondidos,escondidos,False,22.016054
ofrendaron,ofrendaron,False,24.322405
creados,creados,False,33.849907
pequeños,pequeños,False,25.939138
christóval,Christóval,False,0.0
jztayub,Jztayub,False,0.0
desmoronó,desmoronó,False,15.619525
envanecía,envanecía,False,0.0
manos,manos,False,37.624153
blando,blando,False,31.11362
oíd,Oíd,False,20.065504
pulseras,pulseras,False,23.243176
bajar,bajar,False,36.72127
alom,Alom,False,0.0
ixcanil,Ixcanil,False,0.0
perseguir,perseguir,False,24.56893
medir,medir,False,39.049313
insectos,insectos,False,27.880186
siembra,siembra,False,24.04509
rojas,Rojas,False,28.212578
contemplad,Contemplad,False,16.02087
solos,solos,True,29.263453
probar,probar,False,30.689001
produce,produce,False,29.346516
sufrían,sufrían,False,30.869934
multiplican,multiplican,False,21.609133
cortarles,cortarles,False,23.45459
chatam,Chatam,False,0.0
recogerlo,recogerlo,False,20.430878
entenderse,entenderse,False,25.082933
negaban,negaban,False,33.658264
cavinal,Cavinal,False,0.0
obra,obra,False,47.71607
entendidos,entendidos,False,22.288868
despojarlo,despojarlo,False,22.336733
triturando,triturando,False,23.840569
despedazadnos,Despedazadnos,False,0.0
calladas,calladas,False,25.003288
rumbo,rumbo,False,34.1507
parásitas,parásitas,False,18.56372
pedacíto,pedacíto,False,0.0
pusiéronse,Pusiéronse,False,0.0
sintiendo,sintiendo,False,24.756542
además,además,True,21.794298
tributaron,tributaron,False,25.195915
levántate,Levántate,False,16.226578
publicación,publicación,False,27.04735
terminar,terminar,False,22.787811
traigan,traigan,False,21.832485
leones,leones,False,26.798233
cortaban,cortaban,False,32.284412
maderos,maderos,False,28.45362
despedirnos,despedirnos,False,18.409369
ellos,ellos,True,30.114647
caras,caras,False,32.931526
hondas,hondas,False,23.377426
recatándose,recatándose,False,0.0
dirigiéndose,dirigiéndose,False,19.133327
querida,querida,False,21.872068
sosteniéndose,sosteniéndose,False,18.014406
regresamos,regresamos,False,22.26826
contestó,contestó,False,19.668507
aumentó,aumentó,False,31.975542
realmente,Realmente,False,19.739088
consigo,consigo,True,24.461489
calmaba,calmaba,False,22.599657
respetable,respetable,False,18.58951
recordados,recordados,False,22.093462
permanecían,permanecían,False,23.3874
remontaron,remontaron,False,27.041988
rodearon,Rodearon,False,25.460651
tradición,tradición,False,30.941767
vuelto,vuelto,False,31.431036
supremo,supremo,False,21.294584
cacao,cacao,False,27.6314
llevará,llevará,False,29.863667
jueces,jueces,False,30.590855
invocados,invocados,False,25.083342
bola,bola,False,35.02897
iluminó,iluminó,False,23.038317
tengáis,tengáis,False,24.696133
pensativos,pensativos,False,21.613674
maravillosa,maravillosa,False,17.22538
dedos,dedos,False,36.92696
puh,puh,False,0.0
testimonio,testimonio,False,21.076687
haría,haría,False,30.736492
encantamiento,encantamiento,False,17.512108
venir,venir,False,26.946615
prosternaron,prosternaron,False,0.0
dicenlos,dicenlos,False,0.0
decimotercera,decimotercera,False,14.395822
mala,mala,False,40.884293
lamentos,lamentos,False,26.142584
ahaltoco,Ahaltoco,False,0.0
indicaban,indicaban,False,27.283024
sentaos,Sentaos,False,16.414967
