term_str,0,1,2,3,4
chutzinik,-0.0015003054702284798,-0.0034132369925319434,-0.004364351630389824,0.0006365312161009388,-0.004003197493697171
xna'ojix,0.001028024886764869,-0.002307625319176585,0.00720004244747197,0.0017059000522982235,-0.001010498570743943
xukut,0.001476682146808585,0.0028448489074228995,0.009068859811027485,-0.0039025081313118814,0.00032426629865112366
mata,-0.004415259725638077,-0.0008342290465534518,0.005317022382347805,-0.002527697790706244,-0.0012260433541227494
iwumal,-0.0009129125909088095,-0.006475846433785573,0.0076106185499018476,-0.004006961838502893,0.0058494896921671945
kojcha',-0.0039005477082900723,0.0007811230453320802,0.0016877463672329855,0.005229037293458975,-0.005872128486337763
uk'utb'al,0.0007110577428388022,-0.0008441638950351787,-0.002044401626418573,0.0023864526166722587,-0.003140341936047861
jarub',0.005471410238030339,-0.003785300419902829,-0.004253137622741382,0.0019765026640819368,0.0027089029262091628
chiwil,-0.0020340035428871943,-0.0014610904758826794,-0.0042120161999267625,0.0007847126325762092,0.000980459108888358
xkikob'isaj,0.004139310192414847,-0.0011395254868182085,-0.0038228608035889853,0.0009153595729029986,-0.0038120072329777465
xare,-0.005014322104892899,0.005948290252236296,-0.006608338285378685,-0.003197384622698414,-0.007757936805862056
kipatan,0.0007169141031757346,0.007974936055345716,0.00022229087757040533,-0.002603280702714424,-0.0033530855435136937
kaweq,0.005254046081670921,0.004362894314033647,-0.005192123824184764,0.0010814550133680758,0.0034519059469855715
kipam,0.004671678709828254,-0.004476690782227659,-0.0023002774068594297,-0.0005694649682656002,0.0022935762787260326
chik'ama',-0.00667519958333169,0.0011686505357767537,0.00010575967978038631,0.00012098010974875053,-0.00016523533591132752
q'ol,0.0056588581638474435,-0.003054407522759594,0.001411376501944432,-0.00013103389408389873,0.002223077184054853
usachik,-0.000747597219584517,-0.0005885859618362403,0.0038737477855642546,-0.0009675308265416493,0.0030797270572231012
amaq'el,0.0029867736906199834,-0.006200909086620505,0.0048028727750271324,0.0034144730464491986,-0.0031879691023420672
wal,-0.003475437595086133,0.004184331947291837,0.0008900174655202391,0.0016334234679303559,-0.0037030180354580295
chikiya',0.0035921441383833094,-0.010179870282155046,-0.004753005567409322,0.0013365233482783383,0.002011919011901321
xtikar,0.004347437820244116,-0.0023930267334632805,-0.0012743205215000441,0.00537577160089913,0.00432068768281718
ke'ulik,0.000761663418782162,0.0002755153022582631,-0.0044404124835829605,-0.0029452198126639225,0.005789059567066658
uxe'najik,0.004334467111995466,0.007663251941130047,-0.005389759113538304,-0.00038991573962500085,0.004101794172610305
xepixab'an,-0.0033532160970153545,-0.0029985664941520416,-0.004207371786740878,-0.001479716345064657,-0.008336059677460376
wila,-0.006541197767093251,0.0017314241835715998,-0.00124148163974146,0.0008016462203570363,-0.006950335142673756
xe'ik'owik,-0.002316683475674302,-0.0014486063419402694,0.001478039861271684,0.008305769378041103,0.0046320691671183425
xtikarik,0.0020850241460134257,-0.0008085561372625848,0.0025745237952840777,0.0017421933588188578,0.0014640446539457258
qajuyub'al,0.00831771779262886,-0.006834885056730908,-0.003411979048992178,0.003532697622304733,-0.002592575903521611
ib'i',-0.0014114777853978606,-0.0016892120797980155,0.01138629607519664,-0.0019882387278967084,0.0039312015655705865
chuwa,-0.00459022647826896,0.003140017123546992,-0.00436838489763708,-0.0016271148662113687,-0.0016493957036968375
q'alel,0.019988280546732802,0.0344011310859064,-0.00828611280384982,0.006949316463309681,0.0050923135774517654
xe'ik'ow,-0.004390292692300124,-0.007930391799560422,-0.008697517648534336,-0.0070404641561447445,-0.011576396531919553
lal,-0.013037874593973446,0.003573867531909035,0.007351651092490848,0.01951687974705382,-0.0014803205428559295
chiwinaqir,0.0035390181303563972,-0.004874566495271202,0.0011460247550092728,-0.0023101601813987184,0.008709178620607699
iwati't,-0.013763076367602848,-0.0006564880519270873,-0.0074060893777449285,-0.00817717063536942,0.004936790068461448
q'apoj,-0.020645877584404854,0.010618415193513375,-0.0018453638434337493,0.005568787362224043,-0.02354513299845882
puj,-0.011677357835574434,0.0051382606537725565,-0.0010238654934128474,-0.007490319300530604,-0.014120470474602416
uq'ab',-0.007228835752976594,0.000905125685956827,0.011728248089790673,0.01416882475097484,0.0020269703732322224
kikamik,-0.0020909389089070938,-0.002658415963366709,-0.0032965633498790448,0.00491095844672443,0.005735033794882357
ajtzik',0.015075540288165686,0.025688656499138277,-0.006124462478203021,0.004796819883879211,0.0032776329632046384
rixoqil,0.007868626910016571,-0.004928817888425418,0.005847949134722514,0.006575907574509759,-0.013181584033277545
nuwach,-0.00964080987980202,0.0025832136703201523,0.007533373143295653,0.01600276525279505,-0.0013404814408105037
upa,0.006480212686276839,-0.0008964705973962266,0.016923788462619074,-0.01320317366611207,-0.002901740636526456
xub'an,0.003937009222262288,0.002774717640607136,0.0019145701949298626,0.0024887525318729,0.005483278325047509
kichaq',-0.002261761431004464,-0.001020762065221842,-0.005627647214868598,-0.00697021541134241,0.01131594944339897
wub',-0.011312460929658052,-0.0017032869087797808,-0.006014470477120464,-0.0029026966210958212,-0.0021697399958943266
sipakna,-0.023705228444948996,-0.0022711055423030903,0.019038128145275897,0.05846927028547458,0.01847037152414793
ixim,-0.0027331670857622444,-0.002893434004870957,0.014346735596999187,0.0019163011780709079,0.0015712849846046045
kaqan,0.006390718343737045,-0.012427271377077624,-0.004594824999957615,-0.005411827218545581,0.008628677115143982
saqil,0.0064295716434062435,0.004617465434410296,0.024290817773374756,-0.011419413410230504,-0.0047685371024673425
jumaj,0.001987437434282697,-0.007352210567129676,-0.006007756385087286,0.008401916035515428,8.193259344466981e-06
koj,0.006960058824925204,-0.011035208884363814,0.004112206503018574,-0.0023312613563997004,0.010430091196207861
xril,-0.007480963400070545,-0.0002802641160034012,-0.0017791689349911392,0.0024515592988800564,0.0025502539986893883
ukik'el,0.0013324140310566263,-0.004090874085732378,0.004154266573999236,-0.0043427449381572385,0.0020415029039437343
xya',0.010190388808938647,-0.010282629763586614,-0.004631081157421189,0.003398439777823846,-0.000471269518050751
xkita'o,0.0002613580145986579,-0.005524564541997869,-0.0003851128911711785,-0.0074232997639559865,0.002210784951941077
utiw,0.0011767444781114677,-0.0030705500791239136,0.01372929216248033,-0.008240349707081545,0.007961315787170012
aq'ab'al,0.0038301344449046346,-0.0017179817569277864,0.00971453862644093,-0.0050185564259738495,-0.00707871325913581
aponoq,0.005141717133784582,-0.002963137983742095,-0.0009383631425169594,-0.0002590234675631711,-0.0027330821789013676
kiwa,-0.0018051066605666456,-0.0007951418490017039,-0.005993146943498615,-0.008337649810589518,0.011302672535297514
xch'akataj,-0.003122529325380781,-0.0018485135971184833,0.0009433660806750201,0.011585291624323884,0.004586585837565368
sis,-0.003945211604807289,-0.001431429954715143,0.006480186824852871,-0.006020872009730341,0.000744405679554863
kib'ix,0.004683065071831753,-0.008387207634950577,-0.006162412219801661,-0.00025231513563940604,-0.005975138123052686
kiwachib'al,0.0030743027335761878,-0.005674899902214572,0.0015294404554200285,-0.006309939456788384,0.002817566368015557
aq,-0.0035944909038890514,-0.0015474576213470067,0.008769498498089681,-0.0016624823617026768,0.0026629303781172866
kuk'a'm,-0.002830408688056721,-0.0034384053239429643,-0.007373390179194448,-0.004947973702231229,0.004414315499795552
nimaq,0.004792812716252463,0.003868898467769847,0.007144926882155161,0.0002669265474806116,0.0005618014409965562
xkiya',-0.0048381651744924745,-0.0003153939680163317,-0.0030085139165800276,-0.001223858650704372,0.003854136904784993
mixutzinik,-0.0011007015272369901,0.0024470452364449427,0.0096269215307159,-0.0008117158956262475,0.004005176756825775
xekel,-0.0036690067765990085,-0.005441772437515365,-0.006297121238215387,-0.005491737098719177,0.0034673307356782716
istayul,0.011733471764953571,0.015106197695797489,-0.005928656450097996,0.002511593933069647,0.004192754255950047
chib'ek,-0.0043620461658186475,0.0012371715623226232,-0.00459341655141363,-0.004091369715555202,0.006604324867956867
chuch,0.004237481016710293,-0.001155572578430464,0.007602538872963703,-0.001002804427001913,-0.0026312365910003866
kekikotik,0.004874276665025195,-0.006483152605346855,-0.005423768488234608,-0.0014143936001683919,-0.006282927091859585
kal,0.00673426038702442,0.013590500106698008,-0.0033731203692696217,0.0009559311660812842,0.001168100562702971
choq',-0.0006817996675423308,0.0021429268342343447,-0.0016343721776639684,-0.004611301530025188,0.0029435098378997656
mixb'isonik,-0.00132008604782833,-0.008001657060016716,-0.005812047511899208,-0.007234758575343721,0.005033569957308189
