term_str,n,p,i,h,dh
ajk'ix,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajk'ixb',19,0.000701314041045327,10.477651766976015,0.007348124301363661,3.5110854081804272
ajk'ixb-,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajk'ot,3,0.00011073379595452532,13.140616779698444,0.0014551103771997392,1.5849625007211559
ajk'uwal,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajkajb',1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajkun,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajlab'al,11,0.00040602391849992617,11.266147661782304,0.004574325420035632,2.1626441180472606
ajlab'al;,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajlab'al?,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajlatzab',1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajloq',2,7.382253063635022e-05,13.7255792804196,0.0010132569969304298,0.0
ajmak,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajmewa,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajmoken,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajmox,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajmuqulik,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajna'oj,4,0.00014764506127270044,12.7255792804196,0.0018788689325881592,1.5
ajnim,3,0.00011073379595452532,13.140616779698444,0.0014551103771997392,1.5849625007211559
ajol,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajoxb'al,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajpatan,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajpop,37,0.001365716816772479,9.516125914790651,0.012996333192353982,2.6997073159533373
ajpop!',1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajpopol,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajpopol;,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajposotz'il,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajpoxa,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajpu,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajpuwaq,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajq'ij,3,0.00011073379595452532,13.140616779698444,0.0014551103771997392,0.9182958340544893
ajq'ol,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajq'ukumatz,2,7.382253063635022e-05,13.7255792804196,0.0010132569969304298,1.0
ajraxa,4,0.00014764506127270044,12.7255792804196,0.0018788689325881592,1.0
ajsu,2,7.382253063635022e-05,13.7255792804196,0.0010132569969304298,0.0
ajsu',3,0.00011073379595452532,13.140616779698444,0.0014551103771997392,0.9182958340544893
ajtojil,2,7.382253063635022e-05,13.7255792804196,0.0010132569969304298,1.0
ajtoltekat,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajtukur,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajtz'alam,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajtz'aq,8,0.0002952901225454009,11.7255792804196,0.0034624477426309173,1.9056390622295662
ajtz'ib',2,7.382253063635022e-05,13.7255792804196,0.0010132569969304298,1.0
ajtz'ite',1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajtza,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajtzib'ab',1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajtzik',12,0.0004429351838181013,11.140616779698444,0.004934571141162754,2.1174924611847548
ajuchan,2,7.382253063635022e-05,13.7255792804196,0.0010132569969304298,0.0
ajxit,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajxob',1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajxob';,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ajyamanik,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ak'alab',1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ak'am,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ak'oto,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ak'ux,2,7.382253063635022e-05,13.7255792804196,0.0010132569969304298,1.0
ak'wil,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
akul,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
al,12,0.0004429351838181013,11.140616779698444,0.004934571141162754,3.2516291673878226
al-,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ala,2,7.382253063635022e-05,13.7255792804196,0.0010132569969304298,1.0
alachinaq,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
alal,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
alanel,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
alaq,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
alay,2,7.382253063635022e-05,13.7255792804196,0.0010132569969304298,1.0
alib',2,7.382253063635022e-05,13.7255792804196,0.0010132569969304298,1.0
alk'wal,2,7.382253063635022e-05,13.7255792804196,0.0010132569969304298,1.0
alom,17,0.0006274915104089768,10.638116439169261,0.006675327752320885,2.41896119556797
ama,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ama!,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
amaq',116,0.0042817067769083126,7.867598285292028,0.0336867488961271,4.262034659737259
amaq'!,2,7.382253063635022e-05,13.7255792804196,0.0010132569969304298,0.0
amaq'-,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
amaq':,3,0.00011073379595452532,13.140616779698444,0.0014551103771997392,1.5849625007211559
amaq';,4,0.00014764506127270044,12.7255792804196,0.0018788689325881592,2.0
amaq'el,4,0.00014764506127270044,12.7255792804196,0.0018788689325881592,2.0
amaqil;,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
an,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ana,2,7.382253063635022e-05,13.7255792804196,0.0010132569969304298,1.0
anab',1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
anilab'ik,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
anim,6,0.00022146759190905065,12.140616779698444,0.0026887531624904277,2.584962500721156
anom;,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
apa,11,0.00040602391849992617,11.266147661782304,0.004574325420035632,3.2776134368191157
apachinaq,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
apanoq,14,0.0005167577144544515,10.918224358361996,0.005642076665328065,3.4677201004744993
apanoq!,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
apanoq:,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
apetik?,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
aponoq,6,0.00022146759190905065,12.140616779698444,0.0026887531624904277,2.2516291673878226
aq,6,0.00022146759190905065,12.140616779698444,0.0026887531624904277,2.2516291673878226
aq'ab',68,0.002509966041635907,8.638116439169261,0.021681378926011727,4.412605261663124
aq'ab'-,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
aq'ab':,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
aq'ab';,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
aq'ab'al,4,0.00014764506127270044,12.7255792804196,0.0018788689325881592,2.0
aq'ab'al;,2,7.382253063635022e-05,13.7255792804196,0.0010132569969304298,0.0
aq'ab'il,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
aq'am,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
aq'an,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
aq'anik,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
aq'anok,2,7.382253063635022e-05,13.7255792804196,0.0010132569969304298,1.0
aq'anoq,10,0.0003691126531817511,11.403651185532238,0.004209231945051026,2.8464393446710154
aq'aq'?,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
aq'aroq!,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
aqab'al,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
aqaj,2,7.382253063635022e-05,13.7255792804196,0.0010132569969304298,0.0
aqajaw:,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
aqajaw?,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
aqan,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
aqan;,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
aqanoq,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
are,358,0.013214232983906688,6.241763503155344,0.0824801171611403,5.628046698935957
are',3,0.00011073379595452532,13.140616779698444,0.0014551103771997392,0.9182958340544893
as,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
astapulul,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
at,55,0.002030119592499631,8.94421956689494,0.018157835382371982,3.986755633447611
ata,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
atan,3,0.00011073379595452532,13.140616779698444,0.0014551103771997392,1.5849625007211559
ataq'a'!,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ataqa,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ataqikil?,1,3.691126531817511e-05,14.7255792804196,0.0005435397637833899,0.0
ati't,31,0.0011442492248634284,9.771382970032725,0.01118089738930365,2.7706290693639404
ati't:,4,0.00014764506127270044,12.7255792804196,0.0018788689325881592,2.0
