level_1,level_2,0,1,2,3,4
0,0,0.038089669026775616,0.10311322155817876,0.5002417937334326,-0.16912394184266288,-0.18487571389437152
0,1,0.020027481908557947,-0.056338226403489476,0.4572026732625725,-0.12272072559239347,-0.23246635946861874
0,2,-0.05816783657986485,-0.03389668079458078,0.40366905100020595,-0.10590775468989178,-0.15070830273878724
0,3,-0.020982665132117734,0.007659998724573142,0.2989046626159426,0.07621798187841099,0.02238406466794695
0,4,-0.24594189436819958,0.01172873483615757,0.18100369477781172,0.5072082551388148,0.281727605179478
0,5,-0.2676284030747453,0.04649140666299991,0.0543305705971789,0.522202466936838,0.05915009481406614
0,6,-0.24729774872605537,-0.19115962426583372,0.04207696838188741,0.3123822130244417,-0.24347110574062172
0,7,-0.2803465667177565,-0.13257604057646374,0.05951523446173428,0.4964104576156359,-0.08709630198430916
0,8,-0.21139770418701345,-0.07821398319251402,0.23651651777624605,0.2779106503243615,0.06598306873484346
0,9,-0.29716420276678657,0.10174682694840317,0.09715349575386498,-0.13900912098626614,0.44400542809125065
1,0,-0.3596754457999499,0.10251427010317911,-0.1269286571247265,-0.22068211802557802,0.349307913309704
1,1,-0.2341683806428722,0.030278412046690902,-0.1470509444549961,-0.28655457980789917,0.27932644680171226
1,2,-0.2909566739818108,0.06652836482802305,-0.05093126061509717,-0.1047606116919312,0.11609322492780366
1,3,-0.2715283001590356,-0.008276188193859271,-0.1482851410823784,-0.1277121854749175,-0.2039560626545103
1,4,-0.22387635514920853,-0.038730301950441394,0.0720375264847749,0.04452451908844257,0.2416691096411139
1,5,-0.24572544834019816,-0.08714508408847267,0.06944317784069186,-0.10342728311539753,0.31270034486496473
1,6,-0.2577429082348918,-0.08968722399683035,0.03479404493193121,-0.07962672977922682,0.10300523306999416
1,7,-0.11444121697281551,-0.150015130321126,0.11084209999878442,-0.08413750464565377,-0.07148009531271403
1,8,-0.2991270319482729,-0.14252500131539228,-0.08071105764023329,0.004961382794118369,-0.11324312781912216
1,9,-0.3318651287742009,-0.09273737272530097,-0.1883470208223011,-0.02634394510354268,-0.18986006549928247
2,0,-0.3095273540558913,-0.11040740589149221,-0.05716812038380834,-0.09399330321293115,-0.04849822363381695
2,1,-0.31750091441238304,-0.06589820216776687,-0.20420796485675646,0.014682865467270729,-0.13219936775510147
2,2,-0.35832485330721175,-0.15669935065590762,-0.1685358623223405,0.05131714259909355,-0.19408059780829567
2,3,-0.2293320802173847,-0.1297234307196321,-0.15667357295521653,-0.10234260218145878,-0.056214481854210664
2,4,-0.3023101308894502,-0.09374689587168909,-0.0818579162879974,-0.1472982020224865,-0.004500171655737659
2,5,-0.274518309739341,-0.09177511034385474,-0.13960548436005588,-0.10037381073452896,-0.1262029106422288
2,6,-0.22846633428145996,0.11140407997309966,-0.24321579950311223,-0.13596934857269607,-0.25287257836247795
2,7,-0.24724097526313205,0.10084241403605204,-0.13511162946071067,-0.2531880342450527,0.07699462030775392
2,8,-0.008189053366530875,0.05985789319594299,0.3696578660683175,-0.14634087285684633,-0.0023782952653809203
2,9,0.13205508406927127,-0.023091876602373683,0.47273977053156624,-0.20048202027155315,-0.24971297582861463
3,0,0.4137544826155574,-0.014785692115087052,0.265843463479,-0.0997146531086638,0.08452384645183875
3,1,0.5167908352067876,-0.25328195365714645,-0.1701637724543538,0.04679863226226221,0.1188403629396674
3,2,0.3611175292630903,-0.3749934270177548,-0.22926214564924693,-0.04833785446462304,-0.0567023011054416
3,3,0.31838048043647826,-0.1572437515645703,0.05854324762848548,0.0474858077617411,0.1305904184377639
3,4,0.4289008988653807,-0.22768500428442406,-0.038183400933377576,0.056864062450489146,0.20317627783185263
3,5,0.40681973644657443,-0.2565208028560112,0.08117370232339005,-0.006052834110898326,0.13618961305040164
3,6,0.3401099232351173,-0.11850087563394478,-0.03631406135560032,0.030711476422018314,0.13850979341742903
3,7,0.34611713529182864,-0.25924750179050815,-0.10849630798155777,-0.003621006905420733,-0.013379673988231321
3,8,0.2044074959358195,-0.1886388338947694,-0.21878065770472865,0.10466697996236705,-0.14965810505262764
3,9,0.23283613440844206,-0.11899419317519948,-0.31446047977198777,0.03474432443120403,-0.16065205565694277
4,0,0.39373826928996597,-0.2613641432866623,-0.16366481761364704,-0.004105822745596977,-0.017472813535428535
4,1,0.43439196200738567,-0.2307591895646731,-0.09012887563337202,-0.0389268386598311,0.026078616453147675
4,2,0.32366638747881826,-0.053237288325149144,-0.033433080008695895,-0.011525204815689307,0.09344345651556873
4,3,0.28036806195929603,0.2273675721763696,-0.028109083184338485,0.012377502515179464,0.10439707708943835
4,4,0.1921955321627954,0.3219110816032476,-0.050692149870070084,0.05186268028625957,-0.09953058829428418
4,5,0.17449344998775954,0.6030195290765222,-0.1877114743803712,0.023665646415819194,-0.15554079974629823
4,6,0.19831283136515493,0.39135402533893715,-0.06676945804689438,0.058225693013451034,-0.10559392729587727
4,7,0.2229566452491938,0.47522652281881145,-0.04548258724956433,0.10335200978966294,-0.04838720863097936
4,8,0.2902072047716952,0.2576724158298318,0.073260405477818,-0.08123477683230666,-0.16381907898925596
4,9,0.14046508849537948,0.7111281772867075,-0.13500353756797578,0.021737008567149826,0.11193814562550918
5,0,0.12324159761145524,0.5580508401991937,-0.09366364585012289,0.14320392775091395,0.014518527990320674
