level_1,level_2,0,1,2,3,4
0,0,0.5619649393040355,0.039645093698092236,0.11629973584638474,0.5051018816656409,-0.1433757293808246
0,1,0.5489887437482276,0.022535739875486165,-0.04890258071813634,0.4572122006332392,-0.09671870272194968
0,2,0.582330115533825,-0.055163140625935976,-0.01978481668413932,0.4062004350360347,-0.08499389688230063
0,3,0.5820957861708904,-0.018279863205132644,0.02250091745694219,0.29993475152354915,0.08702342291144761
0,4,0.4862543440523021,-0.2459963148420236,-0.013378941596327455,0.17497557692268847,0.4664470703314646
0,5,0.5458213509565047,-0.26650018993986946,0.03987813893822561,0.051367373615025046,0.5131756906868943
0,6,0.634278866797089,-0.24205093914576323,-0.1710062586295527,0.04082631606607285,0.34673195280541314
0,7,0.5117762667432731,-0.27870699717764885,-0.15178271426617415,0.05292129257019236,0.49292602054153567
0,8,0.6462058270725596,-0.2068535308957158,-0.057245294144629345,0.23597356464392055,0.2822713730269869
0,9,0.5974633098309909,-0.29487733230094415,0.12054390128841491,0.10082864347484885,-0.1805416928531114
1,0,0.60157877469877,-0.3570919112266551,0.128436193283923,-0.12252448377776246,-0.2503747818164135
1,1,0.5492592981383349,-0.23217921231146596,0.044358194218432026,-0.1445985953874131,-0.31951581656079653
1,2,0.5985098797077593,-0.28811821957395317,0.09177123655771136,-0.04642777327426252,-0.10847504507559534
1,3,0.5940576060947104,-0.26819830469641737,0.016534936614002578,-0.14619119028993502,-0.10152021460242505
1,4,0.5584389662184613,-0.22161454084474722,-0.03678452723414419,0.06998127576357646,0.016257761521734207
1,5,0.5541828173420189,-0.24315240395749885,-0.08559779402378252,0.06792134652464497,-0.14513347149675618
1,6,0.5189035951025249,-0.25597123390715487,-0.09720846030231883,0.03225582504844568,-0.10711708508528539
1,7,0.6283082022848676,-0.10940523143248937,-0.1233362487361609,0.11227339206712007,-0.07073193309046033
1,8,0.6602477153845853,-0.293535780415423,-0.11086344354019513,-0.07910514478376238,0.023043190507666844
1,9,0.5568573218322794,-0.32898609007162266,-0.0850152867714946,-0.19090744151024477,-0.01347578984408976
2,0,0.6685838616443671,-0.30382043157020705,-0.07215937051440627,-0.05516781540580025,-0.07700341608121347
2,1,0.6059295399564456,-0.3135812540999567,-0.04274574842791858,-0.20338147052250005,0.02873595023085204
2,2,0.582426146534853,-0.3543379441751604,-0.1431618029821367,-0.16920922791984494,0.06802343923958536
2,3,0.6884046681427283,-0.2230504887338026,-0.08612809875989907,-0.15291567609760837,-0.08668291963864656
2,4,0.6014085443993398,-0.29823627516559925,-0.07095069197498018,-0.08023251529062178,-0.141978030075111
2,5,0.6708673612090185,-0.2687280186183267,-0.047519075065637066,-0.1351378972244912,-0.07005777010185146
2,6,0.6648138915383982,-0.22416257367085263,0.1631708509398969,-0.23574321224795566,-0.088019822119563
2,7,0.6239921531393443,-0.2438094680291216,0.14123001171523977,-0.12864105541731935,-0.24268928237836918
2,8,0.5419069373393998,-0.0066337209707754,0.07067000154210493,0.3732187096835783,-0.13628074090289868
2,9,0.5700074628030604,0.13471729578799446,-0.010096265937838574,0.47509349099827985,-0.17515557376173863
3,0,0.5656076844940469,0.41631611559688964,0.001280395412992263,0.2677777959866638,-0.10768008355989832
3,1,0.574539227108199,0.5210051165216866,-0.24528785653306684,-0.17589248686043987,0.009901542344768578
3,2,0.5937062004014815,0.3668421258787718,-0.3611505117558696,-0.23523420402445264,-0.06867552118642621
3,3,0.6601690581078272,0.3243606787275423,-0.11624690025162596,0.05986868354540956,0.053778017229102165
3,4,0.5944055301015336,0.4336262792407493,-0.21021677893615587,-0.041838892554577296,0.03058467330058926
3,5,0.6287233387329413,0.41263142943894004,-0.22935047800152666,0.07928704801194787,-0.019807297598638585
3,6,0.5592819176012684,0.343317370409862,-0.10578791068375602,-0.038568071857362704,0.01513283937359797
3,7,0.6376852011920792,0.35229739362542223,-0.22564637429495965,-0.10930568201118342,0.0018061559619076198
3,8,0.672884420462974,0.21090759552391194,-0.14423791799503716,-0.21700694083874159,0.1335376819823294
3,9,0.5122579476510681,0.23479298623833095,-0.12057820267961913,-0.31850828397932646,0.024389910011221146
4,0,0.6566035726013125,0.400282078819848,-0.22413259808089694,-0.16426284411023728,-0.0028578245457147908
4,1,0.6376050055949039,0.44048787055097455,-0.192663258458459,-0.08954350935276556,-0.0340961277395632
4,2,0.6154844810559928,0.3277153768296002,-0.023291992606068585,-0.03075539510079252,-0.017932527682347082
4,3,0.6133083583987621,0.2827449252936441,0.27349589113110684,-0.018354641483668593,0.04121626962245167
4,4,0.5956385426450675,0.19340880957450543,0.36379118754247397,-0.040247595286943716,0.09832598406647351
4,5,0.5047021837211546,0.17148698301669815,0.6278773695029225,-0.17547061905064956,0.06785377167810404
4,6,0.5979745194526992,0.19909347301655264,0.4363311344013797,-0.05491085805651966,0.11085419338057285
4,7,0.4414069865222298,0.2193296690890085,0.4775847868904729,-0.038546790724269586,0.13069376588634377
4,8,0.575031167967714,0.29137877861621897,0.29250529086866933,0.08155878925016669,-0.035075032282376004
4,9,0.32935109688813174,0.1324002614304306,0.6876169345680251,-0.1269156426811286,0.013149785491592089
5,0,0.18495729608203934,0.11199734030103345,0.470905199331785,-0.0978426572164897,0.08247390081609483
