chunk_id,0,1,2,3,4,5
0,0.0,0.0,0.012369018521923096,0.5574026351500744,0.0,0.0
1,0.0,0.0,0.0,0.5001753146607051,0.0096935450523604,0.04837535922543638
2,0.0150449452034903,0.0,0.0,0.45985427720164274,0.026151754053651593,0.06544002337777845
3,0.0019230965775232773,0.0,0.0,0.45129194478270396,0.08107772040060705,0.07095972730164117
4,0.0,0.0,0.04737854799865428,0.27096997749428786,0.3264119066015519,0.0
5,0.0,0.0,0.0,0.0,0.5729601452575325,0.0
6,0.0,0.0,0.06384418946323771,0.0,0.5069091046968521,0.0
7,0.002224176832400468,0.0,0.0,0.010434300161484073,0.4651140584523299,0.0013569496237196455
8,0.0,0.006828324963261601,0.0,0.0,0.5696158971361516,0.0
9,0.0,0.0,0.0,0.0298663439880782,0.5893401787565412,0.016948153251674758
10,0.006453265486278484,0.027888279029924783,0.002362490797400097,0.10462085745833903,0.3064818602964491,0.10212960529955756
11,0.18761590127186076,0.0,0.036921614528612014,0.061529887752243474,0.0,0.2138325843400029
12,0.2805422413877549,0.0,0.03903058303409997,0.0,0.0,0.11015463205239906
13,0.3393609163695901,0.0,0.0,0.0,0.0,0.0028848061621476657
14,0.30925969757341204,0.00559125560341204,0.016787909388172418,0.02276098651831832,0.0,0.0
15,0.1850992971688919,0.0,0.05145004076308023,0.03756720441997516,0.07931142399836646,0.10281975404537858
16,0.1769463981449034,0.0,0.0,0.021934982880788177,0.02015531988154669,0.28099514003522025
17,0.04781376152698825,0.0,0.0,0.0,0.052452143322778574,0.43699816656777607
18,0.0,0.0,0.0,0.0,0.0,0.6417636446717746
19,0.0,0.0,0.0,0.0,0.0,0.6792205201976536
20,0.0,0.005092382052435757,0.0038157014121285976,0.022285960542751632,0.0,0.6357305690315573
21,0.0840268670382901,0.06569802445815877,0.0,0.06343237801943122,0.13090967165269748,0.26135454314028084
22,0.2009813120280931,0.00028710695807908164,0.0,0.0,0.0,0.29944327818597993
23,0.16893841599679957,0.0,0.0,0.0,0.14366352083600392,0.09193888594166341
24,0.1907984186884306,0.02140503740413989,0.0,0.07380215036601064,0.06833416742824379,0.13085692473975774
25,0.20643555528695787,0.0,0.0,0.0,0.0943262076375736,0.0
26,0.24987148564482434,0.0,0.0,0.0,0.20649110921303213,0.0
27,0.3186833543049803,0.011769096032511648,0.0,0.0,0.05505706875595936,0.0
28,0.2569766673575187,0.0786336828526756,0.0,0.03224911017534665,0.042989703462878594,0.03196688309066246
29,0.24820504309933705,0.010211241563585003,0.0,0.045746299672050086,0.031995462259709166,0.030583449873493943
30,0.2710762729686571,0.020526335715681864,0.0,0.03929425928727079,0.07577137920888571,0.0
31,0.2735093525040238,0.0,0.08661595298835666,0.00238946882098712,0.0,0.0
32,0.3248147330988441,0.0,0.10215613816660686,0.0,0.0,0.0
33,0.1296595863909869,0.0018818057050558007,0.08228457296136994,0.09897393483646252,0.0,0.1462595997520934
34,0.0007711501624228249,0.03787411434739789,0.014192887739385325,0.48084984701925604,0.0,0.0
35,0.0,0.11448454211366937,0.0,0.5419092485016725,0.0,0.0
36,0.0,0.19701568801916255,0.17334732999289626,0.25246854382475525,0.0,0.0
37,0.0,0.5027195410604753,0.015014426988061512,0.09126184053534862,0.0,0.0
38,0.01605723878546749,0.5248004467374365,0.0,0.0,0.0,0.0
39,0.011556676203693621,0.4997642384688985,0.0,0.0,0.03713684447637054,0.0
40,0.0068424029492738245,0.3224326841071527,0.07808503523674198,0.03057453917845271,0.07629044834024473,0.0211028680020184
41,0.0,0.4672649323299923,0.020409589792486395,0.0,0.0014375455812654892,0.02596130626063373
42,0.0,0.40203605068276277,0.0,0.10380393522294992,0.0048762621854882855,0.03341495821391146
43,0.0,0.3578286877078599,0.07324038419188493,0.036193147154091596,0.0,0.015838104888796476
44,0.0,0.33516174957982425,0.02039326365622533,0.04112531014407261,0.0,0.073656268098968
45,0.014496583993178097,0.43854489454035966,0.019103629467849343,0.0,0.0,0.0
46,0.09017177742363224,0.19704504355555189,0.016416102921826808,0.0,0.1214060662202031,0.0018051933427873524
47,0.060211097552951655,0.3290554791090884,0.018975961191041727,0.0,0.0026686956165542022,0.0
48,0.015233521282308581,0.5013646976923863,0.0010546523626269282,0.0,0.0,0.0
49,0.0,0.4210762975699899,0.056732585030636544,0.050595688182437266,0.0,0.012805920937255008
50,0.01259684080727604,0.417995385012434,0.05004807664374011,0.0340149842775935,0.0,0.0
51,0.0,0.3594819045548083,0.1996433614391015,0.0,0.0,0.011019149476788
52,0.0,0.03317080560947179,0.47528855834864053,0.0,0.011700723007068006,0.055864784291704904
53,0.0,0.05980976006582898,0.4638924859107902,0.012009248888155409,0.0,0.027509171949423136
54,0.006293872065842575,0.0,0.559836621662891,0.0,0.0,0.0
55,0.0027602087913324177,0.08064477499813441,0.46357266355491095,0.007240565389469288,0.03754881351062966,0.019359101527468586
56,0.0,0.0,0.4447533741871308,0.0,0.02792812342242895,0.0019211497639659927
57,0.0,0.06669824397197925,0.31202851887744143,0.2238293462886695,0.011998650365258916,0.0
58,0.0,0.06406996325960163,0.5064815214039414,0.0,0.0,0.0
59,0.008050869268783158,0.0,0.5598748620943407,0.0,0.0,0.0
