term_str,n,p,i,h,df,idf,dh
ends,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
endure,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
enemies,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
engaged,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
enjoy,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
enjoyed,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
enlightened,4,0.00010161310809094373,13.264625857774119,0.0013478598610719287,2,4.906890595608519,1.0
ennobled,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
ennobling,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
enough,7,0.00017782293915915152,12.457270935716515,0.0022151885316909845,7,3.0995356735509145,2.8073549220576037
enter,6,0.0001524196621364156,12.679663357052963,0.0019326300048855018,4,3.9068905956085187,1.7924812503605778
entered,14,0.00035564587831830304,11.457270935716515,0.004074731185063666,8,2.9068905956085187,2.842370993177109
entering,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,1,5.906890595608519,0.0
enters,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
entertain,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
entertained,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
entertainment,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
entrance,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
entreated,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
envy,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
epitaph,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,1,5.906890595608519,0.0
epithet,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
epithets,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
equal,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,3,4.321928094887363,1.5849625007211559
equals,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
equipment,4,0.00010161310809094373,13.264625857774119,0.0013478598610719287,4,3.9068905956085187,2.0
equipment',1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
equipped,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
errand,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
established,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
establishing,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
even,38,0.0009653245268639655,10.016698344330534,0.00966936458997994,28,1.0995356735509143,4.649114684439285
ever,6,0.0001524196621364156,12.679663357052963,0.0019326300048855018,5,3.584962500721156,2.2516291673878226
every,21,0.0005334688174774546,10.87230843499536,0.005800037524067129,17,1.8194277543581792,3.975418017913833
everyone,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
everything,21,0.0005334688174774546,10.87230843499536,0.005800037524067129,13,2.206450877467426,3.4585250192341497
everythingand,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
everywhere,6,0.0001524196621364156,12.679663357052963,0.0019326300048855018,5,3.584962500721156,2.2516291673878226
evil,5,0.00012701638511367967,12.942697762886757,0.0016439346834607846,4,3.9068905956085187,1.9219280948873623
exact,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
exactly,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
examined,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
excelled,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
excellent,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
except,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
excitement,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
exhausted,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
exile,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
exist,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
existence,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
experiment,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,2,4.906890595608519,0.9182958340544893
explain,5,0.00012701638511367967,12.942697762886757,0.0016439346834607846,4,3.9068905956085187,1.9219280948873623
explained,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
explaining,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
eye,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,1,5.906890595608519,0.0
eyeballs,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
eyebrows,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
eyes,12,0.0003048393242728312,11.679663357052963,0.0035604206854981725,7,3.0995356735509145,2.4508257945180887
face,57,0.001447986790295948,9.431735843609378,0.01365702891110719,26,1.2064508774674263,4.381956252686887
faced,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
faces,40,0.0010161310809094373,9.942697762886757,0.010103084224957965,24,1.3219280948873624,4.221527784112275
faces',1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
facing,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
fact,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,1,5.906890595608519,0.0
failed,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
fainthearted,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
falcon,15,0.00038104915534103897,11.357735262165601,0.004327855428235336,3,4.321928094887363,0.9055872616982603
fall,5,0.00012701638511367967,12.942697762886757,0.0016439346834607846,4,3.9068905956085187,1.9219280948873623
fallen,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
falling,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
false,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
falsify,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
familiar,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
familiars,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
famine,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
far,9,0.0002286294932046234,12.094700856331807,0.0027652053272446656,8,2.9068905956085187,2.94770277922009
faraway,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
fast,9,0.0002286294932046234,12.094700856331807,0.0027652053272446656,8,2.9068905956085187,2.94770277922009
fasted,5,0.00012701638511367967,12.942697762886757,0.0016439346834607846,2,4.906890595608519,0.7219280948873623
fasting,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,1,5.906890595608519,0.0
fasts,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,2,4.906890595608519,0.9182958340544893
fat,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,3,4.321928094887363,1.5849625007211559
father,33,0.0008383081417502858,10.220231738415666,0.008567703476888532,19,1.658963082164933,3.907734270742486
father's,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
fathers,28,0.0007112917566366061,10.457270935716515,0.007438170613490725,12,2.321928094887362,3.208966082694623
fathersinlaw,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
fathersone,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
favors,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
fawns,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
fear,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
fearful,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
feasted,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
feasting,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
feat,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
feathers,4,0.00010161310809094373,13.264625857774119,0.0013478598610719287,3,4.321928094887363,1.5
featherwork,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
feats,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
fed,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
feed,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,3,4.321928094887363,1.5849625007211559
feeds,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
feel,4,0.00010161310809094373,13.264625857774119,0.0013478598610719287,4,3.9068905956085187,2.0
feeling,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
feet,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
feigning,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
feline,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
fell,13,0.0003302426012955671,11.564186139633028,0.0038189869126185536,12,2.321928094887362,3.5465935642949384
felling,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,1,5.906890595608519,0.0
fellow,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
felt,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,3,4.321928094887363,1.5849625007211559
female,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,1,5.906890595608519,0.0
fence,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
fetch,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
few,6,0.0001524196621364156,12.679663357052963,0.0019326300048855018,6,3.321928094887362,2.584962500721156
fiery,10,0.00025403277022735933,11.942697762886757,0.00303383659669421,8,2.9068905956085187,2.9219280948873627
fifth,6,0.0001524196621364156,12.679663357052963,0.0019326300048855018,6,3.321928094887362,2.584962500721156
figure,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
figured,4,0.00010161310809094373,13.264625857774119,0.0013478598610719287,1,5.906890595608519,0.0
figures,6,0.0001524196621364156,12.679663357052963,0.0019326300048855018,2,4.906890595608519,0.6500224216483541
fill,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
filled,7,0.00017782293915915152,12.457270935716515,0.0022151885316909845,7,3.0995356735509145,2.8073549220576037
filling,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
filth,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
finally,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
find,5,0.00012701638511367967,12.942697762886757,0.0016439346834607846,5,3.584962500721156,2.321928094887362
finding,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
finery,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
fingers,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
finish,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
finished,16,0.0004064524323637749,11.264625857774119,0.004578534579560165,9,2.736965594166206,3.0306390622295662
fire,40,0.0010161310809094373,9.942697762886757,0.010103084224957965,13,2.206450877467426,3.1507347117753253
fireflies,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
fires,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,1,5.906890595608519,0.0
firm,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
first,86,0.0021846818239552902,8.838361103072021,0.019309006855434872,41,0.5493385909904348,5.1558184643976634
firstborn,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
firstranking,5,0.00012701638511367967,12.942697762886757,0.0016439346834607846,2,4.906890595608519,0.9709505944546687
fish,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,2,4.906890595608519,0.9182958340544893
fishkeeper,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
fishkeepers,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,2,4.906890595608519,0.9182958340544893
fist,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
fit,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
fits,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,1,5.906890595608519,0.0
fitted,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
five,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,1,5.906890595608519,0.0
fixed,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
flagstone,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
flailed,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
flames,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,2,4.906890595608519,0.9182958340544893
flat,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,3,4.321928094887363,1.5849625007211559
flattened,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
flautists,5,0.00012701638511367967,12.942697762886757,0.0016439346834607846,3,4.321928094887363,1.5219280948873624
flesh,13,0.0003302426012955671,11.564186139633028,0.0038189869126185536,9,2.736965594166206,3.0850551027564768
flood,4,0.00010161310809094373,13.264625857774119,0.0013478598610719287,2,4.906890595608519,0.8112781244591328
flooded,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
floor,5,0.00012701638511367967,12.942697762886757,0.0016439346834607846,3,4.321928094887363,1.3709505944546687
flour,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
flourished,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
flower,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
flowered,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
flowers,20,0.0005080655404547187,10.942697762886757,0.005559607652933701,3,4.321928094887363,0.9917601481809735
flurry,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
flushed,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
flute,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,2,4.906890595608519,0.9182958340544893
flutes,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
follow,5,0.00012701638511367967,12.942697762886757,0.0016439346834607846,4,3.9068905956085187,1.9219280948873623
followed,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
following,5,0.00012701638511367967,12.942697762886757,0.0016439346834607846,3,4.321928094887363,1.3709505944546687
follows,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
foment,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
fomenting,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
food,30,0.0007620983106820779,10.357735262165601,0.007893612545788594,15,2.0,3.606238928653389
foodfox,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
foods,4,0.00010161310809094373,13.264625857774119,0.0013478598610719287,2,4.906890595608519,1.0
fooling,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
fools,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
foot,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,3,4.321928094887363,1.5849625007211559
foothold,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
for,256,0.006503238917820398,7.264625857774119,0.047243597601681044,56,0.09953567355091437,5.605149321503804
force,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,3,4.321928094887363,1.5849625007211559
forced,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
forearms,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
forest,10,0.00025403277022735933,11.942697762886757,0.00303383659669421,6,3.321928094887362,2.3219280948873626
forests,8,0.00020322621618188745,12.264625857774119,0.00249249350596197,7,3.0995356735509145,2.75
forever,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
forget,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
forgive,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
forgotten,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
fork,5,0.00012701638511367967,12.942697762886757,0.0016439346834607846,1,5.906890595608519,0.0
formation,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,1,5.906890595608519,0.0
formed,4,0.00010161310809094373,13.264625857774119,0.0013478598610719287,3,4.321928094887363,1.5
former,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
forming,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,1,5.906890595608519,0.0
forth,13,0.0003302426012955671,11.564186139633028,0.0038189869126185536,10,2.584962500721156,3.085055102756477
forthcoming,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
forthe,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
fortification,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
fortress,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,3,4.321928094887363,1.5849625007211559
found,13,0.0003302426012955671,11.564186139633028,0.0038189869126185536,12,2.321928094887362,3.5465935642949384
founded,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
four,55,0.0013971802362504762,9.483266144249459,0.013249832031848601,24,1.3219280948873624,4.211859369570835
fourfold,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,1,5.906890595608519,0.0
fours,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
fourteenth,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
fourth,10,0.00025403277022735933,11.942697762886757,0.00303383659669421,8,2.9068905956085187,2.9219280948873623
fox,4,0.00010161310809094373,13.264625857774119,0.0013478598610719287,2,4.906890595608519,1.0
fragrance,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
fragrant,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
frame,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
freedom,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
freshness,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
frightened,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,3,4.321928094887363,1.5849625007211559
frightening,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
from,114,0.002895973580591896,8.431735843609378,0.024418084241622482,44,0.44745897697122117,5.232717729735694
front,18,0.0004572589864092468,11.094700856331807,0.005073151668080085,14,2.0995356735509145,3.7254805569978675
frontiers,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
fruit,11,0.00027943604725009526,11.805194239136823,0.0032987968152039895,3,4.321928094887363,0.8658566174572234
fruition,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
fruits,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
fulfill,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
fulfilled,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
full,5,0.00012701638511367967,12.942697762886757,0.0016439346834607846,5,3.584962500721156,2.321928094887362
furrowed,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
further,5,0.00012701638511367967,12.942697762886757,0.0016439346834607846,4,3.9068905956085187,1.9219280948873623
gained,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
game,12,0.0003048393242728312,11.679663357052963,0.0035604206854981725,7,3.0995356735509145,2.6887218755408666
gaming,5,0.00012701638511367967,12.942697762886757,0.0016439346834607846,4,3.9068905956085187,1.9219280948873623
gape,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
gaping,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
garden,12,0.0003048393242728312,11.679663357052963,0.0035604206854981725,4,3.9068905956085187,1.7841591278514215
gardener,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
gardening,5,0.00012701638511367967,12.942697762886757,0.0016439346834607846,3,4.321928094887363,1.5219280948873624
gasping,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
gather,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
gathered,13,0.0003302426012955671,11.564186139633028,0.0038189869126185536,11,2.447458976971221,3.3927474104487847
gatherer,10,0.00025403277022735933,11.942697762886757,0.00303383659669421,6,3.321928094887362,2.4464393446710155
gathering,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,2,4.906890595608519,0.9182958340544893
gave,38,0.0009653245268639655,10.016698344330534,0.00966936458997994,29,1.0489096004809466,4.774243302917269
gazed,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
gems,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,3,4.321928094887363,1.5849625007211559
genealogy,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
general,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
generate,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
generated,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,2,4.906890595608519,0.9182958340544893
generation,29,0.000736695033659342,10.406644862646548,0.007666523587368217,7,3.0995356735509145,2.1616805367679897
generations,6,0.0001524196621364156,12.679663357052963,0.0019326300048855018,3,4.321928094887363,1.2516291673878228
generous,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
generously,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
genius,27,0.0006858884796138702,10.50973835561065,0.007208508461869365,15,2.0,3.5546515037721096
germinated,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
get,52,0.0013209704051822685,9.564186139633028,0.012634006840109678,25,1.2630344058337937,4.457570670389348
gets,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
getting,7,0.00017782293915915152,12.457270935716515,0.0022151885316909845,6,3.321928094887362,2.521640636343318
gift,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
gifted,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
gifts,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,3,4.321928094887363,1.5849625007211559
give,49,0.0012447605741140607,9.649916013658911,0.012011834997314534,22,1.4474589769712212,4.139122853833613
given,20,0.0005080655404547187,10.942697762886757,0.005559607652933701,16,1.9068905956085185,3.8841837197791893
giver,7,0.00017782293915915152,12.457270935716515,0.0022151885316909845,3,4.321928094887363,1.5566567074628228
givers,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,2,4.906890595608519,0.9182958340544893
giving,6,0.0001524196621364156,12.679663357052963,0.0019326300048855018,6,3.321928094887362,2.584962500721156
glad,3,7.62098310682078e-05,13.679663357052963,0.0010425248335109586,3,4.321928094887363,1.5849625007211559
glanced,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
gleaming,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
glistened,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
glistening,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
glitter,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
glittering,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
glorify,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
glory,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
gnashing,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
gnat,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
gnaw,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
gnawing,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
go,50,0.0012701638511367966,9.620769667999395,0.012219953852406193,29,1.0489096004809466,4.64637013015618
go',1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
god,38,0.0009653245268639655,10.016698344330534,0.00966936458997994,12,2.321928094887362,3.0376595954951484
godly,1,2.540327702273593e-05,15.264625857774119,0.000387771519313454,1,5.906890595608519,0.0
gods,28,0.0007112917566366061,10.457270935716515,0.007438170613490725,14,2.0995356735509145,3.610577243331642
goes,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
going,34,0.0008637114187730218,10.17716301652378,0.00879013190808608,23,1.3833286395515056,4.267630400634833
gone,8,0.00020322621618188745,12.264625857774119,0.00249249350596197,6,3.321928094887362,2.5
good,54,0.0013717769592277403,9.50973835561065,0.01304523996451099,28,1.0995356735509143,4.439414123651295
gore,2,5.080655404547186e-05,14.264625857774119,0.0007247364845814362,2,4.906890595608519,1.0
