para_num,line_id,token_num,token_str,term_str,chunk_num
37,1,0,Are,are,11
37,1,1,chi,chi,11
37,1,2,k'u,k'u,11
37,1,3,ri,ri,11
37,1,4,ajaw,ajaw,11
37,1,5,"Xik,",xik,11
37,1,6,Patan,patan,11
37,1,7,kib'i',kib'i',11
37,2,0,are,are,11
37,2,1,kajawarem,kajawarem,11
37,2,2,ri,ri,11
37,2,3,winaq,winaq,11
37,2,4,chikam,chikam,11
37,2,5,pa,pa,11
37,2,6,b'e,b'e,11
37,3,0,xa,xa,11
37,3,1,rax,rax,11
37,3,2,kamik,kamik,11
37,3,3,chuchaxik,chuchaxik,11
37,4,0,chipe,chipe,11
37,4,1,kik',kik',11
37,4,2,puchi',puchi',11
37,5,0,ta,ta,11
37,5,1,chikamik,chikamik,11
37,6,0,chuxawaj,chuxawaj,11
37,6,1,kik',kik',11
37,7,0,xa,xa,11
37,7,1,jujun,jujun,11
37,7,2,chi,chi,11
37,7,3,patan,patan,11
37,7,4,kitelela'on,kitelela'on,11
37,8,0,xa,xa,11
37,8,1,chikiq'osij,chikiq'osij,11
37,8,2,uqulel,uqulel,11
37,9,0,ta,ta,11
37,9,1,chikam,chikam,11
37,9,2,pa,pa,11
37,9,3,b'e.,b'e,11
37,10,0,Xa,xa,11
37,10,1,chikik'ulmaj,chikik'ulmaj,11
37,10,2,apanoq,apanoq,11
37,11,0,we,we,11
37,11,1,chib'inik,chib'inik,11
37,11,2,chi,chi,11
37,11,3,qul,qul,11
37,12,0,are,are,11
37,12,1,k'ut,k'ut,11
37,12,2,kajawarem,kajawarem,11
37,12,3,"Xik,",xik,11
37,12,4,Patan,patan,11
37,12,5,ri'.,ri',11
37,13,0,Are,are,11
37,13,1,k'ut,k'ut,11
37,13,2,xkikuch,xkikuch,11
37,13,3,kina'oj,kina'oj,11
37,13,4,ri',ri',11
37,14,0,ta,ta,11
37,14,1,xetzayixik,xetzayixik,11
37,15,0,ta,ta,11
37,15,1,xekotob'ax,xekotob'ax,11
37,15,2,puch,puch,11
37,15,3,Jun,jun,11
37,15,4,Jun,jun,11
37,15,5,"Ajpu,",ajpu,11
37,15,6,Wuqub',wuqub',11
37,15,7,Jun,jun,11
37,15,8,Ajpu,ajpu,11
37,16,0,are,are,11
37,16,1,xkirayij,xkirayij,11
37,16,2,xib'alb'a,xib'alb'a,11
37,17,0,ri,ri,11
37,17,1,ketz'ab'a'l,ketz'ab'a'l,11
37,17,2,Jun,jun,11
37,17,3,Jun,jun,11
37,17,4,"Ajpu,",ajpu,11
37,17,5,Wuqub',wuqub',11
37,17,6,Jun,jun,11
37,17,7,Ajpu,ajpu,11
37,18,0,ri,ri,11
37,18,1,kitz'u'm,kitz'u'm,11
37,18,2,kib'ate,kib'ate,11
37,19,0,kipachq'ab',kipachq'ab',11
37,19,1,kiyachwach,kiyachwach,11
37,20,0,wachsot,wachsot,11
37,20,1,puch,puch,11
37,21,0,kikawub'al,kikawub'al,11
37,21,1,Jun,jun,11
37,21,2,Jun,jun,11
37,21,3,"Ajpu,",ajpu,11
37,21,4,Wuqub',wuqub',11
37,21,5,Jun,jun,11
37,21,6,Ajpu.,ajpu,11
38,1,0,Are,are,11
38,1,1,chi,chi,11
38,1,2,k'ut,k'ut,11
38,1,3,xchiqab'ij,xchiqab'ij,11
38,1,4,chik,chik,11
38,2,0,kib'e'ik,kib'e'ik,11
38,2,1,chi,chi,11
38,2,2,xib'alb'a,xib'alb'a,11
38,3,0,xekanaj,xekanaj,11
38,3,1,k'u,k'u,11
38,3,2,kanoq,kanoq,11
38,3,3,ri,ri,11
38,3,4,Jun,jun,11
38,3,5,"B'atz',",b'atz',11
38,3,6,Jun,jun,11
38,3,7,Chowen,chowen,11
38,4,0,uk'ajol,uk'ajol,11
38,4,1,Jun,jun,11
38,4,2,Jun,jun,11
38,4,3,Ajpu,ajpu,11
38,5,0,xkaminaqoq,xkaminaqoq,11
38,5,1,kichuch,kichuch,11
38,6,0,k'a,k'a,11
38,6,1,chuwi',chuwi',11
38,6,2,chik,chik,11
38,6,3,kich'akatajik,kich'akatajik,11
38,6,4,Jun,jun,11
38,6,5,"B'atz',",b'atz',11
38,6,6,Jun,jun,11
38,6,7,Chowen,chowen,11
38,7,0,kumal,kumal,11
38,7,1,Jun,jun,11
38,7,2,"Ajpu,",ajpu,11
38,7,3,Xb'alanq'e.,xb'alanq'e,11
39,1,0,K'a,k'a,11
39,1,1,te,te,11
39,1,2,k'ut,k'ut,11
39,1,3,kipetik,kipetik,11
39,1,4,samajel,samajel,11
39,2,0,rumal,rumal,11
39,2,1,Jun,jun,11
39,2,2,"Kame,",kame,11
39,2,3,Wuqub',wuqub',11
39,2,4,Kame,kame,11
39,3,0,kixb'ek,kixb'ek,11
39,4,0,ix,ix,11
39,4,1,rajpop,rajpop,11
39,4,2,achij,achij,11
39,5,0,je'itaqa',je'itaqa',11
39,5,1,ri,ri,11
39,5,2,Jun,jun,11
39,5,3,Jun,jun,11
39,5,4,"Ajpu,",ajpu,11
39,5,5,Wuqub',wuqub',11
39,5,6,Jun,jun,11
39,5,7,Ajpu,ajpu,11
39,6,0,kixcha',kixcha',11
39,7,0,ta,ta,11
39,7,1,kixopon,kixopon,11
39,7,2,kuk',kuk',11
39,8,0,kepetoq,kepetoq,11
39,9,0,kecha',kecha',11
39,9,1,ajawab',ajawab',11
39,9,2,chiwech,chiwech,11
39,10,0,waral,waral,11
39,10,1,taj,taj,11
39,10,2,ke'ulcha'ja,ke'ulcha'ja,11
39,10,3,wi,wi,11
39,10,4,quk',quk',11
39,11,0,chiqak'astaj,chiqak'astaj,11
39,11,1,ta,ta,12
39,11,2,qawach,qawach,12
39,11,3,kuk',kuk',12
39,12,0,qitzij,qitzij,12
39,12,1,kaqamayjaj,kaqamayjaj,12
39,12,2,kichi',kichi',12
39,13,0,keje,keje,12
39,13,1,ta,ta,12
39,13,2,k'ut,k'ut,12
39,13,3,kepe,kepe,12
39,13,4,wi,wi,12
39,14,0,kecha',kecha',12
39,14,1,ajawab',ajawab',12
39,15,0,chikik'am,chikik'am,12
39,15,1,k'u,k'u,12
39,15,2,uloq,uloq,12
39,15,3,ri,ri,12
39,15,4,"kichoko'nisa'n,",kichoko'nisa'n,12
39,16,0,"kib'ate,",kib'ate,12
39,16,1,kipachq'ab',kipachq'ab',12
39,17,0,chipe,chipe,12
39,17,1,nay,nay,12
39,17,2,puch,puch,12
39,17,3,ri,ri,12
39,17,4,kikik',kikik',12
39,18,0,kecha',kecha',12
39,18,1,ajawab',ajawab',12
39,19,0,kixcha',kixcha',12
39,20,0,ta,ta,12
39,20,1,kixoponoq,kixoponoq,12
39,21,0,xe'uchaxik,xe'uchaxik,12
39,21,1,ri,ri,12
39,21,2,samajel,samajel,12
39,22,0,are,are,12
39,22,1,k'ut,k'ut,12
39,22,2,kisamajel,kisamajel,12
39,22,3,ri,ri,12
39,22,4,tukur,tukur,12
39,23,0,"Ch'ab'itukur,",ch'ab'itukur,12
39,23,1,Juraqan,juraqan,12
39,23,2,"Tukur,",tukur,12
39,24,0,Kaqix,kaqix,12
39,24,1,"Tukur,",tukur,12
39,24,2,Jolom,jolom,12
39,24,3,Tukur,tukur,12
39,25,0,ke'uchaxik,ke'uchaxik,12
39,25,1,usamajel,usamajel,12
39,25,2,xib'alb'a,xib'alb'a,12
39,26,0,are,are,12
39,26,1,ri,ri,12
39,26,2,Ch'ab'itukur,ch'ab'itukur,12
39,27,0,keje,keje,12
39,27,1,ri,ri,12
39,27,2,ch'ab',ch'ab',12
39,28,0,xa,xa,12
39,28,1,kopkik,kopkik,12
39,29,0,are,are,12
39,29,1,k'u,k'u,12
39,29,2,ri,ri,12
39,29,3,Juraqan,juraqan,12
39,29,4,Tukur,tukur,12
39,30,0,xa,xa,12
39,30,1,jun,jun,12
39,30,2,raqan,raqan,12
39,31,0,k'o,k'o,12
39,31,1,uxik',uxik',12
39,32,0,are,are,12
39,32,1,k'u,k'u,12
39,32,2,ri,ri,12
39,32,3,Kaqix,kaqix,12
39,32,4,Tukur,tukur,12
39,33,0,q'a',q'a',12
39,33,1,rij,rij,12
39,34,0,k'o,k'o,12
39,34,1,uxik',uxik',12
39,35,0,are,are,12
39,35,1,chi,chi,12
39,35,2,nay,nay,12
39,35,3,puch,puch,12
39,35,4,ri,ri,12
39,35,5,Jolom,jolom,12
39,35,6,Tukur,tukur,12
39,36,0,xa,xa,12
39,36,1,utukel,utukel,12
39,36,2,ujolom,ujolom,12
39,37,0,maja,maja,12
39,37,1,b'i,b'i,12
39,37,2,raqan,raqan,12
39,38,0,xa,xa,12
39,38,1,uxik',uxik',12
39,38,2,k'olik.,k'olik,12
39,39,0,E,e,12
39,39,1,kajib',kajib',12
39,39,2,ri,ri,12
39,39,3,samajel,samajel,12
39,40,0,rajpop,rajpop,12
39,40,1,achijab',achijab',12
39,40,2,keqalem,keqalem,12
39,41,0,ta,ta,12
39,41,1,xepe,xepe,12
39,41,2,k'ut,k'ut,12
39,41,3,chi,chi,12
39,41,4,la',la',12
39,41,5,chi,chi,12
39,41,6,xib'alb'a,xib'alb'a,12
39,42,0,lib'ajchi',lib'ajchi',12
39,42,1,xe'ulik,xe'ulik,12
39,43,0,e,e,12
39,43,1,k'u,k'u,12
39,43,2,taqal,taqal,12
39,43,3,chuwi',chuwi',12
39,43,4,jom,jom,12
39,44,0,kecha'j,kecha'j,12
39,44,1,k'ut,k'ut,12
39,44,2,Jun,jun,12
39,44,3,Jun,jun,12
39,44,4,"Ajpu,",ajpu,12
39,44,5,Wuqub',wuqub',12
39,44,6,Jun,jun,12
39,44,7,Ajpu,ajpu,12
39,45,0,pa,pa,12
39,45,1,jom,jom,12
39,46,0,ri,ri,12
39,46,1,Nim,nim,12
39,46,2,Xob',xob',12
39,46,3,Karchaj,karchaj,12
39,47,0,e,e,12
39,47,1,k'u,k'u,12
39,47,2,tak'atoj,tak'atoj,12
39,47,3,ri,ri,12
39,47,4,tukur,tukur,12
39,47,5,chuwi',chuwi',12
39,47,6,jom,jom,12
39,48,0,ta,ta,12
39,48,1,xkitzaq,xkitzaq,12
39,48,2,k'ut,k'ut,12
39,48,3,kitzij,kitzij,12
39,49,0,xa,xa,12
39,49,1,wi,wi,12
39,49,2,xere,xere,12
39,49,3,ucholik,ucholik,12
39,49,4,utzij,utzij,12
39,49,5,Jun,jun,12
39,49,6,"Kame,",kame,12
39,49,7,Wuqub',wuqub',12
39,49,8,"Kame,",kame,12
39,50,0,Ajal,ajal,12
39,50,1,"Puj,",puj,12
39,50,2,Ajal,ajal,12
39,50,3,Q'ana',q'ana',12
39,51,0,"Ch'amiyab'aq,",ch'amiyab'aq,12
39,51,1,Ch'amiyajolom,ch'amiyajolom,12
39,52,0,"Xikiripat,",xikiripat,12
39,52,1,Kuchumakik',kuchumakik',12
39,53,0,Ajal,ajal,12
39,53,1,"Mes,",mes,12
39,53,2,Ajal,ajal,12
39,53,3,Toq'ob',toq'ob',12
39,54,0,Xik,xik,12
39,54,1,Patan,patan,12
39,54,2,kib'i',kib'i',12
39,54,3,konojel,konojel,12
39,54,4,ajawab',ajawab',12
39,55,0,xtzaq,xtzaq,12
39,55,1,kitzij,kitzij,12
39,55,2,kumal,kumal,12
39,55,3,tukur.,tukur,12
40,1,0,Ma,ma,12
40,1,1,qitzij,qitzij,12
40,1,2,kacha',kacha',12
40,1,3,ajaw,ajaw,12
40,1,4,Jun,jun,12
40,1,5,"Kame,",kame,12
40,1,6,Wuqub',wuqub',12
40,1,7,Kame,kame,12
40,2,0,qitzij,qitzij,12
40,2,1,b'a,b'a,12
40,2,2,la',la',12
40,3,0,kecha',kecha',12
40,4,0,oj,oj,12
40,4,1,na,na,12
40,4,2,k'u,k'u,12
40,4,3,achb'ilay,achb'ilay,12
40,4,4,iwe,iwe,12
40,5,0,chik'am,chik'am,12
40,5,1,uloq,uloq,12
40,5,2,ri,ri,12
40,5,3,ronojel,ronojel,12
40,5,4,ketz'ab'a'l,ketz'ab'a'l,12
40,6,0,kecha',kecha',12
40,6,1,ajawab',ajawab',12
40,7,0,utz,utz,12
40,7,1,b'a,b'a,12
40,7,2,la',la',12
40,8,0,kojiwoyob'ej,kojiwoyob'ej,12
40,8,1,na,na,12
40,9,0,jo',jo',12
40,9,1,na,na,12
40,10,0,qapixab'aj,qapixab'aj,12
40,10,1,kan,kan,12
40,10,2,na,na,12
40,10,3,qachuch,qachuch,12
40,11,0,xecha,xecha,12
40,11,1,k'ut,k'ut,12
40,12,0,xeb'e,xeb'e,12
40,12,1,k'ut,k'ut,12
40,12,2,chi,chi,12
40,12,3,kochoch,kochoch,12
40,13,0,xecha,xecha,12
40,13,1,k'ut,k'ut,12
40,13,2,chi,chi,12
40,13,3,re,re,12
40,13,4,kichuch,kichuch,12
40,14,0,xkaminaqoq,xkaminaqoq,12
40,14,1,kiqajaw,kiqajaw,12
40,15,0,jo',jo',12
40,15,1,na,na,12
40,16,0,ix,ix,12
40,16,1,qachuch,qachuch,12
40,17,0,xa,xa,12
40,17,1,et,et,12
40,18,0,mixul,mixul,12
40,18,1,usamajel,usamajel,12
40,18,2,ajaw,ajaw,12
40,19,0,k'amol,k'amol,12
40,19,1,qe,qe,12
40,20,0,kepetoq,kepetoq,12
40,20,1,kacha',kacha',12
40,20,2,k'ut,k'ut,12
40,21,0,kecha',kecha',12
40,21,1,taqol,taqol,12
40,21,2,qe,qe,12
40,22,0,xchikanaj,xchikanaj,12
40,22,1,k'u,k'u,12
40,22,2,kana,kana,12
40,22,3,qakik',qakik',12
40,23,0,xecha',xecha',12
40,23,1,k'ut,k'ut,12
40,24,0,k'a,k'a,12
40,24,1,te,te,12
40,24,2,xb'ekixima',xb'ekixima',12
40,24,3,kanoq,kanoq,12
40,24,4,puwi',puwi',12
40,24,5,ja,ja,12
40,25,0,kojul,kojul,12
40,25,1,na,na,12
40,26,0,k'a,k'a,12
40,26,1,te,te,12
40,26,2,chiqachokonisaj,chiqachokonisaj,12
40,26,3,chik,chik,12
40,27,0,xa,xa,12
40,27,1,kixtzu'nanoq,kixtzu'nanoq,12
40,28,0,xa,xa,12
40,28,1,pu,pu,12
40,28,2,kixb'ixanoq,kixb'ixanoq,12
40,29,0,kixtz'ib'anoq,kixtz'ib'anoq,12
40,30,0,kixk'otonoq,kixk'otonoq,12
40,31,0,chimeq'oj,chimeq'oj,12
40,31,1,qachoch,qachoch,12
40,32,0,chimeq'oj,chimeq'oj,12
40,32,1,puch,puch,12
40,32,2,uk'u'x,uk'u'x,12
40,32,3,iwati't.,iwati't,12
41,1,0,Xe'uchax,xe'uchax,12
41,1,1,k'ut,k'ut,12
41,1,2,Jun,jun,12
41,1,3,"B'atz',",b'atz',12
41,1,4,Jun,jun,12
41,1,5,Chowen,chowen,12
41,2,0,ta,ta,12
41,2,1,xepixab'axik,xepixab'axik,12
41,3,0,qus,qus,12
41,3,1,qus,qus,12
41,3,2,kichuch,kichuch,12
41,4,0,ri,ri,12
41,4,1,Xmukane,xmukane,12
41,5,0,jo',jo',12
41,5,1,na,na,12
41,6,0,maja,maja,12
41,6,1,b'i,b'i,12
41,6,2,kojkamik,kojkamik,12
41,7,0,mixb'isonik,mixb'isonik,12
41,7,1,xecha',xecha',12
41,8,0,ta,ta,12
41,8,1,xeb'ek,xeb'ek,12
41,8,2,Jun,jun,12
41,8,3,Jun,jun,12
41,8,4,"Ajpu,",ajpu,12
41,8,5,Wuqub',wuqub',12
41,8,6,Jun,jun,12
41,8,7,Ajpu.,ajpu,12
42,1,0,K'a,k'a,12
42,1,1,te,te,12
42,1,2,puch,puch,12
42,2,0,ta,ta,12
42,2,1,xeb'ek,xeb'ek,12
42,2,2,Jun,jun,12
42,2,3,Jun,jun,12
42,2,4,"Ajpu,",ajpu,12
42,2,5,Wuqub',wuqub',12
42,2,6,Jun,jun,12
42,2,7,Ajpu,ajpu,12
42,3,0,xk'am,xk'am,12
42,3,1,kib'e,kib'e,12
42,3,2,kumal,kumal,12
42,3,3,ri,ri,12
42,3,4,samajel,samajel,12
42,4,0,ta,ta,12
42,4,1,xeqaj,xeqaj,12
42,4,2,k'ut,k'ut,12
42,4,3,pub'e'al,pub'e'al,12
42,4,4,xib'alb'a,xib'alb'a,12
42,5,0,xuluxuj,xuluxuj,12
42,5,1,uchi',uchi',12
42,5,2,kumuk,kumuk,12
42,6,0,xeqaj,xeqaj,12
42,6,1,k'ut,k'ut,12
42,7,0,ta,ta,12
42,7,1,xe'el,xe'el,12
42,7,2,chi,chi,12
42,7,3,k'u,k'u,12
42,7,4,apanoq,apanoq,12
42,7,5,chuchi',chuchi',12
42,8,0,Siwan,siwan,12
42,8,1,ub',ub',12
42,9,0,Nusiwan,nusiwan,12
42,9,1,K'ulk'u,k'ulk'u,12
42,10,0,Siwan,siwan,12
42,10,1,ub'i',ub'i',12
42,10,2,xe'ek'o,xe'ek'o,12
42,10,3,wi,wi,12
42,11,0,xe'ek'o,xe'ek'o,12
42,11,1,chi,chi,12
42,11,2,k'ut,k'ut,12
42,11,3,chi,chi,12
42,11,4,upam,upam,12
42,11,5,Jaljal,jaljal,12
42,11,6,Ja',ja',12
42,11,7,Simaj,simaj,12
42,12,0,ma,ma,12
42,12,1,wi,wi,12
42,12,2,ajilan,ajilan,12
42,12,3,simaj,simaj,12
42,12,4,xe'ik'o,xe'ik'o,12
42,13,0,ma,ma,12
42,13,1,wi,wi,12
42,13,2,xetoq'otajik,xetoq'otajik,12
42,14,0,ta,ta,12
42,14,1,xe'opon,xe'opon,12
42,14,2,chi,chi,12
42,14,3,k'ut,k'ut,12
42,14,4,chi,chi,12
42,14,5,a',a',12
42,15,0,chikik',chikik',12
42,15,1,ya',ya',12
42,16,0,xe'ik'o,xe'ik'o,12
42,16,1,wi,wi,12
42,16,2,chi,chi,12
42,16,3,ri',ri',12
42,17,0,ma,ma,12
42,17,1,wi,wi,12
42,17,2,xkuk'a'j,xkuk'a'j,12
42,18,0,xe'opon,xe'opon,12
42,18,1,chi,chi,12
42,18,2,ja',ja',12
42,19,0,utukel,utukel,12
42,19,1,puch,puch,12
42,19,2,chi,chi,12
42,19,3,ja',ja',12
42,20,0,ma,ma,12
42,20,1,wi,wi,12
42,20,2,xech'akatajik,xech'akatajik,12
42,21,0,xa,xa,12
42,21,1,wi,wi,12
42,21,2,xe'ik'ow,xe'ik'ow,12
42,21,3,chik,chik,12
42,22,0,ta,ta,12
42,22,1,xe'opon,xe'opon,12
42,22,2,chi,chi,12
42,22,3,k'ut,k'ut,12
42,23,0,pa,pa,12
42,23,1,kajib',kajib',12
42,23,2,xalq'at,xalq'at,12
42,23,3,"b'e,",b'e,12
42,24,0,k'a,k'a,12
42,24,1,chi,chi,12
42,24,2,ri',ri',12
42,24,3,k'ut,k'ut,12
42,24,4,xech'akataj,xech'akataj,12
42,24,5,wi,wi,12
42,25,0,pu,pu,12
42,25,1,kajib',kajib',12
42,25,2,xalq'at,xalq'at,12
42,25,3,b'e,b'e,12
42,26,0,jun,jun,12
42,26,1,"kaqab'e,",kaqab'e,12
42,26,2,jun,jun,12
42,26,3,k'ut,k'ut,12
42,26,4,q'eqab'e,q'eqab'e,12
42,27,0,saqib'e,saqib'e,12
42,27,1,"jun,",jun,12
42,27,2,jun,jun,12
42,27,3,k'ut,k'ut,12
42,27,4,q'anab'e,q'anab'e,12
42,28,0,kajib',kajib',12
42,28,1,b'e.,b'e,12
42,29,0,Are,are,12
42,29,1,k'ut,k'ut,12
42,29,2,xch'aw,xch'aw,12
42,29,3,ri,ri,12
42,29,4,q'eqab'e,q'eqab'e,12
42,30,0,in,in,12
42,30,1,kinik'amo,kinik'amo,12
42,31,0,in,in,12
42,31,1,ub'e,ub'e,12
42,31,2,ajaw,ajaw,12
42,32,0,xch'aw,xch'aw,12
42,32,1,ri,ri,12
42,32,2,b'e,b'e,12
42,33,0,chi,chi,12
42,33,1,ri',ri',12
42,33,2,k'ut,k'ut,12
42,33,3,xech'akataj,xech'akataj,12
42,33,4,wi,wi,12
42,34,0,are,are,12
42,34,1,xkitaqej,xkitaqej,12
42,34,2,ri,ri,12
42,34,3,ub'e,ub'e,12
42,34,4,xib'alb'a.,xib'alb'a,12
43,1,0,Ta,ta,12
43,1,1,xe'opon,xe'opon,12
43,1,2,k'ut,k'ut,12
43,1,3,pa,pa,12
43,1,4,kipopob'al,kipopob'al,12
43,2,0,rajawal,rajawal,12
43,2,1,xib'alb'a,xib'alb'a,12
43,3,0,xech'akataj,xech'akataj,12
43,3,1,chi,chi,12
43,3,2,k'ut,k'ut,13
43,3,3,chi,chi,13
43,3,4,ri'.,ri',13
43,4,0,Are,are,13
43,4,1,nab'e,nab'e,13
43,4,2,kub'ulel,kub'ulel,13
43,4,3,ri,ri,13
43,5,0,xa,xa,13
43,5,1,poy,poy,13
43,5,2,xa,xa,13
43,5,3,ajam,ajam,13
43,5,4,che',che',13
43,6,0,kawutalik,kawutalik,13
43,6,1,kumal,kumal,13
43,6,2,xib'alb'a,xib'alb'a,13
43,7,0,are,are,13
43,7,1,k'ut,k'ut,13
43,7,2,nab'e,nab'e,13
43,7,3,xkiq'ijila'.,xkiq'ijila',13
43,8,0,Q'ala,q'ala,13
43,8,1,Jun,jun,13
43,8,2,Kame,kame,13
43,8,3,xecha,xecha,13
43,8,4,chi,chi,13
43,8,5,re,re,13
43,8,6,ri,ri,13
43,8,7,poy,poy,13
43,9,0,q'ala,q'ala,13
43,9,1,Wuqub',wuqub',13
43,9,2,Kame,kame,13
43,10,0,xecha,xecha,13
43,10,1,chik,chik,13
43,10,2,chi,chi,13
43,10,3,re,re,13
43,10,4,ri,ri,13
43,10,5,ajam,ajam,13
43,10,6,che',che',13
43,11,0,ma,ma,13
43,11,1,k'u,k'u,13
43,11,2,xech'akowik,xech'akowik,13
43,12,0,k'a,k'a,13
43,12,1,te,te,13
43,12,2,k'ut,k'ut,13
43,13,0,xejumujub',xejumujub',13
43,13,1,rajawal,rajawal,13
43,13,2,xib'alb'a,xib'alb'a,13
43,13,3,chi,chi,13
43,13,4,tze',tze',13
43,14,0,xa,xa,13
43,14,1,kejumin,kejumin,13
43,14,2,chik,chik,13
43,14,3,chi,chi,13
43,14,4,tze',tze',13
43,15,0,konojel,konojel,13
43,15,1,ajawab',ajawab',13
43,16,0,rumal,rumal,13
43,16,1,xech'akomajik,xech'akomajik,13
43,17,0,chi,chi,13
43,17,1,kik'u'x,kik'u'x,13
43,17,2,xkich'ak,xkich'ak,13
43,17,3,ri,ri,13
43,17,4,Jun,jun,13
43,17,5,Jun,jun,13
43,17,6,"Ajpu,",ajpu,13
43,17,7,Wuqub',wuqub',13
43,17,8,Jun,jun,13
43,17,9,Ajpu,ajpu,13
43,18,0,xetze'n,xetze'n,13
43,18,1,na,na,13
43,19,0,k'a,k'a,13
43,19,1,te,te,13
43,19,2,k'ut,k'ut,13
43,19,3,xech'aw,xech'aw,13
43,19,4,chik,chik,13
43,19,5,Jun,jun,13
43,19,6,"Kame,",kame,13
43,19,7,Wuqub',wuqub',13
43,19,8,Kame,kame,13
43,20,0,utz,utz,13
43,20,1,b'a,b'a,13
43,20,2,la',la',13
43,21,0,mixixulik,mixixulik,13
43,22,0,chuwe'q,chuwe'q,13
43,22,1,chiqasaj,chiqasaj,13
43,22,2,uwach,uwach,13
43,22,3,ib'ate,ib'ate,13
43,22,4,ipachq'ab',ipachq'ab',13
43,23,0,xe'uchax,xe'uchax,13
43,23,1,k'ut,k'ut,13
43,24,0,kixku'loq,kixku'loq,13
43,24,1,chuwi',chuwi',13
43,25,0,xe'ucha'xik,xe'ucha'xik,13
43,26,0,utukel,utukel,13
43,26,1,k'u,k'u,13
43,26,2,k'atanalaj,k'atanalaj,13
43,26,3,ab'aj,ab'aj,13
43,26,4,kitem,kitem,13
43,27,0,xya'ik,xya'ik,13
43,28,0,xek'at,xek'at,13
43,28,1,chi,chi,13
43,28,2,k'ut,k'ut,13
43,28,3,chuwi',chuwi',13
43,28,4,tem,tem,13
43,29,0,qitzij,qitzij,13
43,29,1,wi,wi,13
43,29,2,xepisk'alij,xepisk'alij,13
43,29,3,chik,chik,13
43,29,4,chuwi',chuwi',13
43,29,5,tem,tem,13
43,30,0,ma,ma,13
43,30,1,wi,wi,13
43,30,2,xeyakamarik,xeyakamarik,13
43,31,0,qitzij,qitzij,13
43,31,1,wi,wi,13
43,31,2,xewa'lejik,xewa'lejik,13
43,32,0,xk'at,xk'at,13
43,32,1,kiku'lib'al.,kiku'lib'al,13
44,1,0,K'a,k'a,13
44,1,1,te,te,13
44,1,2,k'ut,k'ut,13
44,2,0,xetze'n,xetze'n,13
44,2,1,chik,chik,13
44,2,2,xib'alb'a,xib'alb'a,13
44,3,0,xepichicharik,xepichicharik,13
44,3,1,chi,chi,13
44,3,2,tze',tze',13
44,4,0,xwinaqirije'ik,xwinaqirije'ik,13
44,4,1,ukumatz,ukumatz,13
44,4,2,tze',tze',13
44,4,3,chi,chi,13
44,4,4,kik'u'x,kik'u'x,13
44,5,0,chikiki',chikiki',13
44,6,0,konojel,konojel,13
44,6,1,rajawal,rajawal,13
44,6,2,xib'alb'a,xib'alb'a,13
44,7,0,xa,xa,13
44,7,1,jix,jix,13
44,7,2,chi,chi,13
44,7,3,ja,ja,13
44,8,0,we,we,13
44,8,1,chib'eya'oq,chib'eya'oq,13
44,8,2,ichaj,ichaj,13
44,8,3,isik',isik',13
44,8,4,chi,chi,13
44,8,5,warab'al,warab'al,13
44,9,0,xe'uchax,xe'uchax,13
44,9,1,k'ut.,k'ut,13
45,1,0,K'a,k'a,13
45,1,1,te,te,13
45,1,2,k'ut,k'ut,13
45,1,3,xe'oponik,xe'oponik,13
45,1,4,pa,pa,13
45,1,5,q'equmaja,q'equmaja,13
45,2,0,utukel,utukel,13
45,2,1,q'equ'm,q'equ'm,13
45,2,2,upam,upam,13
45,2,3,chi,chi,13
45,2,4,ja,ja,13
45,3,0,ta,ta,13
45,3,1,xkik'am,xkik'am,13
45,3,2,k'ut,k'ut,13
45,3,3,kina'oj,kina'oj,13
45,3,4,xib'alb'a,xib'alb'a,13
45,4,0,xa,xa,13
45,4,1,keqapusu,keqapusu,13
45,4,2,chwe'q,chwe'q,13
45,5,0,xa,xa,13
45,5,1,lab'e,lab'e,13
45,6,0,rumal,rumal,13
45,6,1,ri,ri,13
45,6,2,qetz'ab'al,qetz'ab'al,13
45,6,3,ri,ri,13
45,6,4,qachajib'al,qachajib'al,13
45,7,0,kecha',kecha',13
45,7,1,k'u,k'u,13
45,7,2,ri,ri,13
45,7,3,xib'alb'a,xib'alb'a,13
45,7,4,chi,chi,13
45,7,5,kib'il,kib'il,13
45,7,6,kib'.,kib',13
46,1,0,Are,are,13
46,1,1,k'u,k'u,13
46,1,2,ri,ri,13
46,1,3,kichaj,kichaj,13
46,2,0,xa,xa,13
46,2,1,k'olok'ik,k'olok'ik,13
46,2,2,cha,cha,13
46,3,0,Saqitoq',saqitoq',13
46,3,1,ub'i',ub'i',13
46,3,2,ri,ri,13
46,3,3,chaj,chaj,13
46,4,0,uchaj,uchaj,13
46,4,1,Xib'alb'a,xib'alb'a,13
46,5,0,xa,xa,13
46,5,1,jukul,jukul,13
46,6,0,xa,xa,13
46,6,1,jusuk',jusuk',13
46,6,2,chiyojyox,chiyojyox,13
46,6,3,b'aq,b'aq,13
46,7,0,chik'ow,chik'ow,13
46,7,1,wi,wi,13
46,7,2,ri,ri,13
46,7,3,kicha'j,kicha'j,13
46,7,4,xib'alb'a,xib'alb'a,13
46,8,0,xe'ok,xe'ok,13
46,8,1,k'ut,k'ut,13
46,8,2,ri,ri,13
46,8,3,Jun,jun,13
46,8,4,Jun,jun,13
46,8,5,"Ajpu,",ajpu,13
46,8,6,Wuqub',wuqub',13
