chunk_num,chunk_str,doc_id
10,lo qui paqueic quinoc vbic xqha chi cut cate cut pacal chic ta xoc vbic xquiz cu oc vbic xa v vi vchec chic xcutun vloc xquiz biquitahic xlilob cu cahoc nima huiub chi vqux maui xzolcopih chic abah cut xuxic ri zipacna quehe vchacatahic chic zipacna cumal qaholab hun ahpu xbalanque ri banol huyub xqha v tzihoxic oher v nabe qahol vvcub caquix chuxe huyub meauan vbi xchacatahvi xa na ual xchacatah vi vcab nimarizai rib hun chi cut xchicabih vbixic cab v qahol vvcub caquix cabrracan vbi in yohol huiub xqha xaui cu xere hun ahpu xbalanque xchacou re cabrracan xqharihuracan chipi caculha raxa caculha ta xqhauic chiquech ri hun ahpu xbalanque v cab v qahol vvcub caquix hunchic hunchic chichacatahic xavi nu tzih rumal mavi vtz quibanoh chuvach vleuh caquicouizah quih chi nimal chi alal macu quehe chuxic chibochih cu vbic chila relebal quih xqha cut rihurracan chique ri e caib qaholab vtz bala lal ahau quevi nacut maui vtz vi caquilo mapa lal qolic lal pu yacalic lal vqux cah xeqha cut ri qaholab taxquiculuba vtzih huracan are puch catahin ri cabrracan iohol huyub xa zcaquin chutinih racan chuvach vleuh huzu chi bulih nima huiub chuti huyub rumal ta xculutah cumal ri qaholab apa cat be vi at qahol xeqha chirech ri cabracan mahabi quin be vi xa in vli huyub in puch yohol rech chibe quih chi bezac xqhacut ta xqhauic xqha chi cut ri cabrracan chique ri hun ahpu xbalanque hupacha xpetic maui vetaam vvach naquipa ibi xqha cabrracan mahabi cabi xa oh vbom xapu oh tzarabom patac huyub xa oh meba mahabi naquila quech at qahol xa chuti huyub xanima huyub coh bec at qahol are curi hun nima huyub xquilo xa coquil caquic quitzih naht cacanic xacacupupic quicouic chuvi huyub ronohel macuhabi hun caib qiquin mi xcacam chuvach at qahol ve cut quitzih cauulih ronohel huiub at qahol xeqha ri hun ahpu xbalanque chire cabrracan maquitzih xivilo ri huiub quibih a pa qovi xchivilna xchin vvlih cahoc apa xivil vi chila ba qovi chi relebal quih xeqha cut hun ahpu xbalanque vtz chi cama cabe xe vqhax curi e caib chiqa holab mahabi xa cachape nicah chicaxol catqohe vi hun chamox hun chaviquicab chique rumal qo ca vvb ve qo qiquin chicavvbah xeqha cut quequicot chiquitihtobela quivvbanic are curi ta quevvbanic mana vleuh tah vbac qui vvb xa chicuxlabih ri qiquin ta chiquivvbah chumaihah curi cabracan ta xquibac cu qui cac ri qaholab xquibol cut qui qiquin chuvach cac hun cut qiquin xquicul zahcab chirih zaqui vleu xquicoho are cut chicaya chire ta hiconoc,14 15
11,ta chutzica puch ruxlab ca qiquin ta chacahoc are curi vleuh xchoc chirih qiquin cumal puleu chicatzac vi quehe cut puleu chimuc vi ve nima etamanel hun tzac hun bit ta chauax oc ta zaquiroc xeqha ri qaholab rumal xax chirain vi vquxlal ri chitic chichacuxic quehe xchuraih vqux ri cabracan xeqha chiquibil quib hun ahpu xbalanque ta xquibol ri qiquin xchacah cut ean vbolic chiyipouic chi cab chiyanic quih ri qiquin chicoinic zimizoh ruxlab are curi cabrracan curraih chic rechaxic xa cauahin v vaalopu chi xa cabiquilahic cacurulah puch vchub vcaxah rumal vzimzohil qiiquin ta xutzonoh cut naquipa ri iuecha quitzih cuz ruxlab canunao chiya ta zcaquin vech xcha cut ta xya cut hun qiquin chire cabracan vchacatahic curi cate cut xuquiz ri qiquin ta xbe chicut xeopon cu chila re lebal quih qo vi ri nima huyub are curi cabracan xa tubul chic racan vcab mabi chicouin chic rumal ri vleu xcul chirih q'iquin xutio macu habi chic naquila xubbanchic chire huyub maui xutzinic xuvlihtah ta xim cut cumal qaholab chirih xim vi v cab xrilih vcab cumal qaholab xim cut vcul racan vcabichal cate cut xquitarih cahoc puleu xquimucu quehe cut vchacatahic cabracan ri xavi xere hun ahpu xbalanque maui ahilan qui banoh varal chuvach vleuh are chicut xchica bih chic calaxic hun ahpu xbalan que are nabe mi xcabih ri qui chacatahic vvcub caquix ruc zipacna ruq cabracan varal chuvach vleuh are chicut xchicabih chic v bi qui cahau ri hun ahpu xbalan que xxcacamuh chuvi xapu xcacamuh vbixic vtzihoxic puch qui qaholaxic ri hun ahpu xbalanq xa nicah xchicabih xa chacab v bixic quicahau vae cute vtzihoxic are qui bi ri hunhunahpu que vqhaxic are cut qui cahau ri xpiyacoc xmucane chiquecumal chiacabal xealaxic ri hunhunahpu vvcub hun ahpu cumal xpiyacoc xmucane are curi hunhunahpu e caib xeralcualah e pu caib v qahol hun batz vbi nabe al hun choven chicut vbi vcab al are cut vbi qui chuch va xbaquiyalo chuqhaxic rixoquil hun hunahpu are curi vvcub hun ahpu mahabi rixoquil xavlaquel xapu vcab xa qahol vqoheic enimac ahnaoh nim puch quetamabal enic vachinel varal chuvach vleuh xavtz quiqoheic qui yaquieic puch xquicutu nauiquil chiquivach ri hun batz hun chouen hunhunahpu cah u v qahol eahbix e ahpu ahtzibenai pu ahcot eahxit e ah puvac xevxic ri hun batz hun choven are curi hunhunahpu vcub hunahpu xazac xachaah chiquibano hu ta quih xa e cacab chiquiculelaah quib e cahib chi conohel ta quecuchmaihic pa hom chul cu ri voc ilol que vzamahel huracan chi chipi caculha raxa caculha are curi voc maui nah varal chuvach vleuh,15 16 17
12,maui nah chixibalba chire libah chi chopon chic chicah ruq huracan xeyaluh varal chuvach vleuh xcaminac ca cut qui chuch ri hun batz hun chouen are cut vbeel xibalba xechaah vi ta xquita cut hun came vvcub came rahaual xibalba naquipa ri caban chuvach vleuh xa quenicnotic xa pu quehuminic quebe ta tacoc varal tah queul chaah vi quecachac ta cut xa mahabi canimaxic cumal mahabi quinim mapuhabi qui xob cuxic xax quehiquic vloc paca vi xe qha cut conoh xibalba ta xquicam qui naoh conohel ri qui bi hun came vvcub came enimac catol tzih are curi ahauab ro nohel yaol vpatan rahauarem puch huhunchi ahauab rumal hun came vvcub came are curi xiquiripat cuchumaquic vbi ahau are cut quipatan riquic chuyabihvinac are chicuri ahal puh ahal eana chic qui ahauab are cut cahauarem ri chizipohic vi nac chipe puh chirih racan chipeeana chirih v vach chueanel chuqhaxic cate cut rahauarem ahal puh ahal eana vi are curichi ahau chamia bac chamia holom rahchami xibalba xa bac qui chami are cut cahchamial ri chibaquir vinac qui tzih chi bac chi holom chic ta chicamic ziah bac xu pan chicamouic are vpatan vi chamia bac chamiaholom quibi are chicuri ahau ahalmez ahaltocob qui bi are qui patan ri xa chiculvachih vinac v ve tzamez ve pe pu chirih ha chuva ha chiculvachix vi xa chiquitocota chibe hupuloc chuvach vleuh ta chicamic are cut cahauarem ahalmez ahaltocob que vqhaxic are chicuri ahau xic patan quibi are cahauarem ri vinac chicam pa be xa rax camic chuqhaxic chipe quic pu chi ta chicamic chuxauah quic xa huhun chi patan qui telelaon xa chiquicozih v culel vqux vinac ta chicam pabe xa chiquiculmah aponoc ve chibinic chicul are cut cahauarem xic patan ri are cut xquicuc quinaoh ri ta xetzaixic ta xecotobax puch hun hunahpu vvcubhun ahpu are xquiraih xibalba ri quetzabal hun hunahpu vvcub hun ahpu ri qui tzuum qui bate qui pach cab qui iachvach vach zot puch quicauubal hun hunahpu vucub hunahpu are chicut xchicabih chic qui bic chi xibalba xecanah cu canoc ri hun batz chouen vqahol hun hunahpu xcaminac oc qui chuch cachui chic qui chacatahic chic hun batz hun chouen cumal hun ahpu xbalanque cate cut qui petic zamahel ru mal hun came vvcub came quix bec ixrah popachih he i taca ri hun hunahpu vvcub hun ahpu quixqha ta quixopon cuq quepe toc queqha ahauab chivech varal tah queul chaaha vi cuq chicacaztah ta cavach cuq quitzih cacamaihah qui chi quehe ta cut quepe vi queqha ahauab chiquicam cu vloc ri qui choconizan qui bate qui pa chcab,17 18
13,chipe naipuch riqui quiqque qha ahauab quixqha ta quixoponoc xevqhaxic ri zamahel are cut qui zamahel ri tucur chabi tucur huracan tucur caquix tucur holom tucur quevqhaxic vzamahel xibalba are ri qhabi tucur queheri qhab xa copquic are curi huracan tucur xa hun racan qo v xic are curi caquix tucur q'aq' rih qo v xic are chi naipuch ri holom tucur xa vtuquel vholom mahabi racan xa v xic qolic e cahib ri zamahel rahpop achihab quecalem ta xepe cut chila chi xibalba libah chi xevlic e cu tacal chuvi hom quechaah cut hun hunahpu vvcub hun ahpu pahom ri nim xob carchah chuqhaxic e cu tacatoh ri tucur chuvi hom ta xquizac cut quitzih xavi xere vcholic vtzih hun came vvcub came ahal puh ahal cana chamia bac chamia holom xiquiripat cuchumaquic ahalmez ahal tocob xic patan quibi conohel ahauab xtzac quitzih cumal tucur maquitzih caqha ahau hun came vvcub came quitzih bala queqha ohna cu achbilai ive chicam vloc ri ronohel quetzabal queqha ahauab vtz bala cohiuoiobeh na ohna capixabah canna ca chuch xeqha cut xebe cut chicochoch xeqha cut chire qui chuch xcaminac oc qui cahau hona ixca chuch xa et culic mi xul v zamahel ahau camol que quepetoc caqha cut queqha tacol que xchicanah cu cana va ca quic xeqha cut cate xbe quixima canoc puvi ha qohul na cate chica choconizah chic xa quixtzuan oc xa pu quixbixan oc quix siban oc quixcoton oc chi mecoh cochoch chimecoh puch vqux ivatit xevqhax cut hun batz hun choven ta xepixabaxic quzquz cut choc qui chuch ri xmucane hona mahabi cohcamic mixbizonic xeqha ta xebec hun hunahpu vvcub hun ahpu cate puch ta xebec hun hunahpu vvcub hun ahpu xcamquibe cumal ri zamahel ta xecahcut pu beal xibalba xuluxuh vchi cumuc xecah cut ta xeel chicu aponoc chuchihal ha zivan ub nuzivan cul cu ziuan vbi xeecovi xeeco chicut chupan halhal ha zimah maui ahlan zimah xeicovi maui xetocotahic ta xeopon chicut chi a chiquiquia xeicou chiri maui xcucah xeopon chi a vtuquel puch chi a maui xechacatahic xaui xeicou chic ta xeopon chicut pacahib xalcat be cachiri cut xechacatah vi pacahib xalcat be hun q'aq'abe hun cut queca be zaqui be hun hun cut q'ana be cahib be are cut xqhau ri queca be in quinicamo in vbe ahau xqhau ri be chiricut xeqhacatah vi are xquitaqueh ri be xibalba ta xeopon cut pa qui popobal rahaual xibal ba xechacatah chicut chiri are nabe cubulel ri xapoy xa aham che cautalic cumal xibalba are cut nabe xquiquihila cala hun came xeqha chire ri poy cala vvcub,18 19
14,came xe qha chic chire ri aham che ma cu xeqhacovic catecut xehumuhub rahaual xibalba chi tze xa quehumin chic chitze conohel ahauab rumal xechacomahic chiqui qux xquichac ri hunhunahpu vvcub hun ahpu xetzeen na cate cut xeqhau chic hun came vvcub came vtzbala mi x ixulic chuvec chicaza v vach ibate ipachcab xevqhax cut quixcu vloc chi catem xevqhaxic vtuquel cu catanalah abah qui tem xyaic xecat chicut chui tem quitzihvi xepizcalih chic chuvi tem maui xeyacamaric quitzihvi xevalehic xcat qui culibal cate cut xetzeen chic xibalba xepichicharic chitze xvinaquiriheic vcumatz tze chiquiqux chiquiqui quib chiquibaquib chitze conohel rahaual xibalba xa hix chiha ve chibe yaoc ichah izic chi varabal xevqhaxcut cate cut xeoponic pa quecuma ha vtuquel queeum vpam chihata xquicam cut qui naoh xibalba xa quecapuzu chuec xa labe huzu huzu quecamic rumal ri quetzabal ri ca chahibal queqha cu ri xibalba chiquibil quib are curi quichah xacoloquic cha zaquitoc vbi ri chah v chah xibalba xa hucul quichaah xahuzuc chiyohyox bac chicou vi ri qui chaah xibalba xeoc cut ri hunhunahpu vvcub hun ahpu chupan ri queeumaha ta xbe cu yaoc quichah xa hun chi chah zihom chic xeruq hun came vvcub came ruq huhun qui zic xaui tzihon chic xel cuq ahauab ta xbe cu yaoc cuq ri hunhunahpu vvcub hun ahpu echocochoh chi vloc pa queeum ta xopon ri yaol quichah ruq qui zic cahulhut ri chah xoc aponoc ri quichah e quitziha ri huhun qui zic he chul quiya chizaquiric maui chiquizic xaui xere v vach chulquimoloba que qha ahauab chive xevqhaxic xechacatah cut xquiquiz ri chah xquiquiz curi zic xbe yao chique tzatz curi vtihobal xibalba quia molah chi tihobal arevnabe ri queeuma ha vtuquel queeum vpam vcab chi cut xuxulim ha vbi tzatz chi teu vpam zac xuruxuh zac caracoh chi xurulah teu choc vloc chupam rox chi cut balami ha vbi vtuquel balam qo chupan quequichouic quebuchuuic chi matat quechiquitit queetzapim balam pa ha tzotzi ha vbi v cah v tihobal vtuquel tzotz vpam chiha quetzitzotic quetzitilahic queropop pa ha e tzapin tzotz mahabi queel vi roo chi cut chaim ha vbi vtuquel chaqol chupam zacleloh re chicha chitzininic chiyohohic chiri pa ha qui nabec vtihobal xibalba macu xeoc ri hun hunahpu vvcubhunahpu xa chupam xavbixic aponoc vbi tihobal ha ta xeoc cu apanoc hunhunahpu vvcub hun ahpu chuvach hun came vvcub came apa qo vi ri nu zic aon qovi ri nu chah xbeyaoc chivech xquec xvqhax cut xcaquizo at ahau vtz bala va camic bala xquiz i quih quix camic xquizachic xquicacup puch varal xchivevah vi ivach quixpuzic xqhahun came vvcub,19
15,came ta xepuz cut xemuc cut chi pucbal chah vbi xemuc vi xcat vholom ri hun hunahpu xa vnimal xmuquic ruq ri v chac chiya ri vholom xolche ri tiquil pa be xqha cut hun came vvcubcame ta xbe cuyaoc vholom xol che ta xvachin curi che mahabi v vach maha choco ri vholom ri hun hunahpu chuxol che are curizima cohcha chire va camic vholom hun hunahpu chuqhaxic taxumaihah cut hun came vvcub came v vach riche humah colocac v vach macu calah qo chivi ri v holom hunhunahpu xahunam chic vvach ruq vvach zima carilo ronohel xibalba ta chul qui caiih nim vqoheic riche xux chiqui qux rumal huzu xubanic ta xoc vholom hun hunahpu chuxol xeqha curi xibalba chiquibil quib maco machupuvic ri vvach maco naipu maoc apanoc chuxe che xeqha xquicatah quib xquiquil quib xibalba conohel macu calah chiri v holom hun hunahpu xa hunamatal chic ruc vvach che ri zima vbi xuxic nim cut vtzihoxic xuta hun capoh va cute xchicabih roponic va chi cute vtzihoxic hun capoh vmeal hun ahau cuchumaquic vbi are cut ta xuta hun capoh vmeal hun ahau cuchumaquic vbi v cahau xquic cut vbi ri capoh ta xuta cut vtzihoxic ri vvach che ta chitzihox chic rumal vcahau chumaihah cut ta chitzihoxic ma qui naoh vila ri che cabixic quitzih quz vvach cacha canutao xqha cut cate xbec xa vtuquel xapon cut chuxe che tiquil chipucbal chah tiquilvi hiiaa naquipe vvach vae che maqui pa quz chivachin vache maquicam tah maquizach tah laquita xchin chup hunoc xqha curi capoh ta xqhau cut ri bac qo vla xol che naquipa caraih chire ri xa bac ri colocoxinac chucab tac che xqha ri vholom hun ahpu taquo modosr xqhavic chire ri capoh macaraih xuqha xic canuraih xqha cut ri capoh utzbala chaliquiba vloc ri auiquicab vilana xqha ri bac ve xqha cu capoh xuliquiba acanoc vviquicab chuvach bac cate cut chipitz caban v chub bac ta xpetic tacal cut pu cab capoh ta xril cut v pu cab huzuc xunicoh macuhabi vchub bac pucab xaretal mi xnuya chaue ri nu chub nu caxah are ri nu holom mahabi cachocon chivi xa bac mahabi chi v chac xavi quehe vholom ve qui nimahau xavtiohil vtz vi vvach are cut ta chicamic chuxibih chirib vinac rumal vbaquil quehe cut xa vqahol quehe ri vchub vcaxah vqoheic ve vqahol ahau ve puch vqahol naol ahuchan xma chizach vi chibec chitzacatahic mavi chupel mapu maixel vvach ahau achih naol ahvqhan xa xichicanahic vmial vqahol ta chuxoc quehe mi xnuban chave catacan cut chila chuvach vleu mavi cacamic catoc,19 20 21
16,patzih ta chuxoc xqhari vholom hun hunahpu vvcub hun ahpu xavi qui naoh taxquibano are vtzih huracan chipicaculha raxa caculha chiquech quehe cu vtzalihic chic capoh chi rochoch quia pixab xbix chirech huzu cu xvinaquir ral chupam rumal ri xachub are cut quivinaquiric hun ahpu xbalanque ta xopon cut chi rochoch ri capoh xzacat cut vacaquib ic ta xnauachil rumal vcahau ri cuchumaquic vbi v cahau cate puch vnatahic capoh rumal vcahau ta xil ri ral cochic ta xquicuch cut qui naoh conohel ahauab hun came vvcub came ruc ri cuchumaquic are ri numeal qochi ral ixahauab xa vhoxbal xqha curi cuchuma quic ta xoponic cuq ahauab vtzbala chacoto vchi ri tama cubih chipuz cut chinaht chibe puzu vi vtzbala alac ahauab xqha cut ca te cut xutzonoh chirech vmeal a pa ahchoce ri aval co chapam at nu meal xqha cut mahabi val lalnu cahau mahabi achih vetaam vvach xqhacut utz bala quitzih vi chi at hoxol chec chipuzu ix rahpop achih chicama vloc ri vqux chupan zel chiquicololeh ahauab vacamic xevqhax cuta ri tucur e cahib ta xebec quitiquem ri zel ta xebec quichelem ri capoh cucaam ri zaquitoc puzbal re maui chutzinic quinicamizah ix zamahel rumal maui nu hoxbal ri qo chinupam xaqui xvinaquiric xere xbenumaihah ri vholom hun hunahpu qochi pucbal chah quequeta cut maui qui puz ix zamahel xqhari capoh a xqhauic naquipa xchicacoh v quexel ri iqux mi xbix vloc rumal acahau chicam vloc ri vqux xchiquitzololeh ahauab xchiqui tzaquixtah xchi quihunam vachih v tzaquic chanim chicama vloc pazel chicoloba cahoc vqux chupan zel mapa mi xohvqhax vloc naquila cut xchicaya pazel cacahtanabec mata catcamic xe qha curi zamahel vtz bala maui quech ri qux ta chuxoc ruq maui varal ivochoch chuxic macu xachichih vinac chicamic cate qui tzih ivech ri qui tzih hoxol cate naipu rech hun came vvcub came xa quic xa holomax rech ta chuxoc are chicut chuvach maui are ri qux chicat chuvach ta chuxoc chicoho ri vvach che qhacut ri capoh a cut v vaal ri che xelic xcul pazel cate puch xuvon rib coloquic xuxic vque xel vqux ta iitz chicul vvaal cac che queheri quic v vaal che xelic vquexel v quiquel taxu colo chila ri quic chupan ri v va al ache quehe curi quic rih xuxic a luhluh chic colom chi pazel ta xcop cut ri che rumal capoh chuh ache chuqhaxic are curi quic xubinaah rumal quic holomax chuchaxic chila cut quix locox vi chuvach vleu qo ivech chuxic xqha cut chique ri tucur vtzbala at capoh xcabeba cauaba acanoc xa cabin apanoc oh nacaya ixtah,21 22
17,v va vquexevachaqux chiquivach ahauab xeqha cut ri zamahel ta xopon cut chiquivach ahauab quezeleuachin conohel maui xutzinic xqha cut hun came mi xutzinic ixahauab vana cu vqux xe qo pazel utzbala vila cut xqha curi hun came ta xuchuieh cu a can oc eaturur rih chicomah q'aq' luhluh rih chiquic vtz chiluu v vach q'aq' chiya chuvi q'aq' xqha cut hun came cate puch xquichaquih chuvi q'aq' coc cut xquina xibalba xequiz yacatah vloc conohel xe chique chuvi quitzih chi quz xquinao ri vzibel quic are cut e chiquichoh vi canoc ta xebe ri tucur e uabai rech capoh xuquia acanoc chihul chau vbi vleuh xzalih chicu cah oc ri vabanel quehe cut xe chacatah vi rahaual xibalba ri rumal capoh xemoyvachixic conohel are cut e qo ri vchuch hun batz hun choven ta xul ri ixoc xquic v bi ta xul cut ri ixoc xquic ruq ri vchuch hun batz hun choven xqoloc ral chupam xa zcaquin chic maui queyaqueic ri hun ahpu xbalanque quibi ta xul curi ixoc chire ri atit xqha curi ixoc chire ri atit mi xinulic lal chichu in alibla in puch alcual la lal chichu xqha ta xoc vloc ruq ri atit apa catpe vi vloc qo chi pa ri val ma pa xecamic chi xibalba e cu caib canoc quetal qui tzihel puch hun batz hun chouen quibi ve avila catpe vi catel vbic xuqha x ri capoh rumal atit xere la quitzih vi chi in alibla xqo nare inqovi rech hun hunahpu va vcaam eqazlic maui e caminac ri hun hunahpu vvcub hunahpu xa vcatbal rib zac mi xquibano lal valib quehe cut ivila ta chiloc vvach ri vcaam xuqhaxic ri atit are cut que cacat rihun batz hun chouen xa zu xa bix caquibano xa zibanic xa pu cotonic qui chaquih chi hu ta quih are cut cubul vi vqux ri atit xqha chicut atit xma cauahvi at ta valib xa ahoxbal ri qo chapam at qaxtoq xecamvi val cabih xqha chicut ri atit quitzih ibare va canubih vtzbala at valib canutao vhat bala hacama quecha vi chiquivaeh hahacha hun chinima cat chipetic at na cu valib canutao xuqhax cut ri capoh vtz bala xqha cut cate puch ta xbec pa abix qo vli cabix ri hun batz hun chouen hocam vbeel cumal xutaqueh cut capoh xopon puch chiri pa abix xacu huvi ri abix xma qo chivi vcavi roxvi xuvachelaam vi uvach chihuvi ta xquiz cut vqux ri capoh quila in macol in qazbol apa xchincam vi ri hun cat echa cabixic xcha cut cate puch vziquixic chahal echa rumal ta,22 23
18,tul valoc ta tul tacaloc xtoh xcanil xcacau ix pu tziya at chahal re queqha hun batz hun chouen xqhari capoh ta xucam cut ri zami vzamial v vi hal xuboc acanoc maui xuhach ri hal chicau cut ri hal echa pa tu cat xca xinic ri nima cat ta xpe cut ri capoh xa cu chicop xecan ri cat ta xpetic xbe quiya vcoc xucut ha queheri re can xoponic xril ri atit cate puch ta xril ri atit ri echa hun chinima cat apa mi xpevi ri echa auvmal mi xealcalaba vi ve mi xquiz acam vloc ricabix chibe na vila xqha ri atit taxbe puch xberilari a bix xavixere qovi ri huvi abix xavi cuxere calah vcolibal cat chuxe anim chicut xpe ri atit xul chicut chi rochoch xqha chicut chire ri capoh xerevi re tal ri quitzih vi chiat valib chivil china abanoh ri eqorivi enavinac chic xuqhax cut capoh are chic xchicatzihoh calaxic hun ahpu xbalanque are cut calaxic vae xchicabih ta xuric vquih calaxic taxalan puch ri capoh xquic vbi macu xu vachih atit ta xealaxic libah chi xeyaqueic e caib chicalaxic hun ahpu xbalanque quibi pa huiub xeyaquevi taxeoc cut pa ha macu quevaric he atzaca vloc quitzih chach quichi xqha ri atit cate cut ta xeya pa zanic quz cu quivaram chiri xeel chicu chiri xeya chic chuvi quix are ta cut xcah hun batz hun choven xecam ta chiripa zanic xecam ta pu chuvi quix xcah rumal quichaquimal qui q'aq' vachibal puch cumal hun batz hun chouen maui xe culax paha cumal quichac nabec xamaui que taam xavi cu pahuiub xequi vi e cu nimac pahzu ahbix rihun batz hun chouen xenimaquir cut nima caxcol rail xeicou vi xecaxcobizaxic enimac etamanel chic xeuxic xavixere e ahzu e ahbix e pu ahzibab ahcot xevxic ronohel chutzin cumal xa xquetaam vi xealaxic xa xenauinac epu uquexel qui cahau ri xebe chixibalba caminac vi qui cahau e cu nimac etamanel ri hun batz hun chouen chi qui qux ronohel nabec quetaam ta xevinaquir ri qui chac macu xel apanoc quinauiquil rumal qui q'aq' vachibal xa chiquih xcah vi v yoc qui qux maui banoh xepoizaxic cumal rihun ahpu xbalanque a xacuvvbanic chiquibano huta quih maui queloq'oxic rumal ri catit hun batz hun choven maui chiia quiva xbaninac vaim xepu vainac ri hun batz hun choven ta quevvlic macu quecacaric oiouaric xa chiquicuyu xere quetaam ri qui qoheic queheri zac caquilo cucaam cut qui q'iquin ta quevlic huta quih chiquiti cut ri hun batz hun choven mahabi naquila chiia chiquech quicabi chal ri hun ahpu xbalanque xa,23 24 25
19,cu zu xapu bix chiquibano hun batz hun chouen ta xevl chi puch ri hun ahau xbalanque mahabi chic qui q'iquin cucaam xeoc vl oc xcacar curi atit naquipa ru mal mahabi chi ziquin ivcaam xevqhax cut ri hun ah pu xbalan que are vi ixcatit xa mi xetana tob ca q'iquin chuvi che xqha cut macu habi chacan chui che chiquech ixcatit chicah ta pu ri catz quebe ta cuq chibe ta qui cazah vloc ri q' iquin xeqha cut vtzbala cohbe iuvq zaquiric xe qha curi catz taxe chacouic xcaminac cut quinaoh quicabichal chirech qui chaquic hun batzhun chouen xa catzolcomih qui qoheic e upam catzih ta chuxoc rumal nima caxcol mi xquiban chique xoh camtah xohzachtah puch xcah rioh quichac queheri ala xohpe vi vloc chiquiqux quehe cut que cachac vi xa retal chicabano xe qhachiquibil quib ta xebecut chila chuxe che cante vbi cachbilan curi catz ta xebec xquitiquiba chi cut vvbanic maui ahilan chi q'iquin chuvi che quechititic xe maihan cut ri catz ta xquil ri q'iquin are curi q'iquin mahabi hun oc xcah vloc chuxe che ri ca tziquin e maui quecah vloc xahix cazah vloc xeqha cut chire catz vtzbala xeqha cut cate puch xeacanic chui che xnimar cut riche xzipoh vpam cate cut xerah cah vloc macu vtz chic qui cahic vloc chuvi che hun batz hun choven xeqha cu vloc chuvi che hupacha cohv chanic ixcachac tocob cavach a reri che caxibin chic caquilo ix ca chac xecha vloc chuvi che xe qha curi hun ahpu xbalanque chiquira ivex chixima xe ipam nahtic vtzam chihurehe chivih cate cut vtz ibinic xevqhax chic cumal quichac vve xecha cut ta xquihuruba cut vtzam qui toc xa pu huzu qui he chi xuxic xa coy xquivachibeh chic cate cut xebe chui tac che chuti huyub nima huyub xebec patac quichelah quevohon chic quizilah chic chucab tac che quehe cut quicha catahic hun batz hun chouen cumal hun ahpu xbalanque xa rumal qui naual ta xquibano ta xeopon cut chicochoch xeqha cut xeoponic ruq catit ruq pu qui chuch ixcatit naquila mixquiculvachih ri catz xa rax qui vach mi xebec queheri e chicop chic xeqha cut vena quila mixiban chique ivatz mi xinicalaba mipu xinichiquiba mata quehe xiban chique ivatz ixvi xqhari atit chiquech hun ahpu xbalanque xeqha chi cut chire catit mi xbizonic ixcatit xchivil chic qui vach ri catz xquevlic xe re chicut vtihovic va chive ix catit la qui mi xtzeenic catihana qui quih xeqha cut cate puch xquitiquiba zuanic hun ahpu x coy xquizuah catepuch xebixanic xezuanic xe cohomanic ta vcamic riqui zu,25 26
20,qui cohom ta xcube puch ri catit cu q ta xezuanic xeziquix pa zu pa bix ta xubinaah ri hun ahpu coy vbi zu ta xeoc cu vloc ri hun batz hun chouen quexahouic ta xevlic cate puch ta xmucun ri atit itzel qui vach xril atit ta xtzeenic maui xucui vtze atit xacu huzu xebec maui xil chiquivach eiacatic xebe pa quechelah naquipa chibano ixcatit xa cah mul xchicatiho xa oxmul chic xquecaziquih pazu pa bix quichicuyu itze catiha china xeqhachic hun ahpu xbalanque cate xezuan chic ta xeoc chi vloc quexahou chic xe vl chic chi vnicahal vva ha xa ui ququz caquibano xavi ca quitac chiih ricatit chi tze libah chi xtzeen chiri catit quitzih tzeebal qui vach ri coy chixiriric xe qui pam chichilita xe puch vchi qui qux taxeoc vloc are cut qui chutzeeh atit cate xe bechic patac huiub naquipa qui chicabano ixcatit xere chiva roxmulchic xchicatiho xqhari hun ahpu xbalanque xezuan chic xevl chic quexahouic xa cu chucuiuca vtze ri catit xe acan cu vloc chucatanah tzac caeruxruh vchi tac quivach mutzumac qui chi chiquimal qui chi qui vach maca ma chiquiho quih chique ta xril chi cut ri atit cate xpocolih chi vtze ri catit machicu xil chiquivach rumal vtzebal atit xerevi cua ixcatit xquecapixabah vbic chucah mul cut xezuax chic macu xevl chic chucah mul huzu xe bec pa quechelah xeqha cut chire catit mi cu xcatiho ixca tit mi nabe xevlic mi pu xcatih chic qui ziquixic mi xbizon cut oh qolic oh ivi xachilocoh ri ca chuch ixcatit quenabax ri catz ta chuxoc mi xeqobic mi pu xebinahic hun batz hun chouen quevqhaxic xeqha ri hun ahpu xbalanque xeziquix cut rumal ri ahzu ahbix ri oher vinac are puch chuzi quih ri ahzib ahcot oher xechicopiric ecoy xevxic rumal xax quinimarizah quib xquiyoc ri qui chac quehevi calabil chiqui qux quehecut qui maixic ri ta xezachic ri hun batzhun choven e chicop xevxic are cut erama quelal cocchoch chic xavi xere e ahzu e ahbix nim chic xquibano ta xecoheic rug ratit rug pu quichuch ta x quitiquiba chicut quibanoh qui cutbal quib chuvach catit chuvachpu qui chuch nabe xquibano ri abix xa cohabixic ixcatit ix pu cachuch xeqha mi xbizonic oh qolic oh ivi oh qui quexel catz xeqha curi hun ahpu xbalanque ta xquicam cut quicah qui mixqui na qui xoquem xebec ruq huhun qui vvb xquiteleh xeel chi co choch ta xquipixab cu catit chire vyaic qui va chiticoh na quih chibeya cava ixcatit xeqha vtzbala ixvi xqha cut ri catit cate cut xeopon chiri que abix vi,26 27
